osmid,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,access
159269897,Liebigstraße,residential,50,False,False,55.666,,"LINESTRING (11.7588716 48.178238, 11.7581976 48.1780175)",
486816937,Überrheinerstraße,residential,30,False,False,97.743,2,"LINESTRING (11.757618 48.178807, 11.7581976 48.1780175)",
159269894,Erdinger Straße,tertiary,30,False,False,50.086999999999996,,"LINESTRING (11.757618 48.178807, 11.757085 48.1786169, 11.7570223 48.1785946)",
5107124,Dorfstraße,residential,30,False,True,8.716,,"LINESTRING (11.7562843 48.1782409, 11.7562004 48.1782958)",
159269894,Erdinger Straße,tertiary,30,False,False,31.41,,"LINESTRING (11.7562843 48.1782409, 11.7562513 48.1781963, 11.7561251 48.1779793)",
159269894,Erdinger Straße,tertiary,30,False,True,67.595,,"LINESTRING (11.7562843 48.1782409, 11.7563143 48.1782591, 11.7564949 48.178369, 11.7570223 48.1785946)",
5107117,Münchner Straße,tertiary,30,False,False,39.719,,"LINESTRING (11.7557754 48.1767238, 11.7555857 48.1766687, 11.7554019 48.1766262, 11.7552704 48.1766083)",
486816938,Erdinger Straße,tertiary,30,False,True,39.406,,"LINESTRING (11.7557754 48.1767238, 11.7559471 48.1767981, 11.7560738 48.1768695, 11.756177 48.1769518)",
606474649,Pfarrer-Caspar-Mayr-Platz,residential,30,False,False,49.891,,"LINESTRING (11.7557754 48.1767238, 11.7558402 48.1767222, 11.7561135 48.1767157, 11.7563411 48.1767179, 11.756448 48.1767179)",
3994454,Estermannweg,residential,30,False,True,122.89799999999998,,"LINESTRING (11.7552704 48.1766083, 11.755262 48.1767319, 11.7552202 48.1769165, 11.7551864 48.1769874, 11.7551602 48.1770425, 11.7550984 48.1771336, 11.7549371 48.1773715, 11.7548743 48.1774433, 11.7547093 48.177632)",
5107117,Münchner Straße,tertiary,30,False,True,39.719,,"LINESTRING (11.7552704 48.1766083, 11.7554019 48.1766262, 11.7555857 48.1766687, 11.7557754 48.1767238)",
"[34340977, 486816929]",Münchner Straße,tertiary,30,False,False,232.285,,"LINESTRING (11.7552704 48.1766083, 11.7550733 48.1765978, 11.7549239 48.1765935, 11.7544551 48.1765762, 11.7542963 48.1765736, 11.7540777 48.1765747, 11.7540333 48.1765727, 11.753741 48.1765648, 11.753472 48.1765431, 11.7532865 48.1765281, 11.7524437 48.1764242, 11.7521642 48.1763822)",
4776992,Dorfstraße,residential,30,False,False,131.893,,"LINESTRING (11.7518761 48.1765645, 11.7520427 48.1765987, 11.7520787 48.1766093, 11.7522842 48.1766696, 11.7533913 48.1771737)",
362226760,Hausner Straße,residential,30,False,False,23.603,,"LINESTRING (11.7518761 48.1765645, 11.7519142 48.1764853, 11.7519425 48.1763576)",
362226760,Hausner Straße,residential,30,False,True,158.048,,"LINESTRING (11.7518761 48.1765645, 11.7514272 48.1765638, 11.7510349 48.176606, 11.7506887 48.1766433, 11.7502695 48.1766777, 11.7501018 48.1766842, 11.7497579 48.1766933)",
4734923,Merowingerstraße,residential,30,False,False,32.999,,"LINESTRING (11.756448 48.1767179, 11.7563514 48.1767814, 11.7563061 48.1768253, 11.7562804 48.1768494, 11.7562258 48.1769024, 11.756177 48.1769518)",
177851182,Merowingerstraße,residential,30,False,False,117.125,,"LINESTRING (11.756448 48.1767179, 11.7564862 48.1767078, 11.7565561 48.1766894, 11.7566988 48.1766517, 11.756853 48.176633, 11.7571199 48.1765953, 11.7577312 48.1765164, 11.7579594 48.1764366)",
606474649,Pfarrer-Caspar-Mayr-Platz,residential,30,False,True,49.891,,"LINESTRING (11.756448 48.1767179, 11.7563411 48.1767179, 11.7561135 48.1767157, 11.7558402 48.1767222, 11.7557754 48.1767238)",
"[159269898, 896555019]",Überrheinerstraße,residential,30,False,True,154.875,2,"LINESTRING (11.7590769 48.1767541, 11.7587961 48.1771603, 11.758321 48.1778407, 11.7581976 48.1780175)",
177851183,Schwabener Weg,residential,30,False,False,93.047,,"LINESTRING (11.7590769 48.1767541, 11.7580691 48.1765451, 11.7580046 48.1765025, 11.7579594 48.1764366)",destination
177851181,Moarstraße,residential,,False,False,83.872,,"LINESTRING (11.7571994 48.1776627, 11.7574338 48.177746, 11.7581976 48.1780175)",
177851182,Merowingerstraße,residential,30,False,True,117.125,,"LINESTRING (11.7579594 48.1764366, 11.7577312 48.1765164, 11.7571199 48.1765953, 11.756853 48.176633, 11.7566988 48.1766517, 11.7565561 48.1766894, 11.7564862 48.1767078, 11.756448 48.1767179)",
177851183,Schwabener Weg,residential,30,False,True,93.047,,"LINESTRING (11.7579594 48.1764366, 11.7580046 48.1765025, 11.7580691 48.1765451, 11.7590769 48.1767541)",destination
191351775,Schrannerstraße,living_street,,False,False,108.0,,"LINESTRING (11.7475106 48.1767712, 11.7468354 48.1776318)",
362226760,Hausner Straße,residential,30,False,False,82.73400000000001,,"LINESTRING (11.7475106 48.1767712, 11.7478678 48.1767416, 11.7482844 48.1767162, 11.7486219 48.1767158)",
4776992,Dorfstraße,residential,30,False,False,110.215,,"LINESTRING (11.7533913 48.1771737, 11.7535174 48.1772175, 11.754119 48.1774267, 11.7544544 48.1775434, 11.7547093 48.177632)",
4776992,Dorfstraße,residential,30,False,True,131.893,,"LINESTRING (11.7533913 48.1771737, 11.7522842 48.1766696, 11.7520787 48.1766093, 11.7520427 48.1765987, 11.7518761 48.1765645)",
