osmid,highway,junction,oneway,reversed,length,geometry,ref,name,maxspeed,lanes,bridge
"[24015171, 24015173]",residential,,False,"[False, True]",206.95000000000005,"LINESTRING (7.6525373 49.7805066, 7.6526466 49.7802876, 7.6527478 49.7801785, 7.6528467 49.7800875, 7.6532524 49.7798173, 7.6532746 49.7796976, 7.6533102 49.7796434, 7.6534313 49.7796474, 7.6536992 49.7797311, 7.6541178 49.7798318, 7.6545251 49.7799219)",,"['Louvresstraße', 'Nahestraße']",,,
52520315,residential,,False,False,290.629,"LINESTRING (7.6525373 49.7805066, 7.6530414 49.7806124, 7.6534804 49.7807046, 7.6539944 49.7807954, 7.6541193 49.7808174, 7.6547018 49.7808807, 7.6547712 49.7808875, 7.6553856 49.7809567, 7.6557878 49.7810613, 7.6561176 49.7811443, 7.6564172 49.7812197)",,Am Mühlenteich,,,
173036742,residential,,False,True,34.712,"LINESTRING (7.6545251 49.7799219, 7.6543877 49.7802212)",,Louvresstraße,,,
24015171,residential,,False,False,66.326,"LINESTRING (7.6545251 49.7799219, 7.6550066 49.7800001, 7.6554308 49.780033)",,Louvresstraße,,,
"[24015171, 24015173]",residential,,False,"[False, True]",206.95,"LINESTRING (7.6545251 49.7799219, 7.6541178 49.7798318, 7.6536992 49.7797311, 7.6534313 49.7796474, 7.6533102 49.7796434, 7.6532746 49.7796976, 7.6532524 49.7798173, 7.6528467 49.7800875, 7.6527478 49.7801785, 7.6526466 49.7802876, 7.6525373 49.7805066)",,"['Louvresstraße', 'Nahestraße']",,,
195718942,residential,,False,False,52.377,"LINESTRING (7.6554308 49.780033, 7.6554078 49.7805038)",,Louvresstraße,,,
24015171,residential,,False,True,66.326,"LINESTRING (7.6554308 49.780033, 7.6550066 49.7800001, 7.6545251 49.7799219)",,Louvresstraße,,,
335241188,residential,,False,False,86.715,"LINESTRING (7.6554308 49.780033, 7.656445 49.7799913, 7.6566336 49.77997)",,Louvresstraße,,,
"[619171811, 335241189, 24019175, 24019178, 987092340]","['residential', 'living_street']",,False,"[False, True]",214.227,"LINESTRING (7.651145 49.7828895, 7.6511908 49.7829853, 7.6512569 49.783068, 7.6514513 49.7832372, 7.6517016 49.7833885, 7.6517591 49.7834683, 7.6517539 49.7836194, 7.6517489 49.7837048, 7.651745 49.7837963, 7.6517442 49.7838812, 7.6517413 49.7839471, 7.6517412 49.784156, 7.6517404 49.7841712, 7.6517349 49.7842688, 7.6517188 49.78434, 7.6511926 49.7843175)",,"['Neugasse', 'Igelsbachstraße']",50,,
"[335241184, 191562162]",secondary,,False,False,123.922,"LINESTRING (7.651145 49.7828895, 7.6513286 49.7828703, 7.6516209 49.7828368, 7.6516556 49.7828336, 7.6519872 49.7828029, 7.652458 49.7827661, 7.6528564 49.7827538)",L 232,"['Bahnhofstraße', 'Poststraße']",40,2,
"[856107850, 368362071]",secondary,,False,True,104.41499999999999,"LINESTRING (7.651145 49.7828895, 7.6509958 49.7829187, 7.6509598 49.7829258, 7.6508181 49.7829814, 7.6503891 49.7832045, 7.6503226 49.7832374, 7.6502937 49.7832515, 7.6501036 49.7833555, 7.6499645 49.783424)",L 232,Bahnhofstraße,40,2,
24019178,living_street,,False,False,73.72399999999999,"LINESTRING (7.6501979 49.7841568, 7.6503654 49.7841702, 7.6507896 49.7842469, 7.6511926 49.7843175)",,Neugasse,,,
52491495,living_street,,False,True,75.718,"LINESTRING (7.6501979 49.7841568, 7.6500923 49.784109, 7.6498328 49.7839498, 7.6498068 49.7839284, 7.6494822 49.7836615)",,Neugasse,,,
191562162,secondary,,False,False,113.67399999999999,"LINESTRING (7.6528564 49.7827538, 7.6532719 49.7827794, 7.6536283 49.7828074, 7.6538923 49.7828445, 7.654051 49.7828728, 7.6542089 49.7829187, 7.6543132 49.7829586, 7.6543834 49.78298)",L 232,Poststraße,40,2,
"[335241184, 191562162]",secondary,,False,True,123.92199999999998,"LINESTRING (7.6528564 49.7827538, 7.652458 49.7827661, 7.6519872 49.7828029, 7.6516556 49.7828336, 7.6516209 49.7828368, 7.6513286 49.7828703, 7.651145 49.7828895)",L 232,"['Bahnhofstraße', 'Poststraße']",40,2,
24014489,residential,,False,False,39.175,"LINESTRING (7.6554038 49.7834533, 7.6554699 49.7834088, 7.6555039 49.7833707, 7.6556346 49.7831389)",,Felkestraße,,,
121802129,secondary,,False,False,131.216,"LINESTRING (7.6554038 49.7834533, 7.6554867 49.7835369, 7.6555063 49.7835618, 7.6555851 49.783662, 7.6556622 49.7837849, 7.6556731 49.7838203, 7.6556798 49.7838419, 7.6557467 49.7840586, 7.6557469 49.7840912, 7.6557471 49.7841205, 7.6556568 49.7843598, 7.6555685 49.7845729)",L 232,Poststraße,40,,
"[516474156, 52491494]",secondary,,False,True,73.37599999999999,"LINESTRING (7.6554038 49.7834533, 7.6551855 49.7832778, 7.6550178 49.7831644, 7.6548288 49.783094, 7.6547448 49.7830704, 7.6546307 49.7830449)",L 232,Poststraße,40,,
52520319,secondary,,True,False,49.304,"LINESTRING (7.6555685 49.7845729, 7.655571 49.7847843, 7.6555778 49.7848294, 7.6556275 49.7848814, 7.6557404 49.7849085, 7.6558144 49.7849101)",L 232,Poststraße,40,,
121802129,secondary,,False,True,131.216,"LINESTRING (7.6555685 49.7845729, 7.6556568 49.7843598, 7.6557471 49.7841205, 7.6557469 49.7840912, 7.6557467 49.7840586, 7.6556798 49.7838419, 7.6556731 49.7838203, 7.6556622 49.7837849, 7.6555851 49.783662, 7.6555063 49.7835618, 7.6554867 49.7835369, 7.6554038 49.7834533)",L 232,Poststraße,40,,
52465082,residential,,True,False,10.636,"LINESTRING (7.6554973 49.7848679, 7.6553503 49.7848798)",,Großstraße (Bad Sobernheim),,,
121802128,secondary,,True,False,34.064,"LINESTRING (7.6554973 49.7848679, 7.6554746 49.7848279, 7.6554988 49.7846987, 7.6555685 49.7845729)",L 232,Poststraße,40,,
52465084,residential,,False,False,135.778,"LINESTRING (7.6539562 49.7848026, 7.653977 49.785397, 7.653965 49.7855134, 7.653917 49.785605, 7.6535989 49.7859635)",,Alter Weg,30,,
52516040,residential,,True,False,123.064,"LINESTRING (7.6539562 49.7848026, 7.6538159 49.7848054, 7.6534933 49.7847777, 7.6530804 49.7847235, 7.652796 49.7846965, 7.6522565 49.7846978)",,Großstraße,20,,
52465081,residential,,False,True,39.603,"LINESTRING (7.653344 49.7862444, 7.6538261 49.7864175)",,Alter Weg,30,,
52465084,residential,,False,True,36.201,"LINESTRING (7.653344 49.7862444, 7.6535989 49.7859635)",,Alter Weg,30,,
52465081,residential,,False,False,102.97200000000001,"LINESTRING (7.653344 49.7862444, 7.6527809 49.7860779, 7.6519926 49.7859444)",,Alter Weg,30,,
52465081,residential,,False,False,39.603,"LINESTRING (7.6538261 49.7864175, 7.653344 49.7862444)",,Alter Weg,30,,
237905642,residential,,False,False,47.961,"LINESTRING (7.6538261 49.7864175, 7.6542113 49.7860651)",,Ringstraße,,,
237905642,residential,,False,True,155.80100000000002,"LINESTRING (7.6538261 49.7864175, 7.6529137 49.7872141, 7.6527762 49.7873203, 7.6526438 49.7873824, 7.6524161 49.7874602)",,Ringstraße,,,
47075836,residential,,True,False,114.664,"LINESTRING (7.6548479 49.7854437, 7.6551252 49.7855547, 7.656118 49.785645, 7.6563771 49.7856001)",,Schulstraße,,,
"[237905642, 52516045]",residential,,False,"[False, True]",72.661,"LINESTRING (7.6548479 49.7854437, 7.6549491 49.7853416, 7.655328 49.7849408, 7.6553503 49.7848798)",,Ringstraße,,,
237905642,residential,,False,True,82.854,"LINESTRING (7.6548479 49.7854437, 7.6544612 49.7858109, 7.6542113 49.7860651)",,Ringstraße,,,
26172508,secondary,,False,False,78.071,"LINESTRING (7.6563771 49.7856001, 7.6565292 49.7859529, 7.6565628 49.7860309, 7.6566687 49.7862765)",L 233,Steinhardter Straße,50,,
26172508,secondary,,False,True,65.203,"LINESTRING (7.6563771 49.7856001, 7.6562292 49.7853745, 7.6561121 49.7852484, 7.6560181 49.7851658, 7.6559407 49.7850887)",L 233,Steinhardter Straße,50,,
102147308,secondary,roundabout,True,False,15.216999999999999,"LINESTRING (7.6558144 49.7849101, 7.6558658 49.7849018, 7.6559185 49.7849055, 7.655966 49.7849206, 7.6560027 49.7849453)",,,,,
115510574,residential,,False,False,230.51999999999998,"LINESTRING (7.6524161 49.7874602, 7.652667 49.7874605, 7.6533735 49.7875484, 7.6538359 49.7875905, 7.6540125 49.787608, 7.6545243 49.7876863, 7.6546996 49.7877131, 7.6551197 49.7878361, 7.6554701 49.7879943)",,Pfarrer-Reich-Straße,,,
237905642,residential,,False,False,155.801,"LINESTRING (7.6524161 49.7874602, 7.6526438 49.7873824, 7.6527762 49.7873203, 7.6529137 49.7872141, 7.6538261 49.7864175)",,Ringstraße,,,
237905642,residential,,False,True,84.459,"LINESTRING (7.6524161 49.7874602, 7.6517292 49.787635, 7.6513143 49.7877259)",,Ringstraße,,,
47075905,residential,,False,False,50.389,"LINESTRING (7.6513143 49.7877259, 7.6513211 49.7877566, 7.6513937 49.7880094, 7.6513969 49.7880261, 7.651425 49.7881732)",,Königsberger Straße,30,,
123740189,residential,,False,True,48.979,"LINESTRING (7.6513143 49.7877259, 7.6513104 49.7876979, 7.6512531 49.7872872)",,Herrenstraße,,,
237905642,residential,,False,False,84.459,"LINESTRING (7.6513143 49.7877259, 7.6517292 49.787635, 7.6524161 49.7874602)",,Ringstraße,,,
237905642,residential,,False,True,162.223,"LINESTRING (7.6513143 49.7877259, 7.6509225 49.7877646, 7.6505049 49.7877701, 7.650193 49.7877571, 7.6498454 49.7877275, 7.6490755 49.7876373)",,Ringstraße,,,
47075837,residential,,False,False,81.154,"LINESTRING (7.647649 49.7855404, 7.6477554 49.7856457, 7.6478409 49.7858165, 7.6478609 49.7858657, 7.6479098 49.7859855, 7.6479888 49.7862301)",,Ringstraße,,,
143953604,secondary,,False,False,43.884,"LINESTRING (7.647649 49.7855404, 7.6477808 49.7853965, 7.6479238 49.7851886)",,Monzinger Straße,40,2,
143953604,secondary,,False,True,80.473,"LINESTRING (7.647649 49.7855404, 7.6474049 49.7857754, 7.6473054 49.7858451, 7.6471935 49.7859129, 7.6470745 49.7859672, 7.6468768 49.7860512)",,Monzinger Straße,40,2,
26172508,secondary,,False,False,248.437,"LINESTRING (7.6566687 49.7862765, 7.6568053 49.7865556, 7.657374 49.7878091, 7.6577057 49.7884073)",L 233,Steinhardter Straße,50,,
26172508,secondary,,False,True,78.071,"LINESTRING (7.6566687 49.7862765, 7.6565628 49.7860309, 7.6565292 49.7859529, 7.6563771 49.7856001)",L 233,Steinhardter Straße,50,,
38214590,residential,,False,False,177.989,"LINESTRING (7.6566687 49.7862765, 7.6559574 49.7862223, 7.6542113 49.7860651)",,Hüttenbergstraße,,,
237905642,residential,,False,True,47.961,"LINESTRING (7.6542113 49.7860651, 7.6538261 49.7864175)",,Ringstraße,,,
38214590,residential,,False,True,177.989,"LINESTRING (7.6542113 49.7860651, 7.6559574 49.7862223, 7.6566687 49.7862765)",,Hüttenbergstraße,,,
237905642,residential,,False,False,82.854,"LINESTRING (7.6542113 49.7860651, 7.6544612 49.7858109, 7.6548479 49.7854437)",,Ringstraße,,,
52446974,residential,,False,True,21.299,"LINESTRING (7.6582647 49.7852276, 7.6579784 49.7851774)",,Leinenborner Weg,,,
"[107380512, 238491131]",residential,,False,False,198.23700000000002,"LINESTRING (7.6582647 49.7852276, 7.6583925 49.7853765, 7.6584855 49.7855692, 7.6589064 49.7869535)",,Römerstraße,,,
52491501,residential,,True,False,152.586,"LINESTRING (7.6529156 49.7841255, 7.6529145 49.7840963, 7.6529112 49.7840009, 7.6529051 49.7838228, 7.6529037 49.7837919, 7.6528987 49.7836833, 7.6528868 49.7834041, 7.6528564 49.7827538)",,Kirchstraße,20,,
"[52491489, 516474154]",residential,,False,True,112.39099999999999,"LINESTRING (7.6529156 49.7841255, 7.6530939 49.7841458, 7.6532135 49.7841819, 7.6532749 49.7842046, 7.6534706 49.7842646, 7.6536807 49.7843323, 7.6538063 49.7843727, 7.6540056 49.7844369, 7.6542375 49.784516, 7.6542869 49.7845757)",,Pfaffenstraße,"['20', '30']",,
52491508,residential,,False,True,25.2,"LINESTRING (7.6479888 49.7862301, 7.6483357 49.7861955)",,Mauergasse,50,,
47075837,residential,,False,False,180.71200000000002,"LINESTRING (7.6479888 49.7862301, 7.6481335 49.7866574, 7.6482137 49.7868423, 7.6484311 49.7871526, 7.6485027 49.7872402, 7.6486517 49.7874224, 7.6489685 49.7876036, 7.6490755 49.7876373)",,Ringstraße,,,
47075837,residential,,False,True,81.154,"LINESTRING (7.6479888 49.7862301, 7.6479098 49.7859855, 7.6478609 49.7858657, 7.6478409 49.7858165, 7.6477554 49.7856457, 7.647649 49.7855404)",,Ringstraße,,,
516473085,residential,,False,False,7.294,"LINESTRING (7.6496078 49.7857838, 7.649592 49.7858486)",,Wilhelmstraße,30,,
52491504,residential,,False,True,25.656,"LINESTRING (7.6496078 49.7857838, 7.6496368 49.7856557, 7.6496561 49.7855552)",,Wilhelmstraße,,,
52465079,living_street,,True,False,66.233,"LINESTRING (7.6508598 49.7854795, 7.6506798 49.7860637)",,Kleine Kirchstraße,,,
123740195,living_street,,False,True,48.802,"LINESTRING (7.6508598 49.7854795, 7.6514623 49.7855833, 7.6515179 49.7855885)",,Saarstraße,,,
123740195,living_street,,False,False,48.802,"LINESTRING (7.6515179 49.7855885, 7.6514623 49.7855833, 7.6508598 49.7854795)",,Saarstraße,,,
123740195,living_street,,False,True,27.1,"LINESTRING (7.6515179 49.7855885, 7.6516541 49.7855856, 7.6518775 49.7855269)",,Saarstraße,,,
52465068,living_street,,True,False,47.154,"LINESTRING (7.6518775 49.7855269, 7.6518865 49.7855595, 7.6519069 49.7856336, 7.6519926 49.7859444)",,Herrenstraße,,,
123740195,living_street,,False,False,27.1,"LINESTRING (7.6518775 49.7855269, 7.6516541 49.7855856, 7.6515179 49.7855885)",,Saarstraße,,,
516473085,residential,,False,True,33.229,"LINESTRING (7.6495382 49.7867784, 7.6495453 49.7864796)",,Wilhelmstraße,30,,
52465066,residential,,True,False,101.34,"LINESTRING (7.6495382 49.7867784, 7.6495336 49.786808, 7.6494493 49.7870186, 7.6490755 49.7876373)",,Wilhelmstraße,30,,
52465072,residential,,False,True,50.107,"LINESTRING (7.6495382 49.7867784, 7.6498465 49.7868629, 7.6501834 49.7869502)",,Obergasse,30,,
790469439,residential,,True,False,38.1,"LINESTRING (7.6519096 49.7863277, 7.6513881 49.7862642)",,Gymnasialstraße,,,
115433151,residential,,False,True,43.422,"LINESTRING (7.6519096 49.7863277, 7.6519498 49.7862649, 7.6519926 49.7860798, 7.6519926 49.7859444)",,Herrenstraße,30,,
123740190,residential,,True,False,116.715,"LINESTRING (7.6519096 49.7863277, 7.6518433 49.7864369, 7.6516275 49.7867556, 7.6515836 49.7868263, 7.6515273 49.7869172, 7.6514081 49.7870961, 7.6513806 49.78713, 7.6512531 49.7872872)",,Herrenstraße,30,,
790469438,residential,,True,False,4.125,"LINESTRING (7.6513881 49.7862642, 7.6513922 49.7862272)",,Malteserstraße,,,
52465071,residential,,True,False,83.403,"LINESTRING (7.6506798 49.7860637, 7.6504785 49.7859917, 7.6502465 49.7859283, 7.6498154 49.7858109, 7.6496078 49.7857838)",,Gymnasialstraße,30,,
52465072,residential,,False,False,51.629,"LINESTRING (7.6508509 49.787123, 7.6501834 49.7869502)",,Obergasse,30,,
115433152,living_street,,True,False,35.857,"LINESTRING (7.6508509 49.787123, 7.6510313 49.7868223)",,Malteserstraße,,,
52465073,residential,,False,False,34.434,"LINESTRING (7.6508509 49.787123, 7.651013 49.7871728, 7.6511598 49.78723, 7.6512531 49.7872872)",,Obergasse,30,,
52491511,residential,,False,True,113.364,"LINESTRING (7.6510313 49.7868223, 7.6505459 49.7866911, 7.6495453 49.7864796)",,Mittelgasse,30,,
"[123740193, 123740194, 52465075]",residential,,True,False,81.399,"LINESTRING (7.6510313 49.7868223, 7.6511836 49.7868559, 7.6512337 49.7868438, 7.6512875 49.7867545, 7.6513327 49.7866797, 7.6513427 49.7866349, 7.6513766 49.7864612, 7.6513816 49.7863618, 7.6513833 49.7863282, 7.6513881 49.7862642)",,Malteserstraße,30,,
52465073,residential,,False,True,34.434,"LINESTRING (7.6512531 49.7872872, 7.6511598 49.78723, 7.651013 49.7871728, 7.6508509 49.787123)",,Obergasse,30,,
123740189,residential,,False,False,48.979,"LINESTRING (7.6512531 49.7872872, 7.6513104 49.7876979, 7.6513143 49.7877259)",,Herrenstraße,,,
47075837,residential,,False,True,180.712,"LINESTRING (7.6490755 49.7876373, 7.6489685 49.7876036, 7.6486517 49.7874224, 7.6485027 49.7872402, 7.6484311 49.7871526, 7.6482137 49.7868423, 7.6481335 49.7866574, 7.6479888 49.7862301)",,Ringstraße,,,
52465080,residential,,False,False,81.15499999999999,"LINESTRING (7.6490755 49.7876373, 7.64898 49.7878335, 7.6489526 49.7878883, 7.6488141 49.7881258, 7.6487933 49.7882312, 7.6487778 49.7883373)",,Berliner Straße,30,,
237905642,residential,,False,False,162.223,"LINESTRING (7.6490755 49.7876373, 7.6498454 49.7877275, 7.650193 49.7877571, 7.6505049 49.7877701, 7.6509225 49.7877646, 7.6513143 49.7877259)",,Ringstraße,,,
52465080,residential,,False,True,81.155,"LINESTRING (7.6487778 49.7883373, 7.6487933 49.7882312, 7.6488141 49.7881258, 7.6489526 49.7878883, 7.64898 49.7878335, 7.6490755 49.7876373)",,Berliner Straße,30,,
52516043,residential,,False,False,59.113,"LINESTRING (7.6487778 49.7883373, 7.6487136 49.7884122, 7.6485245 49.7885121, 7.6481585 49.7886772)",,Berliner Straße,30,,
52516042,residential,,False,True,57.261,"LINESTRING (7.647517 49.7884105, 7.6476305 49.7884177, 7.6477929 49.7884538, 7.6480006 49.7885396, 7.6481585 49.7886772)",,Breslauer Straße,30,,
324208046,tertiary,,False,False,71.065,"LINESTRING (7.647517 49.7884105, 7.6475655 49.788115, 7.6475925 49.7879516, 7.6476378 49.7877764)",K 20,Eckweilerstraße,50,2,
52516042,residential,,False,False,57.260999999999996,"LINESTRING (7.6481585 49.7886772, 7.6480006 49.7885396, 7.6477929 49.7884538, 7.6476305 49.7884177, 7.647517 49.7884105)",,Breslauer Straße,30,,
52516043,residential,,False,True,59.11299999999999,"LINESTRING (7.6481585 49.7886772, 7.6485245 49.7885121, 7.6487136 49.7884122, 7.6487778 49.7883373)",,Berliner Straße,30,,
52465061,living_street,,False,False,20.722,"LINESTRING (7.6522565 49.7846978, 7.6522138 49.7846569, 7.6522168 49.7845647, 7.6522183 49.7845199)",,Marktplatz,,,
115433137,living_street,,True,False,13.659,"LINESTRING (7.6522565 49.7846978, 7.6522659 49.7847779, 7.6522676 49.7848204)",,Großstraße,,,
52465069,living_street,,True,False,69.563,"LINESTRING (7.6522702 49.7849853, 7.6522478 49.785112, 7.6522296 49.7852177, 7.6521885 49.785277, 7.652128 49.7853644, 7.6520606 49.7854245, 7.6519994 49.785466, 7.6519494 49.785491, 7.6518775 49.7855269)",,Saarstraße,,,
"[52465083, 191562163]",living_street,,False,False,162.7,"LINESTRING (7.6522702 49.7849853, 7.6527012 49.7851297, 7.6529901 49.7852539, 7.6530471 49.7852836, 7.6530036 49.7856623, 7.6530387 49.7857198, 7.6530939 49.7857526, 7.6535989 49.7859635)",,Priorhofstraße,,,
"[52491489, 516474154]",residential,,False,False,112.39099999999999,"LINESTRING (7.6542869 49.7845757, 7.6542375 49.784516, 7.6540056 49.7844369, 7.6538063 49.7843727, 7.6536807 49.7843323, 7.6534706 49.7842646, 7.6532749 49.7842046, 7.6532135 49.7841819, 7.6530939 49.7841458, 7.6529156 49.7841255)",,Pfaffenstraße,"['20', '30']",,
"[813675909, 52516046]",residential,,False,True,85.953,"LINESTRING (7.6542869 49.7845757, 7.6543825 49.7845994, 7.6546106 49.7846507, 7.6548014 49.7846939, 7.6553031 49.7848098, 7.6553503 49.7848798)",,Großstraße,30,,
52516048,residential,,True,False,35.055,"LINESTRING (7.6542869 49.7845757, 7.6541327 49.7846473, 7.6539562 49.7848026)",,Großstraße,30,,
52465081,residential,,False,True,102.97200000000001,"LINESTRING (7.6519926 49.7859444, 7.6527809 49.7860779, 7.653344 49.7862444)",,Alter Weg,30,,
115433151,residential,,False,False,43.422,"LINESTRING (7.6519926 49.7859444, 7.6519926 49.7860798, 7.6519498 49.7862649, 7.6519096 49.7863277)",,Herrenstraße,30,,
52465084,residential,,False,False,36.201,"LINESTRING (7.6535989 49.7859635, 7.653344 49.7862444)",,Alter Weg,30,,
52465084,residential,,False,True,135.77800000000002,"LINESTRING (7.6535989 49.7859635, 7.653917 49.785605, 7.653965 49.7855134, 7.653977 49.785397, 7.6539562 49.7848026)",,Alter Weg,30,,
"[191562163, 52465083]",living_street,,False,True,162.7,"LINESTRING (7.6535989 49.7859635, 7.6530939 49.7857526, 7.6530387 49.7857198, 7.6530036 49.7856623, 7.6530471 49.7852836, 7.6529901 49.7852539, 7.6527012 49.7851297, 7.6522702 49.7849853)",,Priorhofstraße,,,
52520297,residential,,False,True,220.486,"LINESTRING (7.6454328 49.7830488, 7.6456408 49.7830626, 7.6458226 49.7830445, 7.6467129 49.7829587, 7.6478572 49.7828314, 7.6480754 49.7828065, 7.6484614 49.7827523)",,Dammstraße,,,
"[52492306, 52516035, 101922622]",residential,,False,True,407.973,"LINESTRING (7.6454328 49.7830488, 7.6453914 49.7830862, 7.6453211 49.7831165, 7.6452145 49.7831328, 7.6450916 49.7831391, 7.644629 49.7831288, 7.644273 49.7831199, 7.6441434 49.7831183, 7.6440217 49.783129, 7.6439242 49.7831473, 7.643857 49.783173, 7.6437659 49.7832434, 7.6436876 49.783321, 7.6436524 49.7834009, 7.6437416 49.7836872, 7.6438207 49.7837693, 7.6439996 49.7838597, 7.6443445 49.7839447, 7.644762 49.7840173, 7.6466183 49.7841653, 7.6467416 49.7841856)",,Meddersheimer Straße,,,yes
192645582,secondary,,False,False,27.477,"LINESTRING (7.6462819 49.7862448, 7.6465888 49.7861394, 7.6466211 49.7861305)",,Monzinger Straße,50,2,
26172487,secondary,,False,True,127.927,"LINESTRING (7.6484704 49.7841704, 7.6482955 49.7842583, 7.648134 49.7843425, 7.6480259 49.7844472, 7.6479789 49.7845408, 7.6479617 49.7846396, 7.647955 49.784771, 7.6479466 49.7848864, 7.6479471 49.7849573, 7.6479238 49.7851886)",L 232,Bahnhofstraße,40,2,
52491490,living_street,,False,False,98.63799999999999,"LINESTRING (7.6484704 49.7841704, 7.6487455 49.7843799, 7.6488544 49.7844251, 7.6491468 49.7845087, 7.6492882 49.7845492, 7.649589 49.7846577)",,Kreuzstraße,,,
856107849,secondary,,False,False,92.08200000000001,"LINESTRING (7.6484704 49.7841704, 7.649424 49.7836901, 7.6494822 49.7836615)",L 232,Bahnhofstraße,40,,
52491474,residential,,True,False,74.402,"LINESTRING (7.6481719 49.7833328, 7.6471531 49.7834552)",,Bahnstraße,50,,
52491492,residential,,False,True,89.526,"LINESTRING (7.6481719 49.7833328, 7.6488721 49.7832572, 7.6489027 49.7832538, 7.6491291 49.7832431, 7.6492125 49.7832494, 7.6492837 49.7832794, 7.6493527 49.7833347)",,Bahnstraße,50,,
52492311,residential,,False,False,169.431,"LINESTRING (7.6481719 49.7833328, 7.6480973 49.7834779, 7.6474842 49.7846889, 7.6474179 49.7847757)",,Mühlenstraße,50,,
"[52516034, 191997299]",residential,,False,True,150.84499999999997,"LINESTRING (7.6467416 49.7841856, 7.6467388 49.7841131, 7.6464353 49.7838097, 7.6461922 49.7835619, 7.6462969 49.7835503, 7.6470445 49.7834677, 7.6470848 49.7834633, 7.6471531 49.7834552)",,Bahnstraße,50,,
"[52492306, 52516035, 101922622]",residential,,False,False,407.9730000000001,"LINESTRING (7.6467416 49.7841856, 7.6466183 49.7841653, 7.644762 49.7840173, 7.6443445 49.7839447, 7.6439996 49.7838597, 7.6438207 49.7837693, 7.6437416 49.7836872, 7.6436524 49.7834009, 7.6436876 49.783321, 7.6437659 49.7832434, 7.643857 49.783173, 7.6439242 49.7831473, 7.6440217 49.783129, 7.6441434 49.7831183, 7.644273 49.7831199, 7.644629 49.7831288, 7.6450916 49.7831391, 7.6452145 49.7831328, 7.6453211 49.7831165, 7.6453914 49.7830862, 7.6454328 49.7830488)",,Meddersheimer Straße,,,yes
52516035,residential,,False,True,46.905,"LINESTRING (7.6467416 49.7841856, 7.6468624 49.7842431, 7.6471449 49.784512)",,Meddersheimer Straße,,,
52516035,residential,,False,True,35.27,"LINESTRING (7.6471449 49.784512, 7.6474179 49.7847757)",,Meddersheimer Straße,,,
52491493,residential,,False,False,39.242000000000004,"LINESTRING (7.6471449 49.784512, 7.6470788 49.7845565, 7.6470147 49.7848448)",,Kuhweg,,,
52516035,residential,,False,False,46.905,"LINESTRING (7.6471449 49.784512, 7.6468624 49.7842431, 7.6467416 49.7841856)",,Meddersheimer Straße,,,
52491495,living_street,,False,False,75.718,"LINESTRING (7.6494822 49.7836615, 7.6498068 49.7839284, 7.6498328 49.7839498, 7.6500923 49.784109, 7.6501979 49.7841568)",,Neugasse,,,
191562156,secondary,,False,False,17.23,"LINESTRING (7.6494822 49.7836615, 7.6495568 49.7836251, 7.6496313 49.7835885, 7.6496737 49.7835681)",L 232,Bahnhofstraße,40,2,
