osmid,oneway,name,highway,maxspeed,width,reversed,length,geometry,lanes,ref,bridge,tunnel,junction
369436257,True,Frankfurter Straße,primary,40,,False,62.151,"LINESTRING (8.0675694 50.3849581, 8.0676694 50.384954, 8.0678236 50.3849414, 8.0679756 50.3849211, 8.0681245 50.3848933, 8.0682696 50.3848582, 8.06841 50.3848159)",2,B 8;B 417,,,
291940363,True,Frankfurter Straße,primary,40,,False,57.051,"LINESTRING (8.06841 50.3848159, 8.0686382 50.3847261, 8.0688578 50.3846278, 8.0690681 50.3845217)",3,B 8;B 417,,,
532221973,False,Diezer Straße,primary,,,False,11.694,"LINESTRING (8.0587852 50.3863098, 8.0587028 50.3862187)",3,B 54; B 417,,,
23564432,True,Hahlgartenweg,residential,30,,False,83.09,"LINESTRING (8.0587852 50.3863098, 8.0587115 50.3863842, 8.0586413 50.3864395, 8.0585704 50.3865564, 8.0584397 50.3870116)",1,,,,
221022959,False,Diezer Straße,primary,,,True,23.92,"LINESTRING (8.0587852 50.3863098, 8.0588794 50.3864141, 8.0589686 50.3864899)",4,B 54; B 417,,,
273993733,False,Diezer Straße,primary,,,True,17.762,"LINESTRING (8.0585422 50.3860961, 8.0587028 50.3862187)",3,B 54; B 417,,,
23456931,False,Rohrweg,residential,,,False,72.995,"LINESTRING (8.0585422 50.3860961, 8.0585712 50.3860547, 8.0585786 50.3860053, 8.0585716 50.3859196, 8.0583382 50.3854678)",,,,,
523749140,False,Grabenstraße,tertiary,30,,False,61.25,"LINESTRING (8.0659296 50.3868024, 8.0650938 50.3869418)",2,K 470,,,
23514408,False,Frankfurter Straße,living_street,,,False,62.566,"LINESTRING (8.0659296 50.3868024, 8.0659174 50.3869523, 8.0658997 50.3871033, 8.0658561 50.3871621, 8.0656837 50.3873245)",,,,,
"[23431000, 625140851, 539013090, 523749139]",False,"['Frankfurter Straße', 'Eschhöfer Weg']",tertiary,50,,True,177.029,"LINESTRING (8.0659296 50.3868024, 8.0659685 50.386787, 8.0660289 50.3867288, 8.0662432 50.3865101, 8.0662926 50.3864951, 8.0663486 50.3865023, 8.0665807 50.3865736, 8.0666761 50.3865959, 8.0667566 50.3866061, 8.0668234 50.3866105, 8.0670863 50.3866118, 8.0671995 50.3866095, 8.0674249 50.3866048, 8.0677694 50.3865956, 8.0679057 50.3865858, 8.0680177 50.3865706, 8.0681297 50.3865454)",2,K 470,,,
523749140,False,Grabenstraße,tertiary,30,,True,61.25,"LINESTRING (8.0650938 50.3869418, 8.0659296 50.3868024)",2,K 470,,,
"[52586205, 120233655]",True,Grabenstraße,tertiary,20,,False,160.49699999999999,"LINESTRING (8.0650938 50.3869418, 8.0642521 50.3871437, 8.0638468 50.3872504, 8.0630688 50.3875039, 8.0630217 50.3875184)",,K 470,,,
515514656,True,Hospitalstraße,residential,30,,False,13.556000000000001,"LINESTRING (8.0630217 50.3875184, 8.0629711 50.3875093, 8.0628989 50.3874816, 8.062857 50.3874595)",,,,,
"[535658361, 52586207]",True,Grabenstraße,tertiary,30,,False,47.391999999999996,"LINESTRING (8.0630217 50.3875184, 8.0629577 50.3875603, 8.0629278 50.3875954, 8.0628991 50.3876484, 8.0628838 50.387682, 8.0628686 50.3877268, 8.0628392 50.3877848, 8.0628098 50.3878224, 8.0627772 50.3878507, 8.0627178 50.3878875)",2,K 470,,,
23117206,False,Dr.-Wolff-Straße,tertiary,50,,False,86.79299999999999,"LINESTRING (8.0620624 50.3889095, 8.061898 50.3889143, 8.0618622 50.3889154, 8.0617802 50.3889178, 8.0610692 50.3889473, 8.0608406 50.3889582)",2,,,,
25450028,False,Grabenstraße,tertiary,30,,False,150.40200000000002,"LINESTRING (8.0620624 50.3889095, 8.0620732 50.3890041, 8.0620805 50.3890683, 8.0621251 50.3895231, 8.0621489 50.3898001, 8.0621789 50.3901314, 8.0621927 50.3901859, 8.0622298 50.3902552)",2,K 470,,,
"[515845387, 23606583]",False,Sackgasse,residential,30,,True,75.48,"LINESTRING (8.0620624 50.3889095, 8.062308 50.3889001, 8.0623611 50.3888981, 8.0626774 50.388886, 8.0629817 50.3888749, 8.0630292 50.3888808, 8.063071 50.3888986, 8.0631031 50.3889188)",2,,,,
"[666527794, 515845386, 51997036]",False,Grabenstraße,tertiary,30,,True,125.70300000000002,"LINESTRING (8.0620624 50.3889095, 8.0620553 50.3887898, 8.0620514 50.3887234, 8.0620538 50.3886752, 8.0620703 50.3886338, 8.0621297 50.3885601, 8.0625808 50.3880639, 8.0626453 50.3879862, 8.0626581 50.3879685, 8.0626941 50.387919, 8.0627178 50.3878875)",2,K 470,,,
"[23462379, 536115412]",False,Diezer Straße,residential,50,,False,88.194,"LINESTRING (8.0627178 50.3878875, 8.0625621 50.3878348, 8.0625205 50.3878207, 8.0624594 50.3878066, 8.0623956 50.3877967, 8.0623166 50.3877908, 8.0622341 50.3877907, 8.0621435 50.3877956, 8.0619131 50.3878062, 8.0618282 50.3878067, 8.0617482 50.3878023, 8.061687 50.3877927, 8.0616153 50.387772, 8.0615369 50.3877334)",2,,,,
"[515514657, 945273102]",True,Grabenstraße,tertiary,30,,False,48.77100000000001,"LINESTRING (8.0627178 50.3878875, 8.0627244 50.3878392, 8.0627391 50.3878011, 8.0627667 50.387744, 8.0627944 50.3876793, 8.0628367 50.3875697, 8.0628549 50.3875009, 8.062857 50.3874595)",1,K 470,,,
"[515845386, 51997036, 666527794]",False,Grabenstraße,tertiary,30,,False,125.703,"LINESTRING (8.0627178 50.3878875, 8.0626941 50.387919, 8.0626581 50.3879685, 8.0626453 50.3879862, 8.0625808 50.3880639, 8.0621297 50.3885601, 8.0620703 50.3886338, 8.0620538 50.3886752, 8.0620514 50.3887234, 8.0620553 50.3887898, 8.0620624 50.3889095)",2,K 470,,,
8090171,False,Holzheimer Straße,secondary,50,,False,110.05199999999999,"LINESTRING (8.0624149 50.3833186, 8.0624655 50.3833639, 8.0632417 50.3838908, 8.0634707 50.3840434)",2,L 3020,,,
51943421,False,Holzheimer Straße,secondary,50,,True,19.122999999999998,"LINESTRING (8.0624149 50.3833186, 8.0623764 50.3832739, 8.0623466 50.3832138, 8.0623354 50.3831563)",2,L 3020,,,
"[23462384, 542306128]",False,Im Schlenkert,residential,50,,False,105.365,"LINESTRING (8.0637796 50.3843719, 8.0639461 50.3843382, 8.0643145 50.3842639, 8.0644889 50.3842378, 8.0646147 50.3842254, 8.0646658 50.3842203, 8.0647162 50.3842178, 8.0647406 50.3842166, 8.0648096 50.3842132, 8.0648444 50.3842115, 8.0649091 50.3842114, 8.0650235 50.3842113, 8.0652315 50.3842215)",2,,,,
"[542306129, 367312375, 42257087]",False,Eisenbahnstraße,secondary,50,,False,146.534,"LINESTRING (8.0637796 50.3843719, 8.0639019 50.3845283, 8.0639394 50.384568, 8.063985 50.3846046, 8.0640306 50.3846366, 8.0640971 50.3846737, 8.0641728 50.3847094, 8.0645617 50.3848668, 8.0653809 50.3851551)","['2', '3']",L 3020,,,
291944602,False,Eisenbahnstraße,secondary,50,,True,42.73,"LINESTRING (8.0637796 50.3843719, 8.0637091 50.384282, 8.0636712 50.3842337, 8.0635799 50.3841335, 8.0634707 50.3840434)",4,L 3020,,,
"[27504222, 27504221, 23605374]",False,Wallstraße,residential,,,True,98.04599999999999,"LINESTRING (8.0653809 50.3851551, 8.065409 50.3850905, 8.0655033 50.384874, 8.0655863 50.3846834, 8.0656095 50.3846302, 8.0657509 50.3843055)",2,,yes,,
51930855,False,Eisenbahnstraße,secondary,50,,False,114.693,"LINESTRING (8.0653809 50.3851551, 8.0663775 50.3854997, 8.0665813 50.3855668, 8.0668148 50.3856315)",2,L 3020,,,
"[42257087, 542306129, 367312375]",False,Eisenbahnstraße,secondary,50,,True,146.53400000000002,"LINESTRING (8.0653809 50.3851551, 8.0645617 50.3848668, 8.0641728 50.3847094, 8.0640971 50.3846737, 8.0640306 50.3846366, 8.063985 50.3846046, 8.0639394 50.384568, 8.0639019 50.3845283, 8.0637796 50.3843719)","['2', '3']",L 3020,,,
51930855,False,Eisenbahnstraße,secondary,50,,True,114.693,"LINESTRING (8.0668148 50.3856315, 8.0665813 50.3855668, 8.0663775 50.3854997, 8.0653809 50.3851551)",2,L 3020,,,
518588609,False,Eisenbahnstraße,secondary,50,,False,50.525999999999996,"LINESTRING (8.0668148 50.3856315, 8.0670028 50.3856776, 8.0670937 50.3856995, 8.0674846 50.3857865)",3,L 3020,,,
"[8090168, 555161042]",False,Frankfurter Straße,secondary,50,,True,58.11300000000001,"LINESTRING (8.0668148 50.3856315, 8.0668602 50.385564, 8.0668911 50.3855184, 8.0670019 50.3853552, 8.0671163 50.3851869, 8.0671401 50.3851518)","['2', '3']",,,,
"[8090872, 8032997, 369436262]",True,Schiedetunnel,primary,40,,False,508.94,"LINESTRING (8.0670247 50.3850095, 8.0665814 50.3849469, 8.0663281 50.3849094, 8.0660784 50.3848724, 8.0658531 50.3848433, 8.065615 50.3848164, 8.0653518 50.3848065, 8.0650565 50.3848074, 8.0647911 50.3848184, 8.0643323 50.3848535, 8.0639496 50.3849094, 8.0622165 50.3853049, 8.0615443 50.3854726, 8.0612481 50.3855516, 8.0610387 50.3856133, 8.0608508 50.3856801, 8.0606684 50.3857619, 8.0604779 50.3858637, 8.0603069 50.3859847)",2,B 8;B 417,,yes,
8090167,True,Frankfurter Straße,secondary,50,,False,18.383000000000003,"LINESTRING (8.0671401 50.3851518, 8.0671308 50.3851107, 8.0671078 50.3850722, 8.0670718 50.3850379, 8.0670247 50.3850095)",1,,,,
"[8090168, 555161042]",False,Frankfurter Straße,secondary,50,,False,58.113,"LINESTRING (8.0671401 50.3851518, 8.0671163 50.3851869, 8.0670019 50.3853552, 8.0668911 50.3855184, 8.0668602 50.385564, 8.0668148 50.3856315)","['2', '3']",,,,
"[23431000, 539013090, 625140851, 523749139]",False,"['Frankfurter Straße', 'Eschhöfer Weg']",tertiary,50,,False,177.029,"LINESTRING (8.0681297 50.3865454, 8.0680177 50.3865706, 8.0679057 50.3865858, 8.0677694 50.3865956, 8.0674249 50.3866048, 8.0671995 50.3866095, 8.0670863 50.3866118, 8.0668234 50.3866105, 8.0667566 50.3866061, 8.0666761 50.3865959, 8.0665807 50.3865736, 8.0663486 50.3865023, 8.0662926 50.3864951, 8.0662432 50.3865101, 8.0660289 50.3867288, 8.0659685 50.386787, 8.0659296 50.3868024)",2,K 470,,,
"[58415865, 625140850, 51998158]",False,Eisenbahnstraße,secondary,50,,True,132.244,"LINESTRING (8.0681297 50.3865454, 8.0681984 50.3865236, 8.0682619 50.3864961, 8.0683099 50.3864635, 8.0683515 50.3864229, 8.0683907 50.3863586, 8.0684082 50.3863242, 8.06842 50.3862792, 8.0684194 50.3862168, 8.0684023 50.3861544, 8.0683771 50.3861074, 8.0683266 50.38605, 8.0682573 50.3860019, 8.0681765 50.3859618, 8.0680732 50.3859259, 8.0679598 50.3858933, 8.0678338 50.3858633, 8.0676722 50.3858278, 8.0674846 50.3857865)","['2', '3']",L 3020,,,
58415936,False,Eschhöfer Weg,secondary,50,,True,90.073,"LINESTRING (8.0681297 50.3865454, 8.0682235 50.3866242, 8.0683169 50.3867107, 8.068541 50.386888, 8.0687446 50.3870383, 8.0689529 50.3871595)",2,L 3020,,,
51997645,False,Ste.-Foy-Straße,tertiary,50,,True,12.641,"LINESTRING (8.0597189 50.3890418, 8.0595462 50.3890701)",4,,,,
51998474,True,Schiede,primary,40,,False,153.703,"LINESTRING (8.0597189 50.3890418, 8.0598047 50.3891837, 8.059999 50.3895053, 8.0604982 50.3903317)",2,B 8;B 54,,,
"[535658364, 23117206]",False,Dr.-Wolff-Straße,tertiary,50,,True,80.065,"LINESTRING (8.0597189 50.3890418, 8.059943 50.3890251, 8.0600014 50.3890208, 8.0603233 50.3889968, 8.0604378 50.3889883, 8.0604773 50.3889853, 8.0606021 50.388976, 8.0608406 50.3889582)","['2', '3']",,,,
23456922,True,Konrad-Kurzbold-Straße,residential,50,,False,30.588,"LINESTRING (8.0611233 50.3902879, 8.0606922 50.3902993)",1,,,,
23456921,True,Frankenstraße,residential,30,,False,149.554,"LINESTRING (8.0611233 50.3902879, 8.061119 50.3899935, 8.0610749 50.3897976, 8.0610677 50.3897686, 8.0610067 50.3895252, 8.0608406 50.3889582)",,,,,
"[535658364, 23117206]",False,Dr.-Wolff-Straße,tertiary,50,,False,80.06500000000001,"LINESTRING (8.0608406 50.3889582, 8.0606021 50.388976, 8.0604773 50.3889853, 8.0604378 50.3889883, 8.0603233 50.3889968, 8.0600014 50.3890208, 8.059943 50.3890251, 8.0597189 50.3890418)","['2', '3']",,,,
23117206,False,Dr.-Wolff-Straße,tertiary,50,,True,86.793,"LINESTRING (8.0608406 50.3889582, 8.0610692 50.3889473, 8.0617802 50.3889178, 8.0618622 50.3889154, 8.061898 50.3889143, 8.0620624 50.3889095)",2,,,,
52034371,False,Seilerbahn,residential,30,5,False,63.947,"LINESTRING (8.0691528 50.3911864, 8.0684761 50.3913592, 8.0683136 50.3913972)",,,,,
23428273,False,Kleine Seilerbahn,residential,30,,False,74.486,"LINESTRING (8.0683136 50.3913972, 8.0678297 50.3908026)",,,,,
51939362,False,Seilerbahn,residential,30,5,False,66.075,"LINESTRING (8.0683136 50.3913972, 8.068197 50.3914263, 8.067445 50.3916127)",,,,,
52034371,False,Seilerbahn,residential,30,5,True,63.947,"LINESTRING (8.0683136 50.3913972, 8.0684761 50.3913592, 8.0691528 50.3911864)",,,,,
515920464,False,Am Rosenhang,residential,30,5,False,57.3,"LINESTRING (8.067445 50.3916127, 8.0678741 50.3920494)",,,,,
51939362,False,Seilerbahn,residential,30,5,True,66.075,"LINESTRING (8.067445 50.3916127, 8.068197 50.3914263, 8.0683136 50.3913972)",,,,,
23428273,False,Kleine Seilerbahn,residential,30,,True,74.486,"LINESTRING (8.0678297 50.3908026, 8.0683136 50.3913972)",,,,,
"[51939363, 550858195]",True,Schleusenweg,residential,30,,False,189.719,"LINESTRING (8.0678297 50.3908026, 8.0677416 50.3908284, 8.067423 50.3909369, 8.0666757 50.391148, 8.066129 50.3912446, 8.0658311 50.391339, 8.0654471 50.391464, 8.0654321 50.3914689, 8.0653853 50.3914843)",,,,,
"[23961618, 8032861]",False,"['Alte Lahnbrücke', 'Westerwaldstraße']",tertiary,30,,True,22.237000000000002,"LINESTRING (8.0653853 50.3914843, 8.065374 50.3914708, 8.0652272 50.3913116)",2,K 470,yes,,
61010158,False,Westerwaldstraße,tertiary,50,,False,63.215,"LINESTRING (8.0653853 50.3914843, 8.065457 50.3915802, 8.0655607 50.3917383, 8.0656327 50.3918482, 8.065648 50.3918773, 8.0657035 50.3919649, 8.0657375 50.3920062)",2,K 470,,,
"[396033579, 23456923]",False,Am Renngraben,residential,30,,False,116.928,"LINESTRING (8.0603674 50.3903478, 8.0602827 50.3903696, 8.0597482 50.390507, 8.0595983 50.3905439, 8.0588324 50.3907325)",,,,,
"[536115416, 536115415]",True,Schiede,primary,40,,False,153.553,"LINESTRING (8.0603674 50.3903478, 8.0600417 50.3898244, 8.0599805 50.389726, 8.0597629 50.3893882, 8.0596873 50.3892773, 8.0596491 50.3892211, 8.0595462 50.3890701)","['2', '3']",B 8;B 54,,,
23456931,False,Rohrweg,residential,,,True,39.814,"LINESTRING (8.0581148 50.3851393, 8.0583382 50.3854678)",,,,,
273993733,False,Diezer Straße,primary,,,False,17.762,"LINESTRING (8.0587028 50.3862187, 8.0585422 50.3860961)",3,B 54; B 417,,,
532221973,False,Diezer Straße,primary,,,True,11.694,"LINESTRING (8.0587028 50.3862187, 8.0587852 50.3863098)",3,B 54; B 417,,,
23456933,False,Rohrweg,residential,,,False,74.038,"LINESTRING (8.0574086 50.3851725, 8.0576253 50.38524, 8.0577971 50.3852936, 8.0579472 50.385349, 8.0582491 50.3854588, 8.0582944 50.3854668, 8.0583382 50.3854678)",,,,,
23456931,False,Rohrweg,residential,,,False,39.814,"LINESTRING (8.0583382 50.3854678, 8.0581148 50.3851393)",,,,,
23456931,False,Rohrweg,residential,,,True,72.995,"LINESTRING (8.0583382 50.3854678, 8.0585716 50.3859196, 8.0585786 50.3860053, 8.0585712 50.3860547, 8.0585422 50.3860961)",,,,,
23456933,False,Rohrweg,residential,,,True,74.038,"LINESTRING (8.0583382 50.3854678, 8.0582944 50.3854668, 8.0582491 50.3854588, 8.0579472 50.385349, 8.0577971 50.3852936, 8.0576253 50.38524, 8.0574086 50.3851725)",,,,,
"[58415858, 23462378]",False,Walderdorffstraße,residential,30,,False,146.701,"LINESTRING (8.0568441 50.3875613, 8.0569103 50.3876625, 8.0570875 50.3879321, 8.0571286 50.3879966, 8.0572518 50.388185, 8.0575904 50.3887037, 8.0576397 50.3887792)",,,,,
23564435,False,Johannes-Mechtel-Straße,residential,30,,False,63.431,"LINESTRING (8.0568441 50.3875613, 8.0575886 50.3873741, 8.0576764 50.387352)",,,,,
51999488,False,Walderdorffstraße,residential,30,,False,153.548,"LINESTRING (8.0580362 50.3894483, 8.0588324 50.3907325)",,,,,
51997644,False,Ste.-Foy-Straße,tertiary,50,,True,110.184,"LINESTRING (8.0580362 50.3894483, 8.0574687 50.3895904, 8.0565896 50.3898106)",2,,,,
58415858,False,Walderdorffstraße,residential,30,,True,79.536,"LINESTRING (8.0580362 50.3894483, 8.0579787 50.3893462, 8.0578505 50.3891305, 8.0576397 50.3887792)",,,,,
"[269160258, 535658371, 535658367]",False,Ste.-Foy-Straße,tertiary,50,,False,115.015,"LINESTRING (8.0580362 50.3894483, 8.0583311 50.3893744, 8.0587207 50.3892769, 8.0588081 50.389255, 8.0592974 50.3891324, 8.0593791 50.389112, 8.0595462 50.3890701)","['4', '2', '3']",,,,
8090159,False,Diezer Straße,primary,,,False,13.825,"LINESTRING (8.0593963 50.3866983, 8.059237 50.3866266)",4,B 417,,,
26214268,True,Schiede,primary,40,,False,184.43100000000004,"LINESTRING (8.0593963 50.3866983, 8.0593382 50.3867466, 8.0592978 50.3867852, 8.0592696 50.3868179, 8.0592318 50.3868632, 8.0591879 50.3869364, 8.0591478 50.3870223, 8.0591231 50.3871113, 8.0591078 50.387236, 8.0591103 50.3873826, 8.0591357 50.3876395, 8.0591389 50.3876714, 8.0592136 50.3880206, 8.0593113 50.3883047)",2,B 8;B 54,,,
666527796,False,Diezer Straße,residential,50,,True,94.829,"LINESTRING (8.0593963 50.3866983, 8.0595951 50.386787, 8.0596898 50.3868293, 8.060486 50.3871928)",3,,,,
360697424,False,Werner-Senger-Straße,residential,50,,True,41.671,"LINESTRING (8.060486 50.3871928, 8.0605157 50.3871614, 8.0608122 50.3868811)",2,,,,
536115413,False,Diezer Straße,residential,50,,True,95.758,"LINESTRING (8.060486 50.3871928, 8.0606334 50.3872611, 8.0612141 50.3875586, 8.0615369 50.3877334)",2,,,,
666527796,False,Diezer Straße,residential,50,,False,94.82900000000001,"LINESTRING (8.060486 50.3871928, 8.0596898 50.3868293, 8.0595951 50.386787, 8.0593963 50.3866983)",3,,,,
"[551478308, 23462382]",True,Graupfortstraße,residential,30,,False,139.476,"LINESTRING (8.0644103 50.3857656, 8.064593 50.3860804, 8.0648273 50.3864841, 8.0648491 50.3865216, 8.0650938 50.3869418)",2,,,,
27460600,False,Neumarkt,residential,,,False,42.206,"LINESTRING (8.0644103 50.3857656, 8.0639721 50.3858675, 8.0638509 50.3858954)",,,,,
"[23605374, 27504221, 27504222]",False,Wallstraße,residential,,,False,98.04599999999999,"LINESTRING (8.0657509 50.3843055, 8.0656095 50.3846302, 8.0655863 50.3846834, 8.0655033 50.384874, 8.065409 50.3850905, 8.0653809 50.3851551)",2,,yes,,
51930854,False,Im Schlenkert,residential,,,False,80.428,"LINESTRING (8.0657509 50.3843055, 8.0660973 50.3843655, 8.0668456 50.3844951)",,,,,
51997035,False,Im Schlenkert,residential,50,,True,37.992999999999995,"LINESTRING (8.0657509 50.3843055, 8.0654481 50.3842566, 8.0652315 50.3842215)",,,,,
51930854,False,Im Schlenkert,residential,,,False,62.916000000000004,"LINESTRING (8.0668456 50.3844951, 8.0675807 50.3846224, 8.0676987 50.3846499)",,,,,
51930854,False,Im Schlenkert,residential,,,True,80.428,"LINESTRING (8.0668456 50.3844951, 8.0660973 50.3843655, 8.0657509 50.3843055)",,,,,
51930854,False,Im Schlenkert,residential,,,True,62.916000000000004,"LINESTRING (8.0676987 50.3846499, 8.0675807 50.3846224, 8.0668456 50.3844951)",,,,,
"[232364312, 555161036]",True,Im Schlenkert,residential,50,,False,55.626000000000005,"LINESTRING (8.0676987 50.3846499, 8.0677772 50.3846732, 8.0678488 50.3847043, 8.067906 50.3847407, 8.067972 50.3847705, 8.0680449 50.3847928, 8.0681226 50.384807, 8.0682029 50.3848127, 8.06841 50.3848159)",1,,,,
23514889,True,Josef-Ludwig-Straße,residential,30,,False,94.137,"LINESTRING (8.0603914 50.3881236, 8.0606805 50.3880586, 8.0610651 50.3879768, 8.0611828 50.387942, 8.0612676 50.3879104, 8.061335 50.3878754, 8.0613981 50.387837, 8.0615369 50.3877334)",,,,,
23649647,True,Werner-Senger-Straße,residential,30,,False,107.20700000000001,"LINESTRING (8.0603914 50.3881236, 8.0602852 50.387906, 8.0602636 50.3877945, 8.0602648 50.3876856, 8.060283 50.3876066, 8.0603011 50.3875506, 8.0603553 50.3874118, 8.0604364 50.3872541, 8.060486 50.3871928)",,,,,
51999488,False,Walderdorffstraße,residential,30,,False,100.814,"LINESTRING (8.0588324 50.3907325, 8.0593621 50.3915739)",,,,,
51999488,False,Walderdorffstraße,residential,30,,True,153.548,"LINESTRING (8.0588324 50.3907325, 8.0580362 50.3894483)",,,,,
23456923,False,Am Renngraben,residential,30,,False,111.029,"LINESTRING (8.0588324 50.3907325, 8.0582676 50.3908716, 8.0581149 50.3909092, 8.0573714 50.3910922)",,,,,
"[396033579, 23456923]",False,Am Renngraben,residential,30,,True,116.928,"LINESTRING (8.0588324 50.3907325, 8.0595983 50.3905439, 8.0597482 50.390507, 8.0602827 50.3903696, 8.0603674 50.3903478)",,,,,
51997645,False,Ste.-Foy-Straße,tertiary,50,,False,12.641,"LINESTRING (8.0595462 50.3890701, 8.0597189 50.3890418)",4,,,,
51997646,True,Schiede,primary,40,,False,81.07900000000001,"LINESTRING (8.0595462 50.3890701, 8.0594871 50.3889631, 8.0593488 50.3887126, 8.0592107 50.3883737)",2,B 8;B 54,,,
"[269160258, 535658371, 535658367]",False,Ste.-Foy-Straße,tertiary,50,,True,115.015,"LINESTRING (8.0595462 50.3890701, 8.0593791 50.389112, 8.0592974 50.3891324, 8.0588081 50.389255, 8.0587207 50.3892769, 8.0583311 50.3893744, 8.0580362 50.3894483)","['4', '2', '3']",,,,
23463695,True,Josef-Ludwig-Straße,residential,30,,False,60.935,"LINESTRING (8.0576397 50.3887792, 8.0584361 50.3885731)",,,,,
58415858,False,Walderdorffstraße,residential,30,,False,79.536,"LINESTRING (8.0576397 50.3887792, 8.0578505 50.3891305, 8.0579787 50.3893462, 8.0580362 50.3894483)",,,,,
"[58415858, 23462378]",False,Walderdorffstraße,residential,30,,True,146.701,"LINESTRING (8.0576397 50.3887792, 8.0575904 50.3887037, 8.0572518 50.388185, 8.0571286 50.3879966, 8.0570875 50.3879321, 8.0569103 50.3876625, 8.0568441 50.3875613)",,,,,
8090171,False,Holzheimer Straße,secondary,50,,True,110.05199999999999,"LINESTRING (8.0634707 50.3840434, 8.0632417 50.3838908, 8.0624655 50.3833639, 8.0624149 50.3833186)",2,L 3020,,,
