osmid,highway,oneway,reversed,length,geometry,ref,name,maxspeed
195963360,residential,False,False,188.083,"LINESTRING (6.8133885 48.6338396, 6.8134411 48.633864, 6.8138178 48.6340387, 6.8138178 48.6341206, 6.8137559 48.6342907, 6.8143001 48.6347968, 6.8145009 48.634889, 6.8149135 48.6350269)",,,
369436082,secondary,False,False,188.625,"LINESTRING (6.8133885 48.6338396, 6.8128169 48.6343155, 6.812418 48.6344867, 6.8113531 48.6348099)",D 7,Grande Rue,
369436085,tertiary,False,True,68.327,"LINESTRING (6.8133885 48.6338396, 6.8133464 48.633824, 6.8125773 48.6335393)",D 7B,Rue d'Amenoncourt,
385714521,secondary,False,True,337.3900000000001,"LINESTRING (6.8133885 48.6338396, 6.8135861 48.6336806, 6.8137047 48.6335831, 6.8138099 48.6335045, 6.8139471 48.6334151, 6.8140865 48.6333426, 6.8142034 48.6332813, 6.8143545 48.6332184, 6.8144712 48.6331754, 6.8146375 48.6331248, 6.8148606 48.6330687, 6.8155347 48.6329095, 6.8161917 48.6327478, 6.816902 48.6325463, 6.8171447 48.6324777, 6.81729 48.6324311, 6.8173465 48.6324125)",D 7,Grande Rue,
369436085,tertiary,False,True,22.854,"LINESTRING (6.8099879 48.6326284, 6.8096779 48.632612)",D 7B,Rue d'Amenoncourt,
125960853,residential,False,False,263.17199999999997,"LINESTRING (6.8099879 48.6326284, 6.8099168 48.6324708, 6.8098959 48.6323944, 6.8098874 48.6323379, 6.8098907 48.6322913, 6.8099313 48.6320443, 6.809926 48.6319105, 6.8098283 48.6316499, 6.8096458 48.6313915, 6.8093688 48.6311761, 6.8089418 48.6309327, 6.8085573 48.6305859)",,,
369436085,tertiary,False,False,216.904,"LINESTRING (6.8099879 48.6326284, 6.8101226 48.6326419, 6.8102022 48.6326563, 6.8103327 48.6326903, 6.8110791 48.6329233, 6.8111833 48.6329598, 6.8112586 48.6329919, 6.8113344 48.6330273, 6.8116589 48.633186, 6.8117662 48.6332325, 6.8118674 48.6332751, 6.8119821 48.6333161, 6.8125773 48.6335393)",D 7B,Rue d'Amenoncourt,
369436082,secondary,False,False,157.47,"LINESTRING (6.8113531 48.6348099, 6.8096585 48.6352949, 6.8094064 48.6353977)",D 7,Grande Rue,
369436082,secondary,False,True,188.625,"LINESTRING (6.8113531 48.6348099, 6.812418 48.6344867, 6.8128169 48.6343155, 6.8133885 48.6338396)",D 7,Grande Rue,
125960853,residential,False,True,263.172,"LINESTRING (6.8085573 48.6305859, 6.8089418 48.6309327, 6.8093688 48.6311761, 6.8096458 48.6313915, 6.8098283 48.6316499, 6.809926 48.6319105, 6.8099313 48.6320443, 6.8098907 48.6322913, 6.8098874 48.6323379, 6.8098959 48.6323944, 6.8099168 48.6324708, 6.8099879 48.6326284)",,,
"[385714521, 359659145]",secondary,False,False,94.048,"LINESTRING (6.81814 48.6317859, 6.8180893 48.6318798, 6.8180447 48.6319538, 6.81798 48.6320419, 6.8179094 48.6321205, 6.8178218 48.6321907, 6.8177183 48.6322543, 6.8176018 48.6323129, 6.8175098 48.6323505, 6.8173465 48.6324125)",D 7,Grande Rue,
385714521,secondary,False,False,337.39000000000004,"LINESTRING (6.8173465 48.6324125, 6.81729 48.6324311, 6.8171447 48.6324777, 6.816902 48.6325463, 6.8161917 48.6327478, 6.8155347 48.6329095, 6.8148606 48.6330687, 6.8146375 48.6331248, 6.8144712 48.6331754, 6.8143545 48.6332184, 6.8142034 48.6332813, 6.8140865 48.6333426, 6.8139471 48.6334151, 6.8138099 48.6335045, 6.8137047 48.6335831, 6.8135861 48.6336806, 6.8133885 48.6338396)",D 7,Grande Rue,
"[385714521, 359659145]",secondary,False,True,94.048,"LINESTRING (6.8173465 48.6324125, 6.8175098 48.6323505, 6.8176018 48.6323129, 6.8177183 48.6322543, 6.8178218 48.6321907, 6.8179094 48.6321205, 6.81798 48.6320419, 6.8180447 48.6319538, 6.8180893 48.6318798, 6.81814 48.6317859)",D 7,Grande Rue,
369436085,tertiary,False,False,22.854,"LINESTRING (6.8096779 48.632612, 6.8099879 48.6326284)",D 7B,Rue d'Amenoncourt,
125960854,residential,False,True,350.21700000000004,"LINESTRING (6.8096779 48.632612, 6.809674 48.6326363, 6.8096645 48.6326789, 6.8096446 48.6327159, 6.80962 48.6327503, 6.8091064 48.6333582, 6.8090126 48.6335649, 6.8089343 48.6338975, 6.8089239 48.6342024, 6.8089502 48.6347707, 6.8089128 48.6354395, 6.8089284 48.635567, 6.8090176 48.6356288)",,Rue de Biecque,
125960852,residential,True,False,317.26599999999996,"LINESTRING (6.8125773 48.6335393, 6.812444 48.6336589, 6.8106952 48.6345587, 6.8099685 48.6349054, 6.8095285 48.6351811, 6.8094003 48.6352843, 6.8094064 48.6353977)",,Vieille Route,40
369436085,tertiary,False,False,68.327,"LINESTRING (6.8125773 48.6335393, 6.8133464 48.633824, 6.8133885 48.6338396)",D 7B,Rue d'Amenoncourt,
369436085,tertiary,False,True,216.904,"LINESTRING (6.8125773 48.6335393, 6.8119821 48.6333161, 6.8118674 48.6332751, 6.8117662 48.6332325, 6.8116589 48.633186, 6.8113344 48.6330273, 6.8112586 48.6329919, 6.8111833 48.6329598, 6.8110791 48.6329233, 6.8103327 48.6326903, 6.8102022 48.6326563, 6.8101226 48.6326419, 6.8099879 48.6326284)",D 7B,Rue d'Amenoncourt,
