osmid,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,width,access,ref,tunnel,bridge,junction
10103042,August-Bebel-Straße,secondary,50,False,True,6.713,,"LINESTRING (12.1412247 54.085687, 12.141123 54.0856777)",7.0,,,,,
"[718881568, 719008866, 1128263110, 1128264047, 431251472, 431251474, 718995701, 679123865, 30780890, 117348028]",Ernst-Barlach-Straße,secondary,50,True,False,167.34100000000004,2,"LINESTRING (12.1412247 54.085687, 12.1415321 54.0857174, 12.1421415 54.0858016, 12.142448 54.085845, 12.1427487 54.0858877, 12.1430264 54.0859427, 12.1431662 54.0859707, 12.1432972 54.0860071, 12.143391 54.0860394, 12.1434396 54.0860542, 12.1434646 54.0860621, 12.1435357 54.086101, 12.1435706 54.0861335, 12.1435946 54.0861675)",,,,,,
1077451453,,tertiary,50,True,False,7.67,,"LINESTRING (12.1412247 54.085687, 12.1411424 54.0857129, 12.1411209 54.0857194)",,,,,,
"[1239838810, 8028532]",Rungestraße,residential,20,False,False,16.901,,"LINESTRING (12.1368031 54.0873266, 12.1367635 54.0873769, 12.1367615 54.0873794, 12.1367176 54.0874352, 12.1366945 54.0874646)",,,,,,
"[1225717770, 8028532]",Rungestraße,residential,20,False,True,102.93,,"LINESTRING (12.1368031 54.0873266, 12.1369417 54.087154, 12.1369823 54.0871018, 12.1370925 54.0869599, 12.1371189 54.0869218, 12.1371422 54.0868758, 12.1371698 54.0867981, 12.1371841 54.0867246, 12.1372001 54.0864821, 12.1372031 54.0864457)",,,,,,
18719752,Altbettelmönchstraße,residential,20,True,False,82.32000000000001,,"LINESTRING (12.1368031 54.0873266, 12.1356907 54.0870581, 12.1356359 54.0870449)",4.8,,,,,
"[19937123, 583701037, 1155218961, 887911993, 887911994]","['Rostocker Heide', 'Buchbinderstraße']",residential,20,False,True,182.554,,"LINESTRING (12.1366945 54.0874646, 12.1379802 54.0878549, 12.138059 54.0878748, 12.1380965 54.0878306, 12.1385025 54.0873384, 12.1385434 54.0872886, 12.1385709 54.0872526, 12.1385939 54.087203)",,no,,,,
1239838810,Rungestraße,residential,20,False,False,31.938000000000002,,"LINESTRING (12.1366945 54.0874646, 12.1366033 54.0875793, 12.1365541 54.087644, 12.1364876 54.0877249)",,,,,,
"[1239838810, 8028532]",Rungestraße,residential,20,False,True,16.901,,"LINESTRING (12.1366945 54.0874646, 12.1367176 54.0874352, 12.1367615 54.0873794, 12.1367635 54.0873769, 12.1368031 54.0873266)",,,,,,
"[22236097, 4068775]",Grubenstraße,residential,30,False,False,16.641,2,"LINESTRING (12.1442042 54.0870608, 12.1442341 54.0870648, 12.1442882 54.0870777, 12.1443237 54.0870963, 12.1443995 54.0871497)",,,,,,
"[373579975, 388098056, 388098059, 388098062, 388098065, 117108695, 117108698]",Bahnhofstraße,residential,30,False,True,246.10900000000004,,"LINESTRING (12.1442042 54.0870608, 12.1442229 54.0869813, 12.1444322 54.086537, 12.1445212 54.0862419, 12.1445145 54.0861807, 12.1444841 54.0861206, 12.1444163 54.0860225, 12.1443672 54.0859457, 12.1443474 54.0859018, 12.1443514 54.0858026, 12.1444042 54.0855568, 12.1444321 54.0854142, 12.144503 54.0850814, 12.1445068 54.0849778, 12.1444928 54.0849144, 12.1444838 54.0848934)",,,,,,
"[125173654, 919152023]",Große Wasserstraße,residential,30,False,True,39.421,,"LINESTRING (12.1442042 54.0870608, 12.1441008 54.0870878, 12.1440102 54.0871258, 12.1439002 54.0871719, 12.1437011 54.0872553)",,,,,,
"[657902264, 657902262]",Bleicherstraße,residential,30,False,False,70.893,,"LINESTRING (12.146211 54.0843108, 12.14616 54.0845407, 12.1461236 54.0846775, 12.1460577 54.0848711, 12.1460298 54.084939)",,,,,,
314729061,Am Wendländer Schilde,residential,30,True,False,7.676,,"LINESTRING (12.1447657 54.087492, 12.1446615 54.0874599)",,,,,,
22254894,Wollenweberstraße,residential,30,True,False,126.995,1,"LINESTRING (12.1447657 54.087492, 12.1447463 54.0875233, 12.1445801 54.0878815, 12.1445697 54.0879367, 12.1445748 54.0879797, 12.1445936 54.0880077, 12.1446192 54.088035, 12.1452282 54.088489)",,,,,,
22236124,Am Bagehl,residential,30,False,False,60.449,2,"LINESTRING (12.1463468 54.0874126, 12.1463638 54.0873697, 12.1463841 54.0870471, 12.1463853 54.0870288, 12.1463974 54.0868705)",,,,,,
"[22236130, 22236127]",Am Schwibbogen,residential,30,False,False,56.55800000000001,1,"LINESTRING (12.1463468 54.0874126, 12.1464111 54.0874194, 12.1465217 54.0874311, 12.146694 54.087456, 12.1467937 54.0874815, 12.1468612 54.0875065, 12.1469196 54.0875408, 12.1469629 54.0875724, 12.1470087 54.0876204, 12.1470283 54.0876646)",,,,,,
22415553,Am Wendländer Schilde,residential,30,True,False,55.561,1,"LINESTRING (12.1463468 54.0874126, 12.1462518 54.0874975, 12.1458496 54.0878182)",,,,,,
22236124,Am Bagehl,residential,30,False,True,60.449000000000005,2,"LINESTRING (12.1463974 54.0868705, 12.1463853 54.0870288, 12.1463841 54.0870471, 12.1463638 54.0873697, 12.1463468 54.0874126)",,,,,,
22254903,Am Wendländer Schilde,residential,30,True,False,46.201,,"LINESTRING (12.146198 54.088177, 12.1461323 54.0880765, 12.1460424 54.0879774, 12.1459582 54.0879019, 12.1459141 54.0878624, 12.1458496 54.0878182)",,,,,,
22243230,Lohgerberstraße,residential,30,True,False,81.955,1,"LINESTRING (12.1474562 54.0892036, 12.147467 54.088698, 12.1474702 54.0885508, 12.1474584 54.0884669)",,,,,,
"[661025129, 22243226]",Kleine Goldstraße,residential,30,False,True,65.37299999999999,1,"LINESTRING (12.1474562 54.0892036, 12.1474076 54.089211, 12.1473595 54.0892159, 12.1472434 54.0892278, 12.1470318 54.0892601, 12.1464832 54.0893437)",,,,,,
305186157,Altschmiedestraße,residential,30,True,False,10.308,,"LINESTRING (12.1463273 54.0885485, 12.1463093 54.0884564)",,,,,,
33437266,Große Goldstraße,residential,30,False,True,74.35399999999998,,"LINESTRING (12.1463273 54.0885485, 12.1464112 54.0885402, 12.1466432 54.0885195, 12.1469102 54.0884986, 12.1473433 54.0884729, 12.1474043 54.0884685, 12.1474584 54.0884669)",,,,,,
"[661025129, 22243226]",Kleine Goldstraße,residential,30,False,False,65.37299999999999,1,"LINESTRING (12.1464832 54.0893437, 12.1470318 54.0892601, 12.1472434 54.0892278, 12.1473595 54.0892159, 12.1474076 54.089211, 12.1474562 54.0892036)",,,,,,
305186157,Altschmiedestraße,residential,30,True,False,22.64,,"LINESTRING (12.1464832 54.0893437, 12.1464388 54.0892583, 12.1464052 54.0891758, 12.1463936 54.0891471)",,,,,,
1158915993,Alter Markt,residential,30,True,False,3.653,,"LINESTRING (12.1474664 54.0892359, 12.1474562 54.0892036)",,,,,,
22243242,Gärtnerstraße,residential,30,True,False,108.15199999999999,1,"LINESTRING (12.1472252 54.0916914, 12.1470329 54.0917106, 12.146556 54.0917615, 12.1462853 54.0917807, 12.145988 54.0917942, 12.1456343 54.0918059, 12.1455809 54.0918077)",,,,,,
33504820,Wendenstraße,residential,30,False,False,17.723,1,"LINESTRING (12.1472252 54.0916914, 12.1472357 54.0917738, 12.1472643 54.0918487)",,,,,,
22243247,Faule Straße,residential,30,False,True,55.027,,"LINESTRING (12.1455809 54.0918077, 12.1456137 54.0921785, 12.1456214 54.0922324, 12.1456321 54.0923016)",,,,,,
34695106,Faule Straße,residential,30,True,False,73.11900000000001,,"LINESTRING (12.1455809 54.0918077, 12.1455526 54.0916589, 12.1455164 54.0914844, 12.1454422 54.0911815, 12.145436 54.0911557)",,,,,,
22243247,Faule Straße,residential,30,False,False,55.027,,"LINESTRING (12.1456321 54.0923016, 12.1456214 54.0922324, 12.1456137 54.0921785, 12.1455809 54.0918077)",,,,,,
"[430803846, 287788455]",Am Strande,primary,50,False,True,104.027,5,"LINESTRING (12.1456321 54.0923016, 12.1458544 54.0922846, 12.1461067 54.0922604, 12.1463227 54.0922302, 12.1466536 54.092165, 12.1469303 54.0920977, 12.1469437 54.0920935, 12.1471495 54.092034)",,,L 22,,,
"[312452553, 430803849]",Am Strande,primary,50,False,False,177.805,5,"LINESTRING (12.1456321 54.0923016, 12.1453754 54.0923144, 12.1450682 54.0923318, 12.1447887 54.092342, 12.144511 54.0923455, 12.1441811 54.0923464, 12.1440849 54.0923463, 12.143419 54.0923517, 12.1433585 54.0923524, 12.1429087 54.0923562)",,,L 22,,,
"[1103427752, 22245174]",Beim St.-Katharinenstift,residential,30,False,False,61.066,1,"LINESTRING (12.145436 54.0911557, 12.1453173 54.0911578, 12.1449893 54.0911466, 12.1445114 54.0910857)",,,,,,
22254896,Amberg,residential,30,True,False,58.55799999999999,1,"LINESTRING (12.145436 54.0911557, 12.1456473 54.0911413, 12.1457789 54.091125, 12.1459161 54.0911053, 12.1460436 54.0910793, 12.1461817 54.0910455, 12.1462351 54.0910296, 12.146293 54.0910124)",,,,,,
22245172,Pferdestraße,residential,30,True,False,80.77600000000001,1,"LINESTRING (12.1452559 54.0904371, 12.1453369 54.0908039, 12.1454045 54.0910453, 12.1454287 54.0911301, 12.145436 54.0911557)",,,,,,
362466281,Hartestraße,residential,30,True,False,35.867,,"LINESTRING (12.1452559 54.0904371, 12.1457489 54.0903571, 12.1457861 54.0903514)",,,,,,
22245183,Ellernhorst,residential,30,False,False,20.765,1,"LINESTRING (12.1445114 54.0910857, 12.1445014 54.0910562, 12.1443871 54.0909146)",2.5,no,,,,
"[1101783017, 22245178, 531987939, 531987938]",Beim Waisenhaus,residential,"['50', '30']",False,False,98.27700000000002,1,"LINESTRING (12.1445114 54.0910857, 12.1443596 54.0910913, 12.1441835 54.0911186, 12.1437327 54.091233, 12.1435934 54.0912649, 12.1434679 54.0912807, 12.1434199 54.0912844, 12.1432943 54.091294, 12.1432055 54.0912985, 12.1431589 54.0913009, 12.1430664 54.091304)",5.4,,,,,
"[1103427752, 22245174]",Beim St.-Katharinenstift,residential,30,False,True,61.065999999999995,1,"LINESTRING (12.1445114 54.0910857, 12.1449893 54.0911466, 12.1453173 54.0911578, 12.145436 54.0911557)",,,,,,
23225558,Grubenstraße,tertiary,30,False,False,6.546,,"LINESTRING (12.1430664 54.091304, 12.1429661 54.0913062)",,,,,,
"[4500272, 430803850, 265512716, 312452558]",Grubenstraße,tertiary,30,True,False,111.513,"['3', '1']","LINESTRING (12.1430664 54.091304, 12.1430488 54.0913926, 12.1429875 54.0916454, 12.1429768 54.0916897, 12.1429463 54.091882, 12.1429355 54.0921573, 12.1429331 54.0921864, 12.1429077 54.0922367, 12.1428528 54.0922914)",,,,,,
"[1101783017, 531987938, 531987939, 22245178]",Beim Waisenhaus,residential,"['50', '30']",False,True,98.277,1,"LINESTRING (12.1430664 54.091304, 12.1431589 54.0913009, 12.1432055 54.0912985, 12.1432943 54.091294, 12.1434199 54.0912844, 12.1434679 54.0912807, 12.1435934 54.0912649, 12.1437327 54.091233, 12.1441835 54.0911186, 12.1443596 54.0910913, 12.1445114 54.0910857)",5.4,,,,,
22245183,Ellernhorst,residential,30,False,True,20.765,1,"LINESTRING (12.1443871 54.0909146, 12.1445014 54.0910562, 12.1445114 54.0910857)",2.5,no,,,,
362466281,Hartestraße,residential,30,True,False,19.566,,"LINESTRING (12.1449703 54.090491, 12.1452559 54.0904371)",,,,,,
22254883,Seidenstraße,residential,30,True,False,84.324,,"LINESTRING (12.1446482 54.0897566, 12.1446623 54.0897954, 12.1449703 54.090491)",,,,,,
157236016,Fischbank,residential,30,True,False,77.89200000000001,,"LINESTRING (12.1446482 54.0897566, 12.1445758 54.0897635, 12.1443571 54.0897854, 12.1443435 54.0897868, 12.1441818 54.0897979, 12.1439209 54.0898121, 12.1437284 54.0898202, 12.1435135 54.0898262, 12.1434612 54.0898252)",7.8,,,,,
157236003,Fischbank,residential,30,False,True,7.102,,"LINESTRING (12.1433523 54.0898254, 12.1434612 54.0898252)",,,,,,
"[502170072, 502162458, 502170087]",Grubenstraße,residential,30,True,False,86.242,1,"LINESTRING (12.1433523 54.0898254, 12.143373 54.089753, 12.1433821 54.0897212, 12.1434624 54.0894422, 12.143541 54.089166, 12.1435554 54.0891156, 12.1435712 54.0890605)",3,,,,,
"[157236007, 933866734, 933866735]",Fischbank,residential,30,True,False,88.96300000000001,,"LINESTRING (12.1433523 54.0898254, 12.1432815 54.0898213, 12.1431585 54.0898099, 12.1429654 54.0897892, 12.1427193 54.0897572, 12.1424832 54.089718, 12.1422728 54.08967, 12.1421732 54.0896406, 12.142092 54.0896166, 12.1420505 54.0896043)","['6', '4.9']",,,,,
157236016,Fischbank,residential,30,True,False,59.5,,"LINESTRING (12.145546 54.0896615, 12.1454981 54.0896662, 12.1450335 54.0897162, 12.1446482 54.0897566)",7.8,,,,,
1103427756,Wollenweberstraße,residential,30,True,False,78.297,,"LINESTRING (12.145546 54.0896615, 12.1455585 54.089698, 12.1456711 54.0900274, 12.1457861 54.0903514)",,,,,,
"[22254896, 1243496215]",Amberg,residential,30,True,False,58.284000000000006,1,"LINESTRING (12.146293 54.0910124, 12.1465773 54.0909275, 12.1467477 54.0908779, 12.146922 54.0908394, 12.147118 54.0908222)",,,,,,
22254902,Brauergasse,residential,30,False,True,70.602,,"LINESTRING (12.1452282 54.088489, 12.1459694 54.0884662, 12.1463093 54.0884564)",,,,,,
525827459,Wollenweberstraße,residential,30,True,False,84.945,,"LINESTRING (12.1452282 54.088489, 12.1452687 54.088575, 12.1453005 54.0887036, 12.1454257 54.0892234, 12.1454259 54.0892432)",,,,,,
"[33504821, 436448671]",Alter Markt,residential,30,True,False,34.107,1,"LINESTRING (12.147118 54.0908222, 12.1471072 54.0907722, 12.1470772 54.0906738, 12.1470272 54.0905202)",,,,,,
"[740023465, 305186157, 22254899, 436448668, 436448669, 436448670]","['Altschmiedestraße', 'Alter Markt']",residential,30,True,False,135.98899999999998,1,"LINESTRING (12.1470272 54.0905202, 12.1470055 54.0904428, 12.1469783 54.0903595, 12.1469647 54.0903176, 12.1468436 54.0899616, 12.1468237 54.0899095, 12.1467972 54.0898508, 12.1467838 54.0898211, 12.1467277 54.089717, 12.1465192 54.0894099, 12.1464832 54.0893437)",,,,,,
22254901,Am Bliesathsberg,residential,30,False,False,64.011,1,"LINESTRING (12.1463936 54.0891471, 12.1463267 54.0891543, 12.1454259 54.0892432)",,,,,,
305186157,Altschmiedestraße,residential,30,True,False,66.776,,"LINESTRING (12.1463936 54.0891471, 12.1463902 54.0891039, 12.146353 54.0886303, 12.1463273 54.0885485)",,,,,,
22254902,Brauergasse,residential,30,False,False,70.602,,"LINESTRING (12.1463093 54.0884564, 12.1459694 54.0884662, 12.1452282 54.088489)",,,,,,
"[740023464, 22254903]",Am Wendländer Schilde,residential,30,True,False,31.944,,"LINESTRING (12.1463093 54.0884564, 12.1462812 54.0883604, 12.1462173 54.0882107, 12.146198 54.088177)",,,,,,
243495207,Am Wendländer Schilde,residential,30,True,False,58.897999999999996,,"LINESTRING (12.1458496 54.0878182, 12.1457541 54.0877709, 12.1457173 54.0877572, 12.1456386 54.0877278, 12.1455247 54.087691, 12.1454327 54.0876653, 12.1450606 54.0875654)",,,,,,
22415525,Grubenstraße,residential,30,False,True,6.215,,"LINESTRING (12.1435712 54.0890605, 12.1436624 54.0890767)",,,,,,
"[160370001, 502162458]",Grubenstraße,residential,30,True,False,134.521,1,"LINESTRING (12.1435712 54.0890605, 12.1435802 54.0890251, 12.1435882 54.0889955, 12.1436012 54.0889477, 12.1437123 54.0885427, 12.1438296 54.0881051, 12.1438459 54.088051, 12.1438629 54.0880223, 12.1439033 54.087976, 12.1439967 54.0878863)",,,,,,
22415525,Grubenstraße,residential,30,False,False,6.215,,"LINESTRING (12.1436624 54.0890767, 12.1435712 54.0890605)",,,,,,
"[22254912, 1103427757]",Molkenstraße,residential,30,True,False,117.556,1,"LINESTRING (12.1436624 54.0890767, 12.1437388 54.0890888, 12.1440248 54.089133, 12.1442423 54.0891685, 12.1444417 54.0892, 12.1447004 54.0892408, 12.1447996 54.0892503, 12.144934 54.0892534, 12.1450142 54.089255, 12.1453594 54.0892449, 12.1454259 54.0892432)",,,,,,
"[502170082, 502170076, 502162455]",Grubenstraße,residential,30,True,False,84.25699999999999,1,"LINESTRING (12.1436624 54.0890767, 12.1436489 54.0891269, 12.1436358 54.0891756, 12.1435933 54.089329, 12.143561 54.0894515, 12.1434868 54.0897289, 12.143478 54.0897619, 12.1434612 54.0898252)",3.2,,,,,
157236003,Fischbank,residential,30,False,False,7.102,,"LINESTRING (12.1434612 54.0898252, 12.1433523 54.0898254)",,,,,,
"[502171848, 502170076, 69078639]",Grubenstraße,residential,"['50', '30']",True,False,109.07099999999998,1,"LINESTRING (12.1434612 54.0898252, 12.1434401 54.0899017, 12.1434305 54.0899364, 12.1433293 54.0903046, 12.1432232 54.0906861, 12.143219 54.0907015, 12.1432133 54.090719, 12.1431892 54.090793)",2.9,,,,,
22254908,Grubenstraße,residential,30,True,False,13.04,,"LINESTRING (12.1430657 54.090939, 12.1430816 54.0908221)",,,,,,
"[1171257746, 324816958]",Krämerstraße,tertiary,30,True,False,46.111000000000004,1,"LINESTRING (12.1430657 54.090939, 12.1430583 54.0909161, 12.1430442 54.0908945, 12.1430298 54.090876, 12.143006 54.0908585, 12.1429383 54.0908279, 12.1428528 54.0907938, 12.1427972 54.0907702, 12.1425777 54.0906524)",,,,,,
"[933866736, 22256897, 531987940, 531987941]",Kleine Wasserstraße,residential,"['50', '30']",True,False,76.649,,"LINESTRING (12.1420505 54.0896043, 12.142018 54.0896464, 12.1419811 54.0896846, 12.1415163 54.0900817, 12.1414959 54.0900991, 12.1414007 54.0901777)",6.1,,,,,
"[22256898, 933866739, 933866740]",Kleine Wasserstraße,residential,30,True,False,87.961,,"LINESTRING (12.1420505 54.0896043, 12.14209 54.0895556, 12.1421141 54.089526, 12.1421711 54.0894559, 12.1423177 54.0892636, 12.1423855 54.0891699, 12.1424404 54.0890936, 12.1425509 54.0889282, 12.1425623 54.0889107, 12.1425837 54.088878)",6.1,,,,,
"[190734266, 190734267, 22256903]",Hinter dem Rathaus,residential,30,False,False,59.910000000000004,2,"LINESTRING (12.1415726 54.0887312, 12.1416353 54.0886288, 12.1416501 54.0885996, 12.1416891 54.0885377, 12.1417477 54.088439, 12.1418638 54.088249, 12.1418749 54.0882226)",,,,building_passage,,
297761539,An der Hege,residential,30,False,False,31.666999999999998,2,"LINESTRING (12.1415726 54.0887312, 12.1415222 54.0888133, 12.1414421 54.0889436, 12.1414079 54.0889991)",,,,,,
"[4500274, 442262211, 442262207]",Große Wasserstraße,residential,30,False,False,79.40499999999999,,"LINESTRING (12.1418749 54.0882226, 12.1420528 54.0882025, 12.1423364 54.0881656, 12.1424328 54.0881472, 12.1424523 54.0881435, 12.1425641 54.0881161, 12.1428392 54.0880385, 12.1428785 54.0880274, 12.1429361 54.0880112, 12.1430153 54.0879861)",,,,,,
"[526464712, 1103428594, 4500274]",Große Wasserstraße,residential,"['50', '30']",False,True,81.579,,"LINESTRING (12.1418749 54.0882226, 12.1414704 54.0882437, 12.1411706 54.0882473, 12.1409327 54.0882499, 12.1407603 54.0882455, 12.1407181 54.088239, 12.1406728 54.0882332, 12.1406332 54.0882215)",,,,,,
"[190734266, 190734267, 22256903]",Hinter dem Rathaus,residential,30,False,True,59.910000000000004,2,"LINESTRING (12.1418749 54.0882226, 12.1418638 54.088249, 12.1417477 54.088439, 12.1416891 54.0885377, 12.1416501 54.0885996, 12.1416353 54.0886288, 12.1415726 54.0887312)",,,,building_passage,,
635210860,Pümperstraße,residential,30,False,True,39.134,,"LINESTRING (12.1418749 54.0882226, 12.1418885 54.0881902, 12.1419765 54.0879811, 12.1420186 54.0878809)",,,,,,
22415527,Beginenberg,residential,30,True,False,19.192,1,"LINESTRING (12.1426039 54.0872184, 12.1423216 54.0871697)",,,,,,
22415529,Glockengießerhof,living_street,,False,False,53.529,,"LINESTRING (12.1426039 54.0872184, 12.1428082 54.0869782, 12.1428525 54.0869413, 12.142887 54.0869206, 12.1429321 54.0869071, 12.1429811 54.0869044, 12.1431154 54.0869201)",,,,,,
22415529,Glockengießerhof,living_street,,False,True,53.528999999999996,,"LINESTRING (12.1431154 54.0869201, 12.1429811 54.0869044, 12.1429321 54.0869071, 12.142887 54.0869206, 12.1428525 54.0869413, 12.1428082 54.0869782, 12.1426039 54.0872184)",,,,,,
4068775,Grubenstraße,residential,30,False,False,24.792,,"LINESTRING (12.1443995 54.0871497, 12.1444091 54.087186, 12.1443953 54.0872197, 12.1442927 54.0873588)",,,,,,
"[22236097, 4068775]",Grubenstraße,residential,30,False,True,16.641000000000002,2,"LINESTRING (12.1443995 54.0871497, 12.1443237 54.0870963, 12.1442882 54.0870777, 12.1442341 54.0870648, 12.1442042 54.0870608)",,,,,,
22415531,Beim Kuhtor,residential,30,False,False,30.89,,"LINESTRING (12.1443995 54.0871497, 12.1444565 54.0871165, 12.1444932 54.0870992, 12.1445529 54.0870711, 12.1446293 54.0870508, 12.1447217 54.0870366, 12.1448114 54.0870306)",,,,,,
22415531,Beim Kuhtor,residential,30,False,True,30.890000000000004,,"LINESTRING (12.1448114 54.0870306, 12.1447217 54.0870366, 12.1446293 54.0870508, 12.1445529 54.0870711, 12.1444932 54.0870992, 12.1444565 54.0871165, 12.1443995 54.0871497)",,,,,,
30138362,Große Wasserstraße,residential,30,False,True,13.708,,"LINESTRING (12.1437011 54.0872553, 12.1435457 54.0873383)",,,,,,
22415538,An der Viergelindenbrücke,residential,30,False,False,17.622,,"LINESTRING (12.1437011 54.0872553, 12.1436921 54.0871924, 12.1437062 54.0870974)",,,,,,
