osmid,name,highway,maxspeed,oneway,reversed,length,ref,geometry,access,lanes,bridge,width
28010249,Viktoriastraße,unclassified,50,False,False,42.065,,"LINESTRING (8.4830374 53.4945687, 8.4835916 53.4943832)",,,,
28010249,Viktoriastraße,unclassified,50,False,True,142.411,,"LINESTRING (8.4830374 53.4945687, 8.4811762 53.4952124)",,,,
262660156,Walther-Rathenau-Straße,tertiary,50,False,True,82.113,K 188,"LINESTRING (8.4830374 53.4945687, 8.4824552 53.4939165)",,,,
262660156,Walther-Rathenau-Straße,tertiary,50,False,False,65.805,K 188,"LINESTRING (8.4830374 53.4945687, 8.483323 53.4948741, 8.4835242 53.4950848)",,,,
364788821,Sielstraße,tertiary,50,True,False,34.826,K 188,"LINESTRING (8.4878477 53.4983216, 8.4883652 53.4982639)",,,,
34295276,Tilsiter Straße,residential,30,False,False,187.796,,"LINESTRING (8.4878477 53.4983216, 8.4878747 53.498999, 8.4877986 53.499408, 8.4878473 53.5000071)",yes,,,
364788819,Sielstraße,tertiary,50,False,False,77.221,K 188,"LINESTRING (8.4878477 53.4983216, 8.4870267 53.4983402, 8.4868583 53.4983162, 8.4867066 53.4982671)",,,,
28010251,Friedrich-Ebert-Straße,unclassified,50,False,True,21.016,,"LINESTRING (8.4889048 53.4984405, 8.4888241 53.4982577)",,,,
25017522,Sielstraße,tertiary,50,True,False,29.473,K 188,"LINESTRING (8.4889048 53.4984405, 8.4887816 53.4983843, 8.4885041 53.4983335)",,,,
28010249,Viktoriastraße,unclassified,50,False,False,264.75,,"LINESTRING (8.4751954 53.4972657, 8.478681 53.4960954)",,,,
96755106,Atenser Allee,tertiary,50,False,False,81.787,,"LINESTRING (8.4751954 53.4972657, 8.4747459 53.4965805)",,2,,
1033922449,Atenser Allee,tertiary,50,False,True,116.06200000000001,,"LINESTRING (8.4751954 53.4972657, 8.4752896 53.4974204, 8.4757355 53.4980682, 8.4758551 53.4982327)",,2,,
122795272,Friedrich-Ebert-Straße,unclassified,50,False,False,91.852,,"LINESTRING (8.4860276 53.4935605, 8.4864895 53.4943395)",,,,
28010249,Viktoriastraße,unclassified,50,False,True,185.299,,"LINESTRING (8.4860276 53.4935605, 8.4853236 53.4937981, 8.4835916 53.4943832)",,,,
"[28010349, 1014077606]",Viktoriastraße,residential,,False,True,139.174,,"LINESTRING (8.4860276 53.4935605, 8.4861088 53.4935325, 8.4878523 53.4929375)",,,,
28777960,Magdalenenstraße,residential,30,False,True,222.781,,"LINESTRING (8.4819483 53.4933346, 8.4790165 53.4943205)",,,,
262660156,Walther-Rathenau-Straße,tertiary,50,False,False,72.877,K 188,"LINESTRING (8.4819483 53.4933346, 8.4824552 53.4939165)",,,,
32949357,Rheinstraße,residential,,False,False,95.22,,"LINESTRING (8.4890744 53.4961231, 8.4878036 53.4963921, 8.4877182 53.4964102)",,,,
157191208,Fuldastraße,residential,,False,False,183.908,,"LINESTRING (8.4846747 53.4962789, 8.4872852 53.4957098)",,,,
"[122795273, 364788819, 262660156]","['Walther-Rathenau-Straße', 'Sielstraße']",tertiary,50,False,"[False, True]",259.121,K 188,"LINESTRING (8.4846747 53.4962789, 8.4853419 53.4969568, 8.4856901 53.4973289, 8.4861018 53.4977174, 8.4865549 53.4981706, 8.486666 53.4982465, 8.4867066 53.4982671)",,,yes,
262660156,Walther-Rathenau-Straße,tertiary,50,False,True,139.728,K 188,"LINESTRING (8.4846747 53.4962789, 8.4840672 53.4956355, 8.4838808 53.4954474, 8.4836256 53.4951883)",,,,
32949357,Rheinstraße,residential,,False,False,104.257,,"LINESTRING (8.4877182 53.4964102, 8.4862333 53.4967246)",,,,
122795272,Friedrich-Ebert-Straße,unclassified,50,False,True,82.981,,"LINESTRING (8.4877182 53.4964102, 8.4872852 53.4957098)",,,,
32949357,Rheinstraße,residential,,False,True,95.22,,"LINESTRING (8.4877182 53.4964102, 8.4878036 53.4963921, 8.4890744 53.4961231)",,,,
122795272,Friedrich-Ebert-Straße,unclassified,50,False,False,186.26,,"LINESTRING (8.4877182 53.4964102, 8.4881052 53.4970637, 8.4881299 53.4971067, 8.4881951 53.4972129, 8.4885001 53.497711, 8.4886563 53.4979895)",,,,
32995447,Jadestraße,residential,,False,True,112.938,,"LINESTRING (8.484184 53.4936461, 8.483462 53.4939012, 8.4833807 53.4941259, 8.4835916 53.4943832)",,,,
28010249,Viktoriastraße,unclassified,50,False,True,42.065,,"LINESTRING (8.4835916 53.4943832, 8.4830374 53.4945687)",,,,
28010249,Viktoriastraße,unclassified,50,False,False,185.299,,"LINESTRING (8.4835916 53.4943832, 8.4853236 53.4937981, 8.4860276 53.4935605)",,,,
32995447,Jadestraße,residential,,False,False,112.93799999999999,,"LINESTRING (8.4835916 53.4943832, 8.4833807 53.4941259, 8.483462 53.4939012, 8.484184 53.4936461)",,,,
262660156,Walther-Rathenau-Straße,tertiary,50,False,False,82.113,K 188,"LINESTRING (8.4824552 53.4939165, 8.4830374 53.4945687)",,,,
262660156,Walther-Rathenau-Straße,tertiary,50,False,True,72.877,K 188,"LINESTRING (8.4824552 53.4939165, 8.4819483 53.4933346)",,,,
32995445,Luisenstraße,residential,30,False,True,589.754,,"LINESTRING (8.4824552 53.4939165, 8.4765054 53.4959679, 8.4747459 53.4965805)",,,,
96755106,Atenser Allee,tertiary,50,False,True,81.787,,"LINESTRING (8.4747459 53.4965805, 8.4751954 53.4972657)",,2,,
32995445,Luisenstraße,residential,30,False,False,589.754,,"LINESTRING (8.4747459 53.4965805, 8.4765054 53.4959679, 8.4824552 53.4939165)",,,,
28777960,Magdalenenstraße,residential,30,False,False,222.781,,"LINESTRING (8.4790165 53.4943205, 8.4819483 53.4933346)",,,,
33047832,Asgardstraße,residential,,False,False,93.833,,"LINESTRING (8.4790165 53.4943205, 8.4783143 53.4935873)",,,,
33047832,Asgardstraße,residential,,False,False,38.967,,"LINESTRING (8.4783143 53.4935873, 8.4780135 53.493286)",,,,
33047832,Asgardstraße,residential,,False,True,93.833,,"LINESTRING (8.4783143 53.4935873, 8.4790165 53.4943205)",,,,
33047833,Marienstraße,residential,,False,False,127.955,,"LINESTRING (8.4783143 53.4935873, 8.4798446 53.4928835)",,,,
33047833,Marienstraße,residential,,False,True,127.955,,"LINESTRING (8.4798446 53.4928835, 8.4783143 53.4935873)",,,,
33047832,Asgardstraße,residential,,False,True,38.967,,"LINESTRING (8.4780135 53.493286, 8.4783143 53.4935873)",,,,
33047835,Carl-Diem-Straße,residential,,False,False,218.10299999999998,,"LINESTRING (8.4780135 53.493286, 8.4766865 53.4940016, 8.4770867 53.4942717, 8.4774224 53.4940961, 8.4775517 53.4940441, 8.4776864 53.4940028, 8.477828 53.4939812)",,,,
33047835,Carl-Diem-Straße,residential,,False,True,218.103,,"LINESTRING (8.477828 53.4939812, 8.4776864 53.4940028, 8.4775517 53.4940441, 8.4774224 53.4940961, 8.4770867 53.4942717, 8.4766865 53.4940016, 8.4780135 53.493286)",,,,
33464638,Heinrichstraße,residential,,False,False,64.708,,"LINESTRING (8.4878523 53.4929375, 8.4883704 53.4934311)",,,,
"[28010349, 1014077606]",Viktoriastraße,residential,,False,False,139.174,,"LINESTRING (8.4878523 53.4929375, 8.4861088 53.4935325, 8.4860276 53.4935605)",,,,
33464638,Heinrichstraße,residential,,False,True,64.708,,"LINESTRING (8.4883704 53.4934311, 8.4878523 53.4929375)",,,,
33464642,Weserstraße,residential,,False,False,154.04899999999998,,"LINESTRING (8.4886806 53.4938703, 8.4865779 53.4943223, 8.4864895 53.4943395)",,,,
122795272,Friedrich-Ebert-Straße,unclassified,50,False,True,91.852,,"LINESTRING (8.4864895 53.4943395, 8.4860276 53.4935605)",,,,
33464642,Weserstraße,residential,,False,False,213.897,,"LINESTRING (8.4864895 53.4943395, 8.4845889 53.4947216, 8.4835242 53.4950848)",,,,
33464642,Weserstraße,residential,,False,True,154.04899999999998,,"LINESTRING (8.4864895 53.4943395, 8.4865779 53.4943223, 8.4886806 53.4938703)",,,,
122795272,Friedrich-Ebert-Straße,unclassified,50,False,False,161.207,,"LINESTRING (8.4864895 53.4943395, 8.4865898 53.4945124, 8.4866488 53.4946137, 8.4868747 53.4950109, 8.4872852 53.4957098)",,,,
33753536,Fröbelstraße,residential,30,False,False,86.66799999999999,,"LINESTRING (8.4757959 53.499926, 8.476613 53.4994916, 8.4767729 53.4994066)",,,,
