osmid,oneway,name,highway,reversed,length,geometry,access,lanes,maxspeed,width,bridge,ref,junction,tunnel
26771545,True,Alte Magdeburger Straße,living_street,False,122.16099999999999,"LINESTRING (11.2998149 51.4737749, 11.2998525 51.4738617, 11.2999023 51.4739776, 11.299956 51.4741129, 11.2999564 51.4741743, 11.2999493 51.4742266, 11.2998651 51.4744032, 11.2996176 51.474695, 11.2995301 51.4748033)",,,,,,,,
301997637,True,Kylische Straße,living_street,False,35.111,"LINESTRING (11.2949622 51.4724736, 11.295418 51.4726118)",destination,,,,,,,
31474851,True,Katharinenstraße,living_street,False,122.3,"LINESTRING (11.2952875 51.4739639, 11.2962406 51.4748898)",,,,,,,,
"[31474849, 31474850]",True,"['Katharinenstraße', 'Grauengasse']",living_street,False,117.61000000000001,"LINESTRING (11.2952875 51.4739639, 11.2949588 51.4737258, 11.294457 51.4733197, 11.2944037 51.4732688, 11.294383 51.4732461, 11.2943668 51.473217, 11.2943689 51.4731864, 11.2943823 51.4731567, 11.2944172 51.4731094)",,,,,,,,
32763807,False,Jacobstraße,living_street,True,23.974,"LINESTRING (11.2962406 51.4748898, 11.2959468 51.4750038)",,,,,,,,
32763806,True,Jacobstraße,living_street,False,102.512,"LINESTRING (11.2962406 51.4748898, 11.2962438 51.47486, 11.2962583 51.4748231, 11.296775 51.474032)",,,,,,,,
31723873,True,Friedrich-Schmidt-Straße,living_street,False,14.05,"LINESTRING (11.2961035 51.4729266, 11.2961879 51.4728117)",,,,,,,,
31723874,True,Voigtstedter Straße,living_street,False,95.07999999999998,"LINESTRING (11.2961035 51.4729266, 11.2958739 51.4731908, 11.2957504 51.4733595, 11.2956789 51.4734837, 11.2955201 51.4736994)",,,,,,,,
301997637,True,Kylische Straße,living_street,False,93.179,"LINESTRING (11.2961035 51.4729266, 11.2962478 51.4730266, 11.2964743 51.4731516, 11.2969029 51.4733119, 11.2972032 51.4733924)",destination,,,,,,,
301997637,True,Kylische Straße,living_street,False,96.726,"LINESTRING (11.2972032 51.4733924, 11.2975722 51.4734871, 11.2978661 51.4735439, 11.2985341 51.4736509)",destination,,,,,,,
31474856,True,Lerchengasse,living_street,False,94.654,"LINESTRING (11.296775 51.474032, 11.2964017 51.4739304, 11.2961301 51.4738819, 11.2955201 51.4736994)",,,,,,,,
32763806,True,Jacobstraße,living_street,False,77.074,"LINESTRING (11.296775 51.474032, 11.2971833 51.4734314, 11.2972032 51.4733924)",,,,,,,,
31576320,True,Göpenstraße,living_street,False,207.902,"LINESTRING (11.2985341 51.4736509, 11.2975547 51.4752501, 11.2974182 51.4753834)",,,,,,,,
"[221012360, 301997637]",True,"['Kylische Straße', 'Kornmarkt']",living_street,False,75.077,"LINESTRING (11.2985341 51.4736509, 11.2990926 51.4737359, 11.299368 51.4737469, 11.2996006 51.4737562)",destination,,,,,,,
1073604371,True,Alte Magdeburger Straße,living_street,False,36.003,"LINESTRING (11.298766 51.4758114, 11.298677 51.4761304)",,,,,,,,
31576321,True,Neuehäuserstraße,living_street,False,99.105,"LINESTRING (11.2974182 51.4753834, 11.2969058 51.4752106, 11.2963297 51.474958, 11.2962614 51.4749184, 11.2962406 51.4748898)",,,,,,,,
31725272,True,Neuehäuserstraße,living_street,False,110.525,"LINESTRING (11.2974182 51.4753834, 11.2980136 51.4756972, 11.2982395 51.475791, 11.298369 51.4758303, 11.2984796 51.4758367, 11.298766 51.4758114)",,,,,,,,
31576322,True,Hospitalstraße,living_street,False,82.75,"LINESTRING (11.2931578 51.4728507, 11.2932428 51.4728707, 11.293504 51.472932, 11.2935543 51.472952, 11.293828 51.4732462, 11.2939728 51.4733487)",,,,,,,,
"[32635372, 315202047]",False,Mühlgasse,tertiary,False,101.97300000000001,"LINESTRING (11.2931578 51.4728507, 11.293371 51.4724967, 11.2935337 51.4722287, 11.2935602 51.4721533, 11.2935627 51.4720955, 11.2935426 51.4720488, 11.2935024 51.4719844)",,"['2', '3']",,,,,,
