osmid,oneway,lanes,name,highway,maxspeed,reversed,length,ref,geometry,bridge,width,tunnel,access,junction
162282480,True,5,Franz-Josef-Röder-Straße,tertiary,50,False,5.29,,"LINESTRING (6.9907817 49.2331432, 6.9908014 49.2330974)",,,,,
36935225,True,1,Am Stadtgraben,primary,50,False,36.622,B 51,"LINESTRING (6.9935009 49.233921, 6.9934749 49.2338615, 6.9934886 49.2338135, 6.9934933 49.2337959, 6.9935151 49.2337078, 6.993559 49.2336)",,,,,
36935227,True,2,Am Stadtgraben,primary,30,False,23.547,B 51,"LINESTRING (6.9935009 49.233921, 6.9934103 49.2339602, 6.993334 49.2339822, 6.9932625 49.233993, 6.9932037 49.2339918)",,,,,
"[905040216, 1000410298, 957360813, 550097839, 103580210, 1135979957, 50694327, 1000410296, 1000410297, 162360250, 1165956957, 905040215]",True,"['2', '3']",Betzenstraße,primary,"['50', '30']",False,193.703,B 41,"LINESTRING (6.9935009 49.233921, 6.9936738 49.2339452, 6.9938085 49.2339703, 6.9939125 49.233999, 6.9939747 49.2340157, 6.9941507 49.2340729, 6.9942306 49.2340989, 6.9943935 49.2341497, 6.9945627 49.2342059, 6.9946417 49.2342317, 6.9946914 49.234248, 6.9947733 49.2342758, 6.9948059 49.2342878, 6.9948934 49.23432, 6.9949963 49.2343593, 6.9951958 49.2344465, 6.9953402 49.2345088, 6.9954082 49.2345411, 6.9954731 49.2345749, 6.9955642 49.2346283, 6.9955857 49.2346414, 6.9957477 49.2347377, 6.9957981 49.2347695)",,,,,
"[59218849, 24975756, 56224038]",True,"['2', '3']","['Dudweilerstraße', 'Wilhelm-Heinrich-Brücke']",primary,50,False,72.862,,"LINESTRING (6.9932037 49.2339918, 6.9929568 49.2339488, 6.9928274 49.2339267, 6.9925437 49.2338925, 6.9922234 49.2338538)",yes,,,,
26730614,False,,Rosenstraße,residential,30,False,19.249000000000002,,"LINESTRING (7.000968 49.2314849, 7.0009285 49.231447, 7.0008852 49.2314036, 7.0008695 49.2313882, 7.0008438 49.2313646, 7.0008212 49.2313408)",,,,,
"[13871270, 612084531, 612084532, 612084533, 612084541, 612084542]",True,"['2', '1']",Neugäßchen,residential,30,False,219.758,,"LINESTRING (7.000968 49.2314849, 7.0009077 49.2315471, 7.0006411 49.2318218, 7.000584 49.2318807, 7.0003237 49.2321315, 7.0002942 49.2321591, 7.0001702 49.2322911, 7.0001302 49.2323362, 6.9999449 49.2325797, 6.9998876 49.2326516, 6.9998323 49.2327231, 6.9997304 49.2328548, 6.9996076 49.2330124, 6.9995508 49.2330836, 6.9995203 49.23312, 6.9994401 49.2331869)",,,,,
13014924,False,3,Bleichstraße,primary,30,True,12.117,,"LINESTRING (6.9994401 49.2331869, 6.9994819 49.2332924)",,,,,
"[1204644544, 193452867, 192221868, 1207192223]",False,"['2', '3']",Bleichstraße,primary,30,False,147.48299999999998,,"LINESTRING (6.9994401 49.2331869, 6.9994337 49.2331777, 6.9993742 49.2330747, 6.9993507 49.2330346, 6.9992492 49.2328824, 6.9992256 49.2328464, 6.9992081 49.2328203, 6.9991242 49.2326952, 6.9989398 49.2324203, 6.9989075 49.2323729, 6.9988662 49.2323124, 6.9987946 49.2322072, 6.9987419 49.23213, 6.9987286 49.2321105, 6.9987027 49.2320726, 6.9986693 49.2320238, 6.9986326 49.2319701)",,,,,
13014924,False,3,Bleichstraße,primary,30,False,59.63900000000001,,"LINESTRING (6.999648 49.2338174, 6.9996303 49.2337316, 6.999624 49.233712, 6.9996068 49.2336613, 6.9995502 49.2334942, 6.9995318 49.2334397, 6.9995186 49.2334009, 6.9994819 49.2332924)",,,,,
50508311,True,1,Großherzog-Friedrich-Straße,primary,30,False,178.082,B 51,"LINESTRING (6.999648 49.2338174, 6.9993411 49.2339434, 6.9992793 49.2339681, 6.9992124 49.2340026, 6.9991403 49.2340345, 6.9989756 49.2340994, 6.998796 49.2341671, 6.9985782 49.2342497, 6.9984781 49.2342877, 6.9981647 49.2344062, 6.9976871 49.2345864, 6.9975458 49.234641)",,,,,
"[724021763, 724021765, 13871269, 662270378, 662270379, 651489836, 1041183023, 612084530]",False,"['2', '1']",Nauwieserstraße,residential,30,False,126.888,,"LINESTRING (6.999648 49.2338174, 6.9996467 49.2338826, 6.9996382 49.2339188, 6.9996337 49.2339394, 6.999623 49.2339878, 6.9996114 49.2340286, 6.9996055 49.2340494, 6.9996 49.2340688, 6.9995308 49.2343131, 6.9995247 49.2343346, 6.9995192 49.2343539, 6.9995011 49.2344169, 6.9994113 49.23473, 6.999406 49.2347486, 6.9994007 49.2347651, 6.9993512 49.234941)",,,,,
"[1135543008, 1135543009, 1135543010, 51775893, 1135543006, 1135543007]",True,1,Nauwieserstraße,residential,30,False,118.441,,"LINESTRING (7.0017073 49.2363057, 7.0018165 49.2363491, 7.0020166 49.236428, 7.0022403 49.2365168, 7.002345 49.2365586, 7.002542 49.2366428, 7.0026034 49.2366685, 7.0027269 49.236721, 7.0028328 49.2367642, 7.0029135 49.2368011, 7.0029755 49.2368426, 7.0029983 49.2368584, 7.0030095 49.2368737, 7.0030299 49.2369092)",,,,,
"[50028064, 259978130, 288964424, 1015288443]",False,2,Richard-Wagner-Straße,secondary,30,False,101.96799999999999,,"LINESTRING (6.9976332 49.2381674, 6.9975321 49.2382102, 6.9974645 49.2382389, 6.9974331 49.238252, 6.9973312 49.2382951, 6.9968169 49.2385338, 6.9966493 49.2386146, 6.9966147 49.2386318, 6.9965746 49.2386533, 6.9964879 49.2386975)",,,,,
137125300,False,4,Dudweilerstraße,primary,50,False,81.809,B 41,"LINESTRING (6.9976332 49.2381674, 6.9977221 49.2382789, 6.9977241 49.2382813, 6.9977422 49.2383034, 6.9977616 49.2383268, 6.9978186 49.2383959, 6.9978659 49.2384516, 6.9979822 49.2385852, 6.9980702 49.2386788, 6.9981016 49.238709, 6.9982118 49.2387967)",,,,,
"[1161949400, 577597945, 50028067]",False,4,Dudweilerstraße,primary,30,True,103.62299999999999,B 41,"LINESTRING (6.9976332 49.2381674, 6.9975458 49.2380514, 6.9975385 49.2380428, 6.9975203 49.2380177, 6.997505 49.2379955, 6.9974888 49.2379735, 6.9974801 49.2379609, 6.9974598 49.2379315, 6.9973489 49.2377744, 6.99729 49.237689, 6.9971175 49.2374385, 6.9970333 49.2373219)",,,,,
"[700227973, 1226173447]",False,2,Richard-Wagner-Straße,secondary,30,True,67.16799999999999,,"LINESTRING (6.9976332 49.2381674, 6.9978002 49.2381015, 6.9978405 49.2380869, 6.9978669 49.2380773, 6.9979538 49.2380459, 6.998088 49.2379972, 6.9981596 49.2379713, 6.9982363 49.2379435, 6.9984385 49.2378702)",,,,,
"[14498026, 931826022]",True,1,Bismarckstraße,residential,30,False,57.70099999999999,,"LINESTRING (6.9978046 49.2309718, 6.997854 49.230943, 6.9979184 49.2309193, 6.9980852 49.2309024, 6.9982545 49.2308889, 6.9983847 49.2308776, 6.9985643 49.2308521)",,4,,,
81042763,True,1,Bleichstraße,primary,30,False,19.858,B 51,"LINESTRING (6.9978046 49.2309718, 6.9978683 49.2309804, 6.9979417 49.2309898, 6.9979859 49.2310072, 6.9980494 49.2310411)",,7,,,
111320554,True,1,,unclassified,50,False,14.303,,"LINESTRING (6.9978046 49.2309718, 6.9977573 49.2310397, 6.9977097 49.2310839)",,7,,,
"[572199651, 1149558442, 1149558443, 1149558444, 1151017875]",True,1,Bismarckstraße,residential,30,False,108.763,,"LINESTRING (7.0003006 49.2304611, 7.0004154 49.2304349, 7.0005055 49.2304161, 7.0007532 49.2303629, 7.0008728 49.2303375, 7.0010098 49.2303079, 7.0011481 49.230278, 7.0011941 49.2302678, 7.001297 49.2302451, 7.0013452 49.2302344, 7.0017224 49.2301534)",,9,,,
"[50694576, 1000073718]",True,1,Dudweilerstraße,primary,30,False,37.708000000000006,B 41,"LINESTRING (6.993719 49.2342177, 6.993706 49.2341315, 6.9936287 49.2340622, 6.9936071 49.2340457, 6.993582 49.2340264, 6.993531 49.233983, 6.9935009 49.233921)",,,,,
578212528,False,4,Dudweilerstraße,primary,30,True,38.272999999999996,B 41,"LINESTRING (6.993719 49.2342177, 6.9937408 49.234237, 6.993777 49.234269, 6.9940368 49.2344923)",,,,,
"[50694326, 1000939318]",True,"['2', '3']",Dudweilerstraße,primary,30,False,46.282000000000004,B 51,"LINESTRING (6.993719 49.2342177, 6.9935766 49.2341114, 6.9935412 49.2340903, 6.9934991 49.2340685, 6.9934353 49.2340425, 6.9933504 49.2340228, 6.9932037 49.2339918)",,,,,
