osmid,oneway,lanes,ref,name,highway,reversed,length,maxspeed,geometry,bridge,access
24522959,False,2,,Espachstraße,residential,False,61.762,50,"LINESTRING (10.6226478 47.8836228, 10.6227743 47.8835969, 10.6229082 47.8835696, 10.6231089 47.8835437, 10.6234595 47.8835256)",,
24522959,False,2,,Espachstraße,residential,True,104.724,50,"LINESTRING (10.6226478 47.8836228, 10.622464 47.8836608, 10.6224558 47.8836626, 10.6223453 47.8836863, 10.6220917 47.8837409, 10.621967 47.8837621, 10.6218375 47.8837789, 10.6216609 47.8837873, 10.6214107 47.8837975, 10.6212781 47.8837928)",,
"[24522960, 897731658, 84749918, 84749911]",False,2,,Alte Weberei,residential,True,211.86400000000003,50,"LINESTRING (10.6226478 47.8836228, 10.6226188 47.8835721, 10.6225929 47.8835075, 10.6225901 47.8834666, 10.6226346 47.8833677, 10.6231345 47.8826934, 10.6230117 47.882652, 10.6228463 47.8826067, 10.6228211 47.8825998, 10.6224966 47.8824979, 10.6223951 47.8824531, 10.6223498 47.8824273, 10.6222914 47.8823829, 10.6222211 47.8823237, 10.6221949 47.8822964, 10.6221606 47.8822204, 10.6221401 47.8821742)",yes,
"[24522962, 24522963]",False,,,Färberweg,residential,True,106.93900000000001,,"LINESTRING (10.6246511 47.8826642, 10.6245056 47.8830475, 10.6243847 47.8833475, 10.6243096 47.883541, 10.6242976 47.8835959)",,destination
24522959,False,2,,Espachstraße,residential,False,104.72399999999999,50,"LINESTRING (10.6212781 47.8837928, 10.6214107 47.8837975, 10.6216609 47.8837873, 10.6218375 47.8837789, 10.621967 47.8837621, 10.6220917 47.8837409, 10.6223453 47.8836863, 10.6224558 47.8836626, 10.622464 47.8836608, 10.6226478 47.8836228)",,
"[1206850276, 1206850277, 1206850278, 24522959]",False,"['4', '2', '3']",,Espachstraße,residential,True,196.39499999999998,50,"LINESTRING (10.6212781 47.8837928, 10.6211968 47.8837851, 10.621017 47.8837678, 10.6207331 47.8837246, 10.6204731 47.8836767, 10.6202971 47.8836448, 10.6200358 47.8835779, 10.6198155 47.8835178, 10.6194371 47.8834151, 10.6192765 47.8833715, 10.6189904 47.8832818, 10.6187955 47.8832258)",,
185257143,False,2,,Ledergasse,residential,True,10.62,,"LINESTRING (10.6208292 47.8822357, 10.6208272 47.8821402)",,
90176984,True,2,B 16;St 2055,Josef-Landes-Straße,primary,False,113.92900000000002,50,"LINESTRING (10.6208292 47.8822357, 10.6206316 47.8822308, 10.6203796 47.8822281, 10.6199247 47.8822446, 10.6195846 47.8822589, 10.619303 47.882262)",,
"[899484380, 25643263]",True,,,Ledergasse,living_street,False,123.155,,"LINESTRING (10.6207837 47.8807563, 10.6207781 47.8807845, 10.6207547 47.8809017, 10.6206484 47.8814342, 10.6206471 47.8816429, 10.6206804 47.881713, 10.620722 47.881809, 10.6207383 47.8818489)",,
25674303,False,,,Hafenmarkt,living_street,False,49.18899999999999,,"LINESTRING (10.6207837 47.8807563, 10.6207707 47.8806402, 10.6207146 47.8806113, 10.6203857 47.8804634, 10.6203697 47.8804562)",,
682274011,False,,,Pfarrgasse,living_street,False,18.588,,"LINESTRING (10.6237034 47.8807641, 10.623455 47.8807503)",,
25674312,True,,,Rosental,living_street,False,138.084,,"LINESTRING (10.6237034 47.8807641, 10.6236439 47.880653, 10.6235453 47.8803096, 10.623517 47.8802655, 10.6234614 47.8802332, 10.6233452 47.880196, 10.62332 47.8801879, 10.6230521 47.8801024, 10.6228686 47.8800431, 10.6227356 47.8799891, 10.6227176 47.8799674, 10.6227192 47.8798605)",,
25674305,True,,,Ringweg,living_street,False,73.363,,"LINESTRING (10.6227192 47.8798605, 10.6227769 47.8797241, 10.6228065 47.8796642, 10.622989 47.8792261)",,
25674313,True,,,Kaiser-Max-Straße,living_street,False,14.642,,"LINESTRING (10.6215827 47.8796397, 10.6217728 47.8796726)",,
28276913,True,,,Kaiser-Max-Straße,living_street,False,194.63199999999998,,"LINESTRING (10.6215827 47.8796397, 10.6211966 47.8795766, 10.621065 47.8795757, 10.6209619 47.8795168, 10.620872 47.8794948, 10.6202434 47.87934, 10.6200546 47.8792901, 10.6198562 47.8792409, 10.6191518 47.8790398)",,
25643267,True,,,Am Breiten Bach,living_street,False,7.709,,"LINESTRING (10.6191518 47.8790398, 10.6191789 47.8789729)",,
"[103822898, 27233063]",False,,,"['Unter dem Berg', 'Am Breiten Bach']",living_street,"[False, True]",164.06900000000002,,"LINESTRING (10.6191518 47.8790398, 10.619123 47.8791154, 10.6190867 47.8791687, 10.618901 47.8794412, 10.6188685 47.8794889, 10.6186029 47.8798453, 10.6185832 47.8798704, 10.6185667 47.8798837, 10.6185504 47.879897, 10.6184785 47.8798913, 10.6184377 47.8798971, 10.6183649 47.879928, 10.6183082 47.879977, 10.6182401 47.8800725, 10.6181538 47.8802195, 10.6181683 47.8802841)",,
"[55701109, 27233062]",True,,,Innere Buchleuthenstraße,"['living_street', 'residential']",False,110.56300000000002,,"LINESTRING (10.6194539 47.8783975, 10.619533 47.8783155, 10.619593 47.8781635, 10.6196031 47.8780751, 10.6196003 47.8779213, 10.61962 47.8778294, 10.619687 47.8777143, 10.6197875 47.8776232, 10.6198885 47.8775447, 10.6199635 47.8775059)",,
28442818,True,,,Kappeneck,living_street,False,101.80499999999999,,"LINESTRING (10.6194539 47.8783975, 10.6192243 47.8784286, 10.6189799 47.8786311, 10.6188521 47.8788002, 10.6188449 47.8788423, 10.6188855 47.8788843, 10.6189632 47.87891, 10.6190925 47.8789459, 10.6191789 47.8789729)",,
37110376,True,,,Sedanstraße,living_street,False,75.66,,"LINESTRING (10.6218865 47.8789905, 10.6215827 47.8796397)",,
25674307,True,,,Ludwigstraße,living_street,False,86.295,,"LINESTRING (10.6218865 47.8789905, 10.6222599 47.8790703, 10.622989 47.8792261)",,
"[28276917, 55700847]",True,,,Ludwigstraße,living_street,False,185.155,,"LINESTRING (10.6218865 47.8789905, 10.6217626 47.8789723, 10.6216012 47.8789486, 10.6212715 47.8788852, 10.62065 47.8787579, 10.6204572 47.8787184, 10.6204451 47.8787159, 10.6201928 47.8786519, 10.6200379 47.878612, 10.6195838 47.8784577, 10.6195492 47.8784459)",,
25674305,True,,,Ringweg,living_street,False,74.332,,"LINESTRING (10.622989 47.8792261, 10.6230005 47.8792091, 10.6232892 47.878782, 10.6233177 47.8787398, 10.6233424 47.8787033, 10.6234074 47.8786195)",,
25643274,True,,,Sedanstraße,residential,False,80.613,30,"LINESTRING (10.6221796 47.8782927, 10.6221362 47.878394, 10.6220301 47.8786417, 10.6218865 47.8789905)",,
55701364,False,,,Schraderstraße,residential,True,36.861,,"LINESTRING (10.6221796 47.8782927, 10.6219986 47.8782452, 10.6217135 47.8781828)",,
55701365,False,,,Schraderstraße,residential,False,87.084,50,"LINESTRING (10.6221796 47.8782927, 10.6226351 47.8783981, 10.6229617 47.8784845, 10.6232748 47.8785639)",,
25674303,False,,,Hafenmarkt,living_street,True,49.189,,"LINESTRING (10.6203697 47.8804562, 10.6203857 47.8804634, 10.6207146 47.8806113, 10.6207707 47.8806402, 10.6207837 47.8807563)",,
"[897731657, 28442573]",False,,,Neue Gasse,living_street,False,189.84099999999995,,"LINESTRING (10.6203697 47.8804562, 10.6201438 47.8806735, 10.6201106 47.8807021, 10.6197236 47.8810361, 10.6196275 47.8811209, 10.6194301 47.8812952, 10.6192825 47.8814359, 10.6191967 47.8815052, 10.6191109 47.8815115, 10.6188929 47.8814678, 10.6187906 47.8814385, 10.618639 47.8813951)",,
28443353,False,,,Münzhalde,living_street,False,38.872,,"LINESTRING (10.6203697 47.8804562, 10.6202264 47.8804151, 10.619947 47.8803981, 10.6198673 47.8803786)",,
55701365,False,,,Schraderstraße,residential,True,11.663,50,"LINESTRING (10.6234074 47.8786195, 10.6232748 47.8785639)",,
1222060769,False,,,Schraderstraße,residential,False,30.081999999999997,50,"LINESTRING (10.6234074 47.8786195, 10.6235556 47.8786291, 10.6237151 47.8786394, 10.6238093 47.878641)",,
25674313,True,,,Kaiser-Max-Straße,living_street,False,73.607,,"LINESTRING (10.6217728 47.8796726, 10.6224714 47.8798118, 10.6227192 47.8798605)",,
28028638,False,,,Schlosserhalde,living_street,True,116.792,,"LINESTRING (10.6217728 47.8796726, 10.6216454 47.8800017, 10.6216415 47.8800363, 10.6217399 47.8800921, 10.6218189 47.8802955, 10.6219289 47.8804738, 10.6219304 47.880482, 10.6219622 47.8806585)",,
28443130,False,,,Unter dem Berg,living_street,True,95.15899999999999,,"LINESTRING (10.6181683 47.8802841, 10.6181654 47.8803359, 10.6179388 47.8807797, 10.6177454 47.8810884)",,
28443168,False,,,Obstmarkt,living_street,False,29.546,,"LINESTRING (10.6181683 47.8802841, 10.618466 47.880342, 10.6185469 47.880322)",,
"[103822898, 27233063]",False,,,"['Unter dem Berg', 'Am Breiten Bach']",living_street,"[False, True]",164.069,,"LINESTRING (10.6181683 47.8802841, 10.6181538 47.8802195, 10.6182401 47.8800725, 10.6183082 47.879977, 10.6183649 47.879928, 10.6184377 47.8798971, 10.6184785 47.8798913, 10.6185504 47.879897, 10.6185667 47.8798837, 10.6185832 47.8798704, 10.6186029 47.8798453, 10.6188685 47.8794889, 10.618901 47.8794412, 10.6190867 47.8791687, 10.619123 47.8791154, 10.6191518 47.8790398)",,
28443168,False,,,Obstmarkt,living_street,True,29.546,,"LINESTRING (10.6185469 47.880322, 10.618466 47.880342, 10.6181683 47.8802841)",,
145666316,True,3,B 16,Am Graben,primary,False,95.99799999999999,50,"LINESTRING (10.6240953 47.8802673, 10.6241954 47.8805617, 10.6242677 47.8807668, 10.624336 47.880939, 10.6243667 47.8810165, 10.6244044 47.8811052)",,
"[1203271592, 28387962, 1203271590, 1203271591]",False,"['4', '5', '3']",B 16,"['Ganghoferstraße', 'Am Graben']",primary,"[False, True]",182.253,50,"LINESTRING (10.6240953 47.8802673, 10.6240782 47.8800102, 10.6240623 47.879865, 10.6240502 47.8797633, 10.6240266 47.8796136, 10.6240192 47.8795709, 10.6239607 47.8793221, 10.6238646 47.8789159, 10.6238362 47.8787722, 10.6238237 47.8787112, 10.6238093 47.878641)",,
88428094,False,,,Baumgarten,living_street,False,188.46300000000002,,"LINESTRING (10.6211995 47.8811601, 10.6212681 47.8811598, 10.6213517 47.8811595, 10.6218283 47.8811493, 10.6218944 47.8811479, 10.6220174 47.8811262, 10.6220701 47.8811169, 10.6225305 47.8810853, 10.6226859 47.8810732, 10.6229012 47.8810565, 10.6233153 47.8809864, 10.6233277 47.8809748, 10.6233842 47.8809216, 10.6234358 47.8808505, 10.623455 47.8807503)",,
682274011,False,,,Pfarrgasse,living_street,True,18.588,,"LINESTRING (10.623455 47.8807503, 10.6237034 47.8807641)",,
32031840,True,,,Pfarrgasse,living_street,False,112.135,,"LINESTRING (10.623455 47.8807503, 10.6232151 47.8807135, 10.6228339 47.880678, 10.6227787 47.8806756, 10.6223657 47.8806577, 10.6219622 47.8806585)",,
88428094,False,,,Baumgarten,living_street,True,188.46299999999997,,"LINESTRING (10.623455 47.8807503, 10.6234358 47.8808505, 10.6233842 47.8809216, 10.6233277 47.8809748, 10.6233153 47.8809864, 10.6229012 47.8810565, 10.6226859 47.8810732, 10.6225305 47.8810853, 10.6220701 47.8811169, 10.6220174 47.8811262, 10.6218944 47.8811479, 10.6218283 47.8811493, 10.6213517 47.8811595, 10.6212681 47.8811598, 10.6211995 47.8811601)",,
28028673,False,,,Müllergäßchen,living_street,True,57.567,,"LINESTRING (10.6177454 47.8810884, 10.6180071 47.8811442, 10.6184068 47.8812655, 10.6184602 47.8812817)",,
28443130,False,,,Unter dem Berg,living_street,False,95.15899999999999,,"LINESTRING (10.6177454 47.8810884, 10.6179388 47.8807797, 10.6181654 47.8803359, 10.6181683 47.8802841)",,
448952660,False,,,Unter dem Berg,living_street,False,39.754,,"LINESTRING (10.6177454 47.8810884, 10.6175953 47.881266, 10.6174645 47.8813918)",,
448952660,False,,,Unter dem Berg,living_street,True,39.754,,"LINESTRING (10.6174645 47.8813918, 10.6175953 47.881266, 10.6177454 47.8810884)",,
"[1216767315, 28687132]",False,,,Forettle,residential,False,50.131,,"LINESTRING (10.6266559 47.8802523, 10.626579 47.8802525, 10.6265566 47.8802528, 10.6261583 47.8802536, 10.625984 47.8802604)",,permissive
24366574,False,4,St 2055,Augsburger Straße,secondary,True,18.345,50,"LINESTRING (10.6279646 47.8815272, 10.6281995 47.8815762)",,
"[87292120, 52247563, 24366574]",False,4,St 2055,"['Augsburger Straße', 'Gutenbergstraße']",secondary,False,66.046,50,"LINESTRING (10.6279646 47.8815272, 10.6278653 47.8815116, 10.6271954 47.8814314, 10.6271767 47.8814301, 10.6270943 47.881418)",yes,
28687105,True,,,Adolph-Kolping-Straße,residential,False,37.62,,"LINESTRING (10.628429 47.8796934, 10.6280994 47.8797024, 10.6279285 47.8796785)",,
"[27281496, 28442522]",False,1,,"['Schmiedgasse', 'Alleeweg']",living_street,False,234.69599999999997,,"LINESTRING (10.6207383 47.8818489, 10.6206912 47.8818521, 10.6206498 47.8818538, 10.6203553 47.8818656, 10.6200338 47.8818842, 10.6199698 47.8818851, 10.6199138 47.8818858, 10.6196431 47.8818881, 10.6193821 47.8818808, 10.6190504 47.8818698, 10.6188441 47.8818512, 10.6184389 47.8818036, 10.6181195 47.8817288, 10.6180484 47.8818059, 10.6178698 47.8818558, 10.6177923 47.8818996, 10.6177442 47.8819325)",,
"[315634281, 90176982]",False,2,,Ledergasse,living_street,False,33.24,,"LINESTRING (10.6207383 47.8818489, 10.6207876 47.881967, 10.6208266 47.8820761, 10.6208272 47.8821402)",,
28028673,False,,,Müllergäßchen,living_street,False,57.567,,"LINESTRING (10.6184602 47.8812817, 10.6184068 47.8812655, 10.6180071 47.8811442, 10.6177454 47.8810884)",,
24366359,False,,,Heinzelmannstraße,residential,False,68.032,30,"LINESTRING (10.6231732 47.8763562, 10.6231684 47.8763618, 10.623149 47.8763857, 10.6227369 47.8768935)",,
32917355,False,,,Prinzregentenstraße,residential,False,167.50600000000003,30,"LINESTRING (10.6231732 47.8763562, 10.6240018 47.8767288, 10.62455 47.8770223, 10.6249508 47.8771762, 10.6250331 47.8771907)",,
23444506,False,2,B 16,Ganghoferstraße,primary,False,83.70400000000001,50,"LINESTRING (10.6250331 47.8771907, 10.6250533 47.8770323, 10.6250544 47.8770125, 10.6250558 47.8770054, 10.6250691 47.8769422, 10.6251622 47.8764431)",,
"[1203271593, 23444506]",False,"['2', '3']",B 16,Ganghoferstraße,primary,True,90.709,50,"LINESTRING (10.6250331 47.8771907, 10.6249569 47.8775398, 10.6247685 47.8778358, 10.6246429 47.877949)",,
32917355,False,,,Prinzregentenstraße,residential,True,167.50600000000003,30,"LINESTRING (10.6250331 47.8771907, 10.6249508 47.8771762, 10.62455 47.8770223, 10.6240018 47.8767288, 10.6231732 47.8763562)",,
32917356,False,,,Krautlussweg,residential,True,87.531,,"LINESTRING (10.6214489 47.8773978, 10.6216684 47.8771452, 10.6216828 47.8771286, 10.62207 47.8772961, 10.6222804 47.8773846)",,
28388041,True,,,Heinzelmannstraße,residential,False,98.593,,"LINESTRING (10.6222804 47.8773846, 10.6219689 47.8777455, 10.6217634 47.8781, 10.6217553 47.8781139, 10.6217135 47.8781828)",,
32917356,False,,,Krautlussweg,residential,False,87.531,,"LINESTRING (10.6222804 47.8773846, 10.62207 47.8772961, 10.6216828 47.8771286, 10.6216684 47.8771452, 10.6214489 47.8773978)",,
28028638,False,,,Schlosserhalde,living_street,False,116.792,,"LINESTRING (10.6219622 47.8806585, 10.6219304 47.880482, 10.6219289 47.8804738, 10.6218189 47.8802955, 10.6217399 47.8800921, 10.6216415 47.8800363, 10.6216454 47.8800017, 10.6217728 47.8796726)",,
