osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,bridge,ref,access
544316883,False,Nicolaus-Augustin-Straße,residential,20,False,30.389,"LINESTRING (7.2899292 52.6919356, 7.2896704 52.6919485, 7.2895662 52.6919542, 7.2895392 52.6919567, 7.2894806 52.6919622)",,,,
28883595,False,Am Neuen Markt,residential,30,False,63.07000000000001,"LINESTRING (7.2894806 52.6919622, 7.2893887 52.6917571, 7.2892579 52.6914114)",,,,
"[396312761, 28883595]",False,Am Neuen Markt,residential,30,"[False, True]",139.98200000000003,"LINESTRING (7.2894806 52.6919622, 7.2894976 52.6920145, 7.2895263 52.6921569, 7.2895183 52.692458, 7.2895065 52.6926212, 7.2894905 52.6927467, 7.2894779 52.6928981, 7.2894782 52.6929381, 7.289487 52.6929553, 7.2894971 52.6929692, 7.2895154 52.6929769, 7.2895537 52.6929814, 7.2898046 52.692991, 7.2898994 52.6929904)",,,,
544316883,False,Nicolaus-Augustin-Straße,residential,20,True,30.389000000000003,"LINESTRING (7.2894806 52.6919622, 7.2895392 52.6919567, 7.2895662 52.6919542, 7.2896704 52.6919485, 7.2899292 52.6919356)",,,,
27498697,False,Hinterstraße,residential,20,False,54.655,"LINESTRING (7.2909459 52.6904378, 7.2909446 52.6904712, 7.290937 52.6905131, 7.2907955 52.6907547, 7.2907782 52.690817, 7.2907664 52.690869, 7.2907609 52.6909128)",,,,
28918058,True,Nagelshof,residential,30,False,135.552,"LINESTRING (7.2909459 52.6904378, 7.2909138 52.6904423, 7.2908569 52.69044, 7.2903216 52.6903112, 7.2902062 52.690295, 7.2897504 52.6902959, 7.2896652 52.690295, 7.2893147 52.6902965, 7.2892013 52.6903059, 7.2890801 52.6903387, 7.2890141 52.6903741)",,,,
"[836844706, 28961446, 889452042, 480379821, 29053390, 473521851]",False,Bahnhofstraße,residential,,False,254.74700000000004,"LINESTRING (7.298026 52.6954252, 7.2980233 52.6954714, 7.2980186 52.695551, 7.2980074 52.6955679, 7.2979961 52.695585, 7.2979213 52.6956474, 7.2973405 52.6959564, 7.2973053 52.6959751, 7.2972968 52.6959789, 7.2971548 52.6960425, 7.2969801 52.6961226, 7.2968328 52.6961922, 7.2967846 52.6962048, 7.2967193 52.6962088, 7.2966637 52.6962028, 7.2966258 52.6961958, 7.2965796 52.6961774, 7.2965197 52.6961435, 7.2962756 52.6959469, 7.2960627 52.6957647, 7.2959998 52.6956987, 7.2959602 52.6956521, 7.2959221 52.6956036, 7.295852 52.6955305, 7.2957794 52.6954643, 7.2957102 52.6954129, 7.2956917 52.6953992, 7.2956683 52.6953768, 7.2956188 52.6953295)",,,,
"[28918089, 1107709684]",False,Kolpingstraße,residential,30,True,166.707,"LINESTRING (7.298026 52.6954252, 7.2979651 52.6954187, 7.2972737 52.6953444, 7.2970088 52.6953178, 7.2965339 52.6952702, 7.2964707 52.6952622, 7.2962572 52.6952385, 7.2960943 52.6952218, 7.2960089 52.6952241, 7.2958863 52.6952512, 7.295788 52.6952796, 7.295699 52.6953056, 7.2956188 52.6953295)",,,,
"[28918089, 1107709684]",False,Kolpingstraße,residential,30,False,166.70700000000002,"LINESTRING (7.2956188 52.6953295, 7.295699 52.6953056, 7.295788 52.6952796, 7.2958863 52.6952512, 7.2960089 52.6952241, 7.2960943 52.6952218, 7.2962572 52.6952385, 7.2964707 52.6952622, 7.2965339 52.6952702, 7.2970088 52.6953178, 7.2972737 52.6953444, 7.2979651 52.6954187, 7.298026 52.6954252)",,,,
"[836844706, 28961446, 889452042, 480379821, 29053390, 473521851]",False,Bahnhofstraße,residential,,True,254.74699999999999,"LINESTRING (7.2956188 52.6953295, 7.2956683 52.6953768, 7.2956917 52.6953992, 7.2957102 52.6954129, 7.2957794 52.6954643, 7.295852 52.6955305, 7.2959221 52.6956036, 7.2959602 52.6956521, 7.2959998 52.6956987, 7.2960627 52.6957647, 7.2962756 52.6959469, 7.2965197 52.6961435, 7.2965796 52.6961774, 7.2966258 52.6961958, 7.2966637 52.6962028, 7.2967193 52.6962088, 7.2967846 52.6962048, 7.2968328 52.6961922, 7.2969801 52.6961226, 7.2971548 52.6960425, 7.2972968 52.6959789, 7.2973053 52.6959751, 7.2973405 52.6959564, 7.2979213 52.6956474, 7.2979961 52.695585, 7.2980074 52.6955679, 7.2980186 52.695551, 7.2980233 52.6954714, 7.298026 52.6954252)",,,,
