osmid,oneway,name,highway,maxspeed,reversed,length,geometry,bridge,ref,lanes
112661264,True,Friedrichstraße,residential,50,False,53.025,"LINESTRING (7.7707736 49.7272815, 7.7709134 49.7272793, 7.7709826 49.7272803, 7.7710511 49.7272855, 7.7711959 49.7273023, 7.7712469 49.7273047, 7.7712913 49.7272999, 7.771401 49.7272734, 7.7714938 49.7272506)",,,
266722286,True,Kirchenstraße,residential,50,False,100.044,"LINESTRING (7.7707736 49.7272815, 7.770894 49.7273345, 7.7712428 49.7274653, 7.7713324 49.7274987, 7.7713619 49.7275086, 7.7714691 49.7275795, 7.7715659 49.7276516, 7.7717129 49.727718, 7.7718921 49.7278069)",,,
104111524,True,Wilhelmstraße,residential,50,False,45.137,"LINESTRING (7.7720352 49.7269878, 7.7721857 49.727058, 7.7723641 49.7271395, 7.772443 49.7271837, 7.7724499 49.7271892, 7.772484 49.7272165, 7.7725091 49.7272476)",,,
281136553,False,Friedrichstraße,residential,50,False,26.534000000000002,"LINESTRING (7.7720352 49.7269878, 7.7720074 49.7269628, 7.7720043 49.7269318, 7.7720202 49.7269073, 7.7720489 49.7268795, 7.7720865 49.7268523, 7.7721157 49.7268352, 7.7721879 49.7268064)",,,
104111762,False,Kanalstraße,residential,50,False,173.845,"LINESTRING (7.772827 49.7265219, 7.7727583 49.7264302, 7.772692 49.7263595, 7.7726165 49.7262962, 7.7725335 49.7262361, 7.7724087 49.7261646, 7.7723503 49.726135, 7.7722739 49.7260963, 7.7721454 49.72604, 7.7721235 49.7260328, 7.7720192 49.7259984, 7.7719377 49.7259789, 7.7718415 49.7259678, 7.7717709 49.7259648, 7.7717019 49.7259679, 7.7715972 49.7259757, 7.7709527 49.7260831, 7.7708024 49.7261056)",,,
266722288,False,Luitpoldstraße,residential,50,True,55.92,"LINESTRING (7.772827 49.7265219, 7.772604 49.7266373, 7.7725145 49.7266792, 7.7724302 49.7267186, 7.7722961 49.7267665, 7.7721879 49.7268064)",,,
"[640503800, 640503801, 161746320]",False,Luitpoldstraße,residential,50,False,31.449,"LINESTRING (7.772827 49.7265219, 7.7729016 49.726494, 7.7729986 49.7264473, 7.7730699 49.7264225, 7.7731263 49.7264067, 7.7732093 49.7263879)",yes,,
98475769,False,Am Klausengarten,tertiary,50,False,76.926,"LINESTRING (7.7742191 49.725598, 7.7742687 49.725625, 7.7743065 49.7256613, 7.7743766 49.7257651, 7.7744233 49.7258381, 7.7744337 49.7258516, 7.7744795 49.7259114, 7.7745507 49.7259877, 7.774629 49.7260506, 7.7747185 49.7261006, 7.7748266 49.7261503)",,K 17,
"[161746321, 106971355]",False,Ludwig-Keiper-Straße,residential,50,True,171.75900000000001,"LINESTRING (7.7742191 49.725598, 7.7742383 49.7255685, 7.7742751 49.7255377, 7.7747468 49.7252166, 7.7747835 49.7251633, 7.7748017 49.7250992, 7.7748387 49.7248782, 7.7748571 49.7247217, 7.7748736 49.7246356, 7.7749041 49.7245483, 7.774966 49.7244021, 7.7750148 49.7243051, 7.7750697 49.7242134)",,,
266580603,False,Spitalstraße,tertiary,50,True,127.776,"LINESTRING (7.7742191 49.725598, 7.7741545 49.7256018, 7.7740992 49.7256155, 7.7740579 49.725634, 7.774017 49.7256641, 7.7739842 49.7257006, 7.7739657 49.725739, 7.773856 49.7261473, 7.7738327 49.7261929, 7.7738147 49.7262172, 7.7737857 49.7262387, 7.7736958 49.7262853, 7.773497 49.726365, 7.7733894 49.726407, 7.7732748 49.7264564)",,K 17,
"[475131651, 1013163925]",False,Bergstraße,tertiary,50,True,151.608,"LINESTRING (7.7673642 49.7267245, 7.7674235 49.7267466, 7.7675448 49.726777, 7.7678167 49.7268306, 7.7679268 49.7268498, 7.7680342 49.7268601, 7.7681535 49.7268647, 7.7683624 49.726867, 7.7686643 49.726862, 7.7687987 49.726854, 7.7689232 49.7268419, 7.7691433 49.7268088, 7.7693524 49.7267659, 7.7694124 49.7267465)",,K 20,2
475131652,False,Berliner Straße,residential,50,False,69.797,"LINESTRING (7.7673642 49.7267245, 7.7672974 49.7267551, 7.7672164 49.7267773, 7.7671108 49.7267959, 7.7664314 49.7268799)",,,
266724333,False,Wilhelmstraße,secondary,50,True,27.861,"LINESTRING (7.7751156 49.7292807, 7.7751216 49.7292525, 7.7750956 49.7291976, 7.7750062 49.7291155, 7.7749411 49.7290669)",,L 379,2
266724334,False,Windenstraße,secondary,50,False,40.908,"LINESTRING (7.7751156 49.7292807, 7.7751033 49.7293276, 7.7750776 49.7296475)",,L 379,2
971147722,False,Robert-Koch-Straße,primary,50,True,28.781,"LINESTRING (7.7751156 49.7292807, 7.7749691 49.7292619, 7.774831 49.7292555, 7.7747184 49.7292566)",,B 420,2
971147723,False,Richard-Müller-Straße,primary,50,False,238.622,"LINESTRING (7.7751156 49.7292807, 7.7754391 49.7293401, 7.7756252 49.7293756, 7.7765247 49.7295471, 7.7766458 49.7295654, 7.7767585 49.7295742, 7.7768531 49.7295743, 7.7769901 49.7295631, 7.77732 49.7295278, 7.777619 49.7294896, 7.7783325 49.7293579)",,B 420,2
104111450,False,Bahnhofstraße,residential,50,False,43.252,"LINESTRING (7.7744454 49.7281249, 7.7750199 49.7282406)",,,
"[1004103801, 1004103802, 684766207]",False,Landsbergstraße,secondary,50,True,213.794,"LINESTRING (7.7744454 49.7281249, 7.7745106 49.727983, 7.7745196 49.7279455, 7.7745179 49.7279039, 7.7745038 49.727863, 7.7744703 49.7278224, 7.7738502 49.7272942, 7.7737197 49.7271732, 7.7736813 49.7271078, 7.7736706 49.7270377, 7.773656 49.7268769, 7.773642 49.7268305, 7.7736216 49.7267816, 7.7736029 49.726751, 7.7735769 49.7267173, 7.7735526 49.7266894, 7.7735419 49.7266771, 7.7735238 49.7266563, 7.7734202 49.7265744, 7.7732748 49.7264564)",,L 379,
746505518,False,Landsbergstraße,secondary,50,False,24.489,"LINESTRING (7.7744454 49.7281249, 7.7743944 49.7281976, 7.7743861 49.7282094, 7.7743344 49.7282912, 7.7743116 49.7283274)",,L 379,
"[746505514, 104111450]",False,Bahnhofstraße,residential,50,True,284.60299999999995,"LINESTRING (7.7783325 49.7293579, 7.7783191 49.7293007, 7.7783041 49.7292363, 7.7782723 49.7291105, 7.7782446 49.7290654, 7.7781975 49.7290319, 7.7781152 49.7290047, 7.7773965 49.7288608, 7.7766329 49.7287062, 7.7764343 49.7286706, 7.7761469 49.7286289, 7.776075 49.728615, 7.7760037 49.7285978, 7.7752307 49.7283038, 7.7751385 49.7282687, 7.7750199 49.7282406)",,,
971147723,False,Richard-Müller-Straße,primary,50,True,238.622,"LINESTRING (7.7783325 49.7293579, 7.777619 49.7294896, 7.77732 49.7295278, 7.7769901 49.7295631, 7.7768531 49.7295743, 7.7767585 49.7295742, 7.7766458 49.7295654, 7.7765247 49.7295471, 7.7756252 49.7293756, 7.7754391 49.7293401, 7.7751156 49.7292807)",,B 420,2
