osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,access
"[315202234, 1028611756, 38050870]","['2', '3']",B 169,Lößnitzer Straße,primary,50,False,False,313.337,yes,"LINESTRING (12.699744 50.5914558, 12.6997224 50.5914197, 12.6996945 50.5913853, 12.6996605 50.5913533, 12.6995578 50.5912809, 12.698813 50.5907787, 12.6984836 50.5905502, 12.6983197 50.590421, 12.6981728 50.5903011, 12.6980325 50.590178, 12.6978989 50.590052, 12.6977721 50.5899232, 12.6976523 50.5897917, 12.6975396 50.5896577, 12.6974342 50.5895214, 12.6973361 50.5893828, 12.6972404 50.5892428, 12.6971884 50.5891796)",
48229347,,,Lößnitzer Straße,residential,,False,True,100.807,,"LINESTRING (12.699744 50.5914558, 12.6998138 50.5914027, 12.6999002 50.5913211, 12.6999622 50.5912244, 12.7000914 50.5909218, 12.7001046 50.5908571, 12.7001023 50.590799, 12.7000859 50.5907456, 12.7000461 50.5906974, 12.7000047 50.5906648, 12.6999431 50.5906385)",
372400844,3,B 101,Schneeberger Straße,primary,50,False,True,4.057,,"LINESTRING (12.699661 50.5869044, 12.6997147 50.5868914)",
68493427,3,B 101,Goethestraße,primary,50,False,True,57.136,,"LINESTRING (12.699661 50.5869044, 12.6994603 50.5869506, 12.6990936 50.5870401, 12.6990141 50.5870633, 12.6989628 50.5870838, 12.6989223 50.5871073)",
312448099,,,Schneeberger Straße,residential,,True,False,59.346,,"LINESTRING (12.699661 50.5869044, 12.6997479 50.5870705, 12.6998777 50.587372, 12.6998968 50.5874165)",
13892639,1,,Bahnhofstraße,residential,,True,False,86.582,,"LINESTRING (12.7016467 50.5863611, 12.7017334 50.5864664, 12.701897 50.5866554, 12.7022315 50.5870455)",
"[31198764, 24721885, 31198766]",3,B 101,Schneeberger Straße,primary,50,False,False,148.626,yes,"LINESTRING (12.7016467 50.5863611, 12.7014623 50.586414, 12.7013718 50.586441, 12.7009021 50.5865708, 12.7008739 50.5865789, 12.7003312 50.5867268, 12.7002724 50.5867441, 12.699962 50.5868323, 12.6999265 50.5868409, 12.6998718 50.5868543, 12.6997147 50.5868914)",
"[68493409, 362275311]","['2', '3']",B 283,Wettinerstraße,primary,50,False,True,116.55199999999999,,"LINESTRING (12.7016467 50.5863611, 12.7015616 50.5862477, 12.7015218 50.5861964, 12.7014296 50.5860663, 12.7013779 50.5859452, 12.7013402 50.5858296, 12.7012995 50.5857385, 12.7010877 50.5853783)",
232379298,3,B 101,Altmarkt,primary,50,False,True,73.995,,"LINESTRING (12.7016467 50.5863611, 12.701866 50.5862989, 12.7019218 50.5862831, 12.702605 50.5860916)",
"[768650689, 25996162, 42655165]",2,,"['Bahnhofstraße', 'Muldentalbrücke']",residential,50,False,False,156.25900000000001,yes,"LINESTRING (12.702551 50.5875299, 12.7026475 50.5876837, 12.7026816 50.5877813, 12.7026849 50.5878819, 12.702626 50.5879923, 12.7024688 50.5881707, 12.7024374 50.5882336, 12.7023858 50.5884417, 12.7023533 50.5887699, 12.7023418 50.5888823)",
