osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,bridge
"[59151594, 817565999]","['2', '3']",B 311,Ehinger Straße,primary,50,False,True,43.277,"LINESTRING (9.8955684 48.3283975, 9.8956356 48.3284755, 9.8956773 48.3285134, 9.8959058 48.3287149)",,
432814421,,,,primary,50,True,False,22.562,"LINESTRING (9.8955684 48.3283975, 9.8955145 48.3284114, 9.895471 48.3284147, 9.8954206 48.3284106, 9.8953776 48.3283997, 9.8953309 48.3283775, 9.8952998 48.328352)",roundabout,
327881090,,,,primary,50,True,False,21.648999999999997,"LINESTRING (9.8952998 48.328352, 9.8952802 48.3283246, 9.8952702 48.328293, 9.895271 48.3282646, 9.8952815 48.3282358, 9.8953057 48.3282049, 9.8953463 48.3281765)",roundabout,
"[26195552, 329465249, 327881091]",,L 240,Donaustetter Straße,secondary,50,False,True,196.43000000000004,"LINESTRING (9.8952998 48.328352, 9.8951567 48.3283911, 9.895099 48.3284054, 9.8950308 48.3284223, 9.8948356 48.3284708, 9.894747 48.3284869, 9.894589 48.3285155, 9.8944001 48.3285498, 9.8942685 48.3285621, 9.8942455 48.3285643, 9.8941075 48.3285687, 9.8940666 48.3285657, 9.8938688 48.3285515, 9.8937362 48.3285367, 9.8936838 48.3285308, 9.8935682 48.3285104, 9.8934019 48.3284498, 9.8933445 48.3284269, 9.8932865 48.3284038, 9.8929839 48.3282609, 9.8928451 48.3281943)",,
67486813,,,,primary,50,True,False,31.112,"LINESTRING (9.8953463 48.3281765, 9.895387 48.32816, 9.8954361 48.32815, 9.8954831 48.3281484, 9.8955458 48.328158, 9.8955845 48.328172, 9.8956246 48.3281965, 9.8956555 48.3282309, 9.8956687 48.3282641)",roundabout,
"[175446289, 175446290, 157976724, 59151605, 59151606, 239313814]","['2', '3']",B 311,Ehinger Straße,primary,"['50', '30']",False,False,281.086,"LINESTRING (9.8953463 48.3281765, 9.8952355 48.3281115, 9.8951282 48.3280294, 9.8950061 48.3279263, 9.8947674 48.3277307, 9.8945503 48.3275521, 9.8943153 48.3273598, 9.8941228 48.3272023, 9.8939911 48.3270931, 9.8938381 48.326956, 9.8936116 48.3267637, 9.8930468 48.326273, 9.8929671 48.3262071)",,yes
"[1028093710, 8039831]",,,Donaustetter Straße,residential,50,False,False,138.63700000000003,"LINESTRING (9.8956687 48.3282641, 9.8958299 48.3282635, 9.8959934 48.3282671, 9.896474 48.3282848, 9.8965309 48.3282869, 9.896888 48.328326, 9.8969444 48.3283322, 9.8969615 48.328335, 9.8971496 48.3283651, 9.8972715 48.3283847, 9.8974723 48.3284167, 9.897521 48.3284245)",,
67486813,,,,primary,50,True,False,17.56,"LINESTRING (9.8956687 48.3282641, 9.8956687 48.3282987, 9.8956558 48.3283315, 9.8956345 48.3283575, 9.8956074 48.3283785, 9.8955684 48.3283975)",roundabout,
67486818,,,,primary,50,True,False,16.067,"LINESTRING (9.8929671 48.3262071, 9.8929373 48.3262174, 9.8928868 48.326228, 9.8928511 48.3262293, 9.8927845 48.326218, 9.8927612 48.3262099)",roundabout,
"[175446289, 175446290, 157976724, 59151605, 239313814, 59151606]","['2', '3']",B 311,Ehinger Straße,primary,"['50', '30']",False,True,281.08599999999996,"LINESTRING (9.8929671 48.3262071, 9.8930468 48.326273, 9.8936116 48.3267637, 9.8938381 48.326956, 9.8939911 48.3270931, 9.8941228 48.3272023, 9.8943153 48.3273598, 9.8945503 48.3275521, 9.8947674 48.3277307, 9.8950061 48.3279263, 9.8951282 48.3280294, 9.8952355 48.3281115, 9.8953463 48.3281765)",,yes
76246236,,,Erlenbachstraße,secondary,50,False,True,20.776,"LINESTRING (9.8927612 48.3262099, 9.8926993 48.3262665, 9.8926865 48.3263176, 9.8926905 48.3263826)",,
327881086,,,,primary,50,True,False,25.41,"LINESTRING (9.8927612 48.3262099, 9.8927029 48.3261642, 9.8926853 48.3261178, 9.892693 48.3260788, 9.8927248 48.3260395, 9.8927662 48.3260151)",roundabout,
"[157976722, 239313815]","['2', '3']",B 311,Ehinger Straße,primary,30,False,False,41.512,"LINESTRING (9.8927662 48.3260151, 9.8926985 48.3259477, 9.892667 48.325919, 9.8925628 48.3258237, 9.8924398 48.3257114)",,
327881088,,,,primary,50,True,False,20.029,"LINESTRING (9.8927662 48.3260151, 9.8928286 48.3259988, 9.8929003 48.3260001, 9.8929756 48.326026, 9.8930066 48.3260498)",roundabout,
327881087,,,,primary,50,True,False,19.327,"LINESTRING (9.8930066 48.3260498, 9.8930266 48.3260779, 9.8930348 48.3261106, 9.8930263 48.3261489, 9.8930037 48.3261793, 9.8929671 48.3262071)",roundabout,
26178753,,,Bahnhofstraße,residential,30,True,False,49.198,"LINESTRING (9.8924398 48.3257114, 9.8925095 48.3256787, 9.8927256 48.3255772, 9.8929716 48.3254458)",,
"[157976722, 239313815]","['2', '3']",B 311,Ehinger Straße,primary,30,False,True,41.512,"LINESTRING (9.8924398 48.3257114, 9.8925628 48.3258237, 9.892667 48.325919, 9.8926985 48.3259477, 9.8927662 48.3260151)",,
"[476357288, 327881084]","['2', '3']",B 311,Ehinger Straße,primary,30,False,False,114.835,"LINESTRING (9.8924398 48.3257114, 9.8923725 48.3256521, 9.8921545 48.3254601, 9.8919934 48.3253118, 9.8919234 48.3252472, 9.8918809 48.3252081, 9.891754 48.325072, 9.8916893 48.3250024, 9.8915608 48.3248611)",,
