osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,width,ref,bridge,junction
"[708466932, 218178276]",2,Friedrich-List-Straße,secondary,50,False,True,62.515,"LINESTRING (9.01155 48.6877601, 9.0116685 48.687798, 9.0117744 48.6878308, 9.0121834 48.6879636, 9.0123159 48.6880059)",,K 1055,,
"[671200712, 41948774]","['2', '3']",Sindelfinger Straße,secondary,50,False,True,168.09799999999998,"LINESTRING (9.01155 48.6877601, 9.0115217 48.6877992, 9.0115008 48.6878281, 9.0114392 48.6879183, 9.0111816 48.6882717, 9.0110469 48.6884218, 9.0109509 48.6885231, 9.0107551 48.6886949, 9.0104711 48.6889286, 9.0103398 48.6890343)",,,,
547751354,,Poststraße,secondary,30,True,False,8.867,"LINESTRING (9.0138776 48.684593, 9.0139241 48.6846666)",,,,
49134506,,Marktstraße,living_street,,False,True,36.75,"LINESTRING (9.0138776 48.684593, 9.0135154 48.6846209, 9.0133876 48.6846515)",,,,
4962832,1,Poststraße,secondary,30,True,False,23.079,"LINESTRING (9.0136383 48.6840054, 9.0137377 48.6840334, 9.0138086 48.6840647, 9.0138397 48.6840918, 9.0138677 48.6841338)",,,,
42104502,1,Poststraße,secondary,30,True,False,28.936,"LINESTRING (9.0136383 48.6840054, 9.0137579 48.6839918, 9.0138704 48.6839895, 9.0139349 48.6839829, 9.0140178 48.6839523)",4.3,L 1185,,
24620010,,Querstraße,residential,,False,False,59.784000000000006,"LINESTRING (9.0156281 48.6870219, 9.0152638 48.6870105, 9.0150636 48.6869865, 9.0148229 48.6869523)",,,,
26561166,,Stuttgarter Straße,secondary,30,False,False,148.434,"LINESTRING (9.0156281 48.6870219, 9.0156238 48.6870036, 9.0155812 48.6868218, 9.0155796 48.6867948, 9.0155768 48.6867479, 9.015557 48.6864185, 9.0155532 48.6863553, 9.01555 48.6863019, 9.0155624 48.6861117, 9.0155741 48.6859433, 9.0155816 48.685841, 9.0155849 48.6857955, 9.0156077 48.6856914)",,,,
26561166,,Stuttgarter Straße,secondary,30,False,True,78.769,"LINESTRING (9.0156281 48.6870219, 9.0156903 48.687163, 9.0157632 48.6872952, 9.0158928 48.6874941, 9.0160304 48.687677)",,,,
4962851,,Postplatz,tertiary,20,False,False,92.43599999999999,"LINESTRING (9.0156077 48.6856914, 9.0156931 48.685698, 9.0158417 48.685714, 9.0159463 48.6857327, 9.016697 48.6858672, 9.0168261 48.6858963)",6,,,
26561166,,Stuttgarter Straße,secondary,30,False,True,148.43399999999997,"LINESTRING (9.0156077 48.6856914, 9.0155849 48.6857955, 9.0155816 48.685841, 9.0155741 48.6859433, 9.0155624 48.6861117, 9.01555 48.6863019, 9.0155532 48.6863553, 9.015557 48.6864185, 9.0155768 48.6867479, 9.0155796 48.6867948, 9.0155812 48.6868218, 9.0156238 48.6870036, 9.0156281 48.6870219)",,,,
42104155,1,Postplatz,secondary,30,True,False,32.595,"LINESTRING (9.0156077 48.6856914, 9.0153676 48.6856999, 9.0151643 48.6857069)",,,,
4962851,,Postplatz,tertiary,20,False,True,92.43599999999999,"LINESTRING (9.0168261 48.6858963, 9.016697 48.6858672, 9.0159463 48.6857327, 9.0158417 48.685714, 9.0156931 48.685698, 9.0156077 48.6856914)",6,,,
13891976,,Am Käppele,tertiary,50,False,False,29.650000000000002,"LINESTRING (9.0168261 48.6858963, 9.0169727 48.6859272, 9.0172199 48.6859519)",,,,
13892112,,Lauchstraße,residential,30,False,True,137.943,"LINESTRING (9.0168261 48.6858963, 9.0168089 48.6859326, 9.0167579 48.6861008, 9.0167553 48.6862428, 9.0167724 48.6871317)",7.5,,,
26567977,,Lange Straße,tertiary,30,False,True,77.638,"LINESTRING (9.0168261 48.6858963, 9.016884 48.6857759, 9.0170678 48.6855131, 9.0171553 48.6853907, 9.017233 48.6852883, 9.0172551 48.6852592)",6.3,,,
"[195108018, 36927812]","['2', '1']",Wolfgang-Brumme-Allee,primary,50,True,False,122.546,"LINESTRING (9.0074642 48.6886125, 9.0078145 48.6883974, 9.0079949 48.6882972, 9.008653 48.6878401)",3.3,L 1185,,
316860060,1,,primary,50,True,False,12.411,"LINESTRING (9.0074642 48.6886125, 9.007511 48.6886249, 9.0075566 48.6886497, 9.0075846 48.6886844)",,,,roundabout
43666536,,Steinbeisstraße,residential,50,False,False,326.2369999999999,"LINESTRING (9.0055727 48.6816395, 9.0056337 48.6816511, 9.0057941 48.6816816, 9.0060598 48.6817446, 9.0064731 48.681846, 9.0065211 48.6818571, 9.0073315 48.6820504, 9.0073784 48.6820618, 9.00808 48.6822307, 9.0081703 48.682267, 9.0082508 48.6822994, 9.0083352 48.6823334, 9.0085806 48.6824498, 9.0086126 48.682465, 9.008975 48.6826959, 9.0093048 48.682906, 9.0093416 48.6829284, 9.0093644 48.6829461, 9.0093979 48.6829727, 9.0094229 48.682994)",5.7,,,
46152211,2,Berliner Straße,tertiary,50,False,True,145.553,"LINESTRING (9.0055727 48.6816395, 9.0054246 48.6818696, 9.0052415 48.6821774, 9.0052088 48.6822299, 9.0048134 48.6828486)",8.3,,,
336643417,2,Berliner Straße,tertiary,50,False,False,130.983,"LINESTRING (9.0055727 48.6816395, 9.00567 48.6814962, 9.0062218 48.6805425)",,,,
43666536,,Steinbeisstraße,residential,50,False,False,7.824,"LINESTRING (9.0094229 48.682994, 9.0094841 48.6830516)",5.7,,,
"[42891072, 180332367]","['2', '1']",Parkstraße,secondary,50,True,False,117.32000000000001,"LINESTRING (9.0094229 48.682994, 9.0096539 48.6828779, 9.010023 48.6826709, 9.0103066 48.682408, 9.0105084 48.6822318)",,,,
43666536,,Steinbeisstraße,residential,50,False,True,326.237,"LINESTRING (9.0094229 48.682994, 9.0093979 48.6829727, 9.0093644 48.6829461, 9.0093416 48.6829284, 9.0093048 48.682906, 9.008975 48.6826959, 9.0086126 48.682465, 9.0085806 48.6824498, 9.0083352 48.6823334, 9.0082508 48.6822994, 9.0081703 48.682267, 9.00808 48.6822307, 9.0073784 48.6820618, 9.0073315 48.6820504, 9.0065211 48.6818571, 9.0064731 48.681846, 9.0060598 48.6817446, 9.0057941 48.6816816, 9.0056337 48.6816511, 9.0055727 48.6816395)",5.7,,,
"[23332198, 5090079]",,Breslauer Straße,residential,30,False,False,149.45,"LINESTRING (9.0062218 48.6805425, 9.0062814 48.6805539, 9.0064015 48.6805769, 9.0065435 48.6806001, 9.0071018 48.6806966, 9.0072744 48.6807304, 9.0076447 48.6808016, 9.0081265 48.6808832, 9.0081875 48.6808906)","['5', '4.3']",,,
336643417,2,Berliner Straße,tertiary,50,False,True,130.983,"LINESTRING (9.0062218 48.6805425, 9.00567 48.6814962, 9.0055727 48.6816395)",,,,
1198017626,,Maurener Weg,living_street,,False,True,24.18,"LINESTRING (9.0081875 48.6808906, 9.0085101 48.6809344)",5,,,
1198017627,,Maurener Weg,living_street,,False,False,16.896,"LINESTRING (9.0081875 48.6808906, 9.0083676 48.680796)",5,,,
"[23332198, 5090079]",,Breslauer Straße,residential,30,False,True,149.45000000000002,"LINESTRING (9.0081875 48.6808906, 9.0081265 48.6808832, 9.0076447 48.6808016, 9.0072744 48.6807304, 9.0071018 48.6806966, 9.0065435 48.6806001, 9.0064015 48.6805769, 9.0062814 48.6805539, 9.0062218 48.6805425)","['5', '4.3']",,,
"[671266230, 162123934]",2,Poststraße,secondary,30,True,False,43.117000000000004,"LINESTRING (9.0130563 48.6840453, 9.0131624 48.6840272, 9.0133207 48.684013, 9.0134546 48.6840063, 9.0136383 48.6840054)",,L 1185,,
"[9109640, 6114764, 6114767, 38085656, 38085657, 364635099]",,Tübinger Straße,"['residential', 'living_street']",,False,True,276.994,"LINESTRING (9.0130563 48.6840453, 9.0130323 48.6840077, 9.0129758 48.6839524, 9.0126392 48.6836842, 9.0125959 48.6836486, 9.0124525 48.6835385, 9.0123737 48.6834646, 9.0123648 48.6834571, 9.0121488 48.6832663, 9.0117683 48.6829374, 9.0115252 48.6827806, 9.011242 48.6826259, 9.0106489 48.6822905, 9.0105084 48.6822318)","['5.7', '5.5', '7.6']",,yes,
13873687,,Schafgasse,residential,30,False,True,111.74900000000002,"LINESTRING (9.0167764 48.6832725, 9.0167002 48.6833348, 9.0163926 48.6836411, 9.0162201 48.6838326, 9.0162095 48.6838443, 9.0161714 48.6838924, 9.0160617 48.684011, 9.0159629 48.6841208)",5.6,,,
149053386,,Herrschaftsgartenstraße,residential,50,False,True,144.106,"LINESTRING (9.0167764 48.6832725, 9.016719 48.6832525, 9.0166627 48.6832321, 9.0160055 48.6829725, 9.0159954 48.6829685, 9.0154272 48.6827464, 9.0151861 48.6826521, 9.0150866 48.6826132)",6,,,
"[26567961, 671274087]",3,Schafgasse,tertiary,30,False,False,73.09100000000001,"LINESTRING (9.0167764 48.6832725, 9.0168491 48.6832091, 9.0171112 48.6830043, 9.0171222 48.6829944, 9.0172598 48.6828748, 9.0173101 48.6828171, 9.0173252 48.6828, 9.0173489 48.6827412)",,,,
"[26567961, 671274087]",3,Schafgasse,tertiary,30,False,True,73.091,"LINESTRING (9.0173489 48.6827412, 9.0173252 48.6828, 9.0173101 48.6828171, 9.0172598 48.6828748, 9.0171222 48.6829944, 9.0171112 48.6830043, 9.0168491 48.6832091, 9.0167764 48.6832725)",,,,
61011319,,Schönaicher Straße,tertiary,30,False,False,67.226,"LINESTRING (9.0173489 48.6827412, 9.0173614 48.6826663, 9.0173641 48.6822519, 9.0173461 48.6821377)",7.4,,,
13861746,,Schönaicher Straße,tertiary,30,False,False,106.908,"LINESTRING (9.0173461 48.6821377, 9.0173627 48.6820323, 9.0174055 48.6819196, 9.0175563 48.6817447, 9.0179652 48.6812793)",8,,,
13958691,,Spielbergstraße,tertiary,50,False,True,166.31,"LINESTRING (9.0173461 48.6821377, 9.0172807 48.682122, 9.0169515 48.6820835, 9.016907 48.6820785, 9.016652 48.6820484, 9.0159818 48.68197, 9.0159626 48.6819677, 9.0152907 48.6819013, 9.0151856 48.6818981, 9.0151135 48.6818931)",7,,,
61011319,,Schönaicher Straße,tertiary,30,False,True,67.226,"LINESTRING (9.0173461 48.6821377, 9.0173641 48.6822519, 9.0173614 48.6826663, 9.0173489 48.6827412)",7.4,,,
8050508,2,Friedrich-List-Straße,secondary,50,False,False,102.167,"LINESTRING (9.0144404 48.6886673, 9.0131888 48.6882654)",,K 1055,,
8050508,2,Friedrich-List-Straße,secondary,50,False,True,107.34799999999998,"LINESTRING (9.0144404 48.6886673, 9.0149146 48.6887713, 9.0154678 48.6888893, 9.0158329 48.688962)",,K 1055,,
26833867,,Hauffstraße,residential,,False,False,26.048000000000002,"LINESTRING (9.0144404 48.6886673, 9.0144684 48.688622, 9.0145781 48.6884514)",,,,
"[9109637, 13873686]",,Pestalozzistraße,"['residential', 'living_street']",,False,False,135.345,"LINESTRING (9.0143774 48.6834998, 9.01478 48.6836554, 9.0148759 48.6836924, 9.0149743 48.6837304, 9.0155791 48.683964, 9.0159629 48.6841208)",5,,,
"[836816192, 836816196]",2,Klaffensteinstraße,secondary,30,False,False,56.823,"LINESTRING (9.0143774 48.6834998, 9.0142418 48.6836663, 9.0141326 48.6838057, 9.0140178 48.6839523)",,L 1185,,
"[41948042, 836816196]",2,Klaffensteinstraße,secondary,30,False,True,65.63,"LINESTRING (9.0143774 48.6834998, 9.0144408 48.6834276, 9.0146859 48.6831717, 9.0148284 48.6829907)",8.1,L 1185,,
"[13861748, 148607639]",,"['Schafgasse', 'Breite Gasse']",living_street,,False,True,68.369,"LINESTRING (9.0159629 48.6841208, 9.0156555 48.6844612, 9.015635 48.6844839, 9.0156176 48.6844974, 9.0155401 48.6845578, 9.0154341 48.6846224)",,,,
"[9109637, 13873686]",,Pestalozzistraße,"['living_street', 'residential']",,False,True,135.345,"LINESTRING (9.0159629 48.6841208, 9.0155791 48.683964, 9.0149743 48.6837304, 9.0148759 48.6836924, 9.01478 48.6836554, 9.0143774 48.6834998)",5,,,
13873687,,Schafgasse,residential,30,False,False,111.749,"LINESTRING (9.0159629 48.6841208, 9.0160617 48.684011, 9.0161714 48.6838924, 9.0162095 48.6838443, 9.0162201 48.6838326, 9.0163926 48.6836411, 9.0167002 48.6833348, 9.0167764 48.6832725)",5.6,,,
46152211,2,Berliner Straße,tertiary,50,False,False,145.553,"LINESTRING (9.0048134 48.6828486, 9.0052088 48.6822299, 9.0052415 48.6821774, 9.0054246 48.6818696, 9.0055727 48.6816395)",8.3,,,
10634446,,Rosensteinstraße,residential,30,False,True,78.73400000000001,"LINESTRING (9.0179652 48.6812793, 9.0178683 48.6812354, 9.0174928 48.6811008, 9.0173875 48.6810788, 9.0169733 48.6810459)",,,,
13861746,,Schönaicher Straße,tertiary,30,False,True,106.908,"LINESTRING (9.0179652 48.6812793, 9.0175563 48.6817447, 9.0174055 48.6819196, 9.0173627 48.6820323, 9.0173461 48.6821377)",8,,,
280592436,1,Herrenberger Straße,residential,50,True,False,15.023,"LINESTRING (9.0065385 48.6844639, 9.0065736 48.6844442, 9.0066319 48.6844256, 9.0067207 48.6844056)",,,,
280592440,3,Karlstraße,residential,50,False,True,72.948,"LINESTRING (9.0065385 48.6844639, 9.0065162 48.6844828, 9.0065076 48.6844931, 9.0064929 48.6845111, 9.0064551 48.6845549, 9.0064193 48.6845939, 9.0062259 48.6848302, 9.0061762 48.6848909, 9.0060563 48.6850371)",,,,
8050508,2,Friedrich-List-Straße,secondary,50,False,False,107.34799999999998,"LINESTRING (9.0158329 48.688962, 9.0154678 48.6888893, 9.0149146 48.6887713, 9.0144404 48.6886673)",,K 1055,,
8050508,2,Friedrich-List-Straße,secondary,50,False,True,134.609,"LINESTRING (9.0158329 48.688962, 9.0160202 48.688995, 9.0163823 48.6890617, 9.0169524 48.6891752, 9.0172635 48.6892473, 9.0175637 48.689351)",,K 1055,,
8050508,2,Friedrich-List-Straße,secondary,50,False,False,134.60899999999998,"LINESTRING (9.0175637 48.689351, 9.0172635 48.6892473, 9.0169524 48.6891752, 9.0163823 48.6890617, 9.0160202 48.688995, 9.0158329 48.688962)",,K 1055,,
28294415,,Apothekergasse,living_street,,False,True,54.788000000000004,"LINESTRING (9.0149222 48.6846448, 9.0149037 48.6847842, 9.0148015 48.6849686, 9.0147678 48.6850163, 9.0147114 48.6850729, 9.0146796 48.6851022)",,,,
148607639,,Breite Gasse,living_street,,False,False,37.9,"LINESTRING (9.0149222 48.6846448, 9.0151969 48.6846479, 9.0153492 48.6846393, 9.0154341 48.6846224)",,,,
148607639,,Breite Gasse,living_street,,False,True,73.665,"LINESTRING (9.0149222 48.6846448, 9.0143942 48.6846386, 9.0140442 48.684643, 9.0139241 48.6846666)",,,,
13860457,,Kelterstraße,living_street,,False,True,63.706999999999994,"LINESTRING (9.015144 48.6851515, 9.0151902 48.6850948, 9.0151998 48.6850821, 9.0152311 48.6850408, 9.0153397 48.6848973, 9.0153689 48.6848587, 9.0154316 48.6847577, 9.0154374 48.6847042, 9.0154341 48.6846224)",,,,
13861967,,Turmstraße,residential,30,False,False,78.428,"LINESTRING (9.0128008 48.6859454, 9.0128179 48.6857143, 9.0128283 48.6855842, 9.0127733 48.6855443, 9.0124574 48.6853861, 9.0124427 48.6853599)",,,,
218174863,,Untere Gasse,living_street,,False,True,101.49099999999999,"LINESTRING (9.0128008 48.6859454, 9.0125995 48.6859387, 9.0123188 48.6859104, 9.0114548 48.6857512)",3,,,
385682160,,Turmstraße,residential,30,False,True,52.402,"LINESTRING (9.0128008 48.6859454, 9.0129587 48.6861029, 9.0129805 48.6861258, 9.0130089 48.686165, 9.0130877 48.6863704)",3.5,,,
13861967,,Turmstraße,residential,30,False,True,78.428,"LINESTRING (9.0124427 48.6853599, 9.0124574 48.6853861, 9.0127733 48.6855443, 9.0128283 48.6855842, 9.0128179 48.6857143, 9.0128008 48.6859454)",,,,
"[647027033, 28581623]",,"['Marktstraße', 'Turmstraße']",residential,30,True,False,63.933,"LINESTRING (9.0124427 48.6853599, 9.0124777 48.6851508, 9.0127346 48.6849377, 9.012822 48.6848946, 9.0128476 48.6848835)","['4.5', '5']",,,
49134506,,Marktstraße,living_street,,False,False,47.308,"LINESTRING (9.0128476 48.6848835, 9.0132314 48.6847237, 9.0133876 48.6846515)",,,,
49134506,,Marktstraße,living_street,,False,False,36.75,"LINESTRING (9.0133876 48.6846515, 9.0135154 48.6846209, 9.0138776 48.684593)",,,,
49134506,,Marktstraße,living_street,,False,True,47.308,"LINESTRING (9.0133876 48.6846515, 9.0132314 48.6847237, 9.0128476 48.6848835)",,,,
49224067,,Pfarrgasse,living_street,,False,True,14.988,"LINESTRING (9.0133876 48.6846515, 9.0133294 48.6845631, 9.0132989 48.6845304)",3.8,,,
13892112,,Lauchstraße,residential,30,False,False,50.514,"LINESTRING (9.0168267 48.6876848, 9.016778 48.6875944, 9.0167747 48.6875008, 9.0167756 48.687311, 9.016776 48.6872361)",7.5,,,
671305246,,Lauchstraße,residential,30,False,True,50.589,"LINESTRING (9.0168267 48.6876848, 9.016322 48.6879184, 9.0162557 48.6879382)",,,,
26561166,,Stuttgarter Straße,secondary,30,False,False,33.423,"LINESTRING (9.0162557 48.6879382, 9.0160304 48.687677)",,,,
13865684,,Hüttentalstraße,residential,30,False,True,15.309000000000001,"LINESTRING (9.0162557 48.6879382, 9.0161343 48.6879441, 9.0160475 48.6879454)",7,,,
671305246,,Lauchstraße,residential,30,False,False,50.589,"LINESTRING (9.0162557 48.6879382, 9.016322 48.6879184, 9.0168267 48.6876848)",,,,
24239138,,Landhausstraße,residential,30,False,True,79.774,"LINESTRING (9.0115079 48.6891648, 9.012576 48.6892972)",8,,,
13865931,,Galileistraße,residential,30,False,False,142.03799999999998,"LINESTRING (9.0115079 48.6891648, 9.0115503 48.6890616, 9.0122986 48.6880311, 9.0123159 48.6880059)",8,,,
"[434916224, 24239138]",,Landhausstraße,residential,30,False,False,87.073,"LINESTRING (9.0115079 48.6891648, 9.0106763 48.6890645, 9.010505 48.6890415, 9.0104439 48.6890349, 9.0103398 48.6890343)",8,,,
8050508,2,Friedrich-List-Straße,secondary,50,False,True,70.275,"LINESTRING (9.0123159 48.6880059, 9.0130998 48.6882375, 9.0131888 48.6882654)",,K 1055,,
13865931,,Galileistraße,residential,30,False,True,142.038,"LINESTRING (9.0123159 48.6880059, 9.0122986 48.6880311, 9.0115503 48.6890616, 9.0115079 48.6891648)",8,,,
"[708466932, 218178276]",2,Friedrich-List-Straße,secondary,50,False,False,62.515,"LINESTRING (9.0123159 48.6880059, 9.0121834 48.6879636, 9.0117744 48.6878308, 9.0116685 48.687798, 9.01155 48.6877601)",,K 1055,,
24239138,,Landhausstraße,residential,30,False,False,79.774,"LINESTRING (9.012576 48.6892972, 9.0115079 48.6891648)",8,,,
13865935,,Kopernikusstraße,residential,30,False,False,123.481,"LINESTRING (9.012576 48.6892972, 9.0128421 48.6887532, 9.0131888 48.6882654)",7.5,,,
8050508,2,Friedrich-List-Straße,secondary,50,False,True,102.167,"LINESTRING (9.0131888 48.6882654, 9.0144404 48.6886673)",,K 1055,,
8050508,2,Friedrich-List-Straße,secondary,50,False,False,70.275,"LINESTRING (9.0131888 48.6882654, 9.0130998 48.6882375, 9.0123159 48.6880059)",,K 1055,,
13865935,,Kopernikusstraße,residential,30,False,True,123.481,"LINESTRING (9.0131888 48.6882654, 9.0128421 48.6887532, 9.012576 48.6892972)",7.5,,,
38364751,,Kopernikusstraße,residential,,False,False,26.232,"LINESTRING (9.0131888 48.6882654, 9.0132144 48.6882315, 9.0133283 48.6880483)",3.1,,,
13869492,,Dr.-Richard-Bonz-Straße,residential,,False,False,93.328,"LINESTRING (9.0060563 48.6850371, 9.0064259 48.6851648, 9.0066368 48.6852421, 9.0071727 48.6854385)",,,,
280592440,3,Karlstraße,residential,50,False,False,72.94800000000001,"LINESTRING (9.0060563 48.6850371, 9.0061762 48.6848909, 9.0062259 48.6848302, 9.0064193 48.6845939, 9.0064551 48.6845549, 9.0064929 48.6845111, 9.0065076 48.6844931, 9.0065162 48.6844828, 9.0065385 48.6844639)",,,,
"[145748401, 286714062]",2,Karlstraße,residential,50,False,True,48.174,"LINESTRING (9.0060563 48.6850371, 9.0058171 48.6853503, 9.0057503 48.68542)",,,,
13869492,,Dr.-Richard-Bonz-Straße,residential,,False,True,93.328,"LINESTRING (9.0071727 48.6854385, 9.0066368 48.6852421, 9.0064259 48.6851648, 9.0060563 48.6850371)",,,,
31902351,,Lyon-Sussmann-Straße,residential,50,False,True,105.751,"LINESTRING (9.0071727 48.6854385, 9.0070954 48.6855337, 9.0070735 48.6855605, 9.0070287 48.6856243, 9.0068693 48.6858112, 9.0068914 48.685848, 9.0070735 48.6859044, 9.0072138 48.6859557, 9.0075016 48.686061, 9.0075286 48.6860879)",,,,
147754426,,Dr.-Richard-Bonz-Straße,residential,20,False,False,73.374,"LINESTRING (9.0071727 48.6854385, 9.0075942 48.6855473, 9.0079636 48.6856455, 9.008103 48.6856797)",,,,
147754427,,Lyon-Sussmann-Straße,residential,50,False,True,90.297,"LINESTRING (9.0071727 48.6854385, 9.0072144 48.6853056, 9.0072189 48.6852709, 9.0072381 48.6851246, 9.0073997 48.6847754, 9.0074322 48.6847035, 9.0074507 48.6846504)",,,,
62028965,,Dr.-Richard-Bonz-Straße,living_street,,False,False,67.91,"LINESTRING (9.008103 48.6856797, 9.0084 48.6851013)",,,,
147754426,,Dr.-Richard-Bonz-Straße,residential,20,False,False,22.932000000000002,"LINESTRING (9.008103 48.6856797, 9.0082556 48.6857291, 9.008366 48.6857885)",,,,
147754426,,Dr.-Richard-Bonz-Straße,residential,20,False,True,73.374,"LINESTRING (9.008103 48.6856797, 9.0079636 48.6856455, 9.0075942 48.6855473, 9.0071727 48.6854385)",,,,
