osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,junction,width
231338910,2,Osnabrücker Straße,tertiary,30,False,False,216.408,"LINESTRING (8.1623074 52.1130045, 8.1622522 52.1128498, 8.1617147 52.1114574, 8.1616025 52.1112201, 8.1615581 52.1111138)",,
"[37495520, 1267357277]",2,Osnabrücker Straße,tertiary,30,False,True,89.22200000000001,"LINESTRING (8.1623074 52.1130045, 8.162542 52.1136324, 8.1626035 52.113786)",,
31027862,,Lerchenweg,residential,30,False,True,149.999,"LINESTRING (8.1665292 52.1136628, 8.1686001 52.1132129)",,
165409418,,Ulmenallee,residential,30,False,False,99.09,"LINESTRING (8.1665292 52.1136628, 8.1663068 52.1132864, 8.1661879 52.1130885, 8.1660334 52.1128253)",,
"[1267357284, 1267361089, 30090852]",,Amselweg,residential,30,False,True,264.454,"LINESTRING (8.1665292 52.1136628, 8.166271 52.1136927, 8.166098 52.1136929, 8.1658826 52.1136876, 8.1657917 52.1136961, 8.1656296 52.1137185, 8.1650155 52.113807, 8.1641559 52.1139261, 8.163003 52.1140823, 8.162739 52.1141193)",,
30090854,,Bachstraße,residential,30,False,False,263.77,"LINESTRING (8.1646107 52.1116735, 8.1646676 52.1115976, 8.164726 52.1115179, 8.1648363 52.1114356, 8.1650889 52.1112914, 8.1651979 52.111225, 8.1653273 52.1111461, 8.1655935 52.1109856, 8.1656904 52.1109272, 8.166028 52.1107196, 8.1660409 52.1107117, 8.1664994 52.110466, 8.1666187 52.1104172, 8.1674777 52.1101362)",,
"[334298529, 201313913]",,Ulmenallee,residential,30,False,False,158.657,"LINESTRING (8.1646107 52.1116735, 8.1641743 52.1115654, 8.1633004 52.1113439, 8.1628204 52.1112153, 8.1624714 52.1111174)",,
"[334298529, 1267361090]",,Ulmenallee,residential,30,False,True,63.733000000000004,"LINESTRING (8.1646107 52.1116735, 8.1647251 52.1117061, 8.1649327 52.1117639, 8.1650343 52.1117945, 8.1652773 52.1118677, 8.1654416 52.1119327)",,
203097865,,Gartenstraße,residential,,False,False,22.801,"LINESTRING (8.1619458 52.1101231, 8.1622458 52.1102131)",,
"[128052442, 231338915]",2,Salinenstraße,tertiary,20,False,True,98.947,"LINESTRING (8.1619458 52.1101231, 8.1616159 52.1104929, 8.1615001 52.1106243, 8.1614576 52.1107341, 8.1614706 52.1108931, 8.1614839 52.1109391)",,
"[201313905, 201313907]",2,Salinenstraße,tertiary,20,False,False,116.54699999999998,"LINESTRING (8.1619458 52.1101231, 8.162043 52.1099786, 8.1621859 52.1097436, 8.162251 52.1096856, 8.1623419 52.1096429, 8.1624806 52.1095994, 8.1626765 52.109549, 8.1630893 52.1094448)",,
"[1230084323, 30128318]",,Waldstraße,residential,30,False,False,79.75399999999999,"LINESTRING (8.1577562 52.1126163, 8.1573056 52.1122487, 8.1571756 52.112143, 8.157119 52.1120971, 8.1570965 52.1120663, 8.1570939 52.112033)",,
49974877,,Parkstraße,residential,30,False,False,151.71200000000002,"LINESTRING (8.1577562 52.1126163, 8.1572904 52.1127938, 8.1566117 52.1129786, 8.1562968 52.1130602, 8.1559523 52.113175, 8.1558687 52.1132264, 8.155811 52.1132596)",,
"[49974882, 1267357275]",,Parkstraße,residential,30,False,True,120.31099999999999,"LINESTRING (8.1577562 52.1126163, 8.1579586 52.1125659, 8.1584894 52.11246, 8.1587285 52.112409, 8.1592069 52.1123069, 8.1592632 52.1122949, 8.1593611 52.1122717, 8.1594047 52.1122453)",,
30128319,,Am Kurpark,residential,,False,False,114.45800000000001,"LINESTRING (8.1570939 52.112033, 8.1571113 52.112004, 8.1571405 52.1119765, 8.1575137 52.1116813, 8.1576227 52.1116241, 8.1580707 52.1113842, 8.1582359 52.1112895)",,
49974879,,Waldstraße,residential,30,False,False,7.771000000000001,"LINESTRING (8.1570939 52.112033, 8.1570539 52.1120272, 8.1569832 52.1120168)",,
"[1230084323, 30128318]",,Waldstraße,residential,30,False,True,79.75399999999999,"LINESTRING (8.1570939 52.112033, 8.1570965 52.1120663, 8.157119 52.1120971, 8.1571756 52.112143, 8.1573056 52.1122487, 8.1577562 52.1126163)",,
49974879,,Waldstraße,residential,30,False,True,71.631,"LINESTRING (8.1555835 52.1113459, 8.1561936 52.111636, 8.1564044 52.1117467)",,
30128319,,Am Kurpark,residential,,False,True,114.458,"LINESTRING (8.1582359 52.1112895, 8.1580707 52.1113842, 8.1576227 52.1116241, 8.1575137 52.1116813, 8.1571405 52.1119765, 8.1571113 52.112004, 8.1570939 52.112033)",,
30751889,,Feldstraße,residential,30,False,True,48.936,"LINESTRING (8.1674777 52.1101362, 8.1676479 52.1105637)",,
30090854,,Bachstraße,residential,30,False,True,263.77,"LINESTRING (8.1674777 52.1101362, 8.1666187 52.1104172, 8.1664994 52.110466, 8.1660409 52.1107117, 8.166028 52.1107196, 8.1656904 52.1109272, 8.1655935 52.1109856, 8.1653273 52.1111461, 8.1651979 52.111225, 8.1650889 52.1112914, 8.1648363 52.1114356, 8.164726 52.1115179, 8.1646676 52.1115976, 8.1646107 52.1116735)",,
31027863,,Feldstraße,residential,30,False,False,77.145,"LINESTRING (8.1674777 52.1101362, 8.1674257 52.1100103, 8.1672343 52.1094588)",,
31027863,,Feldstraße,residential,30,False,True,77.145,"LINESTRING (8.1672343 52.1094588, 8.1674257 52.1100103, 8.1674777 52.1101362)",,
"[73347075, 73347070]",,Bahnhofstraße,tertiary,30,False,True,61.199,"LINESTRING (8.1672343 52.1094588, 8.1669656 52.1094793, 8.1666975 52.109489, 8.1664235 52.1094891, 8.1663416 52.1094816)",,
30828834,,Kurze Straße,residential,,False,True,55.565,"LINESTRING (8.1664404 52.1099739, 8.1663243 52.1096089, 8.166329 52.1095493, 8.1663416 52.1094816)",,
30751889,,Feldstraße,residential,30,False,True,65.057,"LINESTRING (8.1684181 52.1126386, 8.1686001 52.1132129)",,
30751889,,Feldstraße,residential,30,False,False,40.903,"LINESTRING (8.1684181 52.1126386, 8.1683201 52.1123619, 8.1683055 52.1122777)",,
30751889,,Feldstraße,residential,30,False,False,48.936,"LINESTRING (8.1676479 52.1105637, 8.1674777 52.1101362)",,
31027865,,Feldstraße,residential,30,False,False,59.642,"LINESTRING (8.1676479 52.1105637, 8.1684971 52.1104384)",,
30751889,,Feldstraße,residential,30,False,True,97.286,"LINESTRING (8.1676479 52.1105637, 8.1678966 52.1112648, 8.1679477 52.1113877, 8.1679599 52.1114173)",,
30751889,,Feldstraße,residential,30,False,False,97.286,"LINESTRING (8.1679599 52.1114173, 8.1679477 52.1113877, 8.1678966 52.1112648, 8.1676479 52.1105637)",,
30751889,,Feldstraße,residential,30,False,True,98.53999999999999,"LINESTRING (8.1679599 52.1114173, 8.1681595 52.1119144, 8.1683055 52.1122777)",,
"[31027857, 1230000406]",,Schloenbachstraße,residential,30,False,True,181.695,"LINESTRING (8.1679599 52.1114173, 8.1676165 52.1114846, 8.1670984 52.111584, 8.1661371 52.1117724, 8.1655537 52.1118868, 8.165516 52.111896, 8.1654416 52.1119327)",,
30751889,,Feldstraße,residential,30,False,False,65.057,"LINESTRING (8.1686001 52.1132129, 8.1684181 52.1126386)",,
31027862,,Lerchenweg,residential,30,False,False,149.999,"LINESTRING (8.1686001 52.1132129, 8.1665292 52.1136628)",,
"[165507632, 201313911]",,Ulmenallee,residential,30,False,True,107.57900000000001,"LINESTRING (8.1654416 52.1119327, 8.1655154 52.1119881, 8.1656426 52.1121691, 8.1657751 52.1124038, 8.1660334 52.1128253)",,
"[31027857, 1230000406]",,Schloenbachstraße,residential,30,False,False,181.695,"LINESTRING (8.1654416 52.1119327, 8.165516 52.111896, 8.1655537 52.1118868, 8.1661371 52.1117724, 8.1670984 52.111584, 8.1676165 52.1114846, 8.1679599 52.1114173)",,
"[334298529, 1267361090]",,Ulmenallee,residential,30,False,False,63.733,"LINESTRING (8.1654416 52.1119327, 8.1652773 52.1118677, 8.1650343 52.1117945, 8.1649327 52.1117639, 8.1647251 52.1117061, 8.1646107 52.1116735)",,
30751889,,Feldstraße,residential,30,False,False,98.53999999999999,"LINESTRING (8.1683055 52.1122777, 8.1681595 52.1119144, 8.1679599 52.1114173)",,
30751889,,Feldstraße,residential,30,False,True,40.903,"LINESTRING (8.1683055 52.1122777, 8.1683201 52.1123619, 8.1684181 52.1126386)",,
31027861,,Drosselweg,residential,30,True,False,166.67499999999998,"LINESTRING (8.1683055 52.1122777, 8.1680064 52.1123478, 8.1660334 52.1128253)",,
165409418,,Ulmenallee,residential,30,False,True,99.09,"LINESTRING (8.1660334 52.1128253, 8.1661879 52.1130885, 8.1663068 52.1132864, 8.1665292 52.1136628)",,
"[165507632, 201313911]",,Ulmenallee,residential,30,False,False,107.57900000000001,"LINESTRING (8.1660334 52.1128253, 8.1657751 52.1124038, 8.1656426 52.1121691, 8.1655154 52.1119881, 8.1654416 52.1119327)",,
31027865,,Feldstraße,residential,30,False,True,59.642,"LINESTRING (8.1684971 52.1104384, 8.1676479 52.1105637)",,
31361217,,Waldstraße,residential,30,False,False,262.837,"LINESTRING (8.1564044 52.1117467, 8.156241 52.111777, 8.1560713 52.1117997, 8.1556719 52.1119543, 8.1552913 52.1120651, 8.1551121 52.1121308, 8.1553076 52.1124635, 8.1569832 52.1120168)",,
49974879,,Waldstraße,residential,30,False,True,49.781,"LINESTRING (8.1564044 52.1117467, 8.1568867 52.1119867, 8.1569832 52.1120168)",,
49974879,,Waldstraße,residential,30,False,False,71.631,"LINESTRING (8.1564044 52.1117467, 8.1561936 52.111636, 8.1555835 52.1113459)",,
31361217,,Waldstraße,residential,30,False,True,262.83700000000005,"LINESTRING (8.1569832 52.1120168, 8.1553076 52.1124635, 8.1551121 52.1121308, 8.1552913 52.1120651, 8.1556719 52.1119543, 8.1560713 52.1117997, 8.156241 52.111777, 8.1564044 52.1117467)",,
49974879,,Waldstraße,residential,30,False,False,49.781,"LINESTRING (8.1569832 52.1120168, 8.1568867 52.1119867, 8.1564044 52.1117467)",,
49974879,,Waldstraße,residential,30,False,True,7.771000000000001,"LINESTRING (8.1569832 52.1120168, 8.1570539 52.1120272, 8.1570939 52.112033)",,
"[201313913, 334298529]",,Ulmenallee,residential,30,False,True,158.65699999999998,"LINESTRING (8.1624714 52.1111174, 8.1628204 52.1112153, 8.1633004 52.1113439, 8.1641743 52.1115654, 8.1646107 52.1116735)",,
201313915,,Ulmenallee,residential,30,False,False,56.062999999999995,"LINESTRING (8.1624714 52.1111174, 8.162267 52.1110703, 8.1619454 52.1110178, 8.1618345 52.1110095, 8.1617187 52.1110118, 8.1616764 52.1110125)",,
260344643,,Gartenstraße,residential,,True,False,102.49600000000001,"LINESTRING (8.1624714 52.1111174, 8.1624829 52.1110945, 8.1624833 52.1110559, 8.1623395 52.1106057, 8.162244 52.1103402, 8.1622306 52.1102554, 8.1622458 52.1102131)",,4
203097865,,Gartenstraße,residential,,False,True,22.801,"LINESTRING (8.1622458 52.1102131, 8.1619458 52.1101231)",,
37056464,,Am alten Gradierwerk,residential,,False,False,170.00600000000003,"LINESTRING (8.1630893 52.1094448, 8.163115 52.1094786, 8.1631653 52.1095449, 8.1632609 52.10967, 8.1633295 52.109721, 8.163425 52.1097735, 8.1637204 52.1098832, 8.1640858 52.1100248, 8.1644342 52.1101689, 8.1647419 52.1102784, 8.1649955 52.1103719)",,
"[201313905, 1267357286]",2,Salinenstraße,tertiary,20,False,False,77.532,"LINESTRING (8.1630893 52.1094448, 8.163454 52.1093528, 8.1637153 52.1092708, 8.163885 52.1092127, 8.164086 52.109118)",,
"[201313905, 201313907]",2,Salinenstraße,tertiary,20,False,True,116.54700000000001,"LINESTRING (8.1630893 52.1094448, 8.1626765 52.109549, 8.1624806 52.1095994, 8.1623419 52.1096429, 8.162251 52.1096856, 8.1621859 52.1097436, 8.162043 52.1099786, 8.1619458 52.1101231)",,
37056464,,Am alten Gradierwerk,residential,,False,True,170.00599999999997,"LINESTRING (8.1649955 52.1103719, 8.1647419 52.1102784, 8.1644342 52.1101689, 8.1640858 52.1100248, 8.1637204 52.1098832, 8.163425 52.1097735, 8.1633295 52.109721, 8.1632609 52.10967, 8.1631653 52.1095449, 8.163115 52.1094786, 8.1630893 52.1094448)",,
"[37495516, 37495519]",,"['Rettbergstraße', 'Blumenweg']",residential,30,False,False,250.522,"LINESTRING (8.1608947 52.1126694, 8.1604616 52.113322, 8.1604002 52.1134131, 8.1613161 52.1136505, 8.1619204 52.1138058, 8.1621024 52.1138525, 8.1621629 52.1138525, 8.1626035 52.113786)",,
1267357276,,Nordstraße,residential,30,True,False,104.40299999999999,"LINESTRING (8.1608947 52.1126694, 8.1621724 52.1130061, 8.1622422 52.1130148, 8.1623074 52.1130045)",,
"[37495516, 37495519]",,"['Rettbergstraße', 'Blumenweg']",residential,30,False,True,250.522,"LINESTRING (8.1626035 52.113786, 8.1621629 52.1138525, 8.1621024 52.1138525, 8.1619204 52.1138058, 8.1613161 52.1136505, 8.1604002 52.1134131, 8.1604616 52.113322, 8.1608947 52.1126694)",,
"[37495520, 1267357277]",2,Osnabrücker Straße,tertiary,30,False,False,89.22200000000001,"LINESTRING (8.1626035 52.113786, 8.162542 52.1136324, 8.1623074 52.1130045)",,
37495520,2,Osnabrücker Straße,tertiary,30,False,True,38.199,"LINESTRING (8.1626035 52.113786, 8.1626789 52.113976, 8.162739 52.1141193)",,
37495517,,Windusweg,residential,,False,False,130.74,"LINESTRING (8.1632032 52.1153181, 8.1612888 52.1153393)",,
"[950034496, 37495520]",2,Osnabrücker Straße,tertiary,"['50', '30']",False,False,137.017,"LINESTRING (8.1632032 52.1153181, 8.163075 52.114983, 8.1628757 52.1144723, 8.162739 52.1141193)",,
37495517,,Windusweg,residential,,False,True,130.74,"LINESTRING (8.1612888 52.1153393, 8.1632032 52.1153181)",,
53588930,,Osniweg,residential,30,False,True,103.381,"LINESTRING (8.1544873 52.1141546, 8.1558942 52.113887, 8.1559335 52.1138795)",,
29994235,,Alte Salzstraße,residential,30,False,True,125.643,"LINESTRING (8.156023 52.1150081, 8.1559335 52.1138795)",,
29994235,,Alte Salzstraße,residential,30,False,False,125.643,"LINESTRING (8.1559335 52.1138795, 8.156023 52.1150081)",,
29994235,,Alte Salzstraße,residential,30,False,True,69.65,"LINESTRING (8.1559335 52.1138795, 8.1559097 52.1135578, 8.1558392 52.1133322, 8.155811 52.1132596)",,
53588930,,Osniweg,residential,30,False,False,103.381,"LINESTRING (8.1559335 52.1138795, 8.1558942 52.113887, 8.1544873 52.1141546)",,
231338908,1,,tertiary,30,True,False,13.78,"LINESTRING (8.1615581 52.1111138, 8.1615178 52.1111151, 8.1614784 52.1111096, 8.161443 52.1110978, 8.1614141 52.1110804, 8.1613939 52.111059)",roundabout,
231338910,2,Osnabrücker Straße,tertiary,30,False,True,216.40800000000002,"LINESTRING (8.1615581 52.1111138, 8.1616025 52.1112201, 8.1617147 52.1114574, 8.1622522 52.1128498, 8.1623074 52.1130045)",,
201313915,,Ulmenallee,residential,30,False,True,56.063,"LINESTRING (8.1616764 52.1110125, 8.1617187 52.1110118, 8.1618345 52.1110095, 8.1619454 52.1110178, 8.162267 52.1110703, 8.1624714 52.1111174)",,
231338908,1,,tertiary,30,True,False,15.235999999999999,"LINESTRING (8.1616764 52.1110125, 8.1616758 52.1110399, 8.1616618 52.1110659, 8.1616358 52.1110882, 8.1616002 52.1111047, 8.1615581 52.1111138)",roundabout,
231338908,1,,tertiary,30,True,False,17.584,"LINESTRING (8.1614839 52.1109391, 8.1615261 52.1109345, 8.1615688 52.1109376, 8.1616081 52.1109481, 8.1616409 52.1109651, 8.1616643 52.1109872, 8.1616764 52.1110125)",roundabout,
"[128052442, 231338915]",2,Salinenstraße,tertiary,20,False,False,98.947,"LINESTRING (8.1614839 52.1109391, 8.1614706 52.1108931, 8.1614576 52.1107341, 8.1615001 52.1106243, 8.1616159 52.1104929, 8.1619458 52.1101231)",,
231338908,1,,tertiary,30,True,False,16.374000000000002,"LINESTRING (8.1613939 52.111059, 8.1613834 52.1110302, 8.1613884 52.111001, 8.1614085 52.1109742, 8.1614415 52.1109529, 8.1614839 52.1109391)",roundabout,
231338914,,Parkstraße,residential,30,False,False,191.48199999999997,"LINESTRING (8.1613939 52.111059, 8.1613295 52.111063, 8.1612333 52.111081, 8.1611186 52.1111261, 8.1607026 52.1113846, 8.160202 52.111696, 8.1594047 52.1122453)",,
30828834,,Kurze Straße,residential,,False,False,55.565,"LINESTRING (8.1663416 52.1094816, 8.166329 52.1095493, 8.1663243 52.1096089, 8.1664404 52.1099739)",,
"[73347075, 73347070]",,Bahnhofstraße,tertiary,30,False,False,61.199,"LINESTRING (8.1663416 52.1094816, 8.1664235 52.1094891, 8.1666975 52.109489, 8.1669656 52.1094793, 8.1672343 52.1094588)",,
"[26402497, 73347075, 1087820268, 1087820269, 50374614]",,Bahnhofstraße,tertiary,30,False,True,143.471,"LINESTRING (8.1663416 52.1094816, 8.1661322 52.1094622, 8.1659343 52.1094358, 8.1655321 52.1093724, 8.1651405 52.1093021, 8.1647476 52.109216, 8.1645326 52.1091642, 8.1644552 52.1091409, 8.164341 52.109104)",,
