osmid,name,highway,maxspeed,oneway,reversed,length,ref,geometry,lanes,width,junction
28215779,Auf dem Leim,living_street,,False,False,268.36400000000003,,"LINESTRING (7.494097 50.3848408, 7.4940629 50.3849609, 7.4938354 50.3850792, 7.4937375 50.3851301, 7.4935364 50.3852162, 7.4933832 50.3852819, 7.4926667 50.3854931, 7.4926241 50.3855462, 7.4926396 50.3856079, 7.4930094 50.3859462, 7.493064 50.38597, 7.4931256 50.385987, 7.4932863 50.3859993, 7.4935555 50.3859894, 7.4941004 50.3859237)",,,
28215779,Auf dem Leim,living_street,,False,True,268.364,,"LINESTRING (7.4941004 50.3859237, 7.4935555 50.3859894, 7.4932863 50.3859993, 7.4931256 50.385987, 7.493064 50.38597, 7.4930094 50.3859462, 7.4926396 50.3856079, 7.4926241 50.3855462, 7.4926667 50.3854931, 7.4933832 50.3852819, 7.4935364 50.3852162, 7.4937375 50.3851301, 7.4938354 50.3850792, 7.4940629 50.3849609, 7.494097 50.3848408)",,,
289456631,Auf dem Leim,living_street,,False,False,29.155,,"LINESTRING (7.4941004 50.3859237, 7.494089 50.386014, 7.4943564 50.3860335)",,,
289456631,Auf dem Leim,living_street,,False,True,58.878,,"LINESTRING (7.4941004 50.3859237, 7.4941267 50.3858014, 7.4942798 50.3857651, 7.4943885 50.3858227, 7.4943564 50.3860335)",,,
824962552,Bassenheimer Straße,tertiary,,False,False,16.523,K 88,"LINESTRING (7.4971824 50.3862849, 7.4969694 50.3862246)",,,
28320519,Hochstraße,residential,30,False,True,117.30199999999999,,"LINESTRING (7.4971824 50.3862849, 7.4972891 50.3861928, 7.4980692 50.3859714, 7.4986166 50.3857844)",,,
824962552,Bassenheimer Straße,tertiary,,False,True,67.01,K 88,"LINESTRING (7.4971824 50.3862849, 7.4972564 50.3863275, 7.4974568 50.3868512)",,,
501259053,Auf dem Nippes,living_street,,False,True,45.267,,"LINESTRING (7.4906067 50.3847113, 7.4910943 50.3844485)",,,
28215781,Im Pfaffenacker,living_street,,False,True,252.524,,"LINESTRING (7.4906067 50.3847113, 7.4908317 50.3849192, 7.4910608 50.3852275, 7.4916715 50.3861073, 7.4916926 50.3862118, 7.4917029 50.386263, 7.4917142 50.3868211)",,,
28230926,Reihe Bäume,unclassified,,True,False,20.49,,"LINESTRING (7.4929488 50.3906769, 7.4929888 50.3906503, 7.4930398 50.3906329, 7.4930967 50.3906264, 7.4931539 50.3906315, 7.4932059 50.3906476)",,,roundabout
28231316,Erlenweg,residential,,False,True,73.392,,"LINESTRING (7.4958384 50.3898148, 7.4966901 50.39019)",,,
28343978,Andernacher Straße,residential,30,False,True,67.568,,"LINESTRING (7.4958384 50.3898148, 7.4953135 50.390322)",,,
28231318,Schießberg,residential,,False,True,156.886,,"LINESTRING (7.4958384 50.3898148, 7.4950347 50.3894813, 7.4950032 50.3894269, 7.495019 50.3893768, 7.4950751 50.3893467, 7.4956811 50.3892467, 7.49589 50.3892122, 7.496057 50.3892015)",,,
28343978,Andernacher Straße,residential,30,False,False,71.573,,"LINESTRING (7.4958384 50.3898148, 7.495933 50.3897268, 7.4959732 50.3896894, 7.4959812 50.3896719, 7.4959947 50.3896424, 7.4960157 50.3894936, 7.4960275 50.3894104, 7.4960526 50.3892326, 7.496057 50.3892015)",,,
28231312,Fichtenweg,residential,,False,True,60.065,,"LINESTRING (7.4953135 50.390322, 7.4948371 50.3907687)",,,
28343978,Andernacher Straße,residential,30,False,False,67.568,,"LINESTRING (7.4953135 50.390322, 7.4958384 50.3898148)",,,
28231314,Eichenweg,residential,,False,True,157.568,,"LINESTRING (7.4953135 50.390322, 7.4964175 50.3907895, 7.4960455 50.3913101)",,,
28343978,Andernacher Straße,residential,30,False,True,207.36700000000002,,"LINESTRING (7.4953135 50.390322, 7.4936712 50.3896108, 7.4935731 50.3895983, 7.4934862 50.3896269, 7.4930574 50.3900129)",,,
28230926,Reihe Bäume,unclassified,,True,False,21.424,,"LINESTRING (7.4932587 50.390804, 7.4932197 50.3908335, 7.4931678 50.3908533, 7.4931088 50.3908613, 7.4930488 50.3908568, 7.4929943 50.3908401)",,,roundabout
28230926,Reihe Bäume,unclassified,,True,False,19.496,,"LINESTRING (7.4932059 50.3906476, 7.4932458 50.3906717, 7.4932727 50.3907023, 7.4932843 50.3907366, 7.4932794 50.3907716, 7.4932587 50.390804)",,,roundabout
28343978,Andernacher Straße,residential,30,False,False,95.917,,"LINESTRING (7.4932059 50.3906476, 7.4935647 50.3903345, 7.4935311 50.3902398, 7.4930574 50.3900129)",,,
28230926,Reihe Bäume,unclassified,,True,False,20.372999999999998,,"LINESTRING (7.4929943 50.3908401, 7.492953 50.3908146, 7.492926 50.3907822, 7.4929159 50.3907462, 7.4929238 50.3907099, 7.4929488 50.3906769)",,,roundabout
28231262,Tannenweg,residential,30,False,True,136.332,,"LINESTRING (7.4929943 50.3908401, 7.4927439 50.3910708, 7.49268 50.3911029, 7.4921668 50.3912128, 7.4920777 50.3912177, 7.4919964 50.3911992, 7.4914286 50.3909554)",,,
28231262,Tannenweg,residential,30,False,False,136.332,,"LINESTRING (7.4914286 50.3909554, 7.4919964 50.3911992, 7.4920777 50.3912177, 7.4921668 50.3912128, 7.49268 50.3911029, 7.4927439 50.3910708, 7.4929943 50.3908401)",,,
28231312,Fichtenweg,residential,,False,False,60.065,,"LINESTRING (7.4948371 50.3907687, 7.4953135 50.390322)",,,
28231322,Fichtenweg,residential,,False,True,104.703,,"LINESTRING (7.4948371 50.3907687, 7.4960455 50.3913101)",,,
28231322,Fichtenweg,residential,,False,False,63.329,,"LINESTRING (7.4948371 50.3907687, 7.4941981 50.3905096, 7.4940635 50.3904971)",,,
28231322,Fichtenweg,residential,,False,False,104.703,,"LINESTRING (7.4960455 50.3913101, 7.4948371 50.3907687)",,,
28231314,Eichenweg,residential,,False,False,157.568,,"LINESTRING (7.4960455 50.3913101, 7.4964175 50.3907895, 7.4953135 50.390322)",,,
28231316,Erlenweg,residential,,False,False,73.392,,"LINESTRING (7.4966901 50.39019, 7.4958384 50.3898148)",,,
28231311,Langwies,residential,,False,False,59.656,,"LINESTRING (7.4923316 50.3898985, 7.4925417 50.3898271, 7.4926342 50.3898306, 7.4930574 50.3900129)",,,
28231318,Schießberg,residential,,False,False,156.886,,"LINESTRING (7.496057 50.3892015, 7.49589 50.3892122, 7.4956811 50.3892467, 7.4950751 50.3893467, 7.495019 50.3893768, 7.4950032 50.3894269, 7.4950347 50.3894813, 7.4958384 50.3898148)",,,
28343978,Andernacher Straße,residential,30,False,True,71.57300000000001,,"LINESTRING (7.496057 50.3892015, 7.4960526 50.3892326, 7.4960275 50.3894104, 7.4960157 50.3894936, 7.4959947 50.3896424, 7.4959812 50.3896719, 7.4959732 50.3896894, 7.495933 50.3897268, 7.4958384 50.3898148)",,,
28343978,Andernacher Straße,residential,30,False,False,93.25300000000001,,"LINESTRING (7.496057 50.3892015, 7.4960337 50.3891091, 7.4957884 50.3885074, 7.4957397 50.388388)",,,
28231644,Annastraße,residential,20,False,False,39.615,,"LINESTRING (7.5011345 50.3905568, 7.5010114 50.3904211, 7.5009741 50.3903657, 7.5008875 50.3902379)",,,
28322982,Ringstraße,residential,,False,True,101.83,,"LINESTRING (7.4999297 50.3884202, 7.4997001 50.3875162)",,,
25819350,Kurfürstenstraße,tertiary,,False,True,159.46800000000002,K 65,"LINESTRING (7.4999297 50.3884202, 7.498805 50.3882768, 7.4987602 50.3882711, 7.4986827 50.3882688, 7.4977106 50.3881943)",,,
28231644,Annastraße,residential,20,False,True,214.31400000000002,,"LINESTRING (7.4999297 50.3884202, 7.5000607 50.3888741, 7.5000694 50.3888979, 7.5001459 50.3891078, 7.5004333 50.389518, 7.5005149 50.3896839, 7.5006366 50.3898645, 7.5008875 50.3902379)",,,
"[923824644, 923824645, 485524270]",Ringstraße,tertiary,,False,False,257.86800000000005,K 65,"LINESTRING (7.4999297 50.3884202, 7.5000211 50.3884557, 7.5007959 50.3886015, 7.5014549 50.3887153, 7.5015331 50.3887141, 7.5016754 50.3887118, 7.5020764 50.3886258, 7.5021226 50.3886159, 7.5021711 50.3886056, 7.503227 50.3884002, 7.5033441 50.3883678, 7.5034032 50.3883512)",2,,
495005038,Mühlenstraße,residential,,False,True,7.144,,"LINESTRING (7.4966282 50.3824765, 7.4966969 50.3824295)",,,
495005038,Mühlenstraße,residential,,False,False,62.833,,"LINESTRING (7.4966282 50.3824765, 7.4962927 50.3826653, 7.4959373 50.3828293)",,,
25922744,Rübenacher Straße,residential,,False,False,13.915,,"LINESTRING (7.4985823 50.3839779, 7.4986825 50.3838703)",,3,
25922744,Rübenacher Straße,residential,,False,True,26.451,,"LINESTRING (7.4985823 50.3839779, 7.4983813 50.3841783)",,3,
28320063,Lohrweg,living_street,,False,True,66.785,,"LINESTRING (7.4985823 50.3839779, 7.4981126 50.3836295, 7.4980463 50.3834948)",,,
28320063,Lohrweg,living_street,,False,False,84.784,,"LINESTRING (7.4976421 50.3827772, 7.4980463 50.3834948)",,,
404034111,Karthäuserstraße,living_street,,True,False,124.851,,"LINESTRING (7.4976421 50.3827772, 7.4977369 50.3827681, 7.4985346 50.38302, 7.4991663 50.3833061)",,4,
495005038,Mühlenstraße,residential,,False,False,7.144,,"LINESTRING (7.4966969 50.3824295, 7.4966282 50.3824765)",,,
28320064,Weidenstraße,living_street,,False,False,159.624,,"LINESTRING (7.4966969 50.3824295, 7.4967893 50.3825077, 7.497309 50.3832065, 7.497425 50.3833036, 7.4975967 50.3833792, 7.4980463 50.3834948)",,,
28320063,Lohrweg,living_street,,False,True,84.784,,"LINESTRING (7.4980463 50.3834948, 7.4976421 50.3827772)",,,
28320063,Lohrweg,living_street,,False,False,66.785,,"LINESTRING (7.4980463 50.3834948, 7.4981126 50.3836295, 7.4985823 50.3839779)",,,
28320064,Weidenstraße,living_street,,False,True,159.624,,"LINESTRING (7.4980463 50.3834948, 7.4975967 50.3833792, 7.497425 50.3833036, 7.497309 50.3832065, 7.4967893 50.3825077, 7.4966969 50.3824295)",,,
28215051,Bassenheimer Straße,tertiary,,False,True,179.088,K 88,"LINESTRING (7.4935634 50.3835815, 7.4952509 50.3847799)",,,
28215051,Bassenheimer Straße,tertiary,,False,False,73.632,K 88,"LINESTRING (7.4935634 50.3835815, 7.493018 50.3832085, 7.492864 50.3830922)",,,
28215669,Mühlenstraße,living_street,,False,False,173.662,,"LINESTRING (7.4935634 50.3835815, 7.4929705 50.383835, 7.4915513 50.3844719)",,,
28320060,Mühlenstraße,living_street,,False,True,88.249,,"LINESTRING (7.4935634 50.3835815, 7.4936435 50.3835502, 7.4946249 50.3831671)",,,
28320511,Am Mühlpfad,residential,,False,True,272.445,,"LINESTRING (7.4962973 50.3847372, 7.4956083 50.3841698, 7.4959207 50.3839971, 7.4959519 50.3839308, 7.4955224 50.3835772, 7.4952075 50.3837432, 7.4949472 50.3835457, 7.4947286 50.3833432, 7.4946249 50.3831671)",,,
28320507,Pfarrer-Rödelstürtz-Straße,residential,,False,False,93.222,,"LINESTRING (7.4961924 50.3854175, 7.4968824 50.3851467, 7.4970468 50.3853624, 7.4970589 50.3853784, 7.4971029 50.3854361)",,,
824962552,Bassenheimer Straße,tertiary,,False,False,97.431,K 88,"LINESTRING (7.4961924 50.3854175, 7.4957023 50.3851066, 7.495491 50.3849537, 7.4952509 50.3847799)",,,
824962552,Bassenheimer Straße,tertiary,,False,True,105.42500000000001,K 88,"LINESTRING (7.4961924 50.3854175, 7.4963077 50.3855129, 7.4963354 50.3855358, 7.4969112 50.3861546, 7.4969286 50.3861755, 7.4969694 50.3862246)",,,
28320507,Pfarrer-Rödelstürtz-Straße,residential,,False,True,93.22200000000001,,"LINESTRING (7.4971029 50.3854361, 7.4970589 50.3853784, 7.4970468 50.3853624, 7.4968824 50.3851467, 7.4961924 50.3854175)",,,
359657199,Winninger Straße,secondary,50,False,False,117.632,L 125,"LINESTRING (7.5010972 50.3842023, 7.501735 50.3851789)",2,,
359657199,Winninger Straße,secondary,50,False,True,56.661,L 125,"LINESTRING (7.5010972 50.3842023, 7.5007087 50.383757)",2,,
28320508,Bergstraße,living_street,,False,False,88.228,,"LINESTRING (7.5010972 50.3842023, 7.5010309 50.384226, 7.5000767 50.3846559)",,,
516538273,Bergstraße,residential,30,False,True,26.279000000000003,,"LINESTRING (7.5010972 50.3842023, 7.5011722 50.3841806, 7.5013957 50.3840645)",,,
1064637424,Bachstraße,residential,,False,False,52.217,,"LINESTRING (7.4983101 50.3853574, 7.4986166 50.3857844)",,,
28320506,Bachstraße,residential,,False,True,163.90800000000002,,"LINESTRING (7.4983101 50.3853574, 7.4982727 50.385263, 7.4981036 50.3848322, 7.498076 50.3847343, 7.4979383 50.3845218, 7.4977649 50.3843355, 7.4972863 50.3840982)",,,
404034460,Bergstraße,residential,,True,False,86.257,,"LINESTRING (7.4983101 50.3853574, 7.4992116 50.385035, 7.4993149 50.3849387)",,,
516538273,Bergstraße,residential,30,False,False,174.368,,"LINESTRING (7.503357 50.3831222, 7.5026457 50.3834423, 7.5018923 50.3837791, 7.5013957 50.3840645)",,,
28320060,Mühlenstraße,living_street,,False,True,58.406,,"LINESTRING (7.4946249 50.3831671, 7.4954073 50.3830028)",,,
28320060,Mühlenstraße,living_street,,False,False,88.249,,"LINESTRING (7.4946249 50.3831671, 7.4936435 50.3835502, 7.4935634 50.3835815)",,,
28320511,Am Mühlpfad,residential,,False,False,272.445,,"LINESTRING (7.4946249 50.3831671, 7.4947286 50.3833432, 7.4949472 50.3835457, 7.4952075 50.3837432, 7.4955224 50.3835772, 7.4959519 50.3839308, 7.4959207 50.3839971, 7.4956083 50.3841698, 7.4962973 50.3847372)",,,
1064637424,Bachstraße,residential,,False,False,38.468,,"LINESTRING (7.4986166 50.3857844, 7.4990322 50.3860068)",,,
1064637424,Bachstraße,residential,,False,True,52.217,,"LINESTRING (7.4986166 50.3857844, 7.4983101 50.3853574)",,,
28320519,Hochstraße,residential,30,False,False,117.30199999999999,,"LINESTRING (7.4986166 50.3857844, 7.4980692 50.3859714, 7.4972891 50.3861928, 7.4971824 50.3862849)",,,
25922744,Rübenacher Straße,residential,,False,True,13.915,,"LINESTRING (7.4986825 50.3838703, 7.4985823 50.3839779)",,3,
25922744,Rübenacher Straße,residential,,False,False,71.506,,"LINESTRING (7.4986825 50.3838703, 7.4991248 50.3833586, 7.4991663 50.3833061)",,3,
28320890,Neustraße,living_street,,True,False,132.392,,"LINESTRING (7.4986825 50.3838703, 7.4993782 50.3841954, 7.5000767 50.3846559)",,,
28320508,Bergstraße,living_street,,False,False,62.735,,"LINESTRING (7.5000767 50.3846559, 7.4995315 50.3848322, 7.4993149 50.3849387)",,,
28320508,Bergstraße,living_street,,False,True,88.228,,"LINESTRING (7.5000767 50.3846559, 7.5010309 50.384226, 7.5010972 50.3842023)",,,
28323058,Neustraße,living_street,,False,False,102.475,,"LINESTRING (7.5000767 50.3846559, 7.5003081 50.384951, 7.5006214 50.3855079)",,,
158316189,Koblenzer Straße,residential,30,False,False,38.373,,"LINESTRING (7.501349 50.3864289, 7.501874 50.3865128)",,,
28323058,Neustraße,living_street,,False,True,115.062,,"LINESTRING (7.501349 50.3864289, 7.5012092 50.3863071, 7.5007843 50.3857789, 7.5006214 50.3855079)",,,
28323058,Neustraße,living_street,,False,False,115.062,,"LINESTRING (7.5006214 50.3855079, 7.5007843 50.3857789, 7.5012092 50.3863071, 7.501349 50.3864289)",,,
28323058,Neustraße,living_street,,False,True,102.475,,"LINESTRING (7.5006214 50.3855079, 7.5003081 50.384951, 7.5000767 50.3846559)",,,
28341121,Antoniusstraße,living_street,,False,False,87.17,,"LINESTRING (7.5006214 50.3855079, 7.5015481 50.3852155, 7.501735 50.3851789)",,,
28321173,Wiesenweg,living_street,,False,False,172.851,,"LINESTRING (7.4975687 50.3902229, 7.4977349 50.3902227, 7.4980605 50.3901843, 7.4980917 50.3901806, 7.4981331 50.3901739, 7.498831 50.39006, 7.4990492 50.3900184, 7.4994284 50.3899462, 7.4994509 50.3899419, 7.4999171 50.3898284)",,,
"[404033121, 404033122]",Poststraße,residential,"['50', '30']",False,False,232.676,,"LINESTRING (7.4975687 50.3902229, 7.4976743 50.390062, 7.4979677 50.3896277, 7.4979749 50.3895773, 7.4979833 50.3895179, 7.4979506 50.3893593, 7.4977106 50.3881943)",2,,
28321173,Wiesenweg,living_street,,False,True,172.851,,"LINESTRING (7.4999171 50.3898284, 7.4994509 50.3899419, 7.4994284 50.3899462, 7.4990492 50.3900184, 7.498831 50.39006, 7.4981331 50.3901739, 7.4980917 50.3901806, 7.4980605 50.3901843, 7.4977349 50.3902227, 7.4975687 50.3902229)",,,
28322768,Bergpflege,living_street,,False,False,75.342,,"LINESTRING (7.492523 50.3887212, 7.4922084 50.388074)",,,
27757197,Kurfürstenstraße,residential,,False,False,78.948,,"LINESTRING (7.492523 50.3887212, 7.4926677 50.3886964, 7.4927063 50.3886898, 7.4929281 50.3886574, 7.4930684 50.3886428, 7.4936152 50.3885857)",,,
28322768,Bergpflege,living_street,,False,False,114.029,,"LINESTRING (7.4920772 50.3876148, 7.4914292 50.3874023, 7.4905748 50.3875358)",,,
28322768,Bergpflege,living_street,,False,True,39.337,,"LINESTRING (7.4920772 50.3876148, 7.4921048 50.3878503, 7.4921671 50.387961)",,,
28322770,Bergpflege,living_street,,False,False,168.918,,"LINESTRING (7.4920772 50.3876148, 7.4922133 50.3875022, 7.4924088 50.3874623, 7.493593 50.3872982, 7.4936856 50.3873175, 7.4938559 50.3877142)",,,
28322768,Bergpflege,living_street,,False,True,114.029,,"LINESTRING (7.4905748 50.3875358, 7.4914292 50.3874023, 7.4920772 50.3876148)",,,
