osmid,oneway,name,highway,width,reversed,length,geometry,maxspeed,bridge,lanes,ref,tunnel
26219632,False,Am Viehtor,living_street,2.5,False,135.135,"LINESTRING (7.6169634 50.2813354, 7.6167454 50.2813056, 7.6166253 50.2812851, 7.6163328 50.2811218, 7.6160567 50.2809436, 7.6160229 50.2809197, 7.6158605 50.2807957, 7.6154709 50.2806274)",,,,,
33688339,True,Langstraße,living_street,4,False,104.37799999999999,"LINESTRING (7.6169634 50.2813354, 7.6171709 50.2813736, 7.6173765 50.2814141, 7.6174544 50.2814436, 7.6176032 50.2815244, 7.6178859 50.2817893, 7.6180304 50.2819199)",,,,,
"[33688337, 166967443]",False,Hochstraße,"['living_street', 'residential']",5,False,154.974,"LINESTRING (7.6169634 50.2813354, 7.616819 50.281716, 7.6163474 50.2826717)",20,,,,
185427909,False,Hochstraße,living_street,5,True,33.358000000000004,"LINESTRING (7.6169634 50.2813354, 7.617133 50.2811783, 7.6172234 50.2810857)",,,,,
25307442,False,Auf der Lay,residential,,True,69.733,"LINESTRING (7.6145481 50.2807542, 7.6146936 50.2807094, 7.6147941 50.2806964, 7.6149656 50.2806879, 7.6152156 50.2806782, 7.6153764 50.2806777, 7.6154234 50.2806737, 7.6154709 50.2806274)",30,,,,
25307442,False,Auf der Lay,residential,,False,69.733,"LINESTRING (7.6154709 50.2806274, 7.6154234 50.2806737, 7.6153764 50.2806777, 7.6152156 50.2806782, 7.6149656 50.2806879, 7.6147941 50.2806964, 7.6146936 50.2807094, 7.6145481 50.2807542)",30,,,,
26219629,False,Bramleystraße,residential,6,False,191.66199999999998,"LINESTRING (7.6154709 50.2806274, 7.6155716 50.2805151, 7.6156472 50.2804439, 7.6157376 50.2803991, 7.6158454 50.2803428, 7.6159071 50.2803106, 7.6161029 50.280236, 7.6163183 50.2802138, 7.6164547 50.2802199, 7.6165412 50.280233, 7.6166469 50.2802617, 7.6172052 50.2804717, 7.6175592 50.2805962, 7.6177403 50.2806291)",30,,,,
26219632,False,Am Viehtor,living_street,2.5,True,135.135,"LINESTRING (7.6154709 50.2806274, 7.6158605 50.2807957, 7.6160229 50.2809197, 7.6160567 50.2809436, 7.6163328 50.2811218, 7.6166253 50.2812851, 7.6167454 50.2813056, 7.6169634 50.2813354)",,,,,
166967441,False,Am Viehtor,residential,,False,47.28,"LINESTRING (7.6154709 50.2806274, 7.6153241 50.2805679, 7.6151912 50.2805149, 7.6149828 50.280422, 7.6149165 50.2803925)",30,,,,
33633273,False,Lerchenweg,residential,5,True,80.973,"LINESTRING (7.6099834 50.2803206, 7.6100867 50.2802902, 7.6102485 50.2802223, 7.6105362 50.2801012, 7.6107493 50.2798769, 7.6107923 50.279836)",30,,,,
24020595,False,Mainzer Straße,residential,7,True,75.521,"LINESTRING (7.6177403 50.2806291, 7.6178281 50.2805984, 7.6179279 50.280548, 7.6180932 50.2804676, 7.6186038 50.2802342)",30,,,,
26219629,False,Bramleystraße,residential,6,True,191.662,"LINESTRING (7.6177403 50.2806291, 7.6175592 50.2805962, 7.6172052 50.2804717, 7.6166469 50.2802617, 7.6165412 50.280233, 7.6164547 50.2802199, 7.6163183 50.2802138, 7.6161029 50.280236, 7.6159071 50.2803106, 7.6158454 50.2803428, 7.6157376 50.2803991, 7.6156472 50.2804439, 7.6155716 50.2805151, 7.6154709 50.2806274)",30,,,,
"[33688336, 185427909]",False,Hochstraße,living_street,5,False,51.998999999999995,"LINESTRING (7.6177403 50.2806291, 7.6176505 50.2807078, 7.617536 50.2808076, 7.6173136 50.281009)",,,,,
33621445,False,Auf dem Felde,residential,5,False,126.778,"LINESTRING (7.6136512 50.278219, 7.6143315 50.2781239, 7.6151718 50.2780121, 7.6153826 50.2779543)",30,,,,
"[180225347, 34477949]",False,Im Zillgen,residential,6,False,123.744,"LINESTRING (7.6136512 50.278219, 7.6136051 50.2782611, 7.6134911 50.2783663, 7.6133947 50.2784513, 7.6131813 50.2785773, 7.6130048 50.2786594, 7.6128102 50.2787169, 7.6125923 50.2787751, 7.6123841 50.2788239, 7.6122758 50.2788492)",30,,,,
"[33339873, 34477949]",False,Im Zillgen,residential,6,True,58.28200000000001,"LINESTRING (7.6136512 50.278219, 7.6136956 50.2781335, 7.6137027 50.278055, 7.6136853 50.2779744, 7.6136432 50.2778726, 7.613625 50.2778318, 7.6135821 50.2777934, 7.6134867 50.2777429)",30,,,,
"[180225224, 180225236, 33621446]",False,Auf der Kümm,residential,5,False,261.048,"LINESTRING (7.6122758 50.2788492, 7.6123536 50.2789107, 7.6126515 50.2789479, 7.6129268 50.2789628, 7.613292 50.278932, 7.6143711 50.2787871, 7.6155469 50.2786225, 7.6158369 50.2785867)",30,,,,
180225347,False,Im Zillgen,residential,6,False,134.235,"LINESTRING (7.6122758 50.2788492, 7.6113077 50.2788691, 7.6111135 50.2788722, 7.6110051 50.278878, 7.6108868 50.2788921, 7.6107358 50.2789548, 7.6105978 50.279028, 7.6105066 50.2790939)",30,,,,
"[180225347, 34477949]",False,Im Zillgen,residential,6,True,123.744,"LINESTRING (7.6122758 50.2788492, 7.6123841 50.2788239, 7.6125923 50.2787751, 7.6128102 50.2787169, 7.6130048 50.2786594, 7.6131813 50.2785773, 7.6133947 50.2784513, 7.6134911 50.2783663, 7.6136051 50.2782611, 7.6136512 50.278219)",30,,,,
33633273,False,Lerchenweg,residential,5,False,80.973,"LINESTRING (7.6107923 50.279836, 7.6107493 50.2798769, 7.6105362 50.2801012, 7.6102485 50.2802223, 7.6100867 50.2802902, 7.6099834 50.2803206)",30,,,,
180225347,False,Im Zillgen,residential,6,False,236.815,"LINESTRING (7.6107923 50.279836, 7.6108643 50.2798579, 7.6109831 50.2798722, 7.61119 50.2798842, 7.6113321 50.2798942, 7.6114232 50.2799006, 7.6115483 50.2799086, 7.6127106 50.279993, 7.6130246 50.2800049, 7.613351 50.2799938, 7.613768 50.2799817, 7.6141031 50.2799907)",30,,,,
180225347,False,Im Zillgen,residential,6,True,60.959,"LINESTRING (7.6107923 50.279836, 7.6107377 50.279801, 7.6106485 50.2797091, 7.6105901 50.2796409, 7.6105297 50.2795483, 7.61045 50.2793419)",30,,,,
33573205,False,Bahnhofstraße,residential,6,False,49.094,"LINESTRING (7.6204092 50.2809418, 7.6203808 50.2809283, 7.6198524 50.2806804)",30,,,,
33621465,False,Am Bahnhof,residential,4,True,151.169,"LINESTRING (7.6204092 50.2809418, 7.620548 50.2808205, 7.6208895 50.2805728, 7.6210712 50.2804629, 7.6215515 50.2801479, 7.6215998 50.2801071, 7.6217433 50.2799747, 7.6217675 50.2799093)",,,,,
76710105,False,Am Bahnhof,residential,,True,224.17399999999998,"LINESTRING (7.6204092 50.2809418, 7.6204561 50.2809655, 7.6205128 50.2809863, 7.6205885 50.2809922, 7.6206677 50.2809853, 7.6207426 50.2809569, 7.62087 50.2809, 7.6209817 50.2808354, 7.6212666 50.28065, 7.6216121 50.2804099, 7.6226509 50.2796634)",,,,,
24020595,False,Mainzer Straße,residential,7,False,20.995,"LINESTRING (7.6188445 50.2801247, 7.6186038 50.2802342)",30,,,,
24020595,False,Mainzer Straße,residential,7,True,20.101999999999997,"LINESTRING (7.6188445 50.2801247, 7.6189313 50.2800703, 7.6190626 50.2800104)",30,,,,
33573205,False,Bahnhofstraße,residential,6,True,94.691,"LINESTRING (7.6188445 50.2801247, 7.6194535 50.2804856, 7.6196334 50.2805737, 7.6198524 50.2806804)",30,,,,
33573207,False,Tauberbacher Weg,residential,4,False,77.205,"LINESTRING (7.6217675 50.2799093, 7.6216678 50.2799173, 7.6214639 50.2799695, 7.6213115 50.2799989, 7.6211352 50.2800159, 7.6207074 50.2800354)",30,,,,
33621465,False,Am Bahnhof,residential,4,False,151.16899999999998,"LINESTRING (7.6217675 50.2799093, 7.6217433 50.2799747, 7.6215998 50.2801071, 7.6215515 50.2801479, 7.6210712 50.2804629, 7.6208895 50.2805728, 7.620548 50.2808205, 7.6204092 50.2809418)",,,,,
33621464,False,Albertstraße,residential,4,False,93.994,"LINESTRING (7.6207074 50.2800354, 7.6198524 50.2806804)",,,,,
