osmid,name,highway,maxspeed,width,oneway,reversed,length,geometry,lanes,ref
31100109,Breite Straße,residential,50,5,False,True,28.596000000000004,"LINESTRING (10.2368841 48.5366188, 10.2367627 48.5365761, 10.2365645 48.5364742)",,
35899952,Bahnhofstraße,secondary,50,,False,False,202.25599999999997,"LINESTRING (10.2368841 48.5366188, 10.2368146 48.5368151, 10.2367973 48.5368561, 10.2367044 48.5370768, 10.2366301 48.5372589, 10.2365803 48.5373922, 10.2365022 48.5375706, 10.2364581 48.5376714, 10.2364301 48.5377354, 10.236409 48.5377835, 10.2363635 48.5379356, 10.2363519 48.5379742, 10.2363505 48.5379978, 10.2363385 48.5381951, 10.2363368 48.538223, 10.236339 48.5382571, 10.2363478 48.5383917)",2,L 1170
336418099,Sontheimer Straße,secondary,50,,False,True,109.798,"LINESTRING (10.2368841 48.5366188, 10.2372533 48.5367249, 10.2373432 48.5367507, 10.237618 48.5368193, 10.237851 48.5368775, 10.2379314 48.5368976, 10.2380645 48.5369308, 10.2382703 48.5369822)",,L 1170
229168818,Im Städtle,secondary,50,,False,True,3.814,"LINESTRING (10.2319573 48.5410125, 10.2319105 48.5409978)",,L 1170
31749117,Kleine Gasse,residential,50,,False,True,134.67000000000002,"LINESTRING (10.2319573 48.5410125, 10.2320454 48.5408795, 10.2321358 48.5407431, 10.2323256 48.5404567, 10.2323545 48.5404293, 10.23255 48.5402445, 10.2326861 48.5401157, 10.2329063 48.5399971)",,
229168818,Im Städtle,secondary,50,,False,False,60.799,"LINESTRING (10.2319573 48.5410125, 10.2323806 48.5411389, 10.2327275 48.5412062)",,L 1170
30880559,Schönstetter Straße,residential,,5,False,True,52.215,"LINESTRING (10.231234 48.5407894, 10.2310932 48.5409091, 10.231014 48.5410044, 10.2309012 48.5411997)",,
31093219,Oberstotzinger Straße,secondary,50,,False,True,209.998,"LINESTRING (10.231234 48.5407894, 10.2312021 48.5407814, 10.2309404 48.5407159, 10.230754 48.5406692, 10.2300586 48.5405208, 10.2300055 48.5405111, 10.2285077 48.5402381)",,L 1170
229168818,Im Städtle,secondary,50,,False,False,54.945,"LINESTRING (10.231234 48.5407894, 10.2315265 48.5408735, 10.2315479 48.5408804, 10.2319105 48.5409978)",,L 1170
924953020,Oberstotzinger Straße,secondary,50,,True,False,12.763,"LINESTRING (10.2271211 48.5399616, 10.2270214 48.5399569, 10.2269534 48.5399386)",,L 1170
924953018,Oberstotzinger Straße,secondary,50,,True,False,12.251000000000001,"LINESTRING (10.2267987 48.5398971, 10.2267477 48.5398718, 10.2266834 48.5398188)",,L 1170
229168372,,secondary_link,50,,True,False,19.657,"LINESTRING (10.2266834 48.5398188, 10.2267062 48.5397482, 10.2267507 48.5397134, 10.2268274 48.5396834)",,
14310931,Oberstotzinger Straße,secondary,50,,True,False,16.515,"LINESTRING (10.2268274 48.5396834, 10.2270477 48.5397114)",,L 1170
14310931,Oberstotzinger Straße,secondary,50,,True,False,19.171,"LINESTRING (10.2270477 48.5397114, 10.2272449 48.539824)",,L 1170
30880565,Schlesienstraße,residential,,5,False,False,36.297,"LINESTRING (10.2270477 48.5397114, 10.2270646 48.5396898, 10.2271588 48.5395637, 10.2272056 48.539437, 10.2272167 48.5394069)",,
14310931,Oberstotzinger Straße,secondary,50,,True,False,31.219,"LINESTRING (10.2272449 48.539824, 10.2275765 48.539999)",,L 1170
229168375,,secondary_link,50,,True,False,18.974,"LINESTRING (10.2272449 48.539824, 10.2272238 48.5398973, 10.2271879 48.5399345, 10.2271211 48.5399616)",,
35899951,Oberstotzinger Straße,secondary,50,,False,True,73.572,"LINESTRING (10.2275765 48.539999, 10.2279592 48.5401088, 10.2285077 48.5402381)",,L 1170
229168373,Oberstotzinger Straße,secondary,50,,True,False,33.794,"LINESTRING (10.2275765 48.539999, 10.2273669 48.5399781, 10.2271211 48.5399616)",,L 1170
36279133,Neuffenstraße,residential,50,5,False,True,51.388999999999996,"LINESTRING (10.2400198 48.5422243, 10.2399849 48.5424363, 10.2399338 48.5425793, 10.2398236 48.5426505)",,
30818312,Hintere Gasse,residential,,5,False,False,163.306,"LINESTRING (10.2375014 48.5383585, 10.2375421 48.5382384, 10.2377961 48.537797, 10.2378166 48.5377613, 10.2379237 48.5375774, 10.2379722 48.5374942, 10.2382703 48.5369822)",,
30818312,Hintere Gasse,residential,,5,False,True,169.758,"LINESTRING (10.2375014 48.5383585, 10.2374914 48.5384058, 10.2375193 48.5388896, 10.2375237 48.5389657, 10.2375207 48.5390635, 10.2375158 48.5392235, 10.2374659 48.5393626, 10.2374224 48.5394838, 10.2374171 48.5394979, 10.2372861 48.5398665)",,
347276119,Rechbergstraße,residential,,5,False,False,77.60000000000001,"LINESTRING (10.2375014 48.5383585, 10.2376206 48.538376, 10.238511 48.5385581)",,
30800947,Stuifenstraße,residential,,5,False,False,85.94,"LINESTRING (10.2383701 48.5393059, 10.2383025 48.5396209, 10.2382608 48.5398152, 10.2382059 48.5400711)",,
30800947,Stuifenstraße,residential,,5,False,True,83.85600000000001,"LINESTRING (10.2383701 48.5393059, 10.23843 48.5389501, 10.2384826 48.5386373, 10.238511 48.5385581)",,
30800947,Stuifenstraße,residential,,5,False,False,83.856,"LINESTRING (10.238511 48.5385581, 10.2384826 48.5386373, 10.23843 48.5389501, 10.2383701 48.5393059)",,
347276119,Rechbergstraße,residential,,5,False,True,77.60000000000001,"LINESTRING (10.238511 48.5385581, 10.2376206 48.538376, 10.2375014 48.5383585)",,
31340266,Staufenstraße,residential,50,5,False,True,11.841,"LINESTRING (10.2382059 48.5400711, 10.23836 48.5401016)",,
30800947,Stuifenstraße,residential,,5,False,True,85.94,"LINESTRING (10.2382059 48.5400711, 10.2382608 48.5398152, 10.2383025 48.5396209, 10.2383701 48.5393059)",,
31340266,Staufenstraße,residential,50,5,False,False,71.43699999999998,"LINESTRING (10.2382059 48.5400711, 10.2380068 48.5400269, 10.2373335 48.5398771, 10.2372861 48.5398665)",,
