osmid,oneway,lanes,name,highway,maxspeed,reversed,length,ref,bridge,geometry,width
5013117,True,1,Nadlerstraße,residential,50,False,169.20100000000002,,,"LINESTRING (11.0259608 49.3325958, 11.0260531 49.3322629, 11.0261607 49.3318749, 11.0261645 49.3318614, 11.0262837 49.3312128, 11.0263245 49.331149, 11.0263716 49.3311058)",
320402511,True,,Stadtparkstraße,living_street,,False,30.662,,,"LINESTRING (11.0247216 49.3279062, 11.0246084 49.3276405)",
149788913,False,,Eisentrautstraße,tertiary,50,False,121.047,,,"LINESTRING (11.0247216 49.3279062, 11.0252663 49.3278497, 11.0258033 49.3277913, 11.0263707 49.3277333)",7.3
149788913,False,,Eisentrautstraße,tertiary,50,True,73.537,,,"LINESTRING (11.0247216 49.3279062, 11.0243766 49.3279574, 11.0238414 49.3280763, 11.0237792 49.3281235)",7.3
"[435181712, 17241101]",False,,Wilhelm-Friedrich-Weg,residential,,False,76.193,,,"LINESTRING (11.0263707 49.3277333, 11.0263084 49.3274258, 11.0262528 49.3270525)",
149788913,False,,Eisentrautstraße,tertiary,50,True,121.047,,,"LINESTRING (11.0263707 49.3277333, 11.0258033 49.3277913, 11.0252663 49.3278497, 11.0247216 49.3279062)",7.3
16542382,False,,Am Holzgarten,residential,,False,74.138,,,"LINESTRING (11.013177 49.3284444, 11.0131658 49.3277777)",
95661985,False,2,Reichswaisenhausstraße,secondary,50,False,55.539,St 2239,,"LINESTRING (11.013177 49.3284444, 11.0132118 49.3284436, 11.0132472 49.3284428, 11.0139433 49.3284484)",
16542382,False,,Am Holzgarten,residential,,False,6.53,,,"LINESTRING (11.0131658 49.3277777, 11.0130757 49.3277773)",
16542382,False,,Am Holzgarten,residential,,True,74.138,,,"LINESTRING (11.0131658 49.3277777, 11.013177 49.3284444)",
48637464,False,,Am Holzgarten,living_street,,False,24.625,,,"LINESTRING (11.0131658 49.3277777, 11.0135056 49.3277787)",
47006346,False,,Boxlohe,living_street,,True,28.815,,,"LINESTRING (11.0167395 49.3296428, 11.0166856 49.3294526, 11.0167754 49.3294227)",
16542385,False,,Boxlohe,living_street,,False,13.547,,,"LINESTRING (11.0175009 49.3295022, 11.017314 49.3294998)",
16542385,False,,Boxlohe,living_street,,True,42.599999999999994,,,"LINESTRING (11.0175009 49.3295022, 11.0179732 49.3294792, 11.0180726 49.3294425)",
16542402,False,,Poujolsberg,living_street,,True,72.941,,,"LINESTRING (11.0175009 49.3295022, 11.0175254 49.3297057, 11.0176228 49.3300395, 11.017609 49.3301512)",
16542404,False,,Boxlohe,living_street,,True,76.28,,,"LINESTRING (11.0166962 49.3299714, 11.0167085 49.3299326, 11.0166622 49.3298345, 11.0167666 49.3297712, 11.016792 49.3297496, 11.0169238 49.329679, 11.0171291 49.3296023, 11.017314 49.3294998)",
16542391,False,,Fischgrubengasse,living_street,,False,48.321,,,"LINESTRING (11.017609 49.3301512, 11.0169438 49.330121)",
"[88036711, 16553986, 88036318, 16542391]",False,,Fischgrubengasse,living_street,,"[False, True]",50.56,,yes,"LINESTRING (11.017609 49.3301512, 11.0178409 49.3302071, 11.0179486 49.3302494, 11.0179838 49.3302786, 11.0179881 49.3303117, 11.0180271 49.3304177, 11.0180402 49.3304488)",
16542402,False,,Poujolsberg,living_street,,False,72.941,,,"LINESTRING (11.017609 49.3301512, 11.0176228 49.3300395, 11.0175254 49.3297057, 11.0175009 49.3295022)",
16542391,False,,Fischgrubengasse,living_street,,True,48.321,,,"LINESTRING (11.0169438 49.330121, 11.017609 49.3301512)",
16553997,False,,,living_street,,False,35.985,,,"LINESTRING (11.0180402 49.3304488, 11.0181945 49.3307564)",
16542406,False,,Wöhrwiese,living_street,,False,68.866,,,"LINESTRING (11.0180402 49.3304488, 11.0186275 49.3304051, 11.0187503 49.3306251)",
16542406,False,,Wöhrwiese,living_street,,True,66.31,,,"LINESTRING (11.0180402 49.3304488, 11.0176445 49.3304503, 11.0173317 49.3304262, 11.0172536 49.3304465, 11.017185 49.3305109)",
"[16542391, 16553986, 88036318, 88036711]",False,,Fischgrubengasse,living_street,,"[False, True]",50.56,,yes,"LINESTRING (11.0180402 49.3304488, 11.0180271 49.3304177, 11.0179881 49.3303117, 11.0179838 49.3302786, 11.0179486 49.3302494, 11.0178409 49.3302071, 11.017609 49.3301512)",
88036804,False,,Wöhrwiese,living_street,,True,48.88,,,"LINESTRING (11.017185 49.3305109, 11.0174271 49.3309212)",
16542406,False,,Wöhrwiese,living_street,,False,66.31,,,"LINESTRING (11.017185 49.3305109, 11.0172536 49.3304465, 11.0173317 49.3304262, 11.0176445 49.3304503, 11.0180402 49.3304488)",
"[16550500, 16542406]",False,,"['Wöhrwiese', 'Mauerstraße']",living_street,,"[False, True]",71.019,,,"LINESTRING (11.017185 49.3305109, 11.0170265 49.3305478, 11.0169884 49.3305967, 11.0171965 49.3309842, 11.0172442 49.3310397)",
16542407,False,,Benkendorferstraße,living_street,,False,20.205,,,"LINESTRING (11.0187503 49.3306251, 11.0184907 49.3306914)",
16542406,False,,Wöhrwiese,living_street,,True,68.866,,,"LINESTRING (11.0187503 49.3306251, 11.0186275 49.3304051, 11.0180402 49.3304488)",
16542407,False,,Benkendorferstraße,living_street,,True,54.305,,,"LINESTRING (11.0187503 49.3306251, 11.0190067 49.3305621, 11.0191521 49.3305274, 11.0194531 49.3304556)",
"[5005340, 16553996, 5005341, 5005342]",False,,"['Auf der Aich', 'Spitalberg', 'Königstraße']","['residential', 'living_street']",20,False,179.564,,yes,"LINESTRING (11.0194531 49.3304556, 11.0194663 49.3303442, 11.0194211 49.3301447, 11.0192907 49.3299186, 11.0191327 49.3297253, 11.0189419 49.3295056, 11.0188931 49.3294711, 11.0188316 49.3294502, 11.0182614 49.3294618, 11.0180726 49.3294425)",
5005341,False,,Auf der Aich,residential,20,True,59.269999999999996,,,"LINESTRING (11.0194531 49.3304556, 11.0194643 49.3306022, 11.019489 49.3308378, 11.0195291 49.3309856)",
16542407,False,,Benkendorferstraße,living_street,,False,54.305,,,"LINESTRING (11.0194531 49.3304556, 11.0191521 49.3305274, 11.0190067 49.3305621, 11.0187503 49.3306251)",
16552331,True,,Bachgasse,living_street,,False,135.179,,,"LINESTRING (11.0194531 49.3304556, 11.0196626 49.3303494, 11.019727 49.3302912, 11.0197677 49.330229, 11.0198209 49.3300802, 11.019907 49.3299946, 11.0200191 49.3299514, 11.0203872 49.3298958, 11.0208702 49.3298576)",
16542407,False,,Benkendorferstraße,living_street,,False,22.648,,,"LINESTRING (11.0184907 49.3306914, 11.0181945 49.3307564)",
16542407,False,,Benkendorferstraße,living_street,,True,20.205,,,"LINESTRING (11.0184907 49.3306914, 11.0187503 49.3306251)",
115077024,False,,Mühlgasse,living_street,,True,19.608,,,"LINESTRING (11.0184907 49.3306914, 11.018582 49.3308574)",
16542407,False,,Benkendorferstraße,living_street,,False,26.225,,,"LINESTRING (11.0181945 49.3307564, 11.0178518 49.3308322)",
16542407,False,,Benkendorferstraße,living_street,,True,22.648,,,"LINESTRING (11.0181945 49.3307564, 11.0184907 49.3306914)",
16553997,False,,,living_street,,True,35.985,,,"LINESTRING (11.0181945 49.3307564, 11.0180402 49.3304488)",
16542407,False,,Benkendorferstraße,living_street,,True,26.225,,,"LINESTRING (11.0178518 49.3308322, 11.0181945 49.3307564)",
16542407,False,,Benkendorferstraße,living_street,,False,32.328,,,"LINESTRING (11.0178518 49.3308322, 11.0175613 49.3308929, 11.0174271 49.3309212)",
"[16550505, 1201014594, 1201014595, 88036358]",False,,Münzgasse,"['living_street', 'residential']",,False,75.166,,yes,"LINESTRING (11.0178518 49.3308322, 11.0179638 49.3311031, 11.0179679 49.3311132, 11.0179811 49.3311531, 11.0180377 49.3313334, 11.0180924 49.3314895)",
16542407,False,,Benkendorferstraße,living_street,,False,18.689,,,"LINESTRING (11.0174271 49.3309212, 11.0172442 49.3310397)",
88036804,False,,Wöhrwiese,living_street,,False,48.88,,,"LINESTRING (11.0174271 49.3309212, 11.017185 49.3305109)",
16542407,False,,Benkendorferstraße,living_street,,True,32.328,,,"LINESTRING (11.0174271 49.3309212, 11.0175613 49.3308929, 11.0178518 49.3308322)",
16542407,False,,Benkendorferstraße,living_street,,True,18.689,,,"LINESTRING (11.0172442 49.3310397, 11.0174271 49.3309212)",
16550500,False,,Mauerstraße,living_street,,False,36.143,,,"LINESTRING (11.0172442 49.3310397, 11.0172649 49.3311144, 11.0173524 49.3312874, 11.0174071 49.3313441)",
"[16550500, 16542406]",False,,"['Wöhrwiese', 'Mauerstraße']",living_street,,"[False, True]",71.019,,,"LINESTRING (11.0172442 49.3310397, 11.0171965 49.3309842, 11.0169884 49.3305967, 11.0170265 49.3305478, 11.017185 49.3305109)",
16550500,False,,Mauerstraße,living_street,,True,36.143,,,"LINESTRING (11.0174071 49.3313441, 11.0173524 49.3312874, 11.0172649 49.3311144, 11.0172442 49.3310397)",
199489980,False,,Mühlgasse,living_street,,True,20.305,,,"LINESTRING (11.0183997 49.3309792, 11.0184292 49.3309138, 11.018582 49.3308574)",
5003221,False,,Hördlertorstraße,residential,20,False,41.373,,,"LINESTRING (11.0180924 49.3314895, 11.018629 49.3313624)",
5003221,False,,Hördlertorstraße,residential,20,True,47.92100000000001,,,"LINESTRING (11.0180924 49.3314895, 11.0177437 49.3315828, 11.0174647 49.3316186)",
"[16550505, 1201014594, 1201014595, 88036358]",False,,Münzgasse,"['residential', 'living_street']",,True,75.166,,yes,"LINESTRING (11.0180924 49.3314895, 11.0180377 49.3313334, 11.0179811 49.3311531, 11.0179679 49.3311132, 11.0179638 49.3311031, 11.0178518 49.3308322)",
38527684,False,,Nürnberger Straße,residential,20,False,35.523,,,"LINESTRING (11.0218235 49.331904, 11.021889 49.3315874)",5.6
38527684,False,,Nürnberger Straße,residential,20,True,11.787,,,"LINESTRING (11.0218235 49.331904, 11.0218229 49.33201)",5.6
16550518,True,,Pinzenberg,living_street,,False,50.734,,,"LINESTRING (11.0218235 49.331904, 11.0217822 49.3318847, 11.021713 49.3318524, 11.0215663 49.3317684, 11.0214212 49.3316833, 11.0213292 49.3316612, 11.0212582 49.3316442)",
439800114,False,,Pinzenberg,living_street,,False,19.471,,,"LINESTRING (11.0212582 49.3316442, 11.020996 49.3316059)",
16550520,True,,Pinzenberg,living_street,,False,50.213,,,"LINESTRING (11.0212582 49.3316442, 11.0213695 49.3315606, 11.0216564 49.3315606, 11.021889 49.3315874)",
5003221,False,,Hördlertorstraße,residential,20,True,41.373,,,"LINESTRING (11.018629 49.3313624, 11.0180924 49.3314895)",
5003221,False,,Hördlertorstraße,residential,20,False,77.529,,,"LINESTRING (11.018629 49.3313624, 11.018826 49.3312843, 11.0189996 49.3312112, 11.0195291 49.3309856)",
439800114,False,,Pinzenberg,living_street,,True,153.357,,,"LINESTRING (11.018629 49.3313624, 11.0187427 49.3314203, 11.0190475 49.3314496, 11.0190833 49.331525, 11.0196184 49.3314947, 11.0202825 49.331504, 11.0206162 49.3315512)",
38527684,False,,Nürnberger Straße,residential,20,True,35.523,,,"LINESTRING (11.021889 49.3315874, 11.0218235 49.331904)",5.6
112978444,True,,Brauereistraße,residential,20,False,17.83,,,"LINESTRING (11.021889 49.3315874, 11.0221274 49.3316271)",3.6
38527684,False,,Nürnberger Straße,residential,20,False,55.655,,,"LINESTRING (11.021889 49.3315874, 11.0219192 49.3313682, 11.0219402 49.3310881)",5.6
"[16550522, 16550524]",False,,"['Schulgasse', 'Falckensteingasse']",living_street,,True,139.09599999999998,,,"LINESTRING (11.0210039 49.3312436, 11.0207364 49.3312546, 11.0205632 49.3312261, 11.0204101 49.3312103, 11.0201893 49.331226, 11.0201158 49.3312563, 11.0200544 49.3313263, 11.0198057 49.3313066, 11.0196432 49.3312809, 11.0195291 49.3309856)",
16550530,False,,Glockengießergasse,living_street,,False,40.456,,,"LINESTRING (11.0210039 49.3312436, 11.0209793 49.3315534, 11.020996 49.3316059)",
58902997,False,,Glockengießergasse,living_street,,False,71.977,,,"LINESTRING (11.0210039 49.3312436, 11.021122 49.3312176, 11.021173 49.3311689, 11.0216197 49.3311091, 11.0219402 49.3310881)",
38527684,False,,Nürnberger Straße,residential,20,False,21.127,,,"LINESTRING (11.0219402 49.3310881, 11.0219384 49.3308981)",5.6
38527684,False,,Nürnberger Straße,residential,20,True,55.655,,,"LINESTRING (11.0219402 49.3310881, 11.0219192 49.3313682, 11.021889 49.3315874)",5.6
58902997,False,,Glockengießergasse,living_street,,True,71.97699999999999,,,"LINESTRING (11.0219402 49.3310881, 11.0216197 49.3311091, 11.021173 49.3311689, 11.021122 49.3312176, 11.0210039 49.3312436)",
16550526,False,,Frauentrautgasse,living_street,,False,31.094,,,"LINESTRING (11.0206162 49.3315512, 11.0205006 49.3318205)",
439800114,False,,Pinzenberg,living_street,,False,153.357,,,"LINESTRING (11.0206162 49.3315512, 11.0202825 49.331504, 11.0196184 49.3314947, 11.0190833 49.331525, 11.0190475 49.3314496, 11.0187427 49.3314203, 11.018629 49.3313624)",
439800114,False,,Pinzenberg,living_street,,True,28.238,,,"LINESTRING (11.0206162 49.3315512, 11.0207503 49.331566, 11.0209087 49.3315868, 11.020996 49.3316059)",
16550526,False,,Frauentrautgasse,living_street,,True,31.094,,,"LINESTRING (11.0205006 49.3318205, 11.0206162 49.3315512)",
439800114,False,,Pinzenberg,living_street,,True,19.471,,,"LINESTRING (11.020996 49.3316059, 11.0212582 49.3316442)",
16550530,False,,Glockengießergasse,living_street,,True,40.456,,,"LINESTRING (11.020996 49.3316059, 11.0209793 49.3315534, 11.0210039 49.3312436)",
439800114,False,,Pinzenberg,living_street,,False,28.238,,,"LINESTRING (11.020996 49.3316059, 11.0209087 49.3315868, 11.0207503 49.331566, 11.0206162 49.3315512)",
5005305,True,1,Neutorstraße,residential,20,False,68.159,,,"LINESTRING (11.0240214 49.330638, 11.023105 49.3304999)",
315684128,False,,Nördliche Mauerstraße,living_street,,True,50.282,,,"LINESTRING (11.0240214 49.330638, 11.024036 49.3303918, 11.0240064 49.3301869)",
315684128,False,,Nördliche Mauerstraße,living_street,,False,50.282,,,"LINESTRING (11.0240064 49.3301869, 11.024036 49.3303918, 11.0240214 49.330638)",
112978441,False,2,Nördliche Ringstraße,primary,50,False,24.253,B 2,,"LINESTRING (11.0230713 49.3319947, 11.0228435 49.3321545)",
16550533,False,,Brauereistraße,residential,20,False,39.095,,,"LINESTRING (11.0230713 49.3319947, 11.0228386 49.3318449, 11.0226875 49.3317476)",
"[583517520, 583517521]",False,"['2', '3']",Nördliche Ringstraße,primary,50,True,180.75,B 2,,"LINESTRING (11.0230713 49.3319947, 11.024093 49.3312439, 11.0242891 49.3310998, 11.024533 49.3308969, 11.0245866 49.3308134, 11.0246273 49.3307367)",
16550532,False,,Nördliche Mauerstraße,residential,20,True,73.275,,,"LINESTRING (11.0226875 49.3317476, 11.0224078 49.3319227, 11.022283 49.3319849, 11.0221323 49.3320128, 11.0219128 49.3320137, 11.0218229 49.33201)",
16550533,False,,Brauereistraße,residential,20,False,18.570999999999998,,,"LINESTRING (11.0226875 49.3317476, 11.0225944 49.331709, 11.0224546 49.3316817)",
16550533,False,,Brauereistraße,residential,20,True,39.095,,,"LINESTRING (11.0226875 49.3317476, 11.0228386 49.3318449, 11.0230713 49.3319947)",
439800115,False,,Brauereistraße,residential,20,True,24.475,,,"LINESTRING (11.0224546 49.3316817, 11.0221274 49.3316271)",
16550533,False,,Brauereistraße,residential,20,True,18.570999999999998,,,"LINESTRING (11.0224546 49.3316817, 11.0225944 49.331709, 11.0226875 49.3317476)",
16550536,False,,Synagogengasse,residential,20,False,135.59300000000002,,,"LINESTRING (11.0224546 49.3316817, 11.0225668 49.3314674, 11.0226541 49.3312164, 11.0226468 49.3310169, 11.0226227 49.330964, 11.0225903 49.3309417, 11.0224393 49.3308773, 11.0223675 49.3308591, 11.0219384 49.3308981)",
38527684,False,,Nürnberger Straße,residential,20,True,21.127,,,"LINESTRING (11.0219384 49.3308981, 11.0219402 49.3310881)",5.6
114113771,False,,Nürnberger Straße,residential,20,False,28.545,,,"LINESTRING (11.0219384 49.3308981, 11.0219189 49.3306417)",10.3
16550536,False,,Synagogengasse,residential,20,True,135.593,,,"LINESTRING (11.0219384 49.3308981, 11.0223675 49.3308591, 11.0224393 49.3308773, 11.0225903 49.3309417, 11.0226227 49.330964, 11.0226468 49.3310169, 11.0226541 49.3312164, 11.0225668 49.3314674, 11.0224546 49.3316817)",
35824663,False,2,Kappadocia,living_street,,False,44.682,,,"LINESTRING (11.0230838 49.3300983, 11.023105 49.3304999)",4.1
16550538,True,1,Häfnersgässchen,living_street,,False,74.36,,,"LINESTRING (11.0230838 49.3300983, 11.0233101 49.3300732, 11.0233913 49.330092, 11.0236199 49.330185, 11.0237004 49.3301779, 11.0237569 49.3301361, 11.0238655 49.3301306, 11.0240064 49.3301869)",
"[341386702, 35824662, 35824663]",False,"['2', '1']","['Kappadocia', 'Pfarrgasse']",living_street,,True,76.468,,yes,"LINESTRING (11.0230838 49.3300983, 11.0230497 49.3299852, 11.0229847 49.3297732, 11.0228599 49.3294999, 11.0228243 49.3294327)","['4.8', '4.1']"
821216751,False,,Pfarrgasse,living_street,,False,26.233,,,"LINESTRING (11.0228243 49.3294327, 11.0226859 49.3292147)",4.8
"[35824663, 341386702, 35824662]",False,"['2', '1']","['Kappadocia', 'Pfarrgasse']",living_street,,False,76.468,,yes,"LINESTRING (11.0228243 49.3294327, 11.0228599 49.3294999, 11.0229847 49.3297732, 11.0230497 49.3299852, 11.0230838 49.3300983)","['4.8', '4.1']"
"[16550541, 16550542]",True,1,"['Pfarrgasse', 'Nördliche Mauerstraße']",living_street,20,False,178.048,,,"LINESTRING (11.0237314 49.3289699, 11.0239032 49.3294767, 11.0238441 49.3297816, 11.0237289 49.3298016, 11.0234153 49.3296613, 11.0231327 49.3295696, 11.0229735 49.3295069, 11.0228243 49.3294327)",
196537633,True,1,Ludwigstraße,living_street,7,False,72.265,,,"LINESTRING (11.0237314 49.3289699, 11.0231533 49.3289787, 11.0227347 49.3289897)",4.4
199207151,True,,Südliche Mauerstraße,residential,20,False,170.101,,,"LINESTRING (11.0237314 49.3289699, 11.0237125 49.3287846, 11.0236135 49.3286752, 11.0232028 49.3284104, 11.0229358 49.3282456, 11.0225968 49.3280949, 11.0221327 49.3279546)",
437885330,False,,Südliche Mauerstraße,residential,20,True,29.621,,,"LINESTRING (11.0217494 49.3278621, 11.0221327 49.3279546)",
5005331,False,3,Rathausgasse,residential,20,True,52.995,,,"LINESTRING (11.0217494 49.3278621, 11.0217869 49.327554, 11.0218072 49.327387)",
329456031,False,2,Rathausgasse,living_street,10,False,82.342,,,"LINESTRING (11.0217494 49.3278621, 11.0217007 49.3279464, 11.0216242 49.3282154, 11.0215105 49.3285849)",
437885330,False,,Südliche Mauerstraße,residential,20,False,103.282,,,"LINESTRING (11.0217494 49.3278621, 11.0215131 49.3278531, 11.0210802 49.3278718, 11.0207448 49.3279139, 11.0203489 49.3279907)",
437885330,False,,Südliche Mauerstraße,residential,20,True,103.282,,,"LINESTRING (11.0203489 49.3279907, 11.0207448 49.3279139, 11.0210802 49.3278718, 11.0215131 49.3278531, 11.0217494 49.3278621)",
16552301,False,,Südliche Mauerstraße,residential,,False,123.26899999999999,,,"LINESTRING (11.018884 49.3282079, 11.0188051 49.328236, 11.0185616 49.3283227, 11.0181743 49.3284607, 11.0175893 49.3286979, 11.0174097 49.3287599)",
35824661,True,,Nürnberger Straße,residential,20,False,103.44500000000001,,,"LINESTRING (11.0215653 49.3297558, 11.0216207 49.3298236, 11.0216884 49.32986, 11.0218237 49.3302619, 11.0219189 49.3306417)",2.3
16552305,False,,Fleischbrücke,residential,20,False,19.095,,,"LINESTRING (11.0214206 49.3294551, 11.0214787 49.3296226)",
5005303,False,,Pfarrgasse,living_street,,False,25.268,,,"LINESTRING (11.0226859 49.3292147, 11.0227347 49.3289897)",4.4
821216751,False,,Pfarrgasse,living_street,,True,26.233,,,"LINESTRING (11.0226859 49.3292147, 11.0228243 49.3294327)",4.8
5005302,True,,Rosenbergerstraße,residential,20,False,96.377,,,"LINESTRING (11.0226859 49.3292147, 11.0225122 49.3292442, 11.0222735 49.3292659, 11.0219879 49.3293064, 11.0218775 49.3293438, 11.0218359 49.3293655, 11.0215659 49.32941, 11.0214206 49.3294551)",
16552331,True,,Bachgasse,living_street,,False,51.664,,,"LINESTRING (11.0208702 49.3298576, 11.0212767 49.3298069, 11.0215653 49.3297558)",
5005316,True,,Friedrichstraße,residential,20,False,116.813,,,"LINESTRING (11.0210949 49.3307474, 11.0206226 49.3307931, 11.0200922 49.3308647, 11.0195291 49.3309856)",8.4
16552337,True,,Silbergasse,living_street,,False,100.289,,,"LINESTRING (11.0210949 49.3307474, 11.0210573 49.3305592, 11.0209712 49.3302482, 11.0208702 49.3298576)",
144223459,False,2,Ludwigstraße,secondary,50,False,14.727,B 2,,"LINESTRING (11.0246548 49.3288984, 11.0244563 49.3289268)",
17241097,True,1,Stadtparkstraße,residential,50,False,112.129,,,"LINESTRING (11.0246548 49.3288984, 11.0246821 49.3286243, 11.0246847 49.3285982, 11.0247356 49.3284831, 11.024754 49.3284414, 11.0248008 49.3283089, 11.0247972 49.3281701, 11.0247825 49.3280516, 11.0247216 49.3279062)",
"[17241098, 387126325]",False,,Wilhelm-Friedrich-Weg,"['residential', 'living_street']",,False,129.857,,,"LINESTRING (11.0229808 49.3277867, 11.0231877 49.3275124, 11.0232929 49.3274831, 11.0241468 49.3273439, 11.0244643 49.3272895)",
31361861,False,3,Südliche Ringstraße,primary,50,True,96.083,B 466,,"LINESTRING (11.0229808 49.3277867, 11.0223951 49.327563, 11.0220216 49.3274526, 11.0218072 49.327387)",
329456037,False,2,Südliche Ringstraße,primary,50,False,68.991,B 466,,"LINESTRING (11.0229808 49.3277867, 11.0232427 49.3278902, 11.0235512 49.3280122, 11.0237792 49.3281235)",
46260533,True,,Stadtparkstraße,living_street,,False,52.878,,,"LINESTRING (11.0244643 49.3272895, 11.024416 49.3271551, 11.0242978 49.3268265)",
"[17241098, 387126325]",False,,Wilhelm-Friedrich-Weg,"['living_street', 'residential']",,True,129.857,,,"LINESTRING (11.0244643 49.3272895, 11.0241468 49.3273439, 11.0232929 49.3274831, 11.0231877 49.3275124, 11.0229808 49.3277867)",
17241100,False,,Wilhelm-Friedrich-Weg,residential,,False,91.692,,,"LINESTRING (11.0246084 49.3276405, 11.0258448 49.3274654)",
46260533,True,,Stadtparkstraße,living_street,,False,40.402,,,"LINESTRING (11.0246084 49.3276405, 11.0244643 49.3272895)",
17241100,False,,Wilhelm-Friedrich-Weg,residential,,True,91.692,,,"LINESTRING (11.0258448 49.3274654, 11.0246084 49.3276405)",
46260533,True,,Stadtparkstraße,living_street,,False,95.279,,,"LINESTRING (11.0240174 49.3259982, 11.0237897 49.3252859, 11.0237313 49.3252419, 11.0236351 49.3252084)",
5005327,False,,Austraße,residential,30,False,45.438,,,"LINESTRING (11.022421 49.3259144, 11.0223372 49.325822, 11.0223876 49.3255225)",
37370207,False,,Hindenburgstraße,tertiary,50,False,45.506,,,"LINESTRING (11.022421 49.3259144, 11.0222918 49.3259909, 11.0221549 49.3261085, 11.0220121 49.3262234)",
230182140,False,,Hindenburgstraße,tertiary,50,True,119.268,,,"LINESTRING (11.022421 49.3259144, 11.0224943 49.3258832, 11.0227966 49.3257743, 11.0230041 49.3256788, 11.0233862 49.3253988, 11.0236351 49.3252084)",
17241143,False,,Alexanderstraße,living_street,,True,181.929,,,"LINESTRING (11.0242978 49.3268265, 11.0231386 49.3270221, 11.0227826 49.327028, 11.0221954 49.3269846, 11.0218317 49.3269586)",
46260533,True,,Stadtparkstraße,living_street,,False,94.345,,,"LINESTRING (11.0242978 49.3268265, 11.0242247 49.3266413, 11.0241972 49.3265717, 11.0241527 49.3264297, 11.0241311 49.3263607, 11.0240174 49.3259982)",
5005287,False,2,Hindenburgstraße,tertiary,50,False,99.239,,,"LINESTRING (11.0205334 49.3260668, 11.020192 49.3259932, 11.019256 49.3257463)",
5005287,False,2,Hindenburgstraße,tertiary,50,True,109.237,,,"LINESTRING (11.0205334 49.3260668, 11.0209776 49.3261633, 11.0213767 49.3261844, 11.0217612 49.3262002, 11.0220121 49.3262234)",
23390722,False,,Stirnerstraße,residential,30,False,81.401,,,"LINESTRING (11.0205334 49.3260668, 11.0208028 49.3256031, 11.0209179 49.3253791)",
23390722,False,,Stirnerstraße,residential,30,True,81.401,,,"LINESTRING (11.0209179 49.3253791, 11.0208028 49.3256031, 11.0205334 49.3260668)",
23390723,False,,Ebersbergerstraße,residential,30,False,108.027,,,"LINESTRING (11.0209179 49.3253791, 11.0212018 49.3254343, 11.0215132 49.3254704, 11.0223876 49.3255225)",
"[23390723, 23390724]",False,,"['Richard-Bergner-Straße', 'Ebersbergerstraße']",residential,30,True,207.25400000000002,,,"LINESTRING (11.0209179 49.3253791, 11.0189888 49.3250434, 11.0187769 49.3255887)",
5005327,False,,Austraße,residential,30,True,45.438,,,"LINESTRING (11.0223876 49.3255225, 11.0223372 49.325822, 11.022421 49.3259144)",
23390723,False,,Ebersbergerstraße,residential,30,True,108.027,,,"LINESTRING (11.0223876 49.3255225, 11.0215132 49.3254704, 11.0212018 49.3254343, 11.0209179 49.3253791)",
5005287,False,2,Hindenburgstraße,tertiary,50,True,38.893,,,"LINESTRING (11.0187769 49.3255887, 11.019256 49.3257463)",
337091649,False,2,Hindenburgstraße,tertiary,50,False,82.024,,,"LINESTRING (11.0187769 49.3255887, 11.0177627 49.3252613)",
"[23390723, 23390724]",False,,"['Richard-Bergner-Straße', 'Ebersbergerstraße']",residential,30,False,207.25400000000002,,,"LINESTRING (11.0187769 49.3255887, 11.0189888 49.3250434, 11.0209179 49.3253791)",
25423388,False,,Seminarstraße,residential,,False,79.811,,,"LINESTRING (11.0185018 49.3271184, 11.01798 49.3271211, 11.0174012 49.3271028)",
28612272,True,1,Schillerplatz,tertiary,50,False,43.152,,,"LINESTRING (11.0213866 49.3274001, 11.0215748 49.327318, 11.0216227 49.327291, 11.0216994 49.3272438, 11.0218077 49.3271341)",
58913894,False,3,Südliche Ringstraße,primary,50,False,30.652,B 466,,"LINESTRING (11.0213866 49.3274001, 11.0216566 49.3273792, 11.0218072 49.327387)",
"[329456041, 583517522, 5003210, 58913894]",False,"['2', '3']",Südliche Ringstraße,primary,50,True,312.22,B 466,,"LINESTRING (11.0213866 49.3274001, 11.0210597 49.3274261, 11.0210001 49.3274309, 11.020643 49.3274593, 11.0202292 49.3275109, 11.0200327 49.3275575, 11.0196298 49.3276447, 11.0190157 49.3277932, 11.0184301 49.3279631, 11.0181246 49.3280581, 11.0178484 49.328131, 11.0175542 49.3281358, 11.0172768 49.3281324)",
5005361,False,2,Nürnberger Straße,primary,50,True,12.188,B 2,,"LINESTRING (11.0219221 49.3325774, 11.02207 49.3325252)",
440486026,True,1,Nördliche Ringstraße,secondary,,False,6.924,,,"LINESTRING (11.0219221 49.3325774, 11.021829 49.3325634)",
5005354,False,,Galgengartenstraße,residential,,False,244.931,,,"LINESTRING (11.0219221 49.3325774, 11.022126 49.3327174, 11.0228309 49.3330472, 11.0236647 49.3332815, 11.0242916 49.3334037, 11.0244959 49.3334281, 11.0249347 49.3334806)",
215528128,False,2,Nürnberger Straße,primary,50,False,8.623999999999999,B 2,,"LINESTRING (11.0219221 49.3325774, 11.0218571 49.3326107, 11.0218285 49.3326253)",
16552305,False,,Fleischbrücke,residential,20,True,19.095,,,"LINESTRING (11.0214787 49.3296226, 11.0214206 49.3294551)",
