osmid,name,highway,width,oneway,reversed,length,geometry,lanes,ref,maxspeed,bridge
24719942,Heinrich-Heine-Straße,residential,8.3,False,False,80.065,"LINESTRING (13.1196141 50.9705043, 13.1194902 50.9705955, 13.1191891 50.9708172, 13.1188709 50.9710515)",,,,
24754997,Bahnhofstraße,secondary,,False,False,65.88,"LINESTRING (13.1196141 50.9705043, 13.119698 50.9704144, 13.1197255 50.970382, 13.1197406 50.9703641, 13.119785 50.9702687, 13.1198055 50.9701962, 13.119805 50.9701208, 13.1197726 50.9699392)",3,S 201,50,
"[248308713, 248308714]",Frankenberger Straße,secondary,,False,True,85.234,"LINESTRING (13.1196141 50.9705043, 13.1194643 50.9704486, 13.1189384 50.9702526, 13.1188814 50.9702317, 13.1188303 50.970213, 13.1187434 50.9701812, 13.1185647 50.9701159)",3,S 201,50,
209204304,Mittweidaer Straße,tertiary,,False,True,60.954,"LINESTRING (13.1211082 50.9748203, 13.1203606 50.9751012)",,,50,
25280205,Feldstraße,residential,,True,False,133.42499999999998,"LINESTRING (13.1211082 50.9748203, 13.1208808 50.9747039, 13.1208685 50.974699, 13.1208167 50.9746783, 13.1205531 50.974573, 13.1204498 50.9745394, 13.1202469 50.9744734, 13.1201695 50.9744483, 13.1193858 50.974373)",,,,
"[1072766368, 168213493, 195122534]",Am Wehr,residential,,False,True,18.428,"LINESTRING (13.1211082 50.9748203, 13.1211502 50.9748922, 13.1211588 50.9749617, 13.1211581 50.9749811)",,,,yes
209204304,Mittweidaer Straße,tertiary,,False,False,39.416,"LINESTRING (13.1211082 50.9748203, 13.1211686 50.9747938, 13.1212386 50.9747631, 13.1213205 50.9747183, 13.1214131 50.9746397, 13.1214795 50.974562)",,,50,
24719944,Gerichtsstraße,residential,,False,False,96.346,"LINESTRING (13.1221748 50.9734469, 13.1221051 50.9734157, 13.1219663 50.9733476, 13.1217083 50.9732211, 13.1210794 50.9729226)",,,,
209204304,Mittweidaer Straße,tertiary,,False,False,56.265,"LINESTRING (13.1221748 50.9734469, 13.1223831 50.9732545, 13.1225593 50.9730317, 13.1225765 50.97301)",,,50,
209204304,Mittweidaer Straße,tertiary,,False,True,133.301,"LINESTRING (13.1221748 50.9734469, 13.12187 50.9738804, 13.1215665 50.974426, 13.1214795 50.974562)",,,50,
24719944,Gerichtsstraße,residential,,False,False,15.805,"LINESTRING (13.1210794 50.9729226, 13.1209004 50.972836)",,,,
24719944,Gerichtsstraße,residential,,False,True,96.346,"LINESTRING (13.1210794 50.9729226, 13.1217083 50.9732211, 13.1219663 50.9733476, 13.1221051 50.9734157, 13.1221748 50.9734469)",,,,
"[42837264, 318834623]",Unterer Stadtgraben,residential,,False,True,167.857,"LINESTRING (13.1210794 50.9729226, 13.1210805 50.9731676, 13.1210712 50.9733644, 13.1210685 50.9734217, 13.1210638 50.9735193, 13.1210595 50.973611, 13.1209929 50.9737694, 13.1209218 50.9739384, 13.1208472 50.9741157, 13.12065 50.974302, 13.1206281 50.9743233, 13.1205854 50.974365)",,,,
24719944,Gerichtsstraße,residential,,False,False,148.792,"LINESTRING (13.119867 50.972389, 13.119476 50.9721925, 13.1194178 50.9721632, 13.1191441 50.9719949, 13.1188701 50.9718265, 13.1187644 50.9717615, 13.1187286 50.9717395, 13.1183012 50.9714861)",,,,
24719944,Gerichtsstraße,residential,,False,True,87.78399999999999,"LINESTRING (13.119867 50.972389, 13.1204831 50.9726555, 13.1209004 50.972836)",,,,
25280211,Wiesenstraße,residential,,False,False,206.77599999999998,"LINESTRING (13.119867 50.972389, 13.1197375 50.9725106, 13.1196418 50.9726006, 13.119623 50.9726183, 13.1195383 50.9726978, 13.119161 50.9730522, 13.119088 50.9730939, 13.1190248 50.97313, 13.11898 50.9731556, 13.1188473 50.9732314, 13.118773 50.9732738, 13.1187483 50.9732936, 13.1185305 50.9734714, 13.1181037 50.97382, 13.1180587 50.9738502)",,,,
270167656,Bahnhofsplatz,residential,,False,False,30.741,"LINESTRING (13.1197494 50.9683376, 13.1198841 50.9684889, 13.1199818 50.9685715)",,,,
321707488,Bahnhofsplatz,secondary,,False,True,36.053,"LINESTRING (13.1197494 50.9683376, 13.1196478 50.968506, 13.1196218 50.9685654, 13.1196007 50.9686468)",3,S 201,50,
24719953,Markt,tertiary,,False,True,25.281,"LINESTRING (13.1229444 50.9723514, 13.1232844 50.9724279)",,,50,
"[24719946, 516693483]",Bahnhofstraße,tertiary,,True,False,28.426,"LINESTRING (13.1229444 50.9723514, 13.1228683 50.972218, 13.1227353 50.9721408)",,,50,
