osmid,oneway,highway,maxspeed,reversed,length,geometry,lanes,ref,name,bridge
191199990,True,secondary_link,50,False,46.67099999999999,"LINESTRING (9.5055572 49.2018543, 9.5056444 49.2017754, 9.5057011 49.2017057, 9.5057454 49.2016161, 9.5057705 49.2014677)",,,,
285714184,True,secondary,50,False,30.022,"LINESTRING (9.5055572 49.2018543, 9.5057573 49.2017689, 9.5059031 49.2017066)",2,L 1036,Schillerstraße,
191199979,True,secondary,50,False,10.007,"LINESTRING (9.5065507 49.2014484, 9.5064708 49.2015217)",,L 1036,Schillerstraße,
191199975,False,secondary,50,False,31.909,"LINESTRING (9.5065507 49.2014484, 9.5067535 49.2013511, 9.5069162 49.2012901)",2,L 1036,Karlsvorstadt,
23977134,False,tertiary,50,False,23.919,"LINESTRING (9.4997712 49.1979105, 9.4994479 49.197951)",3,,Herrenwiesenstraße,
23977134,False,tertiary,50,True,46.718999999999994,"LINESTRING (9.4997712 49.1979105, 9.4999584 49.1979056, 9.500127 49.1978998, 9.5004136 49.1978929)",3,,Herrenwiesenstraße,
386918082,True,tertiary_link,,False,63.764,"LINESTRING (9.4997712 49.1979105, 9.5000988 49.1978291, 9.5002682 49.1977456, 9.5003417 49.1976676, 9.5003838 49.1975568)",,,,
1061849775,False,residential,30,True,41.724,"LINESTRING (9.5058029 49.1968544, 9.5054378 49.1969315, 9.5053086 49.197023)",,,Nußbaumweg,
23820294,False,secondary,50,False,126.561,"LINESTRING (9.5053086 49.197023, 9.5052573 49.1969959, 9.5051756 49.1969704, 9.5050789 49.1969606, 9.5048502 49.1969712, 9.5042365 49.1970666, 9.5036219 49.1971488)",2,L 1050,Uhlandstraße,
40112409,False,secondary,50,True,95.82400000000001,"LINESTRING (9.5053086 49.197023, 9.5054524 49.1972151, 9.5056267 49.1975212, 9.5057571 49.197831)",2,L 1050,Hunnenstraße,
1061849775,False,residential,30,False,41.724,"LINESTRING (9.5053086 49.197023, 9.5054378 49.1969315, 9.5058029 49.1968544)",,,Nußbaumweg,
786268782,False,secondary,50,True,52.175,"LINESTRING (9.5054859 49.1998147, 9.5056357 49.2002736)",,L 1050,Hunnenstraße,
966545310,True,secondary,50,False,18.349,"LINESTRING (9.5054859 49.1998147, 9.5054072 49.1996579)",,L 1050,Hunnenstraße,
"[199391364, 64971620, 24436109, 24436110, 36511388]",False,secondary,50,False,126.284,"LINESTRING (9.5052226 49.1988797, 9.5053152 49.198733, 9.5054317 49.1985979, 9.5055201 49.1985042, 9.5056202 49.1983989, 9.5056479 49.198365, 9.5056938 49.1983003, 9.5057355 49.1982299, 9.5057806 49.1980835, 9.5057841 49.1980285, 9.5057571 49.197831)",2,L 1050,Hunnenstraße,yes
191157855,True,secondary,50,False,36.958999999999996,"LINESTRING (9.5052226 49.1988797, 9.5052402 49.1990025, 9.5052828 49.1991558, 9.5053056 49.1992069)",1,L 1050,Hunnenstraße,
737531050,True,secondary,50,False,9.027,"LINESTRING (9.5060224 49.2016621, 9.5061218 49.2017108)",,L 1050,Friedrichsruher Straße,
26278096,True,secondary,50,False,45.178,"LINESTRING (9.5060224 49.2016621, 9.5062066 49.2015789, 9.5063565 49.2015199, 9.5065507 49.2014484)",,L 1036,Karlsvorstadt,
23977136,False,residential,30,False,70.658,"LINESTRING (9.5031852 49.1961306, 9.5032638 49.1962812, 9.5034992 49.196732)",,,Hofgartenweg,
23977136,False,residential,30,False,47.196,"LINESTRING (9.5034992 49.196732, 9.5036219 49.1971488)",,,Hofgartenweg,
23977136,False,residential,30,True,70.658,"LINESTRING (9.5034992 49.196732, 9.5032638 49.1962812, 9.5031852 49.1961306)",,,Hofgartenweg,
"[24213484, 733138493, 733138494]",False,residential,30,True,237.89900000000003,"LINESTRING (9.5034992 49.196732, 9.5029376 49.1968862, 9.5026481 49.1969439, 9.502474 49.1969741, 9.5023226 49.1970004, 9.5018616 49.1970461, 9.5014336 49.1971265, 9.5010051 49.1972471, 9.5007708 49.197313, 9.5005352 49.1973534, 9.500388 49.1973668)",,,Fischhausweg,
191199958,True,secondary,50,False,18.838,"LINESTRING (9.5070616 49.2020059, 9.506803 49.2019936)",2,L 1050,Friedrichsruher Straße,
