osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,lanes,junction,bridge
4713483,Birkengraben,residential,30,False,False,58.302,"LINESTRING (8.6260478 50.5824935, 8.6260435 50.5823614, 8.6260938 50.5822856, 8.6260401 50.5821784, 8.6260113 50.5819818)",,,,
"[1172414009, 147581402]",Marktstraße,secondary,50,False,False,116.33900000000001,"LINESTRING (8.6260478 50.5824935, 8.6261689 50.582517, 8.6262282 50.5825285, 8.6263153 50.5825383, 8.6269381 50.5826082, 8.6275076 50.5826647, 8.6276574 50.5827035)",L 3020,,,
147581402,Marktstraße,secondary,50,False,False,27.474,"LINESTRING (8.6276574 50.5827035, 8.6280193 50.5827943)",L 3020,,,
"[4748520, 31022509]",Kinzenbacher Straße,tertiary,"['50', '30']",False,False,52.022000000000006,"LINESTRING (8.6276574 50.5827035, 8.6276205 50.5827705, 8.6274877 50.5828534, 8.6271076 50.5829926)",,2,,
"[1172414009, 147581402]",Marktstraße,secondary,50,False,True,116.339,"LINESTRING (8.6276574 50.5827035, 8.6275076 50.5826647, 8.6269381 50.5826082, 8.6263153 50.5825383, 8.6262282 50.5825285, 8.6261689 50.582517, 8.6260478 50.5824935)",L 3020,,,
147581402,Marktstraße,secondary,50,False,True,27.474,"LINESTRING (8.6280193 50.5827943, 8.6276574 50.5827035)",L 3020,,,
"[32435731, 24986502, 4713495]","['Bachstraße', 'Kirchstraße']",living_street,,False,"[False, True]",236.211,"LINESTRING (8.6280193 50.5827943, 8.6281781 50.5826096, 8.6282849 50.5823354, 8.6283737 50.5820762, 8.6284558 50.5818405, 8.6285128 50.5816981, 8.6285341 50.5816087, 8.6285522 50.5815002, 8.6285574 50.5811464, 8.62858 50.581003, 8.6285963 50.5808993, 8.6286363 50.580725)",,,,
"[147581402, 31022508]",Marktstraße,secondary,50,False,False,58.357,"LINESTRING (8.6280193 50.5827943, 8.6283192 50.582867, 8.6285459 50.5828785, 8.628824 50.5828791)",L 3020,2,,
31022508,Marktstraße,secondary,50,False,False,62.538,"LINESTRING (8.628824 50.5828791, 8.6297097 50.5828734)",L 3020,2,,
4713505,Schulgasse,residential,30,True,False,108.017,"LINESTRING (8.628824 50.5828791, 8.62883 50.5828321, 8.6288546 50.5827317, 8.629283 50.5820599, 8.6293738 50.5819808)",,,,
"[147581402, 31022508]",Marktstraße,secondary,50,False,True,58.357,"LINESTRING (8.628824 50.5828791, 8.6285459 50.5828785, 8.6283192 50.582867, 8.6280193 50.5827943)",L 3020,2,,
31022508,Marktstraße,secondary,50,False,True,62.538,"LINESTRING (8.6297097 50.5828734, 8.628824 50.5828791)",L 3020,2,,
"[31022508, 32435775]",Marktstraße,secondary,50,False,False,67.611,"LINESTRING (8.6297097 50.5828734, 8.630025 50.5828685, 8.6304204 50.5828648, 8.6305476 50.582835, 8.6306453 50.5828013)",L 3020,2,,
4713541,Gießener Straße,secondary,50,True,False,3.117,"LINESTRING (8.6309783 50.5824932, 8.6309987 50.5824986, 8.6310177 50.5825057)",L 3020,,roundabout,
31694287,Jahnstraße,residential,30,False,True,113.501,"LINESTRING (8.6333729 50.5828304, 8.6333415 50.5828992, 8.6331332 50.5832036, 8.6330145 50.5833005, 8.6326219 50.5836212, 8.6325366 50.5836909)",,,,
337075481,Ludwig-Rinn-Straße,residential,30,False,True,143.34799999999998,"LINESTRING (8.6333729 50.5828304, 8.6334085 50.5827612, 8.6338689 50.5815805)",,,,
337078148,Gießener Straße,secondary,50,False,False,141.928,"LINESTRING (8.6333729 50.5828304, 8.6340939 50.583105, 8.6350344 50.5835463)",L 3020,2,,
337078148,Gießener Straße,secondary,50,False,True,147.571,"LINESTRING (8.6333729 50.5828304, 8.6332082 50.5827791, 8.6319555 50.5825284, 8.6315937 50.5825025, 8.6313647 50.5824982)",L 3020,2,,
4713334,Friedrichstraße,residential,30,True,False,144.151,"LINESTRING (8.6350344 50.5835463, 8.6350762 50.5835022, 8.6362107 50.582544, 8.6362541 50.582507)",,,,
337078148,Gießener Straße,secondary,50,False,False,129.87,"LINESTRING (8.6350344 50.5835463, 8.6363305 50.5841763, 8.6363578 50.5841896, 8.6364124 50.5842157, 8.6364965 50.584255)",L 3020,2,,
337078148,Gießener Straße,secondary,50,False,True,141.928,"LINESTRING (8.6350344 50.5835463, 8.6340939 50.583105, 8.6333729 50.5828304)",L 3020,2,,
4746680,Bahnstraße,residential,30,False,True,109.546,"LINESTRING (8.6364965 50.584255, 8.636248 50.5844356, 8.6359283 50.584668, 8.6354435 50.5849779)",,,,
337078148,Gießener Straße,secondary,50,False,True,129.87,"LINESTRING (8.6364965 50.584255, 8.6364124 50.5842157, 8.6363578 50.5841896, 8.6363305 50.5841763, 8.6350344 50.5835463)",L 3020,2,,
4713321,Bachstraße,secondary,50,False,False,156.143,"LINESTRING (8.6293222 50.5788977, 8.6292997 50.5796467, 8.6292904 50.5799493, 8.629278 50.5800911, 8.629217 50.5802142, 8.6291756 50.5802912)",L 3359,,,
"[4713330, 31694805]",Sanderweg,residential,30,False,False,253.58499999999998,"LINESTRING (8.6293222 50.5788977, 8.6294038 50.5789007, 8.6304674 50.5789578, 8.631255 50.5789992, 8.6316946 50.5790218, 8.6329015 50.579084)",,,,
"[135309785, 135309786, 4713484]",Birkengraben,residential,50,False,True,15.89,"LINESTRING (8.6293222 50.5788977, 8.6292688 50.5788943, 8.6291264 50.5788889, 8.6290977 50.5788889)",,,,yes
4713321,Bachstraße,secondary,50,False,False,55.106,"LINESTRING (8.6291756 50.5802912, 8.6289207 50.5807596)",L 3359,,,
4713321,Bachstraße,secondary,50,False,True,156.143,"LINESTRING (8.6291756 50.5802912, 8.629217 50.5802142, 8.629278 50.5800911, 8.6292904 50.5799493, 8.6292997 50.5796467, 8.6293222 50.5788977)",L 3359,,,
4713335,Ernststraße,residential,30,False,False,231.1,"LINESTRING (8.6291756 50.5802912, 8.6292256 50.580297, 8.630093 50.5804317, 8.6302257 50.5804471, 8.6308426 50.580541, 8.6320719 50.5807484, 8.6323493 50.5807975)",,,,
4713321,Bachstraße,secondary,50,False,True,55.106,"LINESTRING (8.6289207 50.5807596, 8.6291756 50.5802912)",L 3359,,,
4713503,Bachstraße,living_street,,False,True,20.446,"LINESTRING (8.6289207 50.5807596, 8.6286363 50.580725)",,,,yes
4713321,Bachstraße,secondary,50,False,False,91.115,"LINESTRING (8.6289207 50.5807596, 8.6288442 50.5810239, 8.6288368 50.5810505, 8.6288281 50.5812906, 8.6288257 50.5814423, 8.6288758 50.5815425, 8.6288924 50.581567)",L 3359,,,
4713321,Bachstraße,secondary,50,False,False,57.288000000000004,"LINESTRING (8.6288924 50.581567, 8.6290586 50.5817325, 8.6293738 50.5819808)",L 3359,,,
4713321,Bachstraße,secondary,50,False,True,91.115,"LINESTRING (8.6288924 50.581567, 8.6288758 50.5815425, 8.6288257 50.5814423, 8.6288281 50.5812906, 8.6288368 50.5810505, 8.6288442 50.5810239, 8.6289207 50.5807596)",L 3359,,,
4713508,In der Eck,residential,,False,False,61.22,"LINESTRING (8.6288924 50.581567, 8.6294127 50.5815769, 8.6295051 50.5815662, 8.6295894 50.5815145, 8.6296311 50.5814327)",,,,
"[4713321, 1257759183]",Bachstraße,secondary,50,False,False,23.947999999999997,"LINESTRING (8.6293738 50.5819808, 8.6294416 50.5820271, 8.6295181 50.5820551, 8.6296071 50.58206, 8.629669 50.5820579)",L 3359,,,
4713321,Bachstraße,secondary,50,False,True,57.288000000000004,"LINESTRING (8.6293738 50.5819808, 8.6290586 50.5817325, 8.6288924 50.581567)",L 3359,,,
4713507,Brandgasse,residential,50,True,False,90.80699999999999,"LINESTRING (8.629669 50.5820579, 8.6296808 50.5821187, 8.6296964 50.582816, 8.6297097 50.5828734)",,,,
1257759183,Bachstraße,secondary,50,False,False,84.194,"LINESTRING (8.629669 50.5820579, 8.6298862 50.58204, 8.6299961 50.5820416, 8.6300715 50.5820508, 8.6302512 50.5820881, 8.6304204 50.5821426, 8.630596 50.5822148, 8.6307493 50.5822951)",L 3359,,,
"[4713321, 1257759183]",Bachstraße,secondary,50,False,True,23.948,"LINESTRING (8.629669 50.5820579, 8.6296071 50.58206, 8.6295181 50.5820551, 8.6294416 50.5820271, 8.6293738 50.5819808)",L 3359,,,
4713511,Kreuzgasse,residential,50,False,False,50.513,"LINESTRING (8.6307493 50.5822951, 8.6307732 50.5822705, 8.6308763 50.5818502)",,,,
31694832,Bachstraße,secondary,50,True,False,27.636000000000003,"LINESTRING (8.6307493 50.5822951, 8.6308301 50.5823423, 8.6308773 50.5823787, 8.630906 50.5824084, 8.6309349 50.5824514, 8.6309783 50.5824932)",L 3359,,,
1257759183,Bachstraße,secondary,50,False,True,84.19399999999999,"LINESTRING (8.6307493 50.5822951, 8.630596 50.5822148, 8.6304204 50.5821426, 8.6302512 50.5820881, 8.6300715 50.5820508, 8.6299961 50.5820416, 8.6298862 50.58204, 8.629669 50.5820579)",L 3359,,,
42778904,Ludwig-Rinn-Straße,residential,30,False,False,69.542,"LINESTRING (8.6344837 50.5804199, 8.6341675 50.5810122)",,,,
42778905,Ludwig-Rinn-Straße,residential,30,True,False,139.553,"LINESTRING (8.6344837 50.5804199, 8.6344869 50.5803847, 8.6345239 50.5801229, 8.6345991 50.5792444, 8.6346057 50.5791674)",,,,
42778904,Ludwig-Rinn-Straße,residential,30,False,False,56.794,"LINESTRING (8.6341675 50.5810122, 8.6339129 50.5814967)",,,,
42778904,Ludwig-Rinn-Straße,residential,30,False,True,69.542,"LINESTRING (8.6341675 50.5810122, 8.6344837 50.5804199)",,,,
4713335,Ernststraße,residential,30,False,True,131.523,"LINESTRING (8.6341675 50.5810122, 8.6334603 50.5809772, 8.6331275 50.5809608, 8.6323493 50.5807975)",,,,
4713480,Feldstraße,residential,30,False,True,194.481,"LINESTRING (8.6329015 50.579084, 8.6323493 50.5807975)",,,,
"[135384795, 31694805]",Sanderweg,residential,"['50', '30']",False,False,120.691,"LINESTRING (8.6329015 50.579084, 8.6341471 50.5791448, 8.6346057 50.5791674)",,,,
