osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,width
137986845,3,L 217,Tönnhäuser Weg,secondary,50,False,True,50.537,"LINESTRING (10.2090868 53.3651743, 10.2097364 53.3654116)",,
4069610,,,Nordertorstraße,residential,,False,False,44.546,"LINESTRING (10.2090868 53.3651743, 10.2088695 53.3650567, 10.2086063 53.3648948)",,
137986844,3,L 217,Altstadtring,secondary,50,False,True,40.97,"LINESTRING (10.2090868 53.3651743, 10.2089314 53.3652896, 10.2088608 53.365342, 10.2086998 53.3654614)",,
"[548406400, 10062561, 145327268, 548406397]","['2', '3']",,Schanzenring,secondary,50,False,False,329.42900000000003,"LINESTRING (10.2090868 53.3651743, 10.2093136 53.36496, 10.2094885 53.3647749, 10.20961 53.3646199, 10.2096877 53.3644462, 10.2096999 53.3642854, 10.209703 53.3641467, 10.2096607 53.3638779, 10.2095563 53.3634183, 10.209455 53.3630109, 10.2094405 53.3629536, 10.2093297 53.3625824, 10.2092775 53.3624487, 10.2092057 53.3623279)",,
4069610,,,Nordertorstraße,residential,,False,True,29.867,"LINESTRING (10.2082929 53.364702, 10.2086063 53.3648948)",,
26310581,,,Haselhorsthof,residential,,False,False,126.709,"LINESTRING (10.2082929 53.364702, 10.2081943 53.3647591, 10.2078022 53.3650568, 10.2076232 53.3652234, 10.2075541 53.3652761, 10.207464 53.3653322, 10.2074051 53.365365, 10.2072604 53.3654258, 10.2070901 53.365485, 10.2069992 53.365521)",,
26318479,,,Nordertorstraße,living_street,,False,False,87.747,"LINESTRING (10.2082929 53.364702, 10.2081025 53.3645677, 10.208056 53.3645311, 10.2076684 53.3642135, 10.2075989 53.3641805, 10.2073972 53.3641647)",,
26367552,,,Glimmannsgasse,residential,,False,True,76.812,"LINESTRING (10.2075209 53.3633383, 10.2077302 53.3633482, 10.2086773 53.3633672)",,
"[251397385, 88043566]","['2', '3']",,Von-Somnitz-Ring,secondary,50,False,True,145.32,"LINESTRING (10.2060588 53.3605083, 10.2062902 53.3605005, 10.2065056 53.36051, 10.206677 53.3605231, 10.2068475 53.3605465, 10.2071512 53.360604, 10.2073972 53.36068, 10.2076067 53.3607802, 10.2078257 53.3609122, 10.2079727 53.3610091)",,
"[1215156684, 10062565]",,,Deichstraße,residential,50,False,False,175.88300000000004,"LINESTRING (10.2029235 53.3651364, 10.2021201 53.365589, 10.2019339 53.3656939, 10.2014904 53.3659437, 10.201269 53.3660813, 10.2010725 53.3662615)",,
"[73234216, 10062565, 10062566]",,,Deichstraße,residential,50,False,True,44.46,"LINESTRING (10.2029235 53.3651364, 10.2030526 53.3650637, 10.2033157 53.3649202, 10.2034197 53.3648678)",yes,
26575698,,,Schusterwall,residential,30,False,False,213.76299999999998,"LINESTRING (10.2029235 53.3651364, 10.2025713 53.3647361, 10.2022901 53.3642099, 10.2021521 53.363902, 10.2020652 53.3635996, 10.2020882 53.3633966, 10.202129 53.363311)",,
"[22746601, 961433141, 54233829, 54233830]",,,Mühlenstraße,residential,30,False,False,254.018,"LINESTRING (10.2034197 53.3648678, 10.2033028 53.3647175, 10.2032123 53.3645577, 10.2030128 53.364067, 10.202985 53.3639253, 10.2030239 53.363821, 10.2031022 53.3637179, 10.2034651 53.3635399, 10.2038305 53.3637439, 10.2040389 53.3638433, 10.2042891 53.3639279, 10.2044581 53.3639937, 10.2045256 53.364027)",yes,
"[73234216, 10062565, 10062566]",,,Deichstraße,residential,50,False,False,44.46,"LINESTRING (10.2034197 53.3648678, 10.2033157 53.3649202, 10.2030526 53.3650637, 10.2029235 53.3651364)",yes,
24794584,,,Brahmsallee,residential,30,False,False,140.13600000000002,"LINESTRING (10.2098805 53.3602869, 10.2095367 53.360242, 10.2091953 53.360175, 10.2090259 53.3601284, 10.2088167 53.360054, 10.2086323 53.3599557, 10.2084375 53.3598351, 10.2082945 53.3597051, 10.2082153 53.3596074)",,
24794584,,,Brahmsallee,residential,30,False,True,119.18299999999999,"LINESTRING (10.2098805 53.3602869, 10.2101974 53.3602654, 10.2105012 53.3602152, 10.2115447 53.3599103)",,
25571285,,,Mozartstraße,residential,30,False,True,269.391,"LINESTRING (10.2098805 53.3602869, 10.209938 53.3603812, 10.2100579 53.3604719, 10.2104975 53.3607429, 10.2108051 53.3609863, 10.2109967 53.361165, 10.2111488 53.3613725, 10.2112812 53.3615837, 10.2113795 53.3617896, 10.2114876 53.3620646, 10.2115183 53.3622205, 10.2115168 53.3624276)",,
25571009,,,Uhlenbusch,residential,30,False,False,44.565,"LINESTRING (10.2076328 53.3598034, 10.2077431 53.3597784, 10.2078304 53.3597545, 10.2080058 53.3596946, 10.2082153 53.3596074)",,
24794584,,,Brahmsallee,residential,30,False,True,140.13600000000002,"LINESTRING (10.2082153 53.3596074, 10.2082945 53.3597051, 10.2084375 53.3598351, 10.2086323 53.3599557, 10.2088167 53.360054, 10.2090259 53.3601284, 10.2091953 53.360175, 10.2095367 53.360242, 10.2098805 53.3602869)",,
25571009,,,Uhlenbusch,residential,30,False,True,44.565,"LINESTRING (10.2082153 53.3596074, 10.2080058 53.3596946, 10.2078304 53.3597545, 10.2077431 53.3597784, 10.2076328 53.3598034)",,
"[25571075, 72431647]",,,Bleiche,residential,,False,"[False, True]",212.916,"LINESTRING (10.2115489 53.364178, 10.2114358 53.3643703, 10.2113198 53.3645466, 10.211431 53.3647319, 10.2114893 53.3648858, 10.2115659 53.3650277, 10.2117741 53.3654511, 10.2114805 53.3660005)",,
38851199,,,Sielhöfe,unclassified,30,False,False,105.364,"LINESTRING (10.2097438 53.3679056, 10.2111835 53.3675057)",,
10062591,,,Laßrönner Weg,residential,30,False,False,274.01599999999996,"LINESTRING (10.2097438 53.3679056, 10.2098507 53.3673797, 10.2098377 53.3667089, 10.2101365 53.3663904, 10.2101905 53.3663138, 10.2102095 53.3662164, 10.2101882 53.3661304, 10.2101129 53.3660573, 10.2099735 53.3659499, 10.2099507 53.3658765, 10.2100058 53.3658087, 10.2100923 53.3657034, 10.2101971 53.3655763)",,
25571153,,,Storchenblick,living_street,,False,False,223.31900000000002,"LINESTRING (10.2113844 53.3670176, 10.2123715 53.367251, 10.2123693 53.3677802, 10.2122255 53.3678331, 10.2120833 53.3678394, 10.2113063 53.3676442, 10.2111835 53.3675057)",,
38851199,,,Sielhöfe,unclassified,30,False,True,56.22,"LINESTRING (10.2113844 53.3670176, 10.2112835 53.3673678, 10.2111835 53.3675057)",,
38851199,,,Sielhöfe,unclassified,30,False,False,107.655,"LINESTRING (10.2113844 53.3670176, 10.211615 53.366178, 10.2116769 53.3660666)",,
38851199,,,Sielhöfe,unclassified,30,False,True,105.364,"LINESTRING (10.2111835 53.3675057, 10.2097438 53.3679056)",,
25571153,,,Storchenblick,living_street,,False,True,223.31900000000002,"LINESTRING (10.2111835 53.3675057, 10.2113063 53.3676442, 10.2120833 53.3678394, 10.2122255 53.3678331, 10.2123693 53.3677802, 10.2123715 53.367251, 10.2113844 53.3670176)",,
38851199,,,Sielhöfe,unclassified,30,False,False,56.22,"LINESTRING (10.2111835 53.3675057, 10.2112835 53.3673678, 10.2113844 53.3670176)",,
25571202,,,Alte Feuerwache,residential,,False,False,92.159,"LINESTRING (10.2131291 53.3633131, 10.213017 53.362487)",,
25571202,,,Alte Feuerwache,residential,,False,True,92.159,"LINESTRING (10.213017 53.362487, 10.2131291 53.3633131)",,
46102388,,,Eckermannstraße,residential,30,False,False,99.766,"LINESTRING (10.213017 53.362487, 10.2115168 53.3624276)",,
25571226,,,In den Twieten,residential,,False,True,125.939,"LINESTRING (10.2103784 53.3624014, 10.2104515 53.3627958, 10.2105288 53.3632056, 10.2104258 53.3635231)",,
25571229,,,Rote-Kreuz-Straße,residential,,False,True,111.17799999999998,"LINESTRING (10.2103784 53.3624014, 10.2104465 53.3620069, 10.2104866 53.3617955, 10.2105037 53.3617399, 10.2105796 53.3616229, 10.2106634 53.3615214, 10.2107735 53.3614523)",,
"[46102388, 444072151]",3,,Eckermannstraße,residential,"['50', '30']",False,False,78.35499999999999,"LINESTRING (10.2103784 53.3624014, 10.2101022 53.3623951, 10.2097617 53.3623812, 10.2092057 53.3623279)",,
46102388,,,Eckermannstraße,residential,30,False,True,75.596,"LINESTRING (10.2103784 53.3624014, 10.2106218 53.362407, 10.2115168 53.3624276)",,
"[548406401, 26367556, 88043566]","['2', '3']",,Von-Somnitz-Ring,secondary,50,False,False,168.665,"LINESTRING (10.2092057 53.3623279, 10.2090182 53.3620616, 10.2089832 53.3620149, 10.2087875 53.3617541, 10.2087582 53.3617151, 10.2086366 53.3615883, 10.2084579 53.3614188, 10.2082869 53.3612626, 10.2081545 53.3611498, 10.208071 53.3610851, 10.2079727 53.3610091)",,
84607884,2,,Eckermannstraße,residential,,False,False,40.53,"LINESTRING (10.2092057 53.3623279, 10.2089324 53.3623135, 10.2085971 53.3622971)",,
"[548406400, 10062561, 145327268, 548406397]","['2', '3']",,Schanzenring,secondary,50,False,True,329.429,"LINESTRING (10.2092057 53.3623279, 10.2092775 53.3624487, 10.2093297 53.3625824, 10.2094405 53.3629536, 10.209455 53.3630109, 10.2095563 53.3634183, 10.2096607 53.3638779, 10.209703 53.3641467, 10.2096999 53.3642854, 10.2096877 53.3644462, 10.20961 53.3646199, 10.2094885 53.3647749, 10.2093136 53.36496, 10.2090868 53.3651743)",,
