osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,access,width
4993605,2,St 2027,Wertinger Straße,secondary,50,False,True,51.262,"LINESTRING (10.5966824 48.402104, 10.5966602 48.4019094, 10.5966736 48.4016437)",,,
34610377,,,Karlstraße,residential,30,False,True,70.60900000000001,"LINESTRING (10.5966824 48.402104, 10.5967704 48.4021029, 10.5976387 48.4020921)",,,
24666910,,,Hochstiftstraße,residential,30,False,True,34.161,"LINESTRING (10.5963414 48.3977712, 10.596457 48.3977487, 10.5965923 48.3977009, 10.5967478 48.3976296)",,,
28028168,,St 2027,Schloßstraße,secondary,50,False,True,83.57,"LINESTRING (10.5963414 48.3977712, 10.5961858 48.3974615, 10.5961198 48.3972053, 10.5960917 48.3970412)",,,
94821265,,St 2027,Schloßplatz,secondary,50,False,False,116.906,"LINESTRING (10.5963414 48.3977712, 10.5963906 48.3979274, 10.5964291 48.3981148, 10.5964768 48.398347, 10.5965721 48.398811)",,,
24667891,,,Schulstraße,residential,,False,False,203.17399999999998,"LINESTRING (10.5965082 48.3997331, 10.5961812 48.3996878, 10.5959349 48.3996868, 10.5952581 48.3998099, 10.5952298 48.3998132, 10.5951001 48.3998281, 10.5947931 48.3998634, 10.5946699 48.3998742, 10.5943874 48.399899, 10.5942557 48.399901, 10.5937987 48.3999078)",,,
27869542,,St 2027,Marktplatz,secondary,50,False,False,89.157,"LINESTRING (10.5965082 48.3997331, 10.5965658 48.3994548, 10.5965677 48.3994315, 10.5965761 48.3993289, 10.5965876 48.3991893, 10.596587 48.399128, 10.5965849 48.3989343)",,,
27869542,,St 2027,Marktplatz,secondary,50,False,True,46.178999999999995,"LINESTRING (10.5965082 48.3997331, 10.5965109 48.3998672, 10.5965114 48.3998929, 10.596535 48.4000203, 10.5965664 48.4001457)",,,
27869542,,St 2027,Marktplatz,secondary,50,False,True,13.743,"LINESTRING (10.5965721 48.398811, 10.5965849 48.3989343)",,,
28027019,,,Augsburger Straße,tertiary,50,False,False,180.86799999999994,"LINESTRING (10.5965721 48.398811, 10.5972893 48.3987544, 10.5975506 48.3987338, 10.5975983 48.39873, 10.5976842 48.3987232, 10.5979089 48.3987028, 10.5983312 48.3986613, 10.5984385 48.3986503, 10.5986114 48.3986289, 10.5986916 48.398619, 10.5989966 48.3985814)",,,
94821265,,St 2027,Schloßplatz,secondary,50,False,True,116.906,"LINESTRING (10.5965721 48.398811, 10.5964768 48.398347, 10.5964291 48.3981148, 10.5963906 48.3979274, 10.5963414 48.3977712)",,,
24666666,,,Hornweg,residential,30,False,True,14.683,"LINESTRING (10.5964872 48.3953587, 10.596542 48.3953429, 10.5965887 48.3953077, 10.596616 48.395266)",,,
28028168,,St 2027,Schloßstraße,secondary,50,False,False,58.554,"LINESTRING (10.5964872 48.3953587, 10.5965101 48.3954399, 10.5965127 48.3955633, 10.5964823 48.395676, 10.5964687 48.3957128, 10.5964081 48.3958761)",,,
"[28027019, 104591086]",,,Augsburger Straße,tertiary,50,False,False,119.851,"LINESTRING (10.5989966 48.3985814, 10.5990304 48.3985766, 10.5993118 48.3985369, 10.5999033 48.3984214, 10.6005601 48.3982932)",,,
28027019,,,Augsburger Straße,tertiary,50,False,True,180.868,"LINESTRING (10.5989966 48.3985814, 10.5986916 48.398619, 10.5986114 48.3986289, 10.5984385 48.3986503, 10.5983312 48.3986613, 10.5979089 48.3987028, 10.5976842 48.3987232, 10.5975983 48.39873, 10.5975506 48.3987338, 10.5972893 48.3987544, 10.5965721 48.398811)",,,
30788439,,,Kapellenstraße,residential,30,False,False,107.58800000000001,"LINESTRING (10.5989966 48.3985814, 10.5990281 48.3986551, 10.5992121 48.39873, 10.5995659 48.3987306, 10.5997869 48.3987309, 10.5999632 48.3987243, 10.6003102 48.3987113, 10.6003373 48.3987103)",,,
30824054,,,Hohenstaufenstraße,residential,,False,True,166.671,"LINESTRING (10.5919648 48.4020099, 10.5921059 48.4020923, 10.5921933 48.4021434, 10.592327 48.4022277, 10.5924286 48.4022568, 10.592519 48.402262, 10.5927501 48.4022205, 10.5928409 48.4022041, 10.5934884 48.4020877, 10.5935737 48.4020724, 10.5940342 48.4019954)",,,
1200994816,,,Ulmer Straße,tertiary,50,False,False,76.196,"LINESTRING (10.5919648 48.4020099, 10.5920349 48.4019347, 10.5920915 48.401874, 10.5923055 48.4015796, 10.5924751 48.4014161)",,,
"[1200994816, 34610380, 27869541, 143076895]",2,,Ulmer Straße,tertiary,"['50', '100']",False,True,155.372,"LINESTRING (10.5919648 48.4020099, 10.5918152 48.4021143, 10.5915006 48.4023338, 10.5913727 48.402423, 10.5912842 48.4025028, 10.5911801 48.4025968, 10.5910448 48.402748, 10.5908887 48.4029342, 10.5907602 48.4031395)",yes,,
38882991,,,Untere Schloßstraße,residential,,False,False,42.398,"LINESTRING (10.5938743 48.3965991, 10.593751 48.3969715)",,,
25928594,,,Bergstraße,residential,,False,False,117.33,"LINESTRING (10.5938743 48.3965991, 10.5949239 48.3968585, 10.5950511 48.3968855, 10.5953708 48.3969535)",,,
38882991,,,Untere Schloßstraße,residential,,False,True,42.398,"LINESTRING (10.593751 48.3969715, 10.5938743 48.3965991)",,,
25928729,,,Am Schloßberg,residential,,False,True,114.532,"LINESTRING (10.593751 48.3969715, 10.5942689 48.3971898, 10.594635 48.3973441, 10.595075 48.3975076)",,,
"[1179898966, 25928815]",,,Herrenanger,residential,30,False,False,207.62099999999998,"LINESTRING (10.593751 48.3969715, 10.5937383 48.3971013, 10.5935771 48.397711, 10.5934407 48.3982016, 10.5933602 48.3985143, 10.5933084 48.3987159, 10.5933056 48.3987591, 10.5933061 48.3988133)",,,
25928819,,,Webergasse,residential,,False,False,11.0,"LINESTRING (10.5936194 48.3995934, 10.5936294 48.3996921)",,,
25928819,,,Webergasse,residential,,False,True,91.243,"LINESTRING (10.5936194 48.3995934, 10.5934972 48.3994395, 10.5934219 48.3993445, 10.5933352 48.3991257, 10.5933258 48.3990249, 10.5933061 48.3988133)",,,
90850272,,,Burggasse,residential,,False,False,162.71499999999997,"LINESTRING (10.5936194 48.3995934, 10.5938496 48.3995384, 10.5940714 48.3995019, 10.5941755 48.3994867, 10.5945788 48.3994279, 10.5946496 48.3994201, 10.5947628 48.3994077, 10.5949041 48.3993776, 10.5949658 48.3993472, 10.5950624 48.3992441, 10.5951134 48.3991378, 10.5951695 48.3989967, 10.5952117 48.3988473)",,,
1179898967,,,Webergasse,residential,,False,True,27.046,"LINESTRING (10.5937987 48.3999078, 10.5936294 48.3996921)",,,
1179898969,,,Zusamstraße,residential,,False,False,18.21,"LINESTRING (10.5937987 48.3999078, 10.5935581 48.3999439)",,,
24667891,,,Schulstraße,residential,,False,True,203.17399999999998,"LINESTRING (10.5937987 48.3999078, 10.5942557 48.399901, 10.5943874 48.399899, 10.5946699 48.3998742, 10.5947931 48.3998634, 10.5951001 48.3998281, 10.5952298 48.3998132, 10.5952581 48.3998099, 10.5959349 48.3996868, 10.5961812 48.3996878, 10.5965082 48.3997331)",,,
25928812,,,Raiffeisenstraße,residential,,False,False,119.685,"LINESTRING (10.5937987 48.3999078, 10.5939005 48.4001173, 10.5940555 48.4005894, 10.5941341 48.4008288, 10.5941673 48.4009549)",,,
"[1179898970, 25928782, 1200994815]",,,Zusamstraße,residential,,False,True,147.71800000000002,"LINESTRING (10.5924751 48.4014161, 10.5923654 48.4012881, 10.5922421 48.401099, 10.5921705 48.4009468, 10.5921609 48.4008754, 10.5921528 48.4007684, 10.5921529 48.4007201, 10.5921994 48.4006326, 10.5922686 48.4005747, 10.5923094 48.400542, 10.5925797 48.4004118, 10.5926216 48.4003927, 10.592782 48.4003293)",,,
