osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,access,width
58769752,L 360,Unterstadt,secondary,30,False,True,264.0729999999999,"LINESTRING (8.8024087 48.3694704, 8.8023893 48.3689852, 8.8023983 48.3686756, 8.802449 48.3684211, 8.8025881 48.3681251, 8.8026018 48.3680744, 8.8027573 48.3677779, 8.8028539 48.3675173, 8.8028653 48.3674867, 8.802877 48.3674475, 8.8029484 48.3672094, 8.8029718 48.3671464)",,,
"[22918153, 570743020, 1189195375]",K 7118,,tertiary,50,False,True,48.539,"LINESTRING (8.8024087 48.3694704, 8.8023117 48.3694647, 8.8019115 48.3694513, 8.8018196 48.3694417, 8.80176 48.3694229)",yes,,
28965120,,Baumäckerweg,residential,30,False,True,95.231,"LINESTRING (8.8005298 48.3665399, 8.8004648 48.3665406, 8.8004143 48.3665625, 8.8003083 48.3667682, 8.8001307 48.3669263, 8.799894 48.3670326, 8.7997609 48.3670475, 8.799642 48.3670489)",,,
305289520,K 7177,Oberstadtstraße,tertiary,,False,False,218.815,"LINESTRING (8.8005298 48.3665399, 8.8005116 48.366651, 8.8004841 48.3667621, 8.8004365 48.3668521, 8.8003608 48.3669441, 8.7997941 48.3674667, 8.7993655 48.3678568, 8.7991536 48.3679919, 8.7988743 48.3681121)",,,
305289520,K 7177,Oberstadtstraße,tertiary,,False,True,93.946,"LINESTRING (8.8005298 48.3665399, 8.8005431 48.3664725, 8.8005635 48.3663412, 8.8005839 48.3662472, 8.8006937 48.3661447, 8.8009476 48.3660188, 8.8012219 48.3659073)",,,
"[529053040, 51224085, 52372967]",,Annahalde,residential,,False,"[False, True]",516.5300000000001,"LINESTRING (8.8016396 48.3690177, 8.8016468 48.3687986, 8.8016152 48.3685611, 8.8015618 48.3681549, 8.8015533 48.3681114, 8.8015234 48.3680858, 8.8014581 48.368088, 8.8013137 48.368516, 8.8010639 48.3689012, 8.8008301 48.3692899, 8.8008012 48.3693369, 8.8007601 48.3693975, 8.8007055 48.3694532, 8.8005849 48.3695351, 8.8004998 48.369578, 8.8004172 48.3695889, 8.8003336 48.3695918, 8.8002109 48.3695717, 8.8000827 48.3695246, 8.7996966 48.3693565, 8.7994172 48.3692474, 8.7992796 48.3692067, 8.7992095 48.3692247, 8.7991448 48.3692605, 8.7990427 48.3693333, 8.7988547 48.369493, 8.7987262 48.3697753, 8.7986809 48.3697945, 8.7984966 48.3699021, 8.7982369 48.3699988)",,,
1189195375,K 7118,,tertiary,50,False,False,51.89000000000001,"LINESTRING (8.8016396 48.3690177, 8.801725 48.369042, 8.8017676 48.3690652, 8.8017886 48.3691255, 8.8017272 48.3693082, 8.8017259 48.3693689, 8.80176 48.3694229)",,,
"[14195324, 1059934039]",K 7177,Oberstadtstraße,tertiary,,False,False,831.836,"LINESTRING (8.8014268 48.3630415, 8.8013058 48.3630773, 8.8012489 48.3630851, 8.801186 48.3630784, 8.8011296 48.3630566, 8.8010784 48.3630213, 8.8009361 48.3628545, 8.800313 48.3621596, 8.79991 48.3618594, 8.7994755 48.3615698, 8.7992676 48.3613818, 8.7991624 48.3612604, 8.7990785 48.3612437, 8.7989913 48.3612641, 8.7989498 48.3613292, 8.7989582 48.3613679, 8.7990739 48.3614838, 8.7994119 48.3617869, 8.7995956 48.3619828, 8.8004625 48.3631452, 8.8008219 48.3635354, 8.8010687 48.3637831, 8.8013774 48.3640065, 8.8017278 48.3641949, 8.8022438 48.3644143, 8.8027827 48.3646274, 8.8029272 48.3647059, 8.8030246 48.3647622, 8.8030768 48.3648385, 8.8031198 48.3649577, 8.8031117 48.3650681, 8.8030754 48.3651152)",,,
305289522,K 7177,Oberstadtstraße,tertiary,,False,False,96.06899999999999,"LINESTRING (8.8030754 48.3651152, 8.8029693 48.3651769, 8.8024182 48.3653206, 8.8021138 48.3654053, 8.8019679 48.3654853, 8.8019365 48.3655096)",,,
592226541,,Oberstadtstraße,residential,,False,False,48.391000000000005,"LINESTRING (8.8030754 48.3651152, 8.8032823 48.3651772, 8.8034517 48.3651925, 8.8037074 48.3652103)",,,
"[14195324, 1059934039]",K 7177,Oberstadtstraße,tertiary,,False,True,831.8360000000001,"LINESTRING (8.8030754 48.3651152, 8.8031117 48.3650681, 8.8031198 48.3649577, 8.8030768 48.3648385, 8.8030246 48.3647622, 8.8029272 48.3647059, 8.8027827 48.3646274, 8.8022438 48.3644143, 8.8017278 48.3641949, 8.8013774 48.3640065, 8.8010687 48.3637831, 8.8008219 48.3635354, 8.8004625 48.3631452, 8.7995956 48.3619828, 8.7994119 48.3617869, 8.7990739 48.3614838, 8.7989582 48.3613679, 8.7989498 48.3613292, 8.7989913 48.3612641, 8.7990785 48.3612437, 8.7991624 48.3612604, 8.7992676 48.3613818, 8.7994755 48.3615698, 8.79991 48.3618594, 8.800313 48.3621596, 8.8009361 48.3628545, 8.8010784 48.3630213, 8.8011296 48.3630566, 8.801186 48.3630784, 8.8012489 48.3630851, 8.8013058 48.3630773, 8.8014268 48.3630415)",,,
"[27991425, 52372956, 626280719, 1029404423]",,,residential,,False,"[False, True]",218.39400000000003,"LINESTRING (8.7988743 48.3681121, 8.7989044 48.3682138, 8.7989083 48.3683241, 8.7988808 48.3684702, 8.798848 48.3686232, 8.7986585 48.3689729, 8.7984291 48.3692823, 8.7983754 48.3693583, 8.7983401 48.3694478, 8.7983055 48.3696323, 8.7982815 48.3697604, 8.7982369 48.3699988)",,,
305289520,K 7177,Oberstadtstraße,tertiary,,False,True,218.815,"LINESTRING (8.7988743 48.3681121, 8.7991536 48.3679919, 8.7993655 48.3678568, 8.7997941 48.3674667, 8.8003608 48.3669441, 8.8004365 48.3668521, 8.8004841 48.3667621, 8.8005116 48.366651, 8.8005298 48.3665399)",,,
1059934044,K 7177,Oberstadtstraße,tertiary,,False,False,184.391,"LINESTRING (8.7988743 48.3681121, 8.7983432 48.3681816, 8.7978961 48.3682418, 8.7969402 48.3684018, 8.7968812 48.3684102, 8.7965471 48.3684579, 8.7964388 48.3684734)",,,
626280717,K 7177,Oberstadtstraße,tertiary,,False,True,46.63,"LINESTRING (8.7935241 48.3694108, 8.7940328 48.3691625)",,,
349892276,,Weildorfer Kreuz,residential,30,True,False,54.663,"LINESTRING (8.7935241 48.3694108, 8.7936631 48.3692832, 8.7937717 48.369169, 8.7938018 48.3691258, 8.7938146 48.36908, 8.7938182 48.3689752)",,,
27991398,,Pfluggasse,residential,,False,True,84.918,"LINESTRING (8.8040634 48.3671477, 8.8039643 48.3667257, 8.8039029 48.3663916)",,,
28964727,,Friedhof Haigerloch,unclassified,,False,False,163.43900000000002,"LINESTRING (8.7954277 48.3635286, 8.7961805 48.3633638, 8.7968688 48.36315, 8.7972133 48.3631001, 8.7975171 48.3630696)",,,
28965169,,Großbayerstraße,residential,30,False,False,51.229,"LINESTRING (8.7990031 48.3658055, 8.7989988 48.3662662)",,,
28965120,,Baumäckerweg,residential,30,False,True,58.146,"LINESTRING (8.7989656 48.3669809, 8.7981809 48.3669401)",,,
28965120,,Baumäckerweg,residential,30,False,False,50.795,"LINESTRING (8.7989656 48.3669809, 8.799162 48.3670008, 8.7992691 48.3670247, 8.7995464 48.3670517, 8.799642 48.3670489)",,,
28965169,,Großbayerstraße,residential,30,False,True,79.50999999999999,"LINESTRING (8.7989656 48.3669809, 8.7989942 48.3664164, 8.7989988 48.3662662)",,,
28965120,,Baumäckerweg,residential,30,False,False,58.146,"LINESTRING (8.7981809 48.3669401, 8.7989656 48.3669809)",,,
28965120,,Baumäckerweg,residential,30,False,True,35.989,"LINESTRING (8.7981809 48.3669401, 8.797696 48.3669089)",,,
28965182,,Schlesierstraße,residential,,False,False,161.02599999999998,"LINESTRING (8.7981809 48.3669401, 8.7982519 48.3656489, 8.7982146 48.3654948)",,,
28966151,,Graf-Christoph-Straße,residential,,False,True,39.728,"LINESTRING (8.7963077 48.368134, 8.7968218 48.3680291)",,,
28965942,,Meinradstraße,residential,30,False,False,56.748,"LINESTRING (8.7963077 48.368134, 8.7962227 48.3680935, 8.7961627 48.3680649, 8.7958593 48.3679996, 8.7955913 48.3679737)",,,
28965942,,Meinradstraße,residential,30,False,True,38.97,"LINESTRING (8.7963077 48.368134, 8.7963471 48.3682243, 8.7963611 48.3682642, 8.7964388 48.3684734)",,,
28965942,,Meinradstraße,residential,30,False,False,38.97,"LINESTRING (8.7964388 48.3684734, 8.7963611 48.3682642, 8.7963471 48.3682243, 8.7963077 48.368134)",,,
1059934044,K 7177,Oberstadtstraße,tertiary,,False,False,154.566,"LINESTRING (8.7964388 48.3684734, 8.7957603 48.3685862, 8.7954121 48.3686655, 8.7951837 48.3687242, 8.7948484 48.3688251, 8.7945707 48.3689377, 8.7945177 48.368959, 8.7944967 48.3689675)",,,
1059934044,K 7177,Oberstadtstraße,tertiary,,False,True,184.391,"LINESTRING (8.7964388 48.3684734, 8.7965471 48.3684579, 8.7968812 48.3684102, 8.7969402 48.3684018, 8.7978961 48.3682418, 8.7983432 48.3681816, 8.7988743 48.3681121)",,,
28965942,,Meinradstraße,residential,30,False,False,55.755,"LINESTRING (8.7955913 48.3679737, 8.7948373 48.3679962)",,,
28965942,,Meinradstraße,residential,30,False,True,56.748000000000005,"LINESTRING (8.7955913 48.3679737, 8.7958593 48.3679996, 8.7961627 48.3680649, 8.7962227 48.3680935, 8.7963077 48.368134)",,,
28966036,,Meinradstraße,residential,30,False,False,95.91999999999999,"LINESTRING (8.7955913 48.3679737, 8.7955145 48.3678553, 8.795499 48.367825, 8.7954187 48.3676684, 8.7953586 48.3675512, 8.7953487 48.3674304, 8.7953585 48.367139)",,,
28965120,,Baumäckerweg,residential,30,False,False,7.919,"LINESTRING (8.7953585 48.367139, 8.7954587 48.3671137)",,,
28965120,,Baumäckerweg,residential,30,False,True,82.881,"LINESTRING (8.7953585 48.367139, 8.7946307 48.3672918, 8.7942921 48.3673704)",,,
28966036,,Meinradstraße,residential,30,False,True,95.92,"LINESTRING (8.7953585 48.367139, 8.7953487 48.3674304, 8.7953586 48.3675512, 8.7954187 48.3676684, 8.795499 48.367825, 8.7955145 48.3678553, 8.7955913 48.3679737)",,,
28966151,,Graf-Christoph-Straße,residential,,False,False,65.059,"LINESTRING (8.7976914 48.3679365, 8.7968218 48.3680291)",,,
28966190,,Graf-Christoph-Straße,residential,,False,False,114.265,"LINESTRING (8.7976914 48.3679365, 8.797696 48.3669089)",,,
158639797,,Schlossblick,residential,,False,False,108.97199999999998,"LINESTRING (8.7976914 48.3679365, 8.7979071 48.3679341, 8.7981458 48.3679246, 8.79823 48.3679092, 8.7982841 48.3678841, 8.7983192 48.3678465, 8.798349 48.3676947, 8.7983569 48.367659, 8.7984192 48.3676553, 8.7985918 48.3676441, 8.7987056 48.3676232, 8.7987825 48.3675992, 8.7988465 48.3675712)",,,
28965120,,Baumäckerweg,residential,30,False,False,35.989,"LINESTRING (8.797696 48.3669089, 8.7981809 48.3669401)",,,
28966190,,Graf-Christoph-Straße,residential,,False,True,114.265,"LINESTRING (8.797696 48.3669089, 8.7976914 48.3679365)",,,
28965120,,Baumäckerweg,residential,30,False,True,60.836,"LINESTRING (8.797696 48.3669089, 8.7973623 48.3669105, 8.7968725 48.3669128)",,,
28966300,,Fürst-Josef-Straße,residential,,False,False,124.184,"LINESTRING (8.7968725 48.3669128, 8.7968218 48.3680291)",,,
28965120,,Baumäckerweg,residential,30,False,False,60.836,"LINESTRING (8.7968725 48.3669128, 8.7973623 48.3669105, 8.797696 48.3669089)",,,
28965120,,Baumäckerweg,residential,30,False,True,106.87100000000001,"LINESTRING (8.7968725 48.3669128, 8.7966951 48.3669266, 8.7954587 48.3671137)",,,
28966151,,Graf-Christoph-Straße,residential,,False,False,39.728,"LINESTRING (8.7968218 48.3680291, 8.7963077 48.368134)",,,
28966151,,Graf-Christoph-Straße,residential,,False,True,65.059,"LINESTRING (8.7968218 48.3680291, 8.7976914 48.3679365)",,,
28966300,,Fürst-Josef-Straße,residential,,False,True,124.184,"LINESTRING (8.7968218 48.3680291, 8.7968725 48.3669128)",,,
28965120,,Baumäckerweg,residential,30,False,True,7.919,"LINESTRING (8.7954587 48.3671137, 8.7953585 48.367139)",,,
28966595,,Meinradstraße,residential,,False,True,119.212,"LINESTRING (8.7954587 48.3671137, 8.7955382 48.3660429)",,,
28965120,,Baumäckerweg,residential,30,False,False,106.87100000000001,"LINESTRING (8.7954587 48.3671137, 8.7966951 48.3669266, 8.7968725 48.3669128)",,,
