osmid,oneway,name,highway,reversed,length,geometry,maxspeed,width,lanes,ref,junction,access
"[138232520, 68184521]",True,Lindenplatz,primary,False,99.011,"LINESTRING (12.8792846 52.6050262, 12.8789077 52.6047261, 12.8788368 52.6046654, 12.8786038 52.6044779, 12.8785436 52.6044091, 12.8784605 52.6042939)",50,,1,B 273,,
6631150,False,Florastraße,residential,False,214.329,"LINESTRING (12.8742486 52.6024127, 12.8743225 52.6023984, 12.8744807 52.6023677, 12.876988 52.6018811, 12.8772717 52.6018261)",,,,,,
315646751,False,Ketziner Straße,tertiary,False,157.973,"LINESTRING (12.8742486 52.6024127, 12.874319 52.6026361, 12.874407 52.6029151, 12.8746414 52.6036363, 12.8746464 52.6037264, 12.8746301 52.6038097)",50,,,,,
6631150,False,Florastraße,residential,False,60.376999999999995,"LINESTRING (12.8772717 52.6018261, 12.8773013 52.6018526, 12.8773668 52.6018678, 12.8774464 52.6018688, 12.8776611 52.6018269, 12.8777526 52.601809, 12.8779361 52.6017731, 12.8779922 52.6017541, 12.8780172 52.60172, 12.8780297 52.6016897)",,,,,,
6631150,False,Florastraße,residential,True,214.329,"LINESTRING (12.8772717 52.6018261, 12.876988 52.6018811, 12.8744807 52.6023677, 12.8743225 52.6023984, 12.8742486 52.6024127)",,,,,,
6631150,False,Florastraße,residential,True,9.796,"LINESTRING (12.8781685 52.6016641, 12.8780297 52.6016897)",,,,,,
356277414,False,Veilchenweg,residential,False,107.114,"LINESTRING (12.8781685 52.6016641, 12.8782435 52.6018176, 12.8782743 52.6018808, 12.8782812 52.6018948, 12.8783253 52.6019853, 12.8783566 52.6020492, 12.8783877 52.602113, 12.8784111 52.602161, 12.8784384 52.6022169, 12.8784906 52.6023237, 12.8785251 52.6023878, 12.8786195 52.6025876)",,,,,,
30810488,False,Paul-Jerchel-Straße,residential,False,77.618,"LINESTRING (12.8746301 52.6038097, 12.8748975 52.6037827, 12.8757577 52.603675)",30,,,,,
315646751,False,Ketziner Straße,tertiary,False,143.16799999999998,"LINESTRING (12.8746301 52.6038097, 12.8745564 52.6038904, 12.8742777 52.6042295, 12.8741425 52.6044088, 12.8741105 52.6044708, 12.8741034 52.6045176, 12.8740995 52.6048167, 12.8740938 52.6049329, 12.8740857 52.6050245)",50,,,,,
315646751,False,Ketziner Straße,tertiary,True,157.97299999999998,"LINESTRING (12.8746301 52.6038097, 12.8746464 52.6037264, 12.8746414 52.6036363, 12.874407 52.6029151, 12.874319 52.6026361, 12.8742486 52.6024127)",50,,,,,
82247130,False,Schützenstraße,residential,True,226.358,"LINESTRING (12.8733683 52.6055976, 12.8732628 52.6055674, 12.873143 52.6055688, 12.8730067 52.6055782, 12.872623 52.6056168, 12.8725082 52.6056284, 12.8715123 52.6057287, 12.8700684 52.6058741)",,,,,,
138232512,False,Hamburger Straße,tertiary,False,55.519999999999996,"LINESTRING (12.8733683 52.6055976, 12.8738526 52.6052871, 12.8739337 52.6052351)",30,,,,,
138232512,False,Hamburger Straße,tertiary,True,116.31200000000001,"LINESTRING (12.8733683 52.6055976, 12.8731008 52.6057693, 12.8730126 52.6058259, 12.872762 52.6059834, 12.8721755 52.6063522)",30,,,,,
29577600,True,Rathausplatz,tertiary,False,15.445,"LINESTRING (12.8738916 52.6050829, 12.8739192 52.6050607, 12.8739544 52.605043, 12.8739954 52.6050307, 12.87404 52.6050244, 12.8740857 52.6050245)",30,,,,roundabout,
135968592,False,Rathausplatz,tertiary,True,120.033,"LINESTRING (12.8738916 52.6050829, 12.8737898 52.6050541, 12.8736151 52.6050087, 12.8733159 52.6049395, 12.8731756 52.6049071, 12.8722398 52.6046847)",50,,,,,
6631140,False,Heinrich-Heine-Straße,residential,True,157.986,"LINESTRING (12.8700684 52.6058741, 12.8702259 52.6064086, 12.8704398 52.6071348, 12.8704777 52.6071975, 12.8705441 52.6072587)",50,,,,,
82247130,False,Schützenstraße,residential,False,226.35800000000003,"LINESTRING (12.8700684 52.6058741, 12.8715123 52.6057287, 12.8725082 52.6056284, 12.872623 52.6056168, 12.8730067 52.6055782, 12.873143 52.6055688, 12.8732628 52.6055674, 12.8733683 52.6055976)",,,,,,
135968592,False,Rathausplatz,tertiary,False,120.03300000000002,"LINESTRING (12.8722398 52.6046847, 12.8731756 52.6049071, 12.8733159 52.6049395, 12.8736151 52.6050087, 12.8737898 52.6050541, 12.8738916 52.6050829)",50,,,,,
135968607,False,Ziegelstraße,residential,True,252.09799999999998,"LINESTRING (12.8722398 52.6046847, 12.8722739 52.6046097, 12.8722805 52.6045268, 12.8722136 52.604436, 12.8721023 52.6043257, 12.8702485 52.6028232)",30,,,,,
5032152,False,Goethestraße,residential,True,104.43799999999999,"LINESTRING (12.8754016 52.6078649, 12.8754536 52.6080109, 12.8756173 52.608246, 12.8759164 52.6085728, 12.8760449 52.6087133)",30,,,,,
22757291,True,Goethestraße,residential,False,179.311,"LINESTRING (12.8754016 52.6078649, 12.8752334 52.6066737, 12.8750607 52.6062701)",30,,,,,
751140248,True,Goethestraße,residential,False,62.696,"LINESTRING (12.8746371 52.6057314, 12.8741749 52.6052424)",30,,,,,
167903346,True,Mauerstraße,residential,False,299.17800000000005,"LINESTRING (12.8746371 52.6057314, 12.8742821 52.6058459, 12.8741339 52.605955, 12.8740145 52.606061, 12.8739136 52.6062573, 12.873865 52.6064702, 12.8738711 52.6067024, 12.8739373 52.6070172, 12.8740332 52.6073973, 12.8742234 52.6079154, 12.8743791 52.6081907)",30,,,,,
172580297,True,Holzmarktstraße,residential,False,41.857,"LINESTRING (12.8766603 52.6080972, 12.8760699 52.6079825)",30,,,,,
23036962,False,Holzmarktstraße,residential,True,19.627000000000002,"LINESTRING (12.8766603 52.6080972, 12.8767872 52.6081199, 12.8769391 52.6081471)",20,,,,,
22757291,True,Goethestraße,residential,False,63.791,"LINESTRING (12.8750607 52.6062701, 12.874678 52.6057456)",30,,,,,
135968603,True,Mittelstraße,residential,False,65.561,"LINESTRING (12.8770495 52.6069023, 12.8768578 52.6074803)",20,,,,,
23036961,True,Marktstraße,residential,False,84.14500000000001,"LINESTRING (12.8770495 52.6069023, 12.8778356 52.6069316, 12.8780866 52.6069806, 12.8782626 52.6070314)",20,,,,,
23036955,False,Dammstraße,residential,False,7.219,"LINESTRING (12.8784743 52.6081803, 12.8785284 52.6082363)",30,,,,,
519453949,False,Dammstraße,residential,True,17.555,"LINESTRING (12.8784743 52.6081803, 12.8783486 52.6080421)",20,,,,,
23036953,True,Gebhard-Eckler-Straße,residential,False,174.217,"LINESTRING (12.8784743 52.6081803, 12.8782413 52.6082548, 12.8767332 52.6085939, 12.8760687 52.6087433)",20,,,,,
23036955,False,Dammstraße,residential,False,14.547,"LINESTRING (12.8789978 52.6087197, 12.8791126 52.6088304)",30,,,,,
23036955,False,Dammstraße,residential,True,20.755,"LINESTRING (12.8789978 52.6087197, 12.8788368 52.6085607)",30,,,,,
"[1124833143, 1124806103]",False,Parkstraße,residential,False,182.929,"LINESTRING (12.8789978 52.6087197, 12.8781235 52.6089304, 12.877954 52.6089904, 12.8766623 52.6093945, 12.8765452 52.6094082)",30,,,,,
519453949,False,Dammstraße,residential,False,17.555,"LINESTRING (12.8783486 52.6080421, 12.8784743 52.6081803)",20,,,,,
23036962,False,Holzmarktstraße,residential,False,96.531,"LINESTRING (12.8783486 52.6080421, 12.87818 52.6080822, 12.8775701 52.6081404, 12.8769391 52.6081471)",20,,,,,
23036955,False,Dammstraße,residential,False,22.144,"LINESTRING (12.8791126 52.6088304, 12.8792874 52.6089989)",30,,,,,
23036955,False,Dammstraße,residential,True,14.547,"LINESTRING (12.8791126 52.6088304, 12.8789978 52.6087197)",30,,,,,
23036958,True,Gartenstraße,residential,False,252.50799999999998,"LINESTRING (12.8791126 52.6088304, 12.8798905 52.6084861, 12.8807011 52.6080276, 12.8810309 52.6077115, 12.8815008 52.6071393)",30,,,,,
23036955,False,Dammstraße,residential,True,22.144,"LINESTRING (12.8792874 52.6089989, 12.8791126 52.6088304)",30,,,,,
23036959,False,Sankt-Georgen-Straße,residential,True,95.89500000000001,"LINESTRING (12.8792874 52.6089989, 12.8787478 52.6092127, 12.8780724 52.6094446)",30,,,,,
"[1100819250, 1100819051]",False,Dammstraße,residential,False,181.73500000000004,"LINESTRING (12.8792874 52.6089989, 12.8793054 52.6090146, 12.8794893 52.609176, 12.8798334 52.6094776, 12.8806236 52.6101705, 12.8807892 52.6102554, 12.8809078 52.6102844)",30,,,,,
23036960,True,Bergstraße,residential,False,70.334,"LINESTRING (12.8778155 52.6076306, 12.8781557 52.6074151, 12.8781643 52.6074102, 12.8785542 52.6071849)",20,,,,,
50123430,True,Bergstraße,residential,False,68.601,"LINESTRING (12.8778155 52.6076306, 12.8776497 52.60755, 12.8774351 52.6075109, 12.8768578 52.6074803)",20,,,,,
23036961,True,Marktstraße,residential,False,56.501000000000005,"LINESTRING (12.8785542 52.6071849, 12.8787875 52.6073679, 12.8790403 52.6075981)",20,,,,,
23036961,True,Marktstraße,residential,False,26.17,"LINESTRING (12.8782626 52.6070314, 12.8784133 52.6070964, 12.8785542 52.6071849)",20,,,,,
135968590,True,Baderstraße,residential,False,68.378,"LINESTRING (12.8790403 52.6075981, 12.8788799 52.6076896, 12.8784765 52.6079907, 12.8783486 52.6080421)",20,,,,,
44060115,True,Baderstraße,residential,False,51.241,"LINESTRING (12.8796784 52.6073487, 12.8790403 52.6075981)",30,,,,,
167903370,False,Wallstraße,residential,True,22.247999999999998,"LINESTRING (12.8796784 52.6073487, 12.8797286 52.6074036, 12.8797552 52.6074326, 12.8798384 52.6075236)",20,,,,,
53423812,True,Lindengasse,residential,False,72.111,"LINESTRING (12.8788106 52.6064748, 12.8785112 52.6067789, 12.8782626 52.6070314)",,,,,,
112508492,True,Lindenstraße,residential,False,48.233999999999995,"LINESTRING (12.8788106 52.6064748, 12.8791577 52.6068129, 12.8791885 52.6068429)",20,,,,,
112508492,True,Lindenstraße,residential,False,65.25,"LINESTRING (12.8791885 52.6068429, 12.8796784 52.6073487)",20,,,,,
167903341,True,Lindemannsgasse,living_street,False,74.499,"LINESTRING (12.8791885 52.6068429, 12.8797125 52.6067183, 12.8802256 52.6066151)",,,,,,
23814271,False,Feldstraße,living_street,False,84.693,"LINESTRING (12.8775228 52.6050154, 12.8786449 52.6046752)",,,,,,
"[601902521, 113311210]",True,Gartenstraße,living_street,False,125.503,"LINESTRING (12.8775228 52.6050154, 12.8784553 52.6051268, 12.8788134 52.6051717, 12.8790629 52.6051358, 12.8792258 52.605059, 12.8792846 52.6050262)",,,,,,
167909788,False,Bredower Weg,residential,False,15.128,"LINESTRING (12.8826278 52.6047645, 12.8827735 52.6047517, 12.8828495 52.604745)",50,,,,,
167909788,False,Bredower Weg,residential,True,213.118,"LINESTRING (12.8826278 52.6047645, 12.8823534 52.6047886, 12.8812678 52.6048884, 12.8799683 52.6050078, 12.8798612 52.6050265, 12.8798217 52.6050334, 12.8797934 52.6050407, 12.879672 52.6050722, 12.8795457 52.6051226)",50,,,,,
299749948,False,Bredower Weg,living_street,True,119.904,"LINESTRING (12.8826278 52.6047645, 12.8826123 52.6047081, 12.8825768 52.6045785, 12.8825423 52.6044525, 12.8825066 52.6043219, 12.8824699 52.604188, 12.8824366 52.6040664, 12.882399 52.6039293, 12.8823525 52.6037594, 12.8823364 52.6037008)",,,,,,
23814274,False,Straße des Friedens,residential,False,38.59,"LINESTRING (12.8828495 52.604745, 12.8828682 52.6048222, 12.8829087 52.6050032, 12.8829286 52.6050887)",30,,,,,
167909788,False,Bredower Weg,residential,False,107.57,"LINESTRING (12.8828495 52.604745, 12.8840982 52.604627, 12.8844267 52.604614)",50,,,,,
167909788,False,Bredower Weg,residential,True,15.128,"LINESTRING (12.8828495 52.604745, 12.8827735 52.6047517, 12.8826278 52.6047645)",50,,,,,
167909788,False,Bredower Weg,residential,True,107.57,"LINESTRING (12.8844267 52.604614, 12.8840982 52.604627, 12.8828495 52.604745)",50,,,,,
"[71866827, 71866831]",False,Karl-Thon-Straße,residential,False,102.142,"LINESTRING (12.8844545 52.6031523, 12.8843937 52.6030204, 12.8842809 52.6027736, 12.8841888 52.6025786, 12.8840423 52.6022685)",30,,,,,
167909791,False,Feldstraße,residential,False,92.09800000000001,"LINESTRING (12.8844545 52.6031523, 12.8835423 52.6033959, 12.8833461 52.6034483, 12.8832061 52.6034857)",30,,,,,
71866831,False,Karl-Thon-Straße,residential,False,58.628,"LINESTRING (12.8840423 52.6022685, 12.8837629 52.6017693)",,,,,,
"[71866827, 71866831]",False,Karl-Thon-Straße,residential,True,102.142,"LINESTRING (12.8840423 52.6022685, 12.8841888 52.6025786, 12.8842809 52.6027736, 12.8843937 52.6030204, 12.8844545 52.6031523)",30,,,,,
831686102,False,Kreuztaler Straße,residential,True,127.42,"LINESTRING (12.8833886 52.6068396, 12.883229 52.606856, 12.8825684 52.6069163, 12.8822626 52.6069409, 12.8819568 52.6069892, 12.8816886 52.6070366, 12.8815683 52.6070943)",30,,,,,
1125235842,False,Straße des Friedens,residential,True,58.306999999999995,"LINESTRING (12.8833886 52.6068396, 12.8833605 52.606749, 12.8832435 52.6063227)",30,,,,,
167909791,False,Feldstraße,residential,False,260.243,"LINESTRING (12.8823364 52.6037008, 12.8808118 52.6040971, 12.8795189 52.6044331, 12.8790643 52.6045513, 12.8789067 52.6044002)",30,,,,,
167909791,False,Feldstraße,residential,True,63.415000000000006,"LINESTRING (12.8823364 52.6037008, 12.8824943 52.6036618, 12.883168 52.6034951, 12.8832061 52.6034857)",30,,,,,
299749948,False,Bredower Weg,living_street,False,119.904,"LINESTRING (12.8823364 52.6037008, 12.8823525 52.6037594, 12.882399 52.6039293, 12.8824366 52.6040664, 12.8824699 52.604188, 12.8825066 52.6043219, 12.8825423 52.6044525, 12.8825768 52.6045785, 12.8826123 52.6047081, 12.8826278 52.6047645)",,,,,,
5032145,False,Scheunenweg,residential,False,244.35699999999997,"LINESTRING (12.8721755 52.6063522, 12.8723664 52.606458, 12.872421 52.6064991, 12.8724791 52.6065718, 12.8725703 52.6067312, 12.8727577 52.6070585, 12.8729735 52.6074545, 12.8732696 52.6079778, 12.8733454 52.6081118, 12.873495 52.6083762)",30,6,,,,
35608496,False,Hamburger Straße,tertiary,False,149.54399999999998,"LINESTRING (12.8721755 52.6063522, 12.8715152 52.6067511, 12.8712116 52.6069318, 12.8710197 52.6070324, 12.870856 52.6071183, 12.8705441 52.6072587)",50,,,,,
138232512,False,Hamburger Straße,tertiary,False,116.312,"LINESTRING (12.8721755 52.6063522, 12.872762 52.6059834, 12.8730126 52.6058259, 12.8731008 52.6057693, 12.8733683 52.6055976)",30,,,,,
6631150,False,Florastraße,residential,False,9.796,"LINESTRING (12.8780297 52.6016897, 12.8781685 52.6016641)",,,,,,
6631150,False,Florastraße,residential,True,60.377,"LINESTRING (12.8780297 52.6016897, 12.8780172 52.60172, 12.8779922 52.6017541, 12.8779361 52.6017731, 12.8777526 52.601809, 12.8776611 52.6018269, 12.8774464 52.6018688, 12.8773668 52.6018678, 12.8773013 52.6018526, 12.8772717 52.6018261)",,,,,,
29577600,True,Rathausplatz,tertiary,False,13.814999999999998,"LINESTRING (12.8742593 52.6051349, 12.8742564 52.6051659, 12.8742406 52.6051954, 12.8742128 52.6052215, 12.8741749 52.6052424)",30,,,,roundabout,
443059265,False,Berliner Straße,tertiary,False,141.005,"LINESTRING (12.8742593 52.6051349, 12.8743791 52.6051246, 12.8760684 52.6049796, 12.8763243 52.6049485)",30,,,,,
29577600,True,Rathausplatz,tertiary,False,17.463,"LINESTRING (12.8741749 52.6052424, 12.8741165 52.6052592, 12.8740523 52.6052637, 12.8739891 52.6052554, 12.8739337 52.6052351)",30,,,,roundabout,
29577600,True,Rathausplatz,tertiary,False,18.575999999999997,"LINESTRING (12.8739337 52.6052351, 12.8738973 52.6052101, 12.8738735 52.6051799, 12.8738644 52.605147, 12.8738706 52.6051138, 12.8738916 52.6050829)",30,,,,roundabout,
138232512,False,Hamburger Straße,tertiary,True,55.519999999999996,"LINESTRING (12.8739337 52.6052351, 12.8738526 52.6052871, 12.8733683 52.6055976)",30,,,,,
30810484,True,Mittelstraße,residential,False,146.777,"LINESTRING (12.8757577 52.603675, 12.8762626 52.6048568, 12.8763243 52.6049485)",30,,,,,
30810488,False,Paul-Jerchel-Straße,residential,False,182.336,"LINESTRING (12.8757577 52.603675, 12.8760095 52.6036408, 12.8768519 52.6035039, 12.8783697 52.6032602)",30,,,,,
30810488,False,Paul-Jerchel-Straße,residential,True,77.618,"LINESTRING (12.8757577 52.603675, 12.8748975 52.6037827, 12.8746301 52.6038097)",30,,,,,
167903353,False,Ritterstraße,residential,False,65.838,"LINESTRING (12.8783697 52.6032602, 12.8781024 52.6026908)",30,,,,,
30810488,False,Paul-Jerchel-Straße,residential,True,182.336,"LINESTRING (12.8783697 52.6032602, 12.8768519 52.6035039, 12.8760095 52.6036408, 12.8757577 52.603675)",30,,,,,
167903353,False,Ritterstraße,residential,True,62.045,"LINESTRING (12.8783697 52.6032602, 12.87858 52.603674, 12.8787583 52.6037363)",30,,,,,
23036959,False,Sankt-Georgen-Straße,residential,False,95.89500000000001,"LINESTRING (12.8780724 52.6094446, 12.8787478 52.6092127, 12.8792874 52.6089989)",30,,,,,
23036959,False,Sankt-Georgen-Straße,residential,True,89.84100000000001,"LINESTRING (12.8780724 52.6094446, 12.8769726 52.6098045, 12.8769034 52.6098303)",30,,,,,
34017247,False,Karl-Bernau-Ring,residential,False,45.283,"LINESTRING (12.8832061 52.6034857, 12.8830147 52.6030954)",30,,,,,
167909791,False,Feldstraße,residential,False,63.415000000000006,"LINESTRING (12.8832061 52.6034857, 12.883168 52.6034951, 12.8824943 52.6036618, 12.8823364 52.6037008)",30,,,,,
167909791,False,Feldstraße,residential,True,92.098,"LINESTRING (12.8832061 52.6034857, 12.8833461 52.6034483, 12.8835423 52.6033959, 12.8844545 52.6031523)",30,,,,,
34017207,False,Karl-Bernau-Ring,residential,True,71.39699999999999,"LINESTRING (12.8816683 52.6025801, 12.8822683 52.6024743, 12.8826836 52.6024011)",30,,,,,
34017207,False,Karl-Bernau-Ring,residential,False,71.39699999999999,"LINESTRING (12.8826836 52.6024011, 12.8822683 52.6024743, 12.8816683 52.6025801)",30,,,,,
34017247,False,Karl-Bernau-Ring,residential,True,80.376,"LINESTRING (12.8826836 52.6024011, 12.8828247 52.6026969, 12.8829893 52.6030421, 12.8830147 52.6030954)",30,,,,,
5032152,False,Goethestraße,residential,True,3.703,"LINESTRING (12.8760449 52.6087133, 12.8760687 52.6087433)",30,,,,,
5032152,False,Goethestraße,residential,False,104.43799999999999,"LINESTRING (12.8760449 52.6087133, 12.8759164 52.6085728, 12.8756173 52.608246, 12.8754536 52.6080109, 12.8754016 52.6078649)",30,,,,,
49183697,True,Mauerstraße,living_street,False,159.456,"LINESTRING (12.8760449 52.6087133, 12.8755575 52.6088052, 12.8752027 52.6088612, 12.8751021 52.6088655, 12.8750141 52.6088568, 12.874928 52.6088361, 12.8748582 52.6087904, 12.8746927 52.6086052, 12.8745592 52.6084576, 12.8743791 52.6081907)",,,,,,destination
167903347,False,Neue Straße,living_street,False,57.105,"LINESTRING (12.8804745 52.6065162, 12.8800237 52.6060817)",,,,,,
167903347,False,Neue Straße,living_street,True,20.213,"LINESTRING (12.8804745 52.6065162, 12.880366 52.6065715, 12.8802256 52.6066151)",,,,,,
167903347,False,Neue Straße,living_street,True,57.105,"LINESTRING (12.8800237 52.6060817, 12.8804745 52.6065162)",,,,,,
167903347,False,Neue Straße,living_street,False,91.70400000000001,"LINESTRING (12.8800237 52.6060817, 12.8798264 52.6059284, 12.8796922 52.605828, 12.8795284 52.6057244, 12.8792972 52.6056211, 12.87902 52.6055496)",,,,,,
167903348,False,Neue Straße,living_street,True,39.355999999999995,"LINESTRING (12.8800237 52.6060817, 12.8804164 52.6058735, 12.8804627 52.6058489)",,,,,,
167903347,False,Neue Straße,living_street,False,20.213,"LINESTRING (12.8802256 52.6066151, 12.880366 52.6065715, 12.8804745 52.6065162)",,,,,,
167903369,True,Wallgasse,living_street,False,117.40400000000001,"LINESTRING (12.8802256 52.6066151, 12.8802911 52.606725, 12.88038 52.6068509, 12.8803878 52.6069977, 12.880366 52.6071588, 12.8803012 52.6072477, 12.8802136 52.6073165, 12.8801639 52.6073555, 12.8800223 52.6074389, 12.8798384 52.6075236)",,,,,,
167903358,False,,living_street,False,18.023,"LINESTRING (12.8789247 52.605701, 12.87902 52.6055496)",,,,,,
167903369,True,Wallgasse,living_street,False,138.844,"LINESTRING (12.8789247 52.605701, 12.8793302 52.6058145, 12.8795869 52.6059684, 12.8798456 52.6061592, 12.8800621 52.6063995, 12.8802256 52.6066151)",,,,,,
22757289,True,Mittelstraße,residential,False,68.89,"LINESTRING (12.8764937 52.6054485, 12.8767215 52.6060524)",20,,,,,
167903369,True,Wallgasse,living_street,False,61.016000000000005,"LINESTRING (12.8764937 52.6054485, 12.8766463 52.6054425, 12.8770378 52.6054634, 12.8773933 52.6054871)",,,,,,
23036960,True,Bergstraße,residential,False,82.514,"LINESTRING (12.8769391 52.6081471, 12.8770767 52.6080527, 12.8778155 52.6076306)",20,,,,,
23036962,False,Holzmarktstraße,residential,False,19.627000000000002,"LINESTRING (12.8769391 52.6081471, 12.8767872 52.6081199, 12.8766603 52.6080972)",20,,,,,
23036962,False,Holzmarktstraße,residential,True,96.531,"LINESTRING (12.8769391 52.6081471, 12.8775701 52.6081404, 12.87818 52.6080822, 12.8783486 52.6080421)",20,,,,,
49183695,False,Neue Straße,residential,True,108.68399999999998,"LINESTRING (12.8748824 52.6055145, 12.8751644 52.6054572, 12.8754001 52.6054094, 12.8756154 52.6053706, 12.8757979 52.6053469, 12.875985 52.6053393, 12.8764482 52.6053156)",,,,,,
22757289,True,Mittelstraße,residential,False,15.094,"LINESTRING (12.8764482 52.6053156, 12.8764937 52.6054485)",20,,,,,
49183695,False,Neue Straße,residential,False,108.68400000000001,"LINESTRING (12.8764482 52.6053156, 12.875985 52.6053393, 12.8757979 52.6053469, 12.8756154 52.6053706, 12.8754001 52.6054094, 12.8751644 52.6054572, 12.8748824 52.6055145)",,,,,,
167903347,False,Neue Straße,living_street,True,67.251,"LINESTRING (12.8764482 52.6053156, 12.8767648 52.6052986, 12.8771064 52.6053033, 12.8774401 52.6053289)",,,,,,
135968603,True,Mittelstraße,residential,False,69.881,"LINESTRING (12.8768578 52.6074803, 12.8766603 52.6080972)",20,,,,,
25587651,True,Lindenplatz,primary,False,12.383,"LINESTRING (12.8784605 52.6042939, 12.8784092 52.6042737, 12.8783715 52.6042445, 12.8783516 52.6042094)",50,,1,B 273,roundabout,
25587651,True,Lindenplatz,primary,False,32.602,"LINESTRING (12.8785095 52.6040794, 12.8785699 52.6040805, 12.8786264 52.6040933, 12.8786731 52.6041165, 12.8787051 52.6041476, 12.8787189 52.6041833, 12.8787131 52.6042197, 12.8786883 52.6042532, 12.8786471 52.6042799)",50,,1,B 273,roundabout,
68180546,False,Berliner Straße,primary,False,42.824999999999996,"LINESTRING (12.8785095 52.6040794, 12.8785226 52.6039739, 12.8785694 52.6038978, 12.8787583 52.6037363)",50,,2,B 273,,
25587651,True,Lindenplatz,primary,False,13.251000000000001,"LINESTRING (12.8786471 52.6042799, 12.878589 52.6042982, 12.8785241 52.6043031, 12.8784605 52.6042939)",50,,1,B 273,roundabout,
"[68184425, 138232526]",True,Lindenplatz,primary,False,113.32300000000001,"LINESTRING (12.8786471 52.6042799, 12.8786626 52.6043861, 12.8787354 52.604472, 12.8789224 52.6046286, 12.878989 52.6046834, 12.8793783 52.604998, 12.8795457 52.6051226)",50,,1,B 273,,
71866831,False,Karl-Thon-Straße,residential,True,58.628,"LINESTRING (12.8837629 52.6017693, 12.8840423 52.6022685)",,,,,,
91261372,False,Deichmannstraße,residential,False,73.97,"LINESTRING (12.8837629 52.6017693, 12.88271 52.6019526)",,,,,,
