osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,ref,bridge,junction
44098965,True,Strada George Coșbuc,secondary,RO:urban,False,370.56899999999996,"LINESTRING (23.5709446 47.6569912, 23.5707631 47.6569956, 23.5705441 47.6570139, 23.5691897 47.6571801, 23.568733 47.6572336, 23.5673778 47.6573997, 23.5668817 47.6574604, 23.5664227 47.6575046, 23.5663056 47.6575101, 23.5661685 47.6575063, 23.5660637 47.6574999)",,,,
693311256,False,Strada Culturii,primary,RO:urban,True,89.317,"LINESTRING (23.5709446 47.6569912, 23.570958 47.6568705, 23.5710667 47.6563488, 23.571116 47.656197)",4,DN1C,,
867298454,False,Strada Culturii,primary,RO:urban,False,74.232,"LINESTRING (23.5709446 47.6569912, 23.5709297 47.657114, 23.5708103 47.6576524)",5,DN1C,,
691039862,True,Strada Gheorghe Șincai,secondary,RO:urban,False,49.587999999999994,"LINESTRING (23.5782467 47.6586152, 23.5778096 47.6583879, 23.5777208 47.6583443)",2,,,
"[836779033, 249509179]",True,Bulevardul Unirii,secondary,50,False,196.85500000000002,"LINESTRING (23.5672475 47.6551784, 23.5672718 47.6550105, 23.5674387 47.6547531, 23.567571 47.654541, 23.5676492 47.6544282, 23.5678162 47.6541953, 23.5679931 47.6539619, 23.5680759 47.6538598, 23.5681796 47.6537133, 23.5682064 47.6536677, 23.5682282 47.653623, 23.5682503 47.6535538)",2,,,
"[867228122, 249513146]",False,Bulevardul Unirii,secondary,RO:urban,False,120.44600000000001,"LINESTRING (23.5672475 47.6551784, 23.5671491 47.6553357, 23.5670321 47.6555252, 23.5668205 47.6558525, 23.566611 47.6561731)","['4', '5']",DJ182B,,
"[866937960, 693309660]",False,Bulevardul Regele Mihai I,primary,RO:urban,True,113.516,"LINESTRING (23.5672475 47.6551784, 23.5670385 47.6551243, 23.5660067 47.6548572, 23.5658347 47.654809)","['4', '5']",DN1C,,
"[698090120, 867228121, 249510523]",False,Bulevardul Regele Mihai I,primary,RO:urban,False,311.131,"LINESTRING (23.5672475 47.6551784, 23.5674822 47.655239, 23.5691661 47.6556845, 23.5700467 47.6559164, 23.5707431 47.6561008, 23.5709278 47.656155, 23.571116 47.656197)","['4', '5']",DN1C,,
"[698090120, 867228121, 249510523]",False,Bulevardul Regele Mihai I,primary,RO:urban,True,311.13100000000003,"LINESTRING (23.571116 47.656197, 23.5709278 47.656155, 23.5707431 47.6561008, 23.5700467 47.6559164, 23.5691661 47.6556845, 23.5674822 47.655239, 23.5672475 47.6551784)","['4', '5']",DN1C,,
684757902,True,Piața Revoluției,secondary,RO:urban,False,136.606,"LINESTRING (23.571116 47.656197, 23.5713375 47.6562488, 23.5717702 47.6562857, 23.5719201 47.6563034, 23.5729163 47.65637)",,DN18B,,
693311255,False,Strada Culturii,tertiary,RO:urban,True,31.645,"LINESTRING (23.571116 47.656197, 23.571141 47.6561138, 23.5711963 47.6559176)",,,,
693311256,False,Strada Culturii,primary,RO:urban,False,89.31700000000001,"LINESTRING (23.571116 47.656197, 23.5710667 47.6563488, 23.570958 47.6568705, 23.5709446 47.6569912)",4,DN1C,,
249509342,False,Strada Progresului,tertiary,RO:urban,False,202.028,"LINESTRING (23.5722603 47.6533967, 23.5726011 47.653372, 23.5737388 47.6533189, 23.5738683 47.6533095, 23.5748156 47.6532482, 23.5749476 47.6532446)",2,,,
249509342,False,Strada Progresului,tertiary,RO:urban,True,63.797000000000004,"LINESTRING (23.5722603 47.6533967, 23.5716095 47.6534334, 23.5714124 47.6534501)",2,,,
685410511,True,Bulevardul Independenței,primary,RO:urban,False,17.236,"LINESTRING (23.5660455 47.6587651, 23.5662754 47.6587721)",2,DN1C,,
27020244,True,Strada Victoriei,primary,RO:urban,False,39.083999999999996,"LINESTRING (23.5665749 47.659303, 23.5665201 47.6594016, 23.5664678 47.659492, 23.5664047 47.6595742, 23.5663486 47.6596164)",2,DN1C,,
75722396,True,Strada Victoriei,primary,RO:urban,False,50.602000000000004,"LINESTRING (23.5665749 47.659303, 23.5665858 47.6593732, 23.5666017 47.6594328, 23.5666247 47.6594929, 23.566645 47.6595478, 23.5667001 47.6596441, 23.5667373 47.6596925, 23.5667697 47.6597348)",2,DN18,,
27655129,False,,residential,RO:urban,False,66.469,"LINESTRING (23.5735416 47.6579154, 23.5735682 47.6578181, 23.5736065 47.6576447, 23.5736462 47.6574543, 23.5736552 47.6574253, 23.573686 47.6573258)",,,,
38578769,False,,residential,RO:urban,False,49.839,"LINESTRING (23.5735416 47.6579154, 23.5731534 47.6578376, 23.573048 47.6576772)",,,,
38578771,False,,residential,RO:urban,False,146.776,"LINESTRING (23.5735416 47.6579154, 23.5735178 47.6580919, 23.573513 47.6581464, 23.5735412 47.6582595, 23.5736746 47.658323, 23.5738793 47.6583624, 23.5743141 47.65845, 23.5744603 47.6585077, 23.5745895 47.6586095, 23.5746813 47.6587639)",2,,,
27655129,False,,residential,RO:urban,True,66.46900000000001,"LINESTRING (23.573686 47.6573258, 23.5736552 47.6574253, 23.5736462 47.6574543, 23.5736065 47.6576447, 23.5735682 47.6578181, 23.5735416 47.6579154)",,,,
44100157,True,Strada Gheorghe Șincai,secondary,RO:urban,False,41.335,"LINESTRING (23.573686 47.6573258, 23.5733931 47.6572671, 23.5733521 47.6572589, 23.573156 47.6572222)",2,DN18B,,
