osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,access
"[384606072, 56004498]",Steinbecker Mühlenweg,tertiary,50,False,True,154.113,"LINESTRING (9.8606567 53.336824, 9.8606669 53.3366488, 9.8606662 53.336645, 9.8606552 53.3365814, 9.8606541 53.3363996, 9.8606533 53.3362617, 9.8606515 53.3359604, 9.8606484 53.3354385)",,
31550279,Steinbecker Straße,tertiary,30,False,False,114.041,"LINESTRING (9.8737679 53.3338183, 9.8738122 53.3337353, 9.8738507 53.3336437, 9.8739031 53.333499, 9.8739206 53.3334471, 9.8740381 53.3330979, 9.8740922 53.3329373, 9.8741297 53.3328163)",2,
31550279,Steinbecker Straße,tertiary,30,False,True,302.96200000000005,"LINESTRING (9.8737679 53.3338183, 9.8737211 53.3338996, 9.8736541 53.3340068, 9.8735902 53.3341001, 9.8735128 53.3341939, 9.8734521 53.3342647, 9.8733824 53.3343359, 9.8733243 53.3343901, 9.8731574 53.3345169, 9.8724845 53.3349397, 9.8720948 53.335182, 9.8718098 53.3353592, 9.8716028 53.3354878, 9.8712894 53.3356884, 9.8709883 53.3359453)",2,
410375173,Steinbecker Straße,residential,50,False,True,76.234,"LINESTRING (9.8737679 53.3338183, 9.873856 53.3338557, 9.8738968 53.3339153, 9.8738673 53.3340464, 9.8737801 53.3342413, 9.8736563 53.3344513)",,
25043458,Hochkamp,residential,30,False,True,83.668,"LINESTRING (9.8606484 53.3354385, 9.8594012 53.3353311)",,
56160283,Steinbecker Mühlenweg,tertiary,50,False,True,6.85,"LINESTRING (9.8606484 53.3354385, 9.860648 53.3353769)",,
"[384606072, 56004498]",Steinbecker Mühlenweg,tertiary,50,False,False,154.11300000000003,"LINESTRING (9.8606484 53.3354385, 9.8606515 53.3359604, 9.8606533 53.3362617, 9.8606541 53.3363996, 9.8606552 53.3365814, 9.8606662 53.336645, 9.8606669 53.3366488, 9.8606567 53.336824)",,
4988414,Hopfenberg,residential,30,False,False,86.792,"LINESTRING (9.8639915 53.3355703, 9.8652954 53.3356253)",,
4988414,Hopfenberg,residential,30,False,True,30.173,"LINESTRING (9.8639915 53.3355703, 9.8635382 53.3355512)",,
313208526,Hopfenberg,residential,30,False,False,34.018,"LINESTRING (9.8639915 53.3355703, 9.864041 53.3352658)",,
4988414,Hopfenberg,residential,30,False,True,86.792,"LINESTRING (9.8652954 53.3356253, 9.8639915 53.3355703)",,
313208524,Hopfenberg,residential,30,False,False,48.258,"LINESTRING (9.8652954 53.3356253, 9.8653515 53.3351926)",,permissive
4988414,Hopfenberg,residential,30,False,False,118.083,"LINESTRING (9.8652954 53.3356253, 9.8653887 53.3356292, 9.8656191 53.335639, 9.8669897 53.3356968, 9.8670694 53.3357002)",,
4988414,Hopfenberg,residential,30,False,True,9.778,"LINESTRING (9.8683598 53.3357546, 9.8682129 53.3357484)",,
306930105,Hopfenberg,residential,30,False,False,65.143,"LINESTRING (9.8683598 53.3357546, 9.86828 53.3363385)",,permissive
4988414,Hopfenberg,residential,30,False,False,52.465,"LINESTRING (9.8683598 53.3357546, 9.8686467 53.3357667, 9.869148 53.3357879)",,
4988414,Hopfenberg,residential,30,False,False,62.895,"LINESTRING (9.8694123 53.335799, 9.8703572 53.3358389)",,
4988414,Hopfenberg,residential,30,False,True,17.592,"LINESTRING (9.8694123 53.335799, 9.869148 53.3357879)",,
313043416,Hopfenberg,residential,30,False,False,66.222,"LINESTRING (9.8694123 53.335799, 9.8693695 53.336394)",,
4988414,Hopfenberg,residential,30,False,True,62.895,"LINESTRING (9.8703572 53.3358389, 9.8694123 53.335799)",,
4988414,Hopfenberg,residential,30,False,False,44.429,"LINESTRING (9.8703572 53.3358389, 9.8708526 53.3358869, 9.8709371 53.3359233, 9.8709883 53.3359453)",,
43761645,Hermann-Stöhr-Straße,residential,30,False,False,132.856,"LINESTRING (9.8703572 53.3358389, 9.8703708 53.3356934, 9.8704009 53.3354098, 9.8704292 53.3352911, 9.8704781 53.3351757, 9.8706239 53.3349728, 9.8706693 53.3349168, 9.8706969 53.3347924, 9.870668 53.3346762)",,
24973722,Haidbarg,residential,30,False,False,45.615,"LINESTRING (9.8605874 53.3305796, 9.8599035 53.3305412)",,
31550278,Steinbecker Mühlenweg,tertiary,50,False,False,61.404,"LINESTRING (9.8605874 53.3305796, 9.860579 53.3311318)",,
25001147,Parkstraße,residential,30,False,False,110.666,"LINESTRING (9.8605874 53.3305796, 9.8616657 53.3305796, 9.86181 53.3306, 9.8618461 53.3306051, 9.862214 53.3307031)",,
27243462,Steinbecker Mühlenweg,tertiary,50,False,True,172.346,"LINESTRING (9.8605874 53.3305796, 9.8606047 53.3304245, 9.86062 53.330288, 9.8607981 53.3297671, 9.8609293 53.3293834, 9.8610032 53.3290519)",2,
25001147,Parkstraße,residential,30,False,False,122.62900000000002,"LINESTRING (9.8695821 53.3297984, 9.8700054 53.329748, 9.8701495 53.329728, 9.8705247 53.3296607, 9.8713595 53.3295035)",,
