osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,width,junction,bridge,access
5033758,2,Liebfrauenstraße,residential,30,False,True,19.23,"LINESTRING (8.5861238 50.2021856, 8.5860534 50.2021232, 8.5860232 50.2020984, 8.5859831 50.2020771, 8.5859445 50.2020581)",,,,,
863557444,1,Berliner Straße,tertiary,50,True,False,110.263,"LINESTRING (8.5861238 50.2021856, 8.5860448 50.2022615, 8.5858516 50.2024607, 8.585388 50.2028644, 8.5853306 50.2029116, 8.5852265 50.2029929)",,,,,
1102631403,,Liebfrauenstraße,residential,30,False,False,96.387,"LINESTRING (8.5861238 50.2021856, 8.586201 50.2022542, 8.5862667 50.2023028, 8.5864748 50.2024699, 8.5869605 50.202867)",,,,,
"[418998456, 5010798]","['2', '3']",Füllerstraße,secondary,30,False,True,325.43399999999997,"LINESTRING (8.5754163 50.2012999, 8.5756214 50.2011732, 8.5757731 50.2010883, 8.5758447 50.2010418, 8.5762082 50.2008259, 8.5767832 50.2004794, 8.5769769 50.2003634, 8.5773213 50.2001569, 8.5774995 50.2000503, 8.5779597 50.1997691, 8.5782665 50.1995856, 8.5785533 50.1993902, 8.5786862 50.1992607)",K 772,,,,
5200882,,Am Rahmtor,residential,30,False,True,64.793,"LINESTRING (8.5754163 50.2012999, 8.5754518 50.2013265, 8.5755048 50.2013734, 8.5755389 50.201403, 8.5755693 50.2014302, 8.5756911 50.2015342, 8.5757914 50.2016205, 8.5758908 50.2016984, 8.5759678 50.2017633)",,5,,,
"[431521980, 31523365]",3,Füllerstraße,secondary,30,False,False,46.7,"LINESTRING (8.5754163 50.2012999, 8.5753135 50.2013499, 8.5751983 50.2013839, 8.5751294 50.2013996, 8.5749951 50.2014301, 8.5748285 50.2014809)",K 772,,,,
5033758,2,Liebfrauenstraße,residential,30,False,False,120.22,"LINESTRING (8.584643 50.2013697, 8.5847228 50.2014028, 8.585491 50.2018134, 8.5858767 50.202024, 8.5859445 50.2020581)",,,,,
5034096,2,Feldbergstraße,tertiary,50,False,True,163.81,"LINESTRING (8.584643 50.2013697, 8.5847935 50.2012735, 8.5857435 50.2006643, 8.5862682 50.2003266)",,,,,
31522887,2,Liebfrauenstraße,tertiary,30,False,True,70.979,"LINESTRING (8.584643 50.2013697, 8.5845059 50.2013209, 8.5837818 50.2010479)",,,,,
31555297,2,Feldbergstraße,tertiary,50,False,False,86.745,"LINESTRING (8.584643 50.2013697, 8.5845166 50.2014453, 8.5838199 50.2019445)",,,,,
5096729,,Am Hang,residential,30,False,True,125.666,"LINESTRING (8.5742871 50.1973492, 8.5749091 50.1970763, 8.5757428 50.1967098)",,,,,
59737153,2,Oberhöchstadter Straße,tertiary,30,False,False,87.29299999999999,"LINESTRING (8.5742871 50.1973492, 8.5740634 50.197152, 8.5737496 50.1968738, 8.5735684 50.1967131)",,,,,
59737153,2,Oberhöchstadter Straße,tertiary,30,False,True,123.25,"LINESTRING (8.5742871 50.1973492, 8.5750143 50.1979832, 8.575161 50.1980929, 8.5752569 50.19815, 8.5753702 50.1982092)",,,,,
59737153,2,Oberhöchstadter Straße,tertiary,30,False,False,123.25,"LINESTRING (8.5753702 50.1982092, 8.5752569 50.19815, 8.575161 50.1980929, 8.5750143 50.1979832, 8.5742871 50.1973492)",,,,,
1102309479,2,Oberhöchstadter Straße,tertiary,30,False,True,66.691,"LINESTRING (8.5753702 50.1982092, 8.5755198 50.1982745, 8.5756183 50.1983097, 8.575725 50.1983396, 8.5762122 50.1984675)",,,,,
1102309479,2,Oberhöchstadter Straße,tertiary,30,False,False,66.691,"LINESTRING (8.5762122 50.1984675, 8.575725 50.1983396, 8.5756183 50.1983097, 8.5755198 50.1982745, 8.5753702 50.1982092)",,,,,
"[59737168, 1069855937, 7975564, 1102309479]","['2', '3']",Oberhöchstadter Straße,tertiary,30,False,"[False, True]",197.41400000000002,"LINESTRING (8.5762122 50.1984675, 8.5764617 50.1985332, 8.5765268 50.1985492, 8.5766 50.1985672, 8.5767717 50.1986133, 8.5770555 50.1986875, 8.5772614 50.1987438, 8.5775553 50.1988337, 8.5778219 50.1989289, 8.5781234 50.1990458, 8.5782672 50.1990975, 8.5785643 50.1992127, 8.5786862 50.1992607)",,,,,
4994017,2,Oberhöchstadter Straße,secondary,30,False,False,57.761,"LINESTRING (8.5799793 50.1997858, 8.5802412 50.1998863, 8.580672 50.2000564)",K 772,,,,
"[418998465, 31102226, 31102225]",3,Oberhöchstadter Straße,secondary,30,False,True,109.037,"LINESTRING (8.5799793 50.1997858, 8.5797172 50.1996831, 8.5794923 50.1995944, 8.5790596 50.199423, 8.5789268 50.1993708, 8.5786862 50.1992607)",K 772,,,,
"[482744029, 5201126, 996151367]",3,Korfstraße,residential,30,False,True,90.937,"LINESTRING (8.5799793 50.1997858, 8.5797734 50.2000752, 8.5797522 50.2001049, 8.5796686 50.2002368, 8.579555 50.200432, 8.5794915 50.2005412)",,,,,
4994017,2,Oberhöchstadter Straße,secondary,30,False,True,57.761,"LINESTRING (8.580672 50.2000564, 8.5802412 50.1998863, 8.5799793 50.1997858)",K 772,,,,
5038006,,Lindenstraße,residential,30,False,False,259.558,"LINESTRING (8.580672 50.2000564, 8.5816693 50.1994093, 8.5823898 50.1989422, 8.5825557 50.1988349, 8.5832316 50.1983938)",,,,,
"[418998466, 618082067, 418998468, 418998467]","['2', '3']",Oberhöchstadter Straße,secondary,30,False,False,83.84400000000001,"LINESTRING (8.580672 50.2000564, 8.5808762 50.2001404, 8.5809826 50.2001798, 8.5812957 50.2002938, 8.5814157 50.2003376, 8.5816149 50.2004037, 8.5816937 50.200431)",K 772,,,,
5038007,,Austraße,residential,30,True,False,238.13,"LINESTRING (8.5816937 50.200431, 8.5822522 50.200083, 8.5823032 50.2000499, 8.5824673 50.199946, 8.5832515 50.199439, 8.5840548 50.1989139)",,,,,
"[1103203232, 281103397]",3,Oberhöchstadter Straße,secondary,30,False,False,88.016,"LINESTRING (8.5816937 50.200431, 8.5823528 50.2006544, 8.5823808 50.2006607, 8.5826283 50.2007165, 8.5828213 50.2007468)",K 772,,,,
"[618082067, 418998466, 418998467, 418998468]","['2', '3']",Oberhöchstadter Straße,secondary,30,False,True,83.844,"LINESTRING (8.5816937 50.200431, 8.5816149 50.2004037, 8.5814157 50.2003376, 8.5812957 50.2002938, 8.5809826 50.2001798, 8.5808762 50.2001404, 8.580672 50.2000564)",K 772,,,,
322238832,2,Adenauerallee,secondary,30,False,True,129.18800000000002,"LINESTRING (8.5835488 50.2002553, 8.5841497 50.1998622, 8.5847046 50.1994993, 8.5848182 50.1994249)",K 772,,,,
"[429537688, 4994018, 300941890, 166010215]","['2', '3']",Adenauerallee,secondary,30,False,False,75.359,"LINESTRING (8.5835488 50.2002553, 8.5834437 50.2003251, 8.5833007 50.2004178, 8.5831611 50.2005097, 8.5829534 50.2006449, 8.5829098 50.2006723, 8.5828213 50.2007468)",K 772,,,,
"[24441502, 429537700, 5203238]",,Adenauerallee,"['living_street', 'residential']",30,False,False,171.78900000000002,"LINESTRING (8.5835488 50.2002553, 8.5836494 50.2003188, 8.5839876 50.2005144, 8.5842724 50.2003362, 8.5845944 50.2001331, 8.5847497 50.2000351, 8.5849935 50.1998742, 8.5852688 50.1996903)",,,,,
1102627149,,Aumühlenstraße,residential,30,False,False,78.62,"LINESTRING (8.5848182 50.1994249, 8.5840548 50.1989139)",,,,,
322238832,2,Adenauerallee,secondary,30,False,False,129.188,"LINESTRING (8.5848182 50.1994249, 8.5847046 50.1994993, 8.5841497 50.1998622, 8.5835488 50.2002553)",K 772,,,,
"[322238832, 51238415]","['2', '3']",Adenauerallee,secondary,30,False,True,129.163,"LINESTRING (8.5848182 50.1994249, 8.5849681 50.1993269, 8.5856362 50.1988898, 8.585753 50.1988134, 8.5860874 50.1985947)",K 772,,,,
"[5011618, 31876190]",2,"['Adenauerallee', 'Frankfurter Landstraße']",secondary,50,True,False,96.316,"LINESTRING (8.5860874 50.1985947, 8.5861623 50.1985441, 8.5862536 50.1984819, 8.5862853 50.1984593, 8.5863975 50.1983881, 8.5866588 50.1982235, 8.5867197 50.1981813, 8.5869083 50.1980556, 8.5870322 50.1979748)",K 772,,,,
"[322238832, 51238415]","['2', '3']",Adenauerallee,secondary,30,False,False,129.163,"LINESTRING (8.5860874 50.1985947, 8.585753 50.1988134, 8.5856362 50.1988898, 8.5849681 50.1993269, 8.5848182 50.1994249)",K 772,,,,
"[362259049, 322238834]","['2', '3']",Nassauer Straße,secondary,30,False,True,45.141999999999996,"LINESTRING (8.5860874 50.1985947, 8.5861366 50.1986273, 8.5862026 50.1986704, 8.586494 50.1988393, 8.5865476 50.1988738)",,,,,
"[59737168, 1069855937, 7975564, 1102309479]","['2', '3']",Oberhöchstadter Straße,tertiary,30,False,"[False, True]",197.41400000000002,"LINESTRING (8.5786862 50.1992607, 8.5785643 50.1992127, 8.5782672 50.1990975, 8.5781234 50.1990458, 8.5778219 50.1989289, 8.5775553 50.1988337, 8.5772614 50.1987438, 8.5770555 50.1986875, 8.5767717 50.1986133, 8.5766 50.1985672, 8.5765268 50.1985492, 8.5764617 50.1985332, 8.5762122 50.1984675)",,,,,
"[31102225, 31102226, 418998465]",3,Oberhöchstadter Straße,secondary,30,False,False,109.03699999999999,"LINESTRING (8.5786862 50.1992607, 8.5789268 50.1993708, 8.5790596 50.199423, 8.5794923 50.1995944, 8.5797172 50.1996831, 8.5799793 50.1997858)",K 772,,,,
"[418998456, 5010798]","['2', '3']",Füllerstraße,secondary,30,False,False,325.43399999999997,"LINESTRING (8.5786862 50.1992607, 8.5785533 50.1993902, 8.5782665 50.1995856, 8.5779597 50.1997691, 8.5774995 50.2000503, 8.5773213 50.2001569, 8.5769769 50.2003634, 8.5767832 50.2004794, 8.5762082 50.2008259, 8.5758447 50.2010418, 8.5757731 50.2010883, 8.5756214 50.2011732, 8.5754163 50.2012999)",K 772,,,,
361813570,2,Altkönigstraße,tertiary,30,False,False,64.84,"LINESTRING (8.5748285 50.2014809, 8.5746008 50.2015591, 8.57418 50.2016933, 8.5740188 50.201748)",,,,,
"[431521980, 31523365]",3,Füllerstraße,secondary,30,False,True,46.699999999999996,"LINESTRING (8.5748285 50.2014809, 8.5749951 50.2014301, 8.5751294 50.2013996, 8.5751983 50.2013839, 8.5753135 50.2013499, 8.5754163 50.2012999)",K 772,,,,
1110588238,,Aumühlenstraße,residential,30,False,False,83.515,"LINESTRING (8.5832316 50.1983938, 8.5824026 50.1978623)",,,,,
5038002,,Aumühlenstraße,residential,30,False,True,82.36399999999999,"LINESTRING (8.5832316 50.1983938, 8.5833614 50.1984649, 8.5840548 50.1989139)",,,,,
5038006,,Lindenstraße,residential,30,False,True,259.558,"LINESTRING (8.5832316 50.1983938, 8.5825557 50.1988349, 8.5823898 50.1989422, 8.5816693 50.1994093, 8.580672 50.2000564)",,,,,
"[5038008, 23258886]",1,"['Lindenstraße', 'Nassauer Straße']",residential,30,True,False,210.071,"LINESTRING (8.5832316 50.1983938, 8.5833249 50.1983225, 8.5844595 50.1975765, 8.5848672 50.19783, 8.5852984 50.1981072)",,,,,
"[251452306, 31102227]",,Aumühlenstraße,residential,30,False,True,79.457,"LINESTRING (8.5816763 50.1973318, 8.5817166 50.1974176, 8.5819118 50.1975455, 8.5824026 50.1978623)",,,,,
"[5038008, 322238833]","['2', '1']",Nassauer Straße,residential,30,True,False,78.081,"LINESTRING (8.5852984 50.1981072, 8.585519 50.1982431, 8.5856486 50.1983147, 8.5860501 50.1985724, 8.5860874 50.1985947)",,,,,
5037998,,Wiesenaustraße,living_street,,False,True,126.373,"LINESTRING (8.5836168 50.1970376, 8.5833113 50.1972488, 8.5832339 50.1973355, 8.5824026 50.1978623)",,,,,
"[362259049, 322238834]","['2', '3']",Nassauer Straße,secondary,30,False,False,45.142,"LINESTRING (8.5865476 50.1988738, 8.586494 50.1988393, 8.5862026 50.1986704, 8.5861366 50.1986273, 8.5860874 50.1985947)",,,,,
840828315,1,Adenauerallee,residential,30,True,False,128.563,"LINESTRING (8.5865476 50.1988738, 8.5864644 50.1989279, 8.5860873 50.1991683, 8.5857457 50.1993862, 8.5852688 50.1996903)",,,,,
5030207,1,Neurothstraße,residential,30,True,False,100.33,"LINESTRING (8.5852688 50.1996903, 8.5862682 50.2003266)",,,,,
"[5203238, 429537700, 24441502]",,Adenauerallee,"['residential', 'living_street']",30,False,True,171.78900000000002,"LINESTRING (8.5852688 50.1996903, 8.5849935 50.1998742, 8.5847497 50.2000351, 8.5845944 50.2001331, 8.5842724 50.2003362, 8.5839876 50.2005144, 8.5836494 50.2003188, 8.5835488 50.2002553)",,,,,
5034096,2,Feldbergstraße,tertiary,50,False,False,163.81,"LINESTRING (8.5862682 50.2003266, 8.5857435 50.2006643, 8.5847935 50.2012735, 8.584643 50.2013697)",,,,,
"[639442641, 23224355, 23805718]",,"['Henchenstraße', 'Kumeliusstraße']",residential,30,True,False,237.06999999999996,"LINESTRING (8.5837818 50.2010479, 8.5837385 50.201081, 8.5834149 50.2013288, 8.5831466 50.2015139, 8.5831199 50.2015357, 8.5830985 50.2015487, 8.5828984 50.2016906, 8.5825602 50.201914, 8.582264 50.202122, 8.5822021 50.202162, 8.5823994 50.2022733, 8.5825379 50.2023633, 8.5827932 50.2025088, 8.5828456 50.2025387, 8.5829094 50.2025936)",,,,,
"[166010224, 31522884]",3,Liebfrauenstraße,tertiary,30,False,False,76.434,"LINESTRING (8.5837818 50.2010479, 8.5835324 50.2009482, 8.5833388 50.2008812, 8.5832503 50.2008506, 8.5829226 50.200765, 8.5828213 50.2007468)",,,,,
31522887,2,Liebfrauenstraße,tertiary,30,False,False,70.979,"LINESTRING (8.5837818 50.2010479, 8.5845059 50.2013209, 8.584643 50.2013697)",,,,,
31555297,2,Feldbergstraße,tertiary,50,False,False,69.79899999999999,"LINESTRING (8.5829094 50.2025936, 8.5827993 50.2026718, 8.5827449 50.2027103, 8.5822862 50.2030349, 8.5822508 50.2030587)",,,,,
31555297,2,Feldbergstraße,tertiary,50,False,True,97.005,"LINESTRING (8.5829094 50.2025936, 8.5829775 50.202542, 8.5830266 50.202507, 8.5832721 50.2023322, 8.5833008 50.2023127, 8.583414 50.2022328, 8.5835981 50.2021017, 8.5838199 50.2019445)",,,,,
"[5030339, 1107771036, 1107771030]",,Kumeliusstraße,residential,30,False,True,152.64100000000002,"LINESTRING (8.5829094 50.2025936, 8.5829835 50.2026341, 8.5830124 50.2026513, 8.583027 50.20266, 8.5835425 50.2029669, 8.5837007 50.2030611, 8.583758 50.2030945, 8.5838346 50.20314, 8.5838498 50.2031488, 8.5841099 50.2033002, 8.5842465 50.2033815, 8.5842742 50.203398, 8.5843365 50.2034351, 8.5843783 50.2034603, 8.5844137 50.2034811, 8.5844863 50.2035239)",,,,,
