osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,maxspeed,width,bridge
26596365,2,B 194,Loitzer Straße,primary,False,True,46.167,"LINESTRING (13.0278028 53.9097145, 13.0277766 53.9101294)",,,
24629186,,,Nikolaistraße,residential,False,False,148.019,"LINESTRING (13.0278028 53.9097145, 13.0276505 53.9097083, 13.0273306 53.9096681, 13.0271874 53.9096654, 13.0268669 53.9096677, 13.0266432 53.9096723, 13.0265371 53.9096827, 13.0263468 53.9097153, 13.0261002 53.9097727, 13.0257664 53.9098636, 13.0256279 53.909903)",,,
40589168,2,B 194,Loitzer Straße,primary,False,False,67.888,"LINESTRING (13.0278028 53.9097145, 13.0278669 53.9093049, 13.027894 53.9092381, 13.0279408 53.9091787, 13.0279994 53.9091236)",,,
40589168,2,B 194,Loitzer Straße,primary,False,False,48.913,"LINESTRING (13.0279994 53.9091236, 13.0280931 53.909074, 13.0282318 53.909023, 13.0286472 53.9089104)",,,
40589168,2,B 194,Loitzer Straße,primary,False,True,67.888,"LINESTRING (13.0279994 53.9091236, 13.0279408 53.9091787, 13.027894 53.9092381, 13.0278669 53.9093049, 13.0278028 53.9097145)",,,
40589168,2,B 194,Loitzer Straße,primary,False,True,2.021,"LINESTRING (13.0291815 53.9087851, 13.0291522 53.9087908)",,,
29377371,,,Nordmauer,residential,True,False,99.403,"LINESTRING (13.0291815 53.9087851, 13.029203 53.9088242, 13.0294386 53.9091717, 13.0295112 53.9092616, 13.0296268 53.909298, 13.0298219 53.9093009, 13.0301331 53.9092643)",,,
40589168,2,B 194,Loitzer Straße,primary,False,False,72.854,"LINESTRING (13.0291815 53.9087851, 13.0294092 53.9087398, 13.0295585 53.9087101, 13.0297485 53.9086681, 13.0298648 53.9086428, 13.0300092 53.9086104, 13.0302227 53.9085556)",,,
27073972,2,B 110,Rudolf-Breitscheid-Straße,primary,True,False,80.612,"LINESTRING (13.033979 53.9076277, 13.0335548 53.9077094, 13.0329379 53.9078499, 13.0328232 53.907876)",,,
250109617,,,Am Markt,residential,False,True,87.07600000000001,"LINESTRING (13.033979 53.9076277, 13.0337895 53.9073908, 13.0334124 53.9069193)",,,
29376510,,,Schulstraße,residential,False,False,65.468,"LINESTRING (13.0354216 53.9073681, 13.035144 53.9068025)",30,,
312929969,2,B 110,Rudolf-Breitscheid-Straße,primary,True,False,98.818,"LINESTRING (13.0354216 53.9073681, 13.0347371 53.9074953, 13.0343484 53.9075673, 13.033979 53.9076277)",,,
29376475,,,Reuterstraße,residential,False,False,53.228,"LINESTRING (13.036978 53.9071018, 13.0366855 53.9066552)",,,
29376474,,,Christinenstraße,residential,False,False,98.471,"LINESTRING (13.036978 53.9071018, 13.0370226 53.9071502, 13.03717 53.9073101, 13.0373793 53.9075987, 13.0375935 53.9079087)",,,
312929969,2,B 110,Rudolf-Breitscheid-Straße,primary,True,False,101.487,"LINESTRING (13.036978 53.9071018, 13.0366178 53.9071641, 13.0354902 53.9073564)",,,
23007389,2,B 110,Heilgeiststraße,primary,False,False,45.084999999999994,"LINESTRING (13.0297914 53.9079648, 13.0295386 53.9077572, 13.0293748 53.9076424)",,6,
23007518,2,B 110,Kahldenstraße,primary,True,False,176.90699999999998,"LINESTRING (13.0297914 53.9079648, 13.0302406 53.9077703, 13.0306587 53.9075979, 13.0310194 53.9074466, 13.0319879 53.9070392)",50,,
258634909,,,Schneller Lauf,residential,False,False,39.68,"LINESTRING (13.0319879 53.9070392, 13.0323265 53.9073351)",,,
"[250111268, 23007518]",2,B 110,"['Am Klinkenberg', 'Kahldenstraße']",primary,True,False,185.16500000000002,"LINESTRING (13.0319879 53.9070392, 13.0324908 53.9068443, 13.0328585 53.9067125, 13.0331183 53.9066325, 13.0333566 53.9065681, 13.0333955 53.9065587, 13.0334909 53.9065364, 13.0345143 53.9063081)",50,,
28172357,,,Fischerstraße,residential,False,True,43.329,"LINESTRING (13.0319879 53.9070392, 13.0316283 53.9067342, 13.0316107 53.9067191)",,,
29376543,,,Turmstraße,residential,False,False,76.466,"LINESTRING (13.037014 53.9059449, 13.0377307 53.9064877)",,,
1238046166,2,B 110,Frauenstraße,primary,True,False,61.145,"LINESTRING (13.037014 53.9059449, 13.0378867 53.9057498)",50,,
