osmid,oneway,name,highway,reversed,length,lanes,maxspeed,geometry,bridge,tunnel
640655565,True,Bahnhofstraße,tertiary,False,12.727,,,"LINESTRING (11.0988749 47.4920701, 11.0987196 47.4920244)",,
25912232,True,Sankt-Martin-Straße,secondary,False,97.958,2,50,"LINESTRING (11.0988749 47.4920701, 11.0985092 47.4926009, 11.0984581 47.4926406, 11.098427 47.4926647, 11.098299 47.4927347, 11.0981753 47.4927889)",,
28601502,False,Achenfeldstraße,residential,False,74.70400000000001,,50,"LINESTRING (11.0930058 47.491308, 11.0930527 47.4912371, 11.093108 47.4911457, 11.0931907 47.4910143, 11.0932222 47.490963, 11.0933482 47.4907541, 11.0933875 47.4906877)",,
"[421284827, 864767532]",True,Sankt-Martin-Straße,secondary,False,150.951,2,50,"LINESTRING (11.0930058 47.491308, 11.0940012 47.4915761, 11.0946378 47.4917429, 11.0948753 47.4918051)",,
316449405,True,Klammstraße,residential,False,11.715,,,"LINESTRING (11.091328 47.4908253, 11.0912539 47.490918)",,
4252617,True,Sankt-Martin-Straße,secondary,False,137.02100000000002,2,50,"LINESTRING (11.091328 47.4908253, 11.0914544 47.490858, 11.092725 47.4912285, 11.0930058 47.491308)",,
864767550,False,Von-Brug-Straße,tertiary,True,48.314,3,50,"LINESTRING (11.095434 47.4955284, 11.096027 47.4956965)",,
"[864767549, 29178863]",False,Bahnhofstraße,tertiary,True,98.444,"['2', '3']",,"LINESTRING (11.095434 47.4955284, 11.0954781 47.4954454, 11.0956298 47.4951603, 11.0958039 47.4947606, 11.0958346 47.4946859)",,
"[864767546, 37626540, 864767547, 864767548]",False,Von-Brug-Straße,tertiary,False,169.595,"['2', '3']",50,"LINESTRING (11.095434 47.4955284, 11.0951029 47.4954499, 11.0947604 47.4953881, 11.0946755 47.4953717, 11.094282 47.4952959, 11.0942147 47.4952829, 11.0940049 47.4952425, 11.093933 47.4952287, 11.0938776 47.495218, 11.0936374 47.4951597, 11.0932952 47.49505)",,
157774248,False,Olympiastraße,residential,True,12.682,,50,"LINESTRING (11.0948094 47.4919101, 11.0948753 47.4918051)",,
157774253,True,Sankt-Martin-Straße,secondary,False,151.442,2,50,"LINESTRING (11.0948094 47.4919101, 11.0936111 47.4915906, 11.0929441 47.4913945)",,
"[864767534, 37760038, 907269022]",False,Olympiastraße,residential,True,75.51299999999999,3,"['50', '30']","LINESTRING (11.0948094 47.4919101, 11.0947977 47.4919132, 11.094762 47.4919476, 11.0946763 47.4920088, 11.0945704 47.4920844, 11.0942701 47.4922191, 11.0940584 47.4923541)",,
4990958,True,Chamonixstraße,residential,False,14.641,,,"LINESTRING (11.0924709 47.4945296, 11.0926651 47.4945187)",,
1139055245,False,Olympiastraße,residential,False,14.003,,20,"LINESTRING (11.0924709 47.4945296, 11.0925265 47.4944094)",,
"[158316337, 29178874, 864767545]",False,Olympiastraße,residential,True,98.428,,20,"LINESTRING (11.0924709 47.4945296, 11.0924311 47.4945969, 11.092419 47.494663, 11.0924057 47.4947122, 11.0924742 47.494767, 11.092544 47.4948058, 11.092586 47.4948178, 11.0928358 47.4949001, 11.0932952 47.49505)",,
4990958,True,Chamonixstraße,residential,False,77.53,,,"LINESTRING (11.0943657 47.4945495, 11.095062 47.4945789, 11.0950976 47.4945781, 11.0953961 47.4945714)",,
4990959,False,Weitfelderstraße,residential,False,282.028,,,"LINESTRING (11.0943657 47.4945495, 11.0944199 47.4942461, 11.0944491 47.4941266, 11.0944874 47.4938331, 11.0945013 47.4938061, 11.0945913 47.4935596, 11.0946769 47.4933402, 11.0949004 47.4927934, 11.0948825 47.492753, 11.0948625 47.492708, 11.0948104 47.4926824, 11.094502 47.4925306, 11.0944806 47.4925221, 11.0940584 47.4923541)",,
4990959,False,Weitfelderstraße,residential,True,282.02799999999996,,,"LINESTRING (11.0940584 47.4923541, 11.0944806 47.4925221, 11.094502 47.4925306, 11.0948104 47.4926824, 11.0948625 47.492708, 11.0948825 47.492753, 11.0949004 47.4927934, 11.0946769 47.4933402, 11.0945913 47.4935596, 11.0945013 47.4938061, 11.0944874 47.4938331, 11.0944491 47.4941266, 11.0944199 47.4942461, 11.0943657 47.4945495)",,
"[864767534, 907269022, 37760038]",False,Olympiastraße,residential,False,75.513,3,"['50', '30']","LINESTRING (11.0940584 47.4923541, 11.0942701 47.4922191, 11.0945704 47.4920844, 11.0946763 47.4920088, 11.094762 47.4919476, 11.0947977 47.4919132, 11.0948094 47.4919101)",,
"[1139055245, 37760038]",False,Olympiastraße,residential,True,258.655,,"['20', '30']","LINESTRING (11.0940584 47.4923541, 11.0939716 47.4924282, 11.0937488 47.4926203, 11.0933396 47.492976, 11.0931335 47.493256, 11.0929684 47.4935652, 11.0929475 47.4935985, 11.0927859 47.493896, 11.0926999 47.4940542, 11.0925555 47.4943482, 11.0925265 47.4944094)",,
191072622,True,Sankt-Martin-Straße,secondary,False,19.898,3,,"LINESTRING (11.0990073 47.4919166, 11.0989725 47.4919451, 11.098948 47.4919651, 11.0988749 47.4920701)",,
"[864767545, 29178874, 158316337]",False,Olympiastraße,residential,False,98.428,,20,"LINESTRING (11.0932952 47.49505, 11.0928358 47.4949001, 11.092586 47.4948178, 11.092544 47.4948058, 11.0924742 47.494767, 11.0924057 47.4947122, 11.092419 47.494663, 11.0924311 47.4945969, 11.0924709 47.4945296)",,
"[864767544, 26924802]",False,Parkstraße,tertiary,False,145.558,"['2', '3']",,"LINESTRING (11.0932952 47.49505, 11.0930757 47.4952377, 11.092896 47.4953973, 11.092742 47.4955264, 11.0925827 47.4956356, 11.0924825 47.4957298, 11.092314 47.4959119, 11.0922241 47.4960763, 11.0922015 47.4961177)",,
"[864767546, 864767547, 37626540, 864767548]",False,Von-Brug-Straße,tertiary,True,169.595,"['2', '3']",50,"LINESTRING (11.0932952 47.49505, 11.0936374 47.4951597, 11.0938776 47.495218, 11.093933 47.4952287, 11.0940049 47.4952425, 11.0942147 47.4952829, 11.094282 47.4952959, 11.0946755 47.4953717, 11.0947604 47.4953881, 11.0951029 47.4954499, 11.095434 47.4955284)",,
"[330716321, 330716325, 34013268, 607897526, 607897532, 607897534]",True,"['Bahnhofstraße', 'Bahnhof']",residential,False,97.824,,,"LINESTRING (11.0978789 47.4914241, 11.0978662 47.4913917, 11.097939 47.4912414, 11.0979417 47.4911866, 11.0979488 47.4911384, 11.0979893 47.4910691, 11.0980509 47.4909777, 11.0982532 47.4910311, 11.0983667 47.4910594, 11.0984668 47.4910849, 11.0984977 47.4910937, 11.0986157 47.4911271)",,
330716317,True,Bahnhofstraße,tertiary,False,39.034,2,,"LINESTRING (11.0978789 47.4914241, 11.0979406 47.4914201, 11.0980313 47.4914235, 11.0982237 47.4914773, 11.0983701 47.4915183)",,
