osmid,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,ref,bridge,width,access
81809249,Scheffelstraße,residential,30,False,False,5.848,,"LINESTRING (8.3388846 48.7635045, 8.338957 48.7635266)",,,,
230047717,Scheffelstraße,residential,,True,False,14.59,1,"LINESTRING (8.3388846 48.7635045, 8.3387893 48.7635231, 8.3386981 48.7635496)",,,,
17707042,Färbertorstraße,residential,30,False,False,35.749,,"LINESTRING (8.3345828 48.7641112, 8.3345814 48.7644327)",,,,
17707042,Färbertorstraße,residential,30,False,True,33.965,,"LINESTRING (8.3345828 48.7641112, 8.3345916 48.7638058)",,,,
16654289,Kornhausstraße,residential,30,False,True,142.91,,"LINESTRING (8.3345828 48.7641112, 8.3341309 48.7640503, 8.3340509 48.7640403, 8.3338936 48.7640252, 8.3336403 48.7640022, 8.3329433 48.7639364, 8.3327571 48.7638846, 8.3327121 48.7638361)",,,,
16654293,Rathausstraße,residential,30,False,False,45.348,,"LINESTRING (8.3345828 48.7641112, 8.3348553 48.7641587, 8.3349184 48.7641402, 8.335065 48.7639925)",,,,
17707042,Färbertorstraße,residential,30,False,False,11.339,,"LINESTRING (8.3345545 48.7637068, 8.3345916 48.7638058)",,,,
"[239703385, 45202305]",Schloßstraße,tertiary,,False,False,178.38299999999998,2,"LINESTRING (8.3373631 48.7614867, 8.3372766 48.7615835, 8.3372417 48.7616401, 8.3371519 48.7618054, 8.3370258 48.7619645, 8.3368997 48.7620777, 8.3366436 48.7623575, 8.3364256 48.7625785, 8.3363324 48.7626536, 8.3362761 48.7626912, 8.3360401 48.7628088)",K 3700,,,
231247131,Schloßstraße,tertiary,,False,True,216.839,2,"LINESTRING (8.3373631 48.7614867, 8.3374804 48.7614102, 8.3379029 48.7611813, 8.3380866 48.7610504, 8.3383629 48.7607879, 8.338623 48.7604731, 8.3387397 48.7602804, 8.3388148 48.7600948, 8.3388767 48.7598736)",K 3700,,,
35675561,Loffenauer Straße,secondary,30,False,True,13.31,2,"LINESTRING (8.3395927 48.7620529, 8.3395258 48.7620343, 8.339425 48.762007)",L 564,,,
35675562,Loffenauer Straße,secondary,30,False,False,428.47700000000003,,"LINESTRING (8.3395927 48.7620529, 8.3397831 48.7621175, 8.3404671 48.7623632, 8.3419986 48.7629211, 8.3423674 48.763066, 8.3427402 48.7632296, 8.3431292 48.7634559, 8.3434307 48.7636908, 8.3436897 48.7639368, 8.3441913 48.7643355)",L 564,,,
"[61793230, 60692119]","['Hohlweg', 'Felsenweg']",residential,,False,"[False, True]",226.21200000000002,,"LINESTRING (8.3395927 48.7620529, 8.3397346 48.7618301, 8.3398823 48.7618204, 8.3399783 48.7618389, 8.3403423 48.7620255, 8.3407876 48.7621758, 8.3412732 48.762325, 8.3417754 48.7624442, 8.3422046 48.7625088)",,,,
"[4932875, 223969367]",Igelbachstraße,secondary,50,False,False,171.741,"['2', '3']","LINESTRING (8.3387206 48.7617601, 8.3387726 48.7616968, 8.3390643 48.7613545, 8.3393298 48.7610416, 8.3393969 48.7609611, 8.3395202 48.7608206, 8.3396061 48.7607419, 8.3398662 48.7605651, 8.3399091 48.7605356, 8.3399293 48.7605218, 8.339989 48.7604714)",L 78,,,
"[259476017, 4932876, 445661110]",Loffenauer Straße,secondary,50,False,False,58.704,"['2', '3']","LINESTRING (8.3387206 48.7617601, 8.3388671 48.7618328, 8.3392835 48.7619676, 8.339425 48.762007)",L 564,,,
"[964620422, 16630118]",Gottlieb-Klumpp-Straße,tertiary,50,True,False,155.347,"['2', '1']","LINESTRING (8.339425 48.762007, 8.3393419 48.7621687, 8.3391555 48.7624552, 8.339083 48.7625754, 8.3390173 48.7627204, 8.3389771 48.7628521, 8.3389047 48.7631262, 8.3388711 48.7632331, 8.3388296 48.7633419)",,,,
35675561,Loffenauer Straße,secondary,30,False,False,13.31,2,"LINESTRING (8.339425 48.762007, 8.3395258 48.7620343, 8.3395927 48.7620529)",L 564,,,
"[259476017, 4932876, 445661110]",Loffenauer Straße,secondary,50,False,True,58.704,"['2', '3']","LINESTRING (8.339425 48.762007, 8.3392835 48.7619676, 8.3388671 48.7618328, 8.3387206 48.7617601)",L 564,,,
5023095,Scheffelstraße,residential,,True,False,18.653,1,"LINESTRING (8.3388296 48.7633419, 8.338843 48.7634267, 8.3388846 48.7635045)",,,,
81809242,Gottlieb-Klumpp-Straße,tertiary,50,True,False,25.061999999999998,1,"LINESTRING (8.3388296 48.7633419, 8.3387679 48.763455, 8.3386981 48.7635496)",,,,
8494323,Hebelstraße,residential,,True,False,20.435000000000002,1,"LINESTRING (8.3376615 48.7646935, 8.3376735 48.7647395, 8.3376863 48.7647691, 8.3377112 48.7647954, 8.3377803 48.7648554)",,,,
35675563,Gottlieb-Klumpp-Straße,tertiary,50,True,False,22.413,1,"LINESTRING (8.3376615 48.7646935, 8.3375937 48.7647881, 8.3375783 48.764812, 8.3375347 48.7648769)",,,,
969883159,Eisenlohrstraße,residential,30,False,False,38.03,,"LINESTRING (8.3397577 48.767846, 8.339971 48.7677593, 8.3401795 48.767648)",,,,
5023047,Austraße,residential,,False,True,46.112,,"LINESTRING (8.3405742 48.7674354, 8.3409249 48.7677797)",,,,
239338349,Eisenlohrstraße,residential,30,False,False,46.821,,"LINESTRING (8.3405742 48.7674354, 8.3407377 48.7673645, 8.3411095 48.7672056)",,,,
239338349,Eisenlohrstraße,residential,30,False,True,37.424,,"LINESTRING (8.3405742 48.7674354, 8.3404004 48.7675163, 8.3401795 48.767648)",,,,
5023047,Austraße,residential,,False,False,46.112,,"LINESTRING (8.3409249 48.7677797, 8.3405742 48.7674354)",,,,
239338349,Eisenlohrstraße,residential,30,False,False,93.314,,"LINESTRING (8.3420833 48.7668063, 8.3431636 48.7663622)",,,,
239338349,Eisenlohrstraße,residential,30,False,True,84.055,,"LINESTRING (8.3420833 48.7668063, 8.3411095 48.7672056)",,,,
5023091,Casimir-Griesbach-Straße,residential,30,False,True,79.25200000000001,,"LINESTRING (8.3420833 48.7668063, 8.3420532 48.7667732, 8.3418508 48.7665507, 8.3415273 48.766195)",,,,
239338348,Eisenlohrstraße,residential,30,False,False,71.277,,"LINESTRING (8.3431636 48.7663622, 8.3439886 48.7660228)",,,,
