osmid,name,highway,maxspeed,oneway,reversed,length,tunnel,lanes,geometry,access,ref
257361230,Von-Hindenburg-Allee,tertiary,30,False,False,234.71099999999998,,,"LINESTRING (12.9986836 47.6285391, 12.998435 47.6284885, 12.9964056 47.6279257, 12.9961328 47.6278434, 12.9959704 47.6277622, 12.9958348 47.6276858)",,
"[1095573267, 331358143]",Doktorberg,residential,30,False,True,173.902,,1,"LINESTRING (12.9992514 47.6355511, 12.999444 47.6353209, 12.9994762 47.6350679, 12.9994762 47.6348526, 12.9994762 47.6346485, 12.9994936 47.6345019, 12.9995594 47.634344, 12.9995645 47.6343337, 12.9996586 47.6341208, 12.999702 47.6340439)",,
331358139,Bergwerkstraße,primary,50,False,True,37.071,,2,"LINESTRING (13.0083396 47.6347874, 13.0080663 47.6345095)",,B 305
23479166,Bergwerkstraße,primary,50,False,False,467.847,,2,"LINESTRING (13.0061051 47.6305975, 13.0062581 47.630724, 13.0062849 47.6307462, 13.0063535 47.6308029, 13.0065738 47.6310008, 13.0067267 47.6311649, 13.0068194 47.6312838, 13.0069815 47.6315793, 13.0070284 47.6316883, 13.0070492 47.6317578, 13.0070582 47.6318375, 13.0070821 47.6320791, 13.0072098 47.6327173, 13.007319 47.6332626, 13.0073668 47.6333707, 13.00739 47.6334232, 13.0074818 47.6336506, 13.0075403 47.6337654, 13.0077584 47.634148, 13.0080663 47.6345095)",,B 305
39623750,Am Mühlbach,residential,,False,False,123.02900000000001,,,"LINESTRING (13.0061051 47.6305975, 13.0060364 47.6306574, 13.0060088 47.6306812, 13.0059447 47.6307365, 13.0059642 47.6308074, 13.0060025 47.6308831, 13.0061635 47.6311402, 13.0061183 47.6312493, 13.0060239 47.6313196, 13.0058988 47.6313928, 13.0056956 47.6315088)",,
"[287184969, 32001169]",Bergwerkstraße,primary,50,False,"[False, True]",314.28,,"['4', '3']","LINESTRING (13.0061051 47.6305975, 13.0059794 47.6305018, 13.0059498 47.6304792, 13.0057763 47.6303417, 13.005574 47.6301871, 13.0051053 47.6298743, 13.0047415 47.6296797, 13.0046052 47.6296001, 13.0043419 47.6294194, 13.0035563 47.6288811, 13.003327 47.6287411, 13.0031807 47.6286653, 13.0030987 47.6286382)",,B 305
331358139,Bergwerkstraße,primary,50,False,False,37.071,,2,"LINESTRING (13.0080663 47.6345095, 13.0083396 47.6347874)",,B 305
23479166,Bergwerkstraße,primary,50,False,True,467.847,,2,"LINESTRING (13.0080663 47.6345095, 13.0077584 47.634148, 13.0075403 47.6337654, 13.0074818 47.6336506, 13.00739 47.6334232, 13.0073668 47.6333707, 13.007319 47.6332626, 13.0072098 47.6327173, 13.0070821 47.6320791, 13.0070582 47.6318375, 13.0070492 47.6317578, 13.0070284 47.6316883, 13.0069815 47.6315793, 13.0068194 47.6312838, 13.0067267 47.6311649, 13.0065738 47.6310008, 13.0063535 47.6308029, 13.0062849 47.6307462, 13.0062581 47.630724, 13.0061051 47.6305975)",,B 305
"[331358140, 25936351]",Bräuhausstraße,residential,30,False,False,304.7540000000001,,,"LINESTRING (13.0080663 47.6345095, 13.0079048 47.6345471, 13.0077255 47.6345063, 13.0074416 47.6343968, 13.007244 47.6342706, 13.0070583 47.6341733, 13.006848 47.6340919, 13.0066825 47.6340226, 13.0066291 47.6339695, 13.0065975 47.6338959, 13.0065934 47.6337425, 13.0065438 47.6336125, 13.0065162 47.6335836, 13.0064453 47.6335221, 13.0062798 47.6334075, 13.0061883 47.6333485, 13.0061471 47.6333219, 13.0060695 47.6332718, 13.0059052 47.6331736, 13.0057098 47.6330753, 13.0056552 47.6330478, 13.0055117 47.632983, 13.0053118 47.6328907, 13.0051892 47.632824)",,
"[51581476, 331358133, 331358134]",Hasensprung,residential,,False,False,272.943,,,"LINESTRING (13.0051892 47.632824, 13.0051135 47.6328743, 13.0050539 47.63294, 13.0051223 47.6330793, 13.0052502 47.6332402, 13.0055028 47.6334933, 13.0057439 47.633735, 13.0058985 47.6338866, 13.0059061 47.6339931, 13.0059107 47.6340583, 13.0058121 47.6341539, 13.0057652 47.6342777, 13.0057613 47.6343948, 13.0057598 47.6344403, 13.005792 47.6347078, 13.0058211 47.6350567)",,
331358140,Bräuhausstraße,residential,30,False,False,102.62,,,"LINESTRING (13.0051892 47.632824, 13.004962 47.6326983, 13.0047796 47.6325903, 13.0046577 47.6324802, 13.0045491 47.632384, 13.0044496 47.6322839, 13.004364 47.6322271, 13.0042285 47.6321828)",,
"[331358140, 25936351]",Bräuhausstraße,residential,30,False,True,304.7540000000001,,,"LINESTRING (13.0051892 47.632824, 13.0053118 47.6328907, 13.0055117 47.632983, 13.0056552 47.6330478, 13.0057098 47.6330753, 13.0059052 47.6331736, 13.0060695 47.6332718, 13.0061471 47.6333219, 13.0061883 47.6333485, 13.0062798 47.6334075, 13.0064453 47.6335221, 13.0065162 47.6335836, 13.0065438 47.6336125, 13.0065934 47.6337425, 13.0065975 47.6338959, 13.0066291 47.6339695, 13.0066825 47.6340226, 13.006848 47.6340919, 13.0070583 47.6341733, 13.007244 47.6342706, 13.0074416 47.6343968, 13.0077255 47.6345063, 13.0079048 47.6345471, 13.0080663 47.6345095)",,
39623752,Schießstättstraße,residential,,False,True,22.136000000000003,,,"LINESTRING (13.0042285 47.6321828, 13.0042562 47.632106, 13.0043734 47.6320156)",,
51529604,Bräuhausstraße,residential,30,True,False,121.10400000000001,,,"LINESTRING (13.0042285 47.6321828, 13.0041545 47.6321984, 13.0040977 47.6322708, 13.0040763 47.6323722, 13.0040825 47.6324568, 13.0040186 47.6325422, 13.0039169 47.6326003, 13.00375 47.6326531, 13.003592 47.6326908, 13.003431 47.6327198, 13.0032792 47.6327281, 13.0031772 47.6327227, 13.0031076 47.6326833)",,
331358140,Bräuhausstraße,residential,30,False,True,102.61999999999999,,,"LINESTRING (13.0042285 47.6321828, 13.004364 47.6322271, 13.0044496 47.6322839, 13.0045491 47.632384, 13.0046577 47.6324802, 13.0047796 47.6325903, 13.004962 47.6326983, 13.0051892 47.632824)",,
150541155,Bahnhofstraße,tertiary,50,True,False,39.625,,1,"LINESTRING (13.0024785 47.6283967, 13.0026736 47.6285326, 13.0026956 47.6285507, 13.0028454 47.6286532)",,
364072113,Bergwerkstraße,primary,50,True,False,54.242999999999995,,1,"LINESTRING (13.0024785 47.6283967, 13.0026758 47.6284555, 13.0028492 47.6285109, 13.0029439 47.6285412, 13.0030987 47.6286382)",,B 305
294719582,Bergwerkstraße,primary,50,False,True,12.596,,2,"LINESTRING (13.0026811 47.6286771, 13.0028454 47.6286532)",,B 305
170801392,Bahnhofstraße,primary,50,True,False,50.702,,2,"LINESTRING (13.0026811 47.6286771, 13.0025254 47.6285955, 13.0022675 47.6283232)",,B 305
"[447596376, 984926288, 150541157, 984926151]",Sunklergäßchen,residential,30,False,False,348.74199999999996,,,"LINESTRING (13.0026811 47.6286771, 13.0027243 47.628864, 13.0027902 47.6290732, 13.0028961 47.6291745, 13.0030286 47.6293229, 13.0030391 47.6294365, 13.0030784 47.6295002, 13.003175 47.6296495, 13.0032818 47.6298219, 13.0033175 47.6300045, 13.0033232 47.630107, 13.0032989 47.6302128, 13.0032873 47.6303574, 13.0033361 47.6306435, 13.0033655 47.6308069, 13.0034062 47.6310165, 13.0035076 47.6313585, 13.0035429 47.6314956, 13.0035615 47.6316224, 13.0035889 47.6316763, 13.0036294 47.6316855)",destination,
40450259,Ludwig-Ganghofer-Straße,residential,,True,False,78.405,,,"LINESTRING (12.9994563 47.6302764, 12.9993713 47.630161, 12.9992701 47.6300466, 12.9988637 47.6296983)",,
28878993,Angergasse,residential,,False,True,92.826,,,"LINESTRING (13.0000011 47.6303173, 13.0003389 47.6302501, 13.0010082 47.6300997, 13.0011892 47.630099)",,
51926317,Angergasse,residential,,False,True,58.396,,,"LINESTRING (13.0000011 47.6303173, 12.999808 47.6304909, 12.9997718 47.6305559, 12.9997528 47.6305917, 12.9996897 47.6307879)",,
51926403,Angergasse,residential,,True,False,42.129999999999995,,,"LINESTRING (13.0000011 47.6303173, 12.9998509 47.6302675, 12.9994563 47.6302764)",,
40450259,Ludwig-Ganghofer-Straße,residential,,True,False,156.704,,,"LINESTRING (13.0000351 47.6323013, 12.9999488 47.6322905, 12.9999292 47.632287, 12.9998518 47.632271, 12.9997659 47.6322488, 12.999647 47.6321647, 12.9995827 47.632067, 12.999588 47.6319984, 12.9996417 47.6318538, 12.9997608 47.6316831, 12.9998589 47.6315448, 12.9999223 47.631406, 12.9999726 47.631116)",,
"[40665096, 51592067]","['Fürstensteinweg', 'Marktplatz']",residential,,False,False,115.12,,,"LINESTRING (13.0000351 47.6323013, 13.0003757 47.6323391, 13.000674 47.632483, 13.0007367 47.632522, 13.0008403 47.6325462, 13.0006187 47.6327219, 13.0004095 47.6326741, 13.0003487 47.6326918)",,
51592416,Ludwig-Ganghofer-Straße,residential,,False,True,27.434,,,"LINESTRING (12.9986675 47.62949, 12.9988637 47.6296983)",,
51592416,Ludwig-Ganghofer-Straße,residential,,False,False,111.086,,,"LINESTRING (12.9986675 47.62949, 12.9985779 47.6293907, 12.9985081 47.62916, 12.9985515 47.6289793, 12.9986771 47.6288422, 12.9986761 47.628705, 12.9986836 47.6285391)",,
52120996,Ludwig-Ganghofer-Straße,residential,,False,False,111.832,,,"LINESTRING (12.9986675 47.62949, 12.9984786 47.6296051, 12.9983381 47.6297757, 12.9983489 47.6299275, 12.9986631 47.6302065, 12.9987554 47.6303283)",,
39623752,Schießstättstraße,residential,,False,False,66.95400000000001,,,"LINESTRING (13.0051265 47.631708, 13.0047541 47.6318099, 13.0045805 47.6318825, 13.0045436 47.6318979, 13.0043734 47.6320156)",,
28881200,Griesstätterstraße,residential,,True,False,4.434,,,"LINESTRING (13.0002659 47.6312082, 13.0002128 47.6311906)",,
51591588,Dr.-Imhof-Straße,residential,,True,False,122.826,,,"LINESTRING (13.0002659 47.6312082, 13.0001925 47.6316322, 13.0001269 47.6319483, 13.0001148 47.6320132, 13.0000606 47.6321912, 13.0000351 47.6323013)",,
40450259,Ludwig-Ganghofer-Straße,residential,,True,False,42.409,,,"LINESTRING (12.9999726 47.631116, 12.9998721 47.6310335, 12.9997316 47.6308471, 12.9996897 47.6307879)",,
"[40665096, 51592067]","['Fürstensteinweg', 'Marktplatz']",residential,,False,True,115.12,,,"LINESTRING (13.0003487 47.6326918, 13.0004095 47.6326741, 13.0006187 47.6327219, 13.0008403 47.6325462, 13.0007367 47.632522, 13.000674 47.632483, 13.0003757 47.6323391, 13.0000351 47.6323013)",,
51592416,Ludwig-Ganghofer-Straße,residential,,False,False,27.434,,,"LINESTRING (12.9988637 47.6296983, 12.9986675 47.62949)",,
51576011,Ludwig-Ganghofer-Straße,residential,,False,False,149.614,,,"LINESTRING (12.9988637 47.6296983, 12.9989992 47.6296979, 12.9991804 47.6297644, 12.9992927 47.6297975, 12.9993922 47.6298312, 12.9994661 47.6298401, 12.9995424 47.6298457, 12.9996926 47.6298457, 12.9998107 47.6298204, 12.9999309 47.6297811, 13.0000005 47.6297547, 13.0000569 47.6297285, 13.0001562 47.6296471, 13.0001614 47.6296324, 13.0001969 47.6295312, 13.0001706 47.6293632, 13.0001121 47.6292856)",,
51576011,Ludwig-Ganghofer-Straße,residential,,False,True,149.614,,,"LINESTRING (13.0001121 47.6292856, 13.0001706 47.6293632, 13.0001969 47.6295312, 13.0001614 47.6296324, 13.0001562 47.6296471, 13.0000569 47.6297285, 13.0000005 47.6297547, 12.9999309 47.6297811, 12.9998107 47.6298204, 12.9996926 47.6298457, 12.9995424 47.6298457, 12.9994661 47.6298401, 12.9993922 47.6298312, 12.9992927 47.6297975, 12.9991804 47.6297644, 12.9989992 47.6296979, 12.9988637 47.6296983)",,
"[51581476, 331358133, 331358134]",Hasensprung,residential,,False,True,272.94300000000004,,,"LINESTRING (13.0058211 47.6350567, 13.005792 47.6347078, 13.0057598 47.6344403, 13.0057613 47.6343948, 13.0057652 47.6342777, 13.0058121 47.6341539, 13.0059107 47.6340583, 13.0059061 47.6339931, 13.0058985 47.6338866, 13.0057439 47.633735, 13.0055028 47.6334933, 13.0052502 47.6332402, 13.0051223 47.6330793, 13.0050539 47.63294, 13.0051135 47.6328743, 13.0051892 47.632824)",,
39623750,Am Mühlbach,residential,,False,False,20.343,,,"LINESTRING (13.0056956 47.6315088, 13.0054606 47.6316004)",,
39623750,Am Mühlbach,residential,,False,True,123.029,,,"LINESTRING (13.0056956 47.6315088, 13.0058988 47.6313928, 13.0060239 47.6313196, 13.0061183 47.6312493, 13.0061635 47.6311402, 13.0060025 47.6308831, 13.0059642 47.6308074, 13.0059447 47.6307365, 13.0060088 47.6306812, 13.0060364 47.6306574, 13.0061051 47.6305975)",,
51582828,Am Mühlbach,residential,,False,False,164.499,,,"LINESTRING (13.0056956 47.6315088, 13.0063246 47.6319718, 13.006606 47.6322474, 13.0068927 47.6326334, 13.0068042 47.6326946)",,
51582828,Am Mühlbach,residential,,False,True,164.499,,,"LINESTRING (13.0068042 47.6326946, 13.0068927 47.6326334, 13.006606 47.6322474, 13.0063246 47.6319718, 13.0056956 47.6315088)",,
39623750,Am Mühlbach,residential,,False,True,20.343,,,"LINESTRING (13.0054606 47.6316004, 13.0056956 47.6315088)",,
51606251,Rathausplatz,living_street,,True,False,127.97800000000001,,,"LINESTRING (13.0042031 47.6348307, 13.0039984 47.6347631, 13.003757 47.6346676, 13.0034776 47.6344997, 13.0033926 47.6344411, 13.00331 47.6343809, 13.0031639 47.6342588, 13.0030615 47.6341578, 13.0029908 47.634055)",,
"[201255573, 331358158]",Rathausplatz,residential,30,False,False,120.433,,,"LINESTRING (13.0042031 47.6348307, 13.0041165 47.6347071, 13.0040568 47.6346385, 13.0039418 47.6345124, 13.0038473 47.6344371, 13.0036459 47.6342767, 13.0035766 47.6342215, 13.0034781 47.6341547, 13.0032256 47.6339803)",,
137635584,Doktorberg,residential,,False,True,19.889,,,"LINESTRING (13.0029908 47.634055, 13.0031014 47.6339993, 13.0032256 47.6339803)",,
"[284141257, 23444574]",Doktorberg,residential,30,False,False,324.503,,,"LINESTRING (13.0029908 47.634055, 13.0026064 47.6335393, 13.0025589 47.6334755, 13.0025245 47.6334575, 13.0022256 47.6334642, 13.0020234 47.6334671, 13.0018721 47.6334616, 13.0017051 47.6334347, 13.0014584 47.633388, 13.0011976 47.6333558, 13.0009862 47.6333495, 13.0008139 47.6333558, 13.0006537 47.6333715, 13.0005077 47.6333999, 13.0003667 47.6334592, 13.0002848 47.6335036, 13.0002238 47.6335367, 13.0000877 47.6336219, 12.999868 47.6337882, 12.9998076 47.6338604, 12.999702 47.6340439)",,
"[284141257, 23444574]",Doktorberg,residential,30,False,True,324.503,,,"LINESTRING (12.999702 47.6340439, 12.9998076 47.6338604, 12.999868 47.6337882, 13.0000877 47.6336219, 13.0002238 47.6335367, 13.0002848 47.6335036, 13.0003667 47.6334592, 13.0005077 47.6333999, 13.0006537 47.6333715, 13.0008139 47.6333558, 13.0009862 47.6333495, 13.0011976 47.6333558, 13.0014584 47.633388, 13.0017051 47.6334347, 13.0018721 47.6334616, 13.0020234 47.6334671, 13.0022256 47.6334642, 13.0025245 47.6334575, 13.0025589 47.6334755, 13.0026064 47.6335393, 13.0029908 47.634055)",,
"[1095573267, 331358143]",Doktorberg,residential,30,False,False,173.902,,1,"LINESTRING (12.999702 47.6340439, 12.9996586 47.6341208, 12.9995645 47.6343337, 12.9995594 47.634344, 12.9994936 47.6345019, 12.9994762 47.6346485, 12.9994762 47.6348526, 12.9994762 47.6350679, 12.999444 47.6353209, 12.9992514 47.6355511)",,
40450259,Ludwig-Ganghofer-Straße,residential,,True,False,61.687999999999995,,,"LINESTRING (12.9996897 47.6307879, 12.9996182 47.6307502, 12.9995246 47.6306351, 12.9995016 47.6304368, 12.9994843 47.6303561, 12.9994563 47.6302764)",,
51926317,Angergasse,residential,,False,False,58.396,,,"LINESTRING (12.9996897 47.6307879, 12.9997528 47.6305917, 12.9997718 47.6305559, 12.999808 47.6304909, 13.0000011 47.6303173)",,
52120996,Ludwig-Ganghofer-Straße,residential,,False,True,111.832,,,"LINESTRING (12.9987554 47.6303283, 12.9986631 47.6302065, 12.9983489 47.6299275, 12.9983381 47.6297757, 12.9984786 47.6296051, 12.9986675 47.62949)",,
28881200,Griesstätterstraße,residential,,True,False,89.50099999999999,,,"LINESTRING (13.001369 47.6314861, 13.0011962 47.6314836, 13.0011023 47.6314709, 13.0010031 47.6314311, 13.0008958 47.631395, 13.0007912 47.6313534, 13.0006758 47.6313155, 13.0005744 47.6312863, 13.0004908 47.6312721, 13.0003828 47.6312416, 13.0002659 47.6312082)",,
137635582,Maximilianstraße,tertiary,30,False,False,155.113,,,"LINESTRING (13.001369 47.6314861, 13.0013561 47.6313492, 13.0013317 47.6310472, 13.0013145 47.6308459, 13.0013118 47.6307879, 13.0013054 47.6306606, 13.0013029 47.6305631, 13.0012493 47.6302853, 13.0011892 47.630099)",,
137635582,Maximilianstraße,tertiary,30,False,True,165.36400000000003,,,"LINESTRING (13.001369 47.6314861, 13.0015503 47.6316671, 13.0017584 47.6318727, 13.0020593 47.63205, 13.0022239 47.6321639, 13.0023781 47.6322934, 13.0025943 47.6325155, 13.0026636 47.6325886, 13.0027165 47.6326525)",,
39623752,Schießstättstraße,residential,,False,False,22.136000000000003,,,"LINESTRING (13.0043734 47.6320156, 13.0042562 47.632106, 13.0042285 47.6321828)",,
39623752,Schießstättstraße,residential,,False,True,66.954,,,"LINESTRING (13.0043734 47.6320156, 13.0045436 47.6318979, 13.0045805 47.6318825, 13.0047541 47.6318099, 13.0051265 47.631708)",,
68994885,Turnergasse,residential,,False,False,58.902,,,"LINESTRING (13.0043734 47.6320156, 13.0041996 47.6319058, 13.0040585 47.6316927, 13.0039727 47.6315698)",,
68994885,Turnergasse,residential,,False,True,58.902,,,"LINESTRING (13.0039727 47.6315698, 13.0040585 47.6316927, 13.0041996 47.6319058, 13.0043734 47.6320156)",,
294719582,Bergwerkstraße,primary,50,False,False,12.596,,2,"LINESTRING (13.0028454 47.6286532, 13.0026811 47.6286771)",,B 305
294719589,Bahnhofstraße,tertiary,50,True,False,28.144,,,"LINESTRING (13.0028454 47.6286532, 13.0030266 47.6288749)",,
294719584,Bergwerkstraße,primary,50,False,True,19.858,,3,"LINESTRING (13.0028454 47.6286532, 13.0028843 47.6286403, 13.0029315 47.6286269, 13.0029821 47.6286226, 13.0030379 47.6286262, 13.0030987 47.6286382)",,B 305
201743963,Am Anger,residential,,False,False,43.041,,,"LINESTRING (13.0004259 47.6308312, 13.0003341 47.6309942, 13.0002128 47.6311906)",,
28881200,Griesstätterstraße,residential,,True,False,19.819,,,"LINESTRING (13.0002128 47.6311906, 12.9999726 47.631116)",,
201743963,Am Anger,residential,,False,True,43.041,,,"LINESTRING (13.0002128 47.6311906, 13.0003341 47.6309942, 13.0004259 47.6308312)",,
257338898,Am Kugelfeld,residential,30,False,True,102.587,,,"LINESTRING (12.9959098 47.6269137, 12.9960077 47.6270483, 12.9962024 47.627294, 12.9962306 47.6273631, 12.9961923 47.6274043, 12.996123 47.6274599, 12.9959433 47.6275935, 12.9959131 47.6276411, 12.9958348 47.6276858)",,
257338898,Am Kugelfeld,residential,30,False,False,102.58699999999999,,,"LINESTRING (12.9958348 47.6276858, 12.9959131 47.6276411, 12.9959433 47.6275935, 12.996123 47.6274599, 12.9961923 47.6274043, 12.9962306 47.6273631, 12.9962024 47.627294, 12.9960077 47.6270483, 12.9959098 47.6269137)",,
257361230,Von-Hindenburg-Allee,tertiary,30,False,True,234.711,,,"LINESTRING (12.9958348 47.6276858, 12.9959704 47.6277622, 12.9961328 47.6278434, 12.9964056 47.6279257, 12.998435 47.6284885, 12.9986836 47.6285391)",,
418711030,Bahnhofstraße,primary,50,True,False,17.799,,2,"LINESTRING (13.0022675 47.6283232, 13.0024785 47.6283967)",,B 305
"[287184969, 32001169]",Bergwerkstraße,primary,50,False,"[False, True]",314.28,,"['4', '3']","LINESTRING (13.0030987 47.6286382, 13.0031807 47.6286653, 13.003327 47.6287411, 13.0035563 47.6288811, 13.0043419 47.6294194, 13.0046052 47.6296001, 13.0047415 47.6296797, 13.0051053 47.6298743, 13.005574 47.6301871, 13.0057763 47.6303417, 13.0059498 47.6304792, 13.0059794 47.6305018, 13.0061051 47.6305975)",,B 305
294719584,Bergwerkstraße,primary,50,False,False,19.858,,3,"LINESTRING (13.0030987 47.6286382, 13.0030379 47.6286262, 13.0029821 47.6286226, 13.0029315 47.6286269, 13.0028843 47.6286403, 13.0028454 47.6286532)",,B 305
