osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,bridge
127810566,NEW 16,Felsmühlstraße,tertiary,50,False,True,147.174,"LINESTRING (11.9049709 49.7244198, 11.905189 49.7243809, 11.9054224 49.7243306, 11.9056699 49.7242665, 11.9059956 49.724146, 11.906048 49.7241237, 11.906192 49.7240626, 11.9064043 49.7239548, 11.9066237 49.7238345, 11.9067256 49.7237719)",,
"[674507436, 50005948, 1189181972, 1188059591]",B 299,Pressather Straße,primary,50,False,True,282.023,"LINESTRING (11.9049709 49.7244198, 11.9049537 49.7243056, 11.904915 49.7241741, 11.9048615 49.7240527, 11.9048521 49.7240313, 11.904827 49.7239981, 11.9047179 49.7238537, 11.9045864 49.7237214, 11.9043817 49.7235427, 11.9043278 49.7234993, 11.9041922 49.7233898, 11.9041238 49.7233347, 11.9040386 49.7232638, 11.9039648 49.7231997, 11.9035325 49.7228734, 11.9029744 49.7224464, 11.902868 49.7223279)",2,yes
388022283,,Am Sudhaus,residential,,False,True,25.343,"LINESTRING (11.9024983 49.7215929, 11.9021469 49.7215746)",,
127810562,B 299,Am Sudhaus,primary,50,False,True,20.81,"LINESTRING (11.9024983 49.7215929, 11.9024877 49.7215248, 11.9024692 49.7214067)",2,
"[389295465, 127810561]",B 299,Pressather Straße,primary,50,False,False,86.19,"LINESTRING (11.9024983 49.7215929, 11.9025363 49.7217097, 11.9026247 49.7219131, 11.9027899 49.7222286, 11.902868 49.7223279)","['2', '3']",
127810568,B 299,Neue Amberger Straße,primary,50,False,True,6.985,"LINESTRING (11.9059255 49.7191657, 11.9060213 49.7191552)",2,
127810569,B 299,Neue Amberger Straße,primary,50,False,False,66.724,"LINESTRING (11.9059255 49.7191657, 11.9052745 49.7192106, 11.905004 49.7192364)",3,
"[78040465, 127810570]",,Pechhofer Straße,residential,,False,True,68.877,"LINESTRING (11.9059255 49.7191657, 11.9059794 49.7193031, 11.906022 49.7193612, 11.906135 49.7194096, 11.9066055 49.7195261)",,
34560104,,Thumbachstraße,residential,,False,True,138.341,"LINESTRING (11.902721 49.7204255, 11.9024713 49.7204068, 11.9016483 49.72029, 11.900818 49.7202827)",,
78040475,B 299,Neue Amberger Straße,primary,50,False,False,59.586,"LINESTRING (11.902721 49.7204255, 11.902672 49.7205289, 11.9025574 49.7208248, 11.9025225 49.7209454)",2,
