osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,width,ref,bridge
313839137,2,Hohensteiner Straße,tertiary,50,False,False,97.93299999999999,"LINESTRING (12.7699371 50.7114569, 12.7705182 50.7113151, 12.7709315 50.7112121, 12.7712349 50.7111402)",,,
"[146287202, 531226531]",,Erich-Weinert-Straße,residential,30,False,True,185.015,"LINESTRING (12.7699371 50.7114569, 12.7699654 50.7114962, 12.7704583 50.7122113, 12.7705016 50.7122739, 12.7705267 50.7123102, 12.770706 50.7125697, 12.7707613 50.7126383, 12.770912 50.7128251, 12.7710501 50.712962)","['5.7', '5.4']",,
128914024,2,Schillerstraße,secondary,50,False,False,47.25,"LINESTRING (12.7776396 50.7108484, 12.7772593 50.7104983)",,S 258,
"[577849873, 313959941, 211411117]","['2', '3']",Schillerstraße,secondary,50,False,True,142.317,"LINESTRING (12.7776396 50.7108484, 12.7779635 50.7111596, 12.7781475 50.7113364, 12.7787563 50.7119152)",,S 258,
"[719678020, 723741591]",2,Lutherstraße,tertiary,30,False,False,109.82900000000001,"LINESTRING (12.7776396 50.7108484, 12.7782007 50.7105763, 12.778878 50.7102479)",,,
28819590,,Lutherstraße,tertiary,30,True,False,51.944,"LINESTRING (12.7807716 50.7092916, 12.7801949 50.7095829)",,,
106299828,,Ernst-Thälmann-Straße,tertiary,30,False,True,61.145,"LINESTRING (12.7807716 50.7092916, 12.7802591 50.7088477)",,,
747156942,,Ernst-Thälmann-Straße,tertiary,30,False,False,8.718,"LINESTRING (12.7807716 50.7092916, 12.7808429 50.7093557)",,,
10906358,,Zwönitzer Straße,secondary,50,False,False,53.684,"LINESTRING (12.7824425 50.7104926, 12.7827028 50.710321, 12.7830119 50.7101739)",,,
12181460,,Wiesenstraße,residential,,True,False,99.639,"LINESTRING (12.7824425 50.7104926, 12.7830478 50.7110474, 12.7832758 50.7112157)",,,
28354729,,Chemnitzer Straße,secondary,50,False,False,76.083,"LINESTRING (12.7824425 50.7104926, 12.7822564 50.7106779, 12.7821234 50.710845, 12.7820372 50.7109955, 12.7819786 50.7111069)",,,
"[156356646, 106153782]",,"['Ernst-Thälmann-Straße', 'Postplatz']",tertiary,30,False,True,119.79499999999999,"LINESTRING (12.7824425 50.7104926, 12.7823717 50.7104489, 12.782332 50.710425, 12.7822219 50.7103302, 12.782023 50.7101461, 12.78191 50.7100502, 12.7818219 50.7099951, 12.7817528 50.7099519, 12.7813295 50.7096829)",,,
28354729,,Chemnitzer Straße,secondary,50,False,True,76.083,"LINESTRING (12.7819786 50.7111069, 12.7820372 50.7109955, 12.7821234 50.710845, 12.7822564 50.7106779, 12.7824425 50.7104926)",,,
156356640,,Chemnitzer Straße,secondary,50,False,False,57.274,"LINESTRING (12.7819786 50.7111069, 12.7819568 50.7111513, 12.7819599 50.711187, 12.7819655 50.7112237, 12.7819838 50.7112599, 12.782287 50.711562)",,,
"[250105430, 200814847]",,Gartenstraße,residential,30,False,True,71.321,"LINESTRING (12.7819786 50.7111069, 12.7819293 50.7110593, 12.7818045 50.7109399, 12.7817543 50.7108485, 12.781548 50.7105297)",,,
4769416,,Kurze Straße,tertiary,30,True,False,76.52199999999999,"LINESTRING (12.7801949 50.7095829, 12.7800534 50.7094837, 12.7799947 50.7094315, 12.7795453 50.7090321)",,,
22937918,,Hohensteiner Straße,tertiary,30,True,False,23.839,"LINESTRING (12.7788684 50.708547, 12.778591 50.7086699)",,,
109997010,,Hauptmarkt,living_street,,False,True,38.33,"LINESTRING (12.7788684 50.708547, 12.778789 50.7084753, 12.77873 50.7084221, 12.7786098 50.7082457)",,,
130282538,,Zwickauer Straße,unclassified,50,False,True,80.226,"LINESTRING (12.7713665 50.7058039, 12.7715319 50.7058229, 12.7716836 50.7058403, 12.7724875 50.7059325)",,,
"[395962360, 395962358]",2,Bahnhofstraße,secondary,50,False,True,64.524,"LINESTRING (12.7713665 50.7058039, 12.7715263 50.7060116, 12.771768 50.7063255)",,S 258,
474185524,,Zwickauer Straße,unclassified,50,False,True,107.075,"LINESTRING (12.7713665 50.7058039, 12.7712483 50.7057888, 12.7710281 50.7057607, 12.7698741 50.7056196)",7,,
28882778,,Roßmarkt,residential,30,False,False,11.693,"LINESTRING (12.7804738 50.7075866, 12.7803235 50.7076313)",,,yes
547901746,,Rudolf-Breitscheid-Straße,residential,30,True,False,18.726,"LINESTRING (12.7804738 50.7075866, 12.7803756 50.7074301)",,,
"[28984242, 546567677]",,Bachgasse,residential,30,False,True,112.633,"LINESTRING (12.7804738 50.7075866, 12.780624 50.7077596, 12.7807561 50.7079086, 12.780916 50.7080723, 12.7810456 50.7082522, 12.7811106 50.7084443, 12.7811206 50.7085019)",,,
28882778,,Roßmarkt,residential,30,False,True,11.693,"LINESTRING (12.7803235 50.7076313, 12.7804738 50.7075866)",,,yes
44027261,,Roßmarkt,unclassified,30,False,False,83.81700000000001,"LINESTRING (12.7803235 50.7076313, 12.7803095 50.7076969, 12.7802708 50.7077539, 12.7800981 50.7078814, 12.779983 50.7079499, 12.7798235 50.7080447, 12.779559 50.7081858)",,,
13523722,,Brückenstraße,unclassified,30,False,False,30.57,"LINESTRING (12.7790565 50.7060561, 12.7792619 50.7062983)",,,
44024923,,Bergstraße,residential,30,False,True,20.758,"LINESTRING (12.7790565 50.7060561, 12.7791153 50.7060197, 12.7792673 50.7059256)",,,yes
