osmid,lanes,highway,maxspeed,junction,oneway,reversed,length,geometry,ref
29237187,1,primary,70,roundabout,True,False,9.55,"LINESTRING (9.3560262 51.7968918, 9.3560369 51.7968494, 9.3560657 51.7968103)",
39862034,1,tertiary,100,,True,False,36.147,"LINESTRING (9.3560657 51.7968103, 9.3560799 51.7967617, 9.356091 51.7967041, 9.3560967 51.7966406, 9.3560909 51.7965542, 9.3560922 51.7964866)",K 18
29237187,1,primary,70,roundabout,True,False,16.182,"LINESTRING (9.356124 51.7970191, 9.3560704 51.7969837, 9.3560368 51.7969399, 9.3560262 51.7968918)",
319796036,1,primary,,,True,False,50.787,"LINESTRING (9.356124 51.7970191, 9.3560439 51.7970195, 9.3559703 51.7970276, 9.3558254 51.7970558, 9.3556859 51.7970856, 9.3554177 51.7971437)",B 239
319796037,1,primary,70,,True,False,50.730999999999995,"LINESTRING (9.3554177 51.7971437, 9.3556645 51.7970558, 9.3559166 51.7969612, 9.3559715 51.7969349, 9.3560262 51.7968918)",B 239
