osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,junction,access,width
6273753,2,Untere Waldstraße,tertiary,40,False,False,201.231,"LINESTRING (7.8731896 48.0464701, 7.8726766 48.0465439, 7.872142 48.0466207, 7.8716392 48.046693, 7.8711339 48.0467568, 7.870734 48.0468189, 7.8705425 48.046848)",,,,
"[6273768, 6273753, 806945462, 806945463]",2,"['Waldstraße', 'Untere Waldstraße']",tertiary,40,False,"[False, True]",155.16299999999998,"LINESTRING (7.8731896 48.0464701, 7.8738408 48.04638, 7.8744357 48.0462976, 7.8747635 48.0462441, 7.8749305 48.046218, 7.8751462 48.0461904, 7.8752314 48.0461816)",,,,
24054653,,Nägeleseestraße,residential,30,False,True,71.96000000000001,"LINESTRING (7.8731896 48.0464701, 7.8731727 48.0464012, 7.873104 48.0461205, 7.8730211 48.0458329)",,,,
24054818,,Im Hofacker,residential,30,False,True,91.568,"LINESTRING (7.8679887 48.0448458, 7.8675794 48.0440691)",,,,
24054679,,Kirchstraße,residential,30,False,False,129.415,"LINESTRING (7.8679887 48.0448458, 7.8676652 48.0449364, 7.8669419 48.0451082, 7.8663404 48.0452155)",,,,
24054679,,Kirchstraße,residential,30,False,True,142.014,"LINESTRING (7.8679887 48.0448458, 7.8683769 48.0447335, 7.8685226 48.0446914, 7.8689036 48.044572, 7.8692957 48.0444465, 7.8697025 48.044285)",,,,
193831755,,Kirchstraße,residential,30,False,False,5.616,"LINESTRING (7.8663404 48.0452155, 7.8662666 48.0452263)",,,,
24054679,,Kirchstraße,residential,30,False,True,129.41500000000002,"LINESTRING (7.8663404 48.0452155, 7.8669419 48.0451082, 7.8676652 48.0449364, 7.8679887 48.0448458)",,,,
24054889,,Dorfstraße,residential,30,False,False,147.916,"LINESTRING (7.8663404 48.0452155, 7.8664565 48.045441, 7.866545 48.0457024, 7.866591 48.0459017, 7.8665967 48.0459623, 7.8665579 48.0460446, 7.8664559 48.0461077, 7.8662055 48.046189, 7.8659458 48.0462801)",,,,
140880306,,Unterdorfweg,living_street,,False,False,37.864,"LINESTRING (7.8651457 48.0453973, 7.8652118 48.0456475, 7.8651883 48.0457325)",,,,
193831755,,Kirchstraße,residential,30,False,False,62.306,"LINESTRING (7.8651457 48.0453973, 7.8648091 48.0454348, 7.8643218 48.0454998)",,,,
193831755,,Kirchstraße,residential,30,False,True,85.471,"LINESTRING (7.8651457 48.0453973, 7.8657658 48.0452997, 7.8662666 48.0452263)",,,,
8610158,2,Vörstetter Straße,tertiary,30,False,False,23.995,"LINESTRING (7.8643218 48.0454998, 7.8642941 48.0457148)",K 4915,,,
8610158,2,Vörstetter Straße,tertiary,30,False,True,68.03200000000001,"LINESTRING (7.8643218 48.0454998, 7.8643253 48.0453517, 7.864328 48.0452384, 7.8643403 48.0448881)",K 4915,,,
193831755,,Kirchstraße,residential,30,False,True,62.306,"LINESTRING (7.8643218 48.0454998, 7.8648091 48.0454348, 7.8651457 48.0453973)",,,,
24054742,,Hebelstraße,residential,30,False,True,86.009,"LINESTRING (7.8647647 48.0418315, 7.863608 48.0418461)",,,,
146291651,,Auf der Höhe,residential,30,True,False,137.371,"LINESTRING (7.8647647 48.0418315, 7.8647518 48.0421364, 7.8647755 48.0422494, 7.864777 48.0424234, 7.8647627 48.0428283, 7.8647405 48.0430651)",,,,
292330278,,Auf der Höhe,residential,30,False,True,58.771,"LINESTRING (7.8647647 48.0418315, 7.8647695 48.0415623, 7.8648154 48.0413048)",,,,
23906271,,Auf der Höhe,residential,30,False,True,155.71699999999998,"LINESTRING (7.8648154 48.0413048, 7.8648292 48.0410062, 7.864851 48.0407011, 7.8648754 48.0403242, 7.8648898 48.0401064, 7.8648504 48.0399072)",,,,
24054803,,Gartenweg,residential,30,False,True,112.749,"LINESTRING (7.8648154 48.0413048, 7.8654957 48.0414098, 7.8658514 48.0414564, 7.8660786 48.0414423, 7.8662917 48.0413886)",,,,
292330278,,Auf der Höhe,residential,30,False,False,58.771,"LINESTRING (7.8648154 48.0413048, 7.8647695 48.0415623, 7.8647647 48.0418315)",,,,
24054762,,Klosterweg,residential,30,False,True,74.995,"LINESTRING (7.8622971 48.0448503, 7.8623308 48.0448406, 7.8630615 48.0446298, 7.863204 48.0445604)",,,,
24977277,,Gewerbestraße,residential,50,False,False,56.051,"LINESTRING (7.8622971 48.0448503, 7.8623506 48.0449855, 7.8624091 48.0451378, 7.8624295 48.0451999, 7.8624278 48.0453433)",,,,
24618594,,Mühlenstraße,residential,30,False,False,153.833,"LINESTRING (7.8624278 48.0453433, 7.8625176 48.0453311, 7.8631768 48.0452228, 7.8638332 48.0449318, 7.8643403 48.0448881)",,,,
24977277,,Gewerbestraße,residential,50,False,True,56.051,"LINESTRING (7.8624278 48.0453433, 7.8624295 48.0451999, 7.8624091 48.0451378, 7.8623506 48.0449855, 7.8622971 48.0448503)",,,,
30437861,2,Gewerbestraße,residential,50,False,False,240.038,"LINESTRING (7.8624278 48.0453433, 7.8624394 48.045683, 7.8623707 48.0459871, 7.8622646 48.0462299, 7.8620703 48.046647, 7.8620144 48.0467676, 7.8619587 48.046888, 7.8619207 48.0470024, 7.8619072 48.0470429, 7.8618986 48.0471863, 7.8619154 48.0472537, 7.86195 48.0473188, 7.8619871 48.0473708, 7.8620223 48.0474029, 7.8620573 48.0474251)",,,,
"[320702074, 320702075, 320702076]",3,Gewerbestraße,residential,50,False,True,44.353,"LINESTRING (7.8625675 48.0476318, 7.8624036 48.0475637, 7.8621166 48.047451, 7.8620573 48.0474251)",,,,
"[233509504, 320702077, 30437871]","['2', '3']",Vörstetter Straße,tertiary,"['50', '30']",False,True,209.35700000000003,"LINESTRING (7.8625675 48.0476318, 7.8630567 48.0472041, 7.8632911 48.0470294, 7.8633842 48.04696, 7.8636811 48.0467299, 7.8637164 48.0467016, 7.8637545 48.0466683, 7.8638615 48.046552, 7.8640282 48.0463435, 7.8641942 48.0461074)",K 4915,,,
713535613,2,Blumenstraße,residential,30,False,False,140.108,"LINESTRING (7.8625675 48.0476318, 7.8629188 48.0477727, 7.8636317 48.0478982, 7.8636757 48.047909, 7.8639631 48.0480049, 7.8642705 48.0481424)",,,,
8610158,2,Vörstetter Straße,tertiary,30,False,False,68.03200000000001,"LINESTRING (7.8643403 48.0448881, 7.864328 48.0452384, 7.8643253 48.0453517, 7.8643218 48.0454998)",K 4915,,,
8610158,2,Vörstetter Straße,tertiary,30,False,True,66.474,"LINESTRING (7.8643403 48.0448881, 7.8643462 48.0448053, 7.8643344 48.0444237, 7.8642875 48.0442942)",K 4915,,,
24618594,,Mühlenstraße,residential,30,False,True,153.83300000000003,"LINESTRING (7.8643403 48.0448881, 7.8638332 48.0449318, 7.8631768 48.0452228, 7.8625176 48.0453311, 7.8624278 48.0453433)",,,,
8610158,2,Vörstetter Straße,tertiary,30,False,False,66.474,"LINESTRING (7.8642875 48.0442942, 7.8643344 48.0444237, 7.8643462 48.0448053, 7.8643403 48.0448881)",K 4915,,,
8610158,2,Vörstetter Straße,tertiary,30,False,True,132.004,"LINESTRING (7.8642875 48.0442942, 7.8642871 48.0441918, 7.8643051 48.0440782, 7.8643219 48.0439697, 7.8643659 48.0438188, 7.8644553 48.0435986, 7.8644812 48.0435236, 7.8645191 48.0434497, 7.8645832 48.0433247, 7.8646454 48.0432479, 7.8647576 48.0431745)",K 4915,,,
24054762,,Klosterweg,residential,30,False,False,86.528,"LINESTRING (7.8642875 48.0442942, 7.8639545 48.04433, 7.8637653 48.0443827, 7.8635164 48.044451, 7.863204 48.0445604)",,,,
24977278,2,Alte Bundesstraße,tertiary,30,False,False,76.512,"LINESTRING (7.8662917 48.0413886, 7.8659485 48.0407399)",,,,
24977278,2,Alte Bundesstraße,tertiary,30,False,True,21.212,"LINESTRING (7.8662917 48.0413886, 7.8663891 48.0415679)",,,,
24054803,,Gartenweg,residential,30,False,False,112.749,"LINESTRING (7.8662917 48.0413886, 7.8660786 48.0414423, 7.8658514 48.0414564, 7.8654957 48.0414098, 7.8648154 48.0413048)",,,,
24054818,,Im Hofacker,residential,30,False,False,72.381,"LINESTRING (7.8672341 48.0434605, 7.8674113 48.0437673, 7.8675598 48.0440354, 7.8675794 48.0440691)",,,,
24054869,,Im Hofacker,residential,30,True,False,37.423,"LINESTRING (7.8672341 48.0434605, 7.8671415 48.0435026, 7.8669268 48.0435249, 7.8667748 48.0434681)",,,,
164406900,,Kirchenwinkel,living_street,30,False,True,24.744,"LINESTRING (7.8657595 48.0439682, 7.8654272 48.043981)",,,,
24618604,,Kirchenwinkel,residential,30,False,False,67.173,"LINESTRING (7.8657595 48.0439682, 7.8658449 48.0441192, 7.8658698 48.0442168, 7.8659232 48.0445586)",,,,
"[136437034, 24618605]",,Im Hofacker,residential,30,True,False,89.098,"LINESTRING (7.8657595 48.0439682, 7.8660391 48.0437958, 7.8666021 48.0435184, 7.8667125 48.0434891)",,,,
301891041,,Im Hofacker,residential,30,False,True,5.187,"LINESTRING (7.8667748 48.0434681, 7.8667125 48.0434891)",,,,
301891040,,Im Hofacker,residential,30,True,False,38.768,"LINESTRING (7.8667748 48.0434681, 7.8669267 48.0434263, 7.8671189 48.0434034, 7.8672026 48.0434136, 7.8672341 48.0434605)",,,,
24054889,,Dorfstraße,residential,30,False,True,147.916,"LINESTRING (7.8659458 48.0462801, 7.8662055 48.046189, 7.8664559 48.0461077, 7.8665579 48.0460446, 7.8665967 48.0459623, 7.866591 48.0459017, 7.866545 48.0457024, 7.8664565 48.045441, 7.8663404 48.0452155)",,,,
24054938,,Lindenstraße,residential,30,False,False,196.24100000000004,"LINESTRING (7.8659458 48.0462801, 7.865933 48.0467359, 7.8659467 48.0474038, 7.8659457 48.0475266, 7.8659763 48.0475916, 7.866038 48.0476417, 7.8661178 48.0476626, 7.8666018 48.0477155)",,,,
30437875,,Dorfstraße,residential,30,False,True,72.771,"LINESTRING (7.8659458 48.0462801, 7.8657403 48.0462975, 7.8654581 48.0462921, 7.8651837 48.0462691, 7.8651371 48.0462655, 7.8649724 48.0462516)",,,,
8610158,2,Vörstetter Straße,tertiary,30,False,True,44.385999999999996,"LINESTRING (7.8641942 48.0461074, 7.864247 48.0459618, 7.8642636 48.0459162, 7.8642941 48.0457148)",K 4915,,,
"[233509504, 320702077, 30437871]","['2', '3']",Vörstetter Straße,tertiary,"['50', '30']",False,False,209.35699999999997,"LINESTRING (7.8641942 48.0461074, 7.8640282 48.0463435, 7.8638615 48.046552, 7.8637545 48.0466683, 7.8637164 48.0467016, 7.8636811 48.0467299, 7.8633842 48.04696, 7.8632911 48.0470294, 7.8630567 48.0472041, 7.8625675 48.0476318)",K 4915,,,
713535612,,Dorfstraße,residential,30,False,False,60.05500000000001,"LINESTRING (7.8641942 48.0461074, 7.8646863 48.0462052, 7.8647513 48.0462138, 7.8649724 48.0462516)",,,,
25488324,,Lärchenstraße,residential,30,False,True,77.497,"LINESTRING (7.8677671 48.0478354, 7.8678429 48.0471403)",,,,
265433490,,Lindenstraße,residential,30,False,True,12.312,"LINESTRING (7.8677671 48.0478354, 7.8676038 48.0478169)",,,,
265433490,,Lindenstraße,residential,30,False,False,67.183,"LINESTRING (7.8677671 48.0478354, 7.8679853 48.0478585, 7.8686618 48.0479207)",,,,
24054938,,Lindenstraße,residential,30,False,True,196.241,"LINESTRING (7.8666018 48.0477155, 7.8661178 48.0476626, 7.866038 48.0476417, 7.8659763 48.0475916, 7.8659457 48.0475266, 7.8659467 48.0474038, 7.865933 48.0467359, 7.8659458 48.0462801)",,,,
265433490,,Lindenstraße,residential,30,False,False,75.334,"LINESTRING (7.8666018 48.0477155, 7.8672462 48.0477782, 7.8676038 48.0478169)",,,,
30437861,2,Gewerbestraße,residential,50,False,True,240.038,"LINESTRING (7.8620573 48.0474251, 7.8620223 48.0474029, 7.8619871 48.0473708, 7.86195 48.0473188, 7.8619154 48.0472537, 7.8618986 48.0471863, 7.8619072 48.0470429, 7.8619207 48.0470024, 7.8619587 48.046888, 7.8620144 48.0467676, 7.8620703 48.046647, 7.8622646 48.0462299, 7.8623707 48.0459871, 7.8624394 48.045683, 7.8624278 48.0453433)",,,,
"[320702074, 320702075, 320702076]",3,Gewerbestraße,residential,50,False,False,44.353,"LINESTRING (7.8620573 48.0474251, 7.8621166 48.047451, 7.8624036 48.0475637, 7.8625675 48.0476318)",,,,
23906271,,Auf der Höhe,residential,30,False,False,155.71699999999998,"LINESTRING (7.8648504 48.0399072, 7.8648898 48.0401064, 7.8648754 48.0403242, 7.864851 48.0407011, 7.8648292 48.0410062, 7.8648154 48.0413048)",,,,
24462909,,Martin-Schongauer-Straße,residential,30,False,True,107.96,"LINESTRING (7.8648504 48.0399072, 7.8637641 48.0400057, 7.863484 48.0400135, 7.8634088 48.0400183)",,,,
24462966,,Reinhold-Schneider-Straße,residential,30,False,False,13.858,"LINESTRING (7.8634088 48.0400183, 7.8633753 48.0401409)",,,,
24462909,,Martin-Schongauer-Straße,residential,30,False,False,107.96,"LINESTRING (7.8634088 48.0400183, 7.863484 48.0400135, 7.8637641 48.0400057, 7.8648504 48.0399072)",,,,
24462966,,Reinhold-Schneider-Straße,residential,30,False,True,13.858,"LINESTRING (7.8633753 48.0401409, 7.8634088 48.0400183)",,,,
164249334,,Reinhold-Schneider-Straße,residential,30,False,False,11.479,"LINESTRING (7.8633753 48.0401409, 7.8632223 48.040127)",,,,
24462966,,Reinhold-Schneider-Straße,residential,30,False,False,191.474,"LINESTRING (7.8633753 48.0401409, 7.8633438 48.0403592, 7.8633354 48.040523, 7.863338 48.0407422, 7.8633801 48.0410183, 7.8634878 48.0413483, 7.863608 48.0418461)",,,,
24054742,,Hebelstraße,residential,30,False,False,20.824,"LINESTRING (7.8633302 48.0418701, 7.863608 48.0418461)",,,,
24054742,,Hebelstraße,residential,30,False,True,63.155,"LINESTRING (7.8633302 48.0418701, 7.8628474 48.0419012, 7.8624858 48.0419317)",,,,
24463235,,Emil-Gött-Straße,residential,30,False,False,131.715,"LINESTRING (7.8633302 48.0418701, 7.8633537 48.0423877, 7.863351 48.0430544)",,,,
26289895,,Scheffelstraße,residential,30,False,False,21.188,"LINESTRING (7.8630731 48.0430967, 7.863351 48.0430544)",,,,
24463237,,Franz-Schneller-Straße,residential,30,False,False,163.07600000000002,"LINESTRING (7.8630731 48.0430967, 7.8631412 48.0436348, 7.863204 48.0445604)",,,,
"[24054796, 26289895]",,Scheffelstraße,residential,30,False,True,183.029,"LINESTRING (7.8630731 48.0430967, 7.862478 48.043172, 7.862513 48.0422757, 7.8624858 48.0419317)",,,,
24054762,,Klosterweg,residential,30,False,False,74.99499999999999,"LINESTRING (7.863204 48.0445604, 7.8630615 48.0446298, 7.8623308 48.0448406, 7.8622971 48.0448503)",,,,
24054762,,Klosterweg,residential,30,False,True,86.528,"LINESTRING (7.863204 48.0445604, 7.8635164 48.044451, 7.8637653 48.0443827, 7.8639545 48.04433, 7.8642875 48.0442942)",,,,
24463237,,Franz-Schneller-Straße,residential,30,False,True,163.07600000000002,"LINESTRING (7.863204 48.0445604, 7.8631412 48.0436348, 7.8630731 48.0430967)",,,,
24849267,,Breitenweg,living_street,,False,False,136.42700000000002,"LINESTRING (7.872524 48.0435577, 7.8727466 48.04419, 7.8728393 48.044764)",,,,
146373352,,Bahnhofstraße,residential,30,False,False,98.78999999999999,"LINESTRING (7.872524 48.0435577, 7.8716368 48.0436245, 7.8713957 48.0436679, 7.8712286 48.0437231)",,,,
146373352,,Bahnhofstraße,residential,30,False,True,92.454,"LINESTRING (7.872524 48.0435577, 7.8732133 48.0435301, 7.8732432 48.0435281, 7.8736206 48.0434879, 7.8737598 48.0434733)",,,,
