osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,bridge,width,lanes,junction
"[194311336, 420089388]",Rosenheimer Straße,tertiary,20,True,False,120.68900000000001,"LINESTRING (12.0108789 47.8632359, 12.0111375 47.8630916, 12.0113085 47.8629965, 12.0114644 47.8628782, 12.0117258 47.8626732, 12.0118361 47.8625866, 12.0119013 47.8625242, 12.0119822 47.8624488)",RO 13,,,1,
159681841,Rosenheimer Straße,tertiary,50,True,False,15.003000000000002,"LINESTRING (12.0119822 47.8624488, 12.0119655 47.8624362, 12.0119524 47.8624218, 12.0119431 47.8624061, 12.0119381 47.8623896, 12.0119375 47.8623728, 12.0119413 47.8623561, 12.0119493 47.8623401, 12.0119614 47.8623253)",RO 13,,,,roundabout
17771480,Katharinenstraße,residential,7,False,False,196.517,"LINESTRING (12.0119614 47.8623253, 12.0118533 47.8622796, 12.0118017 47.8622415, 12.0116959 47.8621204, 12.0116467 47.8620641, 12.0113108 47.861661, 12.0111714 47.8614918, 12.0110072 47.8612743, 12.0106358 47.8608116)",,,,,
159681841,Rosenheimer Straße,tertiary,50,True,False,12.579,"LINESTRING (12.0119614 47.8623253, 12.0119764 47.8623127, 12.0119944 47.8623019, 12.0120148 47.8622933, 12.012037 47.8622871, 12.0120605 47.8622835, 12.0120846 47.8622826, 12.0121085 47.8622844)",RO 13,,,,roundabout
27744582,Kolbermoorer Straße,tertiary,50,False,False,103.77199999999999,"LINESTRING (12.0133227 47.8620683, 12.013886 47.8619455, 12.0142854 47.8618595, 12.0146476 47.8617841)",RO 13,,,,
27744582,Kolbermoorer Straße,tertiary,50,False,True,89.05499999999999,"LINESTRING (12.0133227 47.8620683, 12.0129679 47.8621549, 12.0127563 47.8622201, 12.0125629 47.8622871, 12.0124622 47.8623186, 12.0123594 47.8623413, 12.0122241 47.8623787)",RO 13,,,,
35920552,Kolbermoorer Straße,tertiary,50,False,False,10.662,"LINESTRING (12.0146476 47.8617841, 12.0147841 47.8617557)",RO 13,,,,
5940253,Krankenhausstraße,residential,30,False,False,67.569,"LINESTRING (12.0146476 47.8617841, 12.0146788 47.861851, 12.0146844 47.8618706, 12.0146824 47.8618904, 12.0146723 47.8619092, 12.0146521 47.8619272, 12.0146246 47.8619402, 12.0145924 47.8619468, 12.0145574 47.8619486, 12.0143686 47.8619507, 12.0143128 47.8619552, 12.0142593 47.861967, 12.0142104 47.8619856, 12.0141678 47.8620102, 12.0141344 47.8620388, 12.0141096 47.8620711, 12.0140944 47.8621059)",,,,,
27744582,Kolbermoorer Straße,tertiary,50,False,True,103.77199999999999,"LINESTRING (12.0146476 47.8617841, 12.0142854 47.8618595, 12.013886 47.8619455, 12.0133227 47.8620683)",RO 13,,,,
5940252,Krankenhausstraße,residential,30,True,False,61.789,"LINESTRING (12.0140944 47.8621059, 12.0140644 47.8620782, 12.0140257 47.8620559, 12.0139803 47.8620402, 12.013948 47.8620339, 12.0139147 47.862031, 12.0138811 47.8620315, 12.013382 47.8620901, 12.0133227 47.8620683)",,,,,
5940253,Krankenhausstraße,residential,30,False,True,67.569,"LINESTRING (12.0140944 47.8621059, 12.0141096 47.8620711, 12.0141344 47.8620388, 12.0141678 47.8620102, 12.0142104 47.8619856, 12.0142593 47.861967, 12.0143128 47.8619552, 12.0143686 47.8619507, 12.0145574 47.8619486, 12.0145924 47.8619468, 12.0146246 47.8619402, 12.0146521 47.8619272, 12.0146723 47.8619092, 12.0146824 47.8618904, 12.0146844 47.8618706, 12.0146788 47.861851, 12.0146476 47.8617841)",,,,,
"[511323666, 1264084498, 249424365, 249424367]",Krankenhausstraße,residential,30,False,False,282.238,"LINESTRING (12.0140944 47.8621059, 12.0142197 47.8626282, 12.0142296 47.8626692, 12.0142399 47.8627149, 12.0142809 47.8629055, 12.0143302 47.8631133, 12.0143551 47.8631612, 12.0143858 47.8632077, 12.0144221 47.8632522, 12.0144634 47.8632943, 12.0145098 47.863334, 12.0148972 47.8636954, 12.0150773 47.8638806, 12.0152152 47.864037, 12.0152808 47.8641115, 12.0155149 47.8644026)",,,,,
10053271,Krankenhausstraße,residential,30,True,False,110.59700000000001,"LINESTRING (12.0155149 47.8644026, 12.0156318 47.8645564, 12.0158687 47.8648682, 12.0159769 47.8650105, 12.0161883 47.8652887)",,,,,
"[1264084498, 511323666, 249424365, 249424367]",Krankenhausstraße,residential,30,False,True,282.238,"LINESTRING (12.0155149 47.8644026, 12.0152808 47.8641115, 12.0152152 47.864037, 12.0150773 47.8638806, 12.0148972 47.8636954, 12.0145098 47.863334, 12.0144634 47.8632943, 12.0144221 47.8632522, 12.0143858 47.8632077, 12.0143551 47.8631612, 12.0143302 47.8631133, 12.0142809 47.8629055, 12.0142399 47.8627149, 12.0142296 47.8626692, 12.0142197 47.8626282, 12.0140944 47.8621059)",,,,,
5940259,Wittelsbacherstraße,residential,30,True,False,126.75,"LINESTRING (12.0151012 47.8660593, 12.0152891 47.8649264)",,,,,
10669843,Kolpingstraße,residential,30,True,False,107.139,"LINESTRING (12.0151012 47.8660593, 12.0149095 47.8670142)",,,,,
1243541852,Harthauser Straße,residential,30,False,False,28.319,"LINESTRING (12.0151012 47.8660593, 12.01548 47.8660761)",,,,,
1243541852,Harthauser Straße,residential,30,False,True,49.514,"LINESTRING (12.0151012 47.8660593, 12.0144389 47.8660299)",,,,,
"[1243541852, 247852621]",Harthauser Straße,residential,30,False,False,69.742,"LINESTRING (12.0135058 47.8659908, 12.014055 47.8660129, 12.0143152 47.8660244, 12.0144389 47.8660299)",,,,,
247852621,Harthauser Straße,residential,30,False,True,39.432,"LINESTRING (12.0135058 47.8659908, 12.0132306 47.8659763, 12.0131739 47.8659738, 12.0131174 47.8659713, 12.0129783 47.8659726)",,,,,
5940254,Jakob-Rupp-Straße,residential,30,True,False,147.772,"LINESTRING (12.0133739 47.8645932, 12.0147895 47.8648685, 12.0152891 47.8649264)",,,,,
5940258,Alban-Lipp-Straße,residential,30,True,False,156.719,"LINESTRING (12.0133739 47.8645932, 12.0135331 47.865078, 12.0135058 47.8659908)",,,,,
5940254,Jakob-Rupp-Straße,residential,30,True,False,54.542,"LINESTRING (12.0126439 47.8645659, 12.0133739 47.8645932)",,,,,
10058212,Am Klafferer,residential,30,False,True,158.396,"LINESTRING (12.0126439 47.8645659, 12.0126878 47.8647506, 12.0127057 47.8648259, 12.0127713 47.865102, 12.0128616 47.8654816, 12.0129124 47.8656956, 12.0129186 47.8657215, 12.012953 47.8658661, 12.0129594 47.8658932, 12.0129783 47.8659726)",,,,,
333545068,Kirchzeile,tertiary,50,False,True,13.805,"LINESTRING (12.0122478 47.8663589, 12.0124186 47.8664067)",RO 19,,,,
"[7971546, 247852622]",Hofberg,"['residential', 'living_street']",50,False,False,87.413,"LINESTRING (12.0122478 47.8663589, 12.0122023 47.86638, 12.0118243 47.8664857, 12.0115221 47.8665489, 12.0114011 47.8665887, 12.0113415 47.8666094, 12.0112163 47.8666516, 12.0112013 47.8666825)",,,,,
"[159681834, 333545068]",Kirchzeile,tertiary,"['50', '30']",False,False,109.49199999999999,"LINESTRING (12.0122478 47.8663589, 12.0120613 47.866155, 12.0119916 47.8660996, 12.0119149 47.8660487, 12.0118316 47.8660025, 12.0117426 47.8659615, 12.0116428 47.8659241, 12.0115382 47.8658931, 12.011343 47.8658533, 12.0112808 47.8658429, 12.0112208 47.8658276, 12.011164 47.8658076, 12.0111191 47.8657874)",RO 19,,,,
"[7331720, 27893437]",Irlachstraße,residential,30,False,False,33.744,"LINESTRING (12.007702 47.8631455, 12.00785 47.8631018, 12.0078797 47.8630959, 12.008129 47.8630472)",,yes,,,
27761317,Bahnhofstraße,residential,30,False,False,66.19800000000001,"LINESTRING (12.007702 47.8631455, 12.0075644 47.8629376, 12.0070745 47.8627724)",,,,,
255958915,Bahnhofstraße,residential,30,False,True,77.928,"LINESTRING (12.007702 47.8631455, 12.0079442 47.8634551, 12.008189 47.8637655)",,,,,
"[1052456331, 37290167]",Griesgasse,living_street,,False,False,66.05600000000001,"LINESTRING (12.007702 47.8631455, 12.0075201 47.8631913, 12.0072722 47.8631891, 12.0068392 47.8631255)",,,,,
8170544,Wilhelm-Leibl-Platz,residential,30,False,False,106.35,"LINESTRING (12.008129 47.8630472, 12.0080218 47.8627552, 12.0079336 47.862431, 12.0079145 47.8621051)",,,,,
"[7331720, 27893437]",Irlachstraße,residential,30,False,True,33.744,"LINESTRING (12.008129 47.8630472, 12.0078797 47.8630959, 12.00785 47.8631018, 12.007702 47.8631455)",,yes,,,
"[27760461, 172051085, 27760463]",Irlachstraße,residential,30,False,False,58.453,"LINESTRING (12.008129 47.8630472, 12.008457 47.8631137, 12.0086489 47.8631403, 12.0088897 47.8631704)",,yes,,,
253632644,Irlachstraße,residential,30,False,True,40.988,"LINESTRING (12.0092346 47.8634496, 12.0091814 47.8633878, 12.0090646 47.8632714, 12.0090228 47.8632317, 12.0088897 47.8631704)",,,,,
255958916,Irlachstraße,living_street,,True,False,65.231,"LINESTRING (12.0092346 47.8634496, 12.0093166 47.8636295, 12.0093764 47.8636889, 12.0094293 47.863724, 12.0095832 47.8637511, 12.0097664 47.8638017, 12.0098173 47.8638166)",,,,,
1243541852,Harthauser Straße,residential,30,False,True,28.319,"LINESTRING (12.01548 47.8660761, 12.0151012 47.8660593)",,,,,
10053269,Krankenhausstraße,residential,30,False,True,103.16699999999999,"LINESTRING (12.01548 47.8660761, 12.0155064 47.8659829, 12.0155386 47.8658588, 12.0155558 47.8658163, 12.0155803 47.8657754, 12.0156117 47.8657367, 12.0156443 47.8657053, 12.0156815 47.8656763, 12.015723 47.86565, 12.0159367 47.8655148, 12.0160542 47.865445, 12.0161366 47.86539, 12.0161788 47.8653542, 12.0161959 47.8653222)",,,,,
35918829,Harthauser Straße,residential,30,False,False,47.419,"LINESTRING (12.01548 47.8660761, 12.0156448 47.866118, 12.0158527 47.8661708, 12.0160717 47.8662318)",,,,,
19443573,Schönbergerstraße,living_street,,False,False,146.359,"LINESTRING (12.0160717 47.8662318, 12.0162763 47.8672796, 12.0162972 47.8675387)",,,,,
35918829,Harthauser Straße,residential,30,False,True,47.419,"LINESTRING (12.0160717 47.8662318, 12.0158527 47.8661708, 12.0156448 47.866118, 12.01548 47.8660761)",,,,,
10053269,Krankenhausstraße,residential,30,False,False,3.768,"LINESTRING (12.0161883 47.8652887, 12.0161959 47.8653222)",,,,,
45020514,Mitterfeldstraße,residential,30,False,False,113.902,"LINESTRING (12.0162972 47.8675387, 12.0147835 47.8674041)",,,,,
19443573,Schönbergerstraße,living_street,,False,False,81.13499999999999,"LINESTRING (12.0162972 47.8675387, 12.0161719 47.8679769, 12.0160923 47.8682553)",,,,,
19443573,Schönbergerstraße,living_street,,False,True,146.359,"LINESTRING (12.0162972 47.8675387, 12.0162763 47.8672796, 12.0160717 47.8662318)",,,,,
7971545,Hofberg,living_street,,False,False,98.05300000000001,"LINESTRING (12.0112013 47.8666825, 12.0110812 47.8668435, 12.0109166 47.8670172, 12.0109193 47.8671974, 12.0109314 47.867242, 12.0109792 47.8673965, 12.0110363 47.8675024)",,,,,
"[10058058, 35597263]",Hofberg,living_street,,False,False,101.778,"LINESTRING (12.0112013 47.8666825, 12.0109011 47.8667042, 12.0106834 47.8666308, 12.0104795 47.8665599, 12.0103191 47.8663968, 12.0103249 47.866197)",,,,,
"[7971546, 247852622]",Hofberg,"['living_street', 'residential']",50,False,True,87.41300000000001,"LINESTRING (12.0112013 47.8666825, 12.0112163 47.8666516, 12.0113415 47.8666094, 12.0114011 47.8665887, 12.0115221 47.8665489, 12.0118243 47.8664857, 12.0122023 47.86638, 12.0122478 47.8663589)",,,,,
7971544,Adalbert-Stifter-Straße,residential,30,False,True,117.98700000000001,"LINESTRING (12.0110363 47.8675024, 12.0119771 47.8674558, 12.0120256 47.8674491, 12.0126001 47.8673625)",,,,,
7971545,Hofberg,living_street,,False,True,98.053,"LINESTRING (12.0110363 47.8675024, 12.0109792 47.8673965, 12.0109314 47.867242, 12.0109193 47.8671974, 12.0109166 47.8670172, 12.0110812 47.8668435, 12.0112013 47.8666825)",,,,,
"[777973928, 172366235, 777973927]",Adalbert-Stifter-Straße,residential,30,False,False,67.562,"LINESTRING (12.0110363 47.8675024, 12.0108371 47.8675197, 12.0107314 47.8675272, 12.0101443 47.8676054)",,,,,
7971543,Hofmühlstraße,residential,30,False,True,227.352,"LINESTRING (12.0101443 47.8676054, 12.0099511 47.867249, 12.0097988 47.866933, 12.0097259 47.8664973, 12.0097282 47.8663025, 12.0097473 47.8662325, 12.0097846 47.8660959, 12.0098645 47.8659128, 12.0100998 47.8656586)",,,,,
"[777973928, 172366235, 777973927]",Adalbert-Stifter-Straße,residential,30,False,True,67.562,"LINESTRING (12.0101443 47.8676054, 12.0107314 47.8675272, 12.0108371 47.8675197, 12.0110363 47.8675024)",,,,,
"[172366200, 172366197, 7971542]",Hofmühlstraße,"['residential', 'living_street']",30,False,False,18.996,"LINESTRING (12.0100998 47.8656586, 12.0100575 47.8656456, 12.0099073 47.8655993, 12.0098684 47.8655873)",,yes,,,
7971543,Hofmühlstraße,residential,30,False,False,227.35199999999998,"LINESTRING (12.0100998 47.8656586, 12.0098645 47.8659128, 12.0097846 47.8660959, 12.0097473 47.8662325, 12.0097282 47.8663025, 12.0097259 47.8664973, 12.0097988 47.866933, 12.0099511 47.867249, 12.0101443 47.8676054)",,,,,
"[10052305, 172366198]",Hofmühlstraße,residential,30,False,False,62.956,"LINESTRING (12.0100998 47.8656586, 12.0102411 47.8656552, 12.0103808 47.8656519, 12.0105945 47.8655843, 12.0108334 47.865435)",,,,,
7971541,Färbergasse,living_street,,False,True,182.91700000000003,"LINESTRING (12.0098684 47.8655873, 12.0096944 47.8651198, 12.0096086 47.864881, 12.00951 47.8646962, 12.0093948 47.8644841, 12.0094633 47.8643625, 12.0092303 47.8640852, 12.0091958 47.8640441)",,,,,
172265983,Gerberstraße,living_street,,False,False,77.3,"LINESTRING (12.0098684 47.8655873, 12.0097185 47.8656987, 12.0096845 47.8657257, 12.0095766 47.8658112, 12.0093094 47.8660232, 12.0091938 47.8661149)",,,,,
"[172366200, 172366197, 7971542]",Hofmühlstraße,"['living_street', 'residential']",30,False,True,18.996,"LINESTRING (12.0098684 47.8655873, 12.0099073 47.8655993, 12.0100575 47.8656456, 12.0100998 47.8656586)",,yes,,,
776133195,Adalbert-Stifter-Straße,residential,30,True,False,25.311,"LINESTRING (12.0126001 47.8673625, 12.0128116 47.8671845)",,,,,
7971544,Adalbert-Stifter-Straße,residential,30,False,False,117.98700000000001,"LINESTRING (12.0126001 47.8673625, 12.0120256 47.8674491, 12.0119771 47.8674558, 12.0110363 47.8675024)",,,,,
10363996,Schmiedgasse,living_street,,False,False,32.012,"LINESTRING (12.0090968 47.8646013, 12.0091035 47.8646992, 12.0090928 47.864773, 12.009072 47.8648879)",,,,,
10363996,Schmiedgasse,living_street,,False,True,32.012,"LINESTRING (12.009072 47.8648879, 12.0090928 47.864773, 12.0091035 47.8646992, 12.0090968 47.8646013)",,,,,
12371814,Schmiedgasse,living_street,,False,False,51.361000000000004,"LINESTRING (12.009072 47.8648879, 12.0090754 47.8649586, 12.0090546 47.8650232, 12.0089072 47.8650929, 12.0086198 47.8651598)",,,,,
247852631,Schmiedgasse,living_street,,False,False,78.077,"LINESTRING (12.009072 47.8648879, 12.0086463 47.8648517, 12.008451 47.8648355, 12.0083812 47.8647705, 12.0082335 47.8645943)",,,,,
253632651,Wilhelm-Leibl-Platz,living_street,,False,True,30.713,"LINESTRING (12.0079182 47.8618289, 12.0079145 47.8621051)",,,,,
"[768710961, 253632646]",Wilhelm-Leibl-Platz,living_street,,True,False,136.825,"LINESTRING (12.0079182 47.8618289, 12.0080533 47.8618038, 12.0084844 47.8617253, 12.0085261 47.8617331, 12.0085639 47.8617472, 12.0085958 47.8617668, 12.0086127 47.8617823, 12.0086259 47.8617994, 12.008635 47.8618176, 12.0086403 47.8618528, 12.0086375 47.8618893, 12.0086234 47.862, 12.0086124 47.8620233, 12.0085901 47.8620427, 12.0085594 47.8620558, 12.0085238 47.862061, 12.0083673 47.8620707, 12.0081447 47.8620879, 12.0080232 47.862097, 12.0079145 47.8621051)",,,,,
8093263,Am Bichl,living_street,,False,True,34.562,"LINESTRING (12.0072929 47.8642781, 12.0077561 47.8642715)",,,,,
8093259,Karolinenstraße,living_street,,False,False,140.109,"LINESTRING (12.0072929 47.8642781, 12.0073111 47.8641617, 12.0072922 47.8641211, 12.0070314 47.8639042, 12.0068706 47.8637164, 12.0067781 47.8635363, 12.006784 47.8633006, 12.0068392 47.8631255)",,,,,
8093259,Karolinenstraße,living_street,,False,True,81.90299999999999,"LINESTRING (12.0072929 47.8642781, 12.0072473 47.8645712, 12.007232 47.8647098, 12.0072372 47.8649561, 12.0072576 47.865011)",,,,,
8093259,Karolinenstraße,living_street,,False,False,43.038,"LINESTRING (12.0068392 47.8631255, 12.0069726 47.8629083, 12.0070442 47.8628127, 12.0070745 47.8627724)",,,,,
8093259,Karolinenstraße,living_street,,False,True,140.109,"LINESTRING (12.0068392 47.8631255, 12.006784 47.8633006, 12.0067781 47.8635363, 12.0068706 47.8637164, 12.0070314 47.8639042, 12.0072922 47.8641211, 12.0073111 47.8641617, 12.0072929 47.8642781)",,,,,
"[1052456331, 37290167]",Griesgasse,living_street,,False,True,66.056,"LINESTRING (12.0068392 47.8631255, 12.0072722 47.8631891, 12.0075201 47.8631913, 12.007702 47.8631455)",,,,,
8093263,Am Bichl,living_street,,False,False,34.562,"LINESTRING (12.0077561 47.8642715, 12.0072929 47.8642781)",,,,,
8093261,Am Bichl,living_street,,False,True,67.401,"LINESTRING (12.0077561 47.8642715, 12.0077601 47.8641973, 12.0078128 47.8640658, 12.0079241 47.8639377, 12.008189 47.8637655)",,,,,
8093263,Am Bichl,living_street,,False,True,52.70099999999999,"LINESTRING (12.0077561 47.8642715, 12.0078841 47.8642746, 12.0081567 47.8643429, 12.008376 47.8644675)",,,,,
8093263,Am Bichl,living_street,,False,False,52.701,"LINESTRING (12.008376 47.8644675, 12.0081567 47.8643429, 12.0078841 47.8642746, 12.0077561 47.8642715)",,,,,
159188849,Münchner Straße,tertiary,30,False,False,17.658,"LINESTRING (12.008376 47.8644675, 12.0083035 47.864532, 12.0082335 47.8645943)",RO 13,,,,
159188849,Münchner Straße,tertiary,30,False,True,38.492999999999995,"LINESTRING (12.008376 47.8644675, 12.0085078 47.8643582, 12.0087281 47.8642153)",RO 13,,,,
159188849,Münchner Straße,tertiary,30,False,False,6.921,"LINESTRING (12.0072576 47.865011, 12.0071729 47.8650364)",RO 13,,,,
8093259,Karolinenstraße,living_street,,False,False,81.90299999999999,"LINESTRING (12.0072576 47.865011, 12.0072372 47.8649561, 12.007232 47.8647098, 12.0072473 47.8645712, 12.0072929 47.8642781)",,,,,
159188849,Münchner Straße,tertiary,30,False,True,87.798,"LINESTRING (12.0072576 47.865011, 12.007366 47.8649784, 12.0079189 47.8648124, 12.0082335 47.8645943)",RO 13,,,,
159188849,Münchner Straße,tertiary,30,False,True,51.164,"LINESTRING (12.0065469 47.8652244, 12.0071729 47.8650364)",RO 13,,,,
8093587,Frühlingstraße,residential,30,False,False,154.316,"LINESTRING (12.0065469 47.8652244, 12.0063853 47.8649866, 12.0063775 47.8649764, 12.0062102 47.8647318, 12.0060554 47.8643846, 12.005849 47.8639214)",,,,,
"[32321752, 262252083]",Münchner Straße,tertiary,50,False,False,143.918,"LINESTRING (12.0065469 47.8652244, 12.0064742 47.8652462, 12.0062335 47.8653185, 12.0058931 47.8654218, 12.0053595 47.8655838, 12.0052448 47.8656186, 12.0052007 47.865632, 12.0051566 47.8656451, 12.0049591 47.8657037, 12.0047871 47.8657548)",,,,2,
262252083,Münchner Straße,tertiary,50,False,False,89.6,"LINESTRING (12.0047871 47.8657548, 12.0036888 47.866081)",,,,2,
8093590,Pentenriederstraße,residential,30,False,False,179.96,"LINESTRING (12.0047871 47.8657548, 12.0047928 47.8655782, 12.0046913 47.8650264, 12.0046797 47.8649783, 12.0044812 47.8641519)",,,,,
"[247852628, 17764038]",Rennbahnstraße,residential,30,False,False,172.744,"LINESTRING (12.0047871 47.8657548, 12.0049204 47.8661884, 12.0049349 47.8662348, 12.0050026 47.8664505, 12.0050249 47.8665218, 12.0052428 47.8672779)",,,,,
"[32321752, 262252083]",Münchner Straße,tertiary,50,False,True,143.918,"LINESTRING (12.0047871 47.8657548, 12.0049591 47.8657037, 12.0051566 47.8656451, 12.0052007 47.865632, 12.0052448 47.8656186, 12.0053595 47.8655838, 12.0058931 47.8654218, 12.0062335 47.8653185, 12.0064742 47.8652462, 12.0065469 47.8652244)",,,,2,
262252083,Münchner Straße,tertiary,50,False,True,89.6,"LINESTRING (12.0036888 47.866081, 12.0047871 47.8657548)",,,,2,
8093592,Wildstraße,residential,30,False,False,99.212,"LINESTRING (12.0036888 47.866081, 12.0036213 47.8658404, 12.0035307 47.865524, 12.0034393 47.8652046)",,,,,
8093591,Mamertus-Perzlmayer-Straße,residential,30,False,False,105.208,"LINESTRING (12.005849 47.8639214, 12.0044812 47.8641519)",,,,,
8093587,Frühlingstraße,residential,30,False,False,109.459,"LINESTRING (12.005849 47.8639214, 12.0057934 47.8637968, 12.0054285 47.8629783)",,,,,
8093587,Frühlingstraße,residential,30,False,True,154.316,"LINESTRING (12.005849 47.8639214, 12.0060554 47.8643846, 12.0062102 47.8647318, 12.0063775 47.8649764, 12.0063853 47.8649866, 12.0065469 47.8652244)",,,,,
8093590,Pentenriederstraße,residential,30,False,False,36.875,"LINESTRING (12.0044812 47.8641519, 12.0044146 47.8638233)",,,,,
8093591,Mamertus-Perzlmayer-Straße,residential,30,False,True,105.208,"LINESTRING (12.0044812 47.8641519, 12.005849 47.8639214)",,,,,
8093590,Pentenriederstraße,residential,30,False,True,179.96,"LINESTRING (12.0044812 47.8641519, 12.0046797 47.8649783, 12.0046913 47.8650264, 12.0047928 47.8655782, 12.0047871 47.8657548)",,,,,
8093590,Pentenriederstraße,residential,30,False,True,36.875,"LINESTRING (12.0044146 47.8638233, 12.0044812 47.8641519)",,,,,
