osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,ref,junction,width
100081459,1,Scheunenweg,residential,False,False,35.522999999999996,"LINESTRING (13.0798006 53.5018958, 13.0798582 53.5018694, 13.0799636 53.5018194, 13.0800166 53.5017854, 13.0800535 53.5017547, 13.0800881 53.5017113, 13.0801309 53.5016527)",,,,
305348729,,Warener Chaussee,residential,False,True,80.972,"LINESTRING (13.0798006 53.5018958, 13.0800533 53.5020987, 13.0803195 53.5023162, 13.0804434 53.502423, 13.0805125 53.502488)",50,,,
"[392567617, 834032505, 963288930]",,Mühlenstraße,residential,True,False,38.086999999999996,"LINESTRING (13.0805079 53.5062546, 13.0806606 53.506287, 13.0807649 53.506325, 13.0808522 53.5063486, 13.0809817 53.5063722, 13.0810409 53.5063785)",,,,
"[507057400, 627182400]",,Stavenhagener Straße,residential,False,False,23.739,"LINESTRING (13.0805079 53.5062546, 13.0804644 53.5063324, 13.0804488 53.5063655, 13.0804046 53.506459)",50,,,
"[627182401, 39580287]",,Stavenhagener Straße,residential,False,True,133.897,"LINESTRING (13.0805079 53.5062546, 13.0805498 53.5061801, 13.0806382 53.5060378, 13.080781 53.505808, 13.0808063 53.5057674, 13.0808739 53.5056586, 13.0809925 53.5054677, 13.0810571 53.5053637, 13.0812059 53.5051243)",50,,,
23611335,2,Warener Straße,residential,False,False,67.964,"LINESTRING (13.0836845 53.5046378, 13.0836331 53.5046174, 13.0831008 53.5044062, 13.0829193 53.5043352, 13.0828294 53.5042988)",50,,,
23611335,2,Warener Straße,residential,False,True,31.529,"LINESTRING (13.0836845 53.5046378, 13.0840347 53.5047807, 13.0840774 53.5047984)",50,,,
98251664,1,Bahnhofstraße,residential,True,False,163.094,"LINESTRING (13.0836845 53.5046378, 13.0836524 53.5046659, 13.0835848 53.5047352, 13.0835516 53.5047796, 13.0835053 53.5048633, 13.0834787 53.5049382, 13.0834528 53.5050411, 13.0834322 53.5051815, 13.0834238 53.5053387, 13.0834526 53.5054451, 13.0834443 53.5056335, 13.0834491 53.5056719, 13.0834639 53.505713, 13.0835137 53.5058003, 13.0835341 53.5058833, 13.0836376 53.506057)",,,,
23611335,2,Warener Straße,residential,False,True,55.858000000000004,"LINESTRING (13.0821159 53.5040302, 13.0822371 53.5040805, 13.0824346 53.5041515, 13.0828294 53.5042988)",50,,,
299385385,2,Warener Straße,residential,False,False,48.099000000000004,"LINESTRING (13.0821159 53.5040302, 13.082065 53.5039998, 13.0820184 53.5039654, 13.0819511 53.5039026, 13.0818779 53.5038319, 13.0818421 53.5037969, 13.0817848 53.5037407, 13.0817271 53.5036841, 13.0817139 53.5036712)",50,,,
"[627179521, 39580287]",,Stavenhagener Straße,residential,False,False,136.736,"LINESTRING (13.0821159 53.5040302, 13.0820807 53.5040549, 13.0820405 53.5040878, 13.0819561 53.504161, 13.0818915 53.5042152, 13.0817017 53.5043745, 13.0816077 53.504489, 13.0814951 53.5046589, 13.0814507 53.5047304, 13.0814093 53.504797, 13.0813574 53.5048805, 13.0812365 53.5050751, 13.0812059 53.5051243)",50,,,
100081497,,Bollenweg,residential,False,True,149.515,"LINESTRING (13.0788177 53.5079409, 13.078757 53.5079233, 13.078467 53.5078056, 13.0784169 53.5077623, 13.0784196 53.507715, 13.0785329 53.5076116, 13.0786175 53.507557, 13.0789306 53.5073225, 13.0790922 53.5072084, 13.0791173 53.5071981, 13.079145 53.5071925, 13.0791803 53.5071941, 13.0792129 53.5072005, 13.0795143 53.5073587, 13.0795564 53.5073808)",,,,
471107508,,Puchower Chaussee,tertiary,False,True,79.71000000000001,"LINESTRING (13.0788177 53.5079409, 13.0788331 53.5079217, 13.0790218 53.5077235, 13.0792294 53.5075772, 13.0795564 53.5073808)",50,K 77,,
471107508,,Puchower Chaussee,tertiary,False,False,94.282,"LINESTRING (13.0788177 53.5079409, 13.0787665 53.5080134, 13.078726 53.5080826, 13.0786975 53.5081385, 13.0786688 53.5082153, 13.078553 53.5086498, 13.0785225 53.5087674)",50,K 77,,
100081474,,Am Kollofskamp,residential,False,False,88.28899999999999,"LINESTRING (13.0782848 53.509603, 13.0783524 53.5096129, 13.0783801 53.5096169, 13.0789677 53.5097243, 13.0794097 53.5098076, 13.0795615 53.509835)",,,,
471107508,,Puchower Chaussee,tertiary,False,True,94.239,"LINESTRING (13.0782848 53.509603, 13.0782986 53.5095587, 13.0783144 53.5094952, 13.0783248 53.5094554, 13.0784392 53.5090705, 13.0784772 53.5089323, 13.0785225 53.5087674)",50,K 77,,
100081482,,Alte Burg,residential,False,True,57.949999999999996,"LINESTRING (13.0880787 53.5064861, 13.0880799 53.5064418, 13.0880808 53.5064055, 13.0880814 53.5063648, 13.0880838 53.5063059, 13.0880872 53.506222, 13.0880903 53.5060765, 13.0880952 53.5060028, 13.0880978 53.5059651)",,,,
26608219,,Turmstraße,residential,False,False,4.427,"LINESTRING (13.0882593 53.5047867, 13.0881924 53.5047853)",,,,
775713070,,Erdberg,residential,False,True,38.785,"LINESTRING (13.0882593 53.5047867, 13.0882605 53.5044379)",,,,
26608219,,Turmstraße,residential,False,True,74.517,"LINESTRING (13.0882593 53.5047867, 13.0885425 53.5047925, 13.0889252 53.504799, 13.0889806 53.5048, 13.0893856 53.5048055)",,,,
26608217,,Am Markt,residential,False,True,63.641,"LINESTRING (13.0893856 53.5048055, 13.0893815 53.5048544, 13.0893501 53.5052195, 13.0893394 53.5053441, 13.0893366 53.5053771)",,,,
26608219,,Turmstraße,residential,False,False,74.517,"LINESTRING (13.0893856 53.5048055, 13.0889806 53.5048, 13.0889252 53.504799, 13.0885425 53.5047925, 13.0882593 53.5047867)",,,,
26608219,,Turmstraße,residential,False,True,86.363,"LINESTRING (13.0893856 53.5048055, 13.0895988 53.5048056, 13.0901756 53.5048187, 13.0902537 53.5048204, 13.0903288 53.5048231, 13.0905998 53.5048328, 13.0906903 53.5048347)",,,,
26608219,,Turmstraße,residential,False,True,4.647,"LINESTRING (13.087007 53.5047606, 13.0870772 53.5047624)",,,,
101873485,,Kleine Straße,residential,False,True,65.055,"LINESTRING (13.087007 53.5047606, 13.0869779 53.5053454)",,,,
26608219,,Turmstraße,residential,False,False,84.15700000000001,"LINESTRING (13.087007 53.5047606, 13.086075 53.5047373, 13.0859114 53.5047352, 13.0857894 53.5047343, 13.0857359 53.5047389)",,,,
26608219,,Turmstraße,residential,False,True,64.511,"LINESTRING (13.0849525 53.5050671, 13.0849732 53.5050329, 13.085032 53.5049962, 13.0854832 53.5048102, 13.0856347 53.5047641, 13.0856853 53.5047491, 13.0857359 53.5047389)",,,,
100081477,,Hirtenstraße,residential,False,True,219.10999999999999,"LINESTRING (13.0849525 53.5050671, 13.0849447 53.5051079, 13.0848141 53.5052899, 13.0847953 53.5054251, 13.0848027 53.5054928, 13.0848236 53.5056828, 13.0848357 53.5057166, 13.0848581 53.5057402, 13.0848899 53.505756, 13.0849512 53.5057733, 13.0850528 53.5057907, 13.0852869 53.5058314, 13.0855504 53.5058688, 13.0857153 53.5058828, 13.0858202 53.5058893, 13.0863241 53.5059159, 13.086458 53.5059193, 13.0868129 53.5059406, 13.0869597 53.5059452)",,,,
506792329,2,Große Straße,residential,False,True,139.06199999999998,"LINESTRING (13.0849525 53.5050671, 13.0850202 53.5050857, 13.0853917 53.5051832, 13.0855629 53.5052218, 13.0856754 53.505244, 13.0858786 53.5052827, 13.086073 53.5053058, 13.0862768 53.5053262, 13.0864603 53.505337, 13.0866623 53.5053423, 13.0867876 53.5053435, 13.0869779 53.5053454)",,,,
"[1203815950, 23611335]",2,Warener Straße,residential,False,False,20.039,"LINESTRING (13.0849525 53.5050671, 13.0847879 53.5050238, 13.0846754 53.5049942)",50,,,
506792329,2,Große Straße,residential,False,False,3.145,"LINESTRING (13.0870254 53.5053467, 13.0869779 53.5053454)",,,,
26608220,,Bornstraße,residential,False,False,66.69200000000001,"LINESTRING (13.0870254 53.5053467, 13.0870148 53.5054421, 13.0869808 53.5057451, 13.0869597 53.5059452)",,,,
506792329,2,Große Straße,residential,False,True,78.361,"LINESTRING (13.0870254 53.5053467, 13.0873958 53.5053525, 13.0882097 53.5053689)",,,,
26608220,,Bornstraße,residential,False,True,66.69200000000001,"LINESTRING (13.0869597 53.5059452, 13.0869808 53.5057451, 13.0870148 53.5054421, 13.0870254 53.5053467)",,,,
