osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,bridge,ref,width,tunnel,junction,access
"[1113721096, 327109846]",Deichtorplatz,secondary,50,True,False,39.632,"LINESTRING (10.0057337 53.5484834, 10.0056788 53.5484054, 10.0056299 53.5483398, 10.0055915 53.5482986, 10.0054532 53.5481695)",2,,,,,,
19643867,Schopenstehl,unclassified,50,False,False,8.152,"LINESTRING (9.9966685 53.5488131, 9.9967912 53.5488209)",2,,,,,,
688085055,Alter Fischmarkt,tertiary,50,True,False,48.358000000000004,"LINESTRING (9.9966685 53.5488131, 9.9967704 53.5485374, 9.9967986 53.5483857)",2,,,,,,
19643597,Kattrepelsbrücke,unclassified,50,False,False,55.473,"LINESTRING (9.9994893 53.548299, 9.9995394 53.5486878, 9.9995831 53.5487936)",,,,,,,
"[824928876, 26623996, 18761926]","['Hopfensack', 'Kleine Reichenstraße']",unclassified,50,False,True,169.82299999999998,"LINESTRING (9.9994893 53.548299, 9.9990047 53.5483239, 9.9987756 53.5483367, 9.9971718 53.5483737, 9.9970808 53.5483767, 9.9970189 53.5483787, 9.9969232 53.5483819)",2,,,,,,
682417823,Lange Mühren,residential,50,False,True,68.048,"LINESTRING (10.0048423 53.5513145, 10.005044 53.5507718, 10.0050385 53.5507157)",,,,,,,
907506123,Lange Mühren,unclassified,50,True,False,10.595,"LINESTRING (10.0050721 53.5501873, 10.0050621 53.5500922)",2,,,,,,
"[997873163, 23947413]",Jakobikirchhof,unclassified,50,False,"[False, True]",129.928,"LINESTRING (10.0011428 53.5506664, 10.0003482 53.5505785, 10.0001748 53.5505518, 10.000136 53.5504263, 10.0001869 53.5500951, 10.000193 53.5500403, 10.0002008 53.5499737)",,,,,,,
2956270,Kurze Mühren,unclassified,50,False,True,118.446,"LINESTRING (10.0039708 53.5526387, 10.0038636 53.5526916, 10.0037457 53.5526965, 10.002711 53.5533705)",,,,,,,
"[238754832, 651926356, 80998125]",Rathausmarkt,residential,20,False,False,59.05,"LINESTRING (9.9942354 53.5506939, 9.9939831 53.5508447, 9.9939492 53.5508649, 9.9938776 53.5509131, 9.9936264 53.5510823)",,,,,,,
19410302,Hermannstraße,residential,20,True,False,78.73400000000001,"LINESTRING (9.9951072 53.5511752, 9.9945721 53.550865, 9.9943992 53.5507648, 9.9942354 53.5506939)",,,,,,,
"[711946382, 40015966]",Bergstraße,"['residential', 'tertiary']","['20', '25']",False,"[False, True]",113.039,"LINESTRING (9.9951072 53.5511752, 9.9957508 53.5506622, 9.9958084 53.5506225, 9.9959779 53.5504941, 9.9959974 53.5504622, 9.9960131 53.550435, 9.9960266 53.5504004, 9.9960362 53.5503377)",2,,,,,,
40351640,Bergstraße,residential,20,False,True,58.39699999999999,"LINESTRING (9.9951072 53.5511752, 9.9948662 53.5513618, 9.9946261 53.551546, 9.9946016 53.5515757, 9.9945918 53.5515989)",,,,,,,
"[238754832, 651926356, 80998125]",Rathausmarkt,residential,20,False,True,59.05,"LINESTRING (9.9936264 53.5510823, 9.9938776 53.5509131, 9.9939492 53.5508649, 9.9939831 53.5508447, 9.9942354 53.5506939)",,,,,,,
"[810821552, 19410366, 810821551]",Plan,residential,20,True,False,86.23099999999998,"LINESTRING (9.9936264 53.5510823, 9.9938175 53.5512103, 9.9943301 53.551492, 9.9943895 53.5515207, 9.9944638 53.5515565, 9.994487 53.5515655, 9.9945172 53.5515772, 9.9945918 53.5515989)",1,,,,,,
"[19729394, 5056539]",Jungfernstieg,residential,20,False,False,47.599000000000004,"LINESTRING (9.9945918 53.5515989, 9.9945885 53.5516615, 9.9945882 53.5517036, 9.9945868 53.5518831, 9.9945927 53.5519286, 9.9946138 53.552026)",3,,,,,,
40351640,Bergstraße,residential,20,False,False,58.397,"LINESTRING (9.9945918 53.5515989, 9.9946016 53.5515757, 9.9946261 53.551546, 9.9948662 53.5513618, 9.9951072 53.5511752)",,,,,,,
19643597,Kattrepelsbrücke,unclassified,50,False,True,55.473,"LINESTRING (9.9995831 53.5487936, 9.9995394 53.5486878, 9.9994893 53.548299)",,,,,,,
23179672,Kattrepel,unclassified,50,False,False,72.809,"LINESTRING (9.9995831 53.5487936, 9.99952 53.5489244, 9.999317 53.5494289)",,,,,,,
23179673,Niedernstraße,unclassified,50,False,False,87.294,"LINESTRING (9.9995831 53.5487936, 9.999785 53.5487666, 10.0008671 53.5486084)",,,,,,,
699240007,Schopenstehl,unclassified,50,False,True,107.882,"LINESTRING (9.9995831 53.5487936, 9.9987181 53.5487692, 9.9979513 53.5487791)",,,,,,,
180843307,Burchardplatz,unclassified,50,True,False,50.025,"LINESTRING (10.0021805 53.5487906, 10.0021524 53.5490175, 10.0021255 53.5492393)",,,,,,roundabout,
142944236,Burchardplatz,unclassified,50,True,False,39.38,"LINESTRING (10.0015014 53.5489584, 10.0015128 53.5488825, 10.0015397 53.5487227, 10.0015919 53.5486733, 10.0016746 53.5486406)",,,,,,roundabout,
142944236,Burchardplatz,unclassified,50,True,False,2.307,"LINESTRING (10.0014657 53.5492253, 10.0014681 53.5492046)",,,,,,roundabout,
19644021,Springeltwiete,unclassified,50,False,True,9.635,"LINESTRING (10.0034552 53.5493928, 10.0034663 53.5493064)",,,,10,,,
"[1251723522, 19644021]",Springeltwiete,unclassified,50,False,False,76.77199999999999,"LINESTRING (10.0034552 53.5493928, 10.0034495 53.5494357, 10.003373 53.5500136, 10.0033641 53.5500811)",,,,10,,,
26757414,Altstädter Straße,unclassified,50,True,False,96.375,"LINESTRING (10.0034552 53.5493928, 10.002489 53.5493442, 10.0024271 53.5493407, 10.0021995 53.5493292, 10.0020017 53.5493191)",,,,,,,
19644226,Johanniswall,unclassified,50,True,False,15.539,"LINESTRING (10.0050268 53.5494317, 10.0049968 53.5492931)",,,,,,,
26757414,Altstädter Straße,unclassified,50,True,False,34.194,"LINESTRING (10.0050268 53.5494317, 10.0048724 53.5494231, 10.0045102 53.5494141)",,,,,,,
"[682417829, 1245323423]",Johanniswall,unclassified,50,True,False,73.113,"LINESTRING (10.0050268 53.5494317, 10.0050683 53.5495254, 10.0051674 53.5499464, 10.0051745 53.5499769, 10.0051943 53.550027, 10.005213 53.5500791)",1,,,,,,no
201365989,Altstädter Straße,unclassified,50,True,False,38.730000000000004,"LINESTRING (10.0020017 53.5493191, 10.0016557 53.5493031, 10.0015655 53.5492873, 10.0015034 53.5492551, 10.0014657 53.5492253)",,,,6,,roundabout,
142944244,Burchardstraße,unclassified,50,True,False,75.28300000000002,"LINESTRING (10.0046137 53.5485475, 10.004549 53.5485593, 10.0044802 53.548555, 10.0043292 53.5485456, 10.0042306 53.548538, 10.0041028 53.5485299, 10.0039829 53.5485224, 10.0037764 53.548509, 10.0037278 53.5485053, 10.003484 53.5484877)",,,,,,,
142944293,Deichtorplatz,unclassified,50,True,False,17.453,"LINESTRING (10.0046137 53.5485475, 10.0046121 53.5484697, 10.004645 53.548393)",2,,,,,,
"[142944425, 768674698, 768674699, 768674697, 23179704]","['Pumpen', 'Meßberg']",unclassified,50,True,False,144.116,"LINESTRING (10.003379 53.5483423, 10.0033679 53.5483016, 10.003355 53.5482754, 10.0033428 53.548257, 10.0033296 53.5482399, 10.0033109 53.548226, 10.0032885 53.5482139, 10.0032567 53.5482051, 10.0032038 53.5481945, 10.0028726 53.5481512, 10.0027649 53.5481339, 10.0026623 53.5481139, 10.0024627 53.5480615, 10.0021358 53.5479607, 10.0019405 53.5479026, 10.0018329 53.5478852, 10.0017596 53.5478806, 10.0016557 53.5478747, 10.0014593 53.5478679)",,,,,,,
331478122,Burchardstraße,unclassified,50,True,False,85.963,"LINESTRING (10.003379 53.5483423, 10.0034966 53.5483132, 10.0036314 53.5482886, 10.0037058 53.5482856, 10.0037932 53.5482908, 10.0040377 53.5483208, 10.0040614 53.5483249, 10.0041279 53.5483351, 10.0043175 53.5483628, 10.0045336 53.5483885, 10.0045681 53.5483908, 10.004645 53.548393)",,,,,,,
407196119,Burchardstraße,unclassified,50,False,False,17.84,"LINESTRING (10.003379 53.5483423, 10.0034232 53.5484364, 10.003484 53.5484877)",,,,,,,
188015323,Deichtorplatz,unclassified,50,True,False,62.794000000000004,"LINESTRING (10.004645 53.548393, 10.0047133 53.5483259, 10.004822 53.5482262, 10.0048725 53.5481835, 10.0049277 53.5481369, 10.0049828 53.5480903, 10.0051864 53.5479293)",3,,,,,,
19645923,Depenau,unclassified,50,True,False,66.914,"LINESTRING (10.0004942 53.5480489, 10.0005712 53.5481647, 10.0006567 53.5482931, 10.0008671 53.5486084)",,,,,,,
26623947,Hopfensack,unclassified,50,True,False,72.16,"LINESTRING (10.0004942 53.5480489, 10.0004051 53.5480685, 9.9997689 53.5482499, 9.9994893 53.548299)",,,,,,,
"[122661377, 27471042, 122661374]",Curienstraße,unclassified,50,True,False,134.88100000000003,"LINESTRING (9.9979513 53.5487791, 9.9979788 53.5490648, 9.9979902 53.5490871, 9.9980102 53.5491024, 9.9980457 53.5491148, 9.9980918 53.5491171, 9.998354 53.5491213, 9.9983866 53.5491267, 9.9984189 53.549138, 9.9984384 53.5491491, 9.9986356 53.5492908, 9.9987113 53.5493304, 9.9988006 53.5493547, 9.9989623 53.5493824, 9.999167 53.5494075, 9.999317 53.5494289)",,,,,building_passage,,
699240007,Schopenstehl,unclassified,50,False,False,107.882,"LINESTRING (9.9979513 53.5487791, 9.9987181 53.5487692, 9.9995831 53.5487936)",,,,,,,
"[19643867, 699240007]",Schopenstehl,unclassified,50,False,True,76.905,"LINESTRING (9.9979513 53.5487791, 9.9972943 53.5488167, 9.9972254 53.5488192, 9.996939 53.5488277, 9.9967912 53.5488209)",2,,,,,,
711952921,Dovenfleet,secondary,50,True,False,16.756,"LINESTRING (10.0007803 53.5474526, 10.0005514 53.5473877)",2,,,,,,
184627082,Willy-Brandt-Straße,primary,50,True,False,19.424,"LINESTRING (10.0007803 53.5474526, 10.0008798 53.5474265, 10.0010534 53.5473881)",4,,B 4,,,,
"[23179673, 1215933268]",Niedernstraße,unclassified,50,False,False,53.47,"LINESTRING (10.0008671 53.5486084, 10.0014601 53.548634, 10.0016746 53.5486406)",,,,,,,
23179673,Niedernstraße,unclassified,50,False,True,87.294,"LINESTRING (10.0008671 53.5486084, 9.999785 53.5487666, 9.9995831 53.5487936)",,,,,,,
"[19728276, 19728255]","['Kleine Rosenstraße', 'Alstertor']",unclassified,50,False,False,143.3,"LINESTRING (9.9975208 53.5511677, 9.9976667 53.5512514, 9.9977492 53.5512991, 9.9984719 53.5517104, 9.9984785 53.5517171, 9.9984843 53.551724, 9.9984895 53.5517363, 9.9984876 53.5517444, 9.998485 53.5517529, 9.9984772 53.5517621, 9.9984566 53.5517774, 9.9979424 53.5520806)",,,,6.4,,,
551321770,Alstertor,unclassified,50,False,False,11.529,"LINESTRING (9.9965808 53.5529315, 9.9964522 53.5530016)",1,,,,,,
551288837,Ballindamm,tertiary,50,True,False,147.014,"LINESTRING (9.9965808 53.5529315, 9.9966988 53.5530027, 9.9971219 53.5532582, 9.9981383 53.5538759)",1,,,,,,
"[551288840, 551288839]",Alstertor,unclassified,50,False,True,73.53399999999999,"LINESTRING (9.9965808 53.5529315, 9.9966956 53.5528696, 9.9967386 53.5528457, 9.9968339 53.552784, 9.9972355 53.5525121, 9.997335 53.5524459)","['4', '3']",,,,,,
551321770,Alstertor,unclassified,50,False,True,11.529,"LINESTRING (9.9964522 53.5530016, 9.9965808 53.5529315)",1,,,,,,
"[487385465, 551288835]",Ballindamm,tertiary,50,True,False,153.91400000000002,"LINESTRING (9.9964522 53.5530016, 9.9963338 53.5529321, 9.9956553 53.5525137, 9.9955134 53.5524282, 9.9954195 53.5523741, 9.9951372 53.5522218, 9.9950239 53.5521693, 9.9949019 53.5521263, 9.9948109 53.5521022, 9.9947273 53.5520899)","['2', '1']",,,,,,
530663698,Raboisen,unclassified,50,True,False,164.197,"LINESTRING (9.9997046 53.5530242, 10.0015284 53.5540275)",,,,8.15,,,
544169394,Gertrudenstraße,unclassified,50,False,True,70.104,"LINESTRING (9.9997046 53.5530242, 9.9989416 53.5534624)",,,,,,,
26623885,Raboisen,unclassified,50,False,True,80.73400000000001,"LINESTRING (9.9997046 53.5530242, 9.9991856 53.5527392, 9.9989691 53.5526309, 9.9987925 53.5525412)",2,,,,,,
19728366,Gertrudenstraße,unclassified,50,True,False,70.216,"LINESTRING (9.9981383 53.5538759, 9.9982734 53.5538034, 9.9989416 53.5534624)",,,,,,,
19728366,Gertrudenstraße,unclassified,50,True,False,12.761,"LINESTRING (9.9979952 53.553953, 9.9981383 53.5538759)",,,,,,,
"[551284796, 551288836]",Ballindamm,tertiary,50,True,False,146.90699999999998,"LINESTRING (9.9979952 53.553953, 9.9975251 53.5536655, 9.9970671 53.5533775, 9.9966109 53.5530972, 9.9965707 53.553073, 9.9964522 53.5530016)","['2', '1']",,,,,,
19728276,Alstertor,unclassified,50,False,False,57.096,"LINESTRING (9.9979424 53.5520806, 9.9974274 53.5523904, 9.997335 53.5524459)",,,,6.4,,,
"[19728276, 19728255]","['Kleine Rosenstraße', 'Alstertor']",unclassified,50,False,True,143.29999999999998,"LINESTRING (9.9979424 53.5520806, 9.9984566 53.5517774, 9.9984772 53.5517621, 9.998485 53.5517529, 9.9984876 53.5517444, 9.9984895 53.5517363, 9.9984843 53.551724, 9.9984785 53.5517171, 9.9984719 53.5517104, 9.9977492 53.5512991, 9.9976667 53.5512514, 9.9975208 53.5511677)",,,,6.4,,,
19728387,Raboisen,unclassified,50,False,False,80.734,"LINESTRING (9.9979424 53.5520806, 9.9972 53.5516599, 9.9970613 53.5515775)",2,,,,,,
1197493998,Raboisen,unclassified,50,False,False,76.00999999999999,"LINESTRING (9.9979424 53.5520806, 9.9983475 53.5522952, 9.9987925 53.5525412)",2,,,,,,
5216855,Brandsende,unclassified,50,True,False,80.237,"LINESTRING (10.0015284 53.5540275, 10.0010852 53.5542789, 10.0006657 53.5545353)",2,,,,,,
771709146,Raboisen,unclassified,50,True,False,90.269,"LINESTRING (10.0015284 53.5540275, 10.00237 53.554461, 10.0024149 53.5544851, 10.0025637 53.5545573)",,,,,,,
"[189775480, 186821034]",Glockengießerwall,secondary,50,True,False,92.874,"LINESTRING (10.0025637 53.5545573, 10.0029431 53.5543141, 10.003018 53.5542626, 10.0031322 53.5541842, 10.0032017 53.5541394, 10.0032712 53.5540956, 10.0033267 53.5540649, 10.00355 53.5539655)","['4', '3']",,Ring 1,,,,
19728276,Alstertor,unclassified,50,False,True,57.096,"LINESTRING (9.997335 53.5524459, 9.9974274 53.5523904, 9.9979424 53.5520806)",,,,6.4,,,
"[551288840, 551288839]",Alstertor,unclassified,50,False,False,73.53399999999999,"LINESTRING (9.997335 53.5524459, 9.9972355 53.5525121, 9.9968339 53.552784, 9.9967386 53.5528457, 9.9966956 53.5528696, 9.9965808 53.5529315)","['4', '3']",,,,,,
"[651674769, 24407750]",Hermannstraße,unclassified,50,False,"[False, True]",68.066,"LINESTRING (9.997335 53.5524459, 9.9972125 53.5523749, 9.9966927 53.5520739, 9.9965972 53.5520186)",3,,,,,,
544169394,Gertrudenstraße,unclassified,50,False,False,70.104,"LINESTRING (9.9989416 53.5534624, 9.9997046 53.5530242)",,,,,,,
19728446,Ferdinandstraße,unclassified,50,True,False,155.046,"LINESTRING (9.9989416 53.5534624, 9.9974646 53.552528, 9.997335 53.5524459)",,,,5,,,
19728446,Ferdinandstraße,unclassified,50,True,False,164.935,"LINESTRING (10.0006657 53.5545353, 9.9989416 53.5534624)",,,,5,,,
"[651674769, 24407750]",Hermannstraße,unclassified,50,False,"[False, True]",68.066,"LINESTRING (9.9965972 53.5520186, 9.9966927 53.5520739, 9.9972125 53.5523749, 9.997335 53.5524459)",3,,,,,,
146592754,Domstraße,secondary,50,True,False,25.377000000000002,"LINESTRING (9.9961163 53.5492602, 9.996165 53.5492681, 9.9962593 53.5492859, 9.9963301 53.5493133, 9.9964565 53.5493615)",2,,,18,,,
407456157,,tertiary_link,,True,False,30.58,"LINESTRING (9.9961163 53.5492602, 9.9962099 53.549256, 9.9962853 53.5492501, 9.9963305 53.5492459, 9.9963893 53.5492375, 9.9964531 53.5492239, 9.9965412 53.5491764)",1,,,,,,
"[146276277, 1245323647]",Domstraße,secondary,50,False,False,118.76699999999998,"LINESTRING (9.9961163 53.5492602, 9.9954876 53.5489339, 9.9953392 53.5488467, 9.9951359 53.5487154, 9.9951094 53.5486946, 9.995081 53.5486722, 9.9948623 53.5485002)",4,,,18,,,
1229112109,Kleine Johannisstraße,unclassified,50,True,False,32.525,"LINESTRING (9.993792 53.5494945, 9.9937931 53.549787)",,,,,,,
792406692,Schauenburgerstraße,unclassified,50,True,False,71.41,"LINESTRING (9.993792 53.5494945, 9.9940897 53.5494854, 9.9948715 53.5494615)",,,,,,,
19729131,Kleine Johannisstraße,unclassified,50,True,False,61.168,"LINESTRING (9.9938273 53.5489468, 9.9938001 53.5490063, 9.9937911 53.5490664, 9.9937919 53.5494463, 9.993792 53.5494945)",,,,6,,,
19729140,Pelzerstraße,unclassified,50,True,False,59.107,"LINESTRING (9.9948837 53.549993, 9.9948748 53.5497435, 9.9948715 53.5494615)",,,,,,,
"[1020043736, 1229112108, 591214270]",Rathausstraße,unclassified,50,True,False,80.954,"LINESTRING (9.9948837 53.549993, 9.9953462 53.5499891, 9.9954445 53.549981, 9.9956155 53.5499581, 9.9956902 53.5499523, 9.9959483 53.549949, 9.9960468 53.5499456, 9.9961013 53.5499375)",1,,,,,,
146275774,Pelzerstraße,unclassified,50,False,False,58.933,"LINESTRING (9.9948715 53.5494615, 9.994669 53.5490495, 9.9946381 53.5490163, 9.9945616 53.5489729)",,,,7,,,
711090310,Schauenburgerstraße,unclassified,50,True,False,90.568,"LINESTRING (9.9948715 53.5494615, 9.9952953 53.5494483, 9.9957585 53.5494339, 9.9958471 53.5494311, 9.9959989 53.5493347, 9.9961163 53.5492602)",,,,,,,
"[1041989575, 252715699, 142944485, 142944479]",Steintorwall,secondary,50,True,False,168.15200000000002,"LINESTRING (10.0065385 53.5502648, 10.0065206 53.5503863, 10.0064799 53.5504791, 10.0064257 53.5506047, 10.0063223 53.5508621, 10.0062129 53.551129, 10.0061325 53.5513133, 10.006027 53.5515596, 10.0060128 53.5515927, 10.006002 53.5516221, 10.0059658 53.5517367)","['4', '3']",,Ring 1,,,,
"[188376937, 1041989580]",Altmannbrücke,secondary,50,True,False,23.822000000000003,"LINESTRING (10.0065385 53.5502648, 10.0063224 53.5502388, 10.0061851 53.5502222)",3,,,,,,
43145614,Deichtorplatz,secondary,50,True,False,39.44,"LINESTRING (10.0058072 53.5476517, 10.0060852 53.5476982, 10.0063869 53.5477355)",2,,,,,,
188015322,Deichtorplatz,secondary,50,True,False,25.955,"LINESTRING (10.0058072 53.5476517, 10.0059884 53.5477526, 10.0060735 53.547822)",3,,,,,,
