osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,access,junction
"[32507146, 34026362]",2,L 19,Breite Straße,secondary,50,False,False,252.86199999999997,"LINESTRING (11.1677549 52.6243442, 11.167706 52.6244015, 11.1676642 52.6244443, 11.1676139 52.6244906, 11.1675542 52.624541, 11.1674889 52.624589, 11.1674047 52.6246443, 11.1673063 52.6247016, 11.1671942 52.6247553, 11.1670958 52.6247949, 11.1669795 52.6248325, 11.1668659 52.6248608, 11.1666919 52.6248947, 11.1649418 52.625186, 11.1647134 52.6252259, 11.1644726 52.6252684)",,
32507146,2,L 19,Breite Straße,secondary,50,False,True,120.319,"LINESTRING (11.1677549 52.6243442, 11.1678035 52.6242779, 11.1678376 52.624214, 11.1678753 52.6241269, 11.1680531 52.6235794, 11.1680761 52.6235151, 11.168104 52.6234577, 11.1681358 52.6234092, 11.1681744 52.6233609, 11.1682301 52.6233081)",,
32507179,,,Große Gartenstraße,residential,50,False,False,64.364,"LINESTRING (11.1677549 52.6243442, 11.1678582 52.6243795, 11.1679531 52.6244514, 11.1683123 52.6248042)",,
32507108,,,Große Gartenstraße,residential,50,False,False,87.329,"LINESTRING (11.1695184 52.6245271, 11.1692483 52.6245692, 11.168971 52.6246222, 11.1687875 52.6246676, 11.1686619 52.624701, 11.1683804 52.6247809, 11.1683123 52.6248042)",,
32507108,,,Große Gartenstraße,residential,50,False,False,68.351,"LINESTRING (11.1683123 52.6248042, 11.168518 52.625003, 11.1688943 52.6253066)",,
32507108,,,Große Gartenstraße,residential,50,False,True,87.32900000000001,"LINESTRING (11.1683123 52.6248042, 11.1683804 52.6247809, 11.1686619 52.624701, 11.1687875 52.6246676, 11.168971 52.6246222, 11.1692483 52.6245692, 11.1695184 52.6245271)",,
32507179,,,Große Gartenstraße,residential,50,False,True,64.36399999999999,"LINESTRING (11.1683123 52.6248042, 11.1679531 52.6244514, 11.1678582 52.6243795, 11.1677549 52.6243442)",,
32507133,2,K 1091,Schützenstraße,tertiary,30,False,False,132.25600000000003,"LINESTRING (11.1676094 52.6279816, 11.1676658 52.6280003, 11.1677429 52.6280212, 11.1679055 52.6280564, 11.1680777 52.6280927, 11.1681819 52.6281115, 11.1682668 52.628124, 11.1683341 52.6281305, 11.1684034 52.6281329, 11.168469 52.628134, 11.1685572 52.6281322, 11.1688548 52.6281148, 11.1689541 52.6281096, 11.1691797 52.6280977, 11.1692598 52.628096, 11.1693216 52.6280975, 11.1693612 52.6281019, 11.1694094 52.6281099, 11.1694522 52.6281195, 11.1695119 52.6281358)",,
32744691,,,Große Gartenstraße,residential,50,False,False,183.538,"LINESTRING (11.1676094 52.6279816, 11.1674928 52.6280322, 11.1674436 52.6280652, 11.1667763 52.6283936, 11.1665488 52.6284776, 11.1663016 52.6285463, 11.1653849 52.6287484, 11.1653537 52.6287553, 11.1652708 52.6287858)",,
"[194470321, 924375775]",,,Große Gartenstraße,residential,50,False,True,142.80700000000002,"LINESTRING (11.1676094 52.6279816, 11.1676851 52.6279524, 11.1680606 52.6277732, 11.1685485 52.6274768, 11.1689745 52.6271936, 11.1689937 52.627163, 11.168987 52.6271259, 11.1689417 52.6270644)",destination,
