osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,junction,ref,bridge,access,width
"[24270248, 1112181279]",True,2,Hohenzollernstraße,secondary,50,False,34.085,"LINESTRING (6.8605471 49.2497692, 6.8605495 49.249849, 6.8605243 49.249934, 6.8604656 49.2500688)",,,,,
800746717,True,2,Karolingerstraße,secondary,,False,78.19800000000001,"LINESTRING (6.8605471 49.2497692, 6.8604939 49.2497946, 6.860462 49.2498063, 6.8604326 49.2498152, 6.8603919 49.2498247, 6.8603449 49.2498322, 6.860305 49.2498357, 6.8602531 49.2498367, 6.8601989 49.2498333, 6.8601539 49.249827, 6.8601091 49.2498173, 6.8600677 49.249805, 6.8600191 49.2497857, 6.8599751 49.2497626, 6.8599274 49.2497289, 6.8598951 49.249698, 6.8598794 49.249679, 6.8598646 49.2496568, 6.8598456 49.2496156, 6.8598389 49.24959, 6.8598356 49.249552, 6.8598461 49.2494934)",roundabout,,,,
1112181276,True,1,Hohenzollernstraße,secondary,50,False,35.716,"LINESTRING (6.8605471 49.2497692, 6.860471 49.2499133, 6.8604348 49.2499793, 6.8604149 49.2500062, 6.8603846 49.2500344, 6.8603417 49.2500543)",,,,,
1025438520,True,2,Karolingerstraße,secondary,,False,14.54,"LINESTRING (6.8604991 49.249317, 6.8605459 49.2493387, 6.8605817 49.2493606, 6.8606094 49.2493843, 6.8606365 49.2494103)",roundabout,,,,
23344800,True,1,,primary_link,,False,153.32200000000003,"LINESTRING (6.8606365 49.2494103, 6.8607386 49.24944, 6.8611616 49.2495032, 6.8621256 49.2496102, 6.8621851 49.2496098, 6.8623596 49.2495935, 6.8624603 49.2495932, 6.8625435 49.2496214, 6.8626025 49.2496663, 6.8626375 49.2497043)",,,,,
24653246,True,2,Karolingerstraße,secondary,,False,43.932,"LINESTRING (6.8606365 49.2494103, 6.8606601 49.2494397, 6.8606736 49.2494617, 6.8606884 49.2494959, 6.8606953 49.2495231, 6.8606977 49.2495676, 6.8606927 49.2495996, 6.8606795 49.2496372, 6.8606671 49.2496601, 6.8606377 49.2496989, 6.8606154 49.2497211, 6.8605814 49.2497479, 6.8605471 49.2497692)",roundabout,,,,
1109858241,True,,,primary,50,False,18.074,"LINESTRING (6.8627429 49.2498653, 6.8627277 49.2498852, 6.862704 49.2499037, 6.8626704 49.2499227, 6.8626309 49.2499362, 6.8625878 49.2499433, 6.8625433 49.2499437)",roundabout,,,,
24407936,True,,,secondary_link,,False,138.229,"LINESTRING (6.8624375 49.2499138, 6.86222 49.2498905, 6.8613782 49.249846, 6.8609626 49.2498111, 6.8605471 49.2497692)",,,,,
60651962,True,,,primary,,False,6.497,"LINESTRING (6.8624375 49.2499138, 6.8624074 49.2498922, 6.8623858 49.2498666)",roundabout,,,,
"[24957082, 102784955, 24347311]",True,1,Südtangente,primary,50,False,378.675,"LINESTRING (6.8623858 49.2498666, 6.8623097 49.2498218, 6.8622261 49.2497973, 6.8621196 49.2497813, 6.8619514 49.2497694, 6.8616758 49.2497601, 6.8613543 49.249768, 6.8611034 49.2497475, 6.8607781 49.2497128, 6.8604069 49.2496591, 6.8602531 49.2496298, 6.8601058 49.2495842, 6.8596489 49.2494727, 6.8592515 49.2493592, 6.8587962 49.2492152, 6.8582313 49.2490229, 6.8575272 49.2487802)",,B 51,yes,,
60651962,True,,,primary,,False,14.243,"LINESTRING (6.8623858 49.2498666, 6.8623748 49.249842, 6.8623718 49.2498165, 6.8623768 49.2497911, 6.8623897 49.2497669, 6.8624099 49.2497449)",roundabout,,,,
60651962,True,,,primary,,False,18.406,"LINESTRING (6.8624099 49.2497449, 6.8624575 49.2497156, 6.8625174 49.2496985, 6.862571 49.2496933, 6.8626375 49.2497043)",roundabout,,,,
"[1112181273, 27531610]",True,1,Straße des 13. Januar,primary,,False,133.626,"LINESTRING (6.8626954 49.2497292, 6.8630324 49.2497719, 6.8633316 49.2497928, 6.8635991 49.2498242, 6.863801 49.2498501, 6.8643472 49.2499565, 6.8644733 49.2500086)",,,,,
1109193004,True,,,primary,,False,16.326999999999998,"LINESTRING (6.8626954 49.2497292, 6.8627243 49.249753, 6.8627423 49.2497769, 6.8627521 49.2498027, 6.8627533 49.2498293, 6.8627458 49.2498555, 6.8627429 49.2498653)",roundabout,,,,
24416011,True,,Straße des 13. Januar,primary,,False,127.48699999999998,"LINESTRING (6.8644733 49.2500086, 6.8643241 49.2500023, 6.8637764 49.2499205, 6.8635686 49.2498962, 6.8631185 49.2498545, 6.8629743 49.2498501, 6.8628494 49.2498484, 6.8627881 49.2498548, 6.8627429 49.2498653)",,B 51,,,
1112181278,True,2,Hohenzollernstraße,secondary,50,False,30.087,"LINESTRING (6.8604656 49.2500688, 6.8603841 49.2503341)",,,,,
"[39784811, 24274373]",False,2,"['Karl-Janssen-Straße', 'Gerhardstraße']",tertiary,50,False,154.299,"LINESTRING (6.8604656 49.2500688, 6.8607249 49.2501082, 6.8610953 49.2501657, 6.8614337 49.2502183, 6.8618019 49.2502646, 6.8621336 49.2502692, 6.8623571 49.2502658, 6.8625573 49.2502568)",,,,,
"[60650419, 80243099]",False,3,Hohenzollernstraße,secondary,50,False,151.54899999999998,"LINESTRING (6.8603841 49.2503341, 6.8603737 49.25046, 6.8603357 49.2511712, 6.8603264 49.2513454, 6.8603084 49.2516471, 6.8603046 49.251696)",,,,,
1112181277,True,1,Hohenzollernstraße,secondary,50,False,31.36,"LINESTRING (6.8603841 49.2503341, 6.8603577 49.2502463, 6.8603554 49.25018, 6.8603531 49.2501122, 6.8603484 49.2500802, 6.8603417 49.2500543)",,,,,
24416128,False,2,Stadionstraße,residential,30,True,96.784,"LINESTRING (6.8603046 49.251696, 6.8603886 49.2516975, 6.8604835 49.2516996, 6.8613146 49.2517202, 6.8614809 49.2517325, 6.8615436 49.2517407, 6.8616333 49.2517524)",,,,,
"[60650418, 79838988, 1109192974]",False,"['2', '3']",Hohenzollernstraße,secondary,50,False,113.587,"LINESTRING (6.8603046 49.251696, 6.8603011 49.2517752, 6.8602987 49.2518244, 6.8602663 49.2527172)",,L 136,,,
"[80243099, 60650419]",False,3,Hohenzollernstraße,secondary,50,True,151.549,"LINESTRING (6.8603046 49.251696, 6.8603084 49.2516471, 6.8603264 49.2513454, 6.8603357 49.2511712, 6.8603737 49.25046, 6.8603841 49.2503341)",,,,,
25397083,False,,Hohenzollernstraße,residential,30,True,120.724,"LINESTRING (6.8602243 49.2539301, 6.8599737 49.2550034)",,,,,
25397082,False,2,Hohenzollernstraße,secondary,30,True,134.92,"LINESTRING (6.8602243 49.2539301, 6.8602207 49.2538946, 6.8602612 49.2529094, 6.8602624 49.2528804, 6.8602634 49.252837, 6.8602634 49.2528223, 6.8602663 49.2527172)",,,,,
25397084,False,2,Heinestraße,residential,30,False,76.771,"LINESTRING (6.8602243 49.2539301, 6.8600991 49.2539244, 6.8594382 49.2538079, 6.8591991 49.2537657)",,,,,
42333200,False,2,Heinestraße,secondary,30,False,91.16,"LINESTRING (6.8602243 49.2539301, 6.8602892 49.2539526, 6.8610039 49.2540482, 6.8614505 49.2540977)",,,,,
"[102784965, 24957085]",True,2,Südtangente,primary,50,False,233.465,"LINESTRING (6.8542925 49.2483531, 6.8545468 49.2483392, 6.8549416 49.2483207, 6.8555465 49.2483227, 6.8557476 49.2483352, 6.8558457 49.2483413, 6.8559417 49.2483491, 6.8560801 49.2483634, 6.8563047 49.2483964, 6.8565183 49.2484296, 6.8567277 49.2484655, 6.8571272 49.2485577, 6.8574285 49.2486503)",,B 51,yes,,
24407930,True,,,primary_link,,False,213.077,"LINESTRING (6.8574285 49.2486503, 6.857746 49.2487053, 6.8582875 49.2488325, 6.8585983 49.2489096, 6.8590466 49.249039, 6.8594459 49.2491523, 6.8596471 49.2492057, 6.8598092 49.2492383, 6.859891 49.2492538, 6.8599641 49.2492545, 6.8600479 49.2492429, 6.8601809 49.2492091)",,,,,
"[102784954, 24957083, 102784965]",True,,Südtangente,primary,50,False,386.848,"LINESTRING (6.8574285 49.2486503, 6.8578231 49.2487863, 6.8582092 49.2489208, 6.8587452 49.2491152, 6.8589421 49.2491861, 6.8592028 49.2492704, 6.8597013 49.2494131, 6.8599612 49.2494828, 6.8601648 49.2495322, 6.8603123 49.2495596, 6.860546 49.2495998, 6.8608073 49.2496359, 6.8609963 49.249658, 6.8612961 49.2496837, 6.8618148 49.2497145, 6.8624099 49.2497449)",,B 51,yes,,
24407806,False,2,Karl-Janssen-Straße,secondary,50,False,97.754,"LINESTRING (6.8583691 49.2499505, 6.8578845 49.2499414, 6.8573284 49.2499304, 6.8571644 49.2499333, 6.8570279 49.2499578)",,,,,
60650905,False,2,Karl-Janssen-Straße,secondary,50,False,23.336,"LINESTRING (6.8583691 49.2499505, 6.8585679 49.2499553, 6.8586904 49.2499578)",,,,,
23344799,True,1,Karl-Janssen-Straße,secondary_link,,False,41.991,"LINESTRING (6.859677 49.2499962, 6.8597772 49.2499857, 6.8598244 49.2499803, 6.8598609 49.2499692, 6.8598983 49.2499512, 6.8599236 49.2499267, 6.8599318 49.2499044, 6.8599272 49.2498734, 6.8599151 49.249848, 6.8598339 49.2497479)",,,,,
"[60650905, 79838986]",False,2,Karl-Janssen-Straße,secondary,50,True,71.74399999999999,"LINESTRING (6.859677 49.2499962, 6.8595246 49.2499894, 6.8592224 49.2499758, 6.8590043 49.2499663, 6.8589034 49.2499635, 6.8587796 49.24996, 6.8586904 49.2499578)",,,,,
24407923,True,,,primary_link,,False,199.249,"LINESTRING (6.8598339 49.2497479, 6.8592436 49.2495131, 6.8583538 49.249175, 6.8575272 49.2487802)",,,,,
514248519,True,2,Karolingerstraße,secondary,,False,29.859,"LINESTRING (6.8598339 49.2497479, 6.8598007 49.2496972, 6.8597804 49.2496464, 6.8597801 49.2496112, 6.8597972 49.2495695, 6.8598461 49.2494934)",,,,,
