osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,junction,width
25304091,Burbetstraße,residential,False,True,56.786,"LINESTRING (6.5276818 49.9768438, 6.5277821 49.9773504)",,,,,
722499807,Burbetstraße,residential,False,False,33.534,"LINESTRING (6.5276818 49.9768438, 6.5276324 49.9765439)",,,,,
24040100,Gerichtsstraße,residential,False,False,161.974,"LINESTRING (6.5276818 49.9768438, 6.5271512 49.9768937, 6.5271207 49.9768962, 6.5269174 49.9769131, 6.5254366 49.9770361)",,,,,
24040100,Gerichtsstraße,residential,False,True,161.974,"LINESTRING (6.5254366 49.9770361, 6.5269174 49.9769131, 6.5271207 49.9768962, 6.5271512 49.9768937, 6.5276818 49.9768438)",,,,,
722499810,Kölner Straße,secondary,False,True,20.176000000000002,"LINESTRING (6.5254366 49.9770361, 6.5254062 49.9769475, 6.5253759 49.9768589)",2,L 32,50,,
31307894,Dauner Straße,primary,False,True,31.372,"LINESTRING (6.5249533 49.9756491, 6.5251225 49.9756536, 6.5251869 49.9756553, 6.5253918 49.9756564)",2,B 257,,,
563324797,Kölner Straße,secondary,False,False,26.962000000000003,"LINESTRING (6.5249533 49.9756491, 6.5249535 49.9756841, 6.5249655 49.9757418, 6.5249789 49.975782, 6.5250198 49.9758869)",3,L 32,50,,
873209713,Römermauer,primary,False,False,30.361,"LINESTRING (6.5249533 49.9756491, 6.5248163 49.9756426, 6.5247682 49.9756403, 6.5245299 49.9756289)",3,B 257,,,
873209714,Hauptstraße,residential,False,True,25.134,"LINESTRING (6.5249533 49.9756491, 6.5249437 49.9756034, 6.5249282 49.9755593, 6.5249192 49.9755354, 6.5248938 49.9754635, 6.5248821 49.9754279)",3,,,,
"[873209712, 150801583]",Römermauer,primary,False,True,78.172,"LINESTRING (6.523593 49.9753449, 6.5236602 49.9754107, 6.5237278 49.9754623, 6.5238293 49.9755203, 6.5239414 49.9755622, 6.5240773 49.9755923, 6.5242145 49.9756096, 6.5245299 49.9756289)","['2', '3']",B 257,,,
346072878,Görenweg,residential,False,True,204.84900000000002,"LINESTRING (6.523593 49.9753449, 6.5227541 49.9752692, 6.522061 49.9752066, 6.5215713 49.9751578, 6.5214254 49.9753601, 6.5212808 49.9754845, 6.5211401 49.975557, 6.5210984 49.9755785)",,,,,
"[346072880, 346072881]",Römermauer,primary,False,False,168.121,"LINESTRING (6.523593 49.9753449, 6.5235026 49.9751424, 6.5234099 49.9748787, 6.5232848 49.9746254, 6.5232752 49.974606, 6.523212 49.9745287, 6.5231078 49.9744255, 6.5226987 49.9741304, 6.5225774 49.9740153)",2,B 257,,,
"[134891490, 873209710]",Am Markt,primary,False,False,46.439,"LINESTRING (6.5225774 49.9740153, 6.5224435 49.973862, 6.5222531 49.9736535)","['2', '3']",B 257,,,
"[346072880, 346072881]",Römermauer,primary,False,True,168.121,"LINESTRING (6.5225774 49.9740153, 6.5226987 49.9741304, 6.5231078 49.9744255, 6.523212 49.9745287, 6.5232752 49.974606, 6.5232848 49.9746254, 6.5234099 49.9748787, 6.5235026 49.9751424, 6.523593 49.9753449)",2,B 257,,,
"[134892561, 893918486]","['Schakengasse', 'Am Markt']",residential,False,"[False, True]",61.03,"LINESTRING (6.5225774 49.9740153, 6.5227397 49.9739844, 6.5225644 49.9735591)",,,,,
873209711,Am Markt,primary,False,True,14.477,"LINESTRING (6.5221463 49.9735429, 6.5222531 49.9736535)",2,B 257,,,
233561514,Am Markt,primary,True,False,47.265,"LINESTRING (6.5221463 49.9735429, 6.5217076 49.9732567, 6.5216823 49.9732402)",1,B 257,,,
461139845,Brodenheckstraße,residential,False,False,72.928,"LINESTRING (6.5198525 49.970974, 6.519745 49.9703218)",,,,,
461139845,Brodenheckstraße,residential,False,True,52.331,"LINESTRING (6.5198525 49.970974, 6.5198595 49.9710609, 6.5198688 49.9712466, 6.5198665 49.9714444)",,,,,
26211395,Gartenstraße,residential,False,False,115.697,"LINESTRING (6.5196694 49.9698779, 6.5212548 49.9700848)",,,,,
461139845,Brodenheckstraße,residential,False,False,46.021,"LINESTRING (6.5196694 49.9698779, 6.5195862 49.9694675)",,,,,
461139845,Brodenheckstraße,residential,False,True,49.655,"LINESTRING (6.5196694 49.9698779, 6.519705 49.9700868, 6.519745 49.9703218)",,,,,
38710171,Prümer Straße,residential,False,False,41.37,"LINESTRING (6.5196508 49.9759095, 6.5195504 49.9762759)",,,,,
30818108,Görenweg,residential,False,False,64.266,"LINESTRING (6.5196508 49.9759095, 6.5198435 49.9758593, 6.5205104 49.9757435)",,,,,
670165726,Rautenberg,residential,False,True,329.12,"LINESTRING (6.5196508 49.9759095, 6.5200751 49.9745542, 6.5205129 49.9735793, 6.5207738 49.9732367, 6.5207793 49.9732294, 6.5208136 49.9731894, 6.5208687 49.9731214, 6.5208881 49.9731003, 6.5209098 49.9730782)",,,,,
104422611,Theobald-Simon-Straße,residential,False,False,130.042,"LINESTRING (6.5212212 49.9775769, 6.5229947 49.9773182)",,,,,
25019084,Theobald-Simon-Straße,residential,False,True,145.93200000000002,"LINESTRING (6.5212212 49.9775769, 6.5210439 49.9775991, 6.520962 49.9775998, 6.5208554 49.9775935, 6.5205067 49.9775627, 6.5203739 49.9775555, 6.5201549 49.9775559, 6.5199267 49.97757, 6.519202 49.9776587)",,,,,
104422623,Im Eschenpesch,residential,False,False,223.399,"LINESTRING (6.5212212 49.9775769, 6.5210662 49.977038, 6.5210573 49.9769348, 6.5211245 49.9758473, 6.5210984 49.9755785)",,,,,
25019084,Theobald-Simon-Straße,residential,False,False,145.93200000000002,"LINESTRING (6.519202 49.9776587, 6.5199267 49.97757, 6.5201549 49.9775559, 6.5203739 49.9775555, 6.5205067 49.9775627, 6.5208554 49.9775935, 6.520962 49.9775998, 6.5210439 49.9775991, 6.5212212 49.9775769)",,,,,
38710171,Prümer Straße,residential,False,True,92.56099999999999,"LINESTRING (6.519202 49.9776587, 6.5192472 49.9774213, 6.5194005 49.9768363)",,,,,
30818108,Görenweg,residential,False,True,45.877,"LINESTRING (6.5210984 49.9755785, 6.5205104 49.9757435)",,,,,
104422623,Im Eschenpesch,residential,False,True,223.39899999999997,"LINESTRING (6.5210984 49.9755785, 6.5211245 49.9758473, 6.5210573 49.9769348, 6.5210662 49.977038, 6.5212212 49.9775769)",,,,,
346072878,Görenweg,residential,False,False,204.849,"LINESTRING (6.5210984 49.9755785, 6.5211401 49.975557, 6.5212808 49.9754845, 6.5214254 49.9753601, 6.5215713 49.9751578, 6.522061 49.9752066, 6.5227541 49.9752692, 6.523593 49.9753449)",,,,,
1068286658,,primary,True,False,3.935,"LINESTRING (6.5196449 49.9721484, 6.5196533 49.9721653, 6.5196568 49.9721828)",1,,,roundabout,
25021399,Karenweg,tertiary,True,False,49.980000000000004,"LINESTRING (6.5221927 49.9727216, 6.5218905 49.9729708, 6.5218115 49.9730532, 6.5217816 49.9730844)",1,,,,
322859982,Karenweg,tertiary,False,False,102.17099999999999,"LINESTRING (6.5221927 49.9727216, 6.5226157 49.9724367, 6.5226977 49.9723831, 6.5228917 49.9722563, 6.5230696 49.9721464, 6.5231933 49.9720659)",2,,50,,
336607655,Bedastraße,residential,False,False,31.046,"LINESTRING (6.5222222 49.971685, 6.521804 49.9716101)",,,,,
28163373,Bedaplatz,residential,False,True,201.61499999999998,"LINESTRING (6.5222222 49.971685, 6.5221392 49.9718333, 6.5219596 49.971956, 6.5218656 49.9720576, 6.5216572 49.9720236, 6.5213954 49.9719808, 6.5213008 49.9719654, 6.5208558 49.971923, 6.5206137 49.9718965, 6.5204454 49.9718481, 6.5203388 49.971776, 6.5202932 49.9717235, 6.5202596 49.9716847, 6.5202495 49.9715887, 6.5202456 49.9714608)",,,,,
336607655,Bedastraße,residential,False,True,31.046,"LINESTRING (6.521804 49.9716101, 6.5222222 49.971685)",,,,,
28163374,Bedaplatz,residential,False,False,107.84799999999998,"LINESTRING (6.521804 49.9716101, 6.5218337 49.9714945, 6.5218943 49.9712589, 6.5220416 49.9706862, 6.5220501 49.9706532)",,,,,
336607655,Bedastraße,residential,False,False,68.024,"LINESTRING (6.521804 49.9716101, 6.5215817 49.9715791, 6.5213473 49.9715487, 6.5210981 49.9715247, 6.5208676 49.9715047)",,,,,
