osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,junction,access
"[422665098, 110750797]",Siederstraße,residential,30,False,False,68.583,"LINESTRING (7.9123429 51.553588, 7.9123463 51.5536129, 7.9123413 51.5536499, 7.9123307 51.5536902, 7.912313 51.5537367, 7.9122526 51.5538445, 7.912201 51.5539262, 7.9121484 51.5540065, 7.9120265 51.5541669)",,,,
110750797,Siederstraße,residential,30,False,True,32.955,"LINESTRING (7.9123429 51.553588, 7.9123309 51.5535482, 7.9123101 51.5535149, 7.9122851 51.5534854, 7.9122031 51.5534033, 7.9121274 51.5533264)",,,,
"[1225619117, 110888766]",Auf dem Engern,residential,30,False,False,44.32500000000001,"LINESTRING (7.9123429 51.553588, 7.9124053 51.5535836, 7.9124442 51.5535837, 7.9124884 51.5535851, 7.9125401 51.5535912, 7.912631 51.5536063, 7.912818 51.5536429, 7.9129001 51.5536629, 7.9129243 51.5536775, 7.912931 51.553696)",,,,
110750780,Kettenstraße,residential,30,True,False,71.955,"LINESTRING (7.912931 51.553696, 7.912929 51.5537083, 7.9129183 51.5537254, 7.9128981 51.5537532, 7.9127815 51.5538843, 7.9127546 51.5539168, 7.9127344 51.5539524, 7.9127171 51.5539927, 7.9126999 51.5540462, 7.912678 51.5541168, 7.9126433 51.5541926, 7.912583 51.5543011)",,,,
"[1225619117, 110888766]",Auf dem Engern,residential,30,False,True,44.324999999999996,"LINESTRING (7.912931 51.553696, 7.9129243 51.5536775, 7.9129001 51.5536629, 7.912818 51.5536429, 7.912631 51.5536063, 7.9125401 51.5535912, 7.9124884 51.5535851, 7.9124442 51.5535837, 7.9124053 51.5535836, 7.9123429 51.553588)",,,,
27039183,Bachstraße,residential,30,False,True,41.268,"LINESTRING (7.912583 51.5543011, 7.9120265 51.5541669)",,,,
"[302564581, 27117143]","['Bachstraße', 'Melsterstraße']","['residential', 'living_street']",30,True,False,117.14500000000002,"LINESTRING (7.912583 51.5543011, 7.9133402 51.5544757, 7.9134004 51.5544822, 7.9134676 51.554485, 7.9135164 51.5544867, 7.9135724 51.5544926, 7.9137734 51.5545432, 7.9141745 51.5546492)",,,,
27039197,Schützenstraße,secondary,50,False,True,150.893,"LINESTRING (7.9169704 51.5556033, 7.9170294 51.5556391, 7.9171092 51.555695, 7.9172301 51.5557764, 7.9179282 51.5563177, 7.9183597 51.5566491)",2,L 795,,
27117098,Taubenpöthen,residential,30,True,False,182.26100000000002,"LINESTRING (7.9169704 51.5556033, 7.9170971 51.5555778, 7.9171474 51.5555712, 7.91721 51.5555716, 7.9172842 51.5555812, 7.9173975 51.5555979, 7.9176818 51.5556592, 7.9177831 51.5556867, 7.9180415 51.5557607, 7.9187715 51.5559735, 7.9188359 51.5559886, 7.9189049 51.5560018, 7.9193589 51.5560698, 7.9194407 51.5560876)",,,,
825374262,Schützenstraße,secondary,50,False,False,47.812,"LINESTRING (7.9169704 51.5556033, 7.9169087 51.5555737, 7.9164069 51.5553541)",3,L 795,,
424488616,Schützenstraße,secondary,50,False,True,73.056,"LINESTRING (7.9183597 51.5566491, 7.9190241 51.55716)",2,L 795,,
27039197,Schützenstraße,secondary,50,False,False,150.893,"LINESTRING (7.9183597 51.5566491, 7.9179282 51.5563177, 7.9172301 51.5557764, 7.9171092 51.555695, 7.9170294 51.5556391, 7.9169704 51.5556033)",2,L 795,,
"[110777840, 24835202]",Grafenstraße,unclassified,50,False,False,250.43,"LINESTRING (7.9164069 51.5553541, 7.9162812 51.5555164, 7.9159902 51.555892, 7.9159704 51.5559178, 7.9157565 51.5561584, 7.9155538 51.5563131, 7.9154261 51.5563988, 7.9150141 51.5565695, 7.9147166 51.5566681, 7.914629 51.5566971, 7.9139962 51.5569279)","['2', '3']",,,
"[27117144, 110777855]",Melsterstraße,residential,30,False,True,74.273,"LINESTRING (7.9164069 51.5553541, 7.9161848 51.5552673, 7.915989 51.5551908, 7.9154955 51.5550005)",,,,
"[424488614, 825374263]",Hedwig-Dransfeld-Straße,secondary,50,False,False,152.00900000000001,"LINESTRING (7.9164069 51.5553541, 7.9165202 51.5552333, 7.9165903 51.5551586, 7.9168071 51.5548832, 7.9168315 51.5548523, 7.9174294 51.5541443)","['2', '3']",L 795,,
825374262,Schützenstraße,secondary,50,False,True,47.812,"LINESTRING (7.9164069 51.5553541, 7.9169087 51.5555737, 7.9169704 51.5556033)",3,L 795,,
"[422665097, 601076941, 421888085, 423967160, 423967161, 110403549, 24835199]",Bahnhofstraße,residential,50,False,False,94.24000000000002,"LINESTRING (7.9139962 51.5569279, 7.9140891 51.5569816, 7.9144514 51.5571909, 7.9146028 51.557284, 7.9146844 51.557334, 7.9147577 51.5573792, 7.9148241 51.5574266, 7.9148444 51.557452, 7.9148575 51.5574838, 7.9148652 51.557521, 7.9148656 51.5575528)",,,,
27039188,Grafenstraße,unclassified,50,False,False,87.726,"LINESTRING (7.9139962 51.5569279, 7.9137682 51.5570258, 7.9133974 51.5572229, 7.9131827 51.5573478, 7.9130285 51.5574364)",3,,,
"[110777840, 24835202]",Grafenstraße,unclassified,50,False,True,250.42999999999998,"LINESTRING (7.9139962 51.5569279, 7.914629 51.5566971, 7.9147166 51.5566681, 7.9150141 51.5565695, 7.9154261 51.5563988, 7.9155538 51.5563131, 7.9157565 51.5561584, 7.9159704 51.5559178, 7.9159902 51.555892, 7.9162812 51.5555164, 7.9164069 51.5553541)","['2', '3']",,,
27039188,Grafenstraße,unclassified,50,False,True,87.726,"LINESTRING (7.9130285 51.5574364, 7.9131827 51.5573478, 7.9133974 51.5572229, 7.9137682 51.5570258, 7.9139962 51.5569279)",3,,,
"[335114547, 1102832571]",Grafenstraße,unclassified,50,False,False,68.38,"LINESTRING (7.9130285 51.5574364, 7.9129078 51.5575018, 7.912431 51.5577283, 7.9122482 51.557814)",2,,,
"[499582875, 1188176019, 1188175711]",Bahnhofstraße,residential,50,False,False,153.752,"LINESTRING (7.9130285 51.5574364, 7.9128993 51.5573301, 7.9121642 51.55673, 7.9120517 51.5566382, 7.9119077 51.5565205, 7.9117738 51.5564268, 7.9116601 51.5563471)","['2', '3']",,,
24835198,Alter Keller,residential,50,True,False,127.59700000000001,"LINESTRING (7.9122482 51.557814, 7.9111937 51.5572406, 7.910922 51.5571308, 7.9108208 51.5570899)",,,,
"[335114547, 1102832571]",Grafenstraße,unclassified,50,False,True,68.38,"LINESTRING (7.9122482 51.557814, 7.912431 51.5577283, 7.9129078 51.5575018, 7.9130285 51.5574364)",2,,,
"[1004929898, 110451516, 25479038]",Hammer Straße,residential,50,False,True,100.944,"LINESTRING (7.9108208 51.5570899, 7.9108766 51.5570388, 7.9112934 51.5566762, 7.9113682 51.5566091, 7.9115422 51.5564529, 7.9116601 51.5563471)",,,,
"[110403553, 126455612, 313680143, 110403543]",Bahnhofstraße,residential,50,True,False,159.942,"LINESTRING (7.9148656 51.5575528, 7.9148578 51.5575749, 7.9148369 51.5576119, 7.9147896 51.5576672, 7.914724 51.5577104, 7.9146632 51.5577391, 7.9146413 51.5577464, 7.9146004 51.5577602, 7.9145142 51.5577756, 7.913693 51.5577893, 7.9135085 51.5577904, 7.9134511 51.5577867, 7.9133949 51.5577748, 7.9133529 51.5577464, 7.9132505 51.5576369, 7.9131212 51.5575179, 7.9130285 51.5574364)",2,,,
"[422665097, 601076941, 421888085, 423967160, 423967161, 110403549, 24835199]",Bahnhofstraße,residential,50,False,True,94.24000000000001,"LINESTRING (7.9148656 51.5575528, 7.9148652 51.557521, 7.9148575 51.5574838, 7.9148444 51.557452, 7.9148241 51.5574266, 7.9147577 51.5573792, 7.9146844 51.557334, 7.9146028 51.557284, 7.9144514 51.5571909, 7.9140891 51.5569816, 7.9139962 51.5569279)",,,,
"[1004929898, 110451516, 25479038]",Hammer Straße,residential,50,False,False,100.94399999999999,"LINESTRING (7.9116601 51.5563471, 7.9115422 51.5564529, 7.9113682 51.5566091, 7.9112934 51.5566762, 7.9108766 51.5570388, 7.9108208 51.5570899)",,,,
27117067,Walburgisstraße,residential,30,True,False,91.613,"LINESTRING (7.9116601 51.5563471, 7.9120202 51.5560224, 7.9120557 51.5559904, 7.9122625 51.5557992, 7.9123027 51.5557429, 7.9123094 51.5556933, 7.9122934 51.5556455)",,,,
"[110852705, 110401508, 110401519, 110852697, 110401501]",Siederstraße,residential,30,False,False,155.60599999999997,"LINESTRING (7.9116601 51.5563471, 7.9115044 51.5562708, 7.9110866 51.5560659, 7.9109745 51.5559593, 7.9109126 51.5558759, 7.9108797 51.555799, 7.9108657 51.5557333, 7.9108707 51.5556692, 7.9108938 51.5556024, 7.9109274 51.5555389, 7.910962 51.555487, 7.9109995 51.5554376, 7.9110924 51.5553257, 7.911131 51.555281, 7.9112069 51.5552004)",3,,,
"[1188176019, 499582875, 1188175711]",Bahnhofstraße,residential,50,False,True,153.752,"LINESTRING (7.9116601 51.5563471, 7.9117738 51.5564268, 7.9119077 51.5565205, 7.9120517 51.5566382, 7.9121642 51.55673, 7.9128993 51.5573301, 7.9130285 51.5574364)","['2', '3']",,,
"[110852705, 110401508, 110401519, 110852697, 110401501]",Siederstraße,residential,30,False,True,155.60599999999997,"LINESTRING (7.9112069 51.5552004, 7.911131 51.555281, 7.9110924 51.5553257, 7.9109995 51.5554376, 7.910962 51.555487, 7.9109274 51.5555389, 7.9108938 51.5556024, 7.9108707 51.5556692, 7.9108657 51.5557333, 7.9108797 51.555799, 7.9109126 51.5558759, 7.9109745 51.5559593, 7.9110866 51.5560659, 7.9115044 51.5562708, 7.9116601 51.5563471)",3,,,
110401522,Erbsälzerstraße,residential,30,False,True,57.34,"LINESTRING (7.9112069 51.5552004, 7.9117184 51.5553903, 7.91182 51.5554287, 7.911917 51.5554668)",,,,
"[110448113, 110401523]",Erbsälzerstraße,residential,30,True,False,235.09799999999998,"LINESTRING (7.9112069 51.5552004, 7.9111243 51.5551652, 7.9110045 51.555108, 7.9108672 51.5550369, 7.9107597 51.5549679, 7.910647 51.5548918, 7.9105371 51.5548208, 7.910425 51.5547418, 7.9101408 51.5545193, 7.9099159 51.5543082, 7.909815 51.5541974, 7.9097439 51.5540899, 7.9097193 51.5540006, 7.9097112 51.5539507, 7.9097056 51.5538491, 7.9097242 51.553727, 7.9097594 51.5535689, 7.9097939 51.5535043, 7.9098293 51.5534379)",,,,
110448156,Siederstraße,residential,30,False,True,128.146,"LINESTRING (7.9112069 51.5552004, 7.9114134 51.5549559, 7.9114722 51.5548786, 7.9116087 51.5547002, 7.9119601 51.5542515, 7.9119729 51.5542352, 7.9120265 51.5541669)",,,,
27039183,Bachstraße,residential,30,False,False,41.268,"LINESTRING (7.9120265 51.5541669, 7.912583 51.5543011)",,,,
110448156,Siederstraße,residential,30,False,False,128.14600000000002,"LINESTRING (7.9120265 51.5541669, 7.9119729 51.5542352, 7.9119601 51.5542515, 7.9116087 51.5547002, 7.9114722 51.5548786, 7.9114134 51.5549559, 7.9112069 51.5552004)",,,,
"[422665098, 110750797]",Siederstraße,residential,30,False,True,68.583,"LINESTRING (7.9120265 51.5541669, 7.9121484 51.5540065, 7.912201 51.5539262, 7.9122526 51.5538445, 7.912313 51.5537367, 7.9123307 51.5536902, 7.9123413 51.5536499, 7.9123463 51.5536129, 7.9123429 51.553588)",,,,
"[314449763, 1225619123]",Kämperstraße,residential,30,False,False,94.67900000000002,"LINESTRING (7.9129071 51.5511129, 7.9131452 51.5508111, 7.913207 51.5507432, 7.9133282 51.55061, 7.9133568 51.5505649, 7.9133692 51.550531, 7.9133756 51.5504815, 7.9133731 51.5504438, 7.9133578 51.5503306)",,,,
"[27039186, 1225619118]",Am Rykenberg,residential,30,False,False,85.45899999999999,"LINESTRING (7.9129071 51.5511129, 7.9133325 51.5511772, 7.9134145 51.5511887, 7.9134977 51.5511968, 7.9135781 51.5512033, 7.9136418 51.5512029, 7.913699 51.5511976, 7.9139261 51.5511741, 7.9139938 51.5511679, 7.9140227 51.5511687, 7.9140575 51.5511766, 7.9140903 51.5512098)",,,,
27039186,Am Rykenberg,residential,30,False,False,86.215,"LINESTRING (7.9140903 51.5512098, 7.9140957 51.5512287, 7.9141012 51.5512625, 7.9140964 51.5512967, 7.9140825 51.5513296, 7.9140496 51.5513919, 7.9140334 51.5514239, 7.9140152 51.551483, 7.9140005 51.551548, 7.9140065 51.5516452, 7.9140206 51.5517166, 7.9140356 51.5518155, 7.9140354 51.5519021, 7.9140307 51.5519758)",,,,
"[27039186, 1225619118]",Am Rykenberg,residential,30,False,True,85.459,"LINESTRING (7.9140903 51.5512098, 7.9140575 51.5511766, 7.9140227 51.5511687, 7.9139938 51.5511679, 7.9139261 51.5511741, 7.913699 51.5511976, 7.9136418 51.5512029, 7.9135781 51.5512033, 7.9134977 51.5511968, 7.9134145 51.5511887, 7.9133325 51.5511772, 7.9129071 51.5511129)",,,,
28361182,Am Rykenberg,residential,,False,False,112.701,"LINESTRING (7.9140903 51.5512098, 7.9140361 51.5510157, 7.9140366 51.5509879, 7.9140455 51.5509577, 7.9140475 51.5509531, 7.9140716 51.5508964, 7.9140843 51.5507968, 7.914081 51.5507659, 7.9140716 51.5507483, 7.9139474 51.5506162, 7.9139362 51.550597, 7.9139324 51.5505791, 7.9139425 51.5505436, 7.9139574 51.5505089, 7.9139769 51.5504848, 7.9139999 51.5504599, 7.9140195 51.5504443, 7.9140414 51.550439, 7.9140683 51.5504369, 7.9143448 51.5504682)",,,,
27039187,Tütelstraße,residential,30,False,False,70.113,"LINESTRING (7.9133578 51.5503306, 7.9130631 51.5503294, 7.9127945 51.5503253, 7.9126769 51.5503218, 7.9125347 51.5503148, 7.9123461 51.5502993)",,,,
27117109,Kämperstraße,residential,30,False,False,59.473000000000006,"LINESTRING (7.9133578 51.5503306, 7.9134574 51.5503252, 7.9135322 51.5503188, 7.9136101 51.5503067, 7.913684 51.5502918, 7.9137365 51.5502773, 7.9137902 51.550258, 7.9138409 51.5502392, 7.9138879 51.5502097, 7.9139945 51.5501501, 7.9140609 51.5501184, 7.9141059 51.5500995)",,,,
"[1225619123, 314449763]",Kämperstraße,residential,30,False,True,94.679,"LINESTRING (7.9133578 51.5503306, 7.9133731 51.5504438, 7.9133756 51.5504815, 7.9133692 51.550531, 7.9133568 51.5505649, 7.9133282 51.55061, 7.913207 51.5507432, 7.9131452 51.5508111, 7.9129071 51.5511129)",,,,
27117109,Kämperstraße,residential,30,False,False,39.242999999999995,"LINESTRING (7.9141059 51.5500995, 7.9141876 51.5500775, 7.9142667 51.5500642, 7.9143544 51.5500518, 7.9145339 51.5500296, 7.914657 51.5500226)",,,,
27117109,Kämperstraße,residential,30,False,True,59.473,"LINESTRING (7.9141059 51.5500995, 7.9140609 51.5501184, 7.9139945 51.5501501, 7.9138879 51.5502097, 7.9138409 51.5502392, 7.9137902 51.550258, 7.9137365 51.5502773, 7.913684 51.5502918, 7.9136101 51.5503067, 7.9135322 51.5503188, 7.9134574 51.5503252, 7.9133578 51.5503306)",,,,
27117147,Mehlerstraße,residential,30,False,False,71.137,"LINESTRING (7.9141059 51.5500995, 7.914023 51.5500672, 7.9138901 51.5500404, 7.9136086 51.5500041, 7.9133979 51.5499773, 7.9131663 51.5499789, 7.9131106 51.5499868)",,,,
41454397,Kämperstraße,residential,30,False,True,17.832,"LINESTRING (7.9149104 51.5500095, 7.9148782 51.5500191, 7.9148343 51.5500248, 7.9147716 51.5500243, 7.914657 51.5500226)",,,,
41454398,Steinerstraße,residential,30,False,False,4.359,"LINESTRING (7.9149104 51.5500095, 7.9149292 51.5499987, 7.9149481 51.5499786)",,,,
1004999399,Steinergraben,residential,30,False,True,81.713,"LINESTRING (7.9149104 51.5500095, 7.9150033 51.5500566, 7.9150741 51.5500846, 7.9152279 51.5501444, 7.9153481 51.5502048, 7.9154737 51.5502668, 7.9155555 51.5503127, 7.9156635 51.5503853, 7.9157039 51.5504199, 7.9157303 51.550448, 7.915747 51.550474, 7.9157527 51.5505026)",,,,
"[23594882, 314436612, 311277061, 110924382]",Soester Straße,residential,30,False,False,204.624,"LINESTRING (7.9156578 51.5492052, 7.9157181 51.5492421, 7.9157607 51.5492728, 7.9157916 51.5493019, 7.9158146 51.549325, 7.9158878 51.5493832, 7.9159547 51.5494181, 7.9160236 51.5494441, 7.916093 51.5494569, 7.91621 51.5494675, 7.9165691 51.5494769, 7.916617 51.5494774, 7.917349 51.5494809, 7.9178353 51.549487, 7.9180468 51.5494898, 7.918197 51.549529, 7.9182791 51.5495316, 7.9184289 51.5495363)",,,,
"[1004999392, 41454398]",Steinerstraße,residential,30,False,True,36.587,"LINESTRING (7.9156578 51.5492052, 7.9156435 51.5492354, 7.9155942 51.5493038, 7.9154734 51.5493941, 7.9154246 51.5494324, 7.9153739 51.549479)",,,,
"[27039179, 1225621631]",Engelhardstraße,residential,30,False,False,65.547,"LINESTRING (7.9179484 51.5529686, 7.9178475 51.5529634, 7.9176986 51.5529558, 7.9170032 51.5529232)",,,,
41454401,Hedwig-Dransfeld-Straße,secondary,50,False,False,87.07,"LINESTRING (7.9179484 51.5529686, 7.9178869 51.5531934, 7.9178454 51.5533375, 7.9177809 51.55353, 7.9177112 51.5537375)",,L 795,,
587802352,Hedwig-Dransfeld-Straße,secondary,50,False,True,135.68599999999998,"LINESTRING (7.9179484 51.5529686, 7.9179678 51.5528711, 7.9179874 51.5527075, 7.9179994 51.5525752, 7.918055 51.5521219, 7.9180709 51.5517512)",2,L 795,,
819059299,Hedwig-Dransfeld-Straße,secondary,50,False,False,152.16799999999998,"LINESTRING (7.9185894 51.5498673, 7.9185333 51.5500633, 7.9184959 51.5501912, 7.9184158 51.5503917, 7.9182714 51.5507172, 7.9181689 51.5509941, 7.918094 51.5511999)",2,L 795,,
1110029697,Hedwig-Dransfeld-Straße,secondary,50,True,False,23.886,"LINESTRING (7.9185894 51.5498673, 7.9185589 51.5498002, 7.918561 51.5497527, 7.9185576 51.5496976, 7.9185427 51.5496562)",1,L 795,,
110363790,Marktstraße,residential,30,True,False,80.326,"LINESTRING (7.9132391 51.5529813, 7.9131838 51.5529841, 7.9131361 51.5529907, 7.9130845 51.5530065, 7.9127543 51.5531186, 7.9125626 51.5531759, 7.9124945 51.5531927, 7.9123979 51.5532085, 7.9122871 51.5532271, 7.9121679 51.5532462)",,,,
"[110777816, 110777824]",Marktstraße,living_street,10,False,True,106.90899999999999,"LINESTRING (7.9132391 51.5529813, 7.9134718 51.5529952, 7.9136105 51.5530018, 7.9139308 51.5530154, 7.9143452 51.5530254, 7.9143984 51.5530209, 7.9144947 51.553, 7.9145554 51.5529809, 7.9146267 51.5529518, 7.9146744 51.5529224, 7.9147182 51.5528956)",,,,
"[110777824, 110777816]",Marktstraße,living_street,10,False,False,106.90899999999999,"LINESTRING (7.9147182 51.5528956, 7.9146744 51.5529224, 7.9146267 51.5529518, 7.9145554 51.5529809, 7.9144947 51.553, 7.9143984 51.5530209, 7.9143452 51.5530254, 7.9139308 51.5530154, 7.9136105 51.5530018, 7.9134718 51.5529952, 7.9132391 51.5529813)",,,,
27039182,Kälbermarkt,residential,30,True,False,20.152,"LINESTRING (7.9121274 51.5533264, 7.9120725 51.5533411, 7.912013 51.5533373, 7.9119641 51.553316, 7.9119388 51.5532849, 7.9119393 51.55325)",,,roundabout,
