osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,tunnel,maxspeed,bridge
"[160912257, 160912258, 25826599]",2,L 153,"['Schaperallee', 'Saaleplatz']",secondary,False,False,274.41299999999995,"LINESTRING (11.6807613 51.7022566, 11.6808278 51.702238, 11.6808844 51.702189, 11.6809381 51.7021323, 11.6809625 51.7021065, 11.6809835 51.7020873, 11.6812048 51.7018848, 11.6812524 51.7018412, 11.6818408 51.7012821, 11.6819117 51.7011899, 11.6820079 51.7010232, 11.6823465 51.700437, 11.682565 51.7001062, 11.6825777 51.7000883)",,,
"[159810272, 479581297]",,,"['Markt', 'Fischerstraße']",residential,False,True,361.01900000000006,"LINESTRING (11.6807613 51.7022566, 11.6807315 51.702307, 11.6806519 51.7024214, 11.6805845 51.7024826, 11.68034 51.7026648, 11.6802267 51.7027492, 11.6801577 51.7028016, 11.6801324 51.7028208, 11.6799412 51.7029661, 11.6797 51.7031231, 11.6792802 51.7033781, 11.6788533 51.7034624, 11.6785644 51.7035413, 11.6783113 51.7036671, 11.6778311 51.7038884, 11.6776172 51.7039727, 11.6774514 51.7040191, 11.6769089 51.7041857, 11.6767896 51.7042474)",,,
570070857,2,L 153,Saaleplatz,secondary,False,True,16.762999999999998,"LINESTRING (11.6807613 51.7022566, 11.6807062 51.7022551, 11.6806344 51.7022313, 11.680597 51.7021975, 11.6805867 51.7021732)",,,
26185180,2,L 85,Sanderslebener Straße,secondary,False,False,150.414,"LINESTRING (11.6815569 51.7011678, 11.6795297 51.7006665)",,,
"[570070857, 25477061]","['2', '3']",L 153,Saaleplatz,secondary,False,False,106.01399999999998,"LINESTRING (11.6815569 51.7011678, 11.6814467 51.7013065, 11.6812763 51.7015211, 11.6811367 51.7016907, 11.6810664 51.7017601, 11.6807794 51.7019857)",,,
"[159161441, 100359754, 100359755, 699162735, 26185179]",2,L 85,Mukrena,secondary,False,"[False, True]",264.322,"LINESTRING (11.6815569 51.7011678, 11.6817158 51.701205, 11.6833448 51.7016151, 11.6834697 51.7016504, 11.6835791 51.7016969, 11.6836668 51.7017485, 11.6837443 51.701807, 11.683885 51.7019927, 11.6841669 51.7024192, 11.684257 51.7025173, 11.6843536 51.702578)",,,yes
117406695,,,Mukrena,residential,False,True,63.445,"LINESTRING (11.6843536 51.702578, 11.6841695 51.7025798, 11.6840327 51.7025681, 11.6834869 51.702416)",,,
"[159161441, 100359754, 100359755, 699162735, 26185179]",2,L 85,Mukrena,secondary,False,"[False, True]",264.322,"LINESTRING (11.6843536 51.702578, 11.684257 51.7025173, 11.6841669 51.7024192, 11.683885 51.7019927, 11.6837443 51.701807, 11.6836668 51.7017485, 11.6835791 51.7016969, 11.6834697 51.7016504, 11.6833448 51.7016151, 11.6817158 51.701205, 11.6815569 51.7011678)",,,yes
699162735,2,L 85,Mukrena,secondary,False,True,72.654,"LINESTRING (11.6843536 51.702578, 11.6845456 51.7026446, 11.6847242 51.7027146, 11.6850851 51.7028122, 11.6852705 51.7028957)",,,
183543806,,,Bernburger Straße,residential,False,True,11.15,"LINESTRING (11.6742392 51.705536, 11.6741243 51.7056066)",,,
"[159810272, 54166538]",,,"['Markt', 'Mühlstraße']",residential,False,False,227.836,"LINESTRING (11.6742392 51.705536, 11.6745731 51.7053909, 11.6749626 51.7052494, 11.675087 51.7052001, 11.6753033 51.7051111, 11.6755553 51.7049907, 11.6757901 51.7048426, 11.6759974 51.704712, 11.6763668 51.7044906, 11.6764348 51.7044491, 11.6767676 51.7042619, 11.6767896 51.7042474)",,,
141690646,,,Schulplatz,residential,False,False,40.768,"LINESTRING (11.6736359 51.7038265, 11.6741443 51.704014)",,,
141690644,,,Feldstraße,residential,False,True,196.803,"LINESTRING (11.6736359 51.7038265, 11.6734772 51.7037611, 11.6711673 51.702937)",,,
100875804,,,Alte Siedlung,residential,False,False,93.117,"LINESTRING (11.672986 51.7004711, 11.6735569 51.6997121)",,,
100875792,,,Paracelsusstraße,residential,False,False,250.63400000000001,"LINESTRING (11.672986 51.7004711, 11.6734156 51.7005555, 11.6740178 51.7006738, 11.6746191 51.7007912, 11.6747669 51.7008202, 11.6752286 51.7009106, 11.6754461 51.7009533, 11.6757316 51.7010092, 11.6762462 51.7011101, 11.6764536 51.7011507)",,,
100875804,,,Alte Siedlung,residential,False,True,121.50399999999999,"LINESTRING (11.672986 51.7004711, 11.6728497 51.7006784, 11.6726471 51.7009747, 11.6725402 51.701131, 11.6725023 51.7011865, 11.6723891 51.7013398, 11.6722895 51.7014748)",,,
187873281,,,Seilerweg,residential,False,False,112.672,"LINESTRING (11.6764536 51.7011507, 11.6768801 51.7001725)",,,
187873281,,,Seilerweg,residential,False,True,41.273,"LINESTRING (11.6764536 51.7011507, 11.6762891 51.7015076)",,,
100875792,,,Paracelsusstraße,residential,False,True,250.634,"LINESTRING (11.6764536 51.7011507, 11.6762462 51.7011101, 11.6757316 51.7010092, 11.6754461 51.7009533, 11.6752286 51.7009106, 11.6747669 51.7008202, 11.6746191 51.7007912, 11.6740178 51.7006738, 11.6734156 51.7005555, 11.672986 51.7004711)",,,
141690646,,,Schulplatz,residential,False,True,14.976,"LINESTRING (11.6743383 51.7040747, 11.6741443 51.704014)",,,
128681172,,,Lehmstraße,residential,False,True,134.018,"LINESTRING (11.6743383 51.7040747, 11.6743255 51.7041848, 11.6738394 51.704545, 11.6737291 51.7046568, 11.6736673 51.7047829, 11.6736976 51.7049754, 11.6737091 51.7051443)",,,
136116598,,,Gartenstraße,residential,False,False,40.807,"LINESTRING (11.6743383 51.7040747, 11.6746872 51.7039369, 11.6748288 51.7038696)",,,
100875804,,,Alte Siedlung,residential,False,False,121.50399999999999,"LINESTRING (11.6722895 51.7014748, 11.6723891 51.7013398, 11.6725023 51.7011865, 11.6725402 51.701131, 11.6726471 51.7009747, 11.6728497 51.7006784, 11.672986 51.7004711)",,,
100875804,,,Alte Siedlung,residential,False,True,180.04500000000002,"LINESTRING (11.6722895 51.7014748, 11.6712691 51.7028019, 11.6711673 51.702937)",,,
133219271,,,Walkhoffstraße,residential,False,False,109.25,"LINESTRING (11.6722895 51.7014748, 11.6735297 51.7018913, 11.6736808 51.7019457)",,,
187873279,,,Mukrena,residential,False,False,40.737,"LINESTRING (11.684842 51.7014607, 11.6845661 51.7017847)",,,
117406697,,,Mukrena,residential,False,False,63.977999999999994,"LINESTRING (11.684842 51.7014607, 11.6846597 51.7013845, 11.6845105 51.7013111, 11.6843437 51.7012703, 11.6841289 51.7012395, 11.6840109 51.7012353)",,,
117406682,,,,living_street,False,False,33.721999999999994,"LINESTRING (11.6845601 51.7032216, 11.6842932 51.7032415, 11.684073 51.703249)",,,
699162483,,,Mukrena,residential,False,False,20.128,"LINESTRING (11.6845601 51.7032216, 11.6845002 51.7032928, 11.6844975 51.7033935)",,,
699162483,,,Mukrena,residential,False,True,74.615,"LINESTRING (11.6845601 51.7032216, 11.684719 51.7031744, 11.6848545 51.7031469, 11.6850181 51.7031361, 11.6852561 51.7031402, 11.6854446 51.7031503, 11.6856106 51.7031786)",,,
117406698,,,Mukrena,residential,False,True,33.375,"LINESTRING (11.6844975 51.7033935, 11.684073 51.703249)",,,
117406698,,,Mukrena,residential,False,False,107.5,"LINESTRING (11.6844975 51.7033935, 11.6846184 51.7034478, 11.6847961 51.7035275, 11.6849698 51.7035708, 11.6850664 51.7035866, 11.685183 51.7035783, 11.6852595 51.7035376, 11.6853601 51.7033772, 11.6854258 51.7033132, 11.6855532 51.7032118, 11.6856106 51.7031786)",,,
699162483,,,Mukrena,residential,False,True,20.128,"LINESTRING (11.6844975 51.7033935, 11.6845002 51.7032928, 11.6845601 51.7032216)",,,
117406695,,,Mukrena,residential,False,False,52.249,"LINESTRING (11.6852608 51.7019667, 11.6851509 51.7019559, 11.6849474 51.7019008, 11.6845661 51.7017847)",,,
159814192,,,Mukrena,residential,False,True,108.29400000000001,"LINESTRING (11.6852608 51.7019667, 11.6853832 51.7021638, 11.6854463 51.702296, 11.6854691 51.702458, 11.6854208 51.7026592, 11.6853618 51.7028121, 11.6853266 51.7028546, 11.6852705 51.7028957)",,,
187873279,,,Mukrena,residential,False,True,40.737,"LINESTRING (11.6845661 51.7017847, 11.684842 51.7014607)",,,
117406695,,,Mukrena,residential,False,False,55.03999999999999,"LINESTRING (11.6845661 51.7017847, 11.6844119 51.7017643, 11.6843358 51.7017412, 11.6840891 51.7016215, 11.6838984 51.7015282)",,,
117406695,,,Mukrena,residential,False,True,52.249,"LINESTRING (11.6845661 51.7017847, 11.6849474 51.7019008, 11.6851509 51.7019559, 11.6852608 51.7019667)",,,
117406695,,,Mukrena,residential,False,False,103.452,"LINESTRING (11.6838984 51.7015282, 11.6837821 51.7016959, 11.6836291 51.7019372, 11.6835419 51.7021202, 11.6834869 51.702416)",,,
117406695,,,Mukrena,residential,False,True,55.040000000000006,"LINESTRING (11.6838984 51.7015282, 11.6840891 51.7016215, 11.6843358 51.7017412, 11.6844119 51.7017643, 11.6845661 51.7017847)",,,
117406697,,,Mukrena,residential,False,True,33.739000000000004,"LINESTRING (11.6838984 51.7015282, 11.6840029 51.7013317, 11.6840109 51.7012353)",,,
117406695,,,Mukrena,residential,False,False,63.44500000000001,"LINESTRING (11.6834869 51.702416, 11.6840327 51.7025681, 11.6841695 51.7025798, 11.6843536 51.702578)",,,
117406695,,,Mukrena,residential,False,True,103.452,"LINESTRING (11.6834869 51.702416, 11.6835419 51.7021202, 11.6836291 51.7019372, 11.6837821 51.7016959, 11.6838984 51.7015282)",,,
117406698,,,Mukrena,residential,False,False,95.904,"LINESTRING (11.6834869 51.702416, 11.6833477 51.7026365, 11.6832415 51.702805, 11.6834121 51.7029822, 11.6837138 51.7031302)",,,
117406691,,,Mukrena,residential,False,True,73.949,"LINESTRING (11.6844065 51.7006285, 11.6840847 51.7009926, 11.6840364 51.7010666, 11.6840149 51.7011322, 11.6840109 51.7012353)",,,
117406691,,,Mukrena,residential,False,False,73.949,"LINESTRING (11.6840109 51.7012353, 11.6840149 51.7011322, 11.6840364 51.7010666, 11.6840847 51.7009926, 11.6844065 51.7006285)",,,
117406697,,,Mukrena,residential,False,False,33.739000000000004,"LINESTRING (11.6840109 51.7012353, 11.6840029 51.7013317, 11.6838984 51.7015282)",,,
117406697,,,Mukrena,residential,False,True,63.978,"LINESTRING (11.6840109 51.7012353, 11.6841289 51.7012395, 11.6843437 51.7012703, 11.6845105 51.7013111, 11.6846597 51.7013845, 11.684842 51.7014607)",,,
117406698,,,Mukrena,residential,False,False,28.057,"LINESTRING (11.6837138 51.7031302, 11.684073 51.703249)",,,
117406698,,,Mukrena,residential,False,True,95.904,"LINESTRING (11.6837138 51.7031302, 11.6834121 51.7029822, 11.6832415 51.702805, 11.6833477 51.7026365, 11.6834869 51.702416)",,,
117406698,,,Mukrena,residential,False,False,33.375,"LINESTRING (11.684073 51.703249, 11.6844975 51.7033935)",,,
117406698,,,Mukrena,residential,False,True,28.057,"LINESTRING (11.684073 51.703249, 11.6837138 51.7031302)",,,
117406682,,,,living_street,False,True,33.721999999999994,"LINESTRING (11.684073 51.703249, 11.6842932 51.7032415, 11.6845601 51.7032216)",,,
184253001,,,Georgenstraße,living_street,False,False,23.277,"LINESTRING (11.6832685 51.6982856, 11.6834127 51.6980963)",,,
187873285,,,Georgenstraße,residential,False,False,55.673,"LINESTRING (11.6832685 51.6982856, 11.6831708 51.6987826)",,,
"[184253000, 184253001, 117409614, 1123844625, 1123844626]",,,Georgenstraße,living_street,False,True,208.61399999999998,"LINESTRING (11.6832685 51.6982856, 11.6829518 51.6983832, 11.682468 51.6985604, 11.6821174 51.6987162, 11.681954 51.6987888, 11.6817491 51.6989793, 11.681552 51.6992296, 11.6814929 51.6992662, 11.6811266 51.6993037, 11.6809973 51.6993193, 11.6809251 51.699328)",,,yes
25826574,2,L 153,Schaperallee,secondary,False,True,248.565,"LINESTRING (11.6847042 51.6983099, 11.6838272 51.6988406, 11.6835174 51.6990568, 11.6833685 51.6991789, 11.683166 51.6993851, 11.6829783 51.6996112, 11.6825777 51.7000883)",,50,
117409617,,,Bergstraße,living_street,False,True,92.86300000000001,"LINESTRING (11.6847042 51.6983099, 11.6845182 51.6982537, 11.6842579 51.6981902, 11.683976 51.6981463, 11.6836303 51.6981262, 11.6834127 51.6980963)",,,
"[159823014, 159814193, 1087587058, 1087587059, 159814194]",2,K 2111,Naundorfer Straße,tertiary,False,False,185.375,"LINESTRING (11.6809251 51.699328, 11.6809188 51.6991417, 11.6809452 51.6990518, 11.6809813 51.6989316, 11.6810778 51.6988184, 11.6813479 51.6986346, 11.681437 51.6985486, 11.6814929 51.6984747, 11.6815768 51.6983241, 11.6817139 51.6981293, 11.6818532 51.6979815, 11.6819986 51.6978449)",,,yes
159823014,2,K 2111,Naundorfer Straße,tertiary,False,True,34.679,"LINESTRING (11.6809251 51.699328, 11.6809339 51.6994623, 11.6809473 51.6995426, 11.6809841 51.6996366)",,,
"[184253000, 184253001, 117409614, 1123844625, 1123844626]",,,Georgenstraße,living_street,False,False,208.61399999999998,"LINESTRING (11.6809251 51.699328, 11.6809973 51.6993193, 11.6811266 51.6993037, 11.6814929 51.6992662, 11.681552 51.6992296, 11.6817491 51.6989793, 11.681954 51.6987888, 11.6821174 51.6987162, 11.682468 51.6985604, 11.6829518 51.6983832, 11.6832685 51.6982856)",,,yes
184253001,,,Georgenstraße,living_street,False,True,23.277,"LINESTRING (11.6834127 51.6980963, 11.6832685 51.6982856)",,,
117409617,,,Bergstraße,living_street,False,False,92.86299999999999,"LINESTRING (11.6834127 51.6980963, 11.6836303 51.6981262, 11.683976 51.6981463, 11.6842579 51.6981902, 11.6845182 51.6982537, 11.6847042 51.6983099)",,,
117409617,,,Bergstraße,living_street,False,True,101.868,"LINESTRING (11.6834127 51.6980963, 11.6830284 51.6979923, 11.6825216 51.6978999, 11.6819986 51.6978449)",,,
117409617,,,Bergstraße,living_street,False,False,101.868,"LINESTRING (11.6819986 51.6978449, 11.6825216 51.6978999, 11.6830284 51.6979923, 11.6834127 51.6980963)",,,
136100966,,,Bergstraße,residential,False,False,78.52499999999999,"LINESTRING (11.6819986 51.6978449, 11.6817946 51.6978474, 11.6816372 51.697832, 11.6812344 51.697752, 11.6808898 51.6977045)",,,
"[159823014, 159814193, 159814194, 1087587059, 1087587058]",2,K 2111,Naundorfer Straße,tertiary,False,True,185.37499999999997,"LINESTRING (11.6819986 51.6978449, 11.6818532 51.6979815, 11.6817139 51.6981293, 11.6815768 51.6983241, 11.6814929 51.6984747, 11.681437 51.6985486, 11.6813479 51.6986346, 11.6810778 51.6988184, 11.6809813 51.6989316, 11.6809452 51.6990518, 11.6809188 51.6991417, 11.6809251 51.699328)",,,yes
183543806,,,Bernburger Straße,residential,False,False,11.15,"LINESTRING (11.6741243 51.7056066, 11.6742392 51.705536)",,,
128681172,,,Lehmstraße,residential,False,False,59.169,"LINESTRING (11.6741243 51.7056066, 11.6740049 51.7055164, 11.6739258 51.7054325, 11.6738373 51.7053311, 11.6737091 51.7051443)",,,
26185180,2,L 85,Sanderslebener Straße,secondary,False,False,28.48,"LINESTRING (11.6772834 51.7002284, 11.6768801 51.7001725)",,,
26185180,2,L 85,Sanderslebener Straße,secondary,False,True,42.95,"LINESTRING (11.6772834 51.7002284, 11.6778905 51.7003157)",,,
136116597,,,Poststraße,residential,False,True,184.911,"LINESTRING (11.6772834 51.7002284, 11.6773837 51.700482, 11.6774523 51.7008358, 11.6774538 51.7009124, 11.6771758 51.7018463, 11.6771726 51.701857, 11.6771702 51.7018652)",,,
136116600,,,Karl-Trimpler-Straße,residential,False,False,81.334,"LINESTRING (11.6772834 51.7002284, 11.6772665 51.7000925, 11.6772725 51.6999467, 11.6773337 51.699499)",,,
854316948,,,Karl-Trimpler-Straße,residential,False,True,25.917,"LINESTRING (11.6779311 51.6980116, 11.6776092 51.6981321)",,,
854316948,,,Karl-Trimpler-Straße,residential,False,False,21.991999999999997,"LINESTRING (11.6779311 51.6980116, 11.6780606 51.6980007, 11.6782357 51.6980438)",,,
136098246,,,Breite,residential,False,False,22.408,"LINESTRING (11.6782357 51.6980438, 11.6782781 51.697844)",,,
187873289,,,Bachstraße,residential,False,False,53.407,"LINESTRING (11.6782357 51.6980438, 11.6789872 51.698161)",,,
136116599,,,Breite,residential,False,False,61.193999999999996,"LINESTRING (11.6782357 51.6980438, 11.6783237 51.6982266, 11.6785064 51.6985118, 11.6785643 51.6985504)",,,
854316948,,,Karl-Trimpler-Straße,residential,False,True,21.991999999999997,"LINESTRING (11.6782357 51.6980438, 11.6780606 51.6980007, 11.6779311 51.6980116)",,,
136116595,,,Lindenhofstraße,residential,False,True,479.40099999999995,"LINESTRING (11.6773179 51.6983531, 11.6772491 51.6983486, 11.6768159 51.6984763, 11.6763175 51.6985744, 11.675876 51.6986249, 11.675294 51.6987157, 11.6750124 51.6987343, 11.6748385 51.6987371, 11.6743887 51.6987268, 11.6735436 51.6987104, 11.6727604 51.6987004, 11.6722631 51.6986795, 11.6716856 51.6986913, 11.6716128 51.6987061, 11.6715536 51.6987573, 11.6714971 51.6989114, 11.6714904 51.6989428, 11.6713914 51.6992799, 11.6713752 51.6993945)",,,
136116600,,,Karl-Trimpler-Straße,residential,False,False,32.062,"LINESTRING (11.6773179 51.6983531, 11.6774365 51.6982305, 11.6776092 51.6981321)",,,
136116600,,,Karl-Trimpler-Straße,residential,False,True,102.42000000000002,"LINESTRING (11.6773179 51.6983531, 11.6772901 51.6985026, 11.6773647 51.6992718)",,,
136116600,,,Karl-Trimpler-Straße,residential,False,False,102.42000000000002,"LINESTRING (11.6773647 51.6992718, 11.6772901 51.6985026, 11.6773179 51.6983531)",,,
136116600,,,Karl-Trimpler-Straße,residential,False,True,25.354,"LINESTRING (11.6773647 51.6992718, 11.6773602 51.6993048, 11.6773337 51.699499)",,,
187873292,,,Pulverhof,residential,False,False,89.857,"LINESTRING (11.6773647 51.6992718, 11.6783008 51.6993706, 11.6782613 51.6995888)",,,
136116594,,,Sonnenstraße,residential,True,False,16.667,"LINESTRING (11.6799527 51.6994465, 11.6798138 51.6995692)",,,
136116599,,,Breite,residential,False,False,74.286,"LINESTRING (11.6799527 51.6994465, 11.6800778 51.6994832, 11.6809841 51.6996366)",,,
136116599,,,Breite,residential,False,True,139.483,"LINESTRING (11.6799527 51.6994465, 11.6792657 51.6991034, 11.678944 51.6989103, 11.6785643 51.6985504)",,,
133219270,,,Grabenstraße,residential,False,False,44.493,"LINESTRING (11.6771382 51.7019062, 11.677696 51.7021077)",,,
136116597,,,Poststraße,residential,False,False,5.064,"LINESTRING (11.6771382 51.7019062, 11.6771702 51.7018652)",,,
136116598,,,Gartenstraße,residential,False,True,272.376,"LINESTRING (11.6771382 51.7019062, 11.6767563 51.7023242, 11.6763808 51.7027431, 11.6761659 51.7029651, 11.6758659 51.7032019, 11.6755427 51.7034554, 11.6751873 51.703684, 11.6748288 51.7038696)",,,
133219271,,,Walkhoffstraße,residential,False,False,118.441,"LINESTRING (11.6736808 51.7019457, 11.6739199 51.7020317, 11.674146 51.702113, 11.6742003 51.7021587, 11.6742055 51.7022102, 11.6741665 51.7022549, 11.6741063 51.7022945, 11.6740187 51.702313, 11.6738875 51.7022849, 11.673796 51.7022391, 11.6736808 51.7019457)",,,
133219271,,,Walkhoffstraße,residential,False,True,118.441,"LINESTRING (11.6736808 51.7019457, 11.673796 51.7022391, 11.6738875 51.7022849, 11.6740187 51.702313, 11.6741063 51.7022945, 11.6741665 51.7022549, 11.6742055 51.7022102, 11.6742003 51.7021587, 11.674146 51.702113, 11.6739199 51.7020317, 11.6736808 51.7019457)",,,
133219271,,,Walkhoffstraße,residential,False,True,109.25,"LINESTRING (11.6736808 51.7019457, 11.6735297 51.7018913, 11.6722895 51.7014748)",,,
133219270,,,Grabenstraße,residential,False,True,44.493,"LINESTRING (11.677696 51.7021077, 11.6771382 51.7019062)",,,
479581293,,,Neue Torstraße,residential,False,True,47.979,"LINESTRING (11.677696 51.7021077, 11.6773635 51.7024868)",,,
133219270,,,Grabenstraße,residential,False,False,59.672000000000004,"LINESTRING (11.677696 51.7021077, 11.678154 51.7021177, 11.6784084 51.7021466, 11.6785552 51.7021623)",,,
136098246,,,Breite,residential,False,False,28.879,"LINESTRING (11.6782344 51.6973728, 11.6781462 51.6971189)",,,
136098246,,,Breite,residential,False,True,52.650999999999996,"LINESTRING (11.6782344 51.6973728, 11.6782843 51.6976169, 11.6782912 51.6977117, 11.6782781 51.697844)",,,
187873290,,,Bachstraße,residential,False,False,68.741,"LINESTRING (11.6782344 51.6973728, 11.678507 51.6974387, 11.6790928 51.6976816)",,,
136116599,,,Breite,residential,False,False,139.483,"LINESTRING (11.6785643 51.6985504, 11.678944 51.6989103, 11.6792657 51.6991034, 11.6799527 51.6994465)",,,
136116599,,,Breite,residential,False,True,61.194,"LINESTRING (11.6785643 51.6985504, 11.6785064 51.6985118, 11.6783237 51.6982266, 11.6782357 51.6980438)",,,
329171905,,,,residential,False,True,52.219,"LINESTRING (11.6785643 51.6985504, 11.6788923 51.6982379, 11.6789872 51.698161)",,,
854316948,,,Karl-Trimpler-Straße,residential,False,False,25.917,"LINESTRING (11.6776092 51.6981321, 11.6779311 51.6980116)",,,
136116600,,,Karl-Trimpler-Straße,residential,False,True,32.062,"LINESTRING (11.6776092 51.6981321, 11.6774365 51.6982305, 11.6773179 51.6983531)",,,
187873289,,,Bachstraße,residential,False,True,53.407,"LINESTRING (11.6789872 51.698161, 11.6782357 51.6980438)",,,
329171905,,,,residential,False,False,52.219,"LINESTRING (11.6789872 51.698161, 11.6788923 51.6982379, 11.6785643 51.6985504)",,,
329518923,,,Bachstraße,residential,False,True,50.016,"LINESTRING (11.6789872 51.698161, 11.6793093 51.698005, 11.679362 51.6978113)",,,
26185180,2,L 85,Sanderslebener Straße,secondary,False,True,150.414,"LINESTRING (11.6795297 51.7006665, 11.6815569 51.7011678)",,,
26185180,2,L 85,Sanderslebener Straße,secondary,False,False,78.52799999999999,"LINESTRING (11.6795297 51.7006665, 11.6787512 51.7004666, 11.6784691 51.7004094)",,,
136104053,,,Sonnenstraße,residential,False,False,184.33800000000002,"LINESTRING (11.6795297 51.7006665, 11.6795357 51.7008386, 11.6795425 51.7009623, 11.6795743 51.7010783, 11.6797197 51.70135, 11.6797909 51.7015045, 11.6799532 51.7016626, 11.6801062 51.7017549, 11.6803054 51.7018376, 11.6807794 51.7019857)",,,
136104053,,,Sonnenstraße,residential,False,True,184.338,"LINESTRING (11.6807794 51.7019857, 11.6803054 51.7018376, 11.6801062 51.7017549, 11.6799532 51.7016626, 11.6797909 51.7015045, 11.6797197 51.70135, 11.6795743 51.7010783, 11.6795425 51.7009623, 11.6795357 51.7008386, 11.6795297 51.7006665)",,,
570070857,2,L 153,Saaleplatz,secondary,False,False,24.993,"LINESTRING (11.6807794 51.7019857, 11.6807244 51.7020306, 11.6805999 51.7021379, 11.6805867 51.7021732)",,,
"[570070857, 25477061]","['2', '3']",L 153,Saaleplatz,secondary,False,True,106.01400000000001,"LINESTRING (11.6807794 51.7019857, 11.6810664 51.7017601, 11.6811367 51.7016907, 11.6812763 51.7015211, 11.6814467 51.7013065, 11.6815569 51.7011678)",,,
26185180,2,L 85,Sanderslebener Straße,secondary,False,True,20.141,"LINESTRING (11.6713752 51.6993945, 11.6716637 51.6994234)",,,
136116595,,,Lindenhofstraße,residential,False,False,479.401,"LINESTRING (11.6713752 51.6993945, 11.6713914 51.6992799, 11.6714904 51.6989428, 11.6714971 51.6989114, 11.6715536 51.6987573, 11.6716128 51.6987061, 11.6716856 51.6986913, 11.6722631 51.6986795, 11.6727604 51.6987004, 11.6735436 51.6987104, 11.6743887 51.6987268, 11.6748385 51.6987371, 11.6750124 51.6987343, 11.675294 51.6987157, 11.675876 51.6986249, 11.6763175 51.6985744, 11.6768159 51.6984763, 11.6772491 51.6983486, 11.6773179 51.6983531)",,,
136100966,,,Bergstraße,residential,False,True,78.52499999999999,"LINESTRING (11.6808898 51.6977045, 11.6812344 51.697752, 11.6816372 51.697832, 11.6817946 51.6978474, 11.6819986 51.6978449)",,,
"[159810274, 159810387]",,,Markt,residential,False,"[False, True]",67.529,"LINESTRING (11.6756543 51.704122, 11.6758165 51.704122, 11.6760002 51.7042292, 11.6761659 51.704272, 11.6764609 51.7041178)",,,
416560920,,,An der Kirche,residential,False,False,20.598,"LINESTRING (11.6756543 51.704122, 11.6756101 51.7040539, 11.6755061 51.7039625)",,,
416560920,,,An der Kirche,residential,False,True,40.249,"LINESTRING (11.6756543 51.704122, 11.6756054 51.7041961, 11.6755977 51.7042587, 11.6756161 51.7043448, 11.6756483 51.7043905, 11.6757005 51.7044663)",,,
479581293,,,Neue Torstraße,residential,False,False,34.908,"LINESTRING (11.6770825 51.702748, 11.6773635 51.7024868)",,,
