osmid,name,highway,oneway,reversed,length,maxspeed,geometry,lanes,bridge,width,ref
250521980,Oberstraße,tertiary,False,False,29.106,,"LINESTRING (11.7701453 51.214351, 11.7702761 51.2145996)",,,,
"[5001425, 250521355, 1136759700]",Schützenstraße,tertiary,False,False,220.98999999999998,30,"LINESTRING (11.7701453 51.214351, 11.7708599 51.2141816, 11.7711361 51.2141161, 11.7714895 51.2140073, 11.7715703 51.2139701, 11.7716583 51.2139243, 11.771746 51.2138553, 11.7718221 51.2137785, 11.7718903 51.2136808, 11.7719535 51.2135261, 11.7719739 51.2134167, 11.7719673 51.2132971, 11.7718756 51.2130354)",,,,
23227382,Oberstraße,tertiary,False,True,74.688,30,"LINESTRING (11.7701453 51.214351, 11.7701029 51.2142731, 11.7697885 51.2137176)",,,,
"[25592488, 365662224]",Schlossstraße,residential,False,False,222.18800000000005,30,"LINESTRING (11.7703648 51.2103354, 11.7704333 51.2102824, 11.7708611 51.210126, 11.7709924 51.2100683, 11.7713313 51.2098885, 11.7716474 51.2097276, 11.7720157 51.209591, 11.7721466 51.2095551, 11.7722807 51.2095349, 11.772554 51.2095102, 11.7727734 51.2094965, 11.7731395 51.2095212)",,,,
250521349,Brückenstraße,tertiary,True,False,91.66499999999999,30,"LINESTRING (11.7703648 51.2103354, 11.7708142 51.2104709, 11.7710596 51.2105465, 11.7711827 51.2105844, 11.7712642 51.2106189, 11.7713098 51.2106458, 11.7713648 51.210694, 11.7714107 51.2107472, 11.7714231 51.2107804)",,,,
"[5001427, 250663230, 250663223]","['Oberstraße', 'Querfurter Straße']",tertiary,False,True,111.59200000000001,,"LINESTRING (11.7711894 51.2163503, 11.7710467 51.2164086, 11.7705209 51.2165871, 11.7700401 51.2167956, 11.7698386 51.2168872)",2,,,
250521981,Oberstraße,tertiary,False,True,210.904,,"LINESTRING (11.7711894 51.2163503, 11.7712605 51.2162751, 11.7712806 51.2162349, 11.7712858 51.2161797, 11.7712753 51.2161038, 11.7712714 51.216082, 11.7712417 51.2159627, 11.7711894 51.2158611, 11.7710526 51.2156631, 11.770963 51.2155379, 11.7709108 51.2154575, 11.7708337 51.2153423, 11.7708045 51.2152987, 11.7703938 51.2147929, 11.7702761 51.2145996)",,,,
1110079243,Merseburger Straße,tertiary,False,False,16.033,,"LINESTRING (11.7711894 51.2163503, 11.7712483 51.2163945, 11.771311 51.2164717)",2,,,
22937744,Schulstraße,residential,False,False,35.614,,"LINESTRING (11.7718756 51.2130354, 11.7718111 51.2130436, 11.7715691 51.2130754, 11.7715278 51.2131051, 11.7714601 51.2131785)",,,,
"[5001425, 250521355, 1136759700]",Schützenstraße,tertiary,False,True,220.99,30,"LINESTRING (11.7718756 51.2130354, 11.7719673 51.2132971, 11.7719739 51.2134167, 11.7719535 51.2135261, 11.7718903 51.2136808, 11.7718221 51.2137785, 11.771746 51.2138553, 11.7716583 51.2139243, 11.7715703 51.2139701, 11.7714895 51.2140073, 11.7711361 51.2141161, 11.7708599 51.2141816, 11.7701453 51.214351)",,,,
25574370,Johannisstraße,tertiary,False,False,62.334,,"LINESTRING (11.7670685 51.2123929, 11.7679381 51.2122606)",,,,
37000471,Hohe Straße,tertiary,True,False,74.813,,"LINESTRING (11.7670685 51.2123929, 11.7674212 51.2130284)",,,,
200914324,Johannisstraße,tertiary,False,True,74.315,,"LINESTRING (11.7670685 51.2123929, 11.7664043 51.2124801, 11.7663301 51.2125122, 11.7662602 51.2125187, 11.7662155 51.2125207, 11.766043 51.2124832)",,,,
28013002,Steinstraße,tertiary,False,False,63.763,,"LINESTRING (11.7674212 51.2130284, 11.7682817 51.2128328)",,,,
"[5001427, 250663230, 250663223]","['Oberstraße', 'Querfurter Straße']",tertiary,False,False,111.592,,"LINESTRING (11.7698386 51.2168872, 11.7700401 51.2167956, 11.7705209 51.2165871, 11.7710467 51.2164086, 11.7711894 51.2163503)",2,,,
28012795,Herrenstraße,tertiary,True,False,46.339,30,"LINESTRING (11.7705719 51.2135472, 11.770382 51.2131478)",,,,
25574379,Schulstraße,residential,False,False,79.842,30,"LINESTRING (11.7705719 51.2135472, 11.7708773 51.2134829, 11.7713253 51.2133478, 11.771439 51.213292, 11.7714601 51.2131785)",,,,
"[24918744, 167174283, 167174284, 167174285]",An der Schleuse,tertiary,False,False,183.09300000000002,30,"LINESTRING (11.7699481 51.2101383, 11.7696057 51.2099049, 11.7695954 51.2098967, 11.7689258 51.2094469, 11.7688919 51.2094296, 11.7688663 51.2094168, 11.7687704 51.2093751, 11.7686095 51.2093081, 11.7682775 51.2091579, 11.7681196 51.2090923, 11.7679983 51.2090504)","['2', '1']",yes,4,
28180898,An der Schleuse,tertiary,False,True,16.225,30,"LINESTRING (11.7699481 51.2101383, 11.7700575 51.2102274, 11.7700562 51.2102609)",,,,
