osmid,name,highway,maxspeed,width,oneway,reversed,length,geometry,bridge,lanes,access
32673613,Hauptstraße,residential,20,5,False,True,72.334,"LINESTRING (8.2309744 48.2115446, 8.2309471 48.2115525, 8.2308596 48.2115849, 8.230807 48.2116108, 8.230754 48.2116466, 8.2307104 48.2116823, 8.2304509 48.2119286, 8.2303264 48.2120196)",,,
"[66383360, 24707577, 24707578]","['Hauptstraße', 'Werderstraße']",residential,"['20', '50']",6,False,False,60.813,"LINESTRING (8.2309744 48.2115446, 8.2310092 48.2115343, 8.2310615 48.2115208, 8.2313825 48.2114532, 8.2314795 48.2114308, 8.2315553 48.2114049, 8.2316393 48.2113681, 8.2316774 48.2113486, 8.2317138 48.2113225)",yes,,
"[129698057, 1218639687]",Schloßstraße,residential,"['20', '30']",4,False,True,156.274,"LINESTRING (8.2309744 48.2115446, 8.2309592 48.2115161, 8.2309488 48.2114868, 8.2309417 48.211454, 8.2309404 48.2114174, 8.2309525 48.2113718, 8.2310237 48.2112232, 8.2310991 48.2109559, 8.2310947 48.2104861, 8.2310824 48.2102651, 8.2310401 48.2101587)",,,
"[66383369, 66383370, 18755484]",Bahnhofstraße,residential,"['20', '30']",,False,False,75.559,"LINESTRING (8.2297304 48.2123191, 8.2297685 48.2123605, 8.2298814 48.2124834, 8.2300344 48.2126526, 8.2300619 48.2126852, 8.2301222 48.2127653, 8.23021 48.2128703, 8.2302393 48.2129076)",yes,,
32673611,Hauptstraße,residential,20,4,False,True,143.92099999999996,"LINESTRING (8.2297304 48.2123191, 8.2295172 48.2123929, 8.2294367 48.2124248, 8.2292865 48.2124843, 8.228978 48.2126288, 8.2287907 48.2127421, 8.2286739 48.2128294, 8.2283776 48.2130745, 8.2282844 48.2131577)",,,
51736643,Hauptstraße,residential,20,,False,False,55.403,"LINESTRING (8.2297304 48.2123191, 8.2298984 48.2122467, 8.2301687 48.2121131, 8.2303264 48.2120196)",,,
249649124,Bahnhofstraße,residential,50,,False,False,27.754,"LINESTRING (8.2310327 48.213691, 8.2313104 48.2135235)",,,
"[128278779, 32673614]",Bahnhofstraße,residential,30,,False,True,107.613,"LINESTRING (8.2310327 48.213691, 8.2308536 48.2136156, 8.23069 48.2135029, 8.2306498 48.2134722, 8.2305926 48.2134184, 8.2305218 48.2133381, 8.2304684 48.2132602, 8.2304414 48.2132158, 8.2304212 48.2131826, 8.2303309 48.2130385, 8.2303066 48.2130018, 8.2302899 48.2129759, 8.2302393 48.2129076)",,,
249649126,Bahnhofstraße,residential,50,,False,False,26.697000000000003,"LINESTRING (8.2310327 48.213691, 8.2311834 48.2137237, 8.231377 48.2137617)",,,
"[44852972, 136669980, 23438759]",Poststraße,residential,30,5,False,"[False, True]",107.744,"LINESTRING (8.2279147 48.2135354, 8.2280422 48.2135716, 8.2282603 48.2136135, 8.2287235 48.2136636, 8.2290948 48.2136933, 8.2293261 48.2137478)",yes,,
"[249238592, 249238593]",Hauptstraße,residential,"['20', '30']",,False,False,50.153,"LINESTRING (8.2279147 48.2135354, 8.2280736 48.2133658, 8.2280973 48.2133401, 8.2281669 48.2132717, 8.2282844 48.2131577)",,,
1210243554,Hauptstraße,unclassified,30,7,False,True,133.192,"LINESTRING (8.2279147 48.2135354, 8.2274679 48.2139494, 8.2273442 48.2140671, 8.2271545 48.2142367, 8.2270257 48.2143673, 8.2268927 48.2145198)",,2,
136669956,Hohenweg,residential,30,,False,False,399.13300000000004,"LINESTRING (8.2293261 48.2137478, 8.2292305 48.2137677, 8.2291475 48.2137966, 8.2290885 48.2138203, 8.2288703 48.2139217, 8.2286634 48.2140855, 8.2285664 48.2141846, 8.2285341 48.2142772, 8.2285438 48.2143785, 8.2286311 48.2145853, 8.228686 48.214749, 8.2287022 48.2148632, 8.2286763 48.215014, 8.2285567 48.2153824, 8.2285405 48.2154966, 8.2285063 48.2156993, 8.2284392 48.2159424, 8.2283882 48.2161068, 8.2283272 48.2163062, 8.2281946 48.2165561, 8.2281105 48.2167845, 8.2280235 48.2169962, 8.2280145 48.2170207)",,,
136669977,Poststraße,residential,30,,False,True,12.123000000000001,"LINESTRING (8.2293261 48.2137478, 8.2293787 48.2137454, 8.2294372 48.2137456, 8.2294886 48.2137523)",,,
"[136669980, 44852972, 23438759]",Poststraße,residential,30,5,False,"[False, True]",107.74400000000001,"LINESTRING (8.2293261 48.2137478, 8.2290948 48.2136933, 8.2287235 48.2136636, 8.2282603 48.2136135, 8.2280422 48.2135716, 8.2279147 48.2135354)",yes,,
133302551,Poststraße,residential,30,5,False,True,134.211,"LINESTRING (8.2294886 48.2137523, 8.2295559 48.2137685, 8.229728 48.2138254, 8.2300497 48.2139453, 8.2307042 48.2141957, 8.2308425 48.2142562, 8.2310325 48.2143734)",,,
136669977,Poststraße,residential,30,,False,False,12.123,"LINESTRING (8.2294886 48.2137523, 8.2294372 48.2137456, 8.2293787 48.2137454, 8.2293261 48.2137478)",,,
"[1210243560, 23438760, 1210243559]",Am Kirchplatz,living_street,,,False,True,82.337,"LINESTRING (8.2294886 48.2137523, 8.2295497 48.2137087, 8.2296719 48.2136438, 8.2299274 48.2135189, 8.2299544 48.2135059, 8.2301827 48.2133893, 8.2304093 48.213375)",yes,,
66758744,Schloßstraße,residential,,4,False,False,83.128,"LINESTRING (8.2259025 48.2089243, 8.2259676 48.2090124, 8.2261969 48.2094503, 8.2262586 48.2095406, 8.2263249 48.2096148)",,,yes
"[66758744, 129698057]",Schloßstraße,residential,30,4,False,False,407.35999999999996,"LINESTRING (8.2263249 48.2096148, 8.2263842 48.2096707, 8.2264872 48.2097482, 8.2265705 48.20981, 8.2266406 48.2098524, 8.2268306 48.2099825, 8.2269231 48.2100321, 8.2270386 48.2100751, 8.2272849 48.2101468, 8.227447 48.2101714, 8.227555 48.2101785, 8.2278124 48.2101704, 8.2279613 48.2101657, 8.2284384 48.2101057, 8.2286101 48.2100619, 8.2287387 48.2100112, 8.2288693 48.2099461, 8.2292512 48.2098047, 8.2295564 48.2097162, 8.2297548 48.2096974, 8.2298769 48.2096907, 8.2299627 48.2096921, 8.2300541 48.2096969, 8.2305302 48.2097704, 8.2306583 48.2098057, 8.2307982 48.2098782, 8.2309219 48.2099835, 8.2310034 48.2100884, 8.2310401 48.2101587)",,,yes
