osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,maxspeed,bridge,tunnel,junction
265094557,2,S 54,Leipziger Straße,secondary,False,True,20.879,"LINESTRING (12.385941 50.818962, 12.3859839 50.8191478)",,,,
265094559,2,S 54,Leipziger Straße,secondary,False,False,186.157,"LINESTRING (12.385941 50.818962, 12.3859422 50.8187444, 12.3859621 50.8184961, 12.3859777 50.8183024, 12.3860494 50.8176498, 12.3860616 50.8174851, 12.3860074 50.8172932)",,,,
448155086,2,,Zeitzer Straße,tertiary,False,True,30.411,"LINESTRING (12.385941 50.818962, 12.385757 50.8189924, 12.3855222 50.8190312)",,,,
12838964,2,,Mannichswalder Platz,tertiary,False,False,129.60000000000002,"LINESTRING (12.3860074 50.8172932, 12.3859468 50.8172072, 12.3859056 50.8171684, 12.3858452 50.8171116, 12.3858066 50.8170894, 12.3856722 50.8170119, 12.385425 50.8168195, 12.3853407 50.8167087, 12.3852669 50.816559, 12.3852644 50.8164074, 12.385289 50.8162792)",,,,
32526125,,,Jakobsgasse,residential,False,True,99.14699999999999,"LINESTRING (12.3860074 50.8172932, 12.3857652 50.8173017, 12.3856561 50.8173056, 12.3854064 50.8173145, 12.3852029 50.8173254, 12.3849236 50.8173239, 12.3846017 50.8172921)",,,,
265094559,2,S 54,Leipziger Straße,secondary,False,True,186.157,"LINESTRING (12.3860074 50.8172932, 12.3860616 50.8174851, 12.3860494 50.8176498, 12.3859777 50.8183024, 12.3859621 50.8184961, 12.3859422 50.8187444, 12.385941 50.818962)",,,,
"[448155074, 10895403, 265094554]","['2', '3']",S 54,Jahnstraße,secondary,False,"[False, True]",98.97800000000001,"LINESTRING (12.3860074 50.8172932, 12.3862939 50.8173262, 12.3863368 50.8173342, 12.3866004 50.8173836, 12.3867615 50.8174336, 12.3870416 50.8175246, 12.3870935 50.8175375, 12.3873242 50.8175946)",,,,
265094554,2,S 54,Jahnstraße,secondary,False,False,5.014,"LINESTRING (12.3873242 50.8175946, 12.3873921 50.8176085)",,,,
"[448155074, 265094554, 10895403]","['2', '3']",S 54,Jahnstraße,secondary,False,"[False, True]",98.978,"LINESTRING (12.3873242 50.8175946, 12.3870935 50.8175375, 12.3870416 50.8175246, 12.3867615 50.8174336, 12.3866004 50.8173836, 12.3863368 50.8173342, 12.3862939 50.8173262, 12.3860074 50.8172932)",,,,
216048421,2,S 54,Neumarkt,secondary,True,False,21.915,"LINESTRING (12.3914112 50.8184852, 12.3915624 50.818546, 12.3916295 50.8185612, 12.3916902 50.8185672)",,,,
"[668663089, 216048515]",,,"['Neumarkt', 'Adlerstraße']",residential,False,False,110.501,"LINESTRING (12.3914112 50.8184852, 12.3917532 50.8181007, 12.3910251 50.8177943)",,,,
24462422,,,Amselstraße,residential,False,False,9.709,"LINESTRING (12.3916902 50.8185672, 12.3916931 50.8186545)",,,,
167861481,1,S 54,Neumarkt,secondary,True,False,79.899,"LINESTRING (12.3916902 50.8185672, 12.3917689 50.8185512, 12.391842 50.818505, 12.3922596 50.8181651, 12.3924661 50.818055)",50,,,
32549302,,,Gablenzer Straße,residential,False,False,88.918,"LINESTRING (12.3926915 50.8179787, 12.3925078 50.8178611, 12.3921978 50.8177439, 12.3920113 50.8176152, 12.3919809 50.8173843)",,,,
216048419,3,S 54,Neumarktstraße,secondary,False,True,18.029,"LINESTRING (12.3926915 50.8179787, 12.3925734 50.8180109, 12.3924661 50.818055)",50,,,
1072843056,3,S 54,Neumarktstraße,secondary,False,False,36.931,"LINESTRING (12.3926915 50.8179787, 12.3928167 50.8179635, 12.3932149 50.8179614)",50,,,
12838964,2,,Mannichswalder Platz,tertiary,False,True,129.6,"LINESTRING (12.385289 50.8162792, 12.3852644 50.8164074, 12.3852669 50.816559, 12.3853407 50.8167087, 12.385425 50.8168195, 12.3856722 50.8170119, 12.3858066 50.8170894, 12.3858452 50.8171116, 12.3859056 50.8171684, 12.3859468 50.8172072, 12.3860074 50.8172932)",,,,
32526102,2,,Schulstraße,tertiary,False,False,70.394,"LINESTRING (12.385289 50.8162792, 12.3853769 50.8159313, 12.3854402 50.8156534)",,,,
1064493800,,,Mannichswalder Straße,residential,False,False,136.60399999999998,"LINESTRING (12.385289 50.8162792, 12.3849688 50.8162338, 12.3838627 50.815782, 12.383607 50.815757, 12.3835671 50.8157531)",,,,
23971202,,,Ritterstraße,residential,False,False,101.034,"LINESTRING (12.3904682 50.8163967, 12.3919052 50.8163607)",,,,
24915097,,,Badergasse,residential,False,False,19.197,"LINESTRING (12.3904682 50.8163967, 12.3901978 50.8164216)",,,,
13880859,,,Bahnhofstraße,residential,False,False,50.602000000000004,"LINESTRING (12.3904682 50.8163967, 12.3904888 50.8160253, 12.3904934 50.8159419)",,,,
13880859,,,Bahnhofstraße,residential,False,True,50.602000000000004,"LINESTRING (12.3904934 50.8159419, 12.3904888 50.8160253, 12.3904682 50.8163967)",,,,
32549537,,,Fabrikstraße,residential,False,True,193.33399999999997,"LINESTRING (12.3904934 50.8159419, 12.3903954 50.815736, 12.3901473 50.8151807, 12.390093 50.8150521, 12.3899575 50.8147745, 12.3898987 50.8146415, 12.3897348 50.8142707)",,,,
265094549,,,Bahnhofstraße,residential,False,True,56.72,"LINESTRING (12.3904934 50.8159419, 12.3907554 50.8158019, 12.3911066 50.8156101)",,,,
14633746,,,Friedrich-August-Straße,residential,False,True,219.541,"LINESTRING (12.3897348 50.8142707, 12.3928342 50.8140194)",,,,
32549261,,,Fabrikstraße,residential,False,True,87.25300000000001,"LINESTRING (12.3897348 50.8142707, 12.3896947 50.8140745, 12.3896439 50.8137709, 12.3895971 50.8134909)",,,,
32549537,,,Fabrikstraße,residential,False,False,193.334,"LINESTRING (12.3897348 50.8142707, 12.3898987 50.8146415, 12.3899575 50.8147745, 12.390093 50.8150521, 12.3901473 50.8151807, 12.3903954 50.815736, 12.3904934 50.8159419)",,,,
"[34398769, 47002378, 47002377]",,,Friedrich-August-Straße,residential,False,False,87.651,"LINESTRING (12.3897348 50.8142707, 12.389607 50.8142966, 12.3893282 50.8143535, 12.3892659 50.8143664, 12.3891498 50.8143905, 12.3891195 50.8143968, 12.3889188 50.8144385, 12.3888572 50.8144513, 12.3885488 50.8145153)",,yes,,
14633748,2,,Parkhausstraße,unclassified,False,False,170.22499999999997,"LINESTRING (12.3885488 50.8145153, 12.3884549 50.8143244, 12.3883483 50.8141077, 12.3882933 50.8139958, 12.3882779 50.8139683, 12.3882679 50.813954, 12.3882507 50.8139138, 12.3882195 50.8137151, 12.388243 50.8135223, 12.3883197 50.813348, 12.3883263 50.8133231, 12.3883306 50.8132638, 12.3883311 50.8130908, 12.3883018 50.8130245)",,,,
46667104,,,Friedrich-August-Straße,living_street,True,False,113.81299999999999,"LINESTRING (12.3885488 50.8145153, 12.3884388 50.8145381, 12.3881997 50.8145878, 12.3877997 50.8146463, 12.3869616 50.8146969)",,,,
"[47002377, 47002378, 34398769]",,,Friedrich-August-Straße,residential,False,True,87.651,"LINESTRING (12.3885488 50.8145153, 12.3888572 50.8144513, 12.3889188 50.8144385, 12.3891195 50.8143968, 12.3891498 50.8143905, 12.3892659 50.8143664, 12.3893282 50.8143535, 12.389607 50.8142966, 12.3897348 50.8142707)",,yes,,
14633746,,,Friedrich-August-Straße,residential,False,False,219.541,"LINESTRING (12.3928342 50.8140194, 12.3897348 50.8142707)",,,,
17245642,,,Gartenstraße,unclassified,False,False,77.69300000000001,"LINESTRING (12.3928342 50.8140194, 12.3928981 50.8136818, 12.3929013 50.8133231)",,,,
"[265094548, 1064303261, 23971294]",,,Bahnhofstraße,residential,False,False,219.213,"LINESTRING (12.3928342 50.8140194, 12.3925728 50.8144716, 12.3925333 50.8145399, 12.3925048 50.8145891, 12.3923649 50.8147705, 12.3922116 50.8149252, 12.3921259 50.8150033, 12.3920862 50.8150342, 12.3918537 50.8151853, 12.3911905 50.8155624, 12.3911066 50.8156101)",,,,
23971125,,,Mannichswalder Straße,residential,False,True,31.945,"LINESTRING (12.3799493 50.8155346, 12.3803989 50.8155775)",,,,
23971153,,,David-Friedrich-Oehler-Straße,residential,False,False,100.343,"LINESTRING (12.3799493 50.8155346, 12.3799984 50.8153027, 12.3800939 50.8151365, 12.38021 50.815057, 12.3803812 50.8149833, 12.3807613 50.8149051)",,,,
32525927,,,Wilhelm-Liebknecht-Straße,residential,False,True,216.339,"LINESTRING (12.3829588 50.8174112, 12.3817527 50.8170974, 12.3813857 50.8170019, 12.3800636 50.8167561)",,,,
32526125,,,Jakobsgasse,residential,False,False,126.274,"LINESTRING (12.3829588 50.8174112, 12.3831684 50.8173086, 12.3833115 50.8172443, 12.3834684 50.8171934, 12.3836347 50.8171562, 12.3837202 50.8171491, 12.3837581 50.817146, 12.3839667 50.8171568, 12.3846017 50.8172921)",,,,
46045209,,,Jakobsgasse,residential,False,True,76.91499999999999,"LINESTRING (12.3829588 50.8174112, 12.3826798 50.8176179, 12.3824451 50.8177857, 12.3822359 50.8179306)",,,,
45879955,,,Mühlgasse,residential,True,False,122.19,"LINESTRING (12.3882852 50.8177455, 12.3882589 50.8178454, 12.3882462 50.8179007, 12.3882334 50.8179564, 12.3882214 50.8181597, 12.3882283 50.8182338, 12.3882321 50.8182741, 12.388271 50.8184275, 12.3883609 50.8186478, 12.388448 50.8187282, 12.3885513 50.8187859)",,,,
265094554,2,S 54,Jahnstraße,secondary,False,False,69.306,"LINESTRING (12.3882852 50.8177455, 12.3886327 50.8177527, 12.3887094 50.8177543, 12.3890268 50.8177609, 12.3892712 50.817766)",,,,
265094554,2,S 54,Jahnstraße,secondary,False,True,64.647,"LINESTRING (12.3882852 50.8177455, 12.3880112 50.8177123, 12.3876477 50.817661, 12.3875151 50.8176338, 12.3873921 50.8176085)",,,,
265094557,2,S 54,Leipziger Straße,secondary,False,False,20.879,"LINESTRING (12.3859839 50.8191478, 12.385941 50.818962)",,,,
265094557,2,S 54,Leipziger Straße,secondary,False,True,136.336,"LINESTRING (12.3859839 50.8191478, 12.386023 50.8192855, 12.3861137 50.8196049, 12.3864043 50.8200906, 12.3864845 50.8203277)",,,,
45879806,,,Webergasse,residential,False,True,208.82700000000003,"LINESTRING (12.3896226 50.8205694, 12.3891912 50.8205152, 12.3891508 50.8205101, 12.3887565 50.8204414, 12.3885741 50.8203889, 12.3884668 50.820311, 12.3883381 50.820172, 12.3883166 50.8201525, 12.3882375 50.8200771, 12.3880926 50.820011, 12.3879867 50.8199221, 12.3877627 50.8197213, 12.387634 50.819573, 12.3875294 50.8194146)",,,,
45879945,,,Mühlgasse,residential,True,False,67.441,"LINESTRING (12.3885513 50.8187859, 12.3886344 50.8188393, 12.3887658 50.8189105, 12.3890287 50.8190367, 12.3892996 50.8191646)",,,,
45880171,,,Parkgasse,residential,False,False,70.20400000000001,"LINESTRING (12.3885513 50.8187859, 12.3883423 50.818881, 12.3878197 50.8190471, 12.3876832 50.8190958)",,,,
"[1101706288, 45882036]",,,,residential,False,"[False, True]",86.35399999999998,"LINESTRING (12.3885513 50.8187859, 12.3886747 50.818724, 12.3888208 50.8186249, 12.3888866 50.8185427, 12.3888903 50.8185074, 12.388896 50.8184529, 12.3888852 50.8183462, 12.3888635 50.8182033, 12.3888557 50.8181521, 12.3888464 50.8180948)",,,,
17245642,,,Gartenstraße,unclassified,False,True,65.088,"LINESTRING (12.392889 50.8127378, 12.3929013 50.8133231)",,,,
32549051,,,Wahlener Straße,residential,False,True,237.00900000000001,"LINESTRING (12.392889 50.8127378, 12.3923662 50.8127409, 12.3904546 50.812866, 12.3904166 50.8128685, 12.3895287 50.8129115)",,,,
14633748,2,,Parkhausstraße,unclassified,False,True,170.22499999999997,"LINESTRING (12.3883018 50.8130245, 12.3883311 50.8130908, 12.3883306 50.8132638, 12.3883263 50.8133231, 12.3883197 50.813348, 12.388243 50.8135223, 12.3882195 50.8137151, 12.3882507 50.8139138, 12.3882679 50.813954, 12.3882779 50.8139683, 12.3882933 50.8139958, 12.3883483 50.8141077, 12.3884549 50.8143244, 12.3885488 50.8145153)",,,,
14633749,2,,Werdauer Straße,unclassified,False,False,83.637,"LINESTRING (12.3883018 50.8130245, 12.3882663 50.8129261, 12.3882625 50.8129155, 12.388256 50.8128595, 12.3882562 50.8128268, 12.3882564 50.8127882, 12.3884311 50.8123501, 12.3884283 50.812289)",,,,
