osmid,highway,junction,oneway,reversed,length,geometry,lanes,name,maxspeed,ref,bridge,access
"[55947296, 20191323]",residential,,False,True,86.899,"LINESTRING (10.2481354 51.7291805, 10.2481284 51.7292196, 10.2481385 51.7293381, 10.2481085 51.7294139, 10.2480782 51.7296591, 10.2480553 51.7299583)",,Dielenplan,30,,,
24622694,unclassified,,True,False,171.65099999999998,"LINESTRING (10.2478173 51.7275923, 10.247737 51.7274596, 10.2476862 51.7272342, 10.2476723 51.7271342, 10.2476946 51.7268719, 10.2477272 51.7264838, 10.2477188 51.7264176, 10.2477022 51.726348, 10.247648 51.7261802, 10.2476183 51.7261069, 10.2475933 51.7260708)",,Dörgestraße,30,,,
27741464,residential,,True,False,25.074,"LINESTRING (10.2493323 51.7292001, 10.2492309 51.7292112, 10.2491578 51.7292016, 10.2490693 51.7291966, 10.2489721 51.7292014)",1,Eisensteinstraße,,,,
"[8440929, 40808451]",unclassified,,True,False,33.168000000000006,"LINESTRING (10.2493323 51.7292001, 10.2492765 51.7291659, 10.2491814 51.7290883, 10.2490514 51.7289591)",2,Marienmühle,30,,,
8444432,unclassified,,True,False,69.33699999999999,"LINESTRING (10.2542778 51.7249148, 10.2544338 51.7249061, 10.2550913 51.7248249, 10.2552472 51.7248068, 10.255268 51.7248051)",,Jacobitorstraße,30,,,
"[24621105, 730104091]",residential,,True,False,134.007,"LINESTRING (10.2542778 51.7249148, 10.2543249 51.7243949, 10.254036 51.7244009, 10.2539552 51.723898)",,"['Schloßplatz', 'Burgfrieden']",30,,,
"[4802480, 319693416]",tertiary,,False,False,119.39299999999999,"LINESTRING (10.2564108 51.724677, 10.2564066 51.724418, 10.2564019 51.724304, 10.2563815 51.7240168, 10.2563664 51.7238712, 10.2563646 51.7237561, 10.2563805 51.72367, 10.2563986 51.7236349, 10.256416 51.7236083)","['2', '3']",Herzberger Straße,30,,,
25903744,unclassified,,True,False,62.84400000000001,"LINESTRING (10.2564108 51.724677, 10.2562778 51.7247071, 10.2560836 51.7247194, 10.2559636 51.7247398, 10.2559023 51.7247661, 10.2558711 51.7247895, 10.2558493 51.7248363, 10.2558509 51.7249113, 10.2558513 51.7249905)",1,Im Badegarten,30,,,
"[4802478, 609973431]",unclassified,,True,False,195.358,"LINESTRING (10.256102 51.7273189, 10.2560444 51.7273899, 10.2559626 51.7274418, 10.2558425 51.7274793, 10.2554697 51.7275602, 10.2550761 51.7276533, 10.2548508 51.7277675, 10.2546228 51.7279096, 10.2543544 51.7280711, 10.254131 51.7282311, 10.2539275 51.7283759)",2,Hoelemannpromenade,30,,,
265074885,residential,,False,True,45.696,"LINESTRING (10.256102 51.7273189, 10.2562415 51.7273355, 10.2563595 51.7273405, 10.2565151 51.7273206, 10.2567243 51.7272425)",,Hoelemannpromenade,30,,,
"[319693416, 4802480]",tertiary,,False,True,119.39300000000001,"LINESTRING (10.256416 51.7236083, 10.2563986 51.7236349, 10.2563805 51.72367, 10.2563646 51.7237561, 10.2563664 51.7238712, 10.2563815 51.7240168, 10.2564019 51.724304, 10.2564066 51.724418, 10.2564108 51.724677)","['2', '3']",Herzberger Straße,30,,,
8569926,unclassified,roundabout,True,False,42.07999999999999,"LINESTRING (10.2475933 51.7260708, 10.2475352 51.7260677, 10.24748 51.726056, 10.247431 51.7260366, 10.2473908 51.7260104, 10.2473619 51.725979, 10.2473457 51.7259432, 10.2473442 51.725906, 10.2473598 51.725866, 10.2473924 51.7258301, 10.2474395 51.7258011)",1,,30,,,
4802476,secondary,roundabout,True,False,13.823999999999998,"LINESTRING (10.2542763 51.7287222, 10.2542368 51.7287267, 10.2541969 51.728724, 10.2541599 51.7287144, 10.254129 51.7286986, 10.2541066 51.7286779)",1,Scheerenberger Straße,50,,,
"[27297952, 24635570]",tertiary,,False,True,250.78799999999998,"LINESTRING (10.2542763 51.7287222, 10.254323 51.7287571, 10.2544778 51.7288981, 10.254552 51.7289898, 10.2546873 51.7291832, 10.2547156 51.7292322, 10.2549046 51.729614, 10.2549626 51.7296727, 10.2550289 51.7297398, 10.2555117 51.7300969, 10.2555527 51.7301397, 10.2555591 51.7301461, 10.2555846 51.7301691, 10.25577 51.730332, 10.2560157 51.7304868, 10.2561343 51.7305558, 10.2561977 51.7306001)",2,"['Hauptstraße', 'Johannisvorstadt']",50,,,
4802476,secondary,roundabout,True,False,8.294,"LINESTRING (10.2541066 51.7286779, 10.254093 51.7286416, 10.2541056 51.7286051)",1,Scheerenberger Straße,50,,,
"[609973432, 24895113, 318280026]",secondary,,False,True,765.047,"LINESTRING (10.2541066 51.7286779, 10.2540441 51.7286835, 10.2539752 51.7287043, 10.2539221 51.7287209, 10.2531054 51.7292582, 10.2523322 51.7297261, 10.2518756 51.7298966, 10.2514782 51.730033, 10.2510232 51.7301736, 10.2506572 51.73023, 10.2480387 51.7304056, 10.2478351 51.7304142, 10.2456929 51.7305517, 10.2439304 51.7306656)",2,"['Am Röddenberg', 'Am Scheebrink']",50,,,
4802476,secondary,roundabout,True,False,18.958,"LINESTRING (10.2541056 51.7286051, 10.2541314 51.7285815, 10.254168 51.7285645, 10.2542117 51.7285558, 10.2542575 51.7285564, 10.2543006 51.7285662, 10.2543361 51.7285842)",1,Scheerenberger Straße,50,,,
"[40969848, 39135174, 39135175]",unclassified,,False,True,18.714,"LINESTRING (10.2541056 51.7286051, 10.254021 51.7285681, 10.2538978 51.7285017, 10.2538947 51.7284994)",2,"['Johannistor-Brücke', 'Johannistorstraße', 'Scheerenberger Straße']",50,,yes,
8352237,unclassified,,True,False,85.78699999999999,"LINESTRING (10.2478217 51.7258885, 10.2479199 51.7258776, 10.2481508 51.7258553, 10.2489126 51.7257736, 10.2490494 51.7257586)",1,Neustädter Tor,30,,,
8569926,unclassified,roundabout,True,False,29.177,"LINESTRING (10.2478217 51.7258885, 10.2478268 51.7259321, 10.2478113 51.7259748, 10.2477766 51.7260129, 10.2477256 51.7260432, 10.2476627 51.726063, 10.2475933 51.7260708)",1,,30,,,
8494002,residential,,True,False,94.019,"LINESTRING (10.2494688 51.7257166, 10.2498963 51.7265196)",,Kurzer Krummer Bruch,30,,,
"[8352233, 8352227]",unclassified,,True,False,94.522,"LINESTRING (10.2494688 51.7257166, 10.2499883 51.7256077, 10.2507051 51.7255259, 10.2507707 51.725512, 10.2507919 51.725503)",,"['Spritzenhausplatz', 'Obere Neustadt']",30,,,
24621095,residential,,True,False,15.744,"LINESTRING (10.2498963 51.7265196, 10.2501121 51.7264729)",,Langer Krummer Bruch,30,,,
"[24621100, 52276142]",residential,,False,False,152.497,"LINESTRING (10.2498963 51.7265196, 10.2494982 51.7266112, 10.2493942 51.7266337, 10.2494041 51.726737, 10.2494623 51.7270773, 10.2493243 51.7274476, 10.2493304 51.727662)",,"['Schildwache', 'Langer Krummer Bruch']",30,,,destination
24622688,living_street,,False,False,23.373,"LINESTRING (10.2507757 51.7263172, 10.2510929 51.7262425)",,Langer Krummer Bruch,10,,,yes
"[8494004, 8494005]",residential,,True,False,173.09900000000002,"LINESTRING (10.2507757 51.7263172, 10.2509666 51.7266113, 10.2513583 51.7265019, 10.2515228 51.726456, 10.2518581 51.7263487, 10.2521059 51.7263384, 10.2522123 51.7263899, 10.2524771 51.7266619, 10.2525846 51.7266917)",,"['Luisenstraße', 'Scheffelstraße']",30,,,
24621737,living_street,,False,False,100.436,"LINESTRING (10.2525846 51.7266917, 10.2526432 51.7267171, 10.2530328 51.7270086, 10.2534985 51.7273929)",,Hellhofstraße,,,,
24639272,residential,,True,False,30.347,"LINESTRING (10.2525846 51.7266917, 10.2527286 51.7266221, 10.2529438 51.726534)",,Waagestraße,30,,,
27053409,residential,,True,False,41.798,"LINESTRING (10.2543163 51.7257882, 10.2542957 51.7255429, 10.2543063 51.7254128)",,Rollberg,30,,,
7980984,trunk_link,,True,False,86.88000000000001,"LINESTRING (10.2441498 51.7248301, 10.2439532 51.7250149, 10.2438963 51.7250834, 10.2438746 51.7251552, 10.2438759 51.7252166, 10.2438962 51.7252727, 10.2439628 51.7253406, 10.2440469 51.7253885, 10.2441007 51.7254191, 10.2442412 51.7254586)",1,,60,B 241,,
"[475263782, 475263781, 146667022]",trunk_link,,False,False,108.95400000000001,"LINESTRING (10.2442412 51.7254586, 10.2443455 51.7254528, 10.2444509 51.7254181, 10.244641 51.7253403, 10.244928 51.7251558, 10.2453526 51.7249045, 10.2454476 51.7248504)",2,,50,B 241,,
8569926,unclassified,roundabout,True,False,22.727000000000004,"LINESTRING (10.2475814 51.7257709, 10.2476629 51.7257788, 10.2477354 51.7258032, 10.2477905 51.7258412, 10.2478217 51.7258885)",1,,30,,,
7980987,unclassified,,True,False,31.77,"LINESTRING (10.2474395 51.7258011, 10.2474175 51.725766, 10.2473833 51.7257206, 10.2472528 51.7255399)",1,Northeimer Straße,30,,,
8569926,unclassified,roundabout,True,False,10.488,"LINESTRING (10.2474395 51.7258011, 10.247483 51.7257849, 10.247531 51.7257747, 10.2475814 51.7257709)",1,,30,,,
24621725,residential,,False,True,160.691,"LINESTRING (10.248491 51.7283569, 10.2483149 51.7284034, 10.2471837 51.7283556, 10.2466249 51.7283442, 10.2463222 51.7283234, 10.2461815 51.7283038)",,Marienvorstadt,30,,,
24622694,unclassified,,True,False,74.76,"LINESTRING (10.248491 51.7283569, 10.248192 51.7279329, 10.2480158 51.7277539)",,Dörgestraße,30,,,
20191321,residential,,False,False,291.546,"LINESTRING (10.2439208 51.7300316, 10.2439864 51.7300806, 10.2440378 51.7301191, 10.2441818 51.7301633, 10.2444098 51.7301649, 10.2473045 51.7300073, 10.2479106 51.7299627, 10.2480553 51.7299583)",,Sösepromenade,30,,,
"[898567906, 468395359]","['unclassified', 'residential']",,False,False,341.76800000000003,"LINESTRING (10.2439208 51.7300316, 10.2440249 51.7299971, 10.244275 51.7298995, 10.2443078 51.729881, 10.2445354 51.7297531, 10.2447705 51.7296125, 10.2448366 51.729573, 10.2450346 51.7294755, 10.2455519 51.7292833, 10.2461781 51.7291017, 10.2466682 51.7289774, 10.2469912 51.7289035, 10.2473639 51.728847, 10.2479812 51.7287556, 10.2483121 51.7287116)",,Bahnhofstraße,"['50', '30']",,,
20191321,residential,,False,True,291.54599999999994,"LINESTRING (10.2480553 51.7299583, 10.2479106 51.7299627, 10.2473045 51.7300073, 10.2444098 51.7301649, 10.2441818 51.7301633, 10.2440378 51.7301191, 10.2439864 51.7300806, 10.2439208 51.7300316)",,Sösepromenade,30,,,
"[55947296, 20191323]",residential,,False,False,86.899,"LINESTRING (10.2480553 51.7299583, 10.2480782 51.7296591, 10.2481085 51.7294139, 10.2481385 51.7293381, 10.2481284 51.7292196, 10.2481354 51.7291805)",,Dielenplan,30,,,
24621708,residential,,False,False,211.48399999999998,"LINESTRING (10.2480553 51.7299583, 10.2481657 51.7299595, 10.2492949 51.7299324, 10.249346 51.7299319, 10.2500609 51.729961, 10.2501324 51.7299389, 10.2501638 51.7299292, 10.2502091 51.7298653, 10.2501543 51.7294516, 10.2501564 51.7293495)",,Sösepromenade,30,,,
4802479,unclassified,,True,False,46.795,"LINESTRING (10.255268 51.7248051, 10.2553752 51.7248122, 10.2554584 51.7248214, 10.2555246 51.724834, 10.2555757 51.7248475, 10.2556224 51.7248627, 10.2556676 51.7248808, 10.2557065 51.7249003, 10.2557711 51.7249358, 10.2558513 51.7249905)",1,Im Badegarten,30,,,
"[27053410, 609825214]",unclassified,,True,False,80.788,"LINESTRING (10.255268 51.7248051, 10.2553686 51.7247856, 10.2555529 51.7247624, 10.2556716 51.7247499, 10.2557339 51.7247388, 10.2558496 51.7247145, 10.2561149 51.7246754, 10.2562697 51.7246623, 10.2564108 51.724677)","['2', '1']",Jacobitorstraße,30,,,
31966129,living_street,,True,False,64.381,"LINESTRING (10.2544926 51.7263568, 10.2543163 51.7257882)",,Rollberg,,,,
24621952,residential,,False,True,55.564,"LINESTRING (10.2469267 51.7309819, 10.2470135 51.7314787)",,Sonnenweg,30,,,
39077865,residential,,False,False,197.423,"LINESTRING (10.2469267 51.7309819, 10.2490493 51.7308413, 10.2497767 51.730791)",,Freiheiter Straße,30,,,
39077865,residential,,False,True,88.283,"LINESTRING (10.2469267 51.7309819, 10.2464087 51.7310547, 10.2456889 51.7311868)",,Freiheiter Straße,30,,,
24620844,residential,,False,False,75.811,"LINESTRING (10.2499266 51.7316351, 10.2510218 51.7315663)",,Heinrich-Sohnrey-Straße,30,,,
24621884,residential,,False,False,38.548,"LINESTRING (10.2499266 51.7316351, 10.2498626 51.7312907)",,Willhelm-Busch-Straße,30,,,
24621872,residential,,False,False,68.8,"LINESTRING (10.2498626 51.7312907, 10.248871 51.7313659)",,Margeritenweg,30,,,
24621884,residential,,False,False,55.878,"LINESTRING (10.2498626 51.7312907, 10.2497767 51.730791)",,Willhelm-Busch-Straße,30,,,
24621884,residential,,False,True,38.548,"LINESTRING (10.2498626 51.7312907, 10.2499266 51.7316351)",,Willhelm-Busch-Straße,30,,,
24621872,residential,,False,True,38.311,"LINESTRING (10.2483164 51.7313928, 10.248871 51.7313659)",,Margeritenweg,30,,,
24621872,residential,,False,False,90.314,"LINESTRING (10.2483164 51.7313928, 10.2479455 51.7314173, 10.2476236 51.7314248, 10.2470135 51.7314787)",,Margeritenweg,30,,,
24621952,residential,,False,False,55.564,"LINESTRING (10.2470135 51.7314787, 10.2469267 51.7309819)",,Sonnenweg,30,,,
24621872,residential,,False,True,90.31400000000001,"LINESTRING (10.2470135 51.7314787, 10.2476236 51.7314248, 10.2479455 51.7314173, 10.2483164 51.7313928)",,Margeritenweg,30,,,
24621872,residential,,False,False,38.311,"LINESTRING (10.248871 51.7313659, 10.2483164 51.7313928)",,Margeritenweg,30,,,
24621872,residential,,False,True,68.8,"LINESTRING (10.248871 51.7313659, 10.2498626 51.7312907)",,Margeritenweg,30,,,
24621884,residential,,False,True,55.878,"LINESTRING (10.2497767 51.730791, 10.2498626 51.7312907)",,Willhelm-Busch-Straße,30,,,
39077865,residential,,False,False,300.895,"LINESTRING (10.2497767 51.730791, 10.252296 51.7306556, 10.2537828 51.7305701, 10.2541271 51.7305973)",,Freiheiter Straße,30,,,
39077865,residential,,False,True,197.423,"LINESTRING (10.2497767 51.730791, 10.2490493 51.7308413, 10.2469267 51.7309819)",,Freiheiter Straße,30,,,
24620844,residential,,False,True,75.811,"LINESTRING (10.2510218 51.7315663, 10.2499266 51.7316351)",,Heinrich-Sohnrey-Straße,30,,,
24620844,residential,,False,False,210.276,"LINESTRING (10.2510218 51.7315663, 10.2516995 51.7315398, 10.252177 51.731521, 10.2540663 51.7314239)",,Heinrich-Sohnrey-Straße,30,,,
24620844,residential,,False,True,210.276,"LINESTRING (10.2540663 51.7314239, 10.252177 51.731521, 10.2516995 51.7315398, 10.2510218 51.7315663)",,Heinrich-Sohnrey-Straße,30,,,
24620854,residential,,False,True,219.66,"LINESTRING (10.2560775 51.7321455, 10.2546946 51.7311239, 10.2541405 51.7306705, 10.2541271 51.7305973)",,Heinrich-Heine-Straße,30,,,
24620854,residential,,False,False,219.66,"LINESTRING (10.2541271 51.7305973, 10.2541405 51.7306705, 10.2546946 51.7311239, 10.2560775 51.7321455)",,Heinrich-Heine-Straße,30,,,
35176933,residential,,False,False,140.83399999999997,"LINESTRING (10.2541271 51.7305973, 10.254267 51.7306028, 10.2552512 51.7308196, 10.2559118 51.7310169, 10.2560372 51.7310284)",,Bündgenberg,30,,,
39077865,residential,,False,True,300.895,"LINESTRING (10.2541271 51.7305973, 10.2537828 51.7305701, 10.252296 51.7306556, 10.2497767 51.730791)",,Freiheiter Straße,30,,,
"[24621100, 52276142]",residential,,False,True,152.497,"LINESTRING (10.2493304 51.727662, 10.2493243 51.7274476, 10.2494623 51.7270773, 10.2494041 51.726737, 10.2493942 51.7266337, 10.2494982 51.7266112, 10.2498963 51.7265196)",,"['Schildwache', 'Langer Krummer Bruch']",30,,,destination
"[24621099, 163783468]",residential,,True,False,95.594,"LINESTRING (10.2493304 51.727662, 10.249132 51.727694, 10.2490381 51.7276881, 10.2487672 51.7276393, 10.2486461 51.7276216, 10.2485345 51.7276125, 10.2483923 51.7276349, 10.2482166 51.727689, 10.2480158 51.7277539)",,Am Posthof,30,,,
52276068,unclassified,,True,False,29.262,"LINESTRING (10.2490494 51.7257586, 10.2494688 51.7257166)",2,Spritzenhausplatz,30,,,
"[24621104, 143854611]",residential,,False,False,239.92899999999997,"LINESTRING (10.2490494 51.7257586, 10.2491078 51.7257182, 10.2490233 51.7254049, 10.2489985 51.7252997, 10.2490204 51.7252506, 10.2490646 51.7252068, 10.2492718 51.7251138, 10.2514038 51.7245962)",,Schildwache,,,,
24621107,residential,,False,False,58.679,"LINESTRING (10.2539552 51.723898, 10.2547944 51.7238072)",,Amtshof,,,,
730104092,residential,,True,False,143.264,"LINESTRING (10.2539552 51.723898, 10.2539258 51.7239008, 10.2533426 51.723953, 10.2532461 51.7240236, 10.253356 51.7248332)",,Amtshof,30,,,
8352227,unclassified,,True,False,64.137,"LINESTRING (10.253356 51.7248332, 10.2542778 51.7249148)",,Obere Neustadt,30,,,
24621107,residential,,False,True,58.679,"LINESTRING (10.2547944 51.7238072, 10.2539552 51.723898)",,Amtshof,,,,
24621342,residential,,False,False,28.948,"LINESTRING (10.2529438 51.726534, 10.2533637 51.7265228)",,Auenstraße,30,,,
"[24639272, 8494009]",residential,,True,False,131.915,"LINESTRING (10.2529438 51.726534, 10.2530876 51.7264117, 10.2534596 51.7260324, 10.2537072 51.7259148, 10.2543163 51.7257882)",,"['Petersilienstraße', 'Waagestraße']",30,,,
24621342,residential,,False,True,28.948,"LINESTRING (10.2533637 51.7265228, 10.2529438 51.726534)",,Auenstraße,30,,,
27053408,living_street,,True,False,56.034000000000006,"LINESTRING (10.2533637 51.7265228, 10.2538776 51.7264729, 10.2541548 51.7265324)",,Auenstraße,,,,
31966129,living_street,,True,False,30.374,"LINESTRING (10.2541548 51.7265324, 10.2544926 51.7263568)",,Rollberg,,,,
24621343,living_street,,False,False,17.393,"LINESTRING (10.2549575 51.7268162, 10.254726 51.7268787)",,Brauhausstraße,30,,,
26118439,living_street,,True,False,60.289,"LINESTRING (10.2549575 51.7268162, 10.2544926 51.7263568)",,Brauhausstraße,,,,
8494012,living_street,,False,True,55.72,"LINESTRING (10.2549575 51.7268162, 10.2552975 51.7267256, 10.2556883 51.7266019)",,Brauhausstraße,30,,,
24621343,living_street,,False,True,46.757,"LINESTRING (10.2541051 51.7270486, 10.2546087 51.726908, 10.254726 51.7268787)",,Brauhausstraße,30,,,
31966129,living_street,,True,False,59.693,"LINESTRING (10.2541051 51.7270486, 10.2540248 51.7268224, 10.2540539 51.7266801, 10.2541094 51.7265736, 10.2541548 51.7265324)",,Rollberg,,,,
24621737,living_street,,False,True,100.43599999999999,"LINESTRING (10.2534985 51.7273929, 10.2530328 51.7270086, 10.2526432 51.7267171, 10.2525846 51.7266917)",,Hellhofstraße,,,,
8040786,secondary,roundabout,True,False,19.544999999999998,"LINESTRING (10.2462535 51.7251801, 10.2462113 51.725167, 10.2461772 51.7251466, 10.2461545 51.7251209, 10.2461451 51.7250922, 10.2461498 51.7250631, 10.2461684 51.7250361)",,,,,,
24621701,tertiary,,False,False,150.14399999999998,"LINESTRING (10.2462535 51.7251801, 10.2461074 51.7253554, 10.2460478 51.7254254, 10.2457737 51.7256595, 10.245226 51.7259947, 10.2450089 51.726128, 10.2448731 51.7262113)",,Seesener Straße,,,,
8040786,secondary,roundabout,True,False,23.462000000000003,"LINESTRING (10.2463058 51.7249898, 10.2463474 51.7249939, 10.2463858 51.7250046, 10.2464182 51.7250213, 10.2464424 51.7250427, 10.2464565 51.7250672, 10.2464595 51.725094, 10.2464507 51.7251203, 10.2464306 51.7251441)",,,,,,
188448247,tertiary,,False,False,24.815,"LINESTRING (10.2448731 51.7262113, 10.2446185 51.7263692)",,Seesener Straße,,,,
24621701,tertiary,,False,True,150.14400000000003,"LINESTRING (10.2448731 51.7262113, 10.2450089 51.726128, 10.245226 51.7259947, 10.2457737 51.7256595, 10.2460478 51.7254254, 10.2461074 51.7253554, 10.2462535 51.7251801)",,Seesener Straße,,,,
24621729,residential,,False,False,26.267000000000003,"LINESTRING (10.2448731 51.7262113, 10.2447638 51.7262166, 10.2444929 51.7262298)",,Alte Northeimer Straße,,,,
24621708,residential,,False,True,211.48399999999998,"LINESTRING (10.2501564 51.7293495, 10.2501543 51.7294516, 10.2502091 51.7298653, 10.2501638 51.7299292, 10.2501324 51.7299389, 10.2500609 51.729961, 10.249346 51.7299319, 10.2492949 51.7299324, 10.2481657 51.7299595, 10.2480553 51.7299583)",,Sösepromenade,30,,,
"[609297613, 606494447]",unclassified,,True,False,59.906,"LINESTRING (10.2501564 51.7293495, 10.2499431 51.729327, 10.2497446 51.7293038, 10.2494755 51.7292599, 10.2494178 51.7292404, 10.2493323 51.7292001)",2,Eisensteinstraße,30,,,
24622694,unclassified,,True,False,22.579,"LINESTRING (10.2480158 51.7277539, 10.2478173 51.7275923)",,Dörgestraße,30,,,
932920159,residential,,True,False,27.866,"LINESTRING (10.2461815 51.7283038, 10.2461436 51.7280543)",,Marienvorstadt,30,,,
24621714,residential,,False,False,62.95,"LINESTRING (10.2461815 51.7283038, 10.2457847 51.728322, 10.2455717 51.7283307, 10.2454669 51.7283367, 10.2452697 51.7283314)",1,Lindenberggasse,10,,,
24621725,residential,,False,False,160.691,"LINESTRING (10.2461815 51.7283038, 10.2463222 51.7283234, 10.2466249 51.7283442, 10.2471837 51.7283556, 10.2483149 51.7284034, 10.248491 51.7283569)",,Marienvorstadt,30,,,
"[24621712, 27240183]",residential,,True,False,164.432,"LINESTRING (10.2461436 51.7280543, 10.2461203 51.7279406, 10.2461043 51.7278836, 10.2461055 51.7277092, 10.2461202 51.7276722, 10.2461502 51.7276452, 10.2461928 51.7276097, 10.24629 51.7275851, 10.2464622 51.7275627, 10.246633 51.7275537, 10.2471361 51.7275774, 10.2476447 51.7276058, 10.2478173 51.7275923)",,"['Marienvorstadt', 'Hohe Leuchte']",30,,,
24621713,residential,,False,False,78.79899999999999,"LINESTRING (10.2461436 51.7280543, 10.2458086 51.7280926, 10.2456038 51.7281404, 10.2452548 51.7281918, 10.2452697 51.7283314)",,Im Winkel,30,,,
27053409,residential,,True,False,55.41,"LINESTRING (10.2543063 51.7254128, 10.2542778 51.7249148)",,Rollberg,30,,,
24621721,residential,,True,False,46.797,"LINESTRING (10.2520834 51.725021, 10.2521715 51.7254383)",,Querstraße,30,,,
8352227,unclassified,,True,False,91.148,"LINESTRING (10.2520834 51.725021, 10.2525011 51.7249352, 10.2529814 51.7248315, 10.253356 51.7248332)",,Obere Neustadt,30,,,
24621720,residential,,True,False,147.089,"LINESTRING (10.2521715 51.7254383, 10.2534762 51.7254337, 10.2543063 51.7254128)",,Untere Neustadt,30,,,
24621723,residential,,True,False,92.95,"LINESTRING (10.2521715 51.7254383, 10.2512465 51.7255314, 10.2511225 51.7255328, 10.251014 51.7255162, 10.2508598 51.7254629)",,Untere Neustadt,30,,,
24622688,living_street,,False,True,95.127,"LINESTRING (10.2523811 51.725934, 10.2510929 51.7262425)",,Langer Krummer Bruch,10,,,yes
24622688,living_street,,False,False,95.127,"LINESTRING (10.2510929 51.7262425, 10.2523811 51.725934)",,Langer Krummer Bruch,10,,,yes
24622688,living_street,,False,True,23.373,"LINESTRING (10.2510929 51.7262425, 10.2507757 51.7263172)",,Langer Krummer Bruch,10,,,yes
24622689,residential,,False,True,85.175,"LINESTRING (10.2510929 51.7262425, 10.2508879 51.7256981, 10.2508391 51.7255466, 10.2507919 51.725503)",,Jammertalgasse,30,,,
35176933,residential,,False,True,140.834,"LINESTRING (10.2560372 51.7310284, 10.2559118 51.7310169, 10.2552512 51.7308196, 10.254267 51.7306028, 10.2541271 51.7305973)",,Bündgenberg,30,,,
45135824,residential,,False,False,81.466,"LINESTRING (10.2560372 51.7310284, 10.2560469 51.7310989, 10.2561045 51.73118, 10.2562217 51.731294, 10.2564488 51.731494, 10.2565933 51.7316657)",,Alte Harzstraße,30,,,
921235507,residential,,False,True,48.931000000000004,"LINESTRING (10.2560372 51.7310284, 10.2560641 51.7309375, 10.2561863 51.7306472, 10.2561977 51.7306001)",,Alte Harzstraße,30,,,
