osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,access,width,tunnel
"[462389347, 462389348]",True,"['5', '2']",L 631,Friedrich-Ebert-Straße,primary,50,False,99.321,"LINESTRING (6.9324191 51.5181849, 6.932372 51.5183012, 6.932285 51.5185121, 6.9322222 51.5186644, 6.9321865 51.5187509, 6.9320662 51.5190507)",,,
49938866,False,,,Droste-Hülshoff-Straße,residential,30,False,94.802,"LINESTRING (6.9268388 51.5253868, 6.9280004 51.5258391)",,,
122748511,False,,,Gerichtsstraße,residential,,False,37.235,"LINESTRING (6.9268388 51.5253868, 6.9271936 51.525135)",,,
702689514,False,,,Gerichtsstraße,residential,,True,92.042,"LINESTRING (6.9268388 51.5253868, 6.9266676 51.525525, 6.9263187 51.5257716, 6.9262169 51.5258436, 6.926018 51.5260361)",,,
49938866,False,,,Droste-Hülshoff-Straße,residential,30,True,94.802,"LINESTRING (6.9280004 51.5258391, 6.9268388 51.5253868)",,,
"[81155408, 81155410]",True,,,Kirchhellener Straße,residential,10,False,186.627,"LINESTRING (6.9260896 51.522926, 6.9259999 51.5229257, 6.9259123 51.5229277, 6.9258042 51.5229295, 6.9256748 51.5229491, 6.9256323 51.5229712, 6.9255902 51.5229948, 6.9253203 51.523308, 6.9252111 51.5234347, 6.9251285 51.5235788, 6.9250194 51.523769, 6.9247848 51.524241)",,,
463332787,True,1,L 511,Horster Straße,secondary,30,False,19.84,"LINESTRING (6.9260896 51.522926, 6.9259377 51.5228847, 6.9258347 51.5228452)",,,
81354590,True,3,L 511,Horster Straße,secondary,,False,16.084,"LINESTRING (6.9302275 51.5236672, 6.9300034 51.5236287)",,,
"[81354592, 462390733]",True,3,L 511,Friedrich-Ebert-Straße,primary,50,False,148.097,"LINESTRING (6.9302275 51.5236672, 6.9301649 51.5237949, 6.930085 51.5239554, 6.9298717 51.5241827, 6.929836 51.5242224, 6.9294554 51.524625, 6.9292683 51.5248514)",,,
81361754,True,3,L 511,Friedrich-Ebert-Straße,primary,50,False,16.817,"LINESTRING (6.9300034 51.5236287, 6.9300686 51.523483)",,,
"[123365122, 653126901, 653126902, 81361688, 123365657]",True,"['2', '1']",L 511,Horster Straße,secondary,30,False,283.12899999999996,"LINESTRING (6.9300034 51.5236287, 6.9297878 51.5235741, 6.929381 51.5234709, 6.9291323 51.5234094, 6.9288354 51.5233385, 6.9285906 51.5232911, 6.9281379 51.5231977, 6.9278418 51.5231407, 6.927698 51.5231139, 6.9274628 51.523073, 6.9271702 51.5230309, 6.9268963 51.5230113, 6.9268329 51.5230097, 6.9265869 51.5229989, 6.9260896 51.522926)",,,
32572952,False,2,L 511,Osterfelder Straße,secondary,30,True,133.432,"LINESTRING (6.9258347 51.5228452, 6.9256527 51.5227703, 6.9254714 51.5226905, 6.9252863 51.5226061, 6.9248964 51.5224283, 6.9245455 51.5222731, 6.924252 51.5221604)",,,
"[389581959, 30177383, 463119146, 463119147, 30177391, 315170897, 315170898, 512312150, 81354742, 485656569]",True,"['4', '3', '1']",L 511,"['Horster Straße', 'Altmarkt']",secondary,30,False,302.64399999999995,"LINESTRING (6.9258347 51.5228452, 6.9261094 51.5228927, 6.9262503 51.5229163, 6.9263911 51.5229399, 6.9264951 51.5229498, 6.9265269 51.5229527, 6.9266338 51.5229641, 6.9268414 51.5229698, 6.9271696 51.5229844, 6.9273664 51.5229967, 6.9274585 51.5230025, 6.9277348 51.5230333, 6.9278591 51.5230525, 6.9278862 51.5230559, 6.9279764 51.5230715, 6.9279938 51.5230752, 6.9283269 51.5231447, 6.9288774 51.5232572, 6.9292311 51.5233283, 6.9297979 51.523433, 6.9298523 51.523443, 6.9300686 51.523483)",,,
22428771,False,,,Böckenhoffstraße,residential,,True,198.77800000000002,"LINESTRING (6.9236901 51.522764, 6.9244279 51.5230533, 6.9241516 51.523358, 6.9238287 51.5236976, 6.923798 51.5237292, 6.923765 51.5237605, 6.9234397 51.5240537, 6.9234218 51.5240877, 6.9234224 51.5241219)",,,
"[463331026, 165739183]",True,"['2', '3']",L 641,Prosperstraße,secondary,,False,156.137,"LINESTRING (6.9275673 51.5188405, 6.9289538 51.5189357, 6.9298113 51.5189883)",,,
"[22370875, 123291523]",False,,,Poststraße,residential,20,True,59.029,"LINESTRING (6.9268907 51.5212812, 6.926599 51.5214134, 6.9265324 51.5214571, 6.9263978 51.5215469, 6.9263099 51.5216574)",,,yes
123291526,False,,,Poststraße,residential,20,False,74.717,"LINESTRING (6.9268907 51.5212812, 6.9273585 51.5216371, 6.9275832 51.5217967)",,,
"[123185196, 123291526]",False,,,"['Poststraße', 'Adolf-Kolping-Straße']",residential,20,True,104.574,"LINESTRING (6.9268907 51.5212812, 6.9263987 51.5209138, 6.9263826 51.5208536, 6.9264104 51.5208051, 6.9265936 51.5206541, 6.9266734 51.5205884, 6.9267351 51.5205347, 6.9267464 51.5205248)",,,
"[22370875, 123291523]",False,,,Poststraße,residential,20,False,59.028999999999996,"LINESTRING (6.9263099 51.5216574, 6.9263978 51.5215469, 6.9265324 51.5214571, 6.926599 51.5214134, 6.9268907 51.5212812)",,,yes
32572952,False,2,L 511,Osterfelder Straße,secondary,30,False,133.432,"LINESTRING (6.924252 51.5221604, 6.9245455 51.5222731, 6.9248964 51.5224283, 6.9252863 51.5226061, 6.9254714 51.5226905, 6.9256527 51.5227703, 6.9258347 51.5228452)",,,
123295253,True,,,An der Martinskirche,residential,,False,77.918,"LINESTRING (6.924252 51.5221604, 6.9237099 51.522706, 6.9236901 51.522764)",,,
44737324,False,2,,Kapitän-Lehmann-Straße,residential,30,True,48.60000000000001,"LINESTRING (6.9247955 51.518295, 6.9248658 51.5183151, 6.9249364 51.5183596, 6.9249599 51.518397, 6.925032 51.5185672, 6.9250533 51.5186193, 6.9250709 51.5186747)",,,
45509771,False,,,Hünefeldstraße,residential,30,True,190.608,"LINESTRING (6.9247955 51.518295, 6.9244334 51.5182106, 6.9240595 51.5180816, 6.9237028 51.5179393, 6.9225736 51.5173528, 6.9225383 51.5173345)",,,
32718617,False,,,Paßstraße,residential,30,True,84.049,"LINESTRING (6.9292817 51.5222913, 6.9295443 51.5223453, 6.9302232 51.5225049, 6.9302825 51.5225188, 6.930422 51.5225516)",,,
155457722,False,,,Paßstraße,residential,,False,69.832,"LINESTRING (6.9292817 51.5222913, 6.9293514 51.5221628, 6.9294531 51.5220037, 6.9295577 51.5218171, 6.9297068 51.5217355)",,,
932001539,True,,,Paßstraße,residential,20,False,48.92100000000001,"LINESTRING (6.9292817 51.5222913, 6.9290838 51.5222836, 6.9287618 51.5222008, 6.9286537 51.5221707, 6.9286162 51.522159)",,,
37115428,False,,,Böckenhoffstraße,residential,30,True,50.540000000000006,"LINESTRING (6.9227897 51.5239146, 6.9231776 51.5240779, 6.9232874 51.5241156, 6.9233599 51.524125, 6.9234224 51.5241219)",,,
22329190,False,,,Ernst-Wilczok-Platz,residential,,False,69.363,"LINESTRING (6.9247848 51.524241, 6.9248966 51.5242802, 6.9256584 51.5245471)",,,
37115431,False,,,Kirchhellener Straße,residential,50,False,30.629,"LINESTRING (6.9247848 51.524241, 6.9246221 51.5244239, 6.9245704 51.524482)",,,
37115431,False,,,Kirchhellener Straße,residential,50,False,13.92,"LINESTRING (6.9245704 51.524482, 6.9244621 51.5245875)",,,
37115431,False,,,Kirchhellener Straße,residential,50,True,30.629,"LINESTRING (6.9245704 51.524482, 6.9246221 51.5244239, 6.9247848 51.524241)",,,
37115431,False,,,Kirchhellener Straße,residential,50,True,13.92,"LINESTRING (6.9244621 51.5245875, 6.9245704 51.524482)",,,
37115428,False,,,Böckenhoffstraße,residential,30,False,89.27,"LINESTRING (6.9244621 51.5245875, 6.9235976 51.5242214, 6.9234881 51.5241764, 6.923438 51.5241498, 6.9234224 51.5241219)",,,
37115431,False,,,Kirchhellener Straße,residential,50,False,115.253,"LINESTRING (6.9244621 51.5245875, 6.924362 51.5247172, 6.9242068 51.5248302, 6.9234298 51.5253957)",,,
37115431,False,,,Kirchhellener Straße,residential,50,False,9.548,"LINESTRING (6.9234298 51.5253957, 6.92334 51.5254609)",,,
37115431,False,,,Kirchhellener Straße,residential,50,True,115.25299999999999,"LINESTRING (6.9234298 51.5253957, 6.9242068 51.5248302, 6.924362 51.5247172, 6.9244621 51.5245875)",,,
37115431,False,,,Kirchhellener Straße,residential,50,True,9.548,"LINESTRING (6.92334 51.5254609, 6.9234298 51.5253957)",,,
110259469,False,,,Moltkestraße,residential,,True,136.46499999999997,"LINESTRING (6.92334 51.5254609, 6.9234326 51.525512, 6.9236286 51.5255377, 6.9250718 51.525727, 6.925131 51.5257347, 6.9251643 51.5257391, 6.9252391 51.525755)",,,
113774956,True,,,Essener Straße,residential,,False,38.052,"LINESTRING (6.9273121 51.5185574, 6.9273172 51.5186048, 6.9273206 51.5186325, 6.9273321 51.5186703, 6.927377 51.5187279, 6.9274055 51.5187499, 6.9274466 51.5187816, 6.9275673 51.5188405)",,,
281891154,False,,,Essener Straße,residential,40,False,71.159,"LINESTRING (6.9273121 51.5185574, 6.9274613 51.5185132, 6.9276631 51.5184656, 6.9280042 51.5183782, 6.928107 51.5183446, 6.9282239 51.5182745)",,,
281891155,True,2,,Essener Straße,residential,,False,33.243,"LINESTRING (6.9273121 51.5185574, 6.9272742 51.5186104, 6.9272305 51.5186449, 6.9271651 51.5187081, 6.9271448 51.5187348, 6.9271198 51.5187769, 6.9271122 51.5188241)",,,
281891156,False,,,Essener Straße,residential,,False,9.818,"LINESTRING (6.9271122 51.5188241, 6.9271028 51.5189122)",,,
24813824,True,2,L 641,Prosperstraße,secondary,,False,31.633000000000003,"LINESTRING (6.9271122 51.5188241, 6.9272524 51.5188196, 6.9274271 51.5188287, 6.9275673 51.5188405)",,,
22881819,True,3,L 641,Essener Straße,secondary,,False,7.352,"LINESTRING (6.9271028 51.5189122, 6.9269966 51.51891)",,,
281891156,False,,,Essener Straße,residential,,True,9.818,"LINESTRING (6.9271028 51.5189122, 6.9271122 51.5188241)",,,
32775310,True,,,Adolf-Kolping-Straße,residential,,False,24.107,"LINESTRING (6.9271028 51.5189122, 6.9271024 51.518961, 6.9270959 51.5190272, 6.9270918 51.5190698, 6.9270461 51.5191215)",,,
932001538,False,,,,residential,,False,8.691,"LINESTRING (6.9286694 51.5220882, 6.9286162 51.522159)",,,
932001540,True,,,Paßstraße,residential,,False,48.620000000000005,"LINESTRING (6.9286694 51.5220882, 6.928981 51.5221692, 6.9291508 51.5222137, 6.9292817 51.5222913)",,,
584429629,False,,,Neustraße,residential,30,False,16.384,"LINESTRING (6.9250767 51.5187843, 6.9249666 51.5188022, 6.9248489 51.5188244)",,,
686667455,True,1,,Kapitän-Lehmann-Straße,residential,30,False,12.296,"LINESTRING (6.9250767 51.5187843, 6.9250643 51.5187503, 6.9250709 51.5186747)",,,
584429629,False,,,Neustraße,residential,30,True,16.384,"LINESTRING (6.9248489 51.5188244, 6.9249666 51.5188022, 6.9250767 51.5187843)",,,
686667453,True,1,,Kapitän-Lehmann-Straße,residential,50,False,8.469,"LINESTRING (6.9252236 51.5190804, 6.9251739 51.5190108)",,,
"[21915724, 463331037]",True,2,L 641,Peterstraße,secondary,,False,152.797,"LINESTRING (6.9252236 51.5190804, 6.9251037 51.519112, 6.9249674 51.5191494, 6.9247904 51.5192089, 6.9245445 51.5193007, 6.9242038 51.519442, 6.9239431 51.5195502, 6.9235676 51.5197074, 6.9235236 51.5197258, 6.923347 51.5197997)",,,
44737324,False,2,,Kapitän-Lehmann-Straße,residential,30,False,48.6,"LINESTRING (6.9250709 51.5186747, 6.9250533 51.5186193, 6.925032 51.5185672, 6.9249599 51.518397, 6.9249364 51.5183596, 6.9248658 51.5183151, 6.9247955 51.518295)",,,
686667454,True,2,,Kapitän-Lehmann-Straße,residential,30,False,38.133,"LINESTRING (6.9250709 51.5186747, 6.9251574 51.5187402, 6.9252263 51.5188623, 6.9252408 51.5188882, 6.9252747 51.5189873)",,,
24813841,True,2,L 641,Essener Straße,secondary,,False,7.448,"LINESTRING (6.9251739 51.5190108, 6.9252747 51.5189873)",,,
686667455,True,1,,Kapitän-Lehmann-Straße,residential,30,False,26.093999999999998,"LINESTRING (6.9251739 51.5190108, 6.9251251 51.5189172, 6.9251078 51.5188706, 6.9250767 51.5187843)",,,
24575715,False,,,Gerichtsstraße,residential,30,True,110.174,"LINESTRING (6.9282757 51.5244313, 6.9281761 51.5244425, 6.928084 51.524474, 6.9277073 51.5247563, 6.9271936 51.525135)",yes,,
932001538,False,,,,residential,,True,8.691,"LINESTRING (6.9286162 51.522159, 6.9286694 51.5220882)",,,
75100191,True,,,Berliner Platz,residential,20,False,82.662,"LINESTRING (6.9286162 51.522159, 6.9285486 51.522138, 6.9284207 51.5220983, 6.9280298 51.521972, 6.9276492 51.5218491, 6.9275832 51.5217967)",,,
