osmid,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,ref,lanes,junction,width
26119261,Mainstraße,residential,,False,True,16.545,"LINESTRING (9.6905141 50.0552717, 9.6906429 50.0553954)",,,,,4
"[28999497, 26119263]",Mainstraße,residential,,False,False,167.679,"LINESTRING (9.6905141 50.0552717, 9.6904858 50.0553203, 9.6904489 50.0553542, 9.690252 50.0554399, 9.6899037 50.0555915, 9.6896236 50.0557018, 9.6892853 50.0558304, 9.6892578 50.0558548, 9.689252 50.0558768, 9.6895254 50.0561442, 9.6893808 50.0562132, 9.6893321 50.0562389)",,,,,"['4', '3']"
26119261,Mainstraße,residential,,False,False,16.545,"LINESTRING (9.6906429 50.0553954, 9.6905141 50.0552717)",,,,,4
"[28999497, 26119263]",Mainstraße,residential,,False,True,167.679,"LINESTRING (9.6893321 50.0562389, 9.6893808 50.0562132, 9.6895254 50.0561442, 9.689252 50.0558768, 9.6892578 50.0558548, 9.6892853 50.0558304, 9.6896236 50.0557018, 9.6899037 50.0555915, 9.690252 50.0554399, 9.6904489 50.0553542, 9.6904858 50.0553203, 9.6905141 50.0552717)",,,,,"['4', '3']"
"[26120129, 26121348]","['Kärrnergasse', 'Scherenbergstraße']",residential,,False,"[False, True]",84.30099999999999,"LINESTRING (9.6893321 50.0562389, 9.6894252 50.0563166, 9.6891731 50.0564398, 9.6892794 50.0565359, 9.6895032 50.0567297, 9.6895826 50.0568129)",,,,,"['5', '3']"
26121344,Fischergasse,residential,,False,False,58.706,"LINESTRING (9.6893321 50.0562389, 9.6891097 50.0563476, 9.6889626 50.0562119, 9.688824 50.0560518)",,,,,3
48295855,Scherenbergstraße,residential,,False,False,52.92600000000001,"LINESTRING (9.6893321 50.0562389, 9.6889998 50.0559644, 9.6889375 50.0559074, 9.6889043 50.055884, 9.6888786 50.0558626)",,,,,
936830494,Obertorstraße,residential,10,False,True,9.598,"LINESTRING (9.6919502 50.0548762, 9.6920324 50.0548079)",,,,,4
26120126,Obertorstraße,residential,10,False,False,18.618,"LINESTRING (9.691909 50.0546604, 9.6920324 50.0548079)",,,,,4
30745269,Bahnhofstraße,primary,50,False,True,53.952,"LINESTRING (9.691909 50.0546604, 9.6912603 50.0549093)",,B 26,,,
26120126,Obertorstraße,residential,10,False,True,18.618,"LINESTRING (9.6920324 50.0548079, 9.691909 50.0546604)",,,,,4
936830494,Obertorstraße,residential,10,False,False,9.598,"LINESTRING (9.6920324 50.0548079, 9.6919502 50.0548762)",,,,,4
223412813,Obertorstraße,residential,,False,False,51.259,"LINESTRING (9.6920324 50.0548079, 9.6922299 50.0547096, 9.6923571 50.0547904, 9.6925836 50.054675)",,,,,3
223412813,Obertorstraße,residential,,False,True,51.259,"LINESTRING (9.6925836 50.054675, 9.6923571 50.0547904, 9.6922299 50.0547096, 9.6920324 50.0548079)",,,,,3
26121344,Fischergasse,residential,,False,True,58.706,"LINESTRING (9.688824 50.0560518, 9.6889626 50.0562119, 9.6891097 50.0563476, 9.6893321 50.0562389)",,,,,3
"[26120129, 26121348]","['Kärrnergasse', 'Scherenbergstraße']",residential,,False,"[False, True]",84.301,"LINESTRING (9.6895826 50.0568129, 9.6895032 50.0567297, 9.6892794 50.0565359, 9.6891731 50.0564398, 9.6894252 50.0563166, 9.6893321 50.0562389)",,,,,"['5', '3']"
67187142,Plattnersgasse,residential,,True,False,50.00099999999999,"LINESTRING (9.6902717 50.0567564, 9.6903373 50.0567952, 9.6904396 50.0569192, 9.6904943 50.0569933, 9.6904665 50.0570873, 9.690422 50.057156)",,,,,5
"[1174030732, 191899493]",Schloßberg,residential,,False,True,70.84,"LINESTRING (9.6902717 50.0567564, 9.690388 50.0566344, 9.6905493 50.0564653, 9.6907863 50.0562117)",,,,,3
"[25200904, 26121355, 26121359]","['Mühltorstraße', 'Max-Josef-Straße']",residential,,False,False,106.048,"LINESTRING (9.69047 50.0578859, 9.6902989 50.0577395, 9.6899563 50.0573938, 9.6900345 50.0573612, 9.6902479 50.0572898, 9.6904459 50.0572168)",,,,,"['2', '3']"
1175245505,Frankfurter Straße,residential,50,False,True,16.459,"LINESTRING (9.6873142 50.0585741, 9.6874362 50.0584485)",,,,,
89810797,,residential,,False,False,95.41300000000001,"LINESTRING (9.6873142 50.0585741, 9.6875945 50.0586869, 9.6875596 50.0587256, 9.6874537 50.0588548, 9.6873195 50.0590089, 9.6870728 50.0592379)",,,,,
223412811,Frankfurter Straße,residential,50,False,False,75.694,"LINESTRING (9.6873142 50.0585741, 9.6869601 50.0589099, 9.6868153 50.0590158, 9.686657 50.0591036)",,,,,
"[67187107, 26161788]",Hafenstraße,residential,30,False,True,146.84500000000003,"LINESTRING (9.6858497 50.0578473, 9.6861254 50.057879, 9.6865089 50.0579118, 9.6866881 50.0579352, 9.6868413 50.0579697, 9.6870556 50.0580365, 9.6871533 50.0580843, 9.6872677 50.0581576, 9.6872864 50.0581938, 9.6873084 50.058251, 9.6873108 50.0583819, 9.6873409 50.0584127, 9.6874362 50.0584485)",,,,,
"[134160058, 26166815]",Mühltorberg,residential,,False,False,355.868,"LINESTRING (9.694544 50.0590665, 9.6939443 50.0589044, 9.6935921 50.0588248, 9.6932207 50.0587505, 9.6928494 50.0585834, 9.6922274 50.058212, 9.6919003 50.0580025, 9.6917725 50.057915, 9.6915416 50.05783, 9.6913556 50.0577432, 9.6909564 50.0575113, 9.6907597 50.0573773, 9.690627 50.0573239, 9.6905401 50.057305, 9.6904981 50.057323)",,,,,2.5
26121352,Mühltorstraße,secondary,50,False,True,12.384,"LINESTRING (9.6904981 50.057323, 9.6904813 50.0572908, 9.6904459 50.0572168)",,St 2302,,,
"[134160058, 26166815]",Mühltorberg,residential,,False,True,355.86800000000005,"LINESTRING (9.6904981 50.057323, 9.6905401 50.057305, 9.690627 50.0573239, 9.6907597 50.0573773, 9.6909564 50.0575113, 9.6913556 50.0577432, 9.6915416 50.05783, 9.6917725 50.057915, 9.6919003 50.0580025, 9.6922274 50.058212, 9.6928494 50.0585834, 9.6932207 50.0587505, 9.6935921 50.0588248, 9.6939443 50.0589044, 9.694544 50.0590665)",,,,,2.5
26440691,Schloßberg,residential,,False,True,10.714,"LINESTRING (9.6907863 50.0562117, 9.6908683 50.056131)",,,,,3
"[26440680, 191899492]",Schloßberg,residential,,False,True,11.015,"LINESTRING (9.6907863 50.0562117, 9.6908428 50.0562391, 9.6909134 50.0562677)",,,,,3
"[1174030732, 191899493]",Schloßberg,residential,,False,False,70.84,"LINESTRING (9.6907863 50.0562117, 9.6905493 50.0564653, 9.690388 50.0566344, 9.6902717 50.0567564)",,,,,3
"[26440680, 191899492]",Schloßberg,residential,,False,False,11.015,"LINESTRING (9.6909134 50.0562677, 9.6908428 50.0562391, 9.6907863 50.0562117)",,,,,3
26440691,Schloßberg,residential,,False,False,10.714,"LINESTRING (9.6908683 50.056131, 9.6907863 50.0562117)",,,,,3
89810796,,residential,,False,False,30.748,"LINESTRING (9.6876937 50.0593972, 9.68729 50.0593008)",,,,,
89810796,,residential,,False,False,33.228,"LINESTRING (9.6870728 50.0592379, 9.686657 50.0591036)",,,,,
89810796,,residential,,False,True,17.01,"LINESTRING (9.6870728 50.0592379, 9.68729 50.0593008)",,,,,
89810797,,residential,,False,True,95.413,"LINESTRING (9.6870728 50.0592379, 9.6873195 50.0590089, 9.6874537 50.0588548, 9.6875596 50.0587256, 9.6875945 50.0586869, 9.6873142 50.0585741)",,,,,
89810796,,residential,,False,False,17.01,"LINESTRING (9.68729 50.0593008, 9.6870728 50.0592379)",,,,,
89810796,,residential,,False,True,30.748,"LINESTRING (9.68729 50.0593008, 9.6876937 50.0593972)",,,,,
89810799,,residential,,False,True,38.178,"LINESTRING (9.68729 50.0593008, 9.6871969 50.0596389)",,,,,
89810799,,residential,,False,False,38.178,"LINESTRING (9.6871969 50.0596389, 9.68729 50.0593008)",,,,,
1175245505,Frankfurter Straße,residential,50,False,False,16.459,"LINESTRING (9.6874362 50.0584485, 9.6873142 50.0585741)",,,,,
4223408,Frankfurter Straße,residential,50,False,True,39.522999999999996,"LINESTRING (9.6874362 50.0584485, 9.6875419 50.058347, 9.6876285 50.0582019, 9.687669 50.0581284)",,,,,
"[67187107, 26161788]",Hafenstraße,residential,30,False,False,146.84500000000003,"LINESTRING (9.6874362 50.0584485, 9.6873409 50.0584127, 9.6873108 50.0583819, 9.6873084 50.058251, 9.6872864 50.0581938, 9.6872677 50.0581576, 9.6871533 50.0580843, 9.6870556 50.0580365, 9.6868413 50.0579697, 9.6866881 50.0579352, 9.6865089 50.0579118, 9.6861254 50.057879, 9.6858497 50.0578473)",,,,,
27892790,,primary,50,True,False,24.835,"LINESTRING (9.6847449 50.0584796, 9.6846878 50.0584863, 9.68463 50.058484, 9.6845746 50.0584729, 9.684525 50.0584536, 9.6844841 50.0584272, 9.6844541 50.0583954)",,B 26,1,roundabout,
"[790311437, 340590671]",,primary,"['50', '70']",False,False,193.318,"LINESTRING (9.6847449 50.0584796, 9.6848219 50.0586587, 9.6848369 50.058756, 9.6848275 50.058833, 9.6846191 50.0594015, 9.6844869 50.0598456, 9.6844673 50.0599723, 9.6844359 50.0601856)",,B 26,2,,
27892790,,primary,50,True,False,28.970999999999997,"LINESTRING (9.6846022 50.0581847, 9.6846593 50.058178, 9.6847171 50.0581803, 9.6847725 50.0581914, 9.6848221 50.0582107, 9.684863 50.058237, 9.684893 50.0582689, 9.6849102 50.0583044)",,B 26,1,roundabout,
"[23090025, 1193565226, 615634740, 615634744, 686637692]",,primary,50,False,True,180.41600000000003,"LINESTRING (9.6846022 50.0581847, 9.6845714 50.0580361, 9.6845771 50.0579371, 9.6846315 50.0578363, 9.6846816 50.057782, 9.6847779 50.0577212, 9.6849096 50.0576597, 9.6850475 50.057616, 9.6852281 50.057573, 9.6854547 50.0575213, 9.6857227 50.0574601, 9.6861584 50.0573306, 9.6863507 50.0572549)",yes,B 26,2,,
27892790,,primary,50,True,False,28.977,"LINESTRING (9.6844541 50.0583954, 9.6844369 50.0583598, 9.6844335 50.0583227, 9.684444 50.0582861, 9.6844678 50.0582521, 9.6845036 50.0582228, 9.6845493 50.0581999, 9.6846022 50.0581847)",,B 26,1,roundabout,
"[8352146, 615634741, 700572805]",,secondary,50,False,False,135.62099999999998,"LINESTRING (9.6863507 50.0572549, 9.6864425 50.0573251, 9.6869003 50.0576547, 9.6870846 50.0577883, 9.6873073 50.0579385, 9.6875518 50.058078, 9.687669 50.0581284)",,St 2302,,,
"[23090025, 1193565226, 615634740, 615634744, 686637692]",,primary,50,False,False,180.41600000000003,"LINESTRING (9.6863507 50.0572549, 9.6861584 50.0573306, 9.6857227 50.0574601, 9.6854547 50.0575213, 9.6852281 50.057573, 9.6850475 50.057616, 9.6849096 50.0576597, 9.6847779 50.0577212, 9.6846816 50.057782, 9.6846315 50.0578363, 9.6845771 50.0579371, 9.6845714 50.0580361, 9.6846022 50.0581847)",yes,B 26,2,,
"[615644936, 26120131, 23090024]",Bahnhofstraße,primary,50,False,"[False, True]",238.504,"LINESTRING (9.6863507 50.0572549, 9.6864652 50.0571863, 9.6866305 50.0570719, 9.6869609 50.0568539, 9.687428 50.0565635, 9.6877082 50.0564128, 9.6883738 50.0560782, 9.6885549 50.0560023, 9.6888786 50.0558626)",yes,B 26,2,,
