osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width,bridge
25369558,2,AS 18,Wolfgang-Droßbach-Straße,tertiary,50,False,True,125.99999999999999,"LINESTRING (11.9494164 49.542374, 11.949507 49.5425868, 11.9496969 49.5427351, 11.9498251 49.5428642, 11.9499172 49.5430452, 11.9499227 49.5432422, 11.9499282 49.5434205)",,
"[305173333, 129354862]",,,Wolfgang-Droßbach-Straße,residential,50,False,False,102.357,"LINESTRING (11.9494164 49.542374, 11.9490592 49.5424634, 11.9489347 49.5426144, 11.9488057 49.5431082)",,
305173332,2,AS 18,Wolfgang-Droßbach-Straße,tertiary,50,False,False,63.699999999999996,"LINESTRING (11.9494164 49.542374, 11.9494389 49.5422941, 11.9494839 49.5422059, 11.9495857 49.5420954, 11.9498143 49.5418698)",,
"[144380703, 144895215]",,,Hauptstraße,residential,20,False,True,73.50099999999999,"LINESTRING (11.9470832 49.5445117, 11.9470002 49.5445069, 11.9469417 49.5445047, 11.9467377 49.5444969, 11.9461192 49.5444728, 11.9460911 49.5444716, 11.9460665 49.5444704)",6,
"[144380704, 144380705, 387913038, 387913039, 366544056, 305173310]",,,Hauptstraße,residential,"['20', '50']",False,False,225.98000000000002,"LINESTRING (11.9470832 49.5445117, 11.9471783 49.5445134, 11.9471993 49.5445134, 11.948158 49.5445157, 11.948457 49.5445097, 11.9486106 49.5445061, 11.9488717 49.5445432, 11.9489302 49.5446182, 11.9490745 49.544871, 11.9492251 49.5449933, 11.9494088 49.5451468, 11.9495823 49.5452648)",,
"[146397443, 130889914, 388166859]",,,Georg-Schiffer-Straße,residential,"['20', '50']",False,False,157.76099999999997,"LINESTRING (11.9470832 49.5445117, 11.9470866 49.5444688, 11.9470916 49.5444047, 11.9470913 49.5443921, 11.9471423 49.5438573, 11.9471591 49.5438103, 11.9471808 49.5437349, 11.9472792 49.5435033, 11.9472932 49.5434714, 11.947378 49.5432863, 11.9474423 49.543201, 11.9474936 49.5431318)",,
44918679,,St 2123,Nürnberger Straße,secondary,50,False,False,11.232,"LINESTRING (11.9429661 49.5443351, 11.9429686 49.5442341)",,
25370058,,St 2123,Schönbrunner Straße,secondary,50,False,False,41.975,"LINESTRING (11.9429661 49.5443351, 11.9429592 49.5444129, 11.9428683 49.5447066)",,
116811532,,,Kolpingstraße,residential,30,False,False,248.452,"LINESTRING (11.9429661 49.5443351, 11.9421461 49.5442777, 11.941724 49.5442146, 11.9411635 49.5441321, 11.9406955 49.5440196, 11.9404091 49.543887, 11.9397909 49.5436002)",,
"[150644048, 25369684, 157974277]",,,Walkstraße,residential,30,False,False,206.03300000000002,"LINESTRING (11.9428683 49.5447066, 11.9429612 49.5447951, 11.9429813 49.5449573, 11.9429963 49.5450734, 11.9429956 49.5452957, 11.9430732 49.5454485, 11.9431065 49.5455311, 11.9431283 49.5456098, 11.9431814 49.5457668, 11.9433034 49.5461276, 11.9434325 49.5465064)",,
25370058,,St 2123,Schönbrunner Straße,secondary,50,False,True,41.975,"LINESTRING (11.9428683 49.5447066, 11.9429592 49.5444129, 11.9429661 49.5443351)",,
25370080,,St 2123,Schönbrunner Straße,secondary,50,False,False,202.525,"LINESTRING (11.9428683 49.5447066, 11.9427769 49.5447971, 11.9426949 49.5448673, 11.9426115 49.5449096, 11.9424499 49.5449752, 11.9422484 49.5450386, 11.9415855 49.5452626, 11.9414859 49.5452963, 11.9411779 49.5453918, 11.9404633 49.5455995)",,
25369751,,,Weinbergstraße,residential,30,False,False,24.158,"LINESTRING (11.944414 49.5481019, 11.9441509 49.5482363)",,
148568665,,,Josefstraße,residential,30,False,True,92.66900000000001,"LINESTRING (11.944414 49.5481019, 11.9450656 49.547934, 11.9451049 49.5479202, 11.9451632 49.5479032, 11.9455895 49.5477676)",,
157974277,,,Walkstraße,residential,30,False,True,90.943,"LINESTRING (11.944414 49.5481019, 11.9439267 49.5475739, 11.9437824 49.5473944)",,
25369751,,,Weinbergstraße,residential,30,False,True,64.795,"LINESTRING (11.9436539 49.5486882, 11.9437374 49.5484805, 11.9438748 49.548358, 11.9441509 49.5482363)",,
25369799,,,Josefstraße,residential,30,False,False,244.862,"LINESTRING (11.9496579 49.545498, 11.9486255 49.5457971, 11.9473688 49.5467785, 11.9471593 49.5469149)",,
"[29115186, 305173309, 29180935]",,AS 18,Ehenfelder Straße,tertiary,50,False,False,304.14799999999997,"LINESTRING (11.9496579 49.545498, 11.9496723 49.5455552, 11.949728 49.5457764, 11.9497747 49.5459781, 11.9498086 49.5461778, 11.9498286 49.546298, 11.9498284 49.5464302, 11.9498019 49.5472975, 11.9498001 49.5473578, 11.9497797 49.5474013, 11.9497585 49.5475224, 11.9496588 49.5479186, 11.9496396 49.5480088, 11.9495847 49.5482133)",,
