osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,width,bridge,access,junction
40330071,L 423,Marxstraße,secondary,30,False,False,88.62299999999999,"LINESTRING (8.6262203 48.1644247, 8.6265032 48.1644709, 8.6268128 48.1645385, 8.6273097 48.1647353)",,,,,
40527700,,Kaiserstraße,residential,30,False,True,121.155,"LINESTRING (8.6262203 48.1644247, 8.62607 48.1647204, 8.6259496 48.1648577, 8.6257951 48.1650058, 8.6256458 48.1651661, 8.6255311 48.1654032)",,,,,
140779872,L 423,Marxstraße,secondary,30,False,True,120.04199999999999,"LINESTRING (8.6262203 48.1644247, 8.6255349 48.1643581, 8.6252978 48.1643205, 8.6252515 48.1643132, 8.6250011 48.1642742, 8.6246349 48.1642131)",,,,,
141565470,,Kaiserstraße,residential,50,False,True,178.53199999999998,"LINESTRING (8.6262203 48.1644247, 8.6265116 48.1639156, 8.6267052 48.1635299, 8.6267838 48.1633559, 8.6268614 48.1631624, 8.626962 48.162938, 8.6269698 48.1629007)",,,,,
142321305,,Königstraße,tertiary,40,False,False,112.595,"LINESTRING (8.6284344 48.1652691, 8.6287878 48.1649233, 8.6292934 48.1644342)",3,,,,
142321306,L 423,Königstraße,secondary,50,False,False,48.785,"LINESTRING (8.6284344 48.1652691, 8.6283078 48.1653907, 8.6282223 48.1655137, 8.6281921 48.1655658, 8.628149 48.1656608)",3,,,,
40443467,,Stadtgrabenstraße,residential,30,True,False,140.667,"LINESTRING (8.628149 48.1656608, 8.6279103 48.1656297, 8.6265247 48.1655146, 8.6263201 48.1654993, 8.626269 48.1655021)",,,,,
"[40446538, 357858187, 40459470]",L 423,"['Hochbrücke', 'Hochbrücktorstraße']",secondary,20,False,False,62.032999999999994,"LINESTRING (8.628149 48.1656608, 8.6281262 48.1657527, 8.6280256 48.1661914, 8.6280211 48.1662121)",2,6,yes,,
142321306,L 423,Königstraße,secondary,50,False,True,48.785,"LINESTRING (8.628149 48.1656608, 8.6281921 48.1655658, 8.6282223 48.1655137, 8.6283078 48.1653907, 8.6284344 48.1652691)",3,,,,
34513990,,Kameralamtsgasse,living_street,,False,False,53.369,"LINESTRING (8.627843 48.1667635, 8.6285237 48.1669192)",,,,,
40459470,L 423,Hochbrücktorstraße,secondary,20,False,True,7.27,"LINESTRING (8.627843 48.1667635, 8.6278713 48.1667009)",2,,,,
40459470,L 423,Hochbrücktorstraße,secondary,20,False,False,128.73000000000002,"LINESTRING (8.627843 48.1667635, 8.6277971 48.1668808, 8.6276733 48.167084, 8.6274535 48.1673948, 8.6272871 48.1676507, 8.6271824 48.1678323)",2,,,,
40458234,,Lorenzgasse,living_street,,False,False,42.957,"LINESTRING (8.6286469 48.1680158, 8.6285171 48.1683923)",,5,,,
141504652,L 423,Hauptstraße,secondary,20,False,False,10.224,"LINESTRING (8.6286469 48.1680158, 8.6287835 48.1680282)",,,,,
141504652,L 423,Hauptstraße,secondary,20,False,True,25.671,"LINESTRING (8.6286469 48.1680158, 8.6283054 48.1679781)",,,,,
133199703,,Kriegsdamm,tertiary,30,False,True,5.496,"LINESTRING (8.6260291 48.1688055, 8.6260932 48.1687807)",2,,,yes,
98748574,,Kriegsdamm,tertiary,20,True,False,18.852,"LINESTRING (8.6260291 48.1688055, 8.6259758 48.1688483, 8.6259326 48.1689003, 8.6259028 48.168951)",2,,,yes,
120991581,,Oberndorfer Straße,tertiary,50,False,True,91.793,"LINESTRING (8.6190126 48.1692106, 8.6191579 48.1687519, 8.6193057 48.1684091)",,,,,
25217816,,Bruderschaftsgasse,living_street,,False,False,40.552,"LINESTRING (8.6242239 48.1682839, 8.6236931 48.1681963)",,,,,
166415483,,Oberamteigasse,living_street,,False,True,4.989,"LINESTRING (8.6242239 48.1682839, 8.6242153 48.1683284)",,,,,
166415483,,Oberamteigasse,living_street,,False,False,57.503,"LINESTRING (8.6242239 48.1682839, 8.6242898 48.1680795, 8.6244162 48.1677832)",,,,,
40439004,,Rathausgasse,living_street,,False,True,29.194,"LINESTRING (8.6251801 48.1685595, 8.6250553 48.1688085)",,,,,
137476742,,Bruderschaftsgasse,living_street,,True,False,50.81,"LINESTRING (8.6251801 48.1685595, 8.6245364 48.168403)",,,,,
40439008,,Rathausgasse,living_street,,False,True,43.034,"LINESTRING (8.6251801 48.1685595, 8.6252412 48.168513, 8.6254205 48.1682106)",,,,,
166415483,,Oberamteigasse,living_street,,False,False,5.983,"LINESTRING (8.6244162 48.1677832, 8.624417 48.1677294)",,,,,
25074153,,Münsterplatz,living_street,,False,False,86.273,"LINESTRING (8.6244162 48.1677832, 8.6250525 48.1678994, 8.625337 48.1679525, 8.6255398 48.1679838)",,,,,
166415483,,Oberamteigasse,living_street,,False,True,57.503,"LINESTRING (8.6244162 48.1677832, 8.6242898 48.1680795, 8.6242239 48.1682839)",,,,,
166415483,,Oberamteigasse,living_street,,False,True,5.983,"LINESTRING (8.624417 48.1677294, 8.6244162 48.1677832)",,,,,
40439010,,Rathausgasse,living_street,,False,True,26.726,"LINESTRING (8.6255398 48.1679838, 8.6254205 48.1682106)",,,,,
25074153,,Münsterplatz,living_street,,False,True,86.273,"LINESTRING (8.6255398 48.1679838, 8.625337 48.1679525, 8.6250525 48.1678994, 8.6244162 48.1677832)",,,,,
"[40439010, 25074158]",,"['Engelgasse', 'Rathausgasse']",living_street,,False,False,62.568,"LINESTRING (8.6255398 48.1679838, 8.6255722 48.1679821, 8.6263491 48.1681377)",,,,,
25074159,,Pfarrgasse,living_street,,False,False,64.098,"LINESTRING (8.6262452 48.1683831, 8.6254205 48.1682106)",,,,,
136993855,,Schulgasse,living_street,,False,True,45.626000000000005,"LINESTRING (8.6262452 48.1683831, 8.6261385 48.1686646, 8.6260932 48.1687807)",,,,,
40438994,,Engelgasse,living_street,,True,False,46.514,"LINESTRING (8.6263491 48.1681377, 8.6269453 48.1682676)",,,,,
40438996,,Schulgasse,living_street,,True,False,28.354,"LINESTRING (8.6263491 48.1681377, 8.6262452 48.1683831)",,,,,
"[40439010, 25074158]",,"['Engelgasse', 'Rathausgasse']",living_street,,False,True,62.568,"LINESTRING (8.6263491 48.1681377, 8.6255722 48.1679821, 8.6255398 48.1679838)",,,,,
142321194,,Friedrichsplatz,tertiary,20,True,False,63.55,"LINESTRING (8.6269453 48.1682676, 8.6268407 48.1685073, 8.6267607 48.1687353, 8.6267272 48.1687853, 8.6266911 48.1688078)",,,,,
25074159,,Pfarrgasse,living_street,,False,True,64.098,"LINESTRING (8.6254205 48.1682106, 8.6262452 48.1683831)",,,,,
40439010,,Rathausgasse,living_street,,False,False,26.726,"LINESTRING (8.6254205 48.1682106, 8.6255398 48.1679838)",,,,,
40439008,,Rathausgasse,living_street,,False,False,43.034,"LINESTRING (8.6254205 48.1682106, 8.6252412 48.168513, 8.6251801 48.1685595)",,,,,
25074160,,Waldtorstraße,residential,30,True,False,59.834,"LINESTRING (8.6251332 48.1663412, 8.6248922 48.1664286, 8.6246067 48.1666148, 8.6245311 48.1666879)",,,,,
25217814,,Schwarzer Graben,residential,30,False,False,68.358,"LINESTRING (8.6251332 48.1663412, 8.625241 48.1662557, 8.6253244 48.1661843, 8.6253854 48.1661149, 8.6255219 48.1659465, 8.6256116 48.1658192)",,,,,
40438997,,Schwarzer Graben,living_street,,False,False,120.59899999999999,"LINESTRING (8.6251332 48.1663412, 8.6250058 48.1664895, 8.6243179 48.1672796)",,,,,
141564290,,Am Stadtgraben,residential,30,False,True,28.885,"LINESTRING (8.6256116 48.1658192, 8.625995 48.1658649)",,,,,
