osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,bridge,ref
219882027,True,Ottstraße,residential,30,False,23.522,"LINESTRING (8.2659999 49.0515555, 8.2656958 49.0514846)",,,
10503789,False,Herrenstraße,residential,30,False,133.34300000000002,"LINESTRING (8.2659999 49.0515555, 8.2660478 49.0514335, 8.2661444 49.0511066, 8.2663342 49.0503769)",,,
90126293,False,Zügelstraße,residential,30,True,202.664,"LINESTRING (8.2656958 49.0514846, 8.2644669 49.0531196)",,,
60789407,True,Ottstraße,residential,30,False,88.055,"LINESTRING (8.2656958 49.0514846, 8.2653488 49.0514036, 8.2645575 49.051219)",,,
4784767,False,Zügelstraße,residential,30,False,143.132,"LINESTRING (8.2629053 49.0550053, 8.2628969 49.0549452, 8.262903 49.0548992, 8.2629801 49.054808, 8.2634407 49.0543104, 8.2638019 49.0538998, 8.2638189 49.0538826)",,,
161025518,False,Ludwigstraße,tertiary,30,False,177.699,"LINESTRING (8.2684356 49.049948, 8.2684754 49.0500179, 8.2685666 49.0502113, 8.2686495 49.0504346, 8.2687046 49.0506451, 8.2687649 49.0508499, 8.2687649 49.0509697, 8.2687649 49.0510037, 8.2687595 49.0511224, 8.2687381 49.0512094, 8.268707 49.0512771, 8.2686114 49.0514199, 8.2685926 49.0514478, 8.2685578 49.0514937)",,,
842384459,False,Luitpoldstraße,tertiary,30,True,87.882,"LINESTRING (8.2676826 49.0528583, 8.267748 49.0527861, 8.2678577 49.0526016, 8.268099 49.0521492, 8.2681031 49.0521415, 8.2681136 49.0521217)",,,
938849970,False,Luitpoldstraße,tertiary,30,False,189.38600000000002,"LINESTRING (8.2676826 49.0528583, 8.267536 49.0529592, 8.2670989 49.0532601, 8.266439 49.0537664, 8.2662927 49.0538777, 8.2661645 49.0540043, 8.2660787 49.0541792)",,,
204683453,False,Forlacher Straße,unclassified,,False,40.306,"LINESTRING (8.2724463 49.052527, 8.2718982 49.0525756)",2,,
22876326,True,,trunk_link,,False,45.021,"LINESTRING (8.2724463 49.052527, 8.2721925 49.0526586, 8.2721016 49.0527196, 8.2720736 49.0527553, 8.2720265 49.0528152)",1,,
22876326,True,,trunk_link,,False,255.055,"LINESTRING (8.2720265 49.0528152, 8.2720263 49.0531044, 8.2720958 49.0535392, 8.2721517 49.0536842, 8.2722349 49.0537897, 8.272339 49.0538565, 8.2724768 49.0539006, 8.2728 49.053915, 8.2730361 49.0538445, 8.2731468 49.053783, 8.2732238 49.0536816, 8.2733032 49.0534825, 8.2733757 49.0531796)",1,,
204683450,False,Forlacher Straße,unclassified,,False,28.698,"LINESTRING (8.2718982 49.0525756, 8.2715068 49.0526041)",3,,
