osmid,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,ref,bridge,access,width,junction
15790796,Ignatius-Taschner-Straße,residential,30,False,False,76.31599999999999,2,"LINESTRING (9.5712313 49.9939029, 9.5710507 49.9938882, 9.5706162 49.9938865, 9.5704195 49.9939005, 9.5703239 49.9939029, 9.5702637 49.9939011, 9.5702139 49.9938968, 9.5701683 49.9938896)",,,,,
4054657,Hauptstraße,living_street,,False,False,46.33200000000001,,"LINESTRING (9.5722614 49.9948867, 9.5719933 49.9949177, 9.5717586 49.9949425, 9.5716218 49.9949537)",,,,,
"[15788512, 756507148]",Hauptstraße,living_street,,False,"[False, True]",11.863,,"LINESTRING (9.5722614 49.9948867, 9.572376 49.9948739, 9.5724245 49.9948671)",,,,,
"[756596772, 15791455]",Meistergasse,living_street,,False,True,60.134,,"LINESTRING (9.5722614 49.9948867, 9.5721508 49.9946574, 9.5720136 49.9943699)",,,,,
15788627,Anlagestraße,residential,30,False,False,27.536,,"LINESTRING (9.5734053 49.9937475, 9.5730243 49.993784)",,,,,
4054660,Kellers-Rempel,living_street,,False,False,47.697,,"LINESTRING (9.5734053 49.9937475, 9.5734228 49.9938154, 9.5734314 49.9938481, 9.5734613 49.9939532, 9.573524 49.9941696)",,,,,
60833062,Anlagestraße,residential,20,True,False,23.017,,"LINESTRING (9.5737238 49.9937171, 9.5734053 49.9937475)",,,,,
18108667,Gärtnerstraße,residential,30,True,False,110.501,,"LINESTRING (9.5737517 49.9927235, 9.5737372 49.9932406, 9.5737326 49.9934037, 9.5737238 49.9937171)",,,,,
18110998,Am Kaibach,residential,30,False,False,63.371,,"LINESTRING (9.5737517 49.9927235, 9.5736239 49.9927299, 9.5728942 49.9928625)",,,,,
"[54612756, 54612757, 28109958]",Bürgermeister-Keßler-Platz,residential,30,False,False,52.285999999999994,,"LINESTRING (9.5737517 49.9927235, 9.573756 49.9926692, 9.5737588 49.9926192, 9.5737586 49.992611, 9.5737666 49.9924234, 9.5737712 49.9923139, 9.5737729 49.9922535)",,yes,,,
"[231076840, 15718417]",Haaggasse,residential,,False,False,50.994,,"LINESTRING (9.5764291 49.9953528, 9.5764922 49.9953502, 9.5765601 49.9953501, 9.5766648 49.9953607, 9.5767775 49.9953832, 9.5771044 49.9954774)",,,,,
15789161,Haaggasse,residential,,False,True,131.495,,"LINESTRING (9.5764291 49.9953528, 9.5763936 49.9953558, 9.5763473 49.9953637, 9.5762317 49.9953952, 9.5760774 49.9954523, 9.5759413 49.995513, 9.5757706 49.9956021, 9.5757234 49.9956267, 9.575521 49.9957322, 9.5754448 49.9957712, 9.5753598 49.9958162, 9.5753384 49.9958248, 9.5751498 49.9959135, 9.5750575 49.9959538, 9.5749128 49.9960079)",,,,,
"[420198720, 4054690, 420198716]",Lohrtorstraße,living_street,,False,True,94.543,,"LINESTRING (9.5764291 49.9953528, 9.5763955 49.9952804, 9.5763704 49.9952346, 9.5762874 49.9950893, 9.576256 49.9950341, 9.5759839 49.9945523)",,,,,
"[371955186, 8352260]",Ludwigstraße,residential,,False,False,92.573,3,"LINESTRING (9.5691866 49.9952725, 9.5696489 49.9952444, 9.5697013 49.9952408, 9.5697793 49.995231, 9.5699096 49.9952116, 9.5700566 49.9951872, 9.5701436 49.9951679, 9.5704505 49.9951076)",,,,,
"[37563017, 53502866, 47132389]",,primary,50,False,True,73.46000000000001,3,"LINESTRING (9.5691866 49.9952725, 9.5690856 49.9951456, 9.5689479 49.9949727, 9.5687184 49.9946844)",B 26,yes,,,
47132390,,primary,50,False,True,13.095,2,"LINESTRING (9.5691866 49.9952725, 9.5690875 49.995278, 9.5690041 49.9952828)",B 276,,,,
15714915,,primary,50,True,False,54.32600000000001,1,"LINESTRING (9.5686722 49.9953635, 9.5687022 49.9952433, 9.5687277 49.9951246, 9.5687554 49.994957, 9.5687631 49.9948787)",B 276,,,,
"[47132391, 27043327]",,primary,,False,False,26.633,2,"LINESTRING (9.5686722 49.9953635, 9.5687164 49.9953293, 9.5687704 49.9953056, 9.5688262 49.9952927, 9.5688823 49.9952873, 9.5690041 49.9952828)",B 276,yes,,,
35304426,Partensteiner Straße,primary,50,False,True,131.26500000000001,2,"LINESTRING (9.5686722 49.9953635, 9.5685847 49.9955658, 9.5685251 49.9957117, 9.568336 49.9962236, 9.5682741 49.9963644, 9.5681998 49.9964602, 9.5681538 49.9964874)",B 276,,,,
"[813434720, 15790337]",Fahrgasse,tertiary,"['50', '30']",False,False,82.418,,"LINESTRING (9.5774796 49.9915584, 9.5777827 49.9914409, 9.5781499 49.9913282, 9.5784811 49.9911933)",,,,,
"[15790336, 54612759, 54612758, 813434719]",Vorstadtstraße,tertiary,"['50', '30']",False,True,190.31799999999998,,"LINESTRING (9.5774796 49.9915584, 9.5773993 49.9916102, 9.5773532 49.991648, 9.5770159 49.9919241, 9.5766383 49.9922126, 9.5765511 49.9922889, 9.5765108 49.9923242, 9.5764501 49.9923773, 9.5763885 49.9924431, 9.5762376 49.9926068, 9.5761388 49.9927656, 9.5760656 49.9929803)",,yes,,,
15789599,Untere Brückenstraße,tertiary,50,False,False,30.66,,"LINESTRING (9.5760656 49.9929803, 9.5764945 49.9929802)",,,,,
"[15790336, 813434719, 54612758, 54612759]",Vorstadtstraße,tertiary,"['50', '30']",False,False,190.31799999999998,,"LINESTRING (9.5760656 49.9929803, 9.5761388 49.9927656, 9.5762376 49.9926068, 9.5763885 49.9924431, 9.5764501 49.9923773, 9.5765108 49.9923242, 9.5765511 49.9922889, 9.5766383 49.9922126, 9.5770159 49.9919241, 9.5773532 49.991648, 9.5773993 49.9916102, 9.5774796 49.9915584)",,yes,,,
27043375,Partensteiner Straße,primary,50,False,True,131.60799999999998,,"LINESTRING (9.5681538 49.9964874, 9.5680107 49.99658, 9.5676063 49.9967744, 9.5674538 49.9968415, 9.5670548 49.9970172, 9.5668032 49.9971279, 9.5666893 49.9972)",B 276,,,,
"[71246409, 28438770, 54244548, 54244549]","['Sägewerkstraße', 'Zum Sägewerk']",residential,,False,False,197.762,,"LINESTRING (9.5681538 49.9964874, 9.5682074 49.9965201, 9.5682906 49.9965701, 9.5683496 49.9966546, 9.5682806 49.9975101, 9.5682701 49.9976944, 9.5683266 49.9977947, 9.5684159 49.9978811, 9.5684767 49.9979215, 9.5688428 49.998026)",,yes,,,
28439182,Linsenrain,residential,,False,False,47.897000000000006,,"LINESTRING (9.5681538 49.9964874, 9.5680411 49.9964497, 9.5679341 49.9963772, 9.5678063 49.9962495, 9.5677364 49.9961632)",,,,,
35304426,Partensteiner Straße,primary,50,False,False,131.265,2,"LINESTRING (9.5681538 49.9964874, 9.5681998 49.9964602, 9.5682741 49.9963644, 9.568336 49.9962236, 9.5685251 49.9957117, 9.5685847 49.9955658, 9.5686722 49.9953635)",B 276,,,,
"[37563017, 53502866, 47132389]",,primary,50,False,False,73.46,3,"LINESTRING (9.5687184 49.9946844, 9.5689479 49.9949727, 9.5690856 49.9951456, 9.5691866 49.9952725)",B 26,yes,,,
"[371955144, 756604432, 371955190]",Rechtenbacher Straße,primary,50,False,True,118.03900000000002,3,"LINESTRING (9.5687184 49.9946844, 9.5686548 49.9945957, 9.5685248 49.9944384, 9.5684086 49.9942905, 9.5683134 49.9941832, 9.5681968 49.9940764, 9.5680591 49.9939726, 9.5679733 49.9939207, 9.5679409 49.9939011, 9.5677946 49.9938183)",B 26,,,,
51162352,Vorstadtstraße,residential,30,True,False,16.789,,"LINESTRING (9.5760402 49.9931304, 9.5760656 49.9929803)",,,,,
214811720,Kaplan-Höfling-Straße,residential,10,True,False,10.554,,"LINESTRING (9.5760402 49.9931304, 9.5758927 49.9931262)",,,,,
"[371955096, 15790796]",Ignatius-Taschner-Straße,residential,30,False,False,51.30700000000001,2,"LINESTRING (9.5698741 49.9937364, 9.5698301 49.9936819, 9.5696872 49.9934603, 9.5696687 49.9934297, 9.5696229 49.9933594, 9.5695911 49.9933126)",,,,,
15790796,Ignatius-Taschner-Straße,residential,30,False,True,27.398,2,"LINESTRING (9.5698741 49.9937364, 9.5699095 49.9937692, 9.5699652 49.9938008, 9.5700071 49.9938262, 9.5700798 49.9938589, 9.5701683 49.9938896)",,,,,
37563015,Ignatius-Taschner-Straße,residential,,False,True,65.262,,"LINESTRING (9.5698741 49.9937364, 9.5698001 49.9937775, 9.5697709 49.9937915, 9.5697207 49.9938154, 9.5696365 49.9938345, 9.5694171 49.9938331, 9.5693155 49.993832, 9.5691405 49.99383, 9.5690096 49.9938286)",,,,,
"[60770865, 18774364, 60770870]",Schafhofweg,residential,30,False,True,144.414,,"LINESTRING (9.5695911 49.9933126, 9.5695437 49.9932421, 9.5695167 49.993205, 9.5694818 49.9931736, 9.5693156 49.9930637, 9.5692409 49.9930284, 9.5690619 49.9929615, 9.5687829 49.9929008, 9.5678393 49.9928783)",,yes,,,
"[309064289, 371955226, 371955171]",Westtangente,secondary,50,False,False,141.67200000000003,2,"LINESTRING (9.5695911 49.9933126, 9.5693562 49.9933674, 9.5693064 49.9933784, 9.5687092 49.9935036, 9.5685535 49.9935386, 9.568135 49.9936474, 9.567952 49.9937194, 9.5678959 49.9937537, 9.5678513 49.9937793, 9.5677946 49.9938183)",,,,,
"[371955096, 15790796]",Ignatius-Taschner-Straße,residential,30,False,True,51.307,2,"LINESTRING (9.5695911 49.9933126, 9.5696229 49.9933594, 9.5696687 49.9934297, 9.5696872 49.9934603, 9.5698301 49.9936819, 9.5698741 49.9937364)",,,,,
15791458,Färbergasse,living_street,,False,False,37.873,,"LINESTRING (9.573524 49.9941696, 9.5740457 49.9941102)",,,,,
15791459,Sterngasse,living_street,,False,False,4.553,,"LINESTRING (9.573524 49.9941696, 9.573531 49.9942103)",,,,,
28954720,Gerbergasse,living_street,,False,True,30.422,,"LINESTRING (9.573524 49.9941696, 9.5731075 49.9942258)",,,,,
4054660,Kellers-Rempel,living_street,,False,True,47.697,,"LINESTRING (9.573524 49.9941696, 9.5734613 49.9939532, 9.5734314 49.9938481, 9.5734228 49.9938154, 9.5734053 49.9937475)",,,,,
28954720,Gerbergasse,living_street,,False,False,30.422,,"LINESTRING (9.5731075 49.9942258, 9.573524 49.9941696)",,,,,
28954720,Gerbergasse,living_street,,False,True,17.539,,"LINESTRING (9.5731075 49.9942258, 9.5730702 49.9940699)",,,,,
72287782,Konditorgasse,living_street,,False,True,12.395,,"LINESTRING (9.5731075 49.9942258, 9.5731445 49.9943347)",,,,,
15789158,Turmstraße,living_street,,False,True,46.378,,"LINESTRING (9.5759797 49.9939572, 9.5761603 49.9935566)",,,,,
15791460,Turmstraße,living_street,,False,False,54.791999999999994,,"LINESTRING (9.5759797 49.9939572, 9.5758328 49.9942148, 9.5758087 49.9942982, 9.5758351 49.9943892, 9.575842 49.9944061, 9.5758605 49.9944264)",,,,,
15788627,Anlagestraße,residential,30,False,True,27.536,,"LINESTRING (9.5730243 49.993784, 9.5734053 49.9937475)",,,,,
18108672,Erthalstraße,residential,,True,False,102.887,,"LINESTRING (9.5730243 49.993784, 9.5728942 49.9928625)",,,,,
15788627,Anlagestraße,residential,30,False,False,129.238,,"LINESTRING (9.5730243 49.993784, 9.5729241 49.9937936, 9.5722361 49.9938594, 9.5716873 49.9939119, 9.5713976 49.9939062, 9.5712313 49.9939029)",,,,,
"[720912772, 18110998]",Am Kaibach,"['residential', 'living_street']",30,False,False,43.31100000000001,,"LINESTRING (9.5728942 49.9928625, 9.572792 49.9928792, 9.5723071 49.9929587)",,,,,
18110998,Am Kaibach,residential,30,False,True,63.371,,"LINESTRING (9.5728942 49.9928625, 9.5736239 49.9927299, 9.5737517 49.9927235)",,,,,
720912771,Am Kaibach,living_street,,False,False,39.888,,"LINESTRING (9.5714538 49.9929898, 9.5720117 49.9929832)",,,,,
"[38109872, 18774357, 18774358]",Am Steinernen Weg,residential,30,False,False,55.936,,"LINESTRING (9.5730654 49.991467, 9.573009 49.9914487, 9.5728975 49.9914553, 9.5724221 49.9914794, 9.572292 49.9914854)",,yes,,,
18774357,Am Steinernen Weg,residential,30,False,True,85.049,,"LINESTRING (9.5730654 49.991467, 9.5731121 49.9915059, 9.5731182 49.9915505, 9.5730533 49.9918018, 9.5731084 49.991888, 9.5731822 49.9919519, 9.5734594 49.99206, 9.5735046 49.9920795)",,,,,
18774362,Lärchenweg,residential,30,False,False,14.036,,"LINESTRING (9.5677854 49.991562, 9.567781 49.9916882)",,,,,
18774362,Lärchenweg,residential,30,False,False,55.153,,"LINESTRING (9.567781 49.9916882, 9.5677968 49.9921841)",,,,,
18774362,Lärchenweg,residential,30,False,True,14.036,,"LINESTRING (9.567781 49.9916882, 9.5677854 49.991562)",,,,,
"[136915580, 28110285]",Dr.-Karl-Brand-Straße,"['residential', 'living_street']",,False,False,226.03199999999998,,"LINESTRING (9.567781 49.9916882, 9.5684174 49.9917115, 9.5687394 49.9917644, 9.5691417 49.9918092, 9.569515 49.9918767, 9.5698174 49.9919922, 9.5699528 49.9920772, 9.5701261 49.9921906, 9.5701985 49.9922453, 9.5702332 49.992302, 9.5702174 49.9924296, 9.570208 49.9925005, 9.5701939 49.9925586)",,,,,
18774362,Lärchenweg,residential,30,False,False,37.569,,"LINESTRING (9.5677968 49.9921841, 9.5678175 49.9925217)",,,,,
18774362,Lärchenweg,residential,30,False,True,55.153,,"LINESTRING (9.5677968 49.9921841, 9.567781 49.9916882)",,,,,
18774362,Lärchenweg,residential,30,False,False,39.683,,"LINESTRING (9.5678175 49.9925217, 9.5678393 49.9928783)",,,,,
18774362,Lärchenweg,residential,30,False,True,37.569,,"LINESTRING (9.5678175 49.9925217, 9.5677968 49.9921841)",,,,,
28110286,Birkenweg,residential,30,False,False,87.165,,"LINESTRING (9.5678175 49.9925217, 9.5690368 49.9925278)",,,,,
18774362,Lärchenweg,residential,30,False,True,39.683,,"LINESTRING (9.5678393 49.9928783, 9.5678175 49.9925217)",,,,,
18774364,Schafhofweg,residential,30,False,True,61.603,,"LINESTRING (9.5678393 49.9928783, 9.5669776 49.9928721)",,,,,
"[60770865, 18774364, 60770870]",Schafhofweg,residential,30,False,False,144.414,,"LINESTRING (9.5678393 49.9928783, 9.5687829 49.9929008, 9.5690619 49.9929615, 9.5692409 49.9930284, 9.5693156 49.9930637, 9.5694818 49.9931736, 9.5695167 49.993205, 9.5695437 49.9932421, 9.5695911 49.9933126)",,yes,,,
18774364,Schafhofweg,residential,30,False,False,61.603,,"LINESTRING (9.5669776 49.9928721, 9.5678393 49.9928783)",,,,,
18774364,Schafhofweg,residential,30,False,True,35.652,,"LINESTRING (9.5669776 49.9928721, 9.566481 49.9929017)",,,,,
28110413,Kiefernweg,residential,,False,False,37.587,,"LINESTRING (9.5669776 49.9928721, 9.5669704 49.9925341)",,,,,
24748656,Valentinusberg,residential,,False,False,90.915,,"LINESTRING (9.5687631 49.9948787, 9.5686492 49.994882, 9.5685366 49.9948811, 9.5684156 49.9948709, 9.5683333 49.994854, 9.5681664 49.9948026, 9.5676076 49.994587)",,,,,
27043326,,primary,,True,False,21.874000000000002,1,"LINESTRING (9.5687631 49.9948787, 9.5687512 49.9947897, 9.5687184 49.9946844)",B 276,,,,
371955129,Bahnhofstraße,secondary,50,False,False,215.20000000000002,2,"LINESTRING (9.5768789 49.9988094, 9.5769341 49.9986897, 9.5770207 49.9985733, 9.5771391 49.9984666, 9.577411 49.9982692, 9.5775011 49.9982059, 9.5783634 49.9976357, 9.5784274 49.9975949, 9.5786546 49.9974502, 9.5787358 49.997387, 9.578788 49.997337)",St 2315,,,,
15791455,Meistergasse,living_street,,False,True,25.425,,"LINESTRING (9.5720136 49.9943699, 9.5719068 49.9941518)",,,,,
"[756596772, 15791455]",Meistergasse,living_street,,False,False,60.134,,"LINESTRING (9.5720136 49.9943699, 9.5721508 49.9946574, 9.5722614 49.9948867)",,,,,
"[27958576, 15791457]",Gerbergasse,living_street,,False,"[False, True]",84.555,,"LINESTRING (9.5720136 49.9943699, 9.5721602 49.9943371, 9.5723185 49.9943182, 9.5724946 49.9943103, 9.5726721 49.9943824, 9.5727401 49.9943853, 9.5731445 49.9943347)",,,,,
15791458,Färbergasse,living_street,,False,True,37.873,,"LINESTRING (9.5740457 49.9941102, 9.573524 49.9941696)",,,,,
27958295,Obere Schlachthausgasse,living_street,,False,False,11.599,,"LINESTRING (9.5740457 49.9941102, 9.5740618 49.994214)",,,,,
"[70922032, 15791458]",Färbergasse,living_street,,False,False,22.756999999999998,,"LINESTRING (9.5740457 49.9941102, 9.5742552 49.9940889, 9.5743004 49.9940833, 9.5743605 49.9940857)",,,,,
27958309,Untere Schlachthausgasse,living_street,,False,False,5.013,,"LINESTRING (9.5743605 49.9940857, 9.5743648 49.9941307)",,,,,
70922032,Färbergasse,living_street,,False,False,17.999,,"LINESTRING (9.5743605 49.9940857, 9.5746117 49.9940968)",,,,,
"[70922032, 15791458]",Färbergasse,living_street,,False,True,22.757,,"LINESTRING (9.5743605 49.9940857, 9.5743004 49.9940833, 9.5742552 49.9940889, 9.5740457 49.9941102)",,,,,
72287782,Konditorgasse,living_street,,False,False,12.395,,"LINESTRING (9.5731445 49.9943347, 9.5731075 49.9942258)",,,,,
72287782,Konditorgasse,living_street,,False,True,11.302,,"LINESTRING (9.5731445 49.9943347, 9.5731847 49.994433)",,,,,
"[27958576, 15791457]",Gerbergasse,living_street,,False,"[False, True]",84.555,,"LINESTRING (9.5731445 49.9943347, 9.5727401 49.9943853, 9.5726721 49.9943824, 9.5724946 49.9943103, 9.5723185 49.9943182, 9.5721602 49.9943371, 9.5720136 49.9943699)",,,,,
18774357,Am Steinernen Weg,residential,30,False,False,27.67,,"LINESTRING (9.5737729 49.9922535, 9.5737238 49.9922006, 9.5737018 49.9921812, 9.5736198 49.9921293, 9.5735046 49.9920795)",,,,,
38109871,Bürgermeister-Keßler-Platz,residential,30,False,False,55.85300000000001,,"LINESTRING (9.5737729 49.9922535, 9.5738044 49.9922529, 9.5738416 49.9922541, 9.5739206 49.9922625, 9.5739857 49.9922844, 9.5743388 49.9925338, 9.5743518 49.9925543)",,,yes,,
"[54612756, 54612757, 28109958]",Bürgermeister-Keßler-Platz,residential,30,False,True,52.286,,"LINESTRING (9.5737729 49.9922535, 9.5737712 49.9923139, 9.5737666 49.9924234, 9.5737586 49.992611, 9.5737588 49.9926192, 9.573756 49.9926692, 9.5737517 49.9927235)",,yes,,,
28110286,Birkenweg,residential,30,False,True,87.165,,"LINESTRING (9.5690368 49.9925278, 9.5678175 49.9925217)",,,,,
18774364,Schafhofweg,residential,30,False,False,35.652,,"LINESTRING (9.566481 49.9929017, 9.5669776 49.9928721)",,,,,
28110413,Kiefernweg,residential,,False,True,37.587,,"LINESTRING (9.5669704 49.9925341, 9.5669776 49.9928721)",,,,,
24748656,Valentinusberg,residential,,False,True,90.915,,"LINESTRING (9.5676076 49.994587, 9.5681664 49.9948026, 9.5683333 49.994854, 9.5684156 49.9948709, 9.5685366 49.9948811, 9.5686492 49.994882, 9.5687631 49.9948787)",,,,,
28438766,Valentinusberg,residential,,False,False,79.13,,"LINESTRING (9.5676076 49.994587, 9.5675671 49.9946559, 9.5675398 49.9947023, 9.5675262 49.9948447, 9.567221 49.9952449)",,,,,
28438766,Valentinusberg,residential,,False,True,79.13000000000001,,"LINESTRING (9.567221 49.9952449, 9.5675262 49.9948447, 9.5675398 49.9947023, 9.5675671 49.9946559, 9.5676076 49.994587)",,,,,
28438767,Am Torhaus,residential,,False,False,148.769,,"LINESTRING (9.5690041 49.9952828, 9.5689991 49.9953265, 9.5690088 49.9955495, 9.5689667 49.9956401, 9.5688489 49.9957876, 9.5687743 49.996025, 9.5687811 49.9961131, 9.5688489 49.996181, 9.5692152 49.9961877, 9.5693373 49.9961877, 9.569378 49.9962691)",,,,,
47132390,,primary,50,False,False,13.095,2,"LINESTRING (9.5690041 49.9952828, 9.5690875 49.995278, 9.5691866 49.9952725)",B 276,,,,
"[27043327, 47132391]",,primary,,False,True,26.633,2,"LINESTRING (9.5690041 49.9952828, 9.5688823 49.9952873, 9.5688262 49.9952927, 9.5687704 49.9953056, 9.5687164 49.9953293, 9.5686722 49.9953635)",B 276,yes,,,
28438767,Am Torhaus,residential,,False,True,148.769,,"LINESTRING (9.569378 49.9962691, 9.5693373 49.9961877, 9.5692152 49.9961877, 9.5688489 49.996181, 9.5687811 49.9961131, 9.5687743 49.996025, 9.5688489 49.9957876, 9.5689667 49.9956401, 9.5690088 49.9955495, 9.5689991 49.9953265, 9.5690041 49.9952828)",,,,,
"[71246409, 28438770, 54244548, 54244549]","['Sägewerkstraße', 'Zum Sägewerk']",residential,,False,True,197.76200000000003,,"LINESTRING (9.5688428 49.998026, 9.5684767 49.9979215, 9.5684159 49.9978811, 9.5683266 49.9977947, 9.5682701 49.9976944, 9.5682806 49.9975101, 9.5683496 49.9966546, 9.5682906 49.9965701, 9.5682074 49.9965201, 9.5681538 49.9964874)",,yes,,,
28439166,Horbweg,residential,,False,False,131.27900000000002,,"LINESTRING (9.5704505 49.9951076, 9.5704633 49.9951442, 9.5705693 49.9954088, 9.570614 49.9955409, 9.5706284 49.9957027, 9.5706591 49.9960011, 9.5706731 49.9962017, 9.5706781 49.9962744)",,,,,
371955186,Ludwigstraße,residential,,False,False,85.53800000000001,,"LINESTRING (9.5704505 49.9951076, 9.5708352 49.9950416, 9.5712973 49.9949865, 9.5716218 49.9949537)",,,,,
"[371955186, 8352260]",Ludwigstraße,residential,,False,True,92.57300000000001,3,"LINESTRING (9.5704505 49.9951076, 9.5701436 49.9951679, 9.5700566 49.9951872, 9.5699096 49.9952116, 9.5697793 49.995231, 9.5697013 49.9952408, 9.5696489 49.9952444, 9.5691866 49.9952725)",,,,,
28439166,Horbweg,residential,,False,True,131.279,,"LINESTRING (9.5706781 49.9962744, 9.5706731 49.9962017, 9.5706591 49.9960011, 9.5706284 49.9957027, 9.570614 49.9955409, 9.5705693 49.9954088, 9.5704633 49.9951442, 9.5704505 49.9951076)",,,,,
28439185,Heegweg,residential,,False,False,6.592,,"LINESTRING (9.5677364 49.9961632, 9.5676753 49.9961188)",,,,,
28439182,Linsenrain,residential,,False,True,47.897000000000006,,"LINESTRING (9.5677364 49.9961632, 9.5678063 49.9962495, 9.5679341 49.9963772, 9.5680411 49.9964497, 9.5681538 49.9964874)",,,,,
28439184,Johann-Conrad-Ulmer-Straße,residential,,False,False,100.15100000000001,,"LINESTRING (9.5677364 49.9961632, 9.5674921 49.9963047, 9.567278 49.996391, 9.5665802 49.9966673)",,,,,
