osmid,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,tunnel,bridge,ref,access
25771269,Heilig-Kreuz-Straße,residential,50,False,False,11.543,,"LINESTRING (10.7762977 48.7195193, 10.7761672 48.7194613)",,,,
146459912,Pflegstraße,secondary,50,False,False,96.186,2,"LINESTRING (10.7762977 48.7195193, 10.7762488 48.7195573, 10.7762391 48.7196096, 10.7763434 48.7198767, 10.7766911 48.7203059)",,,,
987317056,Reichsstraße,secondary,30,False,True,28.747,2,"LINESTRING (10.7762977 48.7195193, 10.7763859 48.7194981, 10.776484 48.7194814, 10.7766787 48.719463)",,,,
572687142,Mühlberg,residential,,False,True,37.306,,"LINESTRING (10.7748461 48.7207911, 10.774846 48.7211266)",,,,
25317201,Mühlberg,residential,,False,False,192.62,,"LINESTRING (10.7748461 48.7207911, 10.7749117 48.7207601, 10.7753747 48.7207038, 10.7755347 48.7206843, 10.7755778 48.7206791, 10.775622 48.7206884, 10.7757116 48.7207072, 10.7759954 48.7207667, 10.7771487 48.7210086, 10.7773613 48.720973)",,,,
"[24871194, 256320668]",Spitalstraße,living_street,,False,False,7.543000000000001,,"LINESTRING (10.7798818 48.7173545, 10.7799385 48.7173867, 10.7799594 48.717399)",building_passage,,,
572687141,Ruhetal,residential,,False,False,14.873,,"LINESTRING (10.774846 48.7211266, 10.7750045 48.72121)",,,,
572687142,Mühlberg,residential,,False,False,37.306,,"LINESTRING (10.774846 48.7211266, 10.7748461 48.7207911)",,,,
24812458,Gartenstraße,unclassified,,False,False,144.68400000000003,,"LINESTRING (10.776592 48.7158437, 10.7766104 48.7157641, 10.7765184 48.715494, 10.7765019 48.7153927, 10.7764775 48.7151615, 10.7764994 48.7148356, 10.7765736 48.7145559)",,,,
25228447,Bahnhofstraße,tertiary,50,False,False,66.93599999999999,,"LINESTRING (10.776592 48.7158437, 10.7771203 48.7159571, 10.7772878 48.7159862, 10.7774707 48.7159967)",,,,
"[239769376, 1034234279]",Bahnhofstraße,tertiary,50,False,True,94.986,3,"LINESTRING (10.776592 48.7158437, 10.7762558 48.7157914, 10.7760739 48.7157817, 10.7754612 48.7157955, 10.7753081 48.7158046)",,,,
"[24682488, 259166713, 24878129]",Umkehr,tertiary,50,False,False,111.334,2,"LINESTRING (10.7816886 48.7157383, 10.7818327 48.7157687, 10.7819093 48.7158428, 10.7819229 48.7158685, 10.7822156 48.7163293, 10.782225 48.7163434, 10.7822949 48.7166089)",,yes,,
25228446,Weidenweg,tertiary,50,False,True,149.827,,"LINESTRING (10.7816886 48.7157383, 10.781581 48.7157426, 10.7811083 48.7157625, 10.7801731 48.7157756, 10.7796479 48.7157829)",,,,
25664781,Neue Obermayerstraße,residential,50,False,False,178.457,,"LINESTRING (10.7816886 48.7157383, 10.7816244 48.7156568, 10.7815421 48.7155971, 10.7811299 48.7153443, 10.7809508 48.7152544, 10.7807289 48.7151602, 10.7802 48.7150625, 10.7796375 48.7150018)",,,,
25228442,Reichsstraße,secondary,30,False,False,24.819,,"LINESTRING (10.7805928 48.7178427, 10.7805844 48.7178967, 10.7805959 48.7179489, 10.7806306 48.7179874, 10.7806947 48.7180449)",,,,
256320668,Spitalstraße,living_street,,False,True,20.46,,"LINESTRING (10.7805928 48.7178427, 10.7805147 48.717829, 10.7804427 48.7178056, 10.7803636 48.717748)",,,,
1179664151,Kapellstraße,secondary,30,False,True,51.297,,"LINESTRING (10.7805928 48.7178427, 10.7806162 48.7177996, 10.7806649 48.7177374, 10.7810588 48.7175097)",,,,
23966958,Adolph-Kolping-Straße,residential,,False,False,44.117,,"LINESTRING (10.7814052 48.7173308, 10.7811584 48.716969)",,,,
1179664151,Kapellstraße,secondary,30,False,False,32.273,,"LINESTRING (10.7814052 48.7173308, 10.7810588 48.7175097)",,,,
24772800,Kapellstraße,secondary,50,False,True,89.89699999999999,,"LINESTRING (10.7814052 48.7173308, 10.7814643 48.7173086, 10.7818377 48.7171679, 10.7821696 48.7170429, 10.7822743 48.7170034, 10.782335 48.7169805, 10.7823792 48.7169639, 10.7824693 48.7169299)",,,,
"[572690688, 25664969, 24801387, 260047960, 67028507]",Promenade,"['residential', 'living_street']",,False,"[False, True]",423.084,,"LINESTRING (10.7830691 48.7167155, 10.7831255 48.7167698, 10.783141 48.7167848, 10.7831498 48.7168142, 10.7831698 48.7168813, 10.7831917 48.7169861, 10.7831999 48.7170966, 10.7831917 48.7171627, 10.7831469 48.7172841, 10.7830713 48.7173799, 10.7828543 48.7176245, 10.7826509 48.7178177, 10.7827158 48.7178974, 10.7828092 48.7179588, 10.7827441 48.7180428, 10.7824409 48.7184328, 10.7824127 48.7184691, 10.7823875 48.7185008, 10.7822002 48.7187358, 10.7821018 48.7188542, 10.7820336 48.7189361, 10.7818275 48.719184, 10.7817979 48.7192256, 10.7816332 48.7194571, 10.781604 48.7194982, 10.7815149 48.7196758, 10.7814685 48.7197594, 10.7813498 48.7199733, 10.7812714 48.7201392)",,,,
161084393,Kapellstraße,secondary,50,False,False,50.048,3,"LINESTRING (10.7830691 48.7167155, 10.7829887 48.7167445, 10.7829536 48.7167571, 10.7827942 48.7168145, 10.7827277 48.7168384, 10.7824693 48.7169299)",,,,
"[987317057, 24801389]",Kapellstraße,secondary,50,False,True,100.70000000000002,3,"LINESTRING (10.7830691 48.7167155, 10.7832103 48.7166542, 10.7832487 48.7166375, 10.7838738 48.716383, 10.7842338 48.7162364)",,,,
917176792,Kapellstraße,secondary,,True,False,12.58,,"LINESTRING (10.7844399 48.7161502, 10.784516 48.7161186, 10.7845961 48.7161085)",,,,
917176798,Augsburger Straße,secondary,50,False,True,14.048000000000002,2,"LINESTRING (10.7844399 48.7161502, 10.7844617 48.7161154, 10.7844672 48.7160847, 10.7844771 48.7160273)",,,St 2215,
917176799,Kapellstraße,secondary,50,False,True,18.371000000000002,,"LINESTRING (10.7844399 48.7161502, 10.7843432 48.7162125, 10.7842338 48.7162364)",,,,
"[32597482, 23966950]",Förgstraße,residential,,False,False,84.689,,"LINESTRING (10.7860581 48.7159052, 10.7860611 48.7160004, 10.7860075 48.7161657, 10.7859749 48.7162449, 10.7859673 48.7163917, 10.7860451 48.7165252, 10.7861072 48.7166437)",,,,
56303802,Kapellstraße,secondary,50,False,False,95.487,2,"LINESTRING (10.7860581 48.7159052, 10.785881 48.7159182, 10.7856273 48.715952, 10.7850888 48.7160584, 10.784797 48.7161107)",,,St 2215,
23966958,Adolph-Kolping-Straße,residential,,False,True,44.117,,"LINESTRING (10.7811584 48.716969, 10.7814052 48.7173308)",,,,
24772804,Eichgasse,residential,,False,False,92.495,,"LINESTRING (10.7811584 48.716969, 10.7822949 48.7166089)",,,,
"[24878131, 25791604, 25784491, 23966958]",Adolph-Kolping-Straße,"['residential', 'living_street']",,False,False,97.333,,"LINESTRING (10.7811584 48.716969, 10.780935 48.7168356, 10.7806962 48.7166938, 10.7806507 48.7166667, 10.7805461 48.7166109, 10.7800441 48.7165582)",,yes,,
24772800,Kapellstraße,secondary,50,False,False,89.897,,"LINESTRING (10.7824693 48.7169299, 10.7823792 48.7169639, 10.782335 48.7169805, 10.7822743 48.7170034, 10.7821696 48.7170429, 10.7818377 48.7171679, 10.7814643 48.7173086, 10.7814052 48.7173308)",,,,
33119400,Umkehr,tertiary,50,False,True,38.011,,"LINESTRING (10.7824693 48.7169299, 10.7823983 48.7168243, 10.7823332 48.71671, 10.7822949 48.7166089)",,,,
161084393,Kapellstraße,secondary,50,False,True,50.04800000000001,3,"LINESTRING (10.7824693 48.7169299, 10.7827277 48.7168384, 10.7827942 48.7168145, 10.7829536 48.7167571, 10.7829887 48.7167445, 10.7830691 48.7167155)",,,,
24749861,Pappelweg,living_street,,False,False,171.277,,"LINESTRING (10.7846302 48.7148554, 10.784697 48.7148555, 10.7850294 48.7148607, 10.7851678 48.7148629, 10.7852716 48.7148591, 10.7855339 48.7148496, 10.7857043 48.7148275, 10.7857781 48.714808, 10.7858115 48.7147992, 10.7859993 48.7147275, 10.7861307 48.7146779, 10.7861794 48.7146511, 10.7863507 48.7145567, 10.7866843 48.7144362, 10.786777 48.7144027)",,,,
"[26744841, 256320275, 24682487]",Augsburger Straße,secondary,50,False,False,130.793,2,"LINESTRING (10.7846302 48.7148554, 10.784622 48.7149292, 10.7844812 48.7159941, 10.7844771 48.7160273)",,yes,St 2215,
26744841,Augsburger Straße,secondary,50,False,True,60.73,2,"LINESTRING (10.7846302 48.7148554, 10.7846613 48.7146513, 10.7846889 48.7144704, 10.7847199 48.7143125)",,,St 2215,
24772804,Eichgasse,residential,,False,True,92.495,,"LINESTRING (10.7822949 48.7166089, 10.7811584 48.716969)",,,,
"[24682488, 24878129, 259166713]",Umkehr,tertiary,50,False,True,111.33400000000002,2,"LINESTRING (10.7822949 48.7166089, 10.782225 48.7163434, 10.7822156 48.7163293, 10.7819229 48.7158685, 10.7819093 48.7158428, 10.7818327 48.7157687, 10.7816886 48.7157383)",,yes,,
33119400,Umkehr,tertiary,50,False,False,38.010999999999996,,"LINESTRING (10.7822949 48.7166089, 10.7823332 48.71671, 10.7823983 48.7168243, 10.7824693 48.7169299)",,,,
161084388,Gartenstraße,unclassified,,False,True,79.08,,"LINESTRING (10.7767232 48.713852, 10.7766689 48.7141899, 10.776615 48.7143836, 10.7765736 48.7145559)",,,,
24873082,Ruhetal,residential,,False,False,77.487,,"LINESTRING (10.7766659 48.7220736, 10.7764266 48.7221387, 10.7757186 48.7223808)",,,,
24873248,Promenade,residential,,False,True,93.32299999999998,,"LINESTRING (10.7807429 48.7214494, 10.780862 48.7216808, 10.7809072 48.7218757, 10.7809241 48.7221016, 10.7808953 48.7222721)",,,,permissive
24873063,Schneegarten,residential,,False,True,33.583,,"LINESTRING (10.7809158 48.721426, 10.7809639 48.7215546, 10.7810191 48.7217202)",,,,
24873248,Promenade,residential,,False,False,93.32300000000001,,"LINESTRING (10.7808953 48.7222721, 10.7809241 48.7221016, 10.7809072 48.7218757, 10.780862 48.7216808, 10.7807429 48.7214494)",,,,permissive
"[24873249, 24873063]","['Schneegarten', 'Jennisgasse']",residential,,False,False,76.37700000000001,,"LINESTRING (10.7808953 48.7222721, 10.7810633 48.7222916, 10.7810783 48.7220144, 10.781072 48.7219544, 10.7810528 48.7218556, 10.7810191 48.7217202)",,yes,,
26095554,Jennisgasse,residential,,False,False,118.59100000000001,,"LINESTRING (10.7808953 48.7222721, 10.7806299 48.7222942, 10.7804218 48.7223115, 10.7803686 48.7223159, 10.7802428 48.7223064, 10.7799608 48.7222907, 10.7796058 48.7222649, 10.7792883 48.7222444)",,,,
24772802,Reichsstraße,secondary,30,False,False,83.3,,"LINESTRING (10.7806947 48.7180449, 10.7805562 48.7181101, 10.7802035 48.7182673, 10.7797707 48.71848)",,,,
"[25228443, 1087958557, 24873407]","['Sonnenstraße', 'Rathausgasse']","['living_street', 'residential']",30,True,False,130.264,,"LINESTRING (10.7806947 48.7180449, 10.7810917 48.7183796, 10.7811093 48.7184125, 10.781087 48.7184461, 10.7808925 48.7186083, 10.7803237 48.7188881)",,,,
25228442,Reichsstraße,secondary,30,False,True,24.819000000000003,,"LINESTRING (10.7806947 48.7180449, 10.7806306 48.7179874, 10.7805959 48.7179489, 10.7805844 48.7178967, 10.7805928 48.7178427)",,,,
24880959,Hindenburgstraße,living_street,,False,True,17.685,,"LINESTRING (10.7780626 48.7167083, 10.7778942 48.7165945)",,,,
24880959,Hindenburgstraße,living_street,,False,False,11.522,,"LINESTRING (10.7778096 48.7165072, 10.7778942 48.7165945)",,,,
24880959,Hindenburgstraße,living_street,,False,True,15.517,,"LINESTRING (10.7778096 48.7165072, 10.7777162 48.716382)",,,,
25791604,Adolph-Kolping-Straße,living_street,,False,True,166.08499999999998,,"LINESTRING (10.7778096 48.7165072, 10.7778368 48.7165038, 10.778021 48.7164782, 10.7781618 48.7164614, 10.7784244 48.7164302, 10.7788698 48.7165015, 10.7791929 48.7165018, 10.7796138 48.7165154, 10.7800441 48.7165582)",,,,
"[24880957, 24880958, 24880959]",Hindenburgstraße,living_street,,False,False,46.556,,"LINESTRING (10.7774707 48.7159967, 10.7775131 48.7160895, 10.7777116 48.7163738, 10.7777162 48.716382)",,yes,,
25228446,Weidenweg,tertiary,50,False,False,161.964,,"LINESTRING (10.7774707 48.7159967, 10.7776898 48.7159775, 10.7777216 48.7159732, 10.7779904 48.7159366, 10.7781675 48.7159125, 10.7782627 48.715899, 10.7783114 48.7158917, 10.7788012 48.7158179, 10.7791036 48.7157941, 10.7796479 48.7157829)",,,,
25228447,Bahnhofstraße,tertiary,50,False,True,66.936,,"LINESTRING (10.7774707 48.7159967, 10.7772878 48.7159862, 10.7771203 48.7159571, 10.776592 48.7158437)",,,,
26095673,Kappeneck,residential,30,False,True,6.478,,"LINESTRING (10.7773406 48.7215935, 10.7773011 48.7216456)",,,,
26095605,Mühlweg,living_street,,False,False,176.949,,"LINESTRING (10.7773406 48.7215935, 10.7763202 48.7213746, 10.7750045 48.72121)",,,,
26095618,Kappeneck,residential,30,False,False,39.278,,"LINESTRING (10.7773406 48.7215935, 10.7775642 48.7214895, 10.7777834 48.721395)",,,,
572687141,Ruhetal,residential,,False,True,14.873,,"LINESTRING (10.7750045 48.72121, 10.774846 48.7211266)",,,,
25317199,Ruhetal,residential,30,False,False,161.34199999999998,,"LINESTRING (10.7750045 48.72121, 10.7750238 48.7213065, 10.7748819 48.7219584, 10.775138 48.7220877, 10.7753957 48.7222178, 10.7757186 48.7223808)",,,,
26095605,Mühlweg,living_street,,False,True,176.949,,"LINESTRING (10.7750045 48.72121, 10.7763202 48.7213746, 10.7773406 48.7215935)",,,,
25317201,Mühlberg,residential,,False,True,192.61999999999998,,"LINESTRING (10.7773613 48.720973, 10.7771487 48.7210086, 10.7759954 48.7207667, 10.7757116 48.7207072, 10.775622 48.7206884, 10.7755778 48.7206791, 10.7755347 48.7206843, 10.7753747 48.7207038, 10.7749117 48.7207601, 10.7748461 48.7207911)",,,,
146459912,Pflegstraße,secondary,50,False,False,56.559,2,"LINESTRING (10.7773613 48.720973, 10.7774285 48.7210338, 10.7776986 48.7212652, 10.7777834 48.721395)",,,,
146459912,Pflegstraße,secondary,50,False,True,52.233000000000004,2,"LINESTRING (10.7773613 48.720973, 10.777229 48.720848, 10.7771903 48.7208084, 10.776968 48.7205815)",,,,
146459912,Pflegstraße,secondary,50,False,True,36.766,2,"LINESTRING (10.776968 48.7205815, 10.7766911 48.7203059)",,,,
146459912,Pflegstraße,secondary,50,False,False,52.233000000000004,2,"LINESTRING (10.776968 48.7205815, 10.7771903 48.7208084, 10.777229 48.720848, 10.7773613 48.720973)",,,,
24772802,Reichsstraße,secondary,30,False,True,58.143,,"LINESTRING (10.7777042 48.7193047, 10.7783968 48.7190505)",,,,
24772802,Reichsstraße,secondary,30,False,False,77.457,,"LINESTRING (10.7777042 48.7193047, 10.7773061 48.7193909, 10.7766787 48.719463)",,,,
25622594,Augsburger Botengasse,residential,,False,True,20.988999999999997,,"LINESTRING (10.7777042 48.7193047, 10.7776645 48.7192393, 10.7776622 48.719121)",,,,
25771497,Schustergasse,residential,,True,False,69.68599999999999,,"LINESTRING (10.7777042 48.7193047, 10.7779261 48.7197136, 10.7780524 48.719887)",,,,
24772802,Reichsstraße,secondary,30,False,False,58.143,,"LINESTRING (10.7783968 48.7190505, 10.7777042 48.7193047)",,,,
24772802,Reichsstraße,secondary,30,False,True,32.365,,"LINESTRING (10.7783968 48.7190505, 10.7787795 48.7189057)",,,,
24772802,Reichsstraße,secondary,30,False,False,32.365,,"LINESTRING (10.7787795 48.7189057, 10.7783968 48.7190505)",,,,
25622596,Merkurplatz,residential,,True,False,59.847,,"LINESTRING (10.7787795 48.7189057, 10.7791611 48.7193814)",,,,
24772802,Reichsstraße,secondary,30,False,True,63.612,,"LINESTRING (10.7787795 48.7189057, 10.7789985 48.7188195, 10.7795084 48.7185961)",,,,
25664781,Neue Obermayerstraße,residential,50,False,False,230.267,,"LINESTRING (10.7796375 48.7150018, 10.77883 48.7148881, 10.7787283 48.7148766, 10.7785213 48.7148432, 10.7783184 48.7148103, 10.7780982 48.7147831, 10.7778277 48.7147322, 10.7775158 48.7146868, 10.7772414 48.7146468, 10.7770439 48.7146174, 10.7765736 48.7145559)",,,,
25664781,Neue Obermayerstraße,residential,50,False,True,178.457,,"LINESTRING (10.7796375 48.7150018, 10.7802 48.7150625, 10.7807289 48.7151602, 10.7809508 48.7152544, 10.7811299 48.7153443, 10.7815421 48.7155971, 10.7816244 48.7156568, 10.7816886 48.7157383)",,,,
"[25664842, 421689540, 421689541]",Scheiplstraße,residential,50,False,True,86.857,,"LINESTRING (10.7796375 48.7150018, 10.7796423 48.7154293, 10.7796447 48.7155844, 10.7796479 48.7157829)",,,,no
