osmid,name,highway,maxspeed,oneway,reversed,length,access,geometry,bridge,lanes,junction,width
44373695,Göppinger Straße,residential,30,False,True,21.6,,"LINESTRING (9.6877065 48.7969929, 9.68774 48.7971859)",,,,
27819423,Gerberstraße,residential,30,False,False,188.718,yes,"LINESTRING (9.6877065 48.7969929, 9.6877995 48.7969601, 9.6878205 48.7968911, 9.6878669 48.7968365, 9.6880589 48.7967959, 9.6883711 48.7967724, 9.6886064 48.7968009, 9.6887856 48.7968654, 9.689045 48.796919, 9.689301 48.797251, 9.6893775 48.7973963, 9.6894251 48.7975507)",,,,
"[44373639, 148892734, 44373695]",Göppinger Straße,residential,30,False,False,54.95100000000001,,"LINESTRING (9.6877065 48.7969929, 9.6876243 48.7968956, 9.6875868 48.7968512, 9.6874027 48.7965918, 9.6873728 48.7965506)",yes,,,
"[526310419, 32594396]",Stuttgarter Straße,residential,"['50', '30']",False,False,180.52999999999997,,"LINESTRING (9.6839297 48.7981597, 9.6839198 48.7980713, 9.6839178 48.7979396, 9.6839326 48.7978654, 9.6839586 48.7978096, 9.6840178 48.797706, 9.684092 48.7976347, 9.6841666 48.7975764, 9.6842667 48.7975332, 9.6843735 48.7975014, 9.6846496 48.7974538, 9.6849941 48.7973962, 9.6850926 48.7973804, 9.6851742 48.797368, 9.6852006 48.7973639, 9.6856112 48.797297)",,2,,
445877631,,tertiary,50,True,False,21.515,,"LINESTRING (9.6839297 48.7981597, 9.6839748 48.7981737, 9.684009 48.7981874, 9.6840821 48.7982484, 9.6841042 48.7982691, 9.6841113 48.7983)",,,roundabout,
44373695,Göppinger Straße,residential,30,False,False,21.6,,"LINESTRING (9.68774 48.7971859, 9.6877065 48.7969929)",,,,
148865454,Hauptstraße,residential,30,False,False,33.312,,"LINESTRING (9.68774 48.7971859, 9.6878176 48.7971942, 9.6879023 48.7972176, 9.6879325 48.7972424, 9.6879796 48.7973046, 9.6880401 48.7973634, 9.6880528 48.7973758)",,,,
531832127,Stuttgarter Straße,residential,30,False,True,58.319,,"LINESTRING (9.68774 48.7971859, 9.6876206 48.797196, 9.6873419 48.7972253, 9.6871646 48.797237, 9.6869497 48.7972274)",,,,
"[1138034281, 26521207]",Austraße,residential,30,False,False,125.182,,"LINESTRING (9.6856579 48.7962972, 9.6854979 48.7963647, 9.6852535 48.7963988, 9.6848315 48.7963689, 9.6839916 48.7963093)",,,,"['5.8', '6.6']"
34074731,Göppinger Straße,residential,30,False,False,175.50400000000002,,"LINESTRING (9.6856579 48.7962972, 9.6855346 48.7959671, 9.685406 48.7957924, 9.6852085 48.7956335, 9.6849651 48.7955145, 9.6846298 48.795373, 9.6842214 48.7952329, 9.6841138 48.7952132)",,,,7
694070076,Göppinger Straße,residential,30,False,True,34.431,,"LINESTRING (9.6856579 48.7962972, 9.6858033 48.7963914, 9.6859255 48.7964307, 9.6860509 48.7964536)",,,,
34074731,Göppinger Straße,residential,30,False,True,175.50400000000002,,"LINESTRING (9.6841138 48.7952132, 9.6842214 48.7952329, 9.6846298 48.795373, 9.6849651 48.7955145, 9.6852085 48.7956335, 9.685406 48.7957924, 9.6855346 48.7959671, 9.6856579 48.7962972)",,,,7
22634606,Schießhausstraße,residential,30,False,False,241.78500000000003,,"LINESTRING (9.6873728 48.7965506, 9.6874902 48.7964973, 9.6880159 48.796497, 9.6884954 48.7964088, 9.6894639 48.7961972, 9.6905307 48.795985)",,,,5.5
"[44373695, 148892734, 44373639]",Göppinger Straße,residential,30,False,True,54.951,,"LINESTRING (9.6873728 48.7965506, 9.6874027 48.7965918, 9.6875868 48.7968512, 9.6876243 48.7968956, 9.6877065 48.7969929)",yes,,,
694070076,Göppinger Straße,residential,30,False,False,46.238,,"LINESTRING (9.6873728 48.7965506, 9.6871088 48.7964553, 9.6867846 48.796414)",,,,
148865454,Hauptstraße,residential,30,False,False,44.575,,"LINESTRING (9.6880528 48.7973758, 9.6881095 48.7974081, 9.6881718 48.797435, 9.6882293 48.7974514, 9.6882979 48.7974642, 9.6886226 48.7974754)",,,,
148865454,Hauptstraße,residential,30,False,True,33.312000000000005,,"LINESTRING (9.6880528 48.7973758, 9.6880401 48.7973634, 9.6879796 48.7973046, 9.6879325 48.7972424, 9.6879023 48.7972176, 9.6878176 48.7971942, 9.68774 48.7971859)",,,,
22634573,Hauptstraße,living_street,,False,False,106.446,,"LINESTRING (9.6918478 48.7977447, 9.6918266 48.797819, 9.6917889 48.7978505, 9.6917186 48.7978755, 9.6914635 48.7979405, 9.6913461 48.7979715, 9.691284 48.7979972, 9.6912462 48.7980291, 9.6911649 48.7981442, 9.6911009 48.798239, 9.6910393 48.7983075, 9.6910165 48.7983332, 9.6909923 48.7983535, 9.6909624 48.7983656, 9.6908934 48.79838)",,,,
27819649,Zollplatz,residential,30,False,False,45.905,,"LINESTRING (9.6918478 48.7977447, 9.6920182 48.79776, 9.6921119 48.7977581, 9.6922145 48.7977477, 9.6924635 48.7977053)",,,,
531831960,August-Wilhelm-Pfäffle-Straße,residential,30,False,True,60.83,,"LINESTRING (9.6918478 48.7977447, 9.69167 48.7976842, 9.6915342 48.7976299, 9.6913263 48.7975501, 9.691212 48.7975186, 9.6911112 48.797495)",,,,
531832025,Mörikestraße,residential,30,False,False,63.737,,"LINESTRING (9.6963362 48.7971446, 9.6961878 48.7965798)",,,,
"[148893017, 41213839]",Gmünder Straße,residential,"['50', '30']",False,True,240.63000000000002,,"LINESTRING (9.6963362 48.7971446, 9.695926 48.7971839, 9.6955495 48.797252, 9.6940543 48.7975192, 9.6932887 48.7976, 9.6931355 48.7976181)",,,,
74197924,Gaisgasse,residential,30,False,True,127.744,,"LINESTRING (9.6841113 48.7983, 9.6842283 48.7983204, 9.6842979 48.7983435, 9.6843538 48.7983633, 9.6844505 48.7984062, 9.6846726 48.7985083, 9.6848618 48.7985987, 9.6850133 48.7986675, 9.6851679 48.7987199, 9.68536 48.7987563, 9.6856588 48.7987882)",,,,7
445877631,,tertiary,50,True,False,17.405,,"LINESTRING (9.6841113 48.7983, 9.6841042 48.7983314, 9.6840627 48.7983615, 9.6840124 48.7983835, 9.6839452 48.7983863)",,,roundabout,
33622203,Schulstraße,residential,30,False,False,64.628,,"LINESTRING (9.6856588 48.7987882, 9.6857648 48.7982112)",,,,
74197924,Gaisgasse,residential,30,False,False,127.744,,"LINESTRING (9.6856588 48.7987882, 9.68536 48.7987563, 9.6851679 48.7987199, 9.6850133 48.7986675, 9.6848618 48.7985987, 9.6846726 48.7985083, 9.6844505 48.7984062, 9.6843538 48.7983633, 9.6842979 48.7983435, 9.6842283 48.7983204, 9.6841113 48.7983)",,,,7
"[531832113, 33622198]",Gaisgasse,residential,30,False,True,187.78,,"LINESTRING (9.6856588 48.7987882, 9.6862536 48.7988356, 9.6870944 48.7988623, 9.6871909 48.7988599, 9.6872633 48.7988533, 9.6873602 48.7988445, 9.6881947 48.7987209)",,,,
22878423,Kirchstraße,residential,30,False,True,92.94500000000002,,"LINESTRING (9.6881947 48.7987209, 9.688514 48.7986966, 9.6887737 48.7986529, 9.6888792 48.798606, 9.6889538 48.7985554, 9.6890203 48.7984574, 9.6890424 48.7982721)",,,,
