osmid,oneway,name,highway,maxspeed,reversed,length,geometry,ref,lanes,width,junction
"[1188484410, 1188489751]",False,Wandalbertstraße,residential,30,False,199.89999999999998,"LINESTRING (6.4194592 50.2065829, 6.4193203 50.2063643, 6.4191488 50.2061309, 6.4188889 50.2058815, 6.4188297 50.2058346, 6.4185915 50.2056457, 6.4179036 50.2051002)",,,6.5,
930586579,False,Kalvarienbergstraße 1,residential,,True,65.41,"LINESTRING (6.4186146 50.2068149, 6.4194592 50.2065829)",,2,,
821915220,False,Kalvarienbergstraße,residential,30,False,31.481,"LINESTRING (6.4186146 50.2068149, 6.4184106 50.2068896, 6.4182311 50.206956)",,2,,
"[31358963, 1188426175]",False,Enggasse,residential,,True,288.535,"LINESTRING (6.4182311 50.206956, 6.4184269 50.2071165, 6.4190099 50.2071367, 6.4193382 50.2072004, 6.4197918 50.2072557, 6.4203491 50.2073, 6.4209555 50.2072981, 6.4212056 50.2072684, 6.4214946 50.207238, 6.4217635 50.2072375, 6.4220547 50.2072229, 6.4221258 50.2072193)",,,3,
821915220,False,Kalvarienbergstraße,residential,30,True,31.481,"LINESTRING (6.4182311 50.206956, 6.4184106 50.2068896, 6.4186146 50.2068149)",,2,,
31358878,True,Langemarckstraße,residential,30,False,240.744,"LINESTRING (6.4205205 50.2079807, 6.4205486 50.2080512, 6.4205433 50.2081363, 6.42047 50.2082698, 6.420321 50.2083974, 6.420159 50.208509, 6.4197774 50.2086656, 6.4193866 50.2088213, 6.4191182 50.2089138, 6.418591 50.2090898, 6.4183311 50.2092219, 6.4181106 50.2093356)",,,,
542956908,False,Tiergartenstraße,primary,50,False,94.298,"LINESTRING (6.4205205 50.2079807, 6.420781 50.207934, 6.4217855 50.2077286)",B 265,2,,
"[163003052, 542956909]",False,Tiergartenstraße,primary,50,True,169.349,"LINESTRING (6.4205205 50.2079807, 6.4202343 50.2080264, 6.4199208 50.2080659, 6.4195168 50.2080967, 6.4191507 50.2081173, 6.4187771 50.2081383, 6.4181638 50.2081735)",B 265,"['2', '3']",,
31358894,False,Steinkaulstraße,residential,30,False,16.393,"LINESTRING (6.4181106 50.2093356, 6.4182023 50.2093854, 6.4182946 50.2094238)",,,,
31358894,False,Steinkaulstraße,residential,30,False,36.286,"LINESTRING (6.4197678 50.2099702, 6.4198582 50.2099978, 6.4199384 50.2100287, 6.4200249 50.2100746, 6.4200946 50.2101209, 6.420143 50.2101793)",,,,
31358894,False,Steinkaulstraße,residential,30,True,123.10900000000001,"LINESTRING (6.4197678 50.2099702, 6.4196929 50.2099669, 6.4196286 50.2099643, 6.4195481 50.2099536, 6.4194656 50.209936, 6.4192665 50.2098454, 6.4188977 50.209657, 6.418726 50.2095845, 6.4186695 50.2095647, 6.4185201 50.2095124, 6.4184014 50.2094682, 6.4182946 50.2094238)",,,,
31358936,False,Bertradastraße,residential,30,False,263.308,"LINESTRING (6.4197678 50.2099702, 6.4198671 50.2099017, 6.4200811 50.2098724, 6.4206466 50.2098968, 6.4212579 50.2099652, 6.421854 50.210112, 6.42245 50.2103565, 6.4231225 50.2106353)",,,,
31358894,False,Steinkaulstraße,residential,30,False,21.051,"LINESTRING (6.420143 50.2101793, 6.4202738 50.2103491)",,,,
31358894,False,Steinkaulstraße,residential,30,True,36.286,"LINESTRING (6.420143 50.2101793, 6.4200946 50.2101209, 6.4200249 50.2100746, 6.4199384 50.2100287, 6.4198582 50.2099978, 6.4197678 50.2099702)",,,,
31358929,False,Roter Sandberg,residential,30,True,88.098,"LINESTRING (6.420143 50.2101793, 6.4197678 50.210337, 6.4194239 50.2104298, 6.4190181 50.2104881)",,,,
31358894,False,Steinkaulstraße,residential,30,True,45.580999999999996,"LINESTRING (6.4217929 50.2112809, 6.4213583 50.2110581, 6.4212951 50.211023)",,,,
31358937,False,Am Sonnenhang,residential,30,True,121.24000000000002,"LINESTRING (6.4217929 50.2112809, 6.4220832 50.2112074, 6.4223889 50.2111096, 6.4226564 50.2109874, 6.422855 50.2108406, 6.4231225 50.2106353)",,,,
31358898,False,Kurcenterstraße,residential,,True,70.061,"LINESTRING (6.4272798 50.2106356, 6.4277266 50.2103611, 6.4279901 50.2101993)",,,,
62850024,False,Teichstraße,residential,,False,118.47,"LINESTRING (6.4272798 50.2106356, 6.4277534 50.2109483, 6.4284794 50.2113737)",,,,
62850024,False,Teichstraße,residential,,True,118.47,"LINESTRING (6.4284794 50.2113737, 6.4277534 50.2109483, 6.4272798 50.2106356)",,,,
31358898,False,Kurcenterstraße,residential,,True,51.208,"LINESTRING (6.4279901 50.2101993, 6.4285178 50.2098862)",,,,
31358898,False,Kurcenterstraße,residential,,False,70.061,"LINESTRING (6.4279901 50.2101993, 6.4277266 50.2103611, 6.4272798 50.2106356)",,,,
45383011,False,Monthermeerstraße,residential,,True,139.35000000000002,"LINESTRING (6.4279901 50.2101993, 6.4277559 50.2100126, 6.4274654 50.2097811, 6.4272318 50.2095948, 6.4269968 50.2093686, 6.4268165 50.2091975)",,,,
280048952,False,Teichplatz,residential,,False,89.416,"LINESTRING (6.4262062 50.2085193, 6.4262752 50.2085471, 6.4265766 50.2087573, 6.4266989 50.2089505, 6.4268165 50.2091975)",,,,
31358900,False,Ford-Madison-Straße,residential,,True,89.06200000000001,"LINESTRING (6.4268165 50.2091975, 6.4270198 50.209129, 6.427103 50.2090385, 6.4271726 50.2089627, 6.4273408 50.2088307, 6.4274803 50.2087905, 6.4277635 50.2087249)",,,,
45383011,False,Monthermeerstraße,residential,,False,139.35,"LINESTRING (6.4268165 50.2091975, 6.4269968 50.2093686, 6.4272318 50.2095948, 6.4274654 50.2097811, 6.4277559 50.2100126, 6.4279901 50.2101993)",,,,
280048952,False,Teichplatz,residential,,True,89.416,"LINESTRING (6.4268165 50.2091975, 6.4266989 50.2089505, 6.4265766 50.2087573, 6.4262752 50.2085471, 6.4262062 50.2085193)",,,,
31358900,False,Ford-Madison-Straße,residential,,False,89.06200000000001,"LINESTRING (6.4277635 50.2087249, 6.4274803 50.2087905, 6.4273408 50.2088307, 6.4271726 50.2089627, 6.427103 50.2090385, 6.4270198 50.209129, 6.4268165 50.2091975)",,,,
175887555,False,Prümtalstraße,unclassified,50,False,98.07700000000001,"LINESTRING (6.4277635 50.2087249, 6.4276859 50.2085868, 6.4276332 50.2084542, 6.4276041 50.2083018, 6.4276091 50.208158, 6.4276209 50.2080688, 6.4276437 50.2079658, 6.4276662 50.2079134, 6.4276962 50.2078638)",,2,,
175887555,False,Prümtalstraße,unclassified,50,True,141.801,"LINESTRING (6.4277635 50.2087249, 6.4281366 50.2090687, 6.4282705 50.2093127, 6.4283898 50.2096981, 6.4285178 50.2098862)",,2,,
31408979,False,Pferdemarkt,residential,30,False,33.823,"LINESTRING (6.4237824 50.2111886, 6.4238026 50.2108847)",,,,
31358936,False,Bertradastraße,residential,30,True,55.779,"LINESTRING (6.4238026 50.2108847, 6.4231225 50.2106353)",,,,
31408979,False,Pferdemarkt,residential,30,True,33.823,"LINESTRING (6.4238026 50.2108847, 6.4237824 50.2111886)",,,,
31408979,False,Pferdemarkt,residential,30,False,82.398,"LINESTRING (6.4238026 50.2108847, 6.4238714 50.2106206, 6.423902 50.2103565, 6.4239298 50.2102597, 6.4240089 50.210162)",,,,
1110006793,False,Reginostraße,residential,30,True,24.626,"LINESTRING (6.4240089 50.210162, 6.4237203 50.2100398)",,,,
31408979,False,Pferdemarkt,residential,30,True,82.398,"LINESTRING (6.4240089 50.210162, 6.4239298 50.2102597, 6.423902 50.2103565, 6.4238714 50.2106206, 6.4238026 50.2108847)",,,,
"[1110006792, 31358935]",False,Reginostraße,residential,"['50', '30']",True,33.411,"LINESTRING (6.4240089 50.210162, 6.4241417 50.2102211, 6.424195 50.2102447, 6.4242664 50.2102662, 6.4243137 50.2102761, 6.4243657 50.2102804, 6.4244275 50.2102818)",,,,
100769632,False,Kalkstraße,residential,,True,20.806,"LINESTRING (6.4243682 50.2081108, 6.4244475 50.2079307)",,,,
31409400,False,Gartenstraße,residential,,True,250.77300000000002,"LINESTRING (6.4243682 50.2081108, 6.4250752 50.2090415, 6.4253463 50.2095007, 6.4253069 50.2095765, 6.4252392 50.2096082, 6.4243357 50.2097524)",,,,
33804594,False,Spiegelstraße,tertiary,50,False,81.737,"LINESTRING (6.4243682 50.2081108, 6.4249932 50.2080323, 6.4252927 50.2079887, 6.4254861 50.2079462)",K 164,,,
33804594,False,Spiegelstraße,tertiary,50,True,48.272000000000006,"LINESTRING (6.4243682 50.2081108, 6.4240941 50.2081495, 6.4237401 50.2082654)",K 164,,,
31358936,False,Bertradastraße,residential,30,False,55.779,"LINESTRING (6.4231225 50.2106353, 6.4238026 50.2108847)",,,,
31358936,False,Bertradastraße,residential,30,True,263.308,"LINESTRING (6.4231225 50.2106353, 6.42245 50.2103565, 6.421854 50.210112, 6.4212579 50.2099652, 6.4206466 50.2098968, 6.4200811 50.2098724, 6.4198671 50.2099017, 6.4197678 50.2099702)",,,,
31358937,False,Am Sonnenhang,residential,30,False,121.24000000000001,"LINESTRING (6.4231225 50.2106353, 6.422855 50.2108406, 6.4226564 50.2109874, 6.4223889 50.2111096, 6.4220832 50.2112074, 6.4217929 50.2112809)",,,,
107209507,False,Klosterhof,residential,,True,49.827,"LINESTRING (6.4258063 50.2076941, 6.4264919 50.2076032)",,,,
399646968,True,Hahnplatz,residential,,False,32.381,"LINESTRING (6.4258063 50.2076941, 6.4258403 50.2077292, 6.4259513 50.2079688)",,,,
45082150,False,Ritzstraße,primary,30,False,111.61000000000001,"LINESTRING (6.4259513 50.2079688, 6.4262596 50.2079643, 6.4264899 50.2079569, 6.4267645 50.2078945, 6.4274281 50.2076879)",B 265,2,,
45082150,False,Ritzstraße,primary,30,True,33.877,"LINESTRING (6.4259513 50.2079688, 6.4257974 50.2079752, 6.4256146 50.2079776, 6.4255509 50.2079688, 6.4254861 50.2079462)",B 265,2,,
930586578,False,Hahnstraße,primary,50,False,1.15,"LINESTRING (6.4223739 50.2075787, 6.4223886 50.2075744)",B 265,2,,
930586578,False,Hahnstraße,primary,50,True,45.069,"LINESTRING (6.4223739 50.2075787, 6.4217855 50.2077286)",B 265,2,,
41156498,True,Bachstraße,residential,,False,15.006,"LINESTRING (6.4223739 50.2075787, 6.4223915 50.2076151, 6.4224131 50.2076595, 6.4224266 50.2077091)",,,,
"[163003052, 542956909]",False,Tiergartenstraße,primary,50,False,169.349,"LINESTRING (6.4181638 50.2081735, 6.4187771 50.2081383, 6.4191507 50.2081173, 6.4195168 50.2080967, 6.4199208 50.2080659, 6.4202343 50.2080264, 6.4205205 50.2079807)",B 265,"['2', '3']",,
41591394,False,Auf dem Burgstück,residential,30,False,93.908,"LINESTRING (6.4179036 50.2051002, 6.4179896 50.205059, 6.4180715 50.2050054, 6.4181419 50.204956, 6.418201 50.204914, 6.4182794 50.2048702, 6.4183505 50.204838, 6.4184209 50.2048191, 6.4184806 50.2048105, 6.4185523 50.2048101, 6.4186207 50.2048195, 6.4186764 50.2048341, 6.4188614 50.2048959, 6.4189773 50.2049692)",,,,
"[1188484410, 1188489751]",False,Wandalbertstraße,residential,30,True,199.9,"LINESTRING (6.4179036 50.2051002, 6.4185915 50.2056457, 6.4188297 50.2058346, 6.4188889 50.2058815, 6.4191488 50.2061309, 6.4193203 50.2063643, 6.4194592 50.2065829)",,,6.5,
166112387,True,Pfannstraße,residential,,False,4.487,"LINESTRING (6.4234914 50.2083056, 6.4234503 50.208275)",,,,
"[416701009, 26495548]",True,Unterbergstraße,residential,,False,76.131,"LINESTRING (6.4234914 50.2083056, 6.423126 50.2083546, 6.4228032 50.2083904, 6.4226721 50.2084049, 6.4224363 50.2084034)",,,,
42441069,False,Pfannstraße,residential,,False,44.278999999999996,"LINESTRING (6.4224266 50.2077091, 6.4227208 50.2076366, 6.4228671 50.2078093)",,,,
166112385,True,Bachstraße,residential,,False,49.33,"LINESTRING (6.4224266 50.2077091, 6.4224356 50.2077669, 6.4224503 50.2078618, 6.4224992 50.2080542, 6.4225233 50.2081482)",,,,
"[399646968, 31358948]",True,Hahnplatz,residential,,False,115.94800000000001,"LINESTRING (6.4247571 50.2073148, 6.4249587 50.2072359, 6.4252115 50.2071643, 6.4253147 50.2071462, 6.4253674 50.2071649, 6.4254107 50.2071892, 6.4254915 50.2072901, 6.4256963 50.2076205, 6.4258063 50.2076941)",,,,
160730158,False,Hahnstraße,primary,30,True,30.344,"LINESTRING (6.4247571 50.2073148, 6.4244899 50.2072021, 6.4244137 50.2071546)",B 265,2,,
"[548398359, 363566159, 399646967]",False,Hahnstraße,primary,30,False,87.801,"LINESTRING (6.4247571 50.2073148, 6.424991 50.2074575, 6.4253144 50.2077585, 6.4254861 50.2079462)",B 265,"['2', '3']",,
"[31410050, 767336690]",False,Heldstraße,primary,50,False,157.87699999999998,"LINESTRING (6.4281798 50.2071924, 6.42836 50.2069639, 6.4284803 50.206773, 6.4285137 50.2066751, 6.4285313 50.2065969, 6.4285149 50.2064519, 6.4284881 50.2063408, 6.428461 50.2062233, 6.4283732 50.205825)",B 265,"['2', '3']",,
107209348,False,Eduard-Nels-Straße,residential,50,True,130.10000000000002,"LINESTRING (6.4281798 50.2071924, 6.4281486 50.2071688, 6.4281431 50.2071139, 6.4281575 50.206945, 6.4280938 50.2066388, 6.4279671 50.2064135, 6.4277973 50.2060634)",,,,
548398391,True,,primary_link,50,False,39.579,"LINESTRING (6.4281798 50.2071924, 6.4281338 50.2072787, 6.4280735 50.2073409, 6.4280004 50.2073963, 6.4279347 50.207434, 6.4278666 50.2074789)",B 265,1,,
701920575,False,Stiftsgasse,residential,,True,55.05,"LINESTRING (6.423021 50.205988, 6.4232494 50.206461)",,,,
48738141,True,Fuhrweg,residential,,False,122.894,"LINESTRING (6.423021 50.205988, 6.4232058 50.20602, 6.4234652 50.2060409, 6.4237285 50.2061171, 6.4238855 50.206249, 6.4239307 50.2064708, 6.4239667 50.2067106)",,,,
48858171,False,Dechant-Christa-Weg,residential,,True,99.902,"LINESTRING (6.4247895 50.205731, 6.4248507 50.2058191, 6.4248688 50.2059184, 6.4249352 50.2060635, 6.4250183 50.2062165, 6.4249716 50.2062524, 6.4244481 50.2063218)",,,,
"[48858168, 1188313057, 1188313004]",False,Bahnhofstraße,residential,,False,98.02499999999999,"LINESTRING (6.4247895 50.205731, 6.4248332 50.205724, 6.4249245 50.2057095, 6.4253829 50.2056366, 6.4254382 50.205629, 6.4254959 50.2056315, 6.4255243 50.2056383, 6.4255643 50.2056479, 6.4256448 50.2056779, 6.4257936 50.2057577, 6.4260015 50.2058882)",,,,
1188313057,False,Bahnhofstraße,residential,,True,32.567,"LINESTRING (6.4247895 50.205731, 6.4245844 50.2057616, 6.42434 50.2057845)",,,,
31409400,False,Gartenstraße,residential,,False,250.773,"LINESTRING (6.4243357 50.2097524, 6.4252392 50.2096082, 6.4253069 50.2095765, 6.4253463 50.2095007, 6.4250752 50.2090415, 6.4243682 50.2081108)",,,,
"[734943981, 1110006791]",False,Oberbergstraße,tertiary,,False,170.89200000000002,"LINESTRING (6.4243357 50.2097524, 6.4241817 50.2092994, 6.4240546 50.208962, 6.4238935 50.2085343, 6.4237649 50.2083088, 6.4237401 50.2082654)",K 164,,,
1110006791,False,Oberbergstraße,tertiary,,True,59.457,"LINESTRING (6.4243357 50.2097524, 6.4243519 50.2100175, 6.4243653 50.2101008, 6.4243868 50.2101892, 6.4244163 50.2102587, 6.4244275 50.2102818)",K 164,,,
"[363566160, 45082391]",False,"['Hahnstraße', 'Hahnplatz']",primary,50,False,107.84200000000001,"LINESTRING (6.4228086 50.2074546, 6.4231747 50.2073519, 6.4238238 50.2071697, 6.4239316 50.2071394, 6.4240839 50.2071228, 6.4242166 50.2071083)",B 265,2,,
45082391,False,Hahnstraße,primary,50,True,32.754,"LINESTRING (6.4228086 50.2074546, 6.4226575 50.2075044, 6.4223886 50.2075744)",B 265,2,,
48812230,False,Spitalstraße,residential,,False,140.245,"LINESTRING (6.4228086 50.2074546, 6.4227714 50.20736, 6.4227989 50.2073269, 6.4228947 50.2072012, 6.4229604 50.2070866, 6.4230034 50.2069403, 6.4232629 50.206754, 6.4233176 50.2067387, 6.4233785 50.2067414, 6.4234902 50.2067523, 6.423575 50.2067727, 6.4239667 50.2067106)",,,,
553735839,False,Bahnhofstraße,primary,50,True,60.238,"LINESTRING (6.42434 50.2057845, 6.4244481 50.2063218)",B 410,2,,
553735839,False,Bahnhofstraße,primary,50,False,71.249,"LINESTRING (6.42434 50.2057845, 6.4242638 50.2054727, 6.4240087 50.2051915)",B 410,2,,
1188313057,False,Bahnhofstraße,residential,,False,32.567,"LINESTRING (6.42434 50.2057845, 6.4245844 50.2057616, 6.4247895 50.205731)",,,,
553735839,False,Bahnhofstraße,primary,50,False,60.238,"LINESTRING (6.4244481 50.2063218, 6.42434 50.2057845)",B 410,2,,
48858171,False,Dechant-Christa-Weg,residential,,False,99.902,"LINESTRING (6.4244481 50.2063218, 6.4249716 50.2062524, 6.4250183 50.2062165, 6.4249352 50.2060635, 6.4248688 50.2059184, 6.4248507 50.2058191, 6.4247895 50.205731)",,,,
"[25981638, 553735839]",False,"['Bahnhofstraße', 'Hahnplatz']",primary,50,True,78.99000000000001,"LINESTRING (6.4244481 50.2063218, 6.4244883 50.2066023, 6.4244888 50.2067049, 6.4244892 50.2067796, 6.4244769 50.2068747, 6.4244359 50.2069466, 6.4243933 50.2070212)",B 410,2,,
"[191042865, 74554773]",True,Gerberweg,residential,50,False,34.369,"LINESTRING (6.4275896 50.2074346, 6.4275328 50.2073502, 6.4274968 50.2072688, 6.4274964 50.2071362)",,,,
455760029,True,Ritzstraße,primary,50,False,12.618,"LINESTRING (6.4275896 50.2074346, 6.4276007 50.2074223, 6.4276145 50.2074113, 6.4276309 50.2074017, 6.4276493 50.2073938, 6.4276694 50.2073878, 6.4276906 50.2073838, 6.4277126 50.2073819, 6.4277348 50.2073822)",B 265,1,,roundabout
"[27042600, 191042868]",True,Gerberweg,residential,50,False,33.463,"LINESTRING (6.4274964 50.2071362, 6.4275453 50.2072141, 6.4276161 50.2073248, 6.4276477 50.2073491, 6.4276685 50.2073628, 6.4277348 50.2073822)",,,,
"[443348953, 60969114, 1188312731, 1188312789]",False,Gerberweg,residential,50,False,425.072,"LINESTRING (6.4274964 50.2071362, 6.4274217 50.2070238, 6.4272714 50.2068755, 6.4271471 50.2067679, 6.4268437 50.2064813, 6.4266833 50.2063443, 6.4265755 50.2062607, 6.4264682 50.2061783, 6.4263609 50.2060264, 6.4261134 50.205559, 6.4259406 50.2051844, 6.4256241 50.204875, 6.4252734 50.204571, 6.4251941 50.2045148, 6.4251341 50.2044888, 6.4251003 50.2044773, 6.425056 50.2044659, 6.4250221 50.2044599, 6.4249923 50.2044562, 6.4249454 50.2044539, 6.4249028 50.2044534, 6.4248565 50.2044552, 6.4248302 50.2044567, 6.4248046 50.2044601, 6.4247784 50.2044648, 6.4247315 50.2044764, 6.4246989 50.2044861, 6.4246664 50.2044976, 6.4246406 50.2045127, 6.4245853 50.2045466, 6.4244579 50.2046406, 6.4242239 50.2048105)",,2,,
455760029,True,Ritzstraße,primary,50,False,5.276,"LINESTRING (6.4277348 50.2073822, 6.427771 50.2073874, 6.4278039 50.2073983)",B 265,1,,roundabout
455760029,True,Ritzstraße,primary,50,False,8.264,"LINESTRING (6.4278666 50.2074789, 6.4278645 50.2074912, 6.4278599 50.2075032, 6.4278529 50.2075148, 6.4278435 50.2075256, 6.4278319 50.2075356, 6.4278184 50.2075444)",B 265,1,,roundabout
455760029,True,Ritzstraße,primary,50,False,10.878,"LINESTRING (6.4276007 50.2075278, 6.4275897 50.2075157, 6.4275817 50.2075027, 6.4275768 50.2074891, 6.4275752 50.2074752, 6.4275768 50.2074612, 6.4275816 50.2074476, 6.4275896 50.2074346)",B 265,1,,roundabout
455760029,True,Ritzstraße,primary,50,False,10.44,"LINESTRING (6.4278039 50.2073983, 6.4278183 50.2074056, 6.4278311 50.207414, 6.4278423 50.2074233, 6.4278515 50.2074334, 6.4278586 50.2074443, 6.4278635 50.2074556, 6.4278662 50.2074672, 6.4278666 50.2074789)",B 265,1,,roundabout
548398392,True,,primary_link,50,False,35.916,"LINESTRING (6.4278039 50.2073983, 6.4278462 50.2073877, 6.4278911 50.2073765, 6.4279555 50.2073534, 6.4280024 50.2073238, 6.4280829 50.2072662, 6.4281798 50.2071924)",B 265,1,,
100769632,False,Kalkstraße,residential,,False,20.806,"LINESTRING (6.4244475 50.2079307, 6.4243682 50.2081108)",,,,
41591394,False,Auf dem Burgstück,residential,30,True,93.90799999999999,"LINESTRING (6.4189773 50.2049692, 6.4188614 50.2048959, 6.4186764 50.2048341, 6.4186207 50.2048195, 6.4185523 50.2048101, 6.4184806 50.2048105, 6.4184209 50.2048191, 6.4183505 50.204838, 6.4182794 50.2048702, 6.418201 50.204914, 6.4181419 50.204956, 6.4180715 50.2050054, 6.4179896 50.205059, 6.4179036 50.2051002)",,,,
