osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,junction,access
"[1149758537, 34699358]",L 55,Hauptstraße,secondary,"['50', '30']",False,False,143.029,"LINESTRING (7.6768338 52.8509279, 7.6764444 52.8509356, 7.6760956 52.8509458, 7.6757896 52.850981, 7.6755669 52.8510352, 7.6751153 52.85117, 7.6748146 52.8512603)",,,
34699358,L 55,Hauptstraße,secondary,30,False,True,30.988,"LINESTRING (7.6768338 52.8509279, 7.6770751 52.8509193, 7.6771883 52.8509263, 7.6772924 52.8509383)",,,
42794643,,Marktstraße,residential,,False,True,60.945,"LINESTRING (7.6768338 52.8509279, 7.6768448 52.8510434, 7.6767731 52.8514069, 7.6767764 52.8514732)",,,
27737154,,Kirchstraße,residential,30,False,False,56.839,"LINESTRING (7.6796657 52.8524577, 7.679747 52.8526897, 7.67983 52.8529591)",,,
27737154,,Kirchstraße,residential,30,False,True,142.726,"LINESTRING (7.6796657 52.8524577, 7.6795359 52.8522888, 7.679391 52.8521597, 7.6789852 52.8518383, 7.6786379 52.8514571, 7.6785783 52.8513615)",,,
42472784,,Schulweg,living_street,,False,True,139.77100000000002,"LINESTRING (7.6796657 52.8524577, 7.6798302 52.8524517, 7.6808847 52.8524831, 7.6813911 52.8524928, 7.6817454 52.8524904)",,,
894512237,,,secondary,50,True,False,16.19,"LINESTRING (7.674185 52.8537759, 7.6741972 52.8537479, 7.6742248 52.853724, 7.6742624 52.8537057, 7.674307 52.8536945, 7.674355 52.8536911)",1,roundabout,
"[109177665, 1182412271]",L 62,Harrenstätter Straße,secondary,50,False,True,162.178,"LINESTRING (7.674185 52.8537759, 7.6740384 52.8537736, 7.6740125 52.8537732, 7.6738612 52.8537961, 7.6734601 52.8539444, 7.6731666 52.8540735, 7.6720323 52.8543955)",,,
894512237,,,secondary,50,True,False,22.909,"LINESTRING (7.674355 52.8536911, 7.6744108 52.8536977, 7.67446 52.853715, 7.6744971 52.8537409, 7.6745182 52.8537728, 7.6745209 52.8538071, 7.674505 52.8538401)",1,roundabout,
"[362616084, 1182412269]",L 30,Loruper Straße,secondary,50,False,True,88.99199999999999,"LINESTRING (7.674355 52.8536911, 7.6743841 52.8535979, 7.674398 52.8535511, 7.6744595 52.8533576, 7.6744608 52.8528967)",,,
445815359,L 30,Loruper Straße,secondary,50,False,False,168.21,"LINESTRING (7.6743252 52.8538975, 7.6743068 52.853952, 7.6738382 52.8553627, 7.6738257 52.8553794)",,,
894512237,,,secondary,50,True,False,18.478,"LINESTRING (7.6743252 52.8538975, 7.6742727 52.8538874, 7.6742281 52.8538677, 7.6741962 52.8538406, 7.6741801 52.8538088, 7.674185 52.8537759)",1,roundabout,
445815352,K 146,Kolpingstraße,tertiary,,False,False,69.211,"LINESTRING (7.674505 52.8538401, 7.6745576 52.8538519, 7.6746314 52.853871, 7.6750837 52.8539879, 7.6752723 52.8540337, 7.6754601 52.8540736)",,,
894512237,,,secondary,50,True,False,14.55,"LINESTRING (7.674505 52.8538401, 7.6744739 52.8538669, 7.6744306 52.8538866, 7.6743794 52.8538971, 7.6743252 52.8538975)",1,roundabout,
109177663,K 146,Kirchstraße,tertiary,50,False,True,149.05599999999998,"LINESTRING (7.6803355 52.8543731, 7.6805499 52.8544697, 7.6807881 52.8545902, 7.6810568 52.8547375, 7.6813188 52.854862, 7.6817123 52.855026, 7.6821037 52.8551801)",,,
"[42472836, 839517061]",,Nordweg,residential,"['50', '30']",False,False,140.00400000000002,"LINESTRING (7.6803355 52.8543731, 7.6802799 52.8544719, 7.6802449 52.8545249, 7.6802292 52.8545652, 7.6802196 52.8546165, 7.6802663 52.8549142, 7.6802893 52.8550608, 7.6803406 52.8556183)",,,
"[27737154, 1143973148]",,Kirchstraße,residential,30,False,True,162.374,"LINESTRING (7.6803355 52.8543731, 7.6803359 52.8543151, 7.6803337 52.8542821, 7.6803308 52.854238, 7.6803165 52.8541614, 7.6802853 52.8541011, 7.6802362 52.8540328, 7.6801343 52.8539262, 7.6800677 52.8538293, 7.6800567 52.8538049, 7.6800341 52.8537544, 7.67983 52.8529591)",,,
1252030891,K 146,Kolpingstraße,tertiary,50,False,True,109.475,"LINESTRING (7.6803355 52.8543731, 7.680173 52.854327, 7.68004 52.8542984, 7.6799474 52.854281, 7.6798106 52.854265, 7.6796692 52.8542544, 7.6793897 52.8542449, 7.6787389 52.8542364)",,,
895655579,,Bahnhofstraße,residential,50,False,False,28.343,"LINESTRING (7.6718339 52.850898, 7.6720818 52.8506917)",,,
28490126,,Bahnhofstraße,residential,50,False,True,142.22899999999998,"LINESTRING (7.6718339 52.850898, 7.6709761 52.8509407, 7.6701235 52.8507511, 7.6697753 52.8507636)",,,
32488112,,Hinterm Teich,residential,50,False,False,204.01,"LINESTRING (7.6718339 52.850898, 7.6718175 52.8511594, 7.6718522 52.85184, 7.6718831 52.852732)",,,
895655579,,Bahnhofstraße,residential,50,False,True,28.343,"LINESTRING (7.6720818 52.8506917, 7.6718339 52.850898)",,,
"[895655577, 273239979]",,Hauptstraße,tertiary,50,False,True,43.031,"LINESTRING (7.6720818 52.8506917, 7.6721545 52.8507096, 7.6726758 52.8508369)",2,,
29240382,,Kellerstraße,residential,50,False,False,212.27999999999997,"LINESTRING (7.6759774 52.8486351, 7.6757661 52.8487124, 7.6753827 52.8488255, 7.6747958 52.8494866, 7.6747365 52.8495535, 7.6745953 52.849694, 7.6744302 52.8498159, 7.6740366 52.8500787)",,,
34699478,L 55,Poststraße,secondary,50,False,False,210.471,"LINESTRING (7.6759774 52.8486351, 7.676348 52.8488916, 7.6767514 52.8492865, 7.6770568 52.849561, 7.6772138 52.8497135, 7.6772601 52.8497732, 7.6773382 52.8498738, 7.6773804 52.8499789, 7.6773837 52.8500918, 7.6773798 52.8502718)",,,
42471712,,Molkereistraße,residential,,False,False,120.64600000000002,"LINESTRING (7.6759774 52.8486351, 7.6766642 52.8484037, 7.6768619 52.8483426, 7.6770738 52.8483112, 7.6776436 52.8483067)",,,
483743065,L 55,Wehmer Straße,secondary,50,False,True,172.18900000000002,"LINESTRING (7.6759774 52.8486351, 7.6752038 52.8481649, 7.6751741 52.848148, 7.675017 52.8480582, 7.6748938 52.8479878, 7.6744632 52.847707, 7.6742596 52.8474948)",2,,
34699358,L 55,Hauptstraße,secondary,30,False,False,30.988,"LINESTRING (7.6772924 52.8509383, 7.6771883 52.8509263, 7.6770751 52.8509193, 7.6768338 52.8509279)",,,
34699478,L 55,Poststraße,secondary,50,False,True,74.791,"LINESTRING (7.6772924 52.8509383, 7.6773527 52.8508085, 7.6773829 52.8506548, 7.6773784 52.8503759, 7.6773798 52.8502718)",,,
109177560,,Hauptstraße,residential,50,False,True,90.321,"LINESTRING (7.6772924 52.8509383, 7.6774575 52.8509733, 7.677569 52.8509888, 7.6778395 52.851012, 7.6783783 52.8510534, 7.6786158 52.8510712)",,,
29240382,,Kellerstraße,residential,50,False,True,124.77199999999999,"LINESTRING (7.6726758 52.8508369, 7.6727541 52.8507843, 7.6729958 52.8506228, 7.6730402 52.8506028, 7.673472 52.8503996, 7.6737241 52.8502809, 7.6740366 52.8500787)",,,
228947670,,Hauptstraße,tertiary,50,False,True,154.546,"LINESTRING (7.6726758 52.8508369, 7.672927 52.8509146, 7.6731863 52.8509751, 7.6733255 52.8510076, 7.6735776 52.8510352, 7.6745216 52.8511283, 7.6746476 52.851155, 7.6747056 52.8511738, 7.6748146 52.8512603)",,,
"[895655577, 273239979]",,Hauptstraße,tertiary,50,False,False,43.031,"LINESTRING (7.6726758 52.8508369, 7.6721545 52.8507096, 7.6720818 52.8506917)",2,,
27737154,,Kirchstraße,residential,30,False,False,142.726,"LINESTRING (7.6785783 52.8513615, 7.6786379 52.8514571, 7.6789852 52.8518383, 7.679391 52.8521597, 7.6795359 52.8522888, 7.6796657 52.8524577)",,,
27737154,,Kirchstraße,residential,30,False,True,32.381,"LINESTRING (7.6785783 52.8513615, 7.6786021 52.8511559, 7.6786158 52.8510712)",,,
32488107,,Gartenstraße,residential,30,True,False,121.631,"LINESTRING (7.6785783 52.8513615, 7.6777124 52.8514152, 7.6767764 52.8514732)",,,
34699452,,Marktstraße,residential,,False,False,49.038999999999994,"LINESTRING (7.6767764 52.8514732, 7.676786 52.8515363, 7.6768052 52.8516633, 7.6768662 52.8517853, 7.6769607 52.8518939)",,,
42794643,,Marktstraße,residential,,False,False,60.94499999999999,"LINESTRING (7.6767764 52.8514732, 7.6767731 52.8514069, 7.6768448 52.8510434, 7.6768338 52.8509279)",,,
34699452,,Marktstraße,residential,,False,False,135.231,"LINESTRING (7.6769607 52.8518939, 7.6770712 52.851974, 7.6771344 52.8521744, 7.6771896 52.8523997, 7.6772852 52.8530774)",,,
34699452,,Marktstraße,residential,,False,True,49.038999999999994,"LINESTRING (7.6769607 52.8518939, 7.6768662 52.8517853, 7.6768052 52.8516633, 7.676786 52.8515363, 7.6767764 52.8514732)",,,
