osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width,lanes
22407863,L 478,Rathausstraße,secondary,50,False,False,94.53699999999999,"LINESTRING (6.4694379 51.4686753, 6.4694675 51.4686282, 6.4695467 51.4684892, 6.469594 51.4683648, 6.469655 51.4678419)",,
"[678182580, 678182581, 22407863]",L 478,Rathausstraße,secondary,50,False,True,66.575,"LINESTRING (6.4694379 51.4686753, 6.46936 51.4687632, 6.4692868 51.4688855, 6.4692025 51.4689902, 6.4690812 51.4691124, 6.4690634 51.4691299, 6.4689925 51.469204)",,
23794434,,Kirchstraße,residential,,False,False,103.969,"LINESTRING (6.4694379 51.4686753, 6.4697299 51.4688322, 6.4705961 51.4692699)",,
22407863,L 478,Rathausstraße,secondary,50,False,False,46.883,"LINESTRING (6.469655 51.4678419, 6.4696974 51.4674211)",,
22407863,L 478,Rathausstraße,secondary,50,False,True,94.53699999999999,"LINESTRING (6.469655 51.4678419, 6.469594 51.4683648, 6.4695467 51.4684892, 6.4694675 51.4686282, 6.4694379 51.4686753)",,
32601021,,Schulweg,residential,30,False,False,245.26099999999997,"LINESTRING (6.469655 51.4678419, 6.4697342 51.4678465, 6.4700025 51.467861, 6.4703833 51.4678789, 6.470944 51.4679346, 6.4730325 51.4684428)",,
22407866,,Bahnstraße,residential,50,False,False,322.828,"LINESTRING (6.4716083 51.4655644, 6.47215 51.465765, 6.4729382 51.4660569, 6.4733959 51.4661787, 6.4744845 51.466377, 6.474585 51.4663953, 6.4756503 51.4665893, 6.475905 51.4666386)",,
83054954,L 478,Rathausstraße,secondary,50,False,True,134.975,"LINESTRING (6.4716083 51.4655644, 6.4715414 51.4657473, 6.4713965 51.4659521, 6.4710537 51.4662804, 6.4707602 51.4664972, 6.4706025 51.466578)",5,
466038709,L 478,Rathausstraße,secondary,50,False,False,26.503,"LINESTRING (6.4716083 51.4655644, 6.4716035 51.4654327, 6.4716067 51.4653261)",,
23794434,,Kirchstraße,residential,,False,False,65.055,"LINESTRING (6.4722479 51.4701396, 6.4727089 51.4702408, 6.4731552 51.4702787)",,
23794434,,Kirchstraße,residential,,False,True,149.85999999999999,"LINESTRING (6.4722479 51.4701396, 6.4721565 51.4701016, 6.4705961 51.4692699)",,
23794873,,Kaplaneistraße,residential,,False,True,373.108,"LINESTRING (6.4722479 51.4701396, 6.4720939 51.4702379, 6.4717753 51.4703933, 6.4715779 51.4704924, 6.4712983 51.4706008, 6.4707823 51.4707608, 6.4702714 51.4708909, 6.4693791 51.4711936, 6.4673465 51.4711416)",,
23794873,,Kaplaneistraße,residential,,False,False,373.108,"LINESTRING (6.4673465 51.4711416, 6.4693791 51.4711936, 6.4702714 51.4708909, 6.4707823 51.4707608, 6.4712983 51.4706008, 6.4715779 51.4704924, 6.4717753 51.4703933, 6.4720939 51.4702379, 6.4722479 51.4701396)",,
519989782,L 478,Rathausstraße,secondary,50,False,False,115.459,"LINESTRING (6.4673465 51.4711416, 6.4673873 51.4710661, 6.4674856 51.4709386, 6.4681122 51.4702206)",,
519989782,L 478,Rathausstraße,secondary,50,False,True,36.778999999999996,"LINESTRING (6.4673465 51.4711416, 6.4672815 51.4713131, 6.4672541 51.4714667)",,
23795578,,Jakobstraße,residential,30,False,False,64.742,"LINESTRING (6.4751157 51.470386, 6.4749354 51.4709573)",,
23794434,,Kirchstraße,residential,,False,True,136.71,"LINESTRING (6.4751157 51.470386, 6.4749356 51.4703489, 6.4747183 51.4703376, 6.4731552 51.4702787)",,
23795578,,Jakobstraße,residential,30,False,True,64.742,"LINESTRING (6.4749354 51.4709573, 6.4751157 51.470386)",,
23794434,,Kirchstraße,residential,,False,False,136.71,"LINESTRING (6.4731552 51.4702787, 6.4747183 51.4703376, 6.4749356 51.4703489, 6.4751157 51.470386)",,
23794434,,Kirchstraße,residential,,False,True,65.055,"LINESTRING (6.4731552 51.4702787, 6.4727089 51.4702408, 6.4722479 51.4701396)",,
23795587,,Albertstraße,residential,30,False,False,51.964,"LINESTRING (6.4731552 51.4702787, 6.4731395 51.4704239, 6.4730957 51.4706057, 6.4730486 51.4707405)",,
23795587,,Albertstraße,residential,30,False,True,51.964,"LINESTRING (6.4730486 51.4707405, 6.4730957 51.4706057, 6.4731395 51.4704239, 6.4731552 51.4702787)",,
22407866,,Bahnstraße,residential,50,False,True,322.828,"LINESTRING (6.475905 51.4666386, 6.4756503 51.4665893, 6.474585 51.4663953, 6.4744845 51.466377, 6.4733959 51.4661787, 6.4729382 51.4660569, 6.47215 51.465765, 6.4716083 51.4655644)",,
54444711,,Aldekerker Straße,unclassified,50,False,True,15.717,"LINESTRING (6.4678502 51.4673049, 6.4676258 51.467284)",,
23985943,,Wallstraße,residential,30,False,False,97.527,"LINESTRING (6.4678502 51.4673049, 6.4678882 51.4671898, 6.468122 51.4669699, 6.468244 51.4668864, 6.4687492 51.4666683)",,
54444708,,Aldekerker Straße,unclassified,50,False,False,128.994,"LINESTRING (6.4678502 51.4673049, 6.4685556 51.467381, 6.4689546 51.4674166, 6.4691342 51.4674241, 6.4696974 51.4674211)",,
22407863,L 478,Rathausstraße,secondary,50,False,True,46.883,"LINESTRING (6.4696974 51.4674211, 6.469655 51.4678419)",,
54444708,,Aldekerker Straße,unclassified,50,False,True,128.994,"LINESTRING (6.4696974 51.4674211, 6.4691342 51.4674241, 6.4689546 51.4674166, 6.4685556 51.467381, 6.4678502 51.4673049)",,
83054955,L 478,Rathausstraße,secondary,50,False,False,117.013,"LINESTRING (6.4696974 51.4674211, 6.469728 51.4672777, 6.4697943 51.4671389, 6.4698436 51.4670692, 6.4699732 51.4669442, 6.4702258 51.4667709, 6.4706025 51.466578)",,
"[83402520, 239330463]",,Burgweg,residential,30,False,False,238.661,"LINESTRING (6.4656723 51.4694436, 6.4653683 51.4698182, 6.465172 51.4700974, 6.4650035 51.4704105, 6.4648956 51.4707363, 6.4648415 51.4710164, 6.4647323 51.4714883)",,
"[516645010, 23985939]",,Burgweg,residential,30,False,True,73.485,"LINESTRING (6.4656723 51.4694436, 6.4657773 51.4693315, 6.4663182 51.468921)",,
"[668477660, 23985940]",,Finkenstraße,residential,30,False,False,93.208,"LINESTRING (6.4656723 51.4694436, 6.4666202 51.4697495, 6.4668671 51.4698292)",,
678182581,L 478,Rathausstraße,secondary,50,False,False,128.438,"LINESTRING (6.4681122 51.4702206, 6.4689925 51.469204)",,
23985940,,Finkenstraße,residential,30,False,True,96.603,"LINESTRING (6.4681122 51.4702206, 6.4673603 51.4699842, 6.4669188 51.4698454, 6.4668671 51.4698292)",,
62139773,,Finmanshof,residential,,False,False,181.517,"LINESTRING (6.4681122 51.4702206, 6.4683357 51.4702925, 6.4683982 51.4703455, 6.4684147 51.4704243, 6.4684462 51.4704707, 6.4685282 51.4705064, 6.4686399 51.4705207, 6.4692038 51.4705328, 6.4692789 51.4705161, 6.4693648 51.4704726, 6.4695579 51.4701585, 6.469607 51.4699924, 6.4697103 51.4698335)",,
519989782,L 478,Rathausstraße,secondary,50,False,True,115.459,"LINESTRING (6.4681122 51.4702206, 6.4674856 51.4709386, 6.4673873 51.4710661, 6.4673465 51.4711416)",,
54444711,,Aldekerker Straße,unclassified,50,False,False,15.717,"LINESTRING (6.4676258 51.467284, 6.4678502 51.4673049)",,
23985939,,Burgweg,residential,30,False,False,203.81399999999996,"LINESTRING (6.4676258 51.467284, 6.4672621 51.4678051, 6.4671752 51.4679595, 6.4671082 51.4680578, 6.4668243 51.4684038, 6.4665965 51.4686392, 6.4663182 51.468921)",,
144382126,,Fasanenstraße,residential,30,False,True,90.333,"LINESTRING (6.4672541 51.4714667, 6.4659529 51.4715217)",,
519989782,L 478,Rathausstraße,secondary,50,False,False,36.778999999999996,"LINESTRING (6.4672541 51.4714667, 6.4672815 51.4713131, 6.4673465 51.4711416)",,
30918465,,Meisenstraße,residential,30,False,False,40.864,"LINESTRING (6.4659529 51.4715217, 6.4659836 51.4718887)",,
144382126,,Fasanenstraße,residential,30,False,False,90.333,"LINESTRING (6.4659529 51.4715217, 6.4672541 51.4714667)",,
23985941,,Drosselstraße,residential,30,False,True,201.877,"LINESTRING (6.4659529 51.4715217, 6.4659694 51.4712049, 6.4659984 51.4710569, 6.4660384 51.4709273, 6.4661103 51.470759, 6.4661713 51.4706643, 6.466218 51.4705917, 6.4664181 51.4703564, 6.4668671 51.4698292)",,
54444659,,Fasanenstraße,residential,30,False,True,85.013,"LINESTRING (6.4659529 51.4715217, 6.4654273 51.4715396, 6.4651191 51.4715293, 6.4647323 51.4714883)",,
