osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,tunnel,access,width
641061163,3,K 39,Jungfernbrückstraße,tertiary,50,False,True,18.205,,"LINESTRING (7.2018589 53.3690679, 7.2021331 53.3690618)",,,
"[27632219, 27632220, 984222894]",2,,Boltentorstraße,tertiary,30,False,True,48.34,yes,"LINESTRING (7.2018589 53.3690679, 7.2018584 53.3691294, 7.2018562 53.3691606, 7.2018505 53.3691778, 7.201831 53.3692037, 7.2018148 53.3692181, 7.2017838 53.3692457, 7.2017048 53.3693122, 7.2015729 53.3694124, 7.2015355 53.3694414)",,,
102503688,3,K 39,Abdenastraße,tertiary,50,False,False,50.68,,"LINESTRING (7.2018589 53.3690679, 7.2017439 53.3690705, 7.2015725 53.3690749, 7.2014114 53.3690782, 7.2010955 53.3690839)",,,
448282332,3,K 39,Zwischen Beiden Bleichen,tertiary,50,False,True,34.777,,"LINESTRING (7.2061311 53.3693813, 7.2066378 53.3694614)",,,
"[27140385, 4398635, 4683999]",4,K 39,Neutorstraße,tertiary,50,False,False,44.943,yes,"LINESTRING (7.2061311 53.3693813, 7.2061272 53.3692493, 7.2061268 53.3692378, 7.2061256 53.3692228, 7.2061247 53.369088, 7.2061263 53.3690523, 7.2061299 53.3689772)",,,
131561711,3,,Neutorstraße,tertiary,50,False,True,16.651,,"LINESTRING (7.2061311 53.3693813, 7.2061414 53.3694634, 7.2061481 53.3695032, 7.206155 53.3695303)",,,
"[645604888, 537432917, 537432918, 129767063]",3,,Neutorstraße,tertiary,20,False,False,107.027,,"LINESTRING (7.2063488 53.3668609, 7.2063549 53.3668238, 7.2063619 53.3667941, 7.2063705 53.3667692, 7.2063841 53.366738, 7.2063992 53.3667065, 7.2064669 53.3665832, 7.2066359 53.3662771, 7.2066781 53.3662088, 7.2067162 53.3661498, 7.2067388 53.3661217, 7.2067733 53.3660857, 7.2068063 53.3660611, 7.2068386 53.36604, 7.2069081 53.3660054, 7.2069513 53.36599)",,,
"[641077607, 1213649553, 4409619, 4409621, 645604887]","['2', '3']",,"['Rathausplatz', 'Am Delft']",tertiary,"['20', '50']",False,True,158.59900000000002,,"LINESTRING (7.2063488 53.3668609, 7.2061104 53.3668458, 7.2055951 53.3668163, 7.2055716 53.3668134, 7.2055503 53.3668088, 7.2055299 53.3668026, 7.2055103 53.3667936, 7.2054932 53.3667822, 7.2054818 53.3667692, 7.2054733 53.3667562, 7.2054657 53.3667406, 7.2054606 53.3667215, 7.2054591 53.3667028, 7.2054599 53.3666855, 7.2054647 53.3666585, 7.2054692 53.366636, 7.2054789 53.3665946, 7.205492 53.3665485, 7.2055273 53.3664407, 7.2055627 53.3663529, 7.2055961 53.3662793, 7.2056244 53.366217, 7.2056556 53.3661541, 7.2057389 53.3660162, 7.2057621 53.3659823, 7.2058052 53.3659124)",,,
27198374,,,Osterbutvenne,residential,50,False,True,40.958,,"LINESTRING (7.2089076 53.3659261, 7.2088974 53.3658931, 7.208879 53.3658551, 7.2086762 53.3655858)",,,
36925121,2,,Faldernstraße,tertiary,50,False,False,5.232,,"LINESTRING (7.2089076 53.3659261, 7.2089483 53.3659221, 7.2089851 53.3659175)",,,
36925121,2,,Faldernstraße,tertiary,50,False,True,130.54500000000002,,"LINESTRING (7.2089076 53.3659261, 7.2088167 53.3659305, 7.208697 53.3659328, 7.2085027 53.3659347, 7.2082331 53.3659379, 7.2080247 53.3659398, 7.2077885 53.3659427, 7.2076148 53.3659434, 7.2074107 53.3659446, 7.2072987 53.3659467, 7.2072133 53.3659505, 7.2071253 53.3659565, 7.2070682 53.3659633, 7.2070102 53.3659733, 7.2069513 53.36599)",,,
4398651,,,Hinter der Halle,residential,30,False,True,150.88,,"LINESTRING (7.2094023 53.3670172, 7.2093915 53.3670039, 7.2093879 53.3669939, 7.2093872 53.3669839, 7.2093901 53.3669724, 7.2096945 53.3662234, 7.2097168 53.3661614, 7.2097335 53.3660985, 7.2097272 53.3660557, 7.2097127 53.3660115, 7.2096858 53.3659736, 7.2096526 53.3659391, 7.209503 53.3658377, 7.2093815 53.3657571)",,,
4398717,,,Brückstraße,residential,30,False,False,39.705999999999996,,"LINESTRING (7.2094023 53.3670172, 7.2094193 53.3670263, 7.2094524 53.367041, 7.2094816 53.3670513, 7.209515 53.3670604, 7.2098575 53.3671223, 7.2099589 53.3671404)",,,
4398717,,,Brückstraße,residential,30,False,True,39.705999999999996,,"LINESTRING (7.2099589 53.3671404, 7.2098575 53.3671223, 7.209515 53.3670604, 7.2094816 53.3670513, 7.2094524 53.367041, 7.2094193 53.3670263, 7.2094023 53.3670172)",,,
22732297,,,Stephanstraße,residential,30,False,False,85.40100000000001,,"LINESTRING (7.2099589 53.3671404, 7.2099374 53.3672048, 7.2099196 53.3672579, 7.2098842 53.3673802, 7.2098346 53.367518, 7.2097388 53.3677979, 7.2097077 53.3678936)",,,
854254281,,,Brückstraße,residential,30,False,False,124.88399999999999,,"LINESTRING (7.2099589 53.3671404, 7.2101154 53.3671592, 7.210574 53.3672084, 7.2118235 53.3672883)",,,
"[4395205, 448293911]",4,K 39,Zwischen Beiden Bleichen,tertiary,50,False,False,110.714,,"LINESTRING (7.2132257 53.3707046, 7.2121744 53.3705126, 7.2119776 53.3704753, 7.211776 53.3704387, 7.211632 53.3704094)",,,
108393036,,,Boltentorstraße,tertiary,30,False,False,17.503999999999998,,"LINESTRING (7.2012369 53.3712949, 7.2012581 53.3712834, 7.2012733 53.3712655, 7.2012843 53.3712445, 7.20129 53.3711999, 7.2012929 53.3711464)",,,
27776746,,,Hinter dem Rahmen,residential,20,False,False,87.26,,"LINESTRING (7.2015355 53.3694414, 7.2016354 53.3694703, 7.2016723 53.3694771, 7.201723 53.3694831, 7.2021077 53.3694878, 7.2024872 53.3694957, 7.2028365 53.3695012)",,,
"[27632219, 27632220, 984222894]",2,,Boltentorstraße,tertiary,30,False,False,48.339999999999996,yes,"LINESTRING (7.2015355 53.3694414, 7.2015729 53.3694124, 7.2017048 53.3693122, 7.2017838 53.3692457, 7.2018148 53.3692181, 7.201831 53.3692037, 7.2018505 53.3691778, 7.2018562 53.3691606, 7.2018584 53.3691294, 7.2018589 53.3690679)",,,
984222895,,,Boltentorstraße,tertiary,30,False,True,13.339,,"LINESTRING (7.2015355 53.3694414, 7.2014992 53.3694692, 7.2014612 53.3695021, 7.2014235 53.3695408)",,,
22823394,,,Große Straße,residential,30,False,False,152.194,,"LINESTRING (7.1992903 53.3668019, 7.1993862 53.3667933, 7.1995487 53.3667777, 7.1995801 53.3667749, 7.1996984 53.3667716, 7.2001453 53.3667478, 7.2006634 53.3667204, 7.20133 53.3666841, 7.2013623 53.3666825, 7.2014893 53.3666774, 7.2015257 53.3666767, 7.2015451 53.3666774, 7.2015599 53.3666797, 7.201572 53.3666827)",,,
22823395,2,,Ringstraße,tertiary,50,False,False,42.334999999999994,,"LINESTRING (7.1992903 53.3668019, 7.1993159 53.3669158, 7.1993193 53.3669433, 7.1993253 53.366991, 7.1993525 53.3671807)",,,
"[133938008, 451086208]","['2', '3']",,Ringstraße,tertiary,50,False,"[False, True]",65.59100000000001,,"LINESTRING (7.1992903 53.3668019, 7.1992838 53.3667501, 7.1992757 53.3666761, 7.1992726 53.3666399, 7.199269 53.3664825, 7.199287 53.3663343, 7.1992974 53.3662764, 7.199313 53.3662138)",,,
136123113,2,,Schweckendieckplatz,tertiary,50,False,True,30.572,,"LINESTRING (7.2041419 53.3631842, 7.2042532 53.3633168, 7.2043538 53.3634283)",,,
4409621,2,,Am Delft,tertiary,50,False,False,3.427,,"LINESTRING (7.2046455 53.3636685, 7.2046815 53.3636906)",,,
102723580,1,,Ringstraße,tertiary,50,True,False,38.311,,"LINESTRING (7.2046455 53.3636685, 7.2045678 53.3636399, 7.2042797 53.3635592, 7.2041972 53.3635468, 7.2041145 53.3635484)",,,
136123105,2,,Schweckendieckplatz,tertiary,50,False,True,33.102999999999994,,"LINESTRING (7.2046455 53.3636685, 7.2045537 53.3636085, 7.2044907 53.3635606, 7.2044364 53.3635125, 7.2043538 53.3634283)",,,
22823247,,,Emsmauerstraße,residential,30,True,False,41.274,,"LINESTRING (7.2057542 53.3644738, 7.2051642 53.3645914)",,,
4409621,2,,Am Delft,tertiary,50,False,False,162.89,,"LINESTRING (7.2057542 53.3644738, 7.2057928 53.3645694, 7.2058444 53.3647413, 7.2058679 53.3648167, 7.205902 53.3649385, 7.2059179 53.3649915, 7.2059283 53.3650347, 7.2059526 53.3651194, 7.2059768 53.3652169, 7.2059885 53.3652782, 7.2059954 53.3653653, 7.205992 53.3654241, 7.2059834 53.3654762, 7.2059695 53.3655295, 7.2059539 53.3655862, 7.2059306 53.3656504, 7.2058978 53.3657312, 7.2058646 53.3658009, 7.2058298 53.3658702, 7.2058052 53.3659124)",,,
4409621,2,,Am Delft,tertiary,50,False,True,93.733,,"LINESTRING (7.2057542 53.3644738, 7.2057259 53.3644205, 7.2057008 53.3643852, 7.2056682 53.364347, 7.2056304 53.3643117, 7.2055451 53.364247, 7.2054773 53.3642004, 7.2051799 53.3640089, 7.2049101 53.3638349, 7.2048854 53.3638189)",,,
"[27484923, 4409615]",,,"['Friedrich-Naumann-Straße', 'Friedrich-Ebert-Straße']",residential,30,False,True,181.47,,"LINESTRING (7.212847 53.3631657, 7.2118647 53.3623122, 7.2110458 53.3626544)",,,
"[449829281, 851782502]",3,,Martin-Faber-Straße,tertiary,50,False,True,103.37700000000001,,"LINESTRING (7.212847 53.3631657, 7.2126598 53.3632421, 7.2124788 53.3633152, 7.2123277 53.3633751, 7.21217 53.3634367, 7.2120283 53.3634905, 7.211818 53.3635728, 7.2117526 53.3635959, 7.2115644 53.3636604, 7.211538 53.3636692)",,,
4409617,,,Martin-Faber-Straße,tertiary,50,False,False,129.152,,"LINESTRING (7.2097726 53.364138, 7.209832 53.3641026, 7.2098968 53.3640704, 7.2099614 53.3640437, 7.210046 53.3640181, 7.2101606 53.3639892, 7.2104547 53.3639333, 7.2106188 53.3639008, 7.2106748 53.3638897, 7.210856 53.3638504, 7.2110353 53.3638078, 7.2111905 53.3637682, 7.2113242 53.3637305, 7.2114388 53.3636996, 7.211538 53.3636692)",,,
