osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,junction,width
810488269,2,Wahner Straße,tertiary,50,False,False,36.708,"LINESTRING (7.5174264 52.8428536, 7.5171131 52.8431241)",,,
810488269,2,Wahner Straße,tertiary,50,False,True,113.536,"LINESTRING (7.5174264 52.8428536, 7.5183118 52.8419838)",,,
35182415,,Am Krankenhaus,residential,,False,False,233.934,"LINESTRING (7.5174264 52.8428536, 7.5175094 52.8428876, 7.5178935 52.8430616, 7.5180099 52.8430932, 7.5180716 52.8431099, 7.5183899 52.8430908, 7.5187678 52.8430682, 7.5189994 52.8430182, 7.5200275 52.8428015, 7.5206629 52.8426675)",,,
"[35176929, 632243700]",,Kolpingstraße,residential,,False,False,61.692,"LINESTRING (7.5256767 52.8399013, 7.5256492 52.8398592, 7.5256047 52.8397759, 7.5256092 52.8397558, 7.525663 52.8394412, 7.5256939 52.8393578)",,,
161700103,,Schlossallee,tertiary,50,False,False,81.042,"LINESTRING (7.5256767 52.8399013, 7.5260048 52.8398335, 7.5268417 52.8397144)",,,
161700103,,Schlossallee,tertiary,50,False,True,141.848,"LINESTRING (7.5256767 52.8399013, 7.5255262 52.8399486, 7.525382 52.8400295, 7.5251651 52.8402094, 7.5250461 52.8402951, 7.524915 52.8403451, 7.5246491 52.8403735, 7.5243288 52.8403326, 7.5240991 52.8403197, 7.5239407 52.8403268, 7.523891 52.840329)",,,
33925962,2,Berßener Straße,tertiary,,False,True,24.801,"LINESTRING (7.5171345 52.8386286, 7.5172741 52.8387091, 7.5173937 52.8387873)",,,
34359444,,Prinzenkamp,residential,,False,False,59.56400000000001,"LINESTRING (7.5171345 52.8386286, 7.5172011 52.8385829, 7.5172329 52.8384997, 7.5172011 52.8383013, 7.5172527 52.8381138)",,,
35176928,,Kolpingstraße,residential,,False,True,87.31299999999999,"LINESTRING (7.5268417 52.8397144, 7.5267479 52.8396757, 7.5263213 52.8395782, 7.5261024 52.8395149, 7.5257892 52.8394123, 7.5256939 52.8393578)",,,
161700103,,Schlossallee,tertiary,50,False,True,81.042,"LINESTRING (7.5268417 52.8397144, 7.5260048 52.8398335, 7.5256767 52.8399013)",,,
35182453,,Gartenstraße,residential,,False,True,49.277,"LINESTRING (7.5237556 52.8455127, 7.5236434 52.8454388, 7.5232049 52.845221)",,,
