osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,est_width
132409523,2,,Lindenstraße,residential,50,False,True,24.311999999999998,"LINESTRING (10.1580967 49.7364909, 10.158204 49.7366101, 10.1582668 49.7366799)",
"[297781337, 297781339, 32203793]",,B 8,Hindenburgring West,primary,50,False,True,200.323,"LINESTRING (10.1580967 49.7364909, 10.1578152 49.7365834, 10.1575505 49.7366574, 10.1573687 49.7367006, 10.1570456 49.7367653, 10.1566825 49.7368349, 10.1564941 49.7368711, 10.1558808 49.7369737, 10.1557254 49.737013, 10.1555975 49.7370563, 10.15549 49.737105)",
297781316,3,,Hindenburgring Süd,primary,50,False,False,21.393,"LINESTRING (10.1614211 49.7355553, 10.161713 49.7355176)",
297781316,3,,Hindenburgring Süd,primary,50,False,True,13.363,"LINESTRING (10.1614211 49.7355553, 10.1612389 49.7355793)",
999952236,2,St 2272,Friedenstraße,tertiary,50,False,True,90.716,"LINESTRING (10.1550623 49.7363509, 10.1552352 49.7365707, 10.1552779 49.7366567, 10.1553126 49.7367494, 10.1553338 49.7368214, 10.1553456 49.7369301, 10.1553713 49.7369935, 10.155407 49.737036, 10.15549 49.737105)",
1189960625,2,St 2272,Friedenstraße,tertiary,50,False,False,26.200000000000003,"LINESTRING (10.1550623 49.7363509, 10.1550238 49.7363067, 10.1549917 49.7362596, 10.1549636 49.7362185, 10.1549319 49.7361324)",
25232591,,,Kanzler-Stürtzel-Straße,residential,,False,True,176.79500000000002,"LINESTRING (10.1575546 49.7314501, 10.1597519 49.7314079, 10.1600134 49.7314049)",
25232626,,St 2270,Innere Sulzfelder Straße,tertiary,,False,True,195.47699999999998,"LINESTRING (10.1575546 49.7314501, 10.1576431 49.7317344, 10.1577668 49.7320457, 10.157778 49.7320739, 10.157861 49.7322575, 10.157952 49.7324588, 10.1580211 49.7326449, 10.1580865 49.7328106, 10.158156 49.7331618)",
"[25232536, 267493787]",,,"['Amalienweg', 'Bahnhofsplatz']",tertiary,,False,True,172.771,"LINESTRING (10.1575546 49.7314501, 10.1570292 49.7315496, 10.1567918 49.731613, 10.1566454 49.7316797, 10.1565345 49.7318101, 10.1563698 49.7321947, 10.1562702 49.732413, 10.156224 49.7324705, 10.1561686 49.7325396)",
1105985202,,St 2270,Innere Sulzfelder Straße,tertiary,,False,False,165.267,"LINESTRING (10.1575546 49.7314501, 10.1574585 49.7311814, 10.157203 49.7305298, 10.157083 49.7301622, 10.1570236 49.7300042)",
26167935,,St 2272,Güterhallstraße,unclassified,50,True,False,75.923,"LINESTRING (10.1576759 49.7359977, 10.158463 49.7361818, 10.1585759 49.7362104, 10.1586595 49.7362436)",
26167936,,St 2272,Kaltensondheimer Straße,unclassified,50,False,False,203.09699999999998,"LINESTRING (10.1576759 49.7359977, 10.1576556 49.736035, 10.157596 49.7360753, 10.1574683 49.7360939, 10.1568131 49.7361599, 10.1563188 49.7361596, 10.1552615 49.7361149, 10.1549319 49.7361324)",
643339635,,,Güterhallstraße,unclassified,50,False,True,192.67200000000003,"LINESTRING (10.1576759 49.7359977, 10.157276 49.7358981, 10.1551963 49.7353391)",
26167936,,St 2272,Kaltensondheimer Straße,unclassified,50,False,True,203.09699999999998,"LINESTRING (10.1549319 49.7361324, 10.1552615 49.7361149, 10.1563188 49.7361596, 10.1568131 49.7361599, 10.1574683 49.7360939, 10.157596 49.7360753, 10.1576556 49.736035, 10.1576759 49.7359977)",
643339626,2,St 2272,Friedenstraße,tertiary,50,False,False,91.23899999999999,"LINESTRING (10.1549319 49.7361324, 10.1549186 49.7360634, 10.1549223 49.7359802, 10.1549313 49.735909, 10.1549677 49.7357922, 10.1550767 49.7355374, 10.1551963 49.7353391)",
1189960625,2,St 2272,Friedenstraße,tertiary,50,False,True,26.2,"LINESTRING (10.1549319 49.7361324, 10.1549636 49.7362185, 10.1549917 49.7362596, 10.1550238 49.7363067, 10.1550623 49.7363509)",
25232562,,St 2270,Falterstraße,tertiary,50,False,False,76.16,"LINESTRING (10.1602771 49.7365103, 10.1594835 49.7363367, 10.1592845 49.7362732)",
25232562,,St 2270,Falterstraße,tertiary,50,False,True,60.07899999999999,"LINESTRING (10.1602771 49.7365103, 10.160767 49.7366811, 10.1608668 49.7367323, 10.1609732 49.7368024)",
132409524,,,Rosenstraße,residential,50,True,False,101.51500000000001,"LINESTRING (10.1602771 49.7365103, 10.1601943 49.7366076, 10.1600833 49.7366954, 10.1599958 49.7367532, 10.1599305 49.7367934, 10.1594322 49.7371495, 10.159386 49.7371744, 10.159341 49.7371831)",
25232562,,St 2270,Falterstraße,tertiary,50,False,False,27.762999999999998,"LINESTRING (10.1592845 49.7362732, 10.1592445 49.7362385, 10.159189 49.7361661, 10.1591032 49.7360534)",
25232562,,St 2270,Falterstraße,tertiary,50,False,True,76.16,"LINESTRING (10.1592845 49.7362732, 10.1594835 49.7363367, 10.1602771 49.7365103)",
25232564,,,Lindenstraße,residential,50,False,True,83.015,"LINESTRING (10.1592845 49.7362732, 10.159209 49.7363462, 10.1591107 49.7364101, 10.1590411 49.7364377, 10.1589308 49.7364814, 10.1588285 49.7365258, 10.1586011 49.7366246, 10.1585049 49.7366663, 10.1584123 49.7366857, 10.1583539 49.7366856)",
25232645,,,Rosenberg,living_street,,False,True,87.176,"LINESTRING (10.159341 49.7371831, 10.1593434 49.7372228, 10.1593359 49.7372457, 10.1592989 49.7372988, 10.1593042 49.7373203, 10.1595426 49.7375232, 10.1596517 49.7375951, 10.1597814 49.7376606, 10.1598599 49.737711, 10.159964 49.7377948)",
132409524,,,Rosenstraße,residential,50,True,False,91.577,"LINESTRING (10.159341 49.7371831, 10.1592825 49.73718, 10.1592321 49.7371639, 10.1587359 49.7369472, 10.1584835 49.7368015, 10.1584159 49.7367516, 10.1583539 49.7366856)",
25232564,,,Lindenstraße,residential,50,False,False,6.291,"LINESTRING (10.1582668 49.7366799, 10.1583539 49.7366856)",
25232564,,,Lindenstraße,residential,50,False,True,73.809,"LINESTRING (10.1582668 49.7366799, 10.1582175 49.7366936, 10.1581489 49.7367241, 10.157901 49.736827, 10.1576897 49.736893, 10.1575739 49.7369292, 10.1574811 49.7369534, 10.1573538 49.7369762)",
132409523,2,,Lindenstraße,residential,50,False,False,24.311999999999998,"LINESTRING (10.1582668 49.7366799, 10.158204 49.7366101, 10.1580967 49.7364909)",
24780057,,,Krainberg,residential,,False,True,122.60300000000001,"LINESTRING (10.1573538 49.7369762, 10.1574273 49.737016, 10.157596 49.7370655, 10.1577908 49.7370938, 10.1579043 49.7371133, 10.1583242 49.737248, 10.1583451 49.7372614, 10.1583613 49.7372791, 10.1583763 49.7372993, 10.1583976 49.7373418, 10.1584072 49.7373765, 10.158413 49.7376475)",
25232564,,,Lindenstraße,residential,50,False,False,73.809,"LINESTRING (10.1573538 49.7369762, 10.1574811 49.7369534, 10.1575739 49.7369292, 10.1576897 49.736893, 10.157901 49.736827, 10.1581489 49.7367241, 10.1582175 49.7366936, 10.1582668 49.7366799)",
25232564,,,Lindenstraße,residential,50,False,True,110.899,"LINESTRING (10.1573538 49.7369762, 10.1570651 49.7370018, 10.1570002 49.7370063, 10.1563787 49.7370672, 10.1562372 49.7370935, 10.1561191 49.7371243, 10.1560511 49.7371608, 10.1559777 49.7371971, 10.1559091 49.7372463)",
25232564,,,Lindenstraße,residential,50,False,False,110.899,"LINESTRING (10.1559091 49.7372463, 10.1559777 49.7371971, 10.1560511 49.7371608, 10.1561191 49.7371243, 10.1562372 49.7370935, 10.1563787 49.7370672, 10.1570002 49.7370063, 10.1570651 49.7370018, 10.1573538 49.7369762)",
25232564,,,Lindenstraße,residential,50,False,True,60.191,"LINESTRING (10.1559091 49.7372463, 10.1557962 49.7373516, 10.1557675 49.7373942, 10.1557639 49.7374383, 10.1557776 49.7375163, 10.1558066 49.737635, 10.1558426 49.7377567)",
25232566,,,Untere Bachgasse,residential,30,False,False,185.84199999999998,"LINESTRING (10.1559091 49.7372463, 10.1563346 49.737324, 10.1566334 49.7373901, 10.1567031 49.7374085, 10.1569062 49.7374418, 10.1571561 49.7374837, 10.1574743 49.7375315, 10.1577965 49.7375643, 10.1582628 49.7376115, 10.158413 49.7376475)",
25203410,,,Würzburger Straße,residential,30,False,True,55.983,"LINESTRING (10.1550688 49.7377832, 10.1551922 49.7377973, 10.1553888 49.7377907, 10.1558426 49.7377567)",
34116962,,,Würzburger Straße,residential,30,False,False,17.399,"LINESTRING (10.1550688 49.7377832, 10.1549766 49.7377447, 10.154893 49.7376784)",
25232577,,,Schrannenstraße,residential,,False,True,85.263,"LINESTRING (10.1645426 49.7368633, 10.1645149 49.737143, 10.1645027 49.737249, 10.164496 49.7373113, 10.1644791 49.7373961, 10.1644501 49.7375143, 10.1644237 49.7376256)",
"[36952337, 25232578]",,,Kapuzinerstraße,residential,30,True,False,176.99400000000003,"LINESTRING (10.1645426 49.7368633, 10.1641974 49.7367883, 10.1639948 49.7367486, 10.1635311 49.7366567, 10.1633284 49.7366121, 10.1632669 49.7365984, 10.1626607 49.7364715, 10.1622089 49.7363565)",
"[25232624, 794368641, 25360159]",2,,"['Landwehrstraße', 'Glauberstraße']",residential,,False,False,196.618,"LINESTRING (10.1645426 49.7368633, 10.1645526 49.7366563, 10.1645665 49.7365235, 10.1645666 49.7360937, 10.1645698 49.7358708, 10.1645741 49.7354878, 10.1645717 49.7353222, 10.1645725 49.7352754, 10.164574 49.7351768, 10.1645903 49.7350962)",3
25232579,,,Schreibersgasse,living_street,,False,False,99.453,"LINESTRING (10.1622089 49.7363565, 10.1624507 49.7359922, 10.1624585 49.7359422, 10.162412 49.7359123, 10.1621971 49.7358774, 10.1619924 49.7358547, 10.1617945 49.7358538)",
36952337,,,Kapuzinerstraße,residential,30,True,False,43.67,"LINESTRING (10.1622089 49.7363565, 10.1618653 49.7362607, 10.1616452 49.7362104)",
25232646,,,Am Stadtgraben,residential,,False,False,41.986999999999995,"LINESTRING (10.1616452 49.7362104, 10.1617133 49.7361395, 10.1617705 49.736031, 10.1617941 49.7359654, 10.1618029 49.7358977, 10.1617945 49.7358538)",
25232646,,,Am Stadtgraben,residential,,False,True,81.653,"LINESTRING (10.1616452 49.7362104, 10.1615283 49.736321, 10.1610679 49.7367197, 10.1609732 49.7368024)",
25232646,,,Am Stadtgraben,residential,,False,False,5.069,"LINESTRING (10.1617945 49.7358538, 10.1617744 49.7358101)",
25232579,,,Schreibersgasse,living_street,,False,True,99.453,"LINESTRING (10.1617945 49.7358538, 10.1619924 49.7358547, 10.1621971 49.7358774, 10.162412 49.7359123, 10.1624585 49.7359422, 10.1624507 49.7359922, 10.1622089 49.7363565)",
25232646,,,Am Stadtgraben,residential,,False,True,41.986999999999995,"LINESTRING (10.1617945 49.7358538, 10.1618029 49.7358977, 10.1617941 49.7359654, 10.1617705 49.736031, 10.1617133 49.7361395, 10.1616452 49.7362104)",
25232562,,St 2270,Falterstraße,tertiary,50,False,False,60.079,"LINESTRING (10.1609732 49.7368024, 10.1608668 49.7367323, 10.160767 49.7366811, 10.1602771 49.7365103)",
"[25232580, 36952455]",,,Ritterstraße,residential,30,False,"[False, True]",180.123,"LINESTRING (10.1609732 49.7368024, 10.1610743 49.7368514, 10.1614789 49.7370978, 10.1617633 49.7372661, 10.1618164 49.7373001, 10.1618847 49.7373233, 10.1620806 49.7373736, 10.1623465 49.7374301, 10.162497 49.7374508, 10.1629328 49.7374976, 10.1630124 49.7375051, 10.1630789 49.7375029, 10.1631303 49.737494)",
25232646,,,Am Stadtgraben,residential,,False,False,81.653,"LINESTRING (10.1609732 49.7368024, 10.1610679 49.7367197, 10.1615283 49.736321, 10.1616452 49.7362104)",
"[132346139, 25232582]",,St 2270,"['Luitpoldstraße', 'Königsplatz']",tertiary,,False,"[False, True]",114.08600000000003,"LINESTRING (10.1609732 49.7368024, 10.1608764 49.7369086, 10.1606253 49.7371793, 10.1603422 49.7374709, 10.1602428 49.7376002, 10.1602281 49.7376254, 10.1602211 49.7376638, 10.1602215 49.7376967)",
103568556,,,Königsplatz,residential,,True,False,34.981,"LINESTRING (10.1596875 49.7380477, 10.1598414 49.7378623, 10.1599145 49.737819, 10.159964 49.7377948)",
643339632,,,Kaiserstraße,residential,50,False,False,99.554,"LINESTRING (10.1596875 49.7380477, 10.1595622 49.7380117, 10.1592917 49.7379357, 10.1588429 49.7377671, 10.1586845 49.7377233, 10.1585886 49.7377041, 10.1585206 49.7376988, 10.1584283 49.7377059)",
643339632,,,Kaiserstraße,residential,50,False,True,49.216,"LINESTRING (10.1596875 49.7380477, 10.1598809 49.7381152, 10.1600426 49.7381891, 10.1601557 49.7382564, 10.1602368 49.7383075)",
25232628,,,Wörthstraße,residential,,False,False,83.522,"LINESTRING (10.162119 49.7348138, 10.161713 49.7355176)",
25232628,,,Wörthstraße,residential,,False,True,138.016,"LINESTRING (10.162119 49.7348138, 10.1622638 49.7344723, 10.1624079 49.7341476, 10.1625025 49.7339366, 10.1626205 49.7336159)",
25792866,,,Bismarckstraße,residential,30,False,False,187.816,"LINESTRING (10.162119 49.7348138, 10.1604443 49.7345456, 10.1597071 49.7344144, 10.1595882 49.7343932)",
25792866,,,Bismarckstraße,residential,30,False,True,99.24300000000001,"LINESTRING (10.162119 49.7348138, 10.1633853 49.7350258, 10.1634555 49.7350383)",
"[24780056, 79020365]",,,Wörthstraße,residential,,False,False,79.22200000000001,"LINESTRING (10.1630968 49.7319774, 10.1629116 49.7319079, 10.1628095 49.7318445, 10.1627042 49.7317141, 10.162687 49.7314199, 10.1626683 49.7313807)",
25232589,,,Wörthstraße,residential,,False,True,68.847,"LINESTRING (10.1630968 49.7319774, 10.1631846 49.7317232, 10.1631973 49.7313646)",
25232628,,,Wörthstraße,residential,,False,False,185.389,"LINESTRING (10.1630968 49.7319774, 10.1630229 49.7322515, 10.1629585 49.7324752, 10.1629533 49.7324933, 10.1628893 49.7327173, 10.1628351 49.7329069, 10.1627198 49.7332727, 10.1626205 49.7336159)",
25232591,,,Kanzler-Stürtzel-Straße,residential,,False,False,58.234,"LINESTRING (10.1626683 49.7313807, 10.1618581 49.7313852)",
25232591,,,Kanzler-Stürtzel-Straße,residential,,False,True,38.063,"LINESTRING (10.1626683 49.7313807, 10.1631973 49.7313646)",
25232629,,,Goethestraße,residential,30,False,False,154.898,"LINESTRING (10.1626683 49.7313807, 10.1626693 49.7302278, 10.162558 49.7299987)",
"[24780056, 79020365]",,,Wörthstraße,residential,,False,True,79.22200000000001,"LINESTRING (10.1626683 49.7313807, 10.162687 49.7314199, 10.1627042 49.7317141, 10.1628095 49.7318445, 10.1629116 49.7319079, 10.1630968 49.7319774)",
25232591,,,Kanzler-Stürtzel-Straße,residential,,False,False,38.063,"LINESTRING (10.1631973 49.7313646, 10.1626683 49.7313807)",
25232589,,,Wörthstraße,residential,,False,False,68.847,"LINESTRING (10.1631973 49.7313646, 10.1631846 49.7317232, 10.1630968 49.7319774)",
25232591,,,Kanzler-Stürtzel-Straße,residential,,False,True,70.593,"LINESTRING (10.1631973 49.7313646, 10.1634582 49.7313623, 10.1640362 49.7313587, 10.1641794 49.7313603)",
27492444,,,Adalbert-Stifter-Straße,residential,,False,False,62.266,"LINESTRING (10.162558 49.7299987, 10.1633929 49.7298493)",
25232592,,,Thomas-Ehemann-Straße,residential,30,False,True,188.961,"LINESTRING (10.162558 49.7299987, 10.1610168 49.7300262, 10.1599333 49.7300842)",
25232629,,,Goethestraße,residential,30,False,True,154.898,"LINESTRING (10.162558 49.7299987, 10.1626693 49.7302278, 10.1626683 49.7313807)",
25232604,,,Michelsgasse,residential,,False,False,66.847,"LINESTRING (10.157789 49.7384422, 10.1583948 49.737986)",
25232603,,,Neuer Weg,residential,30,False,True,118.42800000000001,"LINESTRING (10.157789 49.7384422, 10.1572055 49.7382336, 10.1569452 49.7381003, 10.1568155 49.7380389, 10.1567464 49.7379941, 10.1566286 49.7378746, 10.1566295 49.737764)",
25203410,,,Würzburger Straße,residential,30,False,False,56.556,"LINESTRING (10.1566295 49.737764, 10.1558426 49.7377567)",
25203410,,,Würzburger Straße,residential,30,False,True,84.848,"LINESTRING (10.1566295 49.737764, 10.1568886 49.7377654, 10.1571426 49.7377721, 10.1577311 49.7378123, 10.157806 49.7378188)",
25232603,,,Neuer Weg,residential,30,False,False,118.42800000000001,"LINESTRING (10.1566295 49.737764, 10.1566286 49.7378746, 10.1567464 49.7379941, 10.1568155 49.7380389, 10.1569452 49.7381003, 10.1572055 49.7382336, 10.157789 49.7384422)",
25232645,,,Rosenberg,living_street,,False,False,87.17600000000002,"LINESTRING (10.159964 49.7377948, 10.1598599 49.737711, 10.1597814 49.7376606, 10.1596517 49.7375951, 10.1595426 49.7375232, 10.1593042 49.7373203, 10.1592989 49.7372988, 10.1593359 49.7372457, 10.1593434 49.7372228, 10.159341 49.7371831)",
103568556,,,Königsplatz,residential,,True,False,21.482,"LINESTRING (10.159964 49.7377948, 10.1601017 49.7377434, 10.1602215 49.7376967)",
25203410,,,Würzburger Straße,residential,30,False,False,84.848,"LINESTRING (10.157806 49.7378188, 10.1577311 49.7378123, 10.1571426 49.7377721, 10.1568886 49.7377654, 10.1566295 49.737764)",
25203410,,,Würzburger Straße,residential,30,False,True,46.449,"LINESTRING (10.157806 49.7378188, 10.1582936 49.7377311, 10.1584283 49.7377059)",
25232592,,,Thomas-Ehemann-Straße,residential,30,False,False,188.961,"LINESTRING (10.1599333 49.7300842, 10.1610168 49.7300262, 10.162558 49.7299987)",
"[25232592, 666657570]",,,"['Bernbeckplatz', 'Thomas-Ehemann-Straße']",residential,30,False,True,210.37800000000001,"LINESTRING (10.1599333 49.7300842, 10.1596212 49.7300822, 10.1585911 49.7300283, 10.1579026 49.7299758, 10.1574611 49.7299515, 10.1570236 49.7300042)",
666655009,,,Von-Deuster-Straße,residential,,False,False,65.807,"LINESTRING (10.1599333 49.7300842, 10.1599416 49.7297724, 10.1600694 49.7295049)",
666655009,,,Von-Deuster-Straße,residential,,False,True,65.807,"LINESTRING (10.1600694 49.7295049, 10.1599416 49.7297724, 10.1599333 49.7300842)",
25792864,,,Moltkestraße,residential,30,False,False,134.392,"LINESTRING (10.1599203 49.7332051, 10.1599101 49.7332616, 10.1598541 49.7335868, 10.1597697 49.733854, 10.159615 49.7343135, 10.1595882 49.7343932)",
25792864,,,Moltkestraße,residential,30,False,True,200.346,"LINESTRING (10.1599203 49.7332051, 10.1599361 49.7331414, 10.1599873 49.7318825, 10.1600134 49.7314049)",
25792865,,,Paul-Eber-Straße,residential,30,False,False,82.581,"LINESTRING (10.1599203 49.7332051, 10.159427 49.7331797, 10.1590429 49.7331573, 10.1587744 49.7331567)",
25792865,,,Paul-Eber-Straße,residential,30,False,True,199.56400000000002,"LINESTRING (10.1599203 49.7332051, 10.1601722 49.7332214, 10.1608738 49.7333467, 10.1626205 49.7336159)",
25792864,,,Moltkestraße,residential,30,False,False,78.994,"LINESTRING (10.1595882 49.7343932, 10.1595543 49.7344762, 10.1593348 49.7350136, 10.1593034 49.7350793)",
25792864,,,Moltkestraße,residential,30,False,True,134.392,"LINESTRING (10.1595882 49.7343932, 10.159615 49.7343135, 10.1597697 49.733854, 10.1598541 49.7335868, 10.1599101 49.7332616, 10.1599203 49.7332051)",
25792866,,,Bismarckstraße,residential,30,False,False,75.72200000000001,"LINESTRING (10.1595882 49.7343932, 10.1594826 49.7343758, 10.1588512 49.7342718, 10.1585655 49.7342296)",
25792866,,,Bismarckstraße,residential,30,False,True,187.816,"LINESTRING (10.1595882 49.7343932, 10.1597071 49.7344144, 10.1604443 49.7345456, 10.162119 49.7348138)",
