osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,junction,width,bridge,access
"[1106802648, 26477548, 800791301, 455570903]",2,Brückenvorstadt,residential,50,False,False,78.44000000000001,"LINESTRING (8.0431447 50.4485699, 8.0431957 50.4485695, 8.0432574 50.4485649, 8.0433262 50.4485587, 8.0434681 50.448542, 8.0437627 50.4484847, 8.0438365 50.4484721, 8.0439157 50.4484628, 8.0439911 50.4484544, 8.0440544 50.4484526, 8.0441121 50.448452, 8.0441468 50.4484537, 8.0441791 50.4484564, 8.0442064 50.4484573, 8.0442296 50.4484546)",,,,,
695727866,2,Hundsanger Straße,tertiary,,False,False,27.143,"LINESTRING (8.0431447 50.4485699, 8.0431417 50.4485939, 8.0431262 50.448619, 8.0430899 50.4486518, 8.0430483 50.4486777, 8.0428969 50.448742)",K 339,,,,
8015836,2,Hospitalstraße,tertiary,50,False,False,143.529,"LINESTRING (8.052206 50.4469762, 8.0501796 50.4469446)",K 459,,,,
26555991,,Im Weidenbornerfeld,residential,,False,False,307.493,"LINESTRING (8.052206 50.4469762, 8.0522056 50.4469397, 8.052201 50.446559, 8.0521936 50.4463964, 8.0522449 50.4462995, 8.0523761 50.4462538, 8.0526899 50.446231, 8.0554907 50.4461226)",,,,,
944262289,2,Hospitalstraße,tertiary,50,False,True,77.565,"LINESTRING (8.052206 50.4469762, 8.0525166 50.4469861, 8.053173 50.4470343, 8.0532965 50.4470387)",K 459,,,,
23773394,1,,secondary,50,True,False,16.432000000000002,"LINESTRING (8.0454444 50.4467223, 8.0454908 50.4467229, 8.0455345 50.4467329, 8.0455708 50.4467513, 8.0455959 50.4467761, 8.0456073 50.4468048)",L 3462,roundabout,,,
414004141,2,Gymnasiumstraße,secondary,50,False,True,45.93899999999999,"LINESTRING (8.0454444 50.4467223, 8.0454297 50.4466309, 8.0453726 50.4464011, 8.0453432 50.4463145)",L 3462,,,,
23773394,1,,secondary,50,True,False,18.102,"LINESTRING (8.0456073 50.4468048, 8.0456045 50.4468319, 8.0455893 50.4468572, 8.045563 50.4468786, 8.045528 50.446894, 8.0454874 50.4469023, 8.0454448 50.4469025)",L 3462,roundabout,,,
"[761276299, 8015836]",2,Hospitalstraße,tertiary,50,False,True,77.904,"LINESTRING (8.0456073 50.4468048, 8.0457605 50.4468012, 8.045986 50.446796, 8.0462704 50.4467977, 8.0463182 50.4468002, 8.0464595 50.4468131, 8.0467036 50.4468332)",K 459,,,,
23773394,1,,secondary,50,True,False,28.825999999999993,"LINESTRING (8.0454448 50.4469025, 8.0454057 50.4468953, 8.0453714 50.4468813, 8.0453447 50.4468617, 8.0453277 50.4468382, 8.0453246 50.4468242, 8.0453219 50.4468125, 8.0453276 50.4467869, 8.0453445 50.4467633, 8.0453711 50.4467437, 8.0454053 50.4467296, 8.0454444 50.4467223)",L 3462,roundabout,,,
23773395,2,Gymnasiumstraße,secondary,50,False,False,67.77,"LINESTRING (8.0454448 50.4469025, 8.0454388 50.4469926, 8.0454471 50.4470805, 8.0454654 50.4471662, 8.0454914 50.4472711, 8.0455111 50.4473385, 8.0455279 50.4474231, 8.0455347 50.4475077)",L 3462,,,,
31260698,2,Am Elbbachufer,secondary,50,False,False,28.67,"LINESTRING (8.0458189 50.4510255, 8.0460068 50.4512539)",L 3462,,,,
23773396,2,Am Elbbachufer,secondary,50,False,True,262.601,"LINESTRING (8.0458189 50.4510255, 8.0456181 50.4507831, 8.0454836 50.4506017, 8.045385 50.4504527, 8.0453254 50.4503483, 8.0452724 50.4502225, 8.0452353 50.4501, 8.0451866 50.4499332, 8.0451557 50.449782, 8.0451466 50.449695, 8.0451429 50.4496066, 8.0451446 50.4495388, 8.0451473 50.449481, 8.0451554 50.4494164, 8.0452249 50.449047, 8.045278 50.4488461, 8.0452948 50.4488126, 8.0453163 50.448785, 8.0453424 50.4487609)",L 3462,,,,
26944873,,Borngasse,living_street,,False,True,255.35699999999997,"LINESTRING (8.0458189 50.4510255, 8.0459346 50.4509895, 8.0459659 50.4509714, 8.045981 50.4509469, 8.0459868 50.4509088, 8.0459673 50.4505672, 8.0458163 50.4496154, 8.0458015 50.4494126, 8.045785 50.4491389, 8.0457116 50.4487945)",,,,,
121173479,2,Am Bahnhof,residential,50,False,True,43.724999999999994,"LINESTRING (8.0442296 50.4484546, 8.0442563 50.4484493, 8.0442851 50.4484333, 8.0443053 50.4484144, 8.044324 50.4483892, 8.0443306 50.4483562, 8.0443132 50.448173, 8.0443057 50.4481288, 8.0442912 50.4480908)",,,,,
"[1106802648, 26477548, 800791301, 455570903]",2,Brückenvorstadt,residential,50,False,True,78.44,"LINESTRING (8.0442296 50.4484546, 8.0442064 50.4484573, 8.0441791 50.4484564, 8.0441468 50.4484537, 8.0441121 50.448452, 8.0440544 50.4484526, 8.0439911 50.4484544, 8.0439157 50.4484628, 8.0438365 50.4484721, 8.0437627 50.4484847, 8.0434681 50.448542, 8.0433262 50.4485587, 8.0432574 50.4485649, 8.0431957 50.4485695, 8.0431447 50.4485699)",,,,,
"[1106789749, 562557831]",,Brückenvorstadt,"['residential', 'living_street']",50,False,True,20.579,"LINESTRING (8.0442296 50.4484546, 8.0442378 50.4484723, 8.0442559 50.4484955, 8.0442995 50.4485367, 8.044336 50.4485761, 8.0443655 50.4486173)",,,3,,
"[41506712, 121173479]",2,Am Bahnhof,residential,50,False,False,323.33899999999994,"LINESTRING (8.0441279 50.4452864, 8.0440854 50.4453172, 8.0440315 50.4453562, 8.0439232 50.4454763, 8.0438661 50.4455581, 8.0437945 50.4457247, 8.043718 50.445951, 8.0436945 50.446186, 8.0436945 50.4463073, 8.0437104 50.4464517, 8.0437535 50.446637, 8.0438762 50.4469643, 8.0438909 50.4470221, 8.044105 50.4476177, 8.0441489 50.4477369, 8.0442426 50.4479753, 8.0442912 50.4480908)",,,,,
"[553265032, 28803403, 28803404, 23773397]",2,"['Neue Chaussee', 'Gymnasiumstraße']",secondary,50,False,False,146.68599999999998,"LINESTRING (8.0441279 50.4452864, 8.044182 50.4453068, 8.0442099 50.4453187, 8.0442831 50.4453567, 8.044917 50.4457488, 8.0449584 50.4457764, 8.0449998 50.4458079, 8.0450388 50.4458457, 8.0451183 50.4459256, 8.0451958 50.4460197, 8.0452548 50.4461236, 8.0453143 50.446246, 8.0453432 50.4463145)",L 3462,,,yes,
23773395,2,Gymnasiumstraße,secondary,50,False,True,67.77000000000001,"LINESTRING (8.0455347 50.4475077, 8.0455279 50.4474231, 8.0455111 50.4473385, 8.0454914 50.4472711, 8.0454654 50.4471662, 8.0454471 50.4470805, 8.0454388 50.4469926, 8.0454448 50.4469025)",L 3462,,,,
26944872,,Johann-Ludwig-Straße,residential,,False,False,65.377,"LINESTRING (8.0455347 50.4475077, 8.0458153 50.4474966, 8.0461925 50.4474835, 8.046281 50.4474819, 8.0463406 50.4474906, 8.0463919 50.4475089, 8.0464351 50.4475315)",,,,,
414004139,2,Gymnasiumstraße,secondary,50,False,False,116.931,"LINESTRING (8.0455347 50.4475077, 8.045554 50.4478259, 8.0455742 50.448071, 8.0456293 50.4484907, 8.0456312 50.4485208, 8.0456278 50.4485401, 8.0456214 50.4485566)",L 3462,,,,
"[28829800, 26555986]",,Untermarkt,living_street,,False,False,83.676,"LINESTRING (8.046772 50.4482455, 8.047562 50.44823, 8.0475714 50.4483469, 8.047582 50.4484789)",,,3,,
26944985,,Schloßgasse,living_street,,False,False,31.854,"LINESTRING (8.046772 50.4482455, 8.0467742 50.448278, 8.0467661 50.4483152, 8.0467535 50.448371, 8.0467376 50.4484418, 8.0467373 50.448485, 8.0467417 50.4485302)",,,,,
"[26944872, 26944985]",,"['Schloßgasse', 'Johann-Ludwig-Straße']","['living_street', 'residential']",,False,True,85.20299999999999,"LINESTRING (8.046772 50.4482455, 8.0467541 50.4480673, 8.0467426 50.4479454, 8.0467075 50.447832, 8.0466392 50.4477226, 8.0465654 50.4476354, 8.0465168 50.4475905, 8.0464351 50.4475315)",,,,,
26944983,,Schulstraße,living_street,,False,False,59.771,"LINESTRING (8.0467417 50.4485302, 8.047582 50.4484789)",,,,,
26944974,,Krämergasse,living_street,,False,True,87.99100000000001,"LINESTRING (8.0467417 50.4485302, 8.0467676 50.4487339, 8.0468074 50.4493203)",,,,,
26944985,,Schloßgasse,living_street,,False,True,31.854000000000003,"LINESTRING (8.0467417 50.4485302, 8.0467373 50.448485, 8.0467376 50.4484418, 8.0467535 50.448371, 8.0467661 50.4483152, 8.0467742 50.448278, 8.046772 50.4482455)",,,,,
26944986,,Brückengasse,living_street,,False,False,79.202,"LINESTRING (8.0467417 50.4485302, 8.046586 50.4485466, 8.0465329 50.4485579, 8.0464843 50.4485709, 8.0462052 50.4486631, 8.0459489 50.4487473, 8.0458424 50.4487735, 8.0457633 50.4487885, 8.0457116 50.4487945)",,,,,
